,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
104,Craig Dawson\Craig-Dawson,eng ENG,DF,West Ham,30-247,1990,2,2,180,2.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
105,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,29-194,1991,14,13,1188,13.2,3,8,2,3,1,0,0.23,0.61,0.83,0.08,0.68,7.0,4.7,5.9,0.53,0.45,0.98,0.36,0.81,Matches
106,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,17-335,2003,1,0,40,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
107,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,31-048,1989,5,2,214,2.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
108,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,25-268,1995,12,11,947,10.5,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2.0,2.0,0.4,0.19,0.04,0.22,0.19,0.22,Matches
109,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,21-306,1999,8,2,208,2.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
110,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,22-264,1998,15,14,1069,11.9,1,0,0,0,0,0,0.08,0.00,0.08,0.08,0.08,1.0,1.0,0.1,0.08,0.01,0.09,0.08,0.09,Matches
111,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,24-025,1996,12,9,835,9.3,2,2,0,0,2,0,0.22,0.22,0.43,0.22,0.43,2.3,2.3,2.4,0.24,0.26,0.50,0.24,0.50,Matches
112,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-239,1997,13,13,1149,12.8,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.06,0.00,0.07,0.06,0.07,Matches
113,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,26-359,1994,15,15,1350,15.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.03,0.00,0.03,0.03,0.03,Matches
114,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,27-172,1993,8,8,701,7.8,0,4,0,0,0,1,0.00,0.51,0.51,0.00,0.51,0.2,0.2,1.7,0.02,0.22,0.24,0.02,0.24,Matches
115,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-184,1991,5,5,370,4.1,1,0,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.08,0.00,0.08,0.08,0.08,Matches
116,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,23-365,1997,4,3,298,3.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
117,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-207,1998,13,10,696,7.7,1,0,0,0,3,0,0.13,0.00,0.13,0.13,0.13,0.5,0.5,0.5,0.06,0.06,0.12,0.06,0.12,Matches
118,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,28-358,1992,8,8,704,7.8,0,1,0,0,3,1,0.00,0.13,0.13,0.00,0.13,0.3,0.3,0.5,0.04,0.06,0.11,0.04,0.11,Matches
119,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,23-020,1997,12,12,1051,11.7,2,0,0,0,3,1,0.17,0.00,0.17,0.17,0.17,0.7,0.7,0.0,0.06,0.00,0.07,0.06,0.07,Matches
120,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,28-007,1993,16,16,1358,15.1,1,2,0,0,4,0,0.07,0.13,0.20,0.07,0.20,1.4,1.4,1.4,0.09,0.09,0.19,0.09,0.19,Matches
121,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,29-104,1991,1,1,78,0.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
122,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,29-048,1991,14,14,1259,14.0,2,0,0,0,4,1,0.14,0.00,0.14,0.14,0.14,1.6,1.6,0.1,0.12,0.01,0.13,0.12,0.13,Matches
123,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,23-081,1997,2,2,180,2.0,1,0,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0.3,0.3,0.1,0.13,0.05,0.19,0.13,0.19,Matches
124,Ederson\Ederson,br BRA,GK,Manchester City,27-144,1993,14,14,1260,14.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
125,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,22-326,1998,5,1,118,1.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.11,0.00,0.11,0.11,0.11,Matches
126,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,28-080,1992,16,16,1361,15.1,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.02,0.01,0.03,0.02,0.03,Matches
127,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,33-121,1987,5,1,133,1.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.09,0.18,0.27,0.09,0.27,Matches
128,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,28-181,1992,10,10,873,9.7,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.04,0.01,0.05,0.04,0.05,Matches
129,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,33-005,1988,13,13,1159,12.9,0,1,0,0,5,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
130,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,22-193,1998,15,10,963,10.7,2,2,0,0,2,0,0.19,0.19,0.37,0.19,0.37,1.0,1.0,0.7,0.10,0.07,0.17,0.10,0.17,Matches
131,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,35-265,1985,16,16,1440,16.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
132,Fabinho\Fabinho,br BRA,DFMF,Liverpool,27-077,1993,15,14,1292,14.4,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.01,0.03,0.03,0.01,0.03,Matches
133,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,26-122,1994,16,15,1298,14.4,11,7,5,6,3,0,0.76,0.49,1.25,0.42,0.90,8.2,3.6,5.9,0.57,0.41,0.97,0.25,0.66,Matches
134,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,31-322,1989,15,15,1305,14.5,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.00,0.01,0.01,0.01,Matches
135,Fernandinho\Fernandinho,br BRA,MF,Manchester City,35-249,1985,8,3,341,3.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.13,0.00,0.13,0.13,0.13,Matches
136,Sam Field\Sam-Field,eng ENG,MF,West Brom,22-245,1998,3,0,62,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
137,Roberto Firmino\Roberto-Firmino,br BRA,FWMF,Liverpool,29-098,1991,17,17,1392,15.5,5,3,0,0,1,0,0.32,0.19,0.52,0.32,0.52,6.0,6.0,2.5,0.38,0.16,0.55,0.38,0.55,Matches
138,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,29-137,1991,11,9,786,8.7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,0.05,0.06,0.11,0.05,0.11,Matches
139,Phil Foden\Phil-Foden,eng ENG,FWDF,Manchester City,20-225,2000,11,6,590,6.6,3,2,0,0,0,0,0.46,0.31,0.76,0.46,0.76,2.0,2.0,1.0,0.31,0.15,0.46,0.31,0.46,Matches
140,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Leicester City,20-022,2000,12,12,1080,12.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.06,0.01,0.06,0.06,0.06,Matches
141,Pablo Fornals\Pablo-Fornals,es ESP,MFFW,West Ham,24-321,1996,16,16,1261,14.0,2,2,0,0,2,0,0.14,0.14,0.29,0.14,0.29,3.6,3.6,1.0,0.26,0.07,0.33,0.26,0.33,Matches
142,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,32-297,1988,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
143,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,23-006,1998,1,1,80,0.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.03,0.31,0.34,0.03,0.34,Matches
144,Ryan Fraser\Ryan-Fraser,sco SCO,MF,Newcastle Utd,26-319,1994,7,2,275,3.1,0,1,0,0,0,0,0.00,0.33,0.33,0.00,0.33,0.1,0.1,0.2,0.02,0.08,0.10,0.02,0.10,Matches
145,Fred\Fred,br BRA,MF,Manchester Utd,27-309,1993,12,10,912,10.1,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.2,0.05,0.12,0.17,0.05,0.17,Matches
146,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,28-090,1992,5,4,319,3.5,0,1,0,0,2,0,0.00,0.28,0.28,0.00,0.28,0.2,0.2,1.1,0.04,0.30,0.35,0.04,0.35,Matches
147,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,34-276,1986,9,8,702,7.8,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
148,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,25-069,1995,16,16,1418,15.8,1,2,0,0,2,0,0.06,0.13,0.19,0.06,0.19,0.8,0.8,1.4,0.05,0.09,0.14,0.05,0.14,Matches
149,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,20-337,2000,13,13,1158,12.9,2,0,0,0,5,0,0.16,0.00,0.16,0.16,0.16,0.9,0.9,0.2,0.07,0.01,0.08,0.07,0.08,Matches
150,Eric García\Eric-Garcia,es ESP,DF,Manchester City,19-365,2001,3,2,201,2.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.04,0.04,0.01,0.04,Matches
151,Dwight Gayle\Dwight-Gayle,eng ENG,FW,Newcastle Utd,30-083,1990,4,0,64,0.7,1,0,0,0,0,0,1.41,0.00,1.41,1.41,1.41,0.2,0.2,0.0,0.27,0.02,0.30,0.27,0.30,Matches
152,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,30-062,1990,14,14,1215,13.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
153,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,25-250,1995,9,5,482,5.4,5,0,2,2,1,0,0.93,0.00,0.93,0.56,0.56,3.8,2.3,0.8,0.70,0.15,0.85,0.42,0.57,Matches
154,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,31-104,1989,6,5,449,5.0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
155,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,19-211,2001,2,0,36,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
156,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,34-100,1986,9,4,361,4.0,3,0,0,0,1,0,0.75,0.00,0.75,0.75,0.75,2.6,2.6,0.4,0.66,0.10,0.76,0.66,0.76,Matches
157,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,22-359,1998,10,9,870,9.7,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
158,André Gomes\Andre-Gomes,pt POR,MF,Everton,27-162,1993,11,5,550,6.1,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.03,0.04,0.02,0.04,Matches
159,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,23-230,1997,7,6,590,6.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
160,Anthony Gordon\Anthony-Gordon,eng ENG,FWMF,Everton,19-319,2001,3,1,88,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
161,Karlan Grant\Karlan-Grant,eng ENG,FW,West Brom,23-112,1997,12,12,857,9.5,1,0,0,0,1,0,0.11,0.00,0.11,0.11,0.11,2.1,2.1,0.0,0.22,0.00,0.22,0.22,0.22,Matches
162,Demarai Gray\Demarai-Gray,eng ENG,FW,Leicester City,24-194,1996,1,0,19,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.17,0.00,0.17,0.17,0.17,Matches
163,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,25-120,1995,15,15,1350,15.0,5,7,0,0,4,0,0.33,0.47,0.80,0.33,0.80,3.4,3.4,6.4,0.23,0.43,0.66,0.23,0.66,Matches
164,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,19-099,2001,10,8,620,6.9,1,0,0,0,1,0,0.15,0.00,0.15,0.15,0.15,1.7,1.7,0.6,0.25,0.08,0.33,0.25,0.33,Matches
165,Pascal Groß\Pascal-Gross,de GER,MF,Brighton,29-207,1991,14,7,718,8.0,2,2,2,2,1,0,0.25,0.25,0.50,0.00,0.25,2.1,0.6,1.5,0.27,0.19,0.46,0.08,0.27,Matches
166,Kamil Grosicki\Kamil-Grosicki,pl POL,FWMF,West Brom,32-214,1988,1,0,11,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
167,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,33-364,1987,17,17,1530,17.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
168,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,30-076,1990,10,8,735,8.2,3,0,0,0,0,0,0.37,0.00,0.37,0.37,0.37,1.6,1.6,0.8,0.19,0.10,0.30,0.19,0.30,Matches
169,Antwoine Hackford\Antwoine-Hackford,eng ENG,DFFW,Sheffield Utd,16-294,2004,1,0,11,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,1.30,0.00,1.30,1.30,1.30,Matches
170,Sébastien Haller\Sebastien-Haller,ci CIV,FW,West Ham,26-200,1994,16,10,937,10.4,3,0,0,0,0,0,0.29,0.00,0.29,0.29,0.29,2.9,2.9,1.2,0.28,0.12,0.40,0.28,0.40,Matches
171,Rekeem Harper\Rekeem-Harper,eng ENG,MF,West Brom,20-306,2000,2,0,32,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.12,0.00,0.12,0.12,0.12,Matches
172,Jack Harrison\Jack-Harrison,eng ENG,MF,Leeds United,24-049,1996,16,16,1309,14.5,3,4,0,0,0,0,0.21,0.28,0.48,0.21,0.48,2.9,2.9,4.1,0.20,0.28,0.48,0.20,0.48,Matches
173,Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,25-176,1995,4,4,360,4.0,1,0,0,0,1,0,0.25,0.00,0.25,0.25,0.25,1.1,1.1,0.0,0.27,0.00,0.27,0.27,0.27,Matches
174,Kai Havertz\Kai-Havertz,de GER,MFFW,Chelsea,21-211,1999,15,10,818,9.1,1,2,0,0,1,0,0.11,0.22,0.33,0.11,0.33,1.4,1.4,0.9,0.15,0.10,0.25,0.15,0.25,Matches
175,Isaac Hayden\Isaac-Hayden,eng ENG,MFDF,Newcastle Utd,25-292,1995,12,10,911,10.1,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.01,0.03,0.04,0.01,0.04,Matches
176,Michael Hector\Michael-Hector,jm JAM,DF,Fulham,28-173,1992,4,3,263,2.9,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.01,0.04,0.03,0.04,Matches
177,Ahmed Hegazi\Ahmed-Hegazi,eg EGY,DF,West Brom,29-349,1991,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
178,Dean Henderson\Dean-Henderson,eng ENG,GK,Manchester Utd,23-302,1997,3,2,225,2.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
179,Jordan Henderson\Jordan-Henderson,eng ENG,MFDF,Liverpool,30-205,1990,14,13,1135,12.6,1,1,0,0,0,0,0.08,0.08,0.16,0.08,0.16,1.4,1.4,1.2,0.11,0.09,0.20,0.11,0.20,Matches
180,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Newcastle Utd,28-343,1992,10,10,821,9.1,2,1,0,0,0,0,0.22,0.11,0.33,0.22,0.33,0.9,0.9,0.6,0.09,0.07,0.16,0.09,0.16,Matches
181,Pablo Hernández\Pablo-Hernandez,es ESP,MF,Leeds United,35-272,1985,8,2,243,2.7,0,2,0,0,0,0,0.00,0.74,0.74,0.00,0.74,0.8,0.8,0.6,0.31,0.24,0.55,0.31,0.55,Matches
182,Son Heung-min\Son-Heung-min,kr KOR,FW,Tottenham,28-184,1992,16,16,1344,14.9,12,5,0,0,0,0,0.80,0.33,1.14,0.80,1.14,5.3,5.3,3.7,0.36,0.25,0.60,0.36,0.60,Matches
183,Ki-Jana Hoever\Ki-Jana-Hoever,nl NED,DF,Wolves,18-356,2002,3,1,121,1.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.06,0.06,0.00,0.06,Matches
184,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,25-110,1995,14,13,1215,13.5,0,1,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.8,0.8,0.0,0.06,0.00,0.06,0.06,0.06,Matches
185,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,24-078,1996,7,7,621,6.9,1,0,0,0,2,0,0.14,0.00,0.14,0.14,0.14,0.7,0.7,0.1,0.11,0.01,0.12,0.11,0.12,Matches
186,Conor Hourihane\Conor-Hourihane,ie IRL,MF,Aston Villa,29-341,1991,4,3,225,2.5,1,1,0,0,0,0,0.40,0.40,0.80,0.40,0.80,0.5,0.5,0.8,0.20,0.32,0.52,0.20,0.52,Matches
187,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FW,Chelsea,20-062,2000,8,2,333,3.7,2,1,0,0,0,0,0.54,0.27,0.81,0.54,0.81,0.6,0.6,1.1,0.17,0.30,0.47,0.17,0.47,Matches
188,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Tottenham,25-156,1995,16,16,1440,16.0,0,1,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,0.7,0.02,0.04,0.06,0.02,0.06,Matches
189,Odion Ighalo\Odion-Ighalo,ng NGA,FW,Manchester Utd,31-206,1989,1,0,10,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
190,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FWMF,Leicester City,24-097,1996,8,2,238,2.6,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,1.4,0.7,0.6,0.54,0.22,0.76,0.25,0.47,Matches
191,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,28-169,1992,13,12,1055,11.7,7,3,2,2,1,0,0.60,0.26,0.85,0.43,0.68,4.8,3.3,1.0,0.41,0.09,0.50,0.28,0.37,Matches
192,Branislav Ivanović\Branislav-Ivanovic,rs SRB,DF,West Brom,36-321,1984,11,8,742,8.2,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.07,0.01,0.07,0.07,0.07,Matches
193,Alex Iwobi\Alex-Iwobi,ng NGA,FWDF,Everton,24-250,1996,14,8,780,8.7,0,2,0,0,0,0,0.00,0.23,0.23,0.00,0.23,0.2,0.2,1.5,0.02,0.18,0.20,0.02,0.20,Matches
194,Phil Jagielka\Phil-Jagielka,eng ENG,DFMF,Sheffield Utd,38-144,1982,2,1,141,1.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
195,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWMF,Brighton,27-150,1993,11,2,253,2.8,0,1,0,0,2,0,0.00,0.36,0.36,0.00,0.36,1.1,1.1,1.8,0.38,0.65,1.03,0.38,1.03,Matches
196,Daniel James\Daniel-James,wal WAL,FW,Manchester Utd,23-059,1997,6,5,324,3.6,1,0,0,0,2,0,0.28,0.00,0.28,0.28,0.28,0.7,0.7,0.2,0.19,0.05,0.23,0.19,0.23,Matches
197,Reece James\Reece-James,eng ENG,DF,Chelsea,21-031,1999,13,12,1084,12.0,1,2,0,0,3,0,0.08,0.17,0.25,0.08,0.25,0.5,0.5,1.8,0.04,0.15,0.19,0.04,0.19,Matches
198,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,23-280,1997,7,7,630,7.0,2,1,0,0,1,0,0.29,0.14,0.43,0.29,0.43,1.8,1.8,1.4,0.26,0.19,0.46,0.26,0.46,Matches
199,Raúl Jiménez\Raul-Jimenez,mx MEX,FW,Wolves,29-248,1991,10,10,823,9.1,4,0,0,0,0,0,0.44,0.00,0.44,0.44,0.44,2.4,2.4,0.8,0.26,0.08,0.34,0.26,0.34,Matches
200,Joelinton\Joelinton,br BRA,FWMF,Newcastle Utd,24-147,1996,15,11,950,10.6,1,2,0,0,2,0,0.09,0.19,0.28,0.09,0.28,1.7,1.7,1.1,0.16,0.10,0.27,0.16,0.27,Matches
201,Ben Johnson\Ben-Johnson,eng ENG,DF,West Ham,20-350,2000,4,1,144,1.6,1,0,0,0,0,0,0.62,0.00,0.62,0.62,0.62,0.3,0.3,0.0,0.21,0.00,0.21,0.21,0.21,Matches
202,Sam Johnstone\Sam-Johnstone,eng ENG,GK,West Brom,27-289,1993,17,17,1530,17.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
203,Curtis Jones\Curtis-Jones,eng ENG,MF,Liverpool,19-344,2001,11,7,672,7.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.5,0.09,0.07,0.16,0.09,0.16,Matches
204,Jorginho\Jorginho,it ITA,MF,Chelsea,29-019,1991,10,7,638,7.1,3,1,3,5,0,0,0.42,0.14,0.56,0.00,0.14,3.9,0.1,0.9,0.55,0.13,0.68,0.01,0.14,Matches
205,Diogo Jota\Diogo-Jota,pt POR,FW,Liverpool,24-035,1996,9,5,503,5.6,5,0,0,0,0,0,0.89,0.00,0.89,0.89,0.89,2.4,2.4,1.2,0.44,0.22,0.66,0.44,0.66,Matches
206,James Justin\James-Justin,eng ENG,DF,Leicester City,22-320,1998,17,17,1530,17.0,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,0.5,0.5,1.3,0.03,0.08,0.11,0.03,0.11,Matches
207,Aboubakar Kamara\Aboubakar-Kamara,fr FRA,FWDF,Fulham,25-307,1995,8,2,282,3.1,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.12,0.06,0.18,0.12,0.18,Matches
208,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,27-164,1993,16,16,1429,15.9,10,11,3,3,1,0,0.63,0.69,1.32,0.44,1.13,8.7,6.5,4.2,0.55,0.27,0.82,0.41,0.67,Matches
209,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,29-285,1991,17,17,1478,16.4,0,1,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,0.8,0.02,0.05,0.06,0.02,0.06,Matches
210,Moise Kean\Moise-Kean,it ITA,FW,Everton,20-315,2000,2,0,15,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.21,0.00,0.21,0.21,0.21,Matches
211,Michael Keane\Michael-Keane,eng ENG,DF,Everton,27-363,1993,15,15,1325,14.7,2,0,0,0,0,0,0.14,0.00,0.14,0.14,0.14,1.0,1.0,0.5,0.06,0.03,0.10,0.06,0.10,Matches
212,Neeskens Kebano\Neeskens-Kebano,cd COD,FWMF,Fulham,28-304,1992,5,1,119,1.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.22,0.00,0.22,0.22,0.22,Matches
213,Naby Keïta\Naby-Keita,gn GUI,MF,Liverpool,25-333,1995,7,6,395,4.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,0.10,0.13,0.23,0.10,0.23,Matches
214,Caoimhin Kelleher\Caoimhin-Kelleher,ie IRL,GK,Liverpool,22-046,1998,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
215,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,23-299,1997,4,1,79,0.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
216,Max Kilman\Max-Kilman,eng ENG,DF,Wolves,23-230,1997,10,8,760,8.4,0,1,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.3,0.3,0.4,0.03,0.04,0.08,0.03,0.08,Matches
