,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
217,Mateusz Klich\Mateusz-Klich,pl POL,MF,Leeds United,30-209,1990,17,17,1401,15.6,3,5,2,2,4,0,0.19,0.32,0.51,0.06,0.39,2.5,1.0,3.0,0.16,0.19,0.36,0.06,0.26,Matches
218,Robin Koch\Robin-Koch,de GER,DF,Leeds United,24-175,1996,11,11,908,10.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.07,0.02,0.08,0.07,0.08,Matches
219,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,27-202,1993,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
220,Ezri Konsa\Ezri-Konsa,eng ENG,DF,Aston Villa,23-077,1997,13,12,1126,12.5,2,0,0,0,1,0,0.16,0.00,0.16,0.16,0.16,0.6,0.6,0.0,0.05,0.00,0.05,0.05,0.05,Matches
221,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,DF,Crystal Palace,31-018,1989,17,17,1502,16.7,1,0,0,0,0,0,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.1,0.05,0.01,0.05,0.05,0.05,Matches
222,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,26-247,1994,12,8,652,7.2,0,1,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0.3,0.3,0.9,0.04,0.12,0.16,0.04,0.16,Matches
223,Emil Krafth\Emil-Krafth,se SWE,DF,Newcastle Utd,26-159,1994,4,3,288,3.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.03,0.03,0.00,0.03,Matches
224,Filip Krovinović\Filip-Krovinovic,hr CRO,MF,West Brom,25-132,1995,11,5,546,6.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.04,0.05,0.09,0.04,0.09,Matches
225,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,29-225,1991,14,10,863,9.6,7,0,1,1,2,0,0.73,0.00,0.73,0.63,0.63,5.0,4.2,0.6,0.52,0.06,0.59,0.44,0.51,Matches
226,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Brighton,32-243,1988,14,10,768,8.5,0,1,0,0,0,0,0.00,0.12,0.12,0.00,0.12,0.5,0.5,2.0,0.06,0.24,0.30,0.06,0.30,Matches
227,Érik Lamela\Erik-Lamela,ar ARG,FW,Tottenham,28-310,1992,6,2,197,2.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.30,0.06,0.36,0.30,0.36,Matches
228,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Brighton,20-100,2000,11,11,886,9.8,1,1,0,0,4,1,0.10,0.10,0.20,0.10,0.20,0.6,0.6,1.1,0.06,0.11,0.17,0.06,0.17,Matches
229,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,27-328,1993,9,1,233,2.6,1,1,0,0,1,0,0.39,0.39,0.77,0.39,0.77,0.5,0.5,0.4,0.19,0.15,0.34,0.19,0.34,Matches
230,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,26-226,1994,4,4,360,4.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.04,0.06,0.10,0.04,0.10,Matches
231,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,27-058,1993,8,8,672,7.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.03,0.00,0.03,0.03,0.03,Matches
232,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,31-089,1989,2,1,123,1.4,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
233,Mario Lemina\Mario-Lemina,ga GAB,MF,Fulham,27-129,1993,10,5,457,5.1,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.02,0.07,0.09,0.02,0.09,Matches
234,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,28-310,1992,17,17,1530,17.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
235,Jamal Lewis\Jamal-Lewis,nir NIR,DF,Newcastle Utd,22-349,1998,14,11,1020,11.3,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.9,0.00,0.08,0.08,0.00,0.08,Matches
236,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,26-175,1994,13,13,1145,12.7,1,1,0,0,0,0,0.08,0.08,0.16,0.08,0.16,0.6,0.6,0.5,0.05,0.04,0.09,0.05,0.09,Matches
237,Jake Livermore\Jake-Livermore,eng ENG,MF,West Brom,31-055,1989,10,10,769,8.5,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.02,0.03,0.05,0.02,0.05,Matches
238,Diego Llorente\Diego-Llorente,es ESP,DF,Leeds United,27-145,1993,1,0,82,0.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
239,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,34-013,1986,16,16,1440,16.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
240,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MFFW,Tottenham,24-274,1996,11,4,439,4.9,1,1,0,0,3,0,0.21,0.21,0.41,0.21,0.41,0.8,0.8,1.0,0.17,0.21,0.38,0.17,0.38,Matches
241,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,FWMF,Fulham,24-351,1996,10,7,605,6.7,1,0,0,0,1,0,0.15,0.00,0.15,0.15,0.15,0.6,0.6,0.3,0.09,0.04,0.14,0.09,0.14,Matches
242,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,FW,Chelsea,24-351,1996,1,1,60,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
243,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,30-143,1990,6,6,540,6.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
244,Shane Long\Shane-Long,ie IRL,FWMF,Southampton,33-352,1987,10,1,191,2.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
245,Matthew Longstaff\Matthew-Longstaff,eng ENG,MF,Newcastle Utd,20-293,2000,4,3,300,3.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.03,0.03,0.00,0.03,Matches
246,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,23-070,1997,11,8,736,8.2,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.07,0.03,0.10,0.07,0.10,Matches
247,Ademola Lookman\Ademola-Lookman,eng ENG,FW,Fulham,23-080,1997,12,11,1007,11.2,2,2,0,1,2,0,0.18,0.18,0.36,0.18,0.36,2.9,2.2,1.5,0.26,0.13,0.39,0.20,0.33,Matches
248,Max Lowe\Max-Lowe,eng ENG,DF,Sheffield Utd,23-242,1997,6,6,413,4.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.01,0.02,0.01,0.02,Matches
249,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,31-213,1989,11,11,990,11.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.01,0.03,0.04,0.01,0.04,Matches
250,David Luiz\David-Luiz,br BRA,DF,Arsenal,33-261,1987,8,6,481,5.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.03,0.01,0.04,0.03,0.04,Matches
251,Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,22-244,1998,14,14,1222,13.6,0,1,0,0,4,1,0.00,0.07,0.07,0.00,0.07,0.4,0.4,0.6,0.03,0.04,0.07,0.03,0.07,Matches
252,John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,26-325,1994,12,9,768,8.5,0,1,0,1,3,1,0.00,0.12,0.12,0.00,0.12,1.6,0.9,0.7,0.19,0.09,0.28,0.10,0.19,Matches
253,Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,FWMF,Brighton,22-015,1998,5,1,131,1.5,1,0,0,0,0,0,0.69,0.00,0.69,0.69,0.69,0.2,0.2,0.0,0.10,0.02,0.13,0.10,0.13,Matches
254,James Maddison\James-Maddison,eng ENG,MFFW,Leicester City,24-046,1996,15,10,964,10.7,4,2,0,0,3,0,0.37,0.19,0.56,0.37,0.56,1.5,1.5,2.0,0.14,0.18,0.32,0.14,0.32,Matches
255,Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,27-309,1993,16,16,1440,16.0,1,0,0,0,4,0,0.06,0.00,0.06,0.06,0.06,1.2,1.2,0.1,0.08,0.01,0.08,0.08,0.08,Matches
256,Riyad Mahrez\Riyad-Mahrez,dz ALG,FWDF,Manchester City,29-322,1991,11,9,770,8.6,4,1,0,0,0,0,0.47,0.12,0.58,0.47,0.58,2.3,2.3,2.9,0.27,0.34,0.61,0.27,0.61,Matches
257,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,23-132,1997,10,4,426,4.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Matches
258,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,28-273,1992,16,15,1330,14.8,6,2,0,0,2,0,0.41,0.14,0.54,0.41,0.54,7.6,7.6,2.2,0.52,0.15,0.66,0.52,0.66,Matches
259,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,26-248,1994,6,5,460,5.1,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.04,0.04,0.00,0.04,Matches
260,Fernando Marçal\Fernando-Marcal,br BRA,DF,Wolves,31-324,1989,10,7,571,6.3,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.02,0.03,0.01,0.03,Matches
261,Solly March\Solly-March,eng ENG,DF,Brighton,26-172,1994,16,15,1313,14.6,2,1,0,0,0,0,0.14,0.07,0.21,0.14,0.21,1.2,1.2,1.4,0.08,0.09,0.17,0.08,0.17,Matches
262,Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,27-130,1993,3,3,270,3.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
263,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,25-034,1995,12,10,825,9.2,2,3,0,0,0,1,0.22,0.33,0.55,0.22,0.55,3.1,3.1,1.6,0.34,0.18,0.52,0.34,0.52,Matches
264,Martinelli\Martinelli,br BRA,FW,Arsenal,19-204,2001,3,2,155,1.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.37,0.00,0.37,0.37,0.37,Matches
265,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Aston Villa,28-128,1992,15,15,1350,15.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
266,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,27-062,1993,10,10,850,9.4,0,1,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.3,0.3,1.6,0.03,0.17,0.20,0.03,0.20,Matches
267,Juan Mata\Juan-Mata,es ESP,FW,Manchester Utd,32-255,1988,6,4,335,3.7,0,2,0,0,0,0,0.00,0.54,0.54,0.00,0.54,0.3,0.3,0.8,0.09,0.23,0.32,0.09,0.32,Matches
268,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,32-160,1988,9,6,551,6.1,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.01,0.04,0.05,0.01,0.05,Matches
269,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,29-153,1991,8,7,556,6.2,1,2,0,0,1,0,0.16,0.32,0.49,0.16,0.49,0.6,0.6,1.0,0.10,0.17,0.27,0.10,0.27,Matches
270,Neal Maupay\Neal-Maupay,fr FRA,FWMF,Brighton,24-147,1996,15,13,1119,12.4,6,1,3,4,0,0,0.48,0.08,0.56,0.24,0.32,7.4,4.3,1.0,0.59,0.08,0.67,0.35,0.43,Matches
271,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,33-093,1987,15,14,1196,13.3,0,2,0,0,3,0,0.00,0.15,0.15,0.00,0.15,0.2,0.2,0.9,0.01,0.06,0.08,0.01,0.08,Matches
272,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,24-218,1996,13,8,825,9.2,1,0,0,0,1,0,0.11,0.00,0.11,0.11,0.11,2.7,2.7,0.7,0.29,0.07,0.37,0.29,0.37,Matches
273,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,31-036,1989,16,16,1440,16.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
274,James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,30-057,1990,5,4,330,3.7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.02,0.00,0.02,Matches
275,John McGinn\John-McGinn,sco SCO,MF,Aston Villa,26-082,1994,15,15,1350,15.0,1,4,0,0,4,0,0.07,0.27,0.33,0.07,0.33,0.9,0.9,1.6,0.06,0.11,0.17,0.06,0.17,Matches
276,David McGoldrick\David-McGoldrick,ie IRL,FWMF,Sheffield Utd,33-040,1987,15,11,925,10.3,4,1,0,0,1,0,0.39,0.10,0.49,0.39,0.49,2.6,2.6,0.9,0.25,0.09,0.34,0.25,0.34,Matches
277,Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,21-047,1999,13,13,1166,13.0,0,1,0,0,1,0,0.00,0.08,0.08,0.00,0.08,0.3,0.3,1.8,0.03,0.14,0.17,0.03,0.17,Matches
278,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,24-031,1996,14,10,920,10.2,2,1,0,0,0,0,0.20,0.10,0.29,0.20,0.29,0.9,0.9,0.7,0.08,0.07,0.15,0.08,0.15,Matches
279,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,31-107,1989,9,9,810,9.0,1,0,0,0,0,0,0.11,0.00,0.11,0.11,0.11,0.6,0.6,0.0,0.07,0.00,0.07,0.07,0.07,Matches
280,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,26-175,1994,6,6,504,5.6,1,0,0,0,2,0,0.18,0.00,0.18,0.18,0.18,0.1,0.1,0.0,0.02,0.00,0.03,0.02,0.03,Matches
281,Edouard Mendy\Edouard-Mendy,sn SEN,GK,Chelsea,28-313,1992,13,13,1170,13.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
282,Nampalys Mendy\Nampalys-Mendy,fr FRA,MF,Leicester City,28-199,1992,14,13,1105,12.3,0,1,0,0,4,0,0.00,0.08,0.08,0.00,0.08,0.0,0.0,0.3,0.00,0.02,0.02,0.00,0.02,Matches
283,Illan Meslier\Illan-Meslier,fr FRA,GK,Leeds United,20-312,2000,17,17,1530,17.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
284,Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,29-276,1991,13,9,816,9.1,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,0.05,0.06,0.11,0.05,0.11,Matches
285,James Milner\James-Milner,eng ENG,MFDF,Liverpool,35-004,1986,10,3,348,3.9,0,1,0,0,1,0,0.00,0.26,0.26,0.00,0.26,0.1,0.1,0.9,0.01,0.23,0.25,0.01,0.25,Matches
286,Yerry Mina\Yerry-Mina,co COL,DF,Everton,26-107,1994,14,14,1260,14.0,2,0,0,0,1,0,0.14,0.00,0.14,0.14,0.14,0.5,0.5,0.0,0.04,0.00,0.04,0.04,0.04,Matches
287,Takumi Minamino\Takumi-Minamino,jp JPN,MFFW,Liverpool,25-358,1995,8,2,286,3.2,1,0,0,0,0,0,0.31,0.00,0.31,0.31,0.31,0.6,0.6,0.0,0.19,0.00,0.19,0.19,0.19,Matches
288,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Aston Villa,27-301,1993,14,14,1214,13.5,2,1,0,0,5,1,0.15,0.07,0.22,0.15,0.22,1.0,1.0,0.2,0.08,0.02,0.10,0.08,0.10,Matches
289,Tyrick Mitchell\Tyrick-Mitchell,eng ENG,DF,Crystal Palace,21-129,1999,8,8,720,8.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
290,Aleksandar Mitrović\Aleksandar-Mitrovic,rs SRB,FW,Fulham,26-114,1994,13,8,793,8.8,2,2,1,2,2,0,0.23,0.23,0.45,0.11,0.34,4.3,2.8,1.4,0.49,0.16,0.65,0.32,0.47,Matches
291,Jayson Molumby\Jayson-Molumby,ie IRL,MF,Brighton,21-155,1999,1,0,1,0.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
292,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,36-353,1984,3,0,18,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
293,Mason Mount\Mason-Mount,eng ENG,MFFW,Chelsea,21-364,1999,16,15,1350,15.0,1,3,0,0,2,0,0.07,0.20,0.27,0.07,0.27,1.6,1.6,2.7,0.11,0.18,0.28,0.11,0.28,Matches
294,Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,28-148,1992,13,4,463,5.1,1,0,0,0,0,0,0.19,0.00,0.19,0.19,0.19,0.8,0.8,0.2,0.16,0.05,0.21,0.16,0.21,Matches
295,Lys Mousset\Lys-Mousset,fr FRA,FW,Sheffield Utd,24-335,1996,6,2,203,2.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.28,0.14,0.42,0.28,0.42,Matches
296,João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,34-122,1986,15,12,1069,11.9,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.2,0.02,0.10,0.11,0.02,0.11,Matches
297,Jacob Murphy\Jacob-Murphy,eng ENG,DFFW,Newcastle Utd,25-319,1995,10,7,649,7.2,1,1,0,0,2,0,0.14,0.14,0.28,0.14,0.28,0.3,0.3,0.5,0.05,0.07,0.12,0.05,0.12,Matches
298,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,28-266,1992,3,0,47,0.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
299,Marvelous Nakamba\Marvelous-Nakamba,zw ZIM,MF,Aston Villa,26-355,1994,4,1,106,1.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches
300,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MFDF,Leicester City,24-023,1996,8,7,641,7.1,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.02,0.01,0.03,0.02,0.03,Matches
301,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Tottenham,24-011,1996,14,12,803,8.9,2,1,0,0,2,0,0.22,0.11,0.34,0.22,0.34,1.0,1.0,1.2,0.11,0.14,0.25,0.11,0.25,Matches
302,Reiss Nelson\Reiss-Nelson,eng ENG,FW,Arsenal,21-029,1999,2,0,71,0.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
303,Pedro Neto\Pedro-Neto,pt POR,FWMF,Wolves,20-305,2000,17,16,1353,15.0,4,3,0,0,0,0,0.27,0.20,0.47,0.27,0.47,2.3,2.3,2.6,0.15,0.17,0.32,0.15,0.32,Matches
304,Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,23-301,1997,17,13,1153,12.8,1,0,1,1,3,0,0.08,0.00,0.08,0.00,0.00,1.8,1.1,0.8,0.14,0.06,0.20,0.08,0.14,Matches
305,Eddie Nketiah\Eddie-Nketiah,eng ENG,FW,Arsenal,21-223,1999,12,3,316,3.5,1,1,0,0,0,0,0.28,0.28,0.57,0.28,0.57,1.1,1.1,0.6,0.32,0.17,0.49,0.32,0.49,Matches
306,Niels Nkounkou\Niels-Nkounkou,fr FRA,DF,Everton,20-068,2000,1,1,68,0.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
307,Dan Nlundulu\Dan-Nlundulu,eng ENG,FW,Southampton,21-338,1999,6,0,34,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
308,Mark Noble\Mark-Noble,eng ENG,MF,West Ham,33-245,1987,8,3,227,2.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.03,0.03,0.00,0.03,Matches
309,Oliver Norwood\Oliver-Norwood,nir NIR,MF,Sheffield Utd,29-271,1991,11,6,566,6.3,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.00,0.10,0.10,0.00,0.10,Matches
310,Jack O'Connell\Jack-OConnell,eng ENG,DF,Sheffield Utd,26-285,1994,2,2,180,2.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
311,Dara O'Shea\Dara-OShea,ie IRL,DF,West Brom,21-310,1999,12,11,1001,11.1,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
312,Michael Obafemi\Michael-Obafemi,ie IRL,FW,Southampton,20-186,2000,1,0,14,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
313,Denis Odoi\Denis-Odoi,be BEL,DF,Fulham,32-226,1988,3,3,270,3.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05,Matches
314,Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,32-230,1988,17,17,1502,16.7,2,0,0,0,2,0,0.12,0.00,0.12,0.12,0.12,0.7,0.7,1.0,0.04,0.06,0.10,0.04,0.10,Matches
315,Robin Olsen\Robin-Olsen,se SWE,GK,Everton,31-000,1990,2,2,180,2.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
316,Josh Onomah\Josh-Onomah,eng ENG,MF,Fulham,23-256,1997,2,2,131,1.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
317,Divock Origi\Divock-Origi,be BEL,FW,Liverpool,25-265,1995,3,0,10,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
318,Ben Osborn\Ben-Osborn,eng ENG,MFDF,Sheffield Utd,26-156,1994,11,7,678,7.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.0,0.03,0.14,0.17,0.03,0.17,Matches
319,Owen Otasowie\Owen-Otasowie,us USA,MF,Wolves,19-263,2001,4,1,116,1.3,0,1,0,0,1,0,0.00,0.78,0.78,0.00,0.78,0.4,0.4,0.1,0.33,0.11,0.44,0.33,0.44,Matches
320,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,27-146,1993,3,1,80,0.9,0,1,0,0,0,0,0.00,1.13,1.13,0.00,1.13,0.1,0.1,0.2,0.07,0.26,0.33,0.07,0.33,Matches
321,Emerson Palmieri\Emerson-Palmieri,it ITA,DF,Chelsea,26-158,1994,2,0,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
322,Thomas Partey\Thomas-Partey,gh GHA,MF,Arsenal,27-209,1993,5,4,277,3.1,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.16,0.02,0.18,0.16,0.18,Matches
323,Rui Patrício\Rui-Patricio,pt POR,GK,Wolves,32-328,1988,17,17,1530,17.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
324,Bailey Peacock-Farrell\Bailey-Peacock-Farrell,nir NIR,GK,Burnley,24-071,1996,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
325,Lee Peltier\Lee-Peltier,eng ENG,DF,West Brom,34-028,1986,2,1,94,1.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
326,Nicolas Pépé\Nicolas-Pepe,ci CIV,FWMF,Arsenal,25-224,1995,11,4,456,5.1,2,0,1,1,0,1,0.39,0.00,0.39,0.20,0.20,1.7,0.9,0.3,0.33,0.05,0.38,0.18,0.23,Matches
327,Matheus Pereira\Matheus-Pereira,br BRA,MFFW,West Brom,24-248,1996,13,11,922,10.2,1,3,0,0,1,1,0.10,0.29,0.39,0.10,0.39,0.8,0.8,1.8,0.08,0.17,0.25,0.08,0.25,Matches
328,Ayoze Pérez\Ayoze-Perez,es ESP,MFFW,Leicester City,27-169,1993,9,7,538,6.0,1,0,0,0,1,0,0.17,0.00,0.17,0.17,0.17,1.7,1.7,0.7,0.28,0.13,0.41,0.28,0.41,Matches
