Squad,Rk,MP,W,D,L,GF,GA,GD,Pts,xG,xGA,xGD,xGD/90,Last 5,Attendance,Top Team Scorer,Goalkeeper,Notes,xG per game,xGA per game,probability no goals allowed
Manchester City,1,37,26,5,6,78,32,46,83,70.7,30.1,40.5,1.1,W W L W L,,İlkay Gündoğan - 13,Ederson,,1.9108108108108108,0.8135135135135135,0.4432977940195078
Manchester Utd,2,37,20,11,6,71,43,28,71,58.5,41.4,17.1,0.46,D W L L D,,Bruno Fernandes - 18,David de Gea,,1.5810810810810811,1.1189189189189188,0.3266327202723937
Chelsea,3,37,19,10,8,57,34,23,67,61.6,31.8,29.8,0.8,W W W L W,111.0,Jorginho - 7,Edouard Mendy,,1.664864864864865,0.8594594594594595,0.4233908804102125
Liverpool,4,37,19,9,9,66,42,24,66,70.8,44.6,26.2,0.71,D W W W W,333.0,Mohamed Salah - 22,Alisson,,1.9135135135135135,1.2054054054054055,0.2995705273810801
Leicester City,5,37,20,6,11,66,46,20,66,54.2,45.7,8.4,0.23,W D L W L,,Jamie Vardy - 13,Kasper Schmeichel,,1.464864864864865,1.2351351351351352,0.29079546302835757
West Ham,6,37,18,8,11,59,47,12,62,51.9,46.9,5.0,0.14,L W L D W,111.0,Tomáš Souček Michail Antonio - 10,Łukasz Fabiański,,1.4027027027027026,1.2675675675675675,0.2815155571993744
Tottenham,7,37,17,8,12,64,43,21,59,52.6,47.7,4.9,0.13,W W L W L,111.0,Harry Kane - 22,Hugo Lloris,,1.4216216216216218,1.2891891891891893,0.2754940661244986
Everton,8,37,17,8,12,47,43,4,59,45.9,48.6,-2.7,-0.07,L W D L W,111.0,Dominic Calvert-Lewin - 16,Jordan Pickford,,1.2405405405405405,1.3135135135135136,0.26887370345580713
Arsenal,9,37,17,7,13,53,39,14,58,52.4,44.0,8.5,0.23,L W W W W,111.0,Alexandre Lacazette - 13,Bernd Leno,,1.4162162162162162,1.1891891891891893,0.3044680299832053
Leeds United,10,37,17,5,15,59,53,6,56,55.5,61.2,-5.6,-0.15,D L W W W,,Patrick Bamford - 16,Illan Meslier,,1.5,1.654054054054054,0.19127290398372407
Aston Villa,11,37,15,7,15,53,45,8,52,52.0,50.5,1.5,0.04,W L D L W,,Ollie Watkins - 14,Emiliano Martínez,,1.4054054054054055,1.364864864864865,0.255415189222161
Wolves,12,37,12,9,16,35,50,-15,45,39.0,44.2,-5.2,-0.14,L D W L L,,Rúben Neves Pedro Neto - 5,Rui Patrício,,1.054054054054054,1.1945945945945946,0.3028266968800014
Crystal Palace,13,37,12,8,17,41,64,-23,44,31.7,55.8,-24.1,-0.65,L W L W L,447.0,Wilfried Zaha - 11,Vicente Guaita,,0.8567567567567568,1.508108108108108,0.22132831135151712
Southampton,14,37,12,7,18,47,65,-18,43,40.9,52.6,-11.7,-0.32,D L W W L,111.0,Danny Ings - 12,Alex McCarthy,,1.1054054054054054,1.4216216216216218,0.24132236586170633
Newcastle Utd,15,37,11,9,17,44,62,-18,42,39.7,53.0,-13.4,-0.36,D L W L W,526.0,Callum Wilson - 12,Karl Darlow,,1.0729729729729731,1.4324324324324325,0.23872752684908854
Brighton,16,37,9,14,14,40,44,-4,41,51.2,36.6,14.7,0.4,L W L D W,523.0,Neal Maupay - 8,Robert Sánchez,,1.3837837837837839,0.9891891891891892,0.3718780915930803
Burnley,17,37,10,9,18,33,54,-21,39,38.9,57.0,-18.1,-0.49,W L W L L,178.0,Chris Wood - 12,Nick Pope,,1.0513513513513513,1.5405405405405406,0.2142652510642606
Fulham,18,37,5,13,19,27,51,-24,28,39.6,51.8,-12.2,-0.33,D L L L D,111.0,Bobby Reid - 5,Alphonse Areola,,1.0702702702702702,1.4,0.2465969639416065
West Brom,19,37,5,11,21,34,73,-39,26,32.0,65.3,-33.3,-0.9,D D L L L,283.0,Matheus Pereira - 11,Sam Johnstone,,0.8648648648648649,1.7648648648648648,0.1712099213976005
Sheffield Utd,20,37,6,2,29,19,63,-44,20,30.7,61.3,-30.5,-0.83,W L L W L,,David McGoldrick - 7,Aaron Ramsdale,,0.8297297297297297,1.6567567567567567,0.19075664814645038
