,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
339,Matt Phillips\Matt-Phillips,sco SCO,MFDF,West Brom,29-322,1991,15,7,680,7.6,0,1,0,0,1,0,0.00,0.13,0.13,0.00,0.13,0.3,0.3,0.8,0.04,0.10,0.14,0.04,0.14,Matches
340,Nathaniel Phillips\Nathaniel-Phillips,eng ENG,DF,Liverpool,23-314,1997,4,3,315,3.5,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
341,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,26-328,1994,16,16,1440,16.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
342,Erik Pieters\Erik-Pieters,nl NED,DFMF,Burnley,32-175,1988,12,6,670,7.4,0,1,0,0,0,0,0.00,0.13,0.13,0.00,0.13,0.1,0.1,0.2,0.01,0.02,0.04,0.01,0.04,Matches
343,Daniel Podence\Daniel-Podence,pt POR,FWMF,Wolves,25-100,1995,16,15,1188,13.2,3,2,0,0,2,0,0.23,0.15,0.38,0.23,0.38,2.6,2.6,0.9,0.20,0.07,0.26,0.20,0.26,Matches
344,Paul Pogba\Paul-Pogba,fr FRA,MFFW,Manchester Utd,27-320,1993,17,13,1221,13.6,3,0,0,0,2,0,0.22,0.00,0.22,0.22,0.22,1.3,1.3,1.1,0.10,0.08,0.18,0.10,0.18,Matches
345,Nick Pope\Nick-Pope,eng ENG,GK,Burnley,28-285,1992,18,18,1620,18.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.01,0.01,0.00,0.01,Matches
346,Dennis Praet\Dennis-Praet,be BEL,MFFW,Leicester City,26-260,1994,13,9,654,7.3,1,1,0,0,0,0,0.14,0.14,0.28,0.14,0.28,0.5,0.5,0.8,0.07,0.10,0.18,0.07,0.18,Matches
347,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,29-149,1991,5,2,197,2.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.05,0.00,0.05,0.05,0.05,Matches
348,Christian Pulisic\Christian-Pulisic,us USA,FWMF,Chelsea,22-133,1998,13,9,890,9.9,1,0,0,0,1,0,0.10,0.00,0.10,0.10,0.10,2.3,2.3,1.4,0.23,0.14,0.37,0.23,0.37,Matches
349,Aaron Ramsdale\Aaron-Ramsdale,eng ENG,GK,Sheffield Utd,22-260,1998,20,20,1800,20.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
350,Jacob Ramsey\Jacob-Ramsey,eng ENG,MFFW,Aston Villa,19-246,2001,7,1,152,1.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.10,0.02,0.12,0.10,0.12,Matches
351,Darren Randolph\Darren-Randolph,ie IRL,GK,West Ham,33-262,1987,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
352,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,23-090,1997,20,18,1628,18.1,7,5,0,0,3,0,0.39,0.28,0.66,0.39,0.66,6.3,6.3,1.6,0.35,0.09,0.44,0.35,0.44,Matches
353,Tim Ream\Tim-Ream,us USA,DF,Fulham,33-116,1987,5,5,450,5.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
354,Nathan Redmond\Nathan-Redmond,eng ENG,MF,Southampton,26-329,1994,10,3,426,4.7,1,0,0,0,0,0,0.21,0.00,0.21,0.21,0.21,1.1,1.1,0.1,0.24,0.01,0.25,0.24,0.25,Matches
355,Harrison Reed\Harrison-Reed,eng ENG,MF,Fulham,26-002,1995,15,12,1050,11.7,0,1,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.1,0.1,0.7,0.01,0.06,0.07,0.01,0.07,Matches
356,Sergio Reguilón\Sergio-Reguilon,es ESP,DF,Tottenham,24-044,1996,13,12,1059,11.8,0,3,0,0,2,0,0.00,0.25,0.25,0.00,0.25,0.8,0.8,1.0,0.06,0.09,0.15,0.06,0.15,Matches
357,Bobby Reid\Bobby-Reid,jm JAM,DFFW,Fulham,27-362,1993,17,14,1192,13.2,4,0,0,0,5,0,0.30,0.00,0.30,0.30,0.30,2.8,2.8,0.2,0.21,0.01,0.23,0.21,0.23,Matches
358,Declan Rice\Declan-Rice,eng ENG,MF,West Ham,22-015,1999,20,20,1800,20.0,0,1,0,0,1,0,0.00,0.05,0.05,0.00,0.05,0.8,0.8,1.9,0.04,0.10,0.14,0.04,0.14,Matches
359,Richarlison\Richarlison,br BRA,FWMF,Everton,23-264,1997,14,13,1100,12.2,2,3,1,1,2,1,0.16,0.25,0.41,0.08,0.33,4.4,3.6,1.9,0.36,0.15,0.51,0.30,0.45,Matches
360,Jaïro Riedewald\Jairo-Riedewald,nl NED,MF,Crystal Palace,24-142,1996,16,6,641,7.1,1,0,0,0,0,0,0.14,0.00,0.14,0.14,0.14,0.5,0.5,0.3,0.07,0.04,0.11,0.07,0.11,Matches
361,Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,31-141,1989,8,6,528,5.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.03,0.12,0.15,0.03,0.15,Matches
362,Tyler Roberts\Tyler-Roberts,wal WAL,MFFW,Leeds United,22-017,1999,10,2,302,3.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.06,0.12,0.19,0.06,0.19,Matches
363,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,26-324,1994,20,20,1800,20.0,1,5,0,0,1,0,0.05,0.25,0.30,0.05,0.30,1.0,1.0,4.0,0.05,0.20,0.25,0.05,0.25,Matches
364,Antonee Robinson\Antonee-Robinson,us USA,DF,Fulham,23-174,1997,14,14,1213,13.5,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.1,0.03,0.08,0.11,0.03,0.11,Matches
365,Callum Robinson\Callum-Robinson,ie IRL,FWMF,West Brom,25-362,1995,19,13,1072,11.9,2,0,0,0,0,0,0.17,0.00,0.17,0.17,0.17,1.2,1.2,0.6,0.10,0.05,0.15,0.10,0.15,Matches
366,Jack Robinson\Jack-Robinson,eng ENG,DF,Sheffield Utd,27-150,1993,8,6,607,6.7,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.05,0.00,0.05,0.05,0.05,Matches
367,Hal Robson-Kanu\Hal-Robson-Kanu,wal WAL,FWMF,West Brom,31-253,1989,8,0,202,2.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.06,0.02,0.08,0.06,0.08,Matches
368,Marek Rodák\Marek-Rodak,sk SVK,GK,Fulham,24-047,1996,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
369,Joe Rodon\Joe-Rodon,wal WAL,DF,Tottenham,23-099,1997,6,3,282,3.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
370,Rodri\Rodri,es ESP,MF,Manchester City,24-221,1996,18,18,1541,17.1,0,1,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.8,0.8,0.9,0.05,0.05,0.10,0.05,0.10,Matches
371,Rodrigo\Rodrigo,es ESP,MF,Leeds United,29-329,1991,17,11,968,10.8,3,1,0,0,1,0,0.28,0.09,0.37,0.28,0.37,3.7,3.7,1.7,0.34,0.16,0.50,0.34,0.50,Matches
372,James Rodríguez\James-Rodriguez,co COL,FW,Everton,29-201,1991,13,12,1036,11.5,4,3,0,0,2,0,0.35,0.26,0.61,0.35,0.61,2.3,2.3,3.5,0.20,0.30,0.51,0.20,0.51,Matches
373,Jay Rodriguez\Jay-Rodriguez,eng ENG,FWMF,Burnley,31-184,1989,15,7,654,7.3,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.5,0.08,0.06,0.14,0.08,0.14,Matches
374,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,29-127,1991,15,15,1305,14.5,1,1,0,0,5,0,0.07,0.07,0.14,0.07,0.14,0.3,0.3,1.0,0.02,0.07,0.09,0.02,0.09,Matches
375,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,27-332,1993,5,5,450,5.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.05,0.07,0.02,0.07,Matches
376,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,28-296,1992,11,11,990,11.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
377,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,MFFW,Newcastle Utd,23-323,1997,10,8,629,7.0,1,1,0,0,0,0,0.14,0.14,0.29,0.14,0.29,0.8,0.8,1.4,0.11,0.20,0.31,0.11,0.31,Matches
378,Romain Saïss\Romain-Saiss,ma MAR,DF,Wolves,30-309,1990,14,14,1237,13.7,3,0,0,0,0,0,0.22,0.00,0.22,0.22,0.22,1.4,1.4,0.1,0.10,0.01,0.11,0.10,0.11,Matches
379,Bukayo Saka\Bukayo-Saka,eng ENG,FWDF,Arsenal,19-146,2001,18,17,1501,16.7,5,2,0,0,0,0,0.30,0.12,0.42,0.30,0.42,5.1,5.1,2.8,0.30,0.17,0.48,0.30,0.48,Matches
380,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,30-351,1990,4,3,276,3.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
381,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,28-228,1992,19,17,1562,17.4,13,3,5,5,0,0,0.75,0.17,0.92,0.46,0.63,9.9,6.1,3.4,0.57,0.19,0.76,0.35,0.55,Matches
382,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,24-231,1996,7,6,541,6.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.12,0.00,0.12,0.12,0.12,Matches
383,Robert Sánchez\Robert-Sanchez,es ESP,GK,Brighton,23-072,1997,9,9,810,9.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
384,Romaine Sawyers\Romaine-Sawyers,kn SKN,MF,West Brom,29-088,1991,18,16,1410,15.7,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.01,0.02,0.03,0.01,0.03,Matches
385,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,29-040,1991,13,10,952,10.6,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.02,0.00,0.02,0.02,0.02,Matches
386,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MF,Crystal Palace,28-037,1992,15,12,976,10.8,2,1,0,0,2,0,0.18,0.09,0.28,0.18,0.28,1.3,1.3,0.9,0.12,0.08,0.20,0.12,0.20,Matches
387,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,34-085,1986,20,20,1800,20.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
388,Nélson Semedo\Nelson-Semedo,pt POR,DF,Wolves,27-074,1993,17,17,1499,16.7,0,1,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.7,0.7,0.5,0.04,0.03,0.07,0.04,0.07,Matches
389,Jamie Shackleton\Jamie-Shackleton,eng ENG,MFDF,Leeds United,21-113,1999,9,1,302,3.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.00,0.08,0.08,0.00,0.08,Matches
390,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,MFFW,Liverpool,29-111,1991,6,2,246,2.7,0,1,0,0,2,0,0.00,0.37,0.37,0.00,0.37,0.2,0.2,1.0,0.08,0.37,0.45,0.08,0.45,Matches
391,Billy Sharp\Billy-Sharp,eng ENG,FW,Sheffield Utd,34-359,1986,8,3,309,3.4,2,0,2,2,1,0,0.58,0.00,0.58,0.00,0.00,2.4,0.9,0.0,0.69,0.01,0.71,0.25,0.27,Matches
392,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,25-201,1995,16,14,1259,14.0,0,1,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.0,0.0,2.3,0.00,0.16,0.17,0.00,0.17,Matches
393,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,28-337,1992,12,11,997,11.1,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,1.1,0.08,0.10,0.18,0.08,0.18,Matches
394,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MFFW,Everton,31-143,1989,17,10,906,10.1,2,2,1,1,0,0,0.20,0.20,0.40,0.10,0.30,2.0,1.2,1.9,0.20,0.18,0.38,0.12,0.31,Matches
395,Bernardo Silva\Bernardo-Silva,pt POR,FWMF,Manchester City,26-172,1994,13,11,942,10.5,1,1,0,0,1,0,0.10,0.10,0.19,0.10,0.19,1.4,1.4,1.2,0.14,0.11,0.25,0.14,0.25,Matches
396,Fábio Silva\Fabio-Silva,pt POR,FW,Wolves,18-194,2002,14,6,694,7.7,2,0,1,1,2,0,0.26,0.00,0.26,0.13,0.13,3.0,2.3,0.3,0.39,0.04,0.44,0.29,0.34,Matches
397,Thiago Silva\Thiago-Silva,br BRA,DF,Chelsea,36-129,1984,15,15,1332,14.8,2,0,0,0,3,0,0.14,0.00,0.14,0.14,0.14,0.8,0.8,0.2,0.05,0.01,0.06,0.05,0.06,Matches
398,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,31-166,1989,15,12,1149,12.8,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.01,0.04,0.05,0.01,0.05,Matches
399,Islam Slimani\Islam-Slimani,dz ALG,FW,Leicester City,32-225,1988,1,0,20,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.19,0.13,0.32,0.19,0.32,Matches
400,William Smallbone\William-Smallbone,ie IRL,MF,Southampton,20-343,2000,3,2,172,1.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.00,0.04,0.04,0.04,Matches
401,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MF,Arsenal,20-185,2000,6,6,470,5.2,0,3,0,0,0,0,0.00,0.57,0.57,0.00,0.57,0.6,0.6,1.3,0.12,0.24,0.36,0.12,0.36,Matches
402,Robert Snodgrass\Robert-Snodgrass,sco SCO,FWMF,West Brom,33-144,1987,2,2,148,1.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.03,0.09,0.12,0.03,0.12,Matches
403,Robert Snodgrass\Robert-Snodgrass,sco SCO,FWDF,West Ham,33-144,1987,3,0,5,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
404,Cédric Soares\Cedric-Soares,pt POR,DF,Arsenal,29-151,1991,3,2,186,2.1,0,1,0,0,0,0,0.00,0.48,0.48,0.00,0.48,0.0,0.0,0.8,0.02,0.36,0.38,0.02,0.38,Matches
405,Tomáš Souček\Tomas-Soucek,cz CZE,MF,West Ham,25-337,1995,20,20,1800,20.0,7,0,0,0,2,0,0.35,0.00,0.35,0.35,0.35,5.2,5.2,0.5,0.26,0.03,0.29,0.26,0.29,Matches
406,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,24-251,1996,7,4,424,4.7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matches
407,Zack Steffen\Zack-Steffen,us USA,GK,Manchester City,25-302,1995,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
408,Dale Stephens\Dale-Stephens,eng ENG,MF,Burnley,31-231,1989,5,3,231,2.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.07,0.00,0.07,0.07,0.07,Matches
409,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,27-002,1994,9,8,765,8.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.02,0.04,0.06,0.02,0.06,Matches
410,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,26-052,1994,18,16,1439,16.0,6,4,0,1,1,0,0.38,0.25,0.63,0.38,0.63,5.9,5.2,2.0,0.37,0.13,0.50,0.32,0.45,Matches
411,Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,30-204,1990,15,15,1350,15.0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.02,0.02,0.05,0.02,0.05,Matches
412,John Stones\John-Stones,eng ENG,DF,Manchester City,26-246,1994,11,11,990,11.0,2,0,0,0,0,0,0.18,0.00,0.18,0.18,0.18,1.2,1.2,0.1,0.11,0.01,0.11,0.11,0.11,Matches
413,Pascal Struijk\Pascal-Struijk,nl NED,DFMF,Leeds United,21-171,1999,10,8,740,8.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.02,0.01,0.03,0.02,0.03,Matches
414,Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,25-133,1995,18,18,1604,17.8,0,1,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,1.1,0.01,0.06,0.07,0.01,0.07,Matches
415,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,28-071,1992,17,17,1530,17.0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.4,0.05,0.02,0.07,0.05,0.07,Matches
416,Percy Tau\Percy-Tau,za RSA,FWMF,Brighton,26-261,1994,2,1,85,0.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
417,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,27-133,1993,16,16,1316,14.6,0,1,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.7,0.00,0.05,0.05,0.00,0.05,Matches
418,Neil Taylor\Neil-Taylor,wal WAL,DF,Aston Villa,31-357,1989,1,0,16,0.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
419,Nathan Tella\Nathan-Tella,eng ENG,FWMF,Southampton,21-208,1999,5,0,160,1.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.08,0.00,0.08,0.08,0.08,Matches
420,Alex Telles\Alex-Telles,br BRA,DF,Manchester Utd,28-045,1992,7,6,510,5.7,0,2,0,0,0,0,0.00,0.35,0.35,0.00,0.35,0.1,0.1,0.8,0.03,0.14,0.16,0.03,0.16,Matches
421,Kenny Tete\Kenny-Tete,nl NED,DF,Fulham,25-112,1995,6,6,452,5.0,0,1,0,0,1,0,0.00,0.20,0.20,0.00,0.20,0.1,0.1,1.3,0.01,0.26,0.27,0.01,0.27,Matches
422,Luke Thomas\Luke-Thomas,eng ENG,DF,Leicester City,,,4,4,270,3.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.01,0.04,0.02,0.04,Matches
423,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,23-267,1997,20,19,1744,19.4,5,2,2,2,4,0,0.26,0.10,0.36,0.15,0.26,3.2,1.7,0.9,0.17,0.05,0.21,0.09,0.13,Matches
424,Kieran Tierney\Kieran-Tierney,sco SCO,DF,Arsenal,23-238,1997,17,17,1520,16.9,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,0.3,0.3,2.7,0.02,0.16,0.18,0.02,0.18,Matches
425,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,31-306,1989,5,4,388,4.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.00,0.03,0.03,0.03,Matches
426,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,23-041,1997,1,0,45,0.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
427,Ferrán Torres\Ferran-Torres,es ESP,FW,Manchester City,20-335,2000,12,7,628,7.0,2,1,0,0,1,0,0.29,0.14,0.43,0.29,0.43,2.6,2.6,0.6,0.37,0.09,0.45,0.37,0.45,Matches
428,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,29-236,1991,5,0,48,0.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.25,0.25,0.00,0.25,Matches
429,Andros Townsend\Andros-Townsend,eng ENG,MF,Crystal Palace,29-197,1991,18,16,1345,14.9,1,3,0,0,0,0,0.07,0.20,0.27,0.07,0.27,0.8,0.8,2.1,0.05,0.14,0.19,0.05,0.19,Matches
430,Conor Townsend\Conor-Townsend,eng ENG,DF,West Brom,27-331,1993,8,8,704,7.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.04,0.03,0.07,0.04,0.07,Matches
431,Adama Traoré\Adama-Traore,es ESP,FWDF,Wolves,25-004,1996,19,12,1215,13.5,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,2.6,0.04,0.19,0.23,0.04,0.23,Matches
432,Bertrand Traoré\Bertrand-Traore,bf BFA,FW,Aston Villa,25-145,1995,16,10,839,9.3,4,2,0,0,0,0,0.43,0.21,0.64,0.43,0.64,2.7,2.7,1.2,0.29,0.13,0.41,0.29,0.41,Matches
433,Trézéguet\Trezeguet,eg EGY,FW,Aston Villa,26-120,1994,11,8,735,8.2,0,1,0,0,0,0,0.00,0.12,0.12,0.00,0.12,2.7,2.7,1.9,0.33,0.23,0.56,0.33,0.56,Matches
434,Leandro Trossard\Leandro-Trossard,be BEL,FWMF,Brighton,26-056,1994,17,14,1273,14.1,1,3,0,0,1,0,0.07,0.21,0.28,0.07,0.28,2.8,2.8,2.8,0.19,0.20,0.39,0.19,0.39,Matches
435,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,23-076,1997,5,1,133,1.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
436,Cengiz Ünder\Cengiz-Under,tr TUR,MFFW,Leicester City,23-199,1997,7,1,230,2.6,0,2,0,0,0,0,0.00,0.78,0.78,0.00,0.78,0.2,0.2,1.7,0.10,0.66,0.76,0.10,0.76,Matches
437,Yan Valery\Yan-Valery,fr FRA,DFMF,Southampton,21-342,1999,3,1,103,1.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.27,0.00,0.27,0.27,0.27,Matches
438,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,34-018,1987,18,16,1477,16.4,11,5,6,7,1,0,0.67,0.30,0.97,0.30,0.61,12.4,7.1,2.5,0.76,0.15,0.91,0.43,0.58,Matches
439,Joël Veltman\Joel-Veltman,nl NED,DF,Brighton,29-014,1992,15,12,1130,12.6,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.00,0.03,0.04,0.00,0.04,Matches
440,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,28-179,1992,13,12,1125,12.5,3,0,0,0,0,0,0.24,0.00,0.24,0.24,0.24,0.6,0.6,0.4,0.05,0.03,0.08,0.05,0.08,Matches
441,Rúben Vinagre\Ruben-Vinagre,pt POR,DF,Wolves,21-295,1999,2,1,173,1.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
442,Carlos Vinícius\Carlos-Vinicius,br BRA,FWMF,Tottenham,25-310,1995,4,0,27,0.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.38,0.10,0.49,0.38,0.49,Matches
443,Vitinha\Vitinha,pt POR,MF,Wolves,20-351,2000,10,2,180,2.0,0,1,0,0,0,0,0.00,0.50,0.50,0.00,0.50,0.1,0.1,0.2,0.05,0.08,0.13,0.05,0.13,Matches
444,Jake Vokins\Jake-Vokins,eng ENG,DF,Southampton,20-318,2000,1,1,66,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.22,0.22,0.00,0.22,Matches
445,Matěj Vydra\Matej-Vydra,cz CZE,FW,Burnley,28-273,1992,11,1,230,2.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.4,0.29,0.16,0.45,0.29,0.45,Matches
446,Theo Walcott\Theo-Walcott,eng ENG,MFFW,Southampton,31-319,1989,14,14,1170,13.0,2,2,0,0,0,0,0.15,0.15,0.31,0.15,0.31,2.6,2.6,0.8,0.20,0.06,0.26,0.20,0.26,Matches
447,Theo Walcott\Theo-Walcott,eng ENG,FW,Everton,31-319,1989,1,0,13,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
448,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,30-246,1990,14,13,1110,12.3,1,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,0.2,0.2,0.3,0.02,0.02,0.04,0.02,0.04,Matches
449,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Southampton,23-291,1997,18,18,1619,18.0,0,1,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,0.4,0.01,0.02,0.04,0.01,0.04,Matches
450,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Manchester Utd,23-064,1997,18,18,1620,18.0,1,1,0,0,0,0,0.06,0.06,0.11,0.06,0.11,0.3,0.3,0.8,0.02,0.04,0.06,0.02,0.06,Matches
451,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,31-092,1989,11,11,990,11.0,0,1,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.0,0.0,0.4,0.00,0.03,0.04,0.00,0.04,Matches
452,James Ward-Prowse\James-Ward-Prowse,eng ENG,MF,Southampton,26-089,1994,19,19,1710,19.0,4,5,0,0,3,0,0.21,0.26,0.47,0.21,0.47,1.1,1.1,2.0,0.06,0.11,0.16,0.06,0.16,Matches
