,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
226,Ezri Konsa\Ezri-Konsa,eng ENG,DF,Aston Villa,23-093,1997,15,14,1306,14.5,2,0,0,0,1,0,0.14,0.00,0.14,0.14,0.14,0.6,0.6,0.0,0.04,0.00,0.04,0.04,0.04,Matches
227,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,DF,Crystal Palace,31-034,1989,18,18,1592,17.7,1,0,0,0,0,0,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.1,0.04,0.01,0.05,0.04,0.05,Matches
228,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,26-263,1994,14,10,832,9.2,0,1,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.3,0.3,0.9,0.03,0.09,0.13,0.03,0.13,Matches
229,Emil Krafth\Emil-Krafth,se SWE,DF,Newcastle Utd,26-175,1994,5,4,378,4.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.02,0.02,0.00,0.02,Matches
230,Filip Krovinović\Filip-Krovinovic,hr CRO,MF,West Brom,25-148,1995,11,5,546,6.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.04,0.05,0.09,0.04,0.09,Matches
231,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,29-241,1991,16,12,1033,11.5,7,0,1,1,2,0,0.61,0.00,0.61,0.52,0.52,5.2,4.5,0.9,0.46,0.08,0.54,0.39,0.47,Matches
232,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Brighton,32-259,1988,14,10,768,8.5,0,1,0,0,0,0,0.00,0.12,0.12,0.00,0.12,0.5,0.5,2.0,0.06,0.24,0.30,0.06,0.30,Matches
233,Érik Lamela\Erik-Lamela,ar ARG,FW,Tottenham,28-326,1992,7,2,213,2.4,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.28,0.05,0.33,0.28,0.33,Matches
234,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Brighton,20-116,2000,11,11,886,9.8,1,1,0,0,4,1,0.10,0.10,0.20,0.10,0.20,0.6,0.6,1.1,0.06,0.11,0.17,0.06,0.17,Matches
235,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,27-344,1993,11,2,317,3.5,1,1,0,0,1,0,0.28,0.28,0.57,0.28,0.57,1.1,1.1,0.4,0.31,0.12,0.43,0.31,0.43,Matches
236,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,26-242,1994,4,4,360,4.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.04,0.06,0.10,0.04,0.10,Matches
237,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,27-074,1993,10,10,852,9.5,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.03,0.00,0.03,0.03,0.03,Matches
238,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,31-105,1989,2,1,123,1.4,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
239,Mario Lemina\Mario-Lemina,ga GAB,MF,Fulham,27-145,1993,11,5,469,5.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.02,0.08,0.10,0.02,0.10,Matches
240,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,28-326,1992,19,19,1710,19.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
241,Jamal Lewis\Jamal-Lewis,nir NIR,DF,Newcastle Utd,22-365,1998,16,13,1200,13.3,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.9,0.00,0.06,0.07,0.00,0.07,Matches
242,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,26-191,1994,14,14,1235,13.7,1,1,0,0,0,0,0.07,0.07,0.15,0.07,0.15,0.6,0.6,0.5,0.05,0.03,0.08,0.05,0.08,Matches
243,Jake Livermore\Jake-Livermore,eng ENG,MF,West Brom,31-071,1989,12,12,938,10.4,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.02,0.02,0.04,0.02,0.04,Matches
244,Diego Llorente\Diego-Llorente,es ESP,DF,Leeds United,27-161,1993,1,0,82,0.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
245,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,34-029,1986,18,18,1620,18.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
246,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MFFW,Tottenham,24-290,1996,11,4,439,4.9,1,1,0,0,3,0,0.21,0.21,0.41,0.21,0.41,0.8,0.8,1.0,0.17,0.21,0.38,0.17,0.38,Matches
247,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,FWMF,Fulham,25-001,1996,12,9,784,8.7,1,0,0,0,1,0,0.11,0.00,0.11,0.11,0.11,1.3,1.3,0.4,0.15,0.05,0.20,0.15,0.20,Matches
248,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,FW,Chelsea,25-001,1996,1,1,60,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
249,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,30-159,1990,6,6,540,6.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
250,Shane Long\Shane-Long,ie IRL,FWMF,Southampton,34-002,1987,11,1,210,2.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
251,Matthew Longstaff\Matthew-Longstaff,eng ENG,MF,Newcastle Utd,20-309,2000,5,4,377,4.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.02,0.02,0.00,0.02,Matches
252,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,23-086,1997,12,9,826,9.2,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.07,0.03,0.09,0.07,0.09,Matches
253,Ademola Lookman\Ademola-Lookman,eng ENG,FW,Fulham,23-096,1997,15,13,1211,13.5,3,3,0,1,3,0,0.22,0.22,0.45,0.22,0.45,3.5,2.7,1.8,0.26,0.13,0.39,0.20,0.33,Matches
254,Max Lowe\Max-Lowe,eng ENG,DF,Sheffield Utd,23-258,1997,6,6,413,4.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.01,0.02,0.01,0.02,Matches
255,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,31-229,1989,14,14,1260,14.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.01,0.03,0.04,0.01,0.04,Matches
256,David Luiz\David-Luiz,br BRA,DF,Arsenal,33-277,1987,10,8,661,7.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.08,0.01,0.08,0.08,0.08,Matches
257,Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,22-260,1998,16,16,1402,15.6,0,1,0,0,4,1,0.00,0.06,0.06,0.00,0.06,1.0,1.0,0.6,0.07,0.04,0.11,0.07,0.11,Matches
258,John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,26-341,1994,14,11,948,10.5,0,1,0,1,4,1,0.00,0.09,0.09,0.00,0.09,1.9,1.1,0.8,0.18,0.08,0.26,0.11,0.19,Matches
259,Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,FWMF,Brighton,22-031,1998,7,3,282,3.1,1,1,0,0,0,0,0.32,0.32,0.64,0.32,0.64,0.2,0.2,1.0,0.05,0.32,0.37,0.05,0.37,Matches
260,James Maddison\James-Maddison,eng ENG,MFFW,Leicester City,24-062,1996,17,12,1115,12.4,6,2,0,0,3,0,0.48,0.16,0.65,0.48,0.65,2.0,2.0,2.2,0.16,0.17,0.34,0.16,0.34,Matches
261,Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,27-325,1993,19,19,1710,19.0,1,0,0,0,4,0,0.05,0.00,0.05,0.05,0.05,1.4,1.4,0.1,0.07,0.01,0.08,0.07,0.08,Matches
262,Riyad Mahrez\Riyad-Mahrez,dz ALG,FWDF,Manchester City,29-338,1991,13,10,855,9.5,4,1,0,0,0,0,0.42,0.11,0.53,0.42,0.53,2.6,2.6,3.3,0.27,0.35,0.62,0.27,0.62,Matches
263,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,23-148,1997,11,5,490,5.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.03,0.05,0.02,0.05,Matches
264,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,28-289,1992,18,17,1510,16.8,6,2,0,0,2,0,0.36,0.12,0.48,0.36,0.48,7.8,7.8,2.7,0.47,0.16,0.63,0.47,0.63,Matches
265,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,26-264,1994,7,6,530,5.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.03,0.04,0.00,0.04,Matches
266,Fernando Marçal\Fernando-Marcal,br BRA,DF,Wolves,31-340,1989,10,7,571,6.3,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.02,0.03,0.01,0.03,Matches
267,Solly March\Solly-March,eng ENG,DF,Brighton,26-188,1994,18,16,1426,15.8,2,1,0,0,0,0,0.13,0.06,0.19,0.13,0.19,1.2,1.2,1.4,0.07,0.09,0.16,0.07,0.16,Matches
268,Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,27-146,1993,3,3,270,3.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
269,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,25-050,1995,15,13,1058,11.8,2,3,0,0,0,1,0.17,0.26,0.43,0.17,0.43,4.0,4.0,1.8,0.34,0.15,0.49,0.34,0.49,Matches
270,Martinelli\Martinelli,br BRA,FW,Arsenal,19-220,2001,4,2,164,1.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.41,0.00,0.41,0.41,0.41,Matches
271,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Aston Villa,28-144,1992,17,17,1530,17.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
272,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,27-078,1993,10,10,850,9.4,0,1,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.3,0.3,1.6,0.03,0.17,0.20,0.03,0.20,Matches
273,Juan Mata\Juan-Mata,es ESP,FW,Manchester Utd,32-271,1988,6,4,335,3.7,0,2,0,0,0,0,0.00,0.54,0.54,0.00,0.54,0.3,0.3,0.8,0.09,0.23,0.32,0.09,0.32,Matches
274,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,32-176,1988,11,7,642,7.1,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.01,0.04,0.05,0.01,0.05,Matches
275,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,29-169,1991,9,8,646,7.2,1,2,0,0,2,0,0.14,0.28,0.42,0.14,0.42,0.6,0.6,1.0,0.09,0.14,0.23,0.09,0.23,Matches
276,Neal Maupay\Neal-Maupay,fr FRA,FWMF,Brighton,24-163,1996,17,14,1222,13.6,7,1,3,4,0,0,0.52,0.07,0.59,0.29,0.37,8.5,5.4,1.0,0.62,0.08,0.70,0.40,0.48,Matches
277,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,33-109,1987,17,16,1376,15.3,0,2,0,0,3,0,0.00,0.13,0.13,0.00,0.13,0.2,0.2,0.8,0.02,0.06,0.07,0.02,0.07,Matches
278,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,24-234,1996,13,8,825,9.2,1,0,0,0,1,0,0.11,0.00,0.11,0.11,0.11,2.7,2.7,0.7,0.29,0.07,0.37,0.29,0.37,Matches
279,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,31-052,1989,17,17,1530,17.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
280,James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,30-073,1990,7,5,422,4.7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
281,John McGinn\John-McGinn,sco SCO,MF,Aston Villa,26-098,1994,16,16,1440,16.0,1,4,0,0,5,0,0.06,0.25,0.31,0.06,0.31,1.1,1.1,1.6,0.07,0.10,0.17,0.07,0.17,Matches
282,David McGoldrick\David-McGoldrick,ie IRL,FWMF,Sheffield Utd,33-056,1987,17,13,1104,12.3,5,1,0,0,2,0,0.41,0.08,0.49,0.41,0.49,2.9,2.9,1.0,0.24,0.08,0.32,0.24,0.32,Matches
283,Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,21-063,1999,16,14,1327,14.7,0,1,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.4,0.4,2.0,0.03,0.14,0.17,0.03,0.17,Matches
284,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,24-047,1996,17,11,1018,11.3,2,1,0,0,0,0,0.18,0.09,0.27,0.18,0.27,0.9,0.9,0.7,0.08,0.06,0.14,0.08,0.14,Matches
285,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,31-123,1989,12,12,1080,12.0,1,0,0,0,0,0,0.08,0.00,0.08,0.08,0.08,0.8,0.8,0.0,0.07,0.00,0.07,0.07,0.07,Matches
286,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,26-191,1994,6,6,504,5.6,1,0,0,0,2,0,0.18,0.00,0.18,0.18,0.18,0.1,0.1,0.0,0.02,0.00,0.03,0.02,0.03,Matches
287,Edouard Mendy\Edouard-Mendy,sn SEN,GK,Chelsea,28-329,1992,15,15,1350,15.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
288,Nampalys Mendy\Nampalys-Mendy,fr FRA,MF,Leicester City,28-215,1992,14,13,1105,12.3,0,1,0,0,4,0,0.00,0.08,0.08,0.00,0.08,0.0,0.0,0.3,0.00,0.02,0.02,0.00,0.02,Matches
289,Illan Meslier\Illan-Meslier,fr FRA,GK,Leeds United,20-328,2000,17,17,1530,17.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
290,Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,29-292,1991,15,11,971,10.8,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,0.04,0.05,0.09,0.04,0.09,Matches
291,James Milner\James-Milner,eng ENG,MFDF,Liverpool,35-020,1986,11,3,350,3.9,0,1,0,0,1,0,0.00,0.26,0.26,0.00,0.26,0.1,0.1,0.9,0.01,0.23,0.25,0.01,0.25,Matches
292,Yerry Mina\Yerry-Mina,co COL,DF,Everton,26-123,1994,15,15,1350,15.0,2,0,0,0,1,0,0.13,0.00,0.13,0.13,0.13,0.6,0.6,0.0,0.04,0.00,0.04,0.04,0.04,Matches
293,Takumi Minamino\Takumi-Minamino,jp JPN,MFFW,Liverpool,26-008,1995,9,2,293,3.3,1,0,0,0,0,0,0.31,0.00,0.31,0.31,0.31,0.6,0.6,0.0,0.20,0.00,0.20,0.20,0.20,Matches
294,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Aston Villa,27-317,1993,16,16,1394,15.5,2,1,0,0,5,1,0.13,0.06,0.19,0.13,0.19,1.1,1.1,0.2,0.07,0.02,0.09,0.07,0.09,Matches
295,Tyrick Mitchell\Tyrick-Mitchell,eng ENG,DF,Crystal Palace,21-145,1999,10,10,900,10.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.01,0.03,0.04,0.01,0.04,Matches
296,Aleksandar Mitrović\Aleksandar-Mitrovic,rs SRB,FW,Fulham,26-130,1994,14,8,801,8.9,2,2,1,2,2,0,0.22,0.22,0.45,0.11,0.34,4.4,2.8,1.4,0.49,0.15,0.64,0.32,0.47,Matches
297,Jayson Molumby\Jayson-Molumby,ie IRL,MF,Brighton,21-171,1999,1,0,1,0.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
298,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,37-003,1984,3,0,18,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
299,Mason Mount\Mason-Mount,eng ENG,MFFW,Chelsea,22-014,1999,18,17,1530,17.0,2,3,0,0,2,0,0.12,0.18,0.29,0.12,0.29,2.1,2.1,3.3,0.13,0.19,0.32,0.13,0.32,Matches
300,Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,28-164,1992,14,4,467,5.2,1,0,0,0,0,0,0.19,0.00,0.19,0.19,0.19,0.8,0.8,0.2,0.16,0.05,0.21,0.16,0.21,Matches
301,Lys Mousset\Lys-Mousset,fr FRA,FW,Sheffield Utd,24-351,1996,6,2,203,2.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.28,0.14,0.42,0.28,0.42,Matches
302,João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,34-138,1986,17,14,1232,13.7,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.3,0.01,0.09,0.11,0.01,0.11,Matches
303,Jacob Murphy\Jacob-Murphy,eng ENG,DFFW,Newcastle Utd,25-335,1995,12,7,678,7.5,1,1,0,0,2,0,0.13,0.13,0.27,0.13,0.27,0.4,0.4,0.5,0.05,0.07,0.12,0.05,0.12,Matches
304,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,28-282,1992,3,0,47,0.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
305,Marvelous Nakamba\Marvelous-Nakamba,zw ZIM,MF,Aston Villa,27-005,1994,5,2,196,2.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.02,0.03,0.02,0.03,Matches
306,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MFDF,Leicester City,24-039,1996,10,9,821,9.1,1,0,0,0,2,0,0.11,0.00,0.11,0.11,0.11,0.3,0.3,0.1,0.03,0.01,0.04,0.03,0.04,Matches
307,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Tottenham,24-027,1996,16,14,973,10.8,3,1,0,0,2,0,0.28,0.09,0.37,0.28,0.37,1.0,1.0,1.7,0.10,0.16,0.25,0.10,0.25,Matches
308,Reiss Nelson\Reiss-Nelson,eng ENG,FW,Arsenal,21-045,1999,2,0,71,0.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
309,Pedro Neto\Pedro-Neto,pt POR,FWMF,Wolves,20-321,2000,19,18,1533,17.0,4,3,0,0,0,0,0.23,0.18,0.41,0.23,0.41,2.4,2.4,3.5,0.14,0.20,0.34,0.14,0.34,Matches
310,Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,23-317,1997,19,15,1302,14.5,2,0,1,1,3,0,0.14,0.00,0.14,0.07,0.07,2.3,1.5,0.8,0.16,0.06,0.22,0.11,0.16,Matches
311,Eddie Nketiah\Eddie-Nketiah,eng ENG,FW,Arsenal,21-239,1999,13,3,326,3.6,1,1,0,0,0,0,0.28,0.28,0.55,0.28,0.55,1.2,1.2,0.6,0.33,0.16,0.49,0.33,0.49,Matches
312,Niels Nkounkou\Niels-Nkounkou,fr FRA,DF,Everton,20-084,2000,1,1,68,0.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
313,Dan Nlundulu\Dan-Nlundulu,eng ENG,FW,Southampton,21-354,1999,7,0,64,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.13,0.03,0.17,0.13,0.17,Matches
314,Mark Noble\Mark-Noble,eng ENG,MF,West Ham,33-261,1987,9,3,234,2.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.03,0.03,0.00,0.03,Matches
315,Oliver Norwood\Oliver-Norwood,nir NIR,MF,Sheffield Utd,29-287,1991,13,8,722,8.0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.7,0.00,0.09,0.09,0.00,0.09,Matches
316,Jack O'Connell\Jack-OConnell,eng ENG,DF,Sheffield Utd,26-301,1994,2,2,180,2.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
317,Dara O'Shea\Dara-OShea,ie IRL,DF,West Brom,21-326,1999,14,13,1181,13.1,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.01,0.01,0.01,0.01,Matches
318,Michael Obafemi\Michael-Obafemi,ie IRL,FW,Southampton,20-202,2000,1,0,14,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
319,Denis Odoi\Denis-Odoi,be BEL,DF,Fulham,32-242,1988,3,3,270,3.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05,Matches
320,Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,32-246,1988,19,19,1682,18.7,2,0,0,0,3,0,0.11,0.00,0.11,0.11,0.11,1.0,1.0,1.0,0.05,0.05,0.11,0.05,0.11,Matches
321,Robin Olsen\Robin-Olsen,se SWE,GK,Everton,31-016,1990,2,2,180,2.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
322,Josh Onomah\Josh-Onomah,eng ENG,MF,Fulham,23-272,1997,4,2,144,1.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
323,Divock Origi\Divock-Origi,be BEL,FW,Liverpool,25-281,1995,5,1,72,0.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.78,0.00,0.78,0.78,0.78,Matches
324,Ben Osborn\Ben-Osborn,eng ENG,MFDF,Sheffield Utd,26-172,1994,12,8,768,8.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.1,0.03,0.13,0.16,0.03,0.16,Matches
325,Owen Otasowie\Owen-Otasowie,us USA,MF,Wolves,19-279,2001,4,1,116,1.3,0,1,0,0,1,0,0.00,0.78,0.78,0.00,0.78,0.4,0.4,0.1,0.33,0.11,0.44,0.33,0.44,Matches
326,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,FWMF,Liverpool,27-162,1993,4,2,136,1.5,0,1,0,0,0,0,0.00,0.66,0.66,0.00,0.66,0.1,0.1,0.2,0.06,0.15,0.21,0.06,0.21,Matches
327,Emerson Palmieri\Emerson-Palmieri,it ITA,DF,Chelsea,26-174,1994,2,0,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
328,Thomas Partey\Thomas-Partey,gh GHA,MF,Arsenal,27-225,1993,7,5,365,4.1,0,1,0,0,1,0,0.00,0.25,0.25,0.00,0.25,0.5,0.5,0.3,0.13,0.06,0.19,0.13,0.19,Matches
329,Rui Patrício\Rui-Patricio,pt POR,GK,Wolves,32-344,1988,19,19,1710,19.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
330,Bailey Peacock-Farrell\Bailey-Peacock-Farrell,nir NIR,GK,Burnley,24-087,1996,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
331,Lee Peltier\Lee-Peltier,eng ENG,DF,West Brom,34-044,1986,2,1,94,1.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
332,Nicolas Pépé\Nicolas-Pepe,ci CIV,FWMF,Arsenal,25-240,1995,12,4,482,5.4,2,0,1,1,0,1,0.37,0.00,0.37,0.19,0.19,1.7,0.9,0.3,0.31,0.05,0.36,0.17,0.22,Matches
333,Matheus Pereira\Matheus-Pereira,br BRA,MFFW,West Brom,24-264,1996,15,13,1094,12.2,4,3,2,2,1,1,0.33,0.25,0.58,0.16,0.41,2.5,1.0,1.9,0.21,0.15,0.36,0.08,0.24,Matches
334,Ricardo Pereira\Ricardo-Pereira,pt POR,MF,Leicester City,27-110,1993,1,0,14,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
335,Ayoze Pérez\Ayoze-Perez,es ESP,MFFW,Leicester City,27-185,1993,11,7,567,6.3,1,0,0,0,1,0,0.16,0.00,0.16,0.16,0.16,1.7,1.7,0.8,0.27,0.13,0.40,0.27,0.40,Matches
336,Kalvin Phillips\Kalvin-Phillips,eng ENG,MF,Leeds United,25-053,1995,14,14,1215,13.5,0,2,0,0,5,0,0.00,0.15,0.15,0.00,0.15,0.2,0.2,1.6,0.02,0.12,0.13,0.02,0.13,Matches
337,Matt Phillips\Matt-Phillips,sco SCO,MFDF,West Brom,29-317,1991,14,7,648,7.2,0,1,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0.3,0.3,0.8,0.04,0.10,0.15,0.04,0.15,Matches
338,Nathaniel Phillips\Nathaniel-Phillips,eng ENG,DF,Liverpool,23-309,1997,3,3,270,3.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
