,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
116,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,23-357,1997,4,3,298,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
117,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-199,1998,12,9,665,1,0,0,0,3,0,0.14,0.00,0.14,0.14,0.14,0.4,0.4,0.5,0.05,0.07,0.12,0.05,0.12,Matches
118,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,28-350,1992,7,7,615,0,1,0,0,1,0,0.00,0.15,0.15,0.00,0.15,0.3,0.3,0.4,0.05,0.06,0.11,0.05,0.11,Matches
119,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,23-012,1997,12,12,1051,2,0,0,0,3,1,0.17,0.00,0.17,0.17,0.17,0.7,0.7,0.0,0.06,0.00,0.07,0.06,0.07,Matches
120,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,27-365,1993,15,15,1268,1,2,0,0,4,0,0.07,0.14,0.21,0.07,0.21,1.4,1.4,1.4,0.10,0.10,0.19,0.10,0.19,Matches
121,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,29-096,1991,1,1,78,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
122,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,29-040,1991,13,13,1169,1,0,0,0,4,1,0.08,0.00,0.08,0.08,0.08,1.5,1.5,0.1,0.11,0.01,0.12,0.11,0.12,Matches
123,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,23-073,1997,2,2,180,1,0,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0.3,0.3,0.1,0.13,0.05,0.19,0.13,0.19,Matches
124,Ederson\Ederson,br BRA,GK,Manchester City,27-136,1993,14,14,1260,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
125,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,22-318,1998,5,1,118,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.11,0.00,0.11,0.11,0.11,Matches
126,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,28-072,1992,15,15,1271,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.02,0.01,0.03,0.02,0.03,Matches
127,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,33-113,1987,5,1,133,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.09,0.18,0.27,0.09,0.27,Matches
128,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,28-173,1992,10,10,873,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.04,0.01,0.05,0.04,0.05,Matches
129,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,32-363,1988,12,12,1069,0,1,0,0,5,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
130,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,22-185,1998,14,10,912,1,2,0,0,1,0,0.10,0.20,0.30,0.10,0.30,1.0,1.0,0.7,0.10,0.07,0.17,0.10,0.17,Matches
131,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,35-257,1985,16,16,1440,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
132,Fabinho\Fabinho,br BRA,DFMF,Liverpool,27-069,1993,14,13,1202,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.01,0.03,0.03,0.01,0.03,Matches
133,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,26-114,1994,15,14,1212,10,7,4,5,3,0,0.74,0.52,1.26,0.45,0.97,7.3,3.5,5.6,0.54,0.42,0.96,0.26,0.68,Matches
134,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,31-314,1989,14,14,1215,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
135,Fernandinho\Fernandinho,br BRA,MF,Manchester City,35-241,1985,7,3,325,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.14,0.00,0.14,0.14,0.14,Matches
136,Sam Field\Sam-Field,eng ENG,MF,West Brom,22-237,1998,3,0,62,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
137,Roberto Firmino\Roberto-Firmino,br BRA,FWMF,Liverpool,29-090,1991,16,16,1302,5,3,0,0,1,0,0.35,0.21,0.55,0.35,0.55,5.8,5.8,2.4,0.40,0.16,0.57,0.40,0.57,Matches
138,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,29-129,1991,10,8,696,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.06,0.06,0.12,0.06,0.12,Matches
139,Phil Foden\Phil-Foden,eng ENG,FWDF,Manchester City,20-217,2000,10,5,505,2,1,0,0,0,0,0.36,0.18,0.53,0.36,0.53,1.5,1.5,0.4,0.27,0.07,0.34,0.27,0.34,Matches
140,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Leicester City,20-014,2000,11,11,990,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.06,0.01,0.07,0.06,0.07,Matches
141,Pablo Fornals\Pablo-Fornals,es ESP,MFFW,West Ham,24-313,1996,15,15,1189,2,2,0,0,2,0,0.15,0.15,0.30,0.15,0.30,3.5,3.5,0.8,0.27,0.06,0.33,0.27,0.33,Matches
142,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,22-364,1998,1,1,80,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.03,0.31,0.34,0.03,0.34,Matches
143,Ryan Fraser\Ryan-Fraser,sco SCO,MF,Newcastle Utd,26-311,1994,7,2,275,0,1,0,0,0,0,0.00,0.33,0.33,0.00,0.33,0.1,0.1,0.2,0.02,0.08,0.10,0.02,0.10,Matches
144,Fred\Fred,br BRA,MF,Manchester Utd,27-301,1993,11,9,823,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.2,0.05,0.13,0.18,0.05,0.18,Matches
145,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,28-082,1992,5,4,319,0,1,0,0,2,0,0.00,0.28,0.28,0.00,0.28,0.2,0.2,1.1,0.05,0.30,0.36,0.05,0.36,Matches
146,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,34-268,1986,9,8,702,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
147,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,25-061,1995,15,15,1328,1,2,0,0,2,0,0.07,0.14,0.20,0.07,0.20,0.8,0.8,1.4,0.05,0.10,0.15,0.05,0.15,Matches
148,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,20-329,2000,12,12,1068,2,0,0,0,4,0,0.17,0.00,0.17,0.17,0.17,0.9,0.9,0.2,0.07,0.02,0.09,0.07,0.09,Matches
149,Eric García\Eric-Garcia,es ESP,DF,Manchester City,19-357,2001,3,2,201,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.04,0.04,0.01,0.04,Matches
150,Dwight Gayle\Dwight-Gayle,eng ENG,FW,Newcastle Utd,30-075,1990,4,0,64,1,0,0,0,0,0,1.41,0.00,1.41,1.41,1.41,0.2,0.2,0.0,0.27,0.02,0.30,0.27,0.30,Matches
151,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,30-054,1990,13,13,1125,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
152,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,25-242,1995,8,4,399,5,0,2,2,1,0,1.13,0.00,1.13,0.68,0.68,3.7,2.1,0.8,0.83,0.18,1.01,0.48,0.66,Matches
153,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,31-096,1989,6,5,449,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
154,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,19-203,2001,1,0,9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
155,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,34-092,1986,9,4,361,3,0,0,0,1,0,0.75,0.00,0.75,0.75,0.75,2.6,2.6,0.4,0.66,0.10,0.76,0.66,0.76,Matches
156,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,22-351,1998,9,8,780,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
157,André Gomes\Andre-Gomes,pt POR,MF,Everton,27-154,1993,10,5,523,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.03,0.04,0.02,0.04,Matches
158,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,23-222,1997,7,6,590,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
159,Anthony Gordon\Anthony-Gordon,eng ENG,FWMF,Everton,19-311,2001,3,1,88,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
160,Karlan Grant\Karlan-Grant,eng ENG,FW,West Brom,23-104,1997,12,12,857,1,0,0,0,1,0,0.11,0.00,0.11,0.11,0.11,2.1,2.1,0.0,0.22,0.00,0.22,0.22,0.22,Matches
161,Demarai Gray\Demarai-Gray,eng ENG,FW,Leicester City,24-186,1996,1,0,19,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.17,0.00,0.17,0.17,0.17,Matches
162,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,25-112,1995,14,14,1260,5,6,0,0,4,0,0.36,0.43,0.79,0.36,0.79,3.4,3.4,5.4,0.24,0.39,0.63,0.24,0.63,Matches
163,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,19-091,2001,10,8,620,1,0,0,0,1,0,0.15,0.00,0.15,0.15,0.15,1.8,1.8,0.6,0.26,0.08,0.34,0.26,0.34,Matches
164,Pascal Groß\Pascal-Gross,de GER,MF,Brighton,29-199,1991,14,7,718,2,2,2,2,1,0,0.25,0.25,0.50,0.00,0.25,2.1,0.6,1.5,0.27,0.19,0.46,0.08,0.27,Matches
165,Kamil Grosicki\Kamil-Grosicki,pl POL,FWMF,West Brom,32-206,1988,1,0,11,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
166,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,33-356,1987,16,16,1440,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
167,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,30-068,1990,9,7,661,2,0,0,0,0,0,0.27,0.00,0.27,0.27,0.27,1.2,1.2,0.8,0.16,0.10,0.26,0.16,0.26,Matches
168,Sébastien Haller\Sebastien-Haller,ci CIV,FW,West Ham,26-192,1994,15,9,879,3,0,0,0,0,0,0.31,0.00,0.31,0.31,0.31,2.7,2.7,1.2,0.28,0.13,0.40,0.28,0.40,Matches
169,Rekeem Harper\Rekeem-Harper,eng ENG,MFDF,West Brom,20-298,2000,1,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
170,Jack Harrison\Jack-Harrison,eng ENG,MF,Leeds United,24-041,1996,15,15,1249,3,4,0,0,0,0,0.22,0.29,0.50,0.22,0.50,2.9,2.9,4.0,0.21,0.29,0.49,0.21,0.49,Matches
171,Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,25-168,1995,4,4,360,1,0,0,0,1,0,0.25,0.00,0.25,0.25,0.25,1.1,1.1,0.0,0.27,0.00,0.27,0.27,0.27,Matches
172,Kai Havertz\Kai-Havertz,de GER,MFFW,Chelsea,21-203,1999,14,10,804,1,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,1.3,1.3,0.7,0.15,0.07,0.22,0.15,0.22,Matches
173,Isaac Hayden\Isaac-Hayden,eng ENG,MFDF,Newcastle Utd,25-284,1995,12,10,911,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.01,0.03,0.04,0.01,0.04,Matches
174,Michael Hector\Michael-Hector,jm JAM,DF,Fulham,28-165,1992,4,3,263,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.01,0.04,0.03,0.04,Matches
175,Ahmed Hegazi\Ahmed-Hegazi,eg EGY,DF,West Brom,29-341,1991,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
176,Dean Henderson\Dean-Henderson,eng ENG,GK,Manchester Utd,23-294,1997,3,2,225,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
177,Jordan Henderson\Jordan-Henderson,eng ENG,MF,Liverpool,30-197,1990,13,12,1045,1,1,0,0,0,0,0.09,0.09,0.17,0.09,0.17,1.3,1.3,1.2,0.11,0.10,0.21,0.11,0.21,Matches
178,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Newcastle Utd,28-335,1992,10,10,821,2,1,0,0,0,0,0.22,0.11,0.33,0.22,0.33,0.8,0.8,0.6,0.09,0.07,0.16,0.09,0.16,Matches
179,Pablo Hernández\Pablo-Hernandez,es ESP,MF,Leeds United,35-264,1985,7,2,217,0,2,0,0,0,0,0.00,0.83,0.83,0.00,0.83,0.8,0.8,0.5,0.32,0.22,0.53,0.32,0.53,Matches
180,Son Heung-min\Son-Heung-min,kr KOR,FW,Tottenham,28-176,1992,15,15,1254,11,4,0,0,0,0,0.79,0.29,1.08,0.79,1.08,5.1,5.1,3.2,0.36,0.23,0.59,0.36,0.59,Matches
181,Ki-Jana Hoever\Ki-Jana-Hoever,nl NED,DF,Wolves,18-348,2002,3,1,121,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.06,0.06,0.00,0.06,Matches
182,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,25-102,1995,13,12,1125,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.06,0.00,0.06,0.06,0.06,Matches
183,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,24-070,1996,6,6,531,1,0,0,0,2,0,0.17,0.00,0.17,0.17,0.17,0.7,0.7,0.0,0.13,0.01,0.13,0.13,0.13,Matches
184,Conor Hourihane\Conor-Hourihane,ie IRL,MF,Aston Villa,29-333,1991,4,3,225,1,1,0,0,0,0,0.40,0.40,0.80,0.40,0.80,0.5,0.5,0.8,0.20,0.32,0.52,0.20,0.52,Matches
185,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FW,Chelsea,20-054,2000,7,2,306,1,1,0,0,0,0,0.29,0.29,0.59,0.29,0.59,0.4,0.4,1.1,0.11,0.31,0.42,0.11,0.42,Matches
186,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Tottenham,25-148,1995,15,15,1350,0,1,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.6,0.00,0.04,0.05,0.00,0.05,Matches
187,Odion Ighalo\Odion-Ighalo,ng NGA,FW,Manchester Utd,31-198,1989,1,0,10,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
188,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FWMF,Leicester City,24-089,1996,8,2,238,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,1.4,0.7,0.6,0.54,0.22,0.76,0.25,0.47,Matches
189,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,28-161,1992,12,11,979,6,3,2,2,1,0,0.55,0.28,0.83,0.37,0.64,4.6,3.1,0.9,0.42,0.08,0.50,0.28,0.37,Matches
190,Branislav Ivanović\Branislav-Ivanovic,rs SRB,DF,West Brom,36-313,1984,10,7,677,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.07,0.01,0.08,0.07,0.08,Matches
191,Alex Iwobi\Alex-Iwobi,ng NGA,FWDF,Everton,24-242,1996,14,8,780,0,2,0,0,0,0,0.00,0.23,0.23,0.00,0.23,0.2,0.2,1.5,0.02,0.18,0.20,0.02,0.20,Matches
192,Phil Jagielka\Phil-Jagielka,eng ENG,DFMF,Sheffield Utd,38-136,1982,2,1,141,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
193,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWMF,Brighton,27-142,1993,11,2,253,0,1,0,0,2,0,0.00,0.36,0.36,0.00,0.36,1.1,1.1,1.8,0.38,0.65,1.03,0.38,1.03,Matches
194,Daniel James\Daniel-James,wal WAL,FW,Manchester Utd,23-051,1997,5,5,320,1,0,0,0,2,0,0.28,0.00,0.28,0.28,0.28,0.6,0.6,0.2,0.18,0.05,0.23,0.18,0.23,Matches
195,Reece James\Reece-James,eng ENG,DF,Chelsea,21-023,1999,13,12,1084,1,2,0,0,3,0,0.08,0.17,0.25,0.08,0.25,0.5,0.5,1.8,0.04,0.15,0.19,0.04,0.19,Matches
196,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,23-272,1997,7,7,630,2,1,0,0,1,0,0.29,0.14,0.43,0.29,0.43,1.8,1.8,1.4,0.26,0.19,0.46,0.26,0.46,Matches
197,Raúl Jiménez\Raul-Jimenez,mx MEX,FW,Wolves,29-240,1991,10,10,823,4,0,0,0,0,0,0.44,0.00,0.44,0.44,0.44,2.4,2.4,0.8,0.26,0.08,0.34,0.26,0.34,Matches
198,Joelinton\Joelinton,br BRA,FWMF,Newcastle Utd,24-139,1996,14,10,886,1,2,0,0,2,0,0.10,0.20,0.30,0.10,0.30,1.7,1.7,1.1,0.17,0.11,0.28,0.17,0.28,Matches
199,Ben Johnson\Ben-Johnson,eng ENG,DF,West Ham,20-342,2000,4,1,144,1,0,0,0,0,0,0.62,0.00,0.62,0.62,0.62,0.3,0.3,0.0,0.21,0.00,0.21,0.21,0.21,Matches
200,Sam Johnstone\Sam-Johnstone,eng ENG,GK,West Brom,27-281,1993,16,16,1440,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
201,Curtis Jones\Curtis-Jones,eng ENG,MF,Liverpool,19-336,2001,11,7,672,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.5,0.09,0.07,0.16,0.09,0.16,Matches
202,Jorginho\Jorginho,it ITA,MF,Chelsea,29-011,1991,10,7,638,3,1,3,5,0,0,0.42,0.14,0.56,0.00,0.14,3.9,0.1,0.9,0.55,0.13,0.68,0.01,0.14,Matches
203,Diogo Jota\Diogo-Jota,pt POR,FW,Liverpool,24-027,1996,9,5,503,5,0,0,0,0,0,0.89,0.00,0.89,0.89,0.89,2.4,2.4,1.2,0.44,0.22,0.66,0.44,0.66,Matches
204,James Justin\James-Justin,eng ENG,DF,Leicester City,22-312,1998,16,16,1440,1,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,0.5,0.5,1.3,0.03,0.08,0.11,0.03,0.11,Matches
205,Aboubakar Kamara\Aboubakar-Kamara,fr FRA,FWDF,Fulham,25-299,1995,8,2,282,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.12,0.06,0.18,0.12,0.18,Matches
206,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,27-156,1993,15,15,1343,9,10,2,2,1,0,0.60,0.67,1.27,0.47,1.14,7.6,6.1,4.0,0.51,0.27,0.78,0.41,0.67,Matches
207,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,29-277,1991,16,16,1415,0,1,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,0.8,0.02,0.05,0.07,0.02,0.07,Matches
208,Moise Kean\Moise-Kean,it ITA,FW,Everton,20-307,2000,2,0,15,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.21,0.00,0.21,0.21,0.21,Matches
209,Michael Keane\Michael-Keane,eng ENG,DF,Everton,27-355,1993,15,15,1325,2,0,0,0,0,0,0.14,0.00,0.14,0.14,0.14,1.0,1.0,0.5,0.06,0.03,0.10,0.06,0.10,Matches
210,Neeskens Kebano\Neeskens-Kebano,cd COD,FWMF,Fulham,28-296,1992,5,1,119,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.22,0.00,0.22,0.22,0.22,Matches
211,Naby Keïta\Naby-Keita,gn GUI,MF,Liverpool,25-325,1995,7,6,395,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,0.10,0.13,0.23,0.10,0.23,Matches
212,Caoimhin Kelleher\Caoimhin-Kelleher,ie IRL,GK,Liverpool,22-038,1998,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
213,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,23-291,1997,4,1,79,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
214,Max Kilman\Max-Kilman,eng ENG,DF,Wolves,23-222,1997,9,8,733,0,1,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.3,0.3,0.4,0.03,0.05,0.08,0.03,0.08,Matches
215,Mateusz Klich\Mateusz-Klich,pl POL,MF,Leeds United,30-201,1990,16,16,1311,3,5,2,2,4,0,0.21,0.34,0.55,0.07,0.41,2.4,0.9,2.8,0.17,0.19,0.36,0.06,0.26,Matches
216,Robin Koch\Robin-Koch,de GER,DF,Leeds United,24-167,1996,11,11,908,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.07,0.02,0.08,0.07,0.08,Matches
217,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,27-194,1993,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
218,Ezri Konsa\Ezri-Konsa,eng ENG,DF,Aston Villa,23-069,1997,12,11,1036,2,0,0,0,1,0,0.17,0.00,0.17,0.17,0.17,0.6,0.6,0.0,0.05,0.00,0.05,0.05,0.05,Matches
219,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,DF,Crystal Palace,31-010,1989,16,16,1412,1,0,0,0,0,0,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.1,0.05,0.01,0.06,0.05,0.06,Matches
220,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,26-239,1994,11,7,576,0,1,0,0,0,0,0.00,0.16,0.16,0.00,0.16,0.2,0.2,0.9,0.03,0.13,0.17,0.03,0.17,Matches
221,Emil Krafth\Emil-Krafth,se SWE,DF,Newcastle Utd,26-151,1994,4,3,288,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.03,0.03,0.00,0.03,Matches
222,Filip Krovinović\Filip-Krovinovic,hr CRO,MF,West Brom,25-124,1995,11,5,546,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.04,0.05,0.09,0.04,0.09,Matches
223,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FWMF,Arsenal,29-217,1991,13,9,773,5,0,1,1,2,0,0.58,0.00,0.58,0.47,0.47,4.0,3.2,0.5,0.47,0.06,0.53,0.38,0.44,Matches
224,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Brighton,32-235,1988,13,10,746,0,1,0,0,0,0,0.00,0.12,0.12,0.00,0.12,0.5,0.5,2.1,0.06,0.25,0.31,0.06,0.31,Matches
225,Érik Lamela\Erik-Lamela,ar ARG,FW,Tottenham,28-302,1992,6,2,197,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.30,0.06,0.36,0.30,0.36,Matches
226,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Brighton,20-092,2000,11,11,886,1,1,0,0,4,1,0.10,0.10,0.20,0.10,0.20,0.6,0.6,1.1,0.06,0.11,0.17,0.06,0.17,Matches
227,Manuel Lanzini\Manuel-Lanzini,ar ARG,MF,West Ham,27-320,1993,8,1,215,1,1,0,0,1,0,0.42,0.42,0.84,0.42,0.84,0.4,0.4,0.4,0.16,0.16,0.32,0.16,0.32,Matches
228,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,26-218,1994,4,4,360,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.04,0.06,0.10,0.04,0.10,Matches
229,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,27-050,1993,8,8,672,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.03,0.00,0.03,0.03,0.03,Matches
230,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,31-081,1989,2,1,123,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
231,Mario Lemina\Mario-Lemina,ga GAB,MF,Fulham,27-121,1993,10,5,457,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.02,0.07,0.09,0.02,0.09,Matches
232,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,28-302,1992,16,16,1440,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
233,Jamal Lewis\Jamal-Lewis,nir NIR,DF,Newcastle Utd,22-341,1998,14,11,1020,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.9,0.00,0.08,0.08,0.00,0.08,Matches
