Squad,Rk,MP,W,D,L,GF,GA,GD,Pts,xG,xGA,xGD,xGD/90,Last 5,Attendance,Top Team Scorer,Goalkeeper,Notes,xG per game,xGA per game,probability no goals allowed
Manchester City,1,31,23,5,3,66,21,45,74,60.3,24.0,36.4,1.17,W L W W W,,İlkay Gündoğan - 12,Ederson,,1.9451612903225806,0.7741935483870968,0.46107546615912726
Manchester Utd,2,30,17,9,4,58,33,25,60,47.2,35.2,12.0,0.4,D D W W W,,Bruno Fernandes - 16,David de Gea,,1.5733333333333335,1.1733333333333333,0.309334107141135
Leicester City,3,30,17,5,8,53,34,19,56,44.3,36.7,7.6,0.25,L D W W L,,Jamie Vardy - 12,Kasper Schmeichel,,1.4766666666666666,1.2233333333333334,0.29424770471430406
West Ham,4,30,15,7,8,48,37,11,52,41.6,36.3,5.3,0.18,L W L D W,133.0,Tomáš Souček - 9,Łukasz Fabiański,,1.3866666666666667,1.21,0.2981972794298874
Chelsea,5,30,14,9,7,46,30,16,51,48.4,26.3,22.1,0.74,D W W D L,133.0,Tammy Abraham Mason Mount... - 6,Edouard Mendy,,1.6133333333333333,0.8766666666666667,0.4161678282992194
Tottenham,6,30,14,7,9,51,32,19,49,41.4,36.3,5.1,0.17,W W L W D,143.0,Harry Kane - 19,Hugo Lloris,,1.38,1.21,0.2981972794298874
Liverpool,7,30,14,7,9,51,36,15,49,54.1,35.7,18.3,0.61,W L L W W,400.0,Mohamed Salah - 18,Alisson,,1.8033333333333335,1.1900000000000002,0.304221264066704
Everton,8,29,14,5,10,41,38,3,47,36.2,39.5,-3.3,-0.11,W W L L D,133.0,Dominic Calvert-Lewin - 14,Jordan Pickford,,1.2482758620689656,1.3620689655172413,0.2561303036111667
Aston Villa,9,29,13,5,11,42,31,11,44,41.5,38.3,3.2,0.11,L D D L W,,Ollie Watkins - 11,Emiliano Martínez,,1.4310344827586208,1.3206896551724137,0.26695113423652844
Arsenal,10,30,12,6,12,40,35,5,42,41.3,37.2,4.1,0.14,W D W D L,133.0,Alexandre Lacazette - 11,Bernd Leno,,1.3766666666666665,1.24,0.2893842179390506
Leeds United,11,30,13,3,14,47,48,-1,42,45.9,48.9,-3.0,-0.1,L L D W W,,Patrick Bamford - 14,Illan Meslier,,1.53,1.63,0.19592957412690937
Crystal Palace,12,30,10,8,12,32,48,-16,38,24.1,45.3,-21.3,-0.71,D D L W D,133.0,Wilfried Zaha - 9,Vicente Guaita,,0.8033333333333333,1.51,0.2209099779593782
Southampton,13,30,10,6,14,39,53,-14,36,31.2,40.2,-9.0,-0.3,L W L L W,133.0,Danny Ings - 9,Alex McCarthy,,1.04,1.34,0.261845668580326
Wolves,14,30,9,8,13,30,41,-11,35,32.5,35.1,-2.6,-0.09,D L D L L,,Rúben Neves Pedro Neto - 5,Rui Patrício,,1.0833333333333333,1.1700000000000002,0.310366941265485
Burnley,15,30,8,9,13,24,40,-16,33,28.7,44.7,-16.0,-0.53,L D D W L,,Chris Wood - 7,Nick Pope,,0.9566666666666667,1.49,0.22537265553943872
Brighton,16,30,7,11,12,33,38,-5,32,41.8,30.2,11.6,0.39,L L W W L,133.0,Neal Maupay - 8,Robert Sánchez,,1.3933333333333333,1.0066666666666666,0.36543506852567725
Newcastle Utd,17,30,7,8,15,30,50,-20,29,29.1,41.5,-12.4,-0.41,D D D L D,,Callum Wilson - 10,Karl Darlow,,0.9700000000000001,1.3833333333333333,0.25074135398985803
Fulham,18,31,5,11,15,24,41,-17,26,34.5,41.5,-7.0,-0.23,L W L L L,125.0,Bobby Reid - 5,Alphonse Areola,,1.1129032258064515,1.3387096774193548,0.2621837520305872
West Brom,19,30,4,9,17,25,59,-34,21,22.7,50.6,-27.9,-0.93,W L D L W,,Matheus Pereira - 7,Sam Johnstone,,0.7566666666666666,1.6866666666666668,0.18513561532139172
Sheffield Utd,20,30,4,2,24,17,52,-35,14,25.5,48.7,-23.2,-0.77,L W L L L,,David McGoldrick - 6,Aaron Ramsdale,,0.85,1.6233333333333335,0.19724013496997347
