,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
317,Mason Mount\Mason-Mount,eng ENG,MFFW,Chelsea,22-067,1999,28,25,2230,24.8,5,3,4,1,1,2,0,0.20,0.12,0.32,0.16,0.28,4.2,3.5,5.5,8.9,0.17,0.22,0.39,0.14,0.36,Matches
318,Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,28-217,1992,23,10,1013,11.3,3,2,3,0,0,0,0,0.27,0.18,0.44,0.27,0.44,1.9,1.9,0.5,2.4,0.17,0.05,0.21,0.17,0.21,Matches
319,Lys Mousset\Lys-Mousset,fr FRA,FWMF,Sheffield Utd,25-038,1996,8,2,264,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,1.0,0.22,0.11,0.32,0.22,0.32,Matches
320,João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,34-191,1986,27,23,2030,22.6,1,1,1,0,0,5,1,0.04,0.04,0.09,0.04,0.09,0.5,0.5,2.1,2.6,0.02,0.09,0.11,0.02,0.11,Matches
321,Joel Mumbongo\Joel-Mumbongo,se SWE,FW,Burnley,22-068,1999,3,0,39,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
322,Jacob Murphy\Jacob-Murphy,eng ENG,DFFW,Newcastle Utd,26-022,1995,16,8,795,8.8,1,2,1,0,0,2,0,0.11,0.23,0.34,0.11,0.34,0.7,0.7,1.2,1.8,0.08,0.13,0.21,0.08,0.21,Matches
323,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,28-335,1992,3,0,47,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
324,Marvelous Nakamba\Marvelous-Nakamba,zw ZIM,MF,Aston Villa,27-058,1994,9,5,444,4.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matches
325,Iliman Ndiaye\Iliman-Ndiaye,fr FRA,MF,Sheffield Utd,21-239,1999,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
326,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MFDF,Leicester City,24-092,1996,17,16,1402,15.6,1,3,1,0,0,3,0,0.06,0.19,0.26,0.06,0.26,0.4,0.4,1.0,1.4,0.03,0.06,0.09,0.03,0.09,Matches
327,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Tottenham,24-080,1996,25,23,1672,18.6,3,1,3,0,0,2,0,0.16,0.05,0.22,0.16,0.22,1.2,1.2,1.9,3.1,0.06,0.10,0.17,0.06,0.17,Matches
328,Reiss Nelson\Reiss-Nelson,eng ENG,FW,Arsenal,21-098,1999,2,0,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
329,Pedro Neto\Pedro-Neto,pt POR,FWMF,Wolves,21-009,2000,29,28,2429,27.0,5,5,5,0,0,4,0,0.19,0.19,0.37,0.19,0.37,3.9,3.9,5.6,9.5,0.14,0.21,0.35,0.14,0.35,Matches
330,Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,24-005,1997,28,24,2079,23.1,5,1,2,3,3,6,0,0.22,0.04,0.26,0.09,0.13,4.8,2.5,1.6,4.1,0.21,0.07,0.27,0.11,0.18,Matches
331,Eddie Nketiah\Eddie-Nketiah,eng ENG,FW,Arsenal,21-292,1999,14,3,327,3.6,1,1,1,0,0,0,0,0.28,0.28,0.55,0.28,0.55,1.2,1.2,0.6,1.8,0.32,0.16,0.48,0.32,0.48,Matches
332,Niels Nkounkou\Niels-Nkounkou,fr FRA,DF,Everton,20-137,2000,1,1,68,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
333,Dan Nlundulu\Dan-Nlundulu,eng ENG,FW,Southampton,22-041,1999,12,0,110,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.08,0.02,0.10,0.08,0.10,Matches
334,Mark Noble\Mark-Noble,eng ENG,MF,West Ham,33-314,1987,15,4,375,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,Matches
335,Oliver Norwood\Oliver-Norwood,nir NIR,MF,Sheffield Utd,29-340,1991,23,17,1436,16.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.1,1.3,0.01,0.07,0.08,0.01,0.08,Matches
336,Jack O'Connell\Jack-OConnell,eng ENG,DF,Sheffield Utd,26-354,1994,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
337,Dara O'Shea\Dara-OShea,ie IRL,DF,West Brom,22-014,1999,22,20,1803,20.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.01,0.01,0.02,0.01,0.02,Matches
338,Michael Obafemi\Michael-Obafemi,ie IRL,FW,Southampton,20-255,2000,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
339,Denis Odoi\Denis-Odoi,be BEL,DF,Fulham,32-295,1988,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05,Matches
340,Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,32-299,1988,23,23,2042,22.7,2,0,2,0,0,4,0,0.09,0.00,0.09,0.09,0.09,1.0,1.0,1.0,2.0,0.04,0.05,0.09,0.04,0.09,Matches
341,Robin Olsen\Robin-Olsen,se SWE,GK,Everton,31-069,1990,5,5,450,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
342,Josh Onomah\Josh-Onomah,eng ENG,MF,Fulham,23-325,1997,6,2,163,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.09,0.01,0.10,0.09,0.10,Matches
343,Divock Origi\Divock-Origi,be BEL,FW,Liverpool,25-334,1995,9,2,186,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,1.1,0.44,0.11,0.55,0.44,0.55,Matches
344,Ben Osborn\Ben-Osborn,eng ENG,MFDF,Sheffield Utd,26-225,1994,15,9,911,10.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.4,1.6,0.02,0.14,0.16,0.02,0.16,Matches
345,Owen Otasowie\Owen-Otasowie,us USA,MF,Wolves,19-332,2001,5,1,117,1.3,0,1,0,0,0,1,0,0.00,0.77,0.77,0.00,0.77,0.4,0.4,0.1,0.6,0.33,0.11,0.44,0.33,0.44,Matches
346,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,FWMF,Liverpool,27-215,1993,9,2,228,2.5,0,1,0,0,0,0,0,0.00,0.39,0.39,0.00,0.39,0.2,0.2,0.2,0.4,0.06,0.09,0.15,0.06,0.15,Matches
347,Emerson Palmieri\Emerson-Palmieri,it ITA,DF,Chelsea,26-227,1994,2,0,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
348,Thomas Partey\Thomas-Partey,gh GHA,MF,Arsenal,27-278,1993,14,11,873,9.7,0,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,0.7,0.7,0.6,1.3,0.08,0.06,0.14,0.08,0.14,Matches
349,Rui Patrício\Rui-Patricio,pt POR,GK,Wolves,33-031,1988,29,29,2609,29.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
350,Bailey Peacock-Farrell\Bailey-Peacock-Farrell,nir NIR,GK,Burnley,24-140,1996,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
351,Lee Peltier\Lee-Peltier,eng ENG,DF,West Brom,34-097,1986,4,3,229,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
352,Nicolas Pépé\Nicolas-Pepe,ci CIV,FW,Arsenal,25-293,1995,20,10,1040,11.6,5,0,4,1,1,1,1,0.43,0.00,0.43,0.35,0.35,4.7,3.9,0.4,4.3,0.41,0.04,0.44,0.34,0.38,Matches
353,Matheus Pereira\Matheus-Pereira,br BRA,MFFW,West Brom,24-317,1996,25,22,1875,20.8,5,3,3,2,2,2,1,0.24,0.14,0.38,0.14,0.29,3.8,2.2,2.9,5.1,0.18,0.14,0.32,0.11,0.25,Matches
354,Ricardo Pereira\Ricardo-Pereira,pt POR,DFFW,Leicester City,27-163,1993,10,8,728,8.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.6,0.06,0.02,0.08,0.06,0.08,Matches
355,Ayoze Pérez\Ayoze-Perez,es ESP,FWMF,Leicester City,27-238,1993,17,12,963,10.7,2,0,2,0,0,1,0,0.19,0.00,0.19,0.19,0.19,2.4,2.4,1.1,3.5,0.22,0.10,0.33,0.22,0.33,Matches
356,Kalvin Phillips\Kalvin-Phillips,eng ENG,MF,Leeds United,25-106,1995,20,20,1752,19.5,0,2,0,0,0,6,0,0.00,0.10,0.10,0.00,0.10,0.2,0.2,3.0,3.3,0.01,0.16,0.17,0.01,0.17,Matches
357,Matt Phillips\Matt-Phillips,sco SCO,MFDF,West Brom,30-005,1991,24,13,1118,12.4,1,1,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,1.6,1.6,1.7,3.3,0.13,0.13,0.26,0.13,0.26,Matches
358,Nathaniel Phillips\Nathaniel-Phillips,eng ENG,DF,Liverpool,23-362,1997,10,8,826,9.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.02,0.01,0.02,0.02,0.02,Matches
359,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,27-011,1994,23,23,2022,22.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
360,Erik Pieters\Erik-Pieters,nl NED,DFMF,Burnley,32-223,1988,18,11,1144,12.7,0,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,0.2,0.2,0.4,0.5,0.01,0.03,0.04,0.01,0.04,Matches
361,Daniel Podence\Daniel-Podence,pt POR,FWMF,Wolves,25-148,1995,18,17,1316,14.6,3,2,3,0,0,2,0,0.21,0.14,0.34,0.21,0.34,2.6,2.6,1.2,3.8,0.18,0.08,0.26,0.18,0.26,Matches
362,Paul Pogba\Paul-Pogba,fr FRA,MFFW,Manchester Utd,28-003,1993,19,15,1349,15.0,3,0,3,0,0,3,0,0.20,0.00,0.20,0.20,0.20,1.3,1.3,1.2,2.5,0.09,0.08,0.17,0.09,0.17,Matches
363,Nick Pope\Nick-Pope,eng ENG,GK,Burnley,28-333,1992,28,28,2520,28.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01,Matches
364,Dennis Praet\Dennis-Praet,be BEL,MFFW,Leicester City,26-308,1994,13,9,654,7.3,1,1,1,0,0,0,0,0.14,0.14,0.28,0.14,0.28,0.5,0.5,0.8,1.3,0.07,0.10,0.18,0.07,0.18,Matches
365,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,29-197,1991,6,2,211,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
366,Christian Pulisic\Christian-Pulisic,us USA,FW,Chelsea,22-181,1998,19,10,1080,12.0,1,1,1,0,0,2,0,0.08,0.08,0.17,0.08,0.17,2.9,2.9,1.8,4.7,0.24,0.15,0.39,0.24,0.39,Matches
367,Aaron Ramsdale\Aaron-Ramsdale,eng ENG,GK,Sheffield Utd,22-308,1998,29,29,2610,29.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
368,Jacob Ramsey\Jacob-Ramsey,eng ENG,MF,Aston Villa,19-294,2001,13,4,391,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.4,0.05,0.03,0.08,0.05,0.08,Matches
369,Kayne Ramsey\Kayne-Ramsey,eng ENG,DF,Southampton,20-159,2000,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
370,Darren Randolph\Darren-Randolph,ie IRL,GK,West Ham,33-310,1987,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
371,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,23-138,1997,29,27,2376,26.4,9,7,9,0,0,4,0,0.34,0.27,0.61,0.34,0.61,7.8,7.8,2.6,10.4,0.30,0.10,0.39,0.30,0.39,Matches
372,Tim Ream\Tim-Ream,us USA,DF,Fulham,33-164,1987,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
373,Nathan Redmond\Nathan-Redmond,eng ENG,MFFW,Southampton,27-012,1994,20,10,1080,12.0,1,1,1,0,0,0,0,0.08,0.08,0.17,0.08,0.17,1.8,1.8,1.4,3.2,0.15,0.11,0.27,0.15,0.27,Matches
374,Harrison Reed\Harrison-Reed,eng ENG,MF,Fulham,26-050,1995,25,21,1879,20.9,0,2,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,0.2,0.2,1.3,1.5,0.01,0.06,0.07,0.01,0.07,Matches
375,Sergio Reguilón\Sergio-Reguilon,es ESP,DF,Tottenham,24-092,1996,17,16,1405,15.6,0,3,0,0,0,4,0,0.00,0.19,0.19,0.00,0.19,1.2,1.2,1.2,2.4,0.07,0.08,0.15,0.07,0.15,Matches
376,Bobby Reid\Bobby-Reid,jm JAM,FWDF,Fulham,28-044,1993,25,20,1677,18.6,5,0,5,0,0,5,0,0.27,0.00,0.27,0.27,0.27,4.3,4.3,0.9,5.2,0.23,0.05,0.28,0.23,0.28,Matches
377,Declan Rice\Declan-Rice,eng ENG,MF,West Ham,22-063,1999,28,28,2520,28.0,1,1,0,1,1,2,0,0.04,0.04,0.07,0.00,0.04,2.0,1.2,2.0,3.2,0.07,0.07,0.14,0.04,0.11,Matches
378,Lewis Richardson\Lewis-Richardson,eng ENG,FW,Burnley,18-039,2003,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
379,Richarlison\Richarlison,br BRA,FW,Everton,23-312,1997,24,23,1983,22.0,6,3,5,1,1,3,1,0.27,0.14,0.41,0.23,0.36,7.9,7.2,2.0,9.2,0.36,0.09,0.45,0.33,0.42,Matches
380,Jaïro Riedewald\Jairo-Riedewald,nl NED,MF,Crystal Palace,24-190,1996,25,13,1344,14.9,2,0,2,0,0,2,0,0.13,0.00,0.13,0.13,0.13,0.6,0.6,0.9,1.5,0.04,0.06,0.10,0.04,0.10,Matches
381,Matt Ritchie\Matt-Ritchie,sco SCO,DFMF,Newcastle Utd,31-189,1989,9,6,547,6.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.9,0.03,0.11,0.15,0.03,0.15,Matches
382,Tyler Roberts\Tyler-Roberts,wal WAL,MFFW,Leeds United,22-065,1999,17,7,752,8.4,0,2,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24,1.0,1.0,0.9,1.9,0.12,0.11,0.23,0.12,0.23,Matches
383,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,27-007,1994,29,29,2604,28.9,1,5,1,0,0,1,0,0.03,0.17,0.21,0.03,0.21,1.3,1.3,5.2,6.4,0.04,0.18,0.22,0.04,0.22,Matches
384,Antonee Robinson\Antonee-Robinson,us USA,DF,Fulham,23-222,1997,23,19,1712,19.0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.2,1.7,0.02,0.06,0.09,0.02,0.09,Matches
385,Callum Robinson\Callum-Robinson,ie IRL,FWMF,West Brom,26-044,1995,21,15,1184,13.2,2,0,2,0,0,0,0,0.15,0.00,0.15,0.15,0.15,1.7,1.7,0.6,2.3,0.13,0.04,0.17,0.13,0.17,Matches
386,Jack Robinson\Jack-Robinson,eng ENG,DF,Sheffield Utd,27-198,1993,8,6,607,6.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.05,0.00,0.05,0.05,0.05,Matches
387,Hal Robson-Kanu\Hal-Robson-Kanu,wal WAL,FWMF,West Brom,31-301,1989,13,0,281,3.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.04,0.06,0.10,0.04,0.10,Matches
388,Marek Rodák\Marek-Rodak,sk SVK,GK,Fulham,24-095,1996,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
389,Joe Rodon\Joe-Rodon,wal WAL,DF,Tottenham,23-147,1997,7,4,372,4.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
390,Rodri\Rodri,es ESP,MF,Manchester City,24-269,1996,27,25,2173,24.1,1,1,0,1,1,3,0,0.04,0.04,0.08,0.00,0.04,1.9,1.2,1.5,2.7,0.08,0.06,0.14,0.05,0.11,Matches
391,Rodrigo\Rodrigo,es ESP,MFFW,Leeds United,30-012,1991,20,12,1063,11.8,3,1,3,0,0,2,0,0.25,0.08,0.34,0.25,0.34,3.8,3.8,1.8,5.6,0.32,0.15,0.48,0.32,0.48,Matches
392,James Rodríguez\James-Rodriguez,co COL,FWMF,Everton,29-249,1991,18,16,1344,14.9,5,4,5,0,0,3,0,0.33,0.27,0.60,0.33,0.60,2.6,2.6,4.2,6.8,0.18,0.28,0.46,0.18,0.46,Matches
393,Jay Rodriguez\Jay-Rodriguez,eng ENG,FWMF,Burnley,31-232,1989,24,12,1130,12.6,1,2,1,0,0,3,0,0.08,0.16,0.24,0.08,0.24,1.5,1.5,1.2,2.8,0.12,0.10,0.22,0.12,0.22,Matches
394,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,29-175,1991,20,20,1732,19.2,1,1,1,0,0,6,0,0.05,0.05,0.10,0.05,0.10,0.4,0.4,1.1,1.5,0.02,0.06,0.08,0.02,0.08,Matches
395,John Ruddy\John-Ruddy,eng ENG,GK,Wolves,34-145,1986,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
396,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,28-015,1993,13,13,1170,13.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.02,0.02,0.04,0.02,0.04,Matches
397,Mathew Ryan\Mathew-Ryan,au AUS,GK,Arsenal,28-344,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
398,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,28-344,1992,11,11,990,11.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
399,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,FWMF,Newcastle Utd,24-006,1997,16,12,956,10.6,2,3,2,0,0,0,0,0.19,0.28,0.47,0.19,0.47,1.2,1.2,2.3,3.5,0.11,0.21,0.33,0.11,0.33,Matches
400,Romain Saïss\Romain-Saiss,ma MAR,DF,Wolves,30-357,1990,20,20,1777,19.7,3,0,3,0,0,2,0,0.15,0.00,0.15,0.15,0.15,2.3,2.3,0.2,2.5,0.12,0.01,0.13,0.12,0.13,Matches
401,Bukayo Saka\Bukayo-Saka,eng ENG,FWDF,Arsenal,19-194,2001,24,23,1996,22.2,5,2,5,0,0,1,0,0.23,0.09,0.32,0.23,0.32,6.2,6.2,3.8,10.0,0.28,0.17,0.45,0.28,0.45,Matches
402,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,31-033,1990,4,3,276,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
403,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,28-276,1992,28,26,2343,26.0,17,3,11,6,6,0,0,0.65,0.12,0.77,0.42,0.54,14.3,9.8,3.9,13.7,0.55,0.15,0.70,0.38,0.52,Matches
404,Mohammed Salisu\Mohammed-Salisu,gh GHA,DF,Southampton,21-335,1999,5,4,351,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.03,0.01,0.04,0.03,0.04,Matches
405,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,24-279,1996,15,14,1216,13.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.0,1.1,0.08,0.00,0.08,0.08,0.08,Matches
406,Robert Sánchez\Robert-Sanchez,es ESP,GK,Brighton,23-120,1997,17,17,1530,17.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
407,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Aston Villa,26-212,1994,7,1,163,1.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
408,Romaine Sawyers\Romaine-Sawyers,kn SKN,MF,West Brom,29-136,1991,19,17,1487,16.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.02,0.03,0.01,0.03,Matches
409,Dane Scarlett\Dane-Scarlett,eng ENG,FW,Tottenham,16-359,2004,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
410,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,29-088,1991,16,13,1210,13.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.03,0.00,0.03,0.03,0.03,Matches
411,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MF,Crystal Palace,28-085,1992,18,12,1026,11.4,2,1,2,0,0,2,0,0.18,0.09,0.26,0.18,0.26,1.3,1.3,0.9,2.2,0.11,0.08,0.20,0.11,0.20,Matches
412,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,34-133,1986,29,29,2610,29.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
413,Nélson Semedo\Nelson-Semedo,pt POR,DF,Wolves,27-122,1993,26,26,2296,25.5,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,1.4,1.4,0.7,2.1,0.05,0.03,0.08,0.05,0.08,Matches
414,Jamie Shackleton\Jamie-Shackleton,eng ENG,MFDF,Leeds United,21-161,1999,12,3,460,5.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.05,0.05,0.00,0.05,Matches
415,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,MFFW,Liverpool,29-159,1991,12,5,522,5.8,0,2,0,0,0,2,0,0.00,0.34,0.34,0.00,0.34,0.4,0.4,2.4,2.7,0.06,0.41,0.47,0.06,0.47,Matches
416,Billy Sharp\Billy-Sharp,eng ENG,FW,Sheffield Utd,35-041,1986,16,7,735,8.2,3,0,1,2,2,1,0,0.37,0.00,0.37,0.12,0.12,2.7,1.2,0.6,1.8,0.33,0.07,0.40,0.15,0.22,Matches
417,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,25-249,1995,25,23,2024,22.5,1,5,1,0,0,6,0,0.04,0.22,0.27,0.04,0.27,0.5,0.5,4.1,4.6,0.02,0.18,0.20,0.02,0.20,Matches
418,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,29-019,1992,20,19,1717,19.1,1,1,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,1.7,1.7,1.6,3.4,0.09,0.09,0.18,0.09,0.18,Matches
419,Shola Shoretire\Shola-Shoretire,eng ENG,FW,Manchester Utd,17-044,2004,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
420,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,31-191,1989,26,16,1504,16.7,4,4,2,2,2,1,0,0.24,0.24,0.48,0.12,0.36,3.6,2.1,3.7,5.8,0.22,0.22,0.44,0.13,0.34,Matches
421,Bernardo Silva\Bernardo-Silva,pt POR,MFFW,Manchester City,26-220,1994,22,20,1719,19.1,2,3,2,0,0,3,0,0.10,0.16,0.26,0.10,0.26,2.5,2.5,2.7,5.2,0.13,0.14,0.27,0.13,0.27,Matches
422,Fábio Silva\Fabio-Silva,pt POR,FW,Wolves,18-242,2002,23,6,823,9.1,2,0,1,1,1,2,0,0.22,0.00,0.22,0.11,0.11,4.1,3.3,0.4,3.7,0.45,0.04,0.49,0.36,0.40,Matches
423,Thiago Silva\Thiago-Silva,br BRA,DF,Chelsea,36-177,1984,17,17,1457,16.2,2,0,2,0,0,3,0,0.12,0.00,0.12,0.12,0.12,0.8,0.8,0.2,1.0,0.05,0.01,0.06,0.05,0.06,Matches
