,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
106,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,30-141,1990,25,25,2250,25.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
107,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,27-308,1993,18,13,1222,13.6,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.6,0.9,0.02,0.05,0.06,0.02,0.06,Matches
108,Tom Davies\Tom-Davies,eng ENG,MFDF,Everton,22-241,1998,16,11,869,9.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.00,0.05,0.05,0.00,0.05,Matches
109,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,23-013,1998,5,0,53,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.48,0.04,0.53,0.48,0.53,Matches
110,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,21-045,2000,2,0,33,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
111,Craig Dawson\Craig-Dawson,eng ENG,DF,West Ham,30-296,1990,10,10,900,10.0,2,0,2,0,0,0,0,0.20,0.00,0.20,0.20,0.20,1.1,1.1,0.0,1.2,0.11,0.00,0.12,0.11,0.12,Matches
112,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,29-243,1991,19,17,1479,16.4,3,10,1,2,3,1,0,0.18,0.61,0.79,0.06,0.67,8.3,6.0,7.2,13.1,0.50,0.44,0.94,0.36,0.80,Matches
113,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,18-018,2003,1,0,40,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
114,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,31-097,1989,5,2,214,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
115,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,25-317,1995,20,18,1594,17.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,2.7,2.7,0.6,3.4,0.15,0.04,0.19,0.15,0.19,Matches
116,Mbaye Diagne\Mbaye-Diagne,sn SEN,FW,West Brom,29-121,1991,5,4,382,4.2,1,1,1,0,0,1,0,0.24,0.24,0.47,0.24,0.47,2.2,2.2,0.3,2.5,0.51,0.07,0.58,0.51,0.58,Matches
117,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,21-355,1999,11,5,442,4.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.06,0.03,0.08,0.06,0.08,Matches
118,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,22-313,1998,15,14,1069,11.9,1,0,1,0,0,0,0,0.08,0.00,0.08,0.08,0.08,1.0,1.0,0.1,1.1,0.08,0.01,0.09,0.08,0.09,Matches
119,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,24-074,1996,20,17,1528,17.0,5,5,5,0,0,3,0,0.29,0.29,0.59,0.29,0.59,4.1,4.1,4.8,8.9,0.24,0.28,0.52,0.24,0.52,Matches
120,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-288,1997,22,22,1959,21.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.8,1.8,0.1,1.8,0.08,0.00,0.08,0.08,0.08,Matches
121,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,27-042,1994,21,21,1890,21.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.8,0.03,0.01,0.04,0.03,0.04,Matches
122,Lucas Digne\Lucas-Digne,fr FRA,DFMF,Everton,27-221,1993,16,16,1421,15.8,0,6,0,0,0,0,1,0.00,0.38,0.38,0.00,0.38,0.4,0.4,2.7,3.1,0.02,0.17,0.20,0.02,0.20,Matches
123,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-233,1991,5,5,370,4.1,1,0,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.3,0.08,0.00,0.08,0.08,0.08,Matches
124,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,24-048,1997,6,5,478,5.3,1,0,1,0,0,2,0,0.19,0.00,0.19,0.19,0.19,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches
125,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-256,1998,18,12,945,10.5,1,0,1,0,0,4,0,0.10,0.00,0.10,0.10,0.10,0.5,0.5,0.5,1.0,0.05,0.05,0.09,0.05,0.09,Matches
126,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,29-041,1992,11,9,862,9.6,0,1,0,0,0,3,1,0.00,0.10,0.10,0.00,0.10,0.3,0.3,0.6,0.9,0.04,0.06,0.10,0.04,0.10,Matches
127,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,23-069,1997,15,14,1276,14.2,2,0,2,0,0,3,1,0.14,0.00,0.14,0.14,0.14,0.8,0.8,0.0,0.8,0.06,0.00,0.06,0.06,0.06,Matches
128,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,28-056,1993,23,23,1978,22.0,2,3,2,0,0,6,0,0.09,0.14,0.23,0.09,0.23,2.0,2.0,2.2,4.2,0.09,0.10,0.19,0.09,0.19,Matches
129,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,29-153,1991,3,2,175,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
130,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,29-097,1991,22,22,1979,22.0,3,0,3,0,0,4,1,0.14,0.00,0.14,0.14,0.14,2.0,2.0,0.6,2.6,0.09,0.03,0.12,0.09,0.12,Matches
131,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,23-130,1997,2,2,180,2.0,1,0,1,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0.3,0.3,0.1,0.4,0.13,0.05,0.19,0.13,0.19,Matches
132,Ederson\Ederson,br BRA,GK,Manchester City,27-193,1993,24,24,2160,24.0,0,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,0.0,0.0,0.4,0.4,0.00,0.02,0.02,0.00,0.02,Matches
133,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,23-009,1998,5,1,118,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.11,0.00,0.11,0.11,0.11,Matches
134,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,28-129,1992,22,22,1895,21.1,0,1,0,0,0,6,1,0.00,0.05,0.05,0.00,0.05,0.4,0.4,0.2,0.6,0.02,0.01,0.03,0.02,0.03,Matches
135,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,33-170,1987,7,2,253,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.5,0.04,0.12,0.16,0.04,0.16,Matches
136,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,28-230,1992,14,11,1008,11.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.5,0.03,0.01,0.05,0.03,0.05,Matches
137,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,33-054,1988,21,21,1865,20.7,0,1,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05,0.6,0.6,0.2,0.8,0.03,0.01,0.04,0.03,0.04,Matches
138,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,22-242,1998,23,18,1682,18.7,3,3,3,0,0,2,0,0.16,0.16,0.32,0.16,0.32,1.5,1.5,1.7,3.2,0.08,0.09,0.17,0.08,0.17,Matches
139,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,35-314,1985,24,24,2160,24.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
140,Fabinho\Fabinho,br BRA,DFMF,Liverpool,27-126,1993,18,17,1562,17.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.01,0.02,0.04,0.01,0.04,Matches
141,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,26-171,1994,25,24,2103,23.4,15,10,8,7,8,5,0,0.64,0.43,1.07,0.34,0.77,11.6,5.5,9.1,14.6,0.50,0.39,0.88,0.24,0.62,Matches
142,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,32-005,1989,16,16,1381,15.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.01,0.02,0.01,0.02,Matches
143,Fernandinho\Fernandinho,br BRA,MF,Manchester City,35-298,1985,12,6,612,6.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.8,0.08,0.04,0.11,0.08,0.11,Matches
144,Sam Field\Sam-Field,eng ENG,MF,West Brom,22-294,1998,3,0,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
145,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,29-147,1991,25,23,1966,21.8,6,5,6,0,0,1,0,0.27,0.23,0.50,0.27,0.50,9.8,9.8,3.6,13.4,0.45,0.16,0.61,0.45,0.61,Matches
146,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,29-186,1991,18,16,1416,15.7,0,2,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,0.7,0.7,1.8,2.5,0.04,0.12,0.16,0.04,0.16,Matches
147,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,20-274,2000,19,13,1203,13.4,6,3,6,0,0,0,0,0.45,0.22,0.67,0.45,0.67,3.5,3.5,3.3,6.8,0.26,0.25,0.51,0.26,0.51,Matches
148,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Leicester City,20-071,2000,16,16,1391,15.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.1,0.9,0.05,0.01,0.06,0.05,0.06,Matches
149,Pablo Fornals\Pablo-Fornals,es ESP,FWMF,West Ham,25-004,1996,22,20,1619,18.0,2,3,2,0,0,3,0,0.11,0.17,0.28,0.11,0.28,4.0,4.0,1.7,5.7,0.22,0.10,0.32,0.22,0.32,Matches
150,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,32-346,1988,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
151,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,23-055,1998,1,1,80,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.03,0.31,0.34,0.03,0.34,Matches
152,Ryan Fraser\Ryan-Fraser,sco SCO,MFFW,Newcastle Utd,27-002,1994,14,6,626,7.0,0,1,0,0,0,2,1,0.00,0.14,0.14,0.00,0.14,0.7,0.7,1.7,2.4,0.11,0.25,0.35,0.11,0.35,Matches
153,Fred\Fred,br BRA,MF,Manchester Utd,27-358,1993,19,16,1492,16.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,1.8,2.8,0.06,0.11,0.17,0.06,0.17,Matches
154,Ryan Fredericks\Ryan-Fredericks,eng ENG,DFFW,West Ham,28-139,1992,10,5,442,4.9,1,1,1,0,0,2,0,0.20,0.20,0.41,0.20,0.41,0.2,0.2,1.2,1.4,0.04,0.24,0.29,0.04,0.29,Matches
155,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,34-325,1986,9,8,702,7.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
156,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,25-118,1995,22,19,1762,19.6,1,2,1,0,0,2,0,0.05,0.10,0.15,0.05,0.15,1.1,1.1,1.7,2.8,0.05,0.09,0.14,0.05,0.14,Matches
157,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,21-020,2000,19,18,1625,18.1,2,1,2,0,0,8,0,0.11,0.06,0.17,0.11,0.17,1.0,1.0,0.3,1.3,0.05,0.02,0.07,0.05,0.07,Matches
158,Eric García\Eric-Garcia,es ESP,DF,Manchester City,20-048,2001,3,2,201,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.04,0.04,0.01,0.04,Matches
159,Dwight Gayle\Dwight-Gayle,eng ENG,FW,Newcastle Utd,30-132,1990,9,1,177,2.0,1,0,1,0,0,0,0,0.51,0.00,0.51,0.51,0.51,0.5,0.5,0.0,0.5,0.27,0.01,0.28,0.27,0.28,Matches
160,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,30-111,1990,23,23,2025,22.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
161,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,25-299,1995,14,7,635,7.1,5,0,3,2,2,1,0,0.71,0.00,0.71,0.43,0.43,3.8,2.3,1.0,3.3,0.54,0.15,0.68,0.32,0.47,Matches
162,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,31-153,1989,10,9,809,9.0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.01,0.03,0.04,0.01,0.04,Matches
163,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,FWMF,Wolves,21-030,2000,3,1,97,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.09,0.09,0.00,0.09,Matches
164,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,19-260,2001,2,0,36,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
165,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,34-149,1986,13,7,643,7.1,4,0,4,0,0,1,0,0.56,0.00,0.56,0.56,0.56,3.4,3.4,0.7,4.1,0.47,0.10,0.57,0.47,0.57,Matches
166,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,23-042,1998,17,16,1500,16.7,0,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,0.0,0.3,0.02,0.00,0.02,0.02,0.02,Matches
167,André Gomes\Andre-Gomes,pt POR,MF,Everton,27-211,1993,18,10,1023,11.4,0,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.2,0.2,0.2,0.4,0.01,0.02,0.04,0.01,0.04,Matches
168,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,23-279,1997,7,6,590,6.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
169,Anthony Gordon\Anthony-Gordon,eng ENG,FWMF,Everton,20-002,2001,3,1,88,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
170,Karlan Grant\Karlan-Grant,eng ENG,FWMF,West Brom,23-161,1997,16,14,1078,12.0,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,2.1,2.1,0.0,2.1,0.18,0.00,0.18,0.18,0.18,Matches
171,Demarai Gray\Demarai-Gray,eng ENG,FW,Leicester City,24-243,1996,1,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.17,0.00,0.17,0.17,0.17,Matches
172,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,25-169,1995,22,22,1977,22.0,6,10,6,0,0,6,0,0.27,0.46,0.73,0.27,0.73,4.2,4.2,8.0,12.2,0.19,0.37,0.56,0.19,0.56,Matches
173,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,19-148,2001,19,12,1018,11.3,1,1,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,2.9,2.9,0.8,3.6,0.25,0.07,0.32,0.25,0.32,Matches
174,Pascal Groß\Pascal-Gross,de GER,MF,Brighton,29-256,1991,21,14,1338,14.9,2,4,0,2,2,1,0,0.13,0.27,0.40,0.00,0.27,3.1,1.6,3.6,5.1,0.21,0.24,0.45,0.10,0.34,Matches
175,Kamil Grosicki\Kamil-Grosicki,pl POL,FWMF,West Brom,32-263,1988,3,2,148,1.6,0,1,0,0,0,0,0,0.00,0.61,0.61,0.00,0.61,0.1,0.1,0.1,0.2,0.06,0.07,0.13,0.06,0.13,Matches
176,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,34-047,1987,25,25,2250,25.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
177,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,30-125,1990,19,17,1464,16.3,11,1,10,1,2,0,0,0.68,0.06,0.74,0.61,0.68,7.3,5.8,3.4,9.2,0.45,0.21,0.66,0.36,0.57,Matches
178,Antwoine Hackford\Antwoine-Hackford,eng ENG,DFFW,Sheffield Utd,16-343,2004,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,1.16,0.00,1.16,1.16,1.16,Matches
179,Sébastien Haller\Sebastien-Haller,ci CIV,FW,West Ham,26-249,1994,16,10,937,10.4,3,0,3,0,0,0,0,0.29,0.00,0.29,0.29,0.29,2.9,2.9,1.2,4.1,0.28,0.12,0.40,0.28,0.40,Matches
180,Rekeem Harper\Rekeem-Harper,eng ENG,MF,West Brom,20-355,2000,2,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.12,0.00,0.12,0.12,0.12,Matches
181,Jack Harrison\Jack-Harrison,eng ENG,MF,Leeds United,24-098,1996,24,24,1925,21.4,6,4,6,0,0,2,0,0.28,0.19,0.47,0.28,0.47,4.5,4.5,4.3,8.8,0.21,0.20,0.41,0.21,0.41,Matches
182,Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,25-225,1995,4,4,360,4.0,1,0,1,0,0,1,0,0.25,0.00,0.25,0.25,0.25,1.1,1.1,0.0,1.1,0.27,0.00,0.27,0.27,0.27,Matches
183,Kai Havertz\Kai-Havertz,de GER,MFFW,Chelsea,21-260,1999,18,12,985,10.9,1,2,1,0,0,2,0,0.09,0.18,0.27,0.09,0.27,1.6,1.6,1.3,2.9,0.14,0.12,0.26,0.14,0.26,Matches
184,Isaac Hayden\Isaac-Hayden,eng ENG,MFDF,Newcastle Utd,25-341,1995,20,18,1631,18.1,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.8,0.02,0.02,0.04,0.02,0.04,Matches
185,Michael Hector\Michael-Hector,jm JAM,DF,Fulham,28-222,1992,4,3,263,2.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.01,0.04,0.03,0.04,Matches
186,Ahmed Hegazi\Ahmed-Hegazi,eg EGY,DF,West Brom,30-032,1991,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
187,Dean Henderson\Dean-Henderson,eng ENG,GK,Manchester Utd,23-351,1997,3,2,225,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
188,Jordan Henderson\Jordan-Henderson,eng ENG,MFDF,Liverpool,30-254,1990,21,20,1704,18.9,1,1,1,0,0,0,0,0.05,0.05,0.11,0.05,0.11,1.7,1.7,1.4,3.1,0.09,0.07,0.16,0.09,0.16,Matches
189,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Newcastle Utd,29-026,1992,17,16,1305,14.5,2,1,2,0,0,3,1,0.14,0.07,0.21,0.14,0.21,1.1,1.1,0.7,1.8,0.07,0.05,0.12,0.07,0.12,Matches
190,Pablo Hernández\Pablo-Hernandez,es ESP,MF,Leeds United,35-321,1985,12,2,321,3.6,0,2,0,0,0,0,0,0.00,0.56,0.56,0.00,0.56,0.9,0.9,0.6,1.5,0.25,0.18,0.43,0.25,0.43,Matches
191,Son Heung-min\Son-Heung-min,kr KOR,FW,Tottenham,28-233,1992,24,24,2062,22.9,13,6,13,0,0,0,0,0.57,0.26,0.83,0.57,0.83,7.3,7.3,4.5,11.8,0.32,0.20,0.52,0.32,0.52,Matches
192,Ki-Jana Hoever\Ki-Jana-Hoever,nl NED,DF,Wolves,19-039,2002,7,2,300,3.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.02,0.05,0.03,0.05,Matches
193,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,25-159,1995,22,20,1838,20.4,0,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,1.1,1.1,0.2,1.4,0.06,0.01,0.07,0.06,0.07,Matches
194,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,24-127,1996,14,14,1240,13.8,1,0,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,0.7,0.7,0.2,0.9,0.05,0.01,0.07,0.05,0.07,Matches
195,Conor Hourihane\Conor-Hourihane,ie IRL,MF,Aston Villa,30-024,1991,4,3,225,2.5,1,1,1,0,0,0,0,0.40,0.40,0.80,0.40,0.80,0.5,0.5,0.8,1.3,0.20,0.32,0.52,0.20,0.52,Matches
196,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FWDF,Chelsea,20-111,2000,16,7,778,8.6,2,2,2,0,0,0,0,0.23,0.23,0.46,0.23,0.46,1.1,1.1,1.8,2.9,0.12,0.21,0.33,0.12,0.33,Matches
197,Niall Huggins\Niall-Huggins,wal WAL,DF,Leeds United,20-070,2000,1,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
198,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Tottenham,25-205,1995,24,24,2160,24.0,1,3,1,0,0,6,0,0.04,0.12,0.17,0.04,0.17,0.5,0.5,1.3,1.8,0.02,0.05,0.07,0.02,0.07,Matches
199,Odion Ighalo\Odion-Ighalo,ng NGA,FW,Manchester Utd,31-255,1989,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
200,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FW,Leicester City,24-146,1996,12,4,392,4.4,1,0,1,0,1,0,0,0.23,0.00,0.23,0.23,0.23,1.6,0.9,0.7,1.6,0.38,0.16,0.53,0.20,0.36,Matches
201,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,28-218,1992,20,18,1584,17.6,8,3,6,2,2,1,0,0.45,0.17,0.62,0.34,0.51,6.2,4.6,2.0,6.7,0.35,0.12,0.47,0.26,0.38,Matches
202,Branislav Ivanović\Branislav-Ivanovic,rs SRB,DF,West Brom,37-004,1984,11,8,742,8.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.6,0.07,0.01,0.07,0.07,0.07,Matches
203,Alex Iwobi\Alex-Iwobi,ng NGA,FWDF,Everton,24-299,1996,21,12,1118,12.4,1,2,1,0,0,0,0,0.08,0.16,0.24,0.08,0.24,0.7,0.7,1.7,2.4,0.06,0.14,0.19,0.06,0.19,Matches
204,Phil Jagielka\Phil-Jagielka,eng ENG,DF,Sheffield Utd,38-193,1982,6,3,317,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
205,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWMF,Brighton,27-199,1993,12,2,263,2.9,0,1,0,0,0,2,0,0.00,0.34,0.34,0.00,0.34,1.2,1.2,1.8,3.0,0.39,0.62,1.02,0.39,1.02,Matches
206,Daniel James\Daniel-James,wal WAL,FW,Manchester Utd,23-108,1997,8,6,442,4.9,3,0,3,0,0,2,0,0.61,0.00,0.61,0.61,0.61,1.4,1.4,0.2,1.6,0.29,0.03,0.33,0.29,0.33,Matches
207,Reece James\Reece-James,eng ENG,DF,Chelsea,21-080,1999,19,16,1475,16.4,1,2,1,0,0,3,0,0.06,0.12,0.18,0.06,0.18,1.1,1.1,2.2,3.3,0.07,0.13,0.20,0.07,0.20,Matches
208,Alexandre Jankewitz\Alexandre-Jankewitz,ch SUI,MF,Southampton,19-063,2001,2,1,3,0.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
209,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,23-329,1997,17,12,1202,13.4,4,3,4,0,0,1,0,0.30,0.22,0.52,0.30,0.52,4.8,4.8,2.4,7.2,0.36,0.18,0.54,0.36,0.54,Matches
210,Raúl Jiménez\Raul-Jimenez,mx MEX,FW,Wolves,29-297,1991,10,10,823,9.1,4,0,4,0,0,0,0,0.44,0.00,0.44,0.44,0.44,2.4,2.4,0.8,3.1,0.26,0.08,0.34,0.26,0.34,Matches
211,Joelinton\Joelinton,br BRA,FWMF,Newcastle Utd,24-196,1996,19,13,1176,13.1,1,2,1,0,0,3,0,0.08,0.15,0.23,0.08,0.23,1.9,1.9,1.3,3.1,0.14,0.10,0.24,0.14,0.24,Matches
212,Ben Johnson\Ben-Johnson,eng ENG,DF,West Ham,21-033,2000,7,2,245,2.7,1,0,1,0,0,0,0,0.37,0.00,0.37,0.37,0.37,0.3,0.3,0.0,0.3,0.12,0.01,0.13,0.12,0.13,Matches
213,Sam Johnstone\Sam-Johnstone,eng ENG,GK,West Brom,27-338,1993,24,24,2160,24.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
