,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
10,Nathan Aké\Nathan-Ake,nl NED,DF,Manchester City,26-077,1995,8,7,617,6.9,1,0,1,0,0,4,0,0.15,0.00,0.15,0.15,0.15,0.1,0.1,0.0,0.1,0.01,0.00,0.02,0.01,0.02,Matches
11,Marc Albrighton\Marc-Albrighton,eng ENG,FWDF,Leicester City,31-169,1989,27,13,1421,15.8,0,4,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,1.1,1.1,3.8,5.0,0.07,0.24,0.31,0.07,0.31,Matches
12,Thiago Alcántara\Thiago-Alcantara,es ESP,MF,Liverpool,30-025,1991,19,15,1404,15.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.6,2.1,0.03,0.10,0.13,0.03,0.13,Matches
13,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,Tottenham,32-065,1989,21,21,1880,20.9,1,0,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,0.8,0.8,0.3,1.0,0.04,0.01,0.05,0.04,0.05,Matches
14,Rúnar Alex Rúnarsson\Runar-Alex-Runarsson,is ISL,GK,Arsenal,26-077,1995,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
15,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,Liverpool,22-211,1998,31,29,2581,28.7,2,5,2,0,0,1,0,0.07,0.17,0.24,0.07,0.24,2.1,2.1,5.9,8.1,0.07,0.21,0.28,0.07,0.28,Matches
16,Ezgjan Alioski\Ezgjan-Alioski,mk MKD,DF,Leeds United,29-083,1992,32,25,2101,23.3,2,1,2,0,0,7,0,0.09,0.04,0.13,0.09,0.13,1.3,1.3,2.2,3.5,0.06,0.09,0.15,0.06,0.15,Matches
17,Alisson\Alisson,br BRA,GK,Liverpool,28-216,1992,28,28,2520,28.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
18,Allan\Allan,br BRA,MF,Everton,30-118,1991,19,18,1601,17.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.7,0.01,0.03,0.04,0.01,0.04,Matches
19,Dele Alli\Dele-Alli,eng ENG,MF,Tottenham,25-025,1996,11,3,316,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.16,0.05,0.21,0.16,0.21,Matches
20,Miguel Almirón\Miguel-Almiron,py PAR,MFFW,Newcastle Utd,27-085,1994,30,24,2083,23.1,4,1,4,0,0,3,0,0.17,0.04,0.22,0.17,0.22,3.1,3.1,2.3,5.4,0.13,0.10,0.23,0.13,0.23,Matches
21,Marcos Alonso\Marcos-Alonso,es ESP,DF,Chelsea,30-129,1990,12,10,870,9.7,1,0,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,1.3,1.3,1.1,2.4,0.13,0.11,0.25,0.13,0.25,Matches
22,Steven Alzate\Steven-Alzate,co COL,MFDF,Brighton,22-240,1998,12,8,741,8.2,1,0,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,0.6,0.6,0.4,1.0,0.07,0.05,0.12,0.07,0.12,Matches
23,Daniel Amartey\Daniel-Amartey,gh GHA,DF,Leicester City,26-136,1994,12,8,722,8.0,1,0,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,0.4,0.4,0.0,0.4,0.05,0.00,0.05,0.05,0.05,Matches
24,Ethan Ampadu\Ethan-Ampadu,wal WAL,DFMF,Sheffield Utd,20-234,2000,25,23,2089,23.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.9,1.3,0.01,0.04,0.06,0.01,0.06,Matches
25,Joachim Andersen\Joachim-Andersen,dk DEN,DF,Fulham,24-340,1996,28,28,2491,27.7,1,1,1,0,0,6,1,0.04,0.04,0.07,0.04,0.07,0.8,0.8,0.5,1.3,0.03,0.02,0.05,0.03,0.05,Matches
26,Elliot Anderson\Elliot-Anderson,sco SCO,MF,Newcastle Utd,18-181,2002,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
27,Felipe Anderson\Felipe-Anderson,br BRA,FWMF,West Ham,28-021,1993,2,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
28,Michail Antonio\Michail-Antonio,eng ENG,FW,West Ham,31-039,1990,22,20,1636,18.2,9,5,9,0,0,3,0,0.50,0.28,0.77,0.50,0.77,10.4,10.4,2.1,12.5,0.57,0.12,0.69,0.57,0.69,Matches
29,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Fulham,28-068,1993,33,33,2970,33.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
30,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,29-037,1992,28,27,2327,25.9,4,4,4,0,0,3,0,0.15,0.15,0.31,0.15,0.31,2.6,2.6,2.3,4.9,0.10,0.09,0.19,0.10,0.19,Matches
31,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,26-215,1994,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
32,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,31-322,1989,26,23,2086,23.2,10,2,8,2,2,2,0,0.43,0.09,0.52,0.35,0.43,10.2,8.6,2.0,10.6,0.44,0.08,0.52,0.37,0.46,Matches
33,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,28-133,1992,18,18,1515,16.8,2,3,2,0,0,0,0,0.12,0.18,0.30,0.12,0.30,1.3,1.3,1.9,3.2,0.08,0.11,0.19,0.08,0.19,Matches
34,Charlie Austin\Charlie-Austin,eng ENG,FW,West Brom,31-305,1989,5,0,138,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.13,0.00,0.13,0.13,0.13,Matches
35,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,29-237,1991,29,21,1907,21.2,1,3,1,0,0,2,0,0.05,0.14,0.19,0.05,0.19,1.8,1.8,0.6,2.4,0.09,0.03,0.11,0.09,0.11,Matches
36,Luke Ayling\Luke-Ayling,eng ENG,DF,Leeds United,29-254,1991,34,34,3039,33.8,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,2.6,3.7,0.03,0.08,0.11,0.03,0.11,Matches
37,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,31-251,1989,22,20,1846,20.5,1,1,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,0.8,0.8,1.9,2.7,0.04,0.09,0.13,0.04,0.13,Matches
38,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,27-024,1994,8,7,638,7.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
39,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,29-256,1991,14,13,1198,13.3,1,0,1,0,0,1,1,0.08,0.00,0.08,0.08,0.08,0.6,0.6,0.0,0.6,0.05,0.00,0.05,0.05,0.05,Matches
40,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,28-058,1993,29,29,2517,28.0,0,2,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,1.1,1.1,1.5,2.5,0.04,0.05,0.09,0.04,0.09,Matches
41,Gareth Bale\Gareth-Bale,wal WAL,FW,Tottenham,31-294,1989,16,8,724,8.0,9,2,9,0,0,1,0,1.12,0.25,1.37,1.12,1.37,3.9,3.9,1.2,5.1,0.48,0.15,0.63,0.48,0.63,Matches
42,Patrick Bamford\Patrick-Bamford,eng ENG,FW,Leeds United,27-243,1993,34,34,2780,30.9,14,7,13,1,1,3,0,0.45,0.23,0.68,0.42,0.65,15.1,14.3,3.7,18.0,0.49,0.12,0.61,0.46,0.58,Matches
43,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,35-312,1985,4,3,274,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
44,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,27-152,1993,2,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.06,0.16,0.22,0.06,0.22,Matches
45,Ross Barkley\Ross-Barkley,eng ENG,MF,Aston Villa,27-152,1993,22,16,1391,15.5,3,1,3,0,0,0,0,0.19,0.06,0.26,0.19,0.26,3.2,3.2,3.4,6.6,0.21,0.22,0.43,0.21,0.43,Matches
46,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,31-188,1989,19,15,1298,14.4,3,0,2,1,1,4,0,0.21,0.00,0.21,0.14,0.14,4.9,4.1,0.7,4.8,0.34,0.05,0.39,0.29,0.33,Matches
47,Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,23-148,1997,25,22,1945,21.6,9,4,9,0,0,0,0,0.42,0.19,0.60,0.42,0.60,6.2,6.2,1.5,7.7,0.29,0.07,0.35,0.29,0.35,Matches
48,Kyle Bartley\Kyle-Bartley,eng ENG,DF,West Brom,29-349,1991,26,24,2224,24.7,3,1,3,0,0,4,0,0.12,0.04,0.16,0.12,0.16,1.8,1.8,0.2,2.0,0.07,0.01,0.08,0.07,0.08,Matches
49,Chris Basham\Chris-Basham,eng ENG,DFMF,Sheffield Utd,32-290,1988,27,27,2216,24.6,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,0.6,0.6,0.8,1.4,0.02,0.03,0.06,0.02,0.06,Matches
50,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,27-216,1993,17,7,709,7.9,2,1,2,0,0,0,0,0.25,0.13,0.38,0.25,0.38,1.4,1.4,1.4,2.8,0.17,0.18,0.36,0.17,0.36,Matches
51,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,25-024,1996,33,33,2875,31.9,1,1,1,0,0,3,1,0.03,0.03,0.06,0.03,0.06,0.9,0.9,0.3,1.3,0.03,0.01,0.04,0.03,0.04,Matches
52,Donny van de Beek\Donny-van-de-Beek,nl NED,MFFW,Manchester Utd,24-018,1997,16,2,340,3.8,1,1,1,0,0,1,0,0.26,0.26,0.53,0.26,0.53,0.3,0.3,1.0,1.3,0.07,0.27,0.34,0.07,0.34,Matches
53,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,26-048,1995,24,24,2067,23.0,1,2,1,0,0,8,0,0.04,0.09,0.13,0.04,0.13,0.8,0.8,2.4,3.1,0.03,0.10,0.14,0.03,0.14,Matches
54,Saïd Benrahma\Said-Benrahma,dz ALG,FWMF,West Ham,25-269,1995,26,12,1199,13.3,0,5,0,0,0,0,0,0.00,0.38,0.38,0.00,0.38,2.0,2.0,3.3,5.3,0.15,0.25,0.40,0.15,0.40,Matches
55,Josh Benson\Josh-Benson,eng ENG,MF,Burnley,21-152,1999,6,2,264,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches
56,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,30-154,1990,26,17,1481,16.5,6,1,6,0,0,2,1,0.36,0.06,0.43,0.36,0.43,5.8,5.8,0.9,6.7,0.35,0.05,0.40,0.35,0.40,Matches
57,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,30-191,1990,19,14,1164,12.9,2,0,2,0,0,2,0,0.15,0.00,0.15,0.15,0.15,1.5,1.5,0.4,1.9,0.12,0.03,0.15,0.12,0.15,Matches
58,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,23-081,1998,14,12,1061,11.8,1,1,0,1,1,4,0,0.08,0.08,0.17,0.00,0.08,1.2,0.5,1.2,1.7,0.11,0.11,0.21,0.04,0.15,Matches
59,Steven Bergwijn\Steven-Bergwijn,nl NED,FWMF,Tottenham,23-210,1997,19,11,1070,11.9,0,3,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,1.7,1.7,1.1,2.9,0.14,0.10,0.24,0.14,0.24,Matches
60,Bernard\Bernard,br BRA,FWMF,Everton,28-240,1992,10,3,410,4.6,1,0,1,0,0,2,0,0.22,0.00,0.22,0.22,0.22,0.2,0.2,0.7,0.9,0.05,0.14,0.19,0.05,0.19,Matches
61,Bernardo\Bernardo,br BRA,DFMF,Brighton,25-357,1995,3,2,206,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.13,0.09,0.22,0.13,0.22,Matches
62,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,31-274,1989,29,29,2598,28.9,0,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,0.6,0.6,1.2,1.8,0.02,0.04,0.06,0.02,0.06,Matches
63,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,24-249,1996,32,31,2751,30.6,1,0,1,0,0,6,1,0.03,0.00,0.03,0.03,0.03,1.1,1.1,1.0,2.1,0.04,0.03,0.07,0.04,0.07,Matches
64,Jayden Bogle\Jayden-Bogle,eng ENG,DF,Sheffield Utd,20-283,2000,15,11,1021,11.3,2,0,2,0,0,2,0,0.18,0.00,0.18,0.18,0.18,1.6,1.6,0.2,1.8,0.14,0.02,0.16,0.14,0.16,Matches
65,Willy Boly\Willy-Boly,ci CIV,DF,Wolves,30-092,1991,19,19,1710,19.0,1,1,1,0,0,1,0,0.05,0.05,0.11,0.05,0.11,1.1,1.1,0.4,1.5,0.06,0.02,0.08,0.06,0.08,Matches
66,Jarrod Bowen\Jarrod-Bowen,eng ENG,FWMF,West Ham,24-137,1996,34,28,2349,26.1,8,5,8,0,0,0,0,0.31,0.19,0.50,0.31,0.50,5.6,5.6,3.5,9.0,0.21,0.13,0.35,0.21,0.35,Matches
67,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,29-112,1992,19,12,1052,11.7,1,1,1,0,0,3,0,0.09,0.09,0.17,0.09,0.17,0.8,0.8,0.9,1.7,0.07,0.08,0.15,0.07,0.15,Matches
68,Rhian Brewster\Rhian-Brewster,eng ENG,FW,Sheffield Utd,21-035,2000,25,12,1092,12.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,1.7,3.2,0.13,0.14,0.26,0.13,0.26,Matches
69,Nathan Broadhead\Nathan-Broadhead,wal WAL,MF,Everton,23-031,1998,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
70,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,25-138,1995,29,28,2498,27.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.8,2.4,0.06,0.03,0.09,0.06,0.09,Matches
71,Joe Bryan\Joe-Bryan,eng ENG,DFFW,Fulham,27-231,1993,13,5,475,5.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.03,0.03,0.06,0.03,0.06,Matches
72,Kean Bryan\Kean-Bryan,eng ENG,DF,Sheffield Utd,24-186,1996,12,11,925,10.3,1,0,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,0.4,0.4,0.4,0.8,0.04,0.04,0.08,0.04,0.08,Matches
73,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,24-029,1997,24,13,1205,13.4,1,1,1,0,0,2,0,0.07,0.07,0.15,0.07,0.15,2.3,2.3,1.8,4.2,0.18,0.13,0.31,0.18,0.31,Matches
74,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,28-362,1992,23,19,1701,18.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,1.0,2.0,0.05,0.05,0.10,0.05,0.10,Matches
75,David Button\David-Button,eng ENG,GK,West Brom,32-068,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
76,Oskar Buur\Oskar-Buur,dk DEN,DF,Wolves,23-036,1998,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
77,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,39-220,1981,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
78,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,35-138,1985,16,16,1440,16.0,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.3,0.3,0.4,0.6,0.02,0.02,0.04,0.02,0.04,Matches
79,Tom Cairney\Tom-Cairney,sco SCO,MF,Fulham,30-106,1991,10,9,759,8.4,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,0.7,0.7,1.4,2.1,0.08,0.17,0.25,0.08,0.25,Matches
80,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,24-051,1997,28,27,2421,26.9,15,0,15,0,0,3,0,0.56,0.00,0.56,0.56,0.56,13.6,13.6,1.2,14.7,0.50,0.04,0.55,0.50,0.55,Matches
81,João Cancelo\Joao-Cancelo,pt POR,DF,Manchester City,26-344,1994,25,24,2127,23.6,1,3,1,0,0,4,0,0.04,0.13,0.17,0.04,0.17,1.9,1.9,4.6,6.4,0.08,0.19,0.27,0.08,0.27,Matches
82,Ian Carlo Poveda\Ian-Carlo-Poveda,eng ENG,MFDF,Leeds United,21-086,2000,13,0,345,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.8,1.2,0.09,0.21,0.31,0.09,0.31,Matches
83,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,32-120,1989,17,4,386,4.3,1,0,1,0,0,1,0,0.23,0.00,0.23,0.23,0.23,1.2,1.2,0.1,1.2,0.27,0.02,0.29,0.27,0.29,Matches
84,Fabio Carvalho\Fabio-Carvalho,eng ENG,MF,Fulham,18-249,2002,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
85,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,23-272,1997,26,26,2238,24.9,0,2,0,0,0,8,1,0.00,0.08,0.08,0.00,0.08,0.3,0.3,2.2,2.5,0.01,0.09,0.10,0.01,0.10,Matches
86,Kiko Casilla\Kiko-Casilla,es ESP,GK,Leeds United,34-216,1986,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
87,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,25-152,1995,23,23,1985,22.1,2,3,2,0,0,1,0,0.09,0.14,0.23,0.09,0.23,1.3,1.3,2.0,3.3,0.06,0.09,0.15,0.06,0.15,Matches
88,Jonny Castro\Jonny-Castro,es ESP,DF,Wolves,27-064,1994,7,7,495,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.03,0.04,0.01,0.04,Matches
89,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Fulham,27-200,1993,32,23,2112,23.5,3,0,2,1,2,2,0,0.13,0.00,0.13,0.09,0.09,4.9,4.2,2.6,6.7,0.21,0.11,0.32,0.18,0.29,Matches
90,Edinson Cavani\Edinson-Cavani,uy URU,FW,Manchester Utd,34-081,1987,22,11,1148,12.8,8,2,8,0,0,3,0,0.63,0.16,0.78,0.63,0.78,6.6,6.6,1.9,8.5,0.52,0.15,0.66,0.52,0.66,Matches
91,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,24-272,1996,24,16,1540,17.1,0,3,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,0.7,0.7,2.9,3.6,0.04,0.17,0.21,0.04,0.21,Matches
92,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,26-106,1995,6,5,480,5.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.7,1.1,0.09,0.12,0.21,0.09,0.21,Matches
93,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,24-136,1996,24,24,2016,22.4,2,5,2,0,0,3,0,0.09,0.22,0.31,0.09,0.31,1.7,1.7,2.0,3.7,0.08,0.09,0.17,0.08,0.17,Matches
94,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,23-217,1997,9,4,305,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.11,0.00,0.11,0.11,0.11,Matches
95,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,25-026,1996,16,14,1327,14.7,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.02,0.03,0.01,0.03,Matches
96,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,31-222,1989,22,21,1891,21.0,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,0.3,0.3,0.1,0.4,0.02,0.00,0.02,0.02,0.02,Matches
97,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,30-031,1991,13,13,1145,12.7,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04,Matches
98,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,28-070,1993,33,33,2943,32.7,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,1.3,1.3,0.1,1.4,0.04,0.00,0.04,0.04,0.04,Matches
99,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,32-207,1988,21,14,1278,14.2,0,3,0,0,0,0,0,0.00,0.21,0.21,0.00,0.21,0.6,0.6,1.9,2.4,0.04,0.13,0.17,0.04,0.17,Matches
100,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,21-098,2000,16,9,746,8.3,2,1,2,0,0,0,0,0.24,0.12,0.36,0.24,0.36,3.3,3.3,0.2,3.5,0.40,0.02,0.42,0.40,0.42,Matches
101,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-249,1991,23,23,2005,22.3,1,0,1,0,0,3,1,0.04,0.00,0.04,0.04,0.04,1.3,1.3,0.0,1.3,0.06,0.00,0.06,0.06,0.06,Matches
102,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,31-315,1989,12,11,1005,11.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.02,0.02,0.04,0.02,0.04,Matches
103,Hélder Costa\Helder-Costa,pt POR,MFFW,Leeds United,27-114,1994,22,13,1156,12.8,3,3,3,0,0,0,0,0.23,0.23,0.47,0.23,0.47,2.0,2.0,0.9,2.9,0.16,0.07,0.23,0.16,0.23,Matches
104,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,28-257,1992,30,30,2694,29.9,0,6,0,0,0,3,0,0.00,0.20,0.20,0.00,0.20,1.0,1.0,4.1,5.2,0.03,0.14,0.17,0.03,0.17,Matches
105,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,31-142,1989,32,32,2842,31.6,0,7,0,0,0,3,0,0.00,0.22,0.22,0.00,0.22,0.9,0.9,4.8,5.7,0.03,0.15,0.18,0.03,0.18,Matches
