,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
29,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Fulham,28-006,1993,26,26,2340,26.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
30,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,28-340,1992,21,20,1732,19.2,3,3,3,0,0,2,0,0.16,0.16,0.31,0.16,0.31,1.6,1.6,1.8,3.4,0.08,0.09,0.18,0.08,0.18,Matches
31,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,26-153,1994,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
32,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,31-260,1989,22,19,1763,19.6,8,1,6,2,2,2,0,0.41,0.05,0.46,0.31,0.36,8.2,6.7,1.6,8.3,0.42,0.08,0.50,0.34,0.42,Matches
33,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,28-071,1992,14,14,1155,12.8,2,1,2,0,0,0,0,0.16,0.08,0.23,0.16,0.23,1.0,1.0,1.5,2.6,0.08,0.12,0.20,0.08,0.20,Matches
34,Charlie Austin\Charlie-Austin,eng ENG,FW,West Brom,31-243,1989,5,0,138,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.13,0.00,0.13,0.13,0.13,Matches
35,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,29-175,1991,23,16,1490,16.6,1,3,1,0,0,1,0,0.06,0.18,0.24,0.06,0.24,1.8,1.8,0.6,2.3,0.11,0.03,0.14,0.11,0.14,Matches
36,Luke Ayling\Luke-Ayling,eng ENG,DF,Leeds United,29-192,1991,26,26,2319,25.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,2.2,3.0,0.03,0.09,0.12,0.03,0.12,Matches
37,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,31-189,1989,17,15,1401,15.6,1,1,1,0,0,4,0,0.06,0.06,0.13,0.06,0.13,0.8,0.8,1.1,1.9,0.05,0.07,0.12,0.05,0.12,Matches
38,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,26-327,1994,8,7,638,7.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
39,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,29-194,1991,12,12,1080,12.0,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.6,0.6,0.0,0.6,0.05,0.00,0.05,0.05,0.05,Matches
40,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,27-361,1993,22,22,1933,21.5,0,2,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,1.1,1.1,1.3,2.3,0.05,0.06,0.11,0.05,0.11,Matches
41,Gareth Bale\Gareth-Bale,wal WAL,FW,Tottenham,31-232,1989,10,4,431,4.8,3,2,3,0,0,1,0,0.63,0.42,1.04,0.63,1.04,1.9,1.9,0.4,2.2,0.39,0.08,0.47,0.39,0.47,Matches
42,Patrick Bamford\Patrick-Bamford,eng ENG,FW,Leeds United,27-181,1993,26,26,2234,24.8,13,5,12,1,1,1,0,0.52,0.20,0.73,0.48,0.68,12.7,12.0,2.7,14.7,0.51,0.11,0.62,0.48,0.59,Matches
43,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,35-250,1985,4,3,274,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
44,Ross Barkley\Ross-Barkley,eng ENG,MF,Aston Villa,27-090,1993,15,14,1089,12.1,3,1,3,0,0,0,0,0.25,0.08,0.33,0.25,0.33,2.9,2.9,2.7,5.6,0.24,0.23,0.46,0.24,0.46,Matches
45,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,27-090,1993,2,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.06,0.16,0.22,0.06,0.22,Matches
46,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,31-126,1989,18,15,1293,14.4,3,0,2,1,1,4,0,0.21,0.00,0.21,0.14,0.14,4.9,4.1,0.7,4.8,0.34,0.05,0.39,0.29,0.33,Matches
47,Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,23-086,1997,25,22,1945,21.6,9,4,9,0,0,0,0,0.42,0.19,0.60,0.42,0.60,6.2,6.2,1.5,7.7,0.29,0.07,0.36,0.29,0.36,Matches
48,Kyle Bartley\Kyle-Bartley,eng ENG,DF,West Brom,29-287,1991,19,17,1600,17.8,3,1,3,0,0,3,0,0.17,0.06,0.23,0.17,0.23,1.6,1.6,0.3,2.0,0.09,0.02,0.11,0.09,0.11,Matches
49,Chris Basham\Chris-Basham,eng ENG,DFMF,Sheffield Utd,32-228,1988,25,25,2036,22.6,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,0.6,0.6,0.7,1.3,0.03,0.03,0.06,0.03,0.06,Matches
50,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,27-154,1993,16,7,702,7.8,1,1,1,0,0,0,0,0.13,0.13,0.26,0.13,0.26,1.1,1.1,1.4,2.5,0.14,0.18,0.33,0.14,0.33,Matches
51,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,24-327,1996,26,26,2245,24.9,1,1,1,0,0,3,1,0.04,0.04,0.08,0.04,0.08,0.9,0.9,0.3,1.2,0.04,0.01,0.05,0.04,0.05,Matches
52,Donny van de Beek\Donny-van-de-Beek,nl NED,MFFW,Manchester Utd,23-321,1997,13,2,322,3.6,1,0,1,0,0,1,0,0.28,0.00,0.28,0.28,0.28,0.3,0.3,0.1,0.3,0.07,0.02,0.10,0.07,0.10,Matches
53,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,25-351,1995,22,22,1910,21.2,1,2,1,0,0,8,0,0.05,0.09,0.14,0.05,0.14,0.6,0.6,2.3,2.9,0.03,0.11,0.14,0.03,0.14,Matches
54,Saïd Benrahma\Said-Benrahma,dz ALG,MFFW,West Ham,25-207,1995,18,9,885,9.8,0,4,0,0,0,0,0,0.00,0.41,0.41,0.00,0.41,1.6,1.6,1.8,3.4,0.16,0.19,0.35,0.16,0.35,Matches
55,Josh Benson\Josh-Benson,eng ENG,MF,Burnley,21-090,1999,6,2,264,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches
56,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,30-092,1990,20,11,996,11.1,4,1,4,0,0,2,1,0.36,0.09,0.45,0.36,0.45,4.2,4.2,0.9,5.0,0.38,0.08,0.46,0.38,0.46,Matches
57,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,30-129,1990,13,9,751,8.3,2,0,2,0,0,1,0,0.24,0.00,0.24,0.24,0.24,1.2,1.2,0.2,1.4,0.15,0.02,0.17,0.15,0.17,Matches
58,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,23-019,1998,13,12,1016,11.3,1,1,0,1,1,4,0,0.09,0.09,0.18,0.00,0.09,1.2,0.5,1.2,1.7,0.11,0.11,0.22,0.04,0.15,Matches
59,Steven Bergwijn\Steven-Bergwijn,nl NED,FWMF,Tottenham,23-148,1997,16,11,1021,11.3,0,2,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,1.7,1.7,1.0,2.7,0.15,0.09,0.24,0.15,0.24,Matches
60,Bernard\Bernard,br BRA,FWMF,Everton,28-178,1992,8,3,380,4.2,1,0,1,0,0,2,0,0.24,0.00,0.24,0.24,0.24,0.2,0.2,0.6,0.8,0.04,0.14,0.18,0.04,0.18,Matches
61,Bernardo\Bernardo,br BRA,DFMF,Brighton,25-295,1995,3,2,206,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.13,0.09,0.22,0.13,0.22,Matches
62,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,31-212,1989,24,24,2148,23.9,0,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,0.6,0.6,0.6,1.2,0.03,0.02,0.05,0.03,0.05,Matches
63,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,24-187,1996,24,23,2033,22.6,1,0,1,0,0,6,1,0.04,0.00,0.04,0.04,0.04,0.7,0.7,0.4,1.1,0.03,0.02,0.05,0.03,0.05,Matches
64,Jayden Bogle\Jayden-Bogle,eng ENG,DF,Sheffield Utd,20-221,2000,10,7,716,8.0,2,0,2,0,0,1,0,0.25,0.00,0.25,0.25,0.25,1.4,1.4,0.2,1.6,0.17,0.02,0.20,0.17,0.20,Matches
65,Willy Boly\Willy-Boly,ci CIV,DF,Wolves,30-030,1991,16,16,1440,16.0,1,1,1,0,0,1,0,0.06,0.06,0.12,0.06,0.12,1.0,1.0,0.4,1.4,0.06,0.02,0.09,0.06,0.09,Matches
66,Jarrod Bowen\Jarrod-Bowen,eng ENG,FWMF,West Ham,24-075,1996,26,23,1837,20.4,5,3,5,0,0,0,0,0.24,0.15,0.39,0.24,0.39,4.5,4.5,2.3,6.8,0.22,0.11,0.33,0.22,0.33,Matches
67,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,29-050,1992,17,12,1004,11.2,1,1,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,0.8,0.8,0.9,1.7,0.07,0.08,0.15,0.07,0.15,Matches
68,Rhian Brewster\Rhian-Brewster,eng ENG,FW,Sheffield Utd,20-338,2000,19,8,797,8.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,1.1,2.5,0.16,0.12,0.28,0.16,0.28,Matches
69,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,25-076,1995,22,21,1871,20.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.6,1.6,0.05,0.03,0.08,0.05,0.08,Matches
70,Joe Bryan\Joe-Bryan,eng ENG,DFFW,Fulham,27-169,1993,12,5,468,5.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.03,0.03,0.06,0.03,0.06,Matches
71,Kean Bryan\Kean-Bryan,eng ENG,DF,Sheffield Utd,24-124,1996,8,7,565,6.3,1,0,1,0,0,0,0,0.16,0.00,0.16,0.16,0.16,0.3,0.3,0.5,0.8,0.05,0.08,0.13,0.05,0.13,Matches
72,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,23-332,1997,18,11,967,10.7,1,1,1,0,0,2,0,0.09,0.09,0.19,0.09,0.19,2.2,2.2,1.7,3.9,0.20,0.16,0.36,0.20,0.36,Matches
73,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,28-300,1992,18,15,1382,15.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.4,1.4,0.06,0.03,0.09,0.06,0.09,Matches
74,David Button\David-Button,eng ENG,GK,West Brom,32-006,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
75,Oskar Buur\Oskar-Buur,dk DEN,DF,Wolves,22-339,1998,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
76,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,39-158,1981,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
77,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,35-076,1985,12,12,1080,12.0,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.3,0.3,0.4,0.6,0.02,0.03,0.05,0.02,0.05,Matches
78,Tom Cairney\Tom-Cairney,sco SCO,MF,Fulham,30-044,1991,10,9,759,8.4,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,0.7,0.7,1.4,2.1,0.08,0.17,0.25,0.08,0.25,Matches
79,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,23-354,1997,23,22,1971,21.9,13,0,13,0,0,3,0,0.59,0.00,0.59,0.59,0.59,11.0,11.0,1.0,12.0,0.50,0.05,0.55,0.50,0.55,Matches
80,João Cancelo\Joao-Cancelo,pt POR,DF,Manchester City,26-282,1994,21,20,1793,19.9,1,2,1,0,0,4,0,0.05,0.10,0.15,0.05,0.15,1.7,1.7,3.7,5.4,0.08,0.19,0.27,0.08,0.27,Matches
81,Ian Carlo Poveda\Ian-Carlo-Poveda,eng ENG,MFDF,Leeds United,21-024,2000,10,0,253,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.7,0.13,0.13,0.26,0.13,0.26,Matches
82,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,32-058,1989,14,4,381,4.2,1,0,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,1.2,1.2,0.1,1.2,0.28,0.02,0.30,0.28,0.30,Matches
83,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,23-210,1997,21,21,1822,20.2,0,2,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,1.7,2.0,0.01,0.08,0.10,0.01,0.10,Matches
84,Kiko Casilla\Kiko-Casilla,es ESP,GK,Leeds United,34-154,1986,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
85,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,25-090,1995,16,16,1355,15.1,1,2,1,0,0,1,0,0.07,0.13,0.20,0.07,0.20,0.6,0.6,1.1,1.7,0.04,0.07,0.11,0.04,0.11,Matches
86,Jonny Castro\Jonny-Castro,es ESP,DF,Wolves,27-002,1994,5,5,315,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.02,0.03,0.01,0.03,Matches
87,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Fulham,27-138,1993,25,18,1648,18.3,3,0,2,1,2,2,0,0.16,0.00,0.16,0.11,0.11,4.4,3.7,2.2,5.9,0.24,0.12,0.36,0.20,0.32,Matches
88,Edinson Cavani\Edinson-Cavani,uy URU,FW,Manchester Utd,34-019,1987,18,9,927,10.3,6,2,6,0,0,1,0,0.58,0.19,0.78,0.58,0.78,5.0,5.0,1.7,6.7,0.49,0.16,0.65,0.49,0.65,Matches
89,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,24-210,1996,18,11,1112,12.4,0,2,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,0.1,0.1,2.2,2.3,0.01,0.18,0.19,0.01,0.19,Matches
90,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,24-074,1996,20,20,1666,18.5,2,4,2,0,0,3,0,0.11,0.22,0.32,0.11,0.32,1.4,1.4,1.4,2.8,0.08,0.07,0.15,0.08,0.15,Matches
91,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,23-155,1997,8,4,304,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.11,0.00,0.11,0.11,0.11,Matches
92,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,24-329,1996,10,9,819,9.1,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.01,0.01,0.01,0.01,Matches
93,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,31-160,1989,15,14,1295,14.4,1,0,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,0.3,0.3,0.1,0.3,0.02,0.01,0.02,0.02,0.02,Matches
94,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,29-334,1991,13,13,1145,12.7,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04,Matches
95,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,28-008,1993,26,26,2313,25.7,1,0,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,0.3,0.3,0.1,0.4,0.01,0.00,0.01,0.01,0.01,Matches
96,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,32-145,1988,15,10,885,9.8,0,1,0,0,0,0,0,0.00,0.10,0.10,0.00,0.10,0.5,0.5,0.8,1.2,0.05,0.08,0.13,0.05,0.13,Matches
97,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,21-036,2000,15,9,722,8.0,2,1,2,0,0,0,0,0.25,0.12,0.37,0.25,0.37,3.3,3.3,0.2,3.5,0.41,0.02,0.43,0.41,0.43,Matches
98,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-187,1991,20,20,1781,19.8,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,1.3,1.3,0.0,1.3,0.06,0.00,0.06,0.06,0.06,Matches
99,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,31-253,1989,9,8,735,8.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.4,0.03,0.02,0.05,0.03,0.05,Matches
100,Hélder Costa\Helder-Costa,pt POR,MF,Leeds United,27-052,1994,17,9,857,9.5,3,3,3,0,0,0,0,0.32,0.32,0.63,0.32,0.63,1.6,1.6,0.9,2.5,0.16,0.10,0.26,0.16,0.26,Matches
101,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,28-195,1992,22,22,1974,21.9,0,3,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,0.9,0.9,2.9,3.8,0.04,0.13,0.17,0.04,0.17,Matches
102,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,31-080,1989,26,26,2340,26.0,0,6,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,0.8,0.8,3.9,4.7,0.03,0.15,0.18,0.03,0.18,Matches
103,Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Wolves,23-061,1998,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.61,0.00,0.61,0.61,0.61,Matches
104,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,29-320,1991,26,26,2330,25.9,5,2,5,0,0,5,0,0.19,0.08,0.27,0.19,0.27,2.6,2.6,1.5,4.1,0.10,0.06,0.16,0.10,0.16,Matches
105,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,34-019,1987,12,12,1080,12.0,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.3,0.3,0.0,0.4,0.03,0.00,0.03,0.03,0.03,Matches
