,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
34,Charlie Austin\Charlie-Austin,eng ENG,FW,West Brom,31-317,1989,5,0,138,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.13,0.00,0.13,0.13,0.13,Matches
35,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,29-249,1991,31,22,1994,22.2,1,3,1,0,0,3,0,0.05,0.14,0.18,0.05,0.18,2.3,2.3,0.7,2.9,0.10,0.03,0.13,0.10,0.13,Matches
36,Luke Ayling\Luke-Ayling,eng ENG,DF,Leeds United,29-266,1991,36,36,3219,35.8,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,2.6,3.7,0.03,0.07,0.10,0.03,0.10,Matches
37,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,31-263,1989,24,22,2013,22.4,1,2,1,0,0,4,0,0.04,0.09,0.13,0.04,0.13,0.8,0.8,1.9,2.7,0.03,0.09,0.12,0.03,0.12,Matches
38,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,27-036,1994,11,9,826,9.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
39,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,29-268,1991,14,13,1198,13.3,1,0,1,0,0,1,1,0.08,0.00,0.08,0.08,0.08,0.6,0.6,0.0,0.6,0.05,0.00,0.05,0.05,0.05,Matches
40,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,28-070,1993,31,31,2697,30.0,0,2,0,0,0,6,0,0.00,0.07,0.07,0.00,0.07,1.1,1.1,1.5,2.6,0.04,0.05,0.09,0.04,0.09,Matches
41,Gareth Bale\Gareth-Bale,wal WAL,FW,Tottenham,31-306,1989,18,10,878,9.8,9,2,9,0,0,1,0,0.92,0.21,1.13,0.92,1.13,4.1,4.1,1.4,5.6,0.43,0.14,0.57,0.43,0.57,Matches
42,Patrick Bamford\Patrick-Bamford,eng ENG,FW,Leeds United,27-255,1993,36,36,2915,32.4,15,7,14,1,1,3,0,0.46,0.22,0.68,0.43,0.65,15.8,15.1,3.8,18.9,0.49,0.12,0.61,0.47,0.58,Matches
43,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,35-324,1985,4,3,274,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
44,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,27-164,1993,2,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.06,0.16,0.22,0.06,0.22,Matches
45,Ross Barkley\Ross-Barkley,eng ENG,MF,Aston Villa,27-164,1993,24,18,1531,17.0,3,1,3,0,0,0,0,0.18,0.06,0.24,0.18,0.24,3.2,3.2,3.6,6.8,0.19,0.21,0.40,0.19,0.40,Matches
46,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,31-200,1989,21,15,1329,14.8,3,0,2,1,1,4,0,0.20,0.00,0.20,0.14,0.14,5.1,4.4,0.7,5.1,0.35,0.04,0.39,0.30,0.34,Matches
47,Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,23-160,1997,25,22,1945,21.6,9,4,9,0,0,0,0,0.42,0.19,0.60,0.42,0.60,6.2,6.2,1.5,7.7,0.29,0.07,0.35,0.29,0.35,Matches
48,Kyle Bartley\Kyle-Bartley,eng ENG,DF,West Brom,29-361,1991,28,26,2404,26.7,3,1,3,0,0,4,0,0.11,0.04,0.15,0.11,0.15,1.9,1.9,0.2,2.1,0.07,0.01,0.08,0.07,0.08,Matches
49,Chris Basham\Chris-Basham,eng ENG,DFMF,Sheffield Utd,32-302,1988,29,29,2396,26.6,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,0.7,0.7,0.8,1.4,0.03,0.03,0.05,0.03,0.05,Matches
50,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,27-228,1993,18,7,728,8.1,2,1,2,0,0,0,0,0.25,0.12,0.37,0.25,0.37,1.4,1.4,1.4,2.8,0.17,0.18,0.35,0.17,0.35,Matches
51,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,25-036,1996,35,35,3010,33.4,1,1,1,0,0,4,1,0.03,0.03,0.06,0.03,0.06,0.9,0.9,0.3,1.3,0.03,0.01,0.04,0.03,0.04,Matches
52,Donny van de Beek\Donny-van-de-Beek,nl NED,MFFW,Manchester Utd,24-030,1997,17,3,430,4.8,1,1,1,0,0,1,0,0.21,0.21,0.42,0.21,0.42,0.3,0.3,1.0,1.3,0.06,0.21,0.27,0.06,0.27,Matches
53,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,26-060,1995,25,24,2089,23.2,1,2,1,0,0,8,0,0.04,0.09,0.13,0.04,0.13,0.8,0.8,2.4,3.2,0.04,0.10,0.14,0.04,0.14,Matches
54,Saïd Benrahma\Said-Benrahma,dz ALG,FWMF,West Ham,25-281,1995,28,13,1298,14.4,1,5,1,0,0,0,0,0.07,0.35,0.42,0.07,0.42,2.1,2.1,3.4,5.5,0.15,0.24,0.38,0.15,0.38,Matches
55,Josh Benson\Josh-Benson,eng ENG,MF,Burnley,21-164,1999,6,2,264,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches
56,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,30-166,1990,29,20,1738,19.3,9,1,9,0,0,2,1,0.47,0.05,0.52,0.47,0.52,7.5,7.5,1.0,8.5,0.39,0.05,0.44,0.39,0.44,Matches
57,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,30-203,1990,20,14,1185,13.2,2,0,2,0,0,2,0,0.15,0.00,0.15,0.15,0.15,1.6,1.6,0.4,2.1,0.12,0.03,0.16,0.12,0.16,Matches
58,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,23-093,1998,15,13,1120,12.4,1,1,0,1,1,4,0,0.08,0.08,0.16,0.00,0.08,1.2,0.5,1.2,1.7,0.10,0.10,0.20,0.04,0.14,Matches
59,Steven Bergwijn\Steven-Bergwijn,nl NED,FWMF,Tottenham,23-222,1997,19,11,1070,11.9,0,3,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,1.7,1.7,1.1,2.9,0.14,0.10,0.24,0.14,0.24,Matches
60,Bernard\Bernard,br BRA,FWMF,Everton,28-252,1992,11,3,423,4.7,1,0,1,0,0,2,0,0.21,0.00,0.21,0.21,0.21,0.2,0.2,0.7,0.9,0.04,0.14,0.19,0.04,0.19,Matches
61,Bernardo\Bernardo,br BRA,DFMF,Brighton,26-004,1995,3,2,206,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.13,0.09,0.22,0.13,0.22,Matches
62,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,31-286,1989,29,29,2598,28.9,0,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,0.6,0.6,1.2,1.8,0.02,0.04,0.06,0.02,0.06,Matches
63,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,24-261,1996,34,33,2931,32.6,1,0,1,0,0,8,1,0.03,0.00,0.03,0.03,0.03,1.1,1.1,1.0,2.2,0.04,0.03,0.07,0.04,0.07,Matches
64,Jayden Bogle\Jayden-Bogle,eng ENG,DF,Sheffield Utd,20-295,2000,15,11,1021,11.3,2,0,2,0,0,2,0,0.18,0.00,0.18,0.18,0.18,1.6,1.6,0.2,1.8,0.14,0.02,0.16,0.14,0.16,Matches
65,Willy Boly\Willy-Boly,ci CIV,DF,Wolves,30-104,1991,19,19,1710,19.0,1,1,1,0,0,1,0,0.05,0.05,0.11,0.05,0.11,1.1,1.1,0.4,1.5,0.06,0.02,0.08,0.06,0.08,Matches
66,Jarrod Bowen\Jarrod-Bowen,eng ENG,FWMF,West Ham,24-149,1996,36,29,2460,27.3,8,5,8,0,0,0,0,0.29,0.18,0.48,0.29,0.48,6.2,6.2,3.7,9.9,0.23,0.13,0.36,0.23,0.36,Matches
67,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,29-124,1992,19,12,1052,11.7,1,1,1,0,0,3,0,0.09,0.09,0.17,0.09,0.17,0.8,0.8,0.9,1.7,0.07,0.08,0.15,0.07,0.15,Matches
68,Rhian Brewster\Rhian-Brewster,eng ENG,FW,Sheffield Utd,21-047,2000,25,12,1092,12.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,1.7,3.2,0.13,0.14,0.26,0.13,0.26,Matches
69,Nathan Broadhead\Nathan-Broadhead,wal WAL,MF,Everton,23-043,1998,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
70,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,25-150,1995,31,30,2678,29.8,0,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,1.7,1.7,1.1,2.8,0.06,0.04,0.09,0.06,0.09,Matches
71,Joe Bryan\Joe-Bryan,eng ENG,DFFW,Fulham,27-243,1993,14,5,504,5.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.04,0.07,0.10,0.04,0.10,Matches
72,Kean Bryan\Kean-Bryan,eng ENG,DF,Sheffield Utd,24-198,1996,13,12,1004,11.2,1,0,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,0.4,0.4,0.4,0.8,0.04,0.03,0.07,0.04,0.07,Matches
73,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,24-041,1997,25,14,1269,14.1,1,1,1,0,0,2,0,0.07,0.07,0.14,0.07,0.14,2.4,2.4,1.8,4.2,0.17,0.13,0.30,0.17,0.30,Matches
74,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,29-009,1992,25,21,1881,20.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,1.0,2.0,0.05,0.05,0.10,0.05,0.10,Matches
75,Jack Butland\Jack-Butland,eng ENG,GK,Crystal Palace,28-069,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
76,David Button\David-Button,eng ENG,GK,West Brom,32-080,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
77,Oskar Buur\Oskar-Buur,dk DEN,DF,Wolves,23-048,1998,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
78,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,39-232,1981,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
79,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,35-150,1985,18,18,1620,18.0,1,1,1,0,0,3,0,0.06,0.06,0.11,0.06,0.11,0.4,0.4,0.6,1.1,0.02,0.04,0.06,0.02,0.06,Matches
80,Tom Cairney\Tom-Cairney,sco SCO,MF,Fulham,30-118,1991,10,9,759,8.4,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,0.7,0.7,1.4,2.1,0.08,0.17,0.25,0.08,0.25,Matches
81,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,24-063,1997,31,30,2691,29.9,16,0,16,0,0,3,0,0.54,0.00,0.54,0.54,0.54,15.0,15.0,2.0,17.1,0.50,0.07,0.57,0.50,0.57,Matches
82,João Cancelo\Joao-Cancelo,pt POR,DF,Manchester City,26-356,1994,27,26,2290,25.4,2,3,2,0,0,5,0,0.08,0.12,0.20,0.08,0.20,2.0,2.0,4.9,6.9,0.08,0.19,0.27,0.08,0.27,Matches
83,Ian Carlo Poveda\Ian-Carlo-Poveda,eng ENG,MFDF,Leeds United,21-098,2000,14,0,355,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.8,1.2,0.09,0.21,0.30,0.09,0.30,Matches
84,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,32-132,1989,17,4,386,4.3,1,0,1,0,0,1,0,0.23,0.00,0.23,0.23,0.23,1.2,1.2,0.1,1.2,0.27,0.02,0.29,0.27,0.29,Matches
85,Scott Carson\Scott-Carson,eng ENG,GK,Manchester City,35-257,1985,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
86,Fabio Carvalho\Fabio-Carvalho,eng ENG,DFFW,Fulham,18-261,2002,2,1,103,1.1,1,0,1,0,0,0,0,0.87,0.00,0.87,0.87,0.87,0.4,0.4,0.1,0.5,0.39,0.05,0.44,0.39,0.44,Matches
87,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,23-284,1997,28,28,2372,26.4,0,2,0,0,0,8,1,0.00,0.08,0.08,0.00,0.08,0.3,0.3,2.2,2.5,0.01,0.08,0.10,0.01,0.10,Matches
88,Kiko Casilla\Kiko-Casilla,es ESP,GK,Leeds United,34-228,1986,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
89,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,25-164,1995,25,25,2165,24.1,2,3,2,0,0,1,0,0.08,0.12,0.21,0.08,0.21,1.3,1.3,2.0,3.3,0.05,0.08,0.14,0.05,0.14,Matches
90,Jonny Castro\Jonny-Castro,es ESP,DF,Wolves,27-076,1994,7,7,495,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.03,0.04,0.01,0.04,Matches
91,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Fulham,27-212,1993,34,25,2292,25.5,3,0,2,1,2,2,0,0.12,0.00,0.12,0.08,0.08,5.0,4.2,3.3,7.5,0.20,0.13,0.32,0.17,0.29,Matches
92,Edinson Cavani\Edinson-Cavani,uy URU,FW,Manchester Utd,34-093,1987,25,12,1289,14.3,9,3,9,0,0,4,0,0.63,0.21,0.84,0.63,0.84,7.3,7.3,2.3,9.6,0.51,0.16,0.67,0.51,0.67,Matches
93,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,24-284,1996,25,17,1615,17.9,0,3,0,0,0,4,0,0.00,0.17,0.17,0.00,0.17,0.7,0.7,2.9,3.6,0.04,0.16,0.20,0.04,0.20,Matches
94,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,26-118,1995,8,6,573,6.4,0,1,0,0,0,0,0,0.00,0.16,0.16,0.00,0.16,0.6,0.6,0.7,1.3,0.09,0.11,0.20,0.09,0.20,Matches
95,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,24-148,1996,25,25,2106,23.4,2,5,2,0,0,3,0,0.09,0.21,0.30,0.09,0.30,1.7,1.7,2.0,3.7,0.07,0.08,0.16,0.07,0.16,Matches
96,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,23-229,1997,10,4,316,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.11,0.00,0.11,0.11,0.11,Matches
97,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,25-038,1996,17,15,1371,15.2,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.02,0.03,0.01,0.03,Matches
98,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,31-234,1989,22,21,1891,21.0,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,0.3,0.3,0.1,0.4,0.02,0.00,0.02,0.02,0.02,Matches
99,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,30-043,1991,13,13,1145,12.7,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04,Matches
100,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,28-082,1993,35,35,3123,34.7,1,0,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,1.3,1.3,0.1,1.4,0.04,0.00,0.04,0.04,0.04,Matches
101,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,32-219,1988,24,17,1532,17.0,0,3,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,1.0,1.0,1.9,2.9,0.06,0.11,0.17,0.06,0.17,Matches
102,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,21-110,2000,16,9,746,8.3,2,1,2,0,0,0,0,0.24,0.12,0.36,0.24,0.36,3.3,3.3,0.2,3.5,0.40,0.02,0.42,0.40,0.42,Matches
103,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-261,1991,23,23,2005,22.3,1,0,1,0,0,3,1,0.04,0.00,0.04,0.04,0.04,1.3,1.3,0.0,1.3,0.06,0.00,0.06,0.06,0.06,Matches
104,Theo Corbeanu\Theo-Corbeanu,ca CAN,FW,Wolves,19-001,2002,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.95,0.95,0.00,0.95,Matches
105,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,31-327,1989,14,13,1185,13.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.02,0.02,0.04,0.02,0.04,Matches
