Squad,Rk,MP,W,D,L,GF,GA,GD,Pts,xG,xGA,xGD,xGD/90,Last 5,Attendance,Top Team Scorer,Goalkeeper,Notes,xG per game,xGA per game,probability no goals allowed
Manchester City,1,36,26,5,5,76,29,47,83,69.7,28.7,41.0,1.14,L W W L W,,İlkay Gündoğan - 12,Ederson,,1.9361111111111111,0.7972222222222222,0.4505788352571249
Manchester Utd,2,36,20,10,6,70,42,28,70,57.4,40.6,16.8,0.47,W D W L L,,Bruno Fernandes - 18,David de Gea,,1.5944444444444443,1.1277777777777778,0.3237519063073229
Leicester City,3,36,20,6,10,65,44,21,66,53.3,43.0,10.3,0.29,W W D L W,,Jamie Vardy - 13,Kasper Schmeichel,,1.4805555555555554,1.1944444444444444,0.30287216976780246
Chelsea,4,36,18,10,8,55,33,22,64,58.8,31.0,27.9,0.77,D W W W L,111.0,Timo Werner Mason Mount... - 6,Edouard Mendy,,1.6333333333333333,0.8611111111111112,0.42269216334072857
Liverpool,5,36,18,9,9,63,42,21,63,67.9,43.9,24.0,0.67,D D W W W,333.0,Mohamed Salah - 22,Alisson,,1.8861111111111113,1.2194444444444443,0.29539422925206565
Tottenham,6,36,17,8,11,63,41,22,59,51.6,45.7,5.9,0.16,D W W L W,111.0,Harry Kane - 22,Hugo Lloris,,1.4333333333333333,1.2694444444444446,0.2809876826922743
West Ham,7,36,17,8,11,56,46,10,59,48.7,45.7,3.0,0.08,L L W L D,111.0,Tomáš Souček Michail Antonio... - 9,Łukasz Fabiański,,1.3527777777777779,1.2694444444444446,0.2809876826922743
Everton,8,36,16,8,12,46,43,3,56,45.2,48.1,-3.0,-0.08,W L W D L,111.0,Dominic Calvert-Lewin - 16,Jordan Pickford,,1.2555555555555555,1.3361111111111112,0.26286593986647044
Arsenal,9,36,16,7,13,50,38,12,55,51.1,42.9,8.2,0.23,D L W W W,111.0,Alexandre Lacazette - 13,Bernd Leno,,1.4194444444444445,1.1916666666666667,0.3037146509214855
Leeds United,10,36,16,5,15,57,53,4,53,54.2,60.0,-5.8,-0.16,D D L W W,,Patrick Bamford - 15,Illan Meslier,,1.5055555555555555,1.6666666666666667,0.18887560283756183
Aston Villa,11,36,14,7,15,51,44,7,49,50.0,49.3,0.7,0.02,D W L D L,,Ollie Watkins - 13,Emiliano Martínez,,1.3888888888888888,1.3694444444444445,0.254248169307185
Wolves,12,36,12,9,15,35,49,-14,45,38.5,43.5,-5.0,-0.14,W L D W L,,Rúben Neves Pedro Neto - 5,Rui Patrício,,1.0694444444444444,1.2083333333333333,0.29869468928867837
Crystal Palace,13,36,12,8,16,40,61,-21,44,30.7,54.5,-23.8,-0.66,L L W L W,111.0,Wilfried Zaha - 11,Vicente Guaita,,0.8527777777777777,1.5138888888888888,0.22005255189859127
Southampton,14,36,12,7,17,47,63,-16,43,39.8,51.3,-11.5,-0.32,L D L W W,111.0,Danny Ings - 12,Alex McCarthy,,1.1055555555555554,1.4249999999999998,0.24050846320834218
Burnley,15,36,10,9,17,33,51,-18,39,38.2,54.2,-15.9,-0.44,L W L W L,,Chris Wood - 12,Nick Pope,,1.0611111111111111,1.5055555555555555,0.22189398514651582
Newcastle Utd,16,36,10,9,17,43,62,-19,39,38.4,52.3,-13.9,-0.39,W D L W L,,Callum Wilson - 12,Karl Darlow,,1.0666666666666667,1.4527777777777777,0.23391960810080614
Brighton,17,36,8,14,14,37,42,-5,38,49.8,35.5,14.2,0.4,D L W L D,111.0,Neal Maupay - 8,Robert Sánchez,,1.3833333333333333,0.9861111111111112,0.3730245248949748
Fulham,18,36,5,12,19,26,50,-24,27,38.8,50.6,-11.8,-0.33,L D L L L,111.0,Bobby Reid - 5,Alphonse Areola,,1.0777777777777777,1.4055555555555557,0.24523077927983897
West Brom,19,36,5,11,20,33,70,-37,26,30.9,62.1,-31.2,-0.87,L D D L L,,Matheus Pereira - 10,Sam Johnstone,,0.8583333333333333,1.725,0.1781730517728984
Sheffield Utd,20,36,6,2,28,19,62,-43,20,30.0,60.0,-30.0,-0.83,L W L L W,,David McGoldrick - 7,Aaron Ramsdale,,0.8333333333333334,1.6666666666666667,0.18887560283756183
