,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
111,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,27-136,1993,8,8,701,0,4,0,0,0,1,0.00,0.51,0.51,0.00,0.51,0.2,0.2,1.7,0.02,0.22,0.25,0.02,0.25,Matches
112,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-148,1991,5,5,370,1,0,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.08,0.00,0.08,0.08,0.08,Matches
113,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,23-329,1997,3,2,208,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
114,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-171,1998,7,6,456,1,0,0,0,1,0,0.20,0.00,0.20,0.20,0.20,0.4,0.4,0.4,0.07,0.08,0.15,0.07,0.15,Matches
115,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,28-322,1992,6,6,525,0,1,0,0,1,0,0.00,0.17,0.17,0.00,0.17,0.3,0.3,0.4,0.06,0.07,0.13,0.06,0.13,Matches
116,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,22-350,1997,9,9,810,2,0,0,0,1,0,0.22,0.00,0.22,0.22,0.22,0.6,0.6,0.0,0.06,0.00,0.06,0.06,0.06,Matches
117,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,27-337,1993,10,10,828,1,1,0,0,3,0,0.11,0.11,0.22,0.11,0.22,1.3,1.3,1.1,0.15,0.12,0.27,0.15,0.27,Matches
118,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,29-012,1991,7,7,629,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.06,0.00,0.07,0.06,0.07,Matches
119,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,23-045,1997,2,2,180,1,0,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0.3,0.3,0.1,0.13,0.05,0.19,0.13,0.19,Matches
120,Ederson\Ederson,br BRA,GK,Manchester City,27-108,1993,9,9,810,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
121,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,22-290,1998,5,1,118,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.11,0.00,0.11,0.11,0.11,Matches
122,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,28-044,1992,9,9,731,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
123,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,33-085,1987,3,0,38,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.07,0.07,0.00,0.07,Matches
124,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,28-145,1992,5,5,450,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.07,0.01,0.08,0.07,0.08,Matches
125,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,32-335,1988,7,7,619,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
126,Eberechi Eze\Eberechi-Eze,eng ENG,MFFW,Crystal Palace,22-157,1998,9,5,501,1,1,0,0,0,0,0.18,0.18,0.36,0.18,0.36,0.6,0.6,0.2,0.11,0.03,0.14,0.11,0.14,Matches
127,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,35-229,1985,10,10,900,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
128,Fabinho\Fabinho,br BRA,DFMF,Liverpool,27-041,1993,8,7,662,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.01,0.05,0.06,0.01,0.06,Matches
129,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,26-086,1994,9,9,749,7,3,3,4,2,0,0.84,0.36,1.20,0.48,0.84,5.0,1.9,2.7,0.60,0.33,0.93,0.23,0.56,Matches
130,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,31-286,1989,10,10,900,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
131,Fernandinho\Fernandinho,br BRA,MF,Manchester City,35-213,1985,5,2,201,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.20,0.00,0.20,0.20,0.20,Matches
132,Sam Field\Sam-Field,eng ENG,MF,West Brom,22-209,1998,3,0,62,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
133,Roberto Firmino\Roberto-Firmino,br BRA,FWMF,Liverpool,29-062,1991,10,10,797,2,2,0,0,1,0,0.23,0.23,0.45,0.23,0.45,4.2,4.2,1.3,0.48,0.15,0.62,0.48,0.62,Matches
134,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,29-101,1991,5,4,360,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.06,0.03,0.09,0.06,0.09,Matches
135,Phil Foden\Phil-Foden,eng ENG,FWDF,Manchester City,20-189,2000,8,4,429,2,1,0,0,0,0,0.42,0.21,0.63,0.42,0.63,1.5,1.5,0.3,0.30,0.06,0.36,0.30,0.36,Matches
136,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Leicester City,19-352,2000,6,6,540,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.07,0.00,0.08,0.07,0.08,Matches
137,Pablo Fornals\Pablo-Fornals,es ESP,MFFW,West Ham,24-285,1996,10,10,825,2,2,0,0,2,0,0.22,0.22,0.44,0.22,0.44,2.5,2.5,0.8,0.27,0.09,0.36,0.27,0.36,Matches
138,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,22-336,1998,1,1,80,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.03,0.31,0.34,0.03,0.34,Matches
139,Ryan Fraser\Ryan-Fraser,sco SCO,MF,Newcastle Utd,26-283,1994,5,1,189,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
140,Fred\Fred,br BRA,MF,Manchester Utd,27-273,1993,8,6,553,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.8,0.03,0.13,0.16,0.03,0.16,Matches
141,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,28-054,1992,3,3,228,0,1,0,0,2,0,0.00,0.39,0.39,0.00,0.39,0.0,0.0,1.1,0.00,0.42,0.42,0.00,0.42,Matches
142,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,34-240,1986,6,5,432,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,Matches
143,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,25-033,1995,9,9,788,0,1,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.5,0.5,1.3,0.06,0.15,0.21,0.06,0.21,Matches
144,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,20-301,2000,6,6,540,1,0,0,0,2,0,0.17,0.00,0.17,0.17,0.17,0.4,0.4,0.2,0.07,0.03,0.10,0.07,0.10,Matches
145,Eric García\Eric-Garcia,es ESP,DF,Manchester City,19-329,2001,3,2,201,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.04,0.04,0.01,0.04,Matches
146,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,30-026,1990,9,9,765,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
147,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,25-214,1995,3,0,37,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.18,0.18,0.00,0.18,Matches
148,Kieran Gibbs\Kieran-Gibbs,eng ENG,DFMF,West Brom,31-068,1989,2,2,134,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
149,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,34-064,1986,5,0,52,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.32,0.00,0.32,0.32,0.32,Matches
150,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,22-323,1998,4,3,330,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
151,André Gomes\Andre-Gomes,pt POR,MF,Everton,27-126,1993,6,5,386,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.02,0.03,0.01,0.03,Matches
152,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,23-194,1997,7,6,590,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
153,Anthony Gordon\Anthony-Gordon,eng ENG,MFFW,Everton,19-283,2001,1,0,33,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
154,Karlan Grant\Karlan-Grant,eng ENG,FW,West Brom,23-076,1997,6,6,463,1,0,0,0,0,0,0.19,0.00,0.19,0.19,0.19,1.4,1.4,0.0,0.27,0.00,0.27,0.27,0.27,Matches
155,Jack Grealish\Jack-Grealish,eng ENG,FW,Aston Villa,25-084,1995,9,9,810,5,5,0,0,2,0,0.56,0.56,1.11,0.56,1.11,2.5,2.5,3.5,0.28,0.38,0.67,0.28,0.67,Matches
156,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,19-063,2001,6,4,321,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.2,0.24,0.05,0.29,0.24,0.29,Matches
157,Pascal Groß\Pascal-Gross,de GER,MF,Brighton,29-171,1991,9,4,435,1,2,1,1,0,0,0.21,0.41,0.62,0.00,0.41,1.1,0.3,0.9,0.22,0.18,0.40,0.07,0.25,Matches
158,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,33-328,1987,10,10,900,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
159,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,30-040,1990,5,3,302,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.04,0.14,0.18,0.04,0.18,Matches
160,Sébastien Haller\Sebastien-Haller,ci CIV,FW,West Ham,26-164,1994,9,3,353,2,0,0,0,0,0,0.51,0.00,0.51,0.51,0.51,1.5,1.5,0.8,0.38,0.21,0.60,0.38,0.60,Matches
161,Rekeem Harper\Rekeem-Harper,eng ENG,MFDF,West Brom,20-270,2000,1,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
162,Jack Harrison\Jack-Harrison,eng ENG,MFDF,Leeds United,24-013,1996,9,9,788,1,3,0,0,0,0,0.11,0.34,0.46,0.11,0.46,1.3,1.3,3.1,0.15,0.35,0.50,0.15,0.50,Matches
163,Kai Havertz\Kai-Havertz,de GER,MFFW,Chelsea,21-175,1999,8,7,558,1,1,0,0,1,0,0.16,0.16,0.32,0.16,0.32,1.0,1.0,0.6,0.16,0.09,0.26,0.16,0.26,Matches
164,Isaac Hayden\Isaac-Hayden,eng ENG,MFDF,Newcastle Utd,25-256,1995,7,6,506,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.01,0.05,0.06,0.01,0.06,Matches
165,Michael Hector\Michael-Hector,jm JAM,DF,Fulham,28-137,1992,3,3,237,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.01,0.05,0.03,0.05,Matches
166,Ahmed Hegazi\Ahmed-Hegazi,eg EGY,DF,West Brom,29-313,1991,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
167,Dean Henderson\Dean-Henderson,eng ENG,GK,Manchester Utd,23-266,1997,1,0,45,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
168,Jordan Henderson\Jordan-Henderson,eng ENG,MF,Liverpool,30-169,1990,7,6,515,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.4,0.13,0.07,0.20,0.13,0.20,Matches
169,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Newcastle Utd,28-307,1992,9,9,760,1,1,0,0,0,0,0.12,0.12,0.24,0.12,0.24,0.4,0.4,0.6,0.05,0.08,0.13,0.05,0.13,Matches
170,Pablo Hernández\Pablo-Hernandez,es ESP,MF,Leeds United,35-236,1985,4,2,155,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.40,0.02,0.42,0.40,0.42,Matches
171,Son Heung-min\Son-Heung-min,kr KOR,FW,Tottenham,28-148,1992,10,10,818,9,2,0,0,0,0,0.99,0.22,1.21,0.99,1.21,3.9,3.9,1.9,0.43,0.21,0.64,0.43,0.64,Matches
172,Ki-Jana Hoever\Ki-Jana-Hoever,nl NED,DF,Wolves,18-320,2002,2,0,31,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.13,0.13,0.00,0.13,Matches
173,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,25-074,1995,7,6,585,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.08,0.00,0.08,0.08,0.08,Matches
174,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,24-042,1996,2,2,171,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
175,Conor Hourihane\Conor-Hourihane,ie IRL,MF,Aston Villa,29-305,1991,4,3,225,1,1,0,0,0,0,0.40,0.40,0.80,0.40,0.80,0.5,0.5,0.8,0.20,0.32,0.52,0.20,0.52,Matches
176,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FW,Chelsea,20-026,2000,5,1,171,1,0,0,0,0,0,0.53,0.00,0.53,0.53,0.53,0.3,0.3,0.2,0.15,0.11,0.26,0.15,0.26,Matches
177,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Tottenham,25-120,1995,10,10,900,0,1,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.0,0.0,0.6,0.00,0.06,0.06,0.00,0.06,Matches
178,Odion Ighalo\Odion-Ighalo,ng NGA,FW,Manchester Utd,31-170,1989,1,0,10,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
179,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FWMF,Leicester City,24-061,1996,4,1,124,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.12,0.39,0.50,0.12,0.50,Matches
180,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,28-133,1992,7,7,624,5,2,1,1,0,0,0.72,0.29,1.01,0.58,0.87,2.7,2.0,0.7,0.39,0.09,0.49,0.29,0.38,Matches
181,Branislav Ivanović\Branislav-Ivanovic,rs SRB,DF,West Brom,36-285,1984,5,5,438,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.11,0.01,0.12,0.11,0.12,Matches
182,Alex Iwobi\Alex-Iwobi,ng NGA,DFFW,Everton,24-214,1996,9,3,344,0,1,0,0,0,0,0.00,0.26,0.26,0.00,0.26,0.0,0.0,0.9,0.01,0.24,0.25,0.01,0.25,Matches
183,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWMF,Brighton,27-114,1993,5,0,57,0,1,0,0,1,0,0.00,1.58,1.58,0.00,1.58,0.2,0.2,0.5,0.28,0.79,1.07,0.28,1.07,Matches
184,Daniel James\Daniel-James,wal WAL,FW,Manchester Utd,23-023,1997,3,3,177,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.15,0.07,0.21,0.15,0.21,Matches
185,Reece James\Reece-James,eng ENG,DF,Chelsea,20-361,1999,9,8,724,1,1,0,0,2,0,0.12,0.12,0.25,0.12,0.25,0.3,0.3,1.0,0.03,0.12,0.15,0.03,0.15,Matches
186,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,23-244,1997,4,4,360,2,1,0,0,1,0,0.50,0.25,0.75,0.50,0.75,1.6,1.6,0.9,0.39,0.24,0.63,0.39,0.63,Matches
187,Raúl Jiménez\Raul-Jimenez,mx MEX,FW,Wolves,29-212,1991,10,10,823,4,0,0,0,0,0,0.44,0.00,0.44,0.44,0.44,2.4,2.4,0.8,0.26,0.08,0.34,0.26,0.34,Matches
188,Joelinton\Joelinton,br BRA,FWMF,Newcastle Utd,24-111,1996,9,5,489,1,1,0,0,2,0,0.18,0.18,0.37,0.18,0.37,1.2,1.2,0.7,0.22,0.12,0.34,0.22,0.34,Matches
189,Ben Johnson\Ben-Johnson,eng ENG,DF,West Ham,20-314,2000,1,0,42,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
190,Sam Johnstone\Sam-Johnstone,eng ENG,GK,West Brom,27-253,1993,10,10,900,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
191,Curtis Jones\Curtis-Jones,eng ENG,MF,Liverpool,19-308,2001,5,2,231,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.07,0.05,0.12,0.07,0.12,Matches
192,Jorginho\Jorginho,it ITA,MF,Chelsea,28-349,1991,7,5,457,3,1,3,4,0,0,0.59,0.20,0.79,0.00,0.20,3.1,0.1,0.9,0.61,0.18,0.79,0.01,0.19,Matches
193,Diogo Jota\Diogo-Jota,pt POR,FW,Liverpool,23-365,1996,8,5,485,5,0,0,0,0,0,0.93,0.00,0.93,0.93,0.93,2.5,2.5,1.2,0.47,0.22,0.68,0.47,0.68,Matches
194,James Justin\James-Justin,eng ENG,DF,Leicester City,22-284,1998,10,10,900,1,0,0,0,2,0,0.10,0.00,0.10,0.10,0.10,0.5,0.5,0.2,0.05,0.02,0.06,0.05,0.06,Matches
195,Aboubakar Kamara\Aboubakar-Kamara,fr FRA,FWDF,Fulham,25-271,1995,5,2,217,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.15,0.08,0.23,0.15,0.23,Matches
196,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,27-128,1993,10,10,893,7,9,2,2,1,0,0.71,0.91,1.61,0.50,1.41,6.0,4.4,3.9,0.60,0.40,1.00,0.45,0.85,Matches
197,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,29-249,1991,10,10,892,0,1,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.1,0.1,0.3,0.01,0.03,0.04,0.01,0.04,Matches
198,Moise Kean\Moise-Kean,it ITA,FW,Everton,20-279,2000,2,0,15,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.21,0.00,0.21,0.21,0.21,Matches
199,Michael Keane\Michael-Keane,eng ENG,DF,Everton,27-327,1993,10,10,900,2,0,0,0,0,0,0.20,0.00,0.20,0.20,0.20,0.8,0.8,0.2,0.08,0.02,0.10,0.08,0.10,Matches
200,Neeskens Kebano\Neeskens-Kebano,cd COD,FWMF,Fulham,28-268,1992,4,1,118,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.23,0.00,0.23,0.23,0.23,Matches
201,Naby Keïta\Naby-Keita,gn GUI,MF,Liverpool,25-297,1995,5,5,295,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.14,0.07,0.21,0.14,0.21,Matches
202,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,23-263,1997,1,1,76,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
203,Max Kilman\Max-Kilman,eng ENG,DF,Wolves,23-194,1997,7,6,553,0,1,0,0,1,0,0.00,0.16,0.16,0.00,0.16,0.3,0.3,0.4,0.04,0.06,0.11,0.04,0.11,Matches
204,Mateusz Klich\Mateusz-Klich,pl POL,MF,Leeds United,30-173,1990,10,10,876,2,3,1,1,3,0,0.21,0.31,0.51,0.10,0.41,1.6,0.8,1.5,0.16,0.16,0.32,0.08,0.24,Matches
205,Robin Koch\Robin-Koch,de GER,DF,Leeds United,24-139,1996,10,10,900,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.07,0.02,0.09,0.07,0.09,Matches
206,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,27-166,1993,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
207,Ezri Konsa\Ezri-Konsa,eng ENG,DF,Aston Villa,23-041,1997,9,9,810,2,0,0,0,0,0,0.22,0.00,0.22,0.22,0.22,0.6,0.6,0.0,0.06,0.00,0.06,0.06,0.06,Matches
208,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,DFMF,Crystal Palace,30-348,1989,10,10,900,1,0,0,0,0,0,0.10,0.00,0.10,0.10,0.10,0.7,0.7,0.1,0.07,0.01,0.09,0.07,0.09,Matches
209,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,26-211,1994,6,5,381,0,1,0,0,0,0,0.00,0.24,0.24,0.00,0.24,0.2,0.2,0.6,0.04,0.15,0.18,0.04,0.18,Matches
210,Emil Krafth\Emil-Krafth,se SWE,DF,Newcastle Utd,26-123,1994,2,2,180,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.04,0.04,0.00,0.04,Matches
211,Filip Krovinović\Filip-Krovinovic,hr CRO,MF,West Brom,25-096,1995,7,4,382,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.04,0.05,0.09,0.04,0.09,Matches
212,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,29-189,1991,8,6,495,3,0,0,0,1,0,0.55,0.00,0.55,0.55,0.55,2.2,2.2,0.4,0.41,0.08,0.48,0.41,0.48,Matches
213,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Brighton,32-207,1988,10,7,526,0,1,0,0,0,0,0.00,0.17,0.17,0.00,0.17,0.5,0.5,1.8,0.08,0.31,0.40,0.08,0.40,Matches
214,Érik Lamela\Erik-Lamela,ar ARG,FW,Tottenham,28-274,1992,5,2,190,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.31,0.02,0.33,0.31,0.33,Matches
215,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Brighton,20-064,2000,9,9,719,1,1,0,0,4,1,0.13,0.13,0.25,0.13,0.25,0.6,0.6,1.0,0.07,0.13,0.20,0.07,0.20,Matches
216,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,27-292,1993,4,0,51,1,0,0,0,1,0,1.76,0.00,1.76,1.76,1.76,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches
217,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,26-190,1994,4,4,360,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.04,0.06,0.10,0.04,0.10,Matches
218,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,27-022,1993,8,8,672,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.03,0.00,0.03,0.03,0.03,Matches
219,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,31-053,1989,2,1,123,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
220,Mario Lemina\Mario-Lemina,ga GAB,MF,Fulham,27-093,1993,6,3,236,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Matches
221,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,28-274,1992,10,10,900,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
222,Jamal Lewis\Jamal-Lewis,nir NIR,DF,Newcastle Utd,22-313,1998,10,9,832,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.9,0.00,0.10,0.10,0.00,0.10,Matches
223,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,26-139,1994,8,8,720,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
224,Jake Livermore\Jake-Livermore,eng ENG,MF,West Brom,31-019,1989,8,8,655,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.03,0.03,0.05,0.03,0.05,Matches
225,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,33-343,1986,10,10,900,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
226,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MF,Tottenham,24-238,1996,7,1,239,1,0,0,0,1,0,0.38,0.00,0.38,0.38,0.38,0.8,0.8,0.5,0.32,0.18,0.50,0.32,0.50,Matches
227,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,FWMF,Fulham,24-315,1996,5,3,270,1,0,0,0,1,0,0.33,0.00,0.33,0.33,0.33,0.3,0.3,0.1,0.11,0.02,0.13,0.11,0.13,Matches
