,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
226,Reda Khadra\Reda-Khadra,de GER,FW,Brighton,19-216,2001,1,0,5,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
227,Max Kilman\Max-Kilman,eng ENG,DF,Wolves,23-258,1997,13,11,1030,11.4,0,1,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.4,0.4,0.5,0.03,0.05,0.08,0.03,0.08,Matches
228,Joshua King\Joshua-King,no NOR,FW,Everton,29-021,1992,1,0,4,0.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
229,Mateusz Klich\Mateusz-Klich,pl POL,MF,Leeds United,30-237,1990,21,19,1664,18.5,3,5,2,2,5,0,0.16,0.27,0.43,0.05,0.32,2.8,1.2,3.1,0.15,0.17,0.31,0.07,0.23,Matches
230,Robin Koch\Robin-Koch,de GER,DF,Leeds United,24-203,1996,11,11,908,10.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.07,0.02,0.08,0.07,0.08,Matches
231,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,27-230,1993,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
232,Ezri Konsa\Ezri-Konsa,eng ENG,DF,Aston Villa,23-105,1997,18,17,1576,17.5,2,0,0,0,1,0,0.11,0.00,0.11,0.11,0.11,0.7,0.7,0.0,0.04,0.00,0.04,0.04,0.04,Matches
233,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,DF,Crystal Palace,31-046,1989,21,20,1773,19.7,1,0,0,0,0,0,0.05,0.00,0.05,0.05,0.05,0.8,0.8,0.1,0.04,0.01,0.04,0.04,0.04,Matches
234,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,26-275,1994,17,13,1085,12.1,0,1,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.6,0.6,1.0,0.05,0.09,0.14,0.05,0.14,Matches
235,Emil Krafth\Emil-Krafth,se SWE,DF,Newcastle Utd,26-187,1994,5,4,378,4.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.02,0.02,0.00,0.02,Matches
236,Filip Krovinović\Filip-Krovinovic,hr CRO,MF,West Brom,25-160,1995,11,5,546,6.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.04,0.05,0.09,0.04,0.09,Matches
237,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,29-253,1991,19,15,1257,14.0,8,2,1,1,2,0,0.57,0.14,0.72,0.50,0.64,6.0,5.3,1.6,0.43,0.12,0.55,0.38,0.50,Matches
238,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Brighton,32-271,1988,16,10,804,8.9,0,1,0,0,0,0,0.00,0.11,0.11,0.00,0.11,0.5,0.5,2.1,0.06,0.23,0.29,0.06,0.29,Matches
239,Érik Lamela\Erik-Lamela,ar ARG,FWMF,Tottenham,28-338,1992,10,2,297,3.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.22,0.04,0.26,0.22,0.26,Matches
240,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Brighton,20-128,2000,11,11,886,9.8,1,1,0,0,4,1,0.10,0.10,0.20,0.10,0.20,0.6,0.6,1.1,0.06,0.11,0.17,0.06,0.17,Matches
241,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,27-356,1993,11,2,317,3.5,1,1,0,0,1,0,0.28,0.28,0.57,0.28,0.57,1.1,1.1,0.4,0.31,0.12,0.43,0.31,0.43,Matches
242,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,26-254,1994,7,6,579,6.4,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.05,0.04,0.09,0.05,0.09,Matches
243,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,27-086,1993,12,12,995,11.1,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.05,0.00,0.05,0.05,0.05,Matches
244,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,31-117,1989,2,1,123,1.4,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
245,Mario Lemina\Mario-Lemina,ga GAB,MF,Fulham,27-157,1993,14,6,610,6.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.01,0.06,0.08,0.01,0.08,Matches
246,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,28-338,1992,22,22,1961,21.8,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
247,Jamal Lewis\Jamal-Lewis,nir NIR,DF,Newcastle Utd,23-011,1998,19,16,1470,16.3,0,1,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,1.5,0.01,0.09,0.10,0.01,0.10,Matches
248,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,26-203,1994,16,16,1415,15.7,1,1,0,0,0,0,0.06,0.06,0.13,0.06,0.13,0.6,0.6,0.5,0.04,0.03,0.07,0.04,0.07,Matches
249,Jesse Lingard\Jesse-Lingard,eng ENG,MF,West Ham,28-052,1992,1,1,89,1.0,2,0,0,0,0,0,2.02,0.00,2.02,2.02,2.02,0.3,0.3,0.1,0.30,0.11,0.41,0.30,0.41,Matches
250,Jake Livermore\Jake-Livermore,eng ENG,MF,West Brom,31-083,1989,15,15,1200,13.3,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.02,0.02,0.04,0.02,0.04,Matches
251,Diego Llorente\Diego-Llorente,es ESP,DF,Leeds United,27-173,1993,2,1,91,1.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
252,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,34-041,1986,21,21,1890,21.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
253,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MFFW,Tottenham,24-302,1996,11,4,439,4.9,1,1,0,0,3,0,0.21,0.21,0.41,0.21,0.41,0.8,0.8,1.0,0.17,0.21,0.38,0.17,0.38,Matches
254,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,FW,Chelsea,25-013,1996,1,1,60,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
255,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,FWMF,Fulham,25-013,1996,15,12,1034,11.5,1,0,0,0,1,0,0.09,0.00,0.09,0.09,0.09,1.7,1.7,1.0,0.15,0.09,0.24,0.15,0.24,Matches
256,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,30-171,1990,6,6,540,6.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
257,Shane Long\Shane-Long,ie IRL,FWMF,Southampton,34-014,1987,11,1,210,2.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
258,Matthew Longstaff\Matthew-Longstaff,eng ENG,MF,Newcastle Utd,20-321,2000,5,4,377,4.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.02,0.02,0.00,0.02,Matches
259,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,23-098,1997,12,9,826,9.2,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.07,0.03,0.09,0.07,0.09,Matches
260,Ademola Lookman\Ademola-Lookman,eng ENG,FW,Fulham,23-108,1997,18,16,1481,16.5,3,3,0,1,3,0,0.18,0.18,0.36,0.18,0.36,3.7,2.9,2.4,0.22,0.15,0.37,0.18,0.32,Matches
261,Max Lowe\Max-Lowe,eng ENG,DF,Sheffield Utd,23-270,1997,7,6,460,5.1,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.01,0.04,0.05,0.01,0.05,Matches
262,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,31-241,1989,17,17,1530,17.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.01,0.02,0.03,0.01,0.03,Matches
263,David Luiz\David-Luiz,br BRA,DF,Arsenal,33-289,1987,13,11,885,9.8,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.07,0.00,0.08,0.07,0.08,Matches
264,Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,22-272,1998,19,19,1659,18.4,0,2,0,0,5,1,0.00,0.11,0.11,0.00,0.11,1.1,1.1,1.0,0.06,0.05,0.11,0.06,0.11,Matches
265,John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,26-353,1994,17,14,1218,13.5,0,2,0,1,5,1,0.00,0.15,0.15,0.00,0.15,2.0,1.2,1.2,0.15,0.09,0.24,0.09,0.18,Matches
266,Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,MFFW,Brighton,22-043,1998,9,5,454,5.0,1,1,0,0,1,0,0.20,0.20,0.40,0.20,0.40,0.4,0.4,1.7,0.09,0.33,0.42,0.09,0.42,Matches
267,James Maddison\James-Maddison,eng ENG,MFFW,Leicester City,24-074,1996,20,15,1385,15.4,6,5,0,0,3,0,0.39,0.32,0.71,0.39,0.71,2.7,2.7,3.3,0.17,0.22,0.39,0.17,0.39,Matches
268,Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,27-337,1993,22,22,1980,22.0,2,0,0,0,6,0,0.09,0.00,0.09,0.09,0.09,1.5,1.5,0.1,0.07,0.01,0.07,0.07,0.07,Matches
269,Riyad Mahrez\Riyad-Mahrez,dz ALG,FW,Manchester City,29-350,1991,15,12,1035,11.5,5,2,0,0,0,0,0.43,0.17,0.61,0.43,0.61,2.7,2.7,4.4,0.24,0.38,0.62,0.24,0.62,Matches
270,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,23-160,1997,11,5,490,5.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.04,0.06,0.02,0.06,Matches
271,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,28-301,1992,19,18,1600,17.8,7,3,0,0,2,0,0.39,0.17,0.56,0.39,0.56,9.0,9.0,3.4,0.51,0.19,0.70,0.51,0.70,Matches
272,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,26-276,1994,9,8,696,7.7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.03,0.03,0.00,0.03,Matches
273,Fernando Marçal\Fernando-Marcal,br BRA,DF,Wolves,31-352,1989,10,7,571,6.3,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.02,0.03,0.01,0.03,Matches
274,Solly March\Solly-March,eng ENG,DF,Brighton,26-200,1994,21,19,1672,18.6,2,1,0,0,0,0,0.11,0.05,0.16,0.11,0.16,1.7,1.7,1.7,0.09,0.09,0.18,0.09,0.18,Matches
275,Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,27-158,1993,3,3,270,3.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
276,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,25-062,1995,18,14,1247,13.9,4,3,0,0,0,1,0.29,0.22,0.51,0.29,0.51,5.8,5.8,2.0,0.42,0.14,0.56,0.42,0.56,Matches
277,Martinelli\Martinelli,br BRA,FW,Arsenal,19-232,2001,5,3,209,2.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.32,0.01,0.33,0.32,0.33,Matches
278,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Aston Villa,28-156,1992,20,20,1800,20.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.01,0.01,0.00,0.01,Matches
279,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,27-090,1993,10,10,850,9.4,0,1,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.3,0.3,1.6,0.03,0.17,0.20,0.03,0.20,Matches
280,Juan Mata\Juan-Mata,es ESP,FW,Manchester Utd,32-283,1988,6,4,335,3.7,0,2,0,0,0,0,0.00,0.54,0.54,0.00,0.54,0.3,0.3,0.8,0.09,0.23,0.32,0.09,0.32,Matches
281,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,32-188,1988,12,8,732,8.1,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.01,0.04,0.05,0.01,0.05,Matches
282,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,29-181,1991,10,9,691,7.7,1,2,0,0,2,0,0.13,0.26,0.39,0.13,0.39,0.6,0.6,1.0,0.08,0.14,0.22,0.08,0.22,Matches
283,Neal Maupay\Neal-Maupay,fr FRA,FWMF,Brighton,24-175,1996,20,17,1472,16.4,7,1,3,4,1,0,0.43,0.06,0.49,0.24,0.31,9.4,6.3,1.5,0.57,0.09,0.67,0.39,0.48,Matches
284,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,33-121,1987,18,17,1466,16.3,0,2,0,0,3,0,0.00,0.12,0.12,0.00,0.12,0.2,0.2,0.9,0.01,0.05,0.07,0.01,0.07,Matches
285,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,24-246,1996,15,8,883,9.8,1,0,0,0,1,0,0.10,0.00,0.10,0.10,0.10,2.8,2.8,0.7,0.29,0.07,0.36,0.29,0.36,Matches
286,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,31-064,1989,20,20,1800,20.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
287,James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,30-085,1990,8,6,467,5.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
288,John McGinn\John-McGinn,sco SCO,MF,Aston Villa,26-110,1994,19,19,1710,19.0,1,4,0,0,5,0,0.05,0.21,0.26,0.05,0.26,1.1,1.1,1.9,0.06,0.10,0.16,0.06,0.16,Matches
289,David McGoldrick\David-McGoldrick,ie IRL,FWMF,Sheffield Utd,33-068,1987,20,15,1302,14.5,5,1,0,0,3,0,0.35,0.07,0.41,0.35,0.41,3.1,3.1,1.0,0.21,0.07,0.28,0.21,0.28,Matches
290,Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,21-075,1999,19,17,1597,17.7,1,2,0,0,1,0,0.06,0.11,0.17,0.06,0.17,0.5,0.5,2.3,0.03,0.13,0.16,0.03,0.16,Matches
291,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,24-059,1996,19,13,1144,12.7,3,1,0,0,0,0,0.24,0.08,0.31,0.24,0.31,0.9,0.9,0.8,0.07,0.06,0.13,0.07,0.13,Matches
292,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,31-135,1989,15,15,1350,15.0,2,0,0,0,0,0,0.13,0.00,0.13,0.13,0.13,0.9,0.9,0.0,0.06,0.00,0.06,0.06,0.06,Matches
293,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,26-203,1994,6,6,504,5.6,1,0,0,0,2,0,0.18,0.00,0.18,0.18,0.18,0.1,0.1,0.0,0.02,0.00,0.03,0.02,0.03,Matches
294,Edouard Mendy\Edouard-Mendy,sn SEN,GK,Chelsea,28-341,1992,18,18,1620,18.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
295,Nampalys Mendy\Nampalys-Mendy,fr FRA,MF,Leicester City,28-227,1992,17,14,1274,14.2,0,1,0,0,5,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.3,0.00,0.02,0.03,0.00,0.03,Matches
296,Illan Meslier\Illan-Meslier,fr FRA,GK,Leeds United,20-340,2000,20,20,1800,20.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
297,Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,29-304,1991,18,14,1223,13.6,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,0.04,0.04,0.08,0.04,0.08,Matches
298,James Milner\James-Milner,eng ENG,MFDF,Liverpool,35-032,1986,14,6,586,6.5,0,1,0,0,1,0,0.00,0.15,0.15,0.00,0.15,0.1,0.1,1.1,0.01,0.17,0.18,0.01,0.18,Matches
299,Yerry Mina\Yerry-Mina,co COL,DF,Everton,26-135,1994,18,18,1620,18.0,2,0,0,0,1,0,0.11,0.00,0.11,0.11,0.11,1.0,1.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
300,Takumi Minamino\Takumi-Minamino,jp JPN,MFFW,Liverpool,26-020,1995,9,2,293,3.3,1,0,0,0,0,0,0.31,0.00,0.31,0.31,0.31,0.7,0.7,0.0,0.20,0.00,0.20,0.20,0.20,Matches
301,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Aston Villa,27-329,1993,19,19,1664,18.5,2,1,0,0,5,1,0.11,0.05,0.16,0.11,0.16,1.2,1.2,0.2,0.06,0.01,0.08,0.06,0.08,Matches
302,Tyrick Mitchell\Tyrick-Mitchell,eng ENG,DF,Crystal Palace,21-157,1999,11,11,990,11.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.01,0.03,0.04,0.01,0.04,Matches
303,Aleksandar Mitrović\Aleksandar-Mitrovic,rs SRB,FW,Fulham,26-142,1994,17,10,993,11.0,2,3,1,2,2,0,0.18,0.27,0.45,0.09,0.36,4.9,3.4,2.3,0.45,0.21,0.66,0.31,0.52,Matches
304,Jayson Molumby\Jayson-Molumby,ie IRL,MF,Brighton,21-183,1999,1,0,1,0.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
305,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,37-015,1984,3,0,18,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
306,Mason Mount\Mason-Mount,eng ENG,MFFW,Chelsea,22-026,1999,21,19,1708,19.0,2,3,0,0,2,0,0.11,0.16,0.26,0.11,0.26,2.9,2.9,4.0,0.15,0.21,0.36,0.15,0.36,Matches
307,Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,28-176,1992,16,4,519,5.8,1,0,0,0,0,0,0.17,0.00,0.17,0.17,0.17,0.9,0.9,0.2,0.16,0.04,0.20,0.16,0.20,Matches
308,Lys Mousset\Lys-Mousset,fr FRA,FW,Sheffield Utd,24-363,1996,6,2,203,2.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.28,0.14,0.42,0.28,0.42,Matches
309,João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,34-150,1986,20,16,1400,15.6,1,0,0,0,5,1,0.06,0.00,0.06,0.06,0.06,0.2,0.2,1.5,0.01,0.09,0.11,0.01,0.11,Matches
310,Joel Mumbongo\Joel-Mumbongo,se SWE,FW,Burnley,22-027,1999,2,0,29,0.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
311,Jacob Murphy\Jacob-Murphy,eng ENG,DFMF,Newcastle Utd,25-347,1995,13,8,741,8.2,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,0.5,0.5,0.6,0.06,0.07,0.13,0.06,0.13,Matches
312,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,28-294,1992,3,0,47,0.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
313,Marvelous Nakamba\Marvelous-Nakamba,zw ZIM,MF,Aston Villa,27-017,1994,6,2,197,2.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.02,0.03,0.02,0.03,Matches
314,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MFDF,Leicester City,24-051,1996,11,10,862,9.6,1,0,0,0,2,0,0.10,0.00,0.10,0.10,0.10,0.3,0.3,0.1,0.03,0.01,0.03,0.03,0.03,Matches
315,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Tottenham,24-039,1996,19,17,1204,13.4,3,1,0,0,2,0,0.22,0.07,0.30,0.22,0.30,1.0,1.0,1.7,0.08,0.13,0.20,0.08,0.20,Matches
316,Reiss Nelson\Reiss-Nelson,eng ENG,FW,Arsenal,21-057,1999,2,0,71,0.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
317,Pedro Neto\Pedro-Neto,pt POR,FWMF,Wolves,20-333,2000,22,21,1803,20.0,4,4,0,0,1,0,0.20,0.20,0.40,0.20,0.40,2.7,2.7,4.1,0.14,0.20,0.34,0.14,0.34,Matches
318,Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,23-329,1997,21,17,1465,16.3,3,0,2,2,4,0,0.18,0.00,0.18,0.06,0.06,3.2,1.7,0.8,0.20,0.05,0.25,0.10,0.15,Matches
319,Eddie Nketiah\Eddie-Nketiah,eng ENG,FW,Arsenal,21-251,1999,14,3,327,3.6,1,1,0,0,0,0,0.28,0.28,0.55,0.28,0.55,1.2,1.2,0.6,0.32,0.16,0.48,0.32,0.48,Matches
320,Niels Nkounkou\Niels-Nkounkou,fr FRA,DF,Everton,20-096,2000,1,1,68,0.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
321,Dan Nlundulu\Dan-Nlundulu,eng ENG,FWMF,Southampton,22-000,1999,8,0,81,0.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.10,0.03,0.13,0.10,0.13,Matches
322,Mark Noble\Mark-Noble,eng ENG,MF,West Ham,33-273,1987,11,3,250,2.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.03,0.03,0.00,0.03,Matches
323,Oliver Norwood\Oliver-Norwood,nir NIR,MF,Sheffield Utd,29-299,1991,16,11,947,10.5,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.02,0.07,0.08,0.02,0.08,Matches
324,Jack O'Connell\Jack-OConnell,eng ENG,DF,Sheffield Utd,26-313,1994,2,2,180,2.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
325,Dara O'Shea\Dara-OShea,ie IRL,DF,West Brom,21-338,1999,17,16,1384,15.4,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.01,0.00,0.02,0.01,0.02,Matches
326,Michael Obafemi\Michael-Obafemi,ie IRL,FW,Southampton,20-214,2000,1,0,14,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
327,Denis Odoi\Denis-Odoi,be BEL,DF,Fulham,32-254,1988,3,3,270,3.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05,Matches
328,Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,32-258,1988,22,22,1952,21.7,2,0,0,0,3,0,0.09,0.00,0.09,0.09,0.09,1.0,1.0,1.0,0.04,0.05,0.09,0.04,0.09,Matches
329,Robin Olsen\Robin-Olsen,se SWE,GK,Everton,31-028,1990,3,3,270,3.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
330,Josh Onomah\Josh-Onomah,eng ENG,MF,Fulham,23-284,1997,4,2,144,1.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
331,Divock Origi\Divock-Origi,be BEL,FW,Liverpool,25-293,1995,8,2,182,2.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,0.45,0.11,0.56,0.45,0.56,Matches
332,Ben Osborn\Ben-Osborn,eng ENG,MFDF,Sheffield Utd,26-184,1994,12,8,768,8.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.1,0.03,0.13,0.16,0.03,0.16,Matches
333,Owen Otasowie\Owen-Otasowie,us USA,MF,Wolves,19-291,2001,4,1,116,1.3,0,1,0,0,1,0,0.00,0.78,0.78,0.00,0.78,0.4,0.4,0.1,0.33,0.11,0.44,0.33,0.44,Matches
334,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,27-174,1993,6,2,174,1.9,0,1,0,0,0,0,0.00,0.52,0.52,0.00,0.52,0.1,0.1,0.2,0.07,0.12,0.19,0.07,0.19,Matches
335,Emerson Palmieri\Emerson-Palmieri,it ITA,DF,Chelsea,26-186,1994,2,0,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
336,Thomas Partey\Thomas-Partey,gh GHA,MF,Arsenal,27-237,1993,10,8,606,6.7,0,1,0,0,2,0,0.00,0.15,0.15,0.00,0.15,0.6,0.6,0.4,0.09,0.07,0.15,0.09,0.15,Matches
337,Rui Patrício\Rui-Patricio,pt POR,GK,Wolves,32-356,1988,22,22,1980,22.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
338,Bailey Peacock-Farrell\Bailey-Peacock-Farrell,nir NIR,GK,Burnley,24-099,1996,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
