,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
116,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,23-017,1997,2,2,180,1,0,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0.3,0.3,0.1,0.13,0.05,0.19,0.13,0.19,Matches
117,Ederson\Ederson,br BRA,GK,Manchester City,27-080,1993,6,6,540,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
118,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,22-262,1998,4,1,116,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.11,0.00,0.11,0.11,0.11,Matches
119,John Egan\John-Egan,ie IRL,DFMF,Sheffield Utd,28-016,1992,6,6,461,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
120,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,33-057,1987,2,0,35,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.08,0.08,0.00,0.08,Matches
121,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,28-117,1992,4,4,360,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.07,0.01,0.07,0.07,0.07,Matches
122,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,32-307,1988,4,4,349,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
123,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,22-129,1998,6,2,231,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.18,0.03,0.22,0.18,0.22,Matches
124,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,35-201,1985,7,7,630,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
125,Fabinho\Fabinho,br BRA,MFDF,Liverpool,27-013,1993,6,5,482,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.03,0.04,0.01,0.04,Matches
126,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,26-058,1994,6,6,479,3,2,2,3,1,0,0.56,0.38,0.94,0.19,0.56,2.9,0.7,1.1,0.55,0.20,0.75,0.12,0.32,Matches
127,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,31-258,1989,7,7,630,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
128,Fernandinho\Fernandinho,br BRA,MF,Manchester City,35-185,1985,4,2,156,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.15,0.00,0.15,0.15,0.15,Matches
129,Sam Field\Sam-Field,eng ENG,MF,West Brom,22-181,1998,3,0,62,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
130,Roberto Firmino\Roberto-Firmino,br BRA,FWMF,Liverpool,29-034,1991,7,7,559,1,2,0,0,1,0,0.16,0.32,0.48,0.16,0.48,2.2,2.2,1.2,0.36,0.20,0.55,0.36,0.55,Matches
131,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,29-073,1991,3,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.04,0.06,0.01,0.06,Matches
132,Phil Foden\Phil-Foden,eng ENG,FWDF,Manchester City,20-161,2000,6,4,386,2,0,0,0,0,0,0.47,0.00,0.47,0.47,0.47,1.5,1.5,0.1,0.35,0.02,0.37,0.35,0.37,Matches
133,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Leicester City,19-324,2000,3,3,270,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
134,Pablo Fornals\Pablo-Fornals,es ESP,MFFW,West Ham,24-257,1996,7,7,589,2,2,0,0,1,0,0.31,0.31,0.61,0.31,0.61,2.4,2.4,0.7,0.37,0.10,0.48,0.37,0.48,Matches
135,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,22-308,1998,1,1,80,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.03,0.31,0.34,0.03,0.34,Matches
136,Ryan Fraser\Ryan-Fraser,sco SCO,MF,Newcastle Utd,26-255,1994,5,1,189,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
137,Fred\Fred,br BRA,MF,Manchester Utd,27-245,1993,5,3,290,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.05,0.02,0.06,0.05,0.06,Matches
138,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,28-026,1992,3,3,228,0,1,0,0,2,0,0.00,0.39,0.39,0.00,0.39,0.0,0.0,1.1,0.00,0.42,0.42,0.00,0.42,Matches
139,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,34-212,1986,3,2,191,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
140,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,25-005,1995,6,6,518,0,1,0,0,1,0,0.00,0.17,0.17,0.00,0.17,0.2,0.2,0.8,0.04,0.13,0.17,0.04,0.17,Matches
141,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,20-273,2000,3,3,270,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.01,0.02,0.02,0.02,Matches
142,Eric García\Eric-Garcia,es ESP,DF,Manchester City,19-301,2001,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
143,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,29-364,1990,6,6,540,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
144,Kieran Gibbs\Kieran-Gibbs,eng ENG,DFMF,West Brom,31-040,1989,2,2,134,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
145,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,34-036,1986,2,0,32,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
146,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,22-295,1998,2,1,150,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
147,André Gomes\Andre-Gomes,pt POR,MF,Everton,27-098,1993,5,5,362,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.02,0.03,0.01,0.03,Matches
148,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,23-166,1997,6,5,500,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
149,Anthony Gordon\Anthony-Gordon,eng ENG,MFFW,Everton,19-255,2001,1,0,33,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
150,Karlan Grant\Karlan-Grant,eng ENG,FW,West Brom,23-048,1997,3,3,245,1,0,0,0,0,0,0.37,0.00,0.37,0.37,0.37,0.7,0.7,0.0,0.26,0.00,0.26,0.26,0.26,Matches
151,Jack Grealish\Jack-Grealish,eng ENG,FW,Aston Villa,25-056,1995,6,6,540,4,4,0,0,1,0,0.67,0.67,1.33,0.67,1.33,1.9,1.9,2.6,0.32,0.43,0.75,0.32,0.75,Matches
152,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,19-035,2001,5,3,276,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.16,0.06,0.22,0.16,0.22,Matches
153,Pascal Groß\Pascal-Gross,de GER,MFFW,Brighton,29-143,1991,6,1,166,0,1,0,0,0,0,0.00,0.54,0.54,0.00,0.54,0.0,0.0,0.4,0.02,0.24,0.25,0.02,0.25,Matches
154,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,33-300,1987,7,7,630,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
155,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,30-012,1990,3,1,122,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.09,0.14,0.23,0.09,0.23,Matches
156,Sébastien Haller\Sebastien-Haller,fr FRA,FW,West Ham,26-136,1994,6,1,128,1,0,0,0,0,0,0.70,0.00,0.70,0.70,0.70,0.3,0.3,0.4,0.24,0.30,0.54,0.24,0.54,Matches
157,Rekeem Harper\Rekeem-Harper,eng ENG,MFDF,West Brom,20-242,2000,1,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
158,Jack Harrison\Jack-Harrison,eng ENG,MFDF,Leeds United,23-351,1996,6,6,531,1,2,0,0,0,0,0.17,0.34,0.51,0.17,0.51,0.5,0.5,2.6,0.08,0.44,0.53,0.08,0.53,Matches
159,Kai Havertz\Kai-Havertz,de GER,MFFW,Chelsea,21-147,1999,7,7,550,1,1,0,0,1,0,0.16,0.16,0.33,0.16,0.33,1.0,1.0,0.6,0.17,0.09,0.26,0.17,0.26,Matches
160,Isaac Hayden\Isaac-Hayden,eng ENG,MFDF,Newcastle Utd,25-228,1995,6,5,416,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
161,Michael Hector\Michael-Hector,jm JAM,DF,Fulham,28-109,1992,3,3,237,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.01,0.05,0.03,0.05,Matches
162,Ahmed Hegazi\Ahmed-Hegazi,eg EGY,DF,West Brom,29-285,1991,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
163,Jordan Henderson\Jordan-Henderson,eng ENG,MF,Liverpool,30-141,1990,5,5,380,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.4,0.18,0.10,0.27,0.18,0.27,Matches
164,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Newcastle Utd,28-279,1992,7,7,610,1,1,0,0,0,0,0.15,0.15,0.30,0.15,0.30,0.4,0.4,0.6,0.07,0.09,0.16,0.07,0.16,Matches
165,Pablo Hernández\Pablo-Hernandez,es ESP,MF,Leeds United,35-208,1985,4,2,155,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.40,0.02,0.42,0.40,0.42,Matches
166,Son Heung-min\Son-Heung-min,kr KOR,FW,Tottenham,28-120,1992,7,7,549,8,2,0,0,0,0,1.31,0.33,1.64,1.31,1.64,3.0,3.0,1.8,0.49,0.30,0.79,0.49,0.79,Matches
167,Ki-Jana Hoever\Ki-Jana-Hoever,nl NED,DF,Wolves,18-292,2002,2,0,31,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.13,0.13,0.00,0.13,Matches
168,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,25-046,1995,4,4,360,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
169,Conor Hourihane\Conor-Hourihane,ie IRL,MF,Aston Villa,29-277,1991,2,2,136,1,1,0,0,0,0,0.66,0.66,1.32,0.66,1.32,0.4,0.4,0.8,0.23,0.53,0.76,0.23,0.76,Matches
170,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FW,Chelsea,19-364,2000,4,1,156,1,0,0,0,0,0,0.58,0.00,0.58,0.58,0.58,0.3,0.3,0.2,0.15,0.12,0.27,0.15,0.27,Matches
171,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Tottenham,25-092,1995,7,7,630,0,1,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0.0,0.0,0.6,0.01,0.08,0.09,0.01,0.09,Matches
172,Odion Ighalo\Odion-Ighalo,ng NGA,FW,Manchester Utd,31-142,1989,1,0,10,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
173,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FW,Leicester City,24-033,1996,3,1,103,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.06,0.46,0.52,0.06,0.52,Matches
174,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,28-105,1992,7,7,624,5,2,1,1,0,0,0.72,0.29,1.01,0.58,0.87,2.7,2.0,0.7,0.39,0.09,0.49,0.28,0.38,Matches
175,Branislav Ivanović\Branislav-Ivanovic,rs SRB,DF,West Brom,36-257,1984,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.15,0.01,0.16,0.15,0.16,Matches
176,Alex Iwobi\Alex-Iwobi,ng NGA,FWMF,Everton,24-186,1996,6,1,163,0,1,0,0,0,0,0.00,0.55,0.55,0.00,0.55,0.0,0.0,0.6,0.03,0.32,0.35,0.03,0.35,Matches
177,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWMF,Brighton,27-086,1993,3,0,29,0,1,0,0,1,0,0.00,3.10,3.10,0.00,3.10,0.1,0.1,0.5,0.45,1.55,1.99,0.45,1.99,Matches
178,Daniel James\Daniel-James,wal WAL,FW,Manchester Utd,22-361,1997,3,3,177,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.15,0.07,0.21,0.15,0.21,Matches
179,Reece James\Reece-James,eng ENG,DF,Chelsea,20-333,1999,6,5,454,1,1,0,0,1,0,0.20,0.20,0.40,0.20,0.40,0.1,0.1,0.7,0.03,0.14,0.16,0.03,0.16,Matches
180,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,23-216,1997,1,1,90,1,0,0,0,1,0,1.00,0.00,1.00,1.00,1.00,0.3,0.3,0.3,0.26,0.33,0.58,0.26,0.58,Matches
181,Raúl Jiménez\Raul-Jimenez,mx MEX,FWMF,Wolves,29-184,1991,7,7,629,4,0,0,0,0,0,0.57,0.00,0.57,0.57,0.57,2.2,2.2,0.7,0.31,0.10,0.41,0.31,0.41,Matches
182,Joelinton\Joelinton,br BRA,FWMF,Newcastle Utd,24-083,1996,6,3,298,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.02,0.03,0.05,0.02,0.05,Matches
183,Ben Johnson\Ben-Johnson,eng ENG,DF,West Ham,20-286,2000,1,0,42,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
184,Sam Johnstone\Sam-Johnstone,eng ENG,GK,West Brom,27-225,1993,7,7,630,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
185,Curtis Jones\Curtis-Jones,eng ENG,MF,Liverpool,19-280,2001,3,1,124,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05,Matches
186,Jorginho\Jorginho,it ITA,MF,Chelsea,28-321,1991,6,5,437,3,1,3,4,0,0,0.62,0.21,0.82,0.00,0.21,3.1,0.1,0.9,0.64,0.18,0.82,0.01,0.20,Matches
187,Diogo Jota\Diogo-Jota,pt POR,FW,Liverpool,23-337,1996,5,2,217,3,0,0,0,0,0,1.24,0.00,1.24,1.24,1.24,1.4,1.4,0.2,0.59,0.08,0.67,0.59,0.67,Matches
188,James Justin\James-Justin,eng ENG,DF,Leicester City,22-256,1998,7,7,630,1,0,0,0,1,0,0.14,0.00,0.14,0.14,0.14,0.4,0.4,0.0,0.06,0.01,0.07,0.06,0.07,Matches
189,Aboubakar Kamara\Aboubakar-Kamara,fr FRA,FWDF,Fulham,25-243,1995,5,2,217,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.15,0.08,0.23,0.15,0.23,Matches
190,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,27-100,1993,7,7,623,6,8,2,2,0,0,0.87,1.16,2.02,0.58,1.73,5.3,3.8,3.4,0.77,0.49,1.26,0.55,1.04,Matches
191,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,29-221,1991,7,7,622,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.02,0.01,0.03,0.02,0.03,Matches
192,Moise Kean\Moise-Kean,it ITA,FW,Everton,20-251,2000,2,0,15,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.21,0.00,0.21,0.21,0.21,Matches
193,Michael Keane\Michael-Keane,eng ENG,DF,Everton,27-299,1993,7,7,630,2,0,0,0,0,0,0.29,0.00,0.29,0.29,0.29,0.7,0.7,0.2,0.11,0.03,0.14,0.11,0.14,Matches
194,Neeskens Kebano\Neeskens-Kebano,cd COD,FWMF,Fulham,28-240,1992,4,1,118,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.23,0.00,0.23,0.23,0.23,Matches
195,Naby Keïta\Naby-Keita,gn GUI,MF,Liverpool,25-269,1995,4,4,243,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.14,0.03,0.17,0.14,0.17,Matches
196,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,23-235,1997,1,1,76,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
197,Max Kilman\Max-Kilman,eng ENG,DF,Wolves,23-166,1997,4,4,360,0,1,0,0,0,0,0.00,0.25,0.25,0.00,0.25,0.0,0.0,0.4,0.00,0.09,0.09,0.00,0.09,Matches
198,Mateusz Klich\Mateusz-Klich,pl POL,MF,Leeds United,30-145,1990,7,7,606,2,2,1,1,2,0,0.30,0.30,0.59,0.15,0.45,1.0,0.3,0.7,0.15,0.11,0.26,0.04,0.15,Matches
199,Robin Koch\Robin-Koch,de GER,DF,Leeds United,24-111,1996,7,7,630,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.08,0.00,0.08,0.08,0.08,Matches
200,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,27-138,1993,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
201,Ezri Konsa\Ezri-Konsa,eng ENG,DF,Aston Villa,23-013,1997,6,6,540,1,0,0,0,0,0,0.17,0.00,0.17,0.17,0.17,0.3,0.3,0.0,0.04,0.00,0.04,0.04,0.04,Matches
202,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,DF,Crystal Palace,30-320,1989,7,7,630,1,0,0,0,0,0,0.14,0.00,0.14,0.14,0.14,0.5,0.5,0.0,0.07,0.00,0.07,0.07,0.07,Matches
203,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,26-183,1994,3,2,131,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
204,Emil Krafth\Emil-Krafth,se SWE,DF,Newcastle Utd,26-095,1994,2,2,180,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.04,0.04,0.00,0.04,Matches
205,Filip Krovinović\Filip-Krovinovic,hr CRO,MF,West Brom,25-068,1995,4,3,264,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.05,0.00,0.05,0.05,0.05,Matches
206,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,29-161,1991,6,5,421,3,0,0,0,1,0,0.64,0.00,0.64,0.64,0.64,2.1,2.1,0.4,0.44,0.09,0.53,0.44,0.53,Matches
207,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Brighton,32-179,1988,7,5,383,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.0,0.05,0.23,0.28,0.05,0.28,Matches
208,Érik Lamela\Erik-Lamela,ar ARG,FW,Tottenham,28-246,1992,5,2,190,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.31,0.02,0.33,0.31,0.33,Matches
209,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Brighton,20-036,2000,7,7,540,1,1,0,0,2,0,0.17,0.17,0.33,0.17,0.33,0.4,0.4,0.8,0.07,0.14,0.21,0.07,0.21,Matches
210,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFDF,West Ham,27-264,1993,2,0,17,1,0,0,0,1,0,5.29,0.00,5.29,5.29,5.29,0.0,0.0,0.0,0.07,0.09,0.16,0.07,0.16,Matches
211,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,26-162,1994,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.09,0.11,0.20,0.09,0.20,Matches
212,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,26-360,1993,6,6,537,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
213,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,31-025,1989,2,1,123,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
214,Mario Lemina\Mario-Lemina,ga GAB,MF,Fulham,27-065,1993,4,2,154,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
215,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,28-246,1992,7,7,630,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
216,Jamal Lewis\Jamal-Lewis,nir NIR,DF,Newcastle Utd,22-285,1998,7,6,562,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.00,0.05,0.05,0.00,0.05,Matches
217,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,26-111,1994,5,5,450,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.01,0.03,0.02,0.03,Matches
218,Jake Livermore\Jake-Livermore,eng ENG,MF,West Brom,30-357,1989,7,7,567,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.02,0.03,0.06,0.02,0.06,Matches
219,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,33-315,1986,7,7,630,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
220,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MF,Tottenham,24-210,1996,4,1,160,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.24,0.27,0.51,0.24,0.51,Matches
221,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Fulham,24-287,1996,2,2,153,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.06,0.02,0.08,0.06,0.08,Matches
222,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,FW,Chelsea,24-287,1996,1,1,60,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
223,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,30-079,1990,6,6,540,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
224,Shane Long\Shane-Long,ie IRL,FW,Southampton,33-288,1987,5,0,35,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.05,0.00,0.05,0.05,0.05,Matches
225,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,23-006,1997,4,1,106,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.17,0.04,0.21,0.17,0.21,Matches
226,Ademola Lookman\Ademola-Lookman,eng ENG,FW,Fulham,23-016,1997,4,3,293,1,0,0,0,1,0,0.31,0.00,0.31,0.31,0.31,0.7,0.7,0.4,0.23,0.13,0.36,0.23,0.36,Matches
227,Max Lowe\Max-Lowe,eng ENG,DF,Sheffield Utd,23-178,1997,2,2,98,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
228,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,31-149,1989,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.02,0.11,0.13,0.02,0.13,Matches
229,David Luiz\David-Luiz,br BRA,DF,Arsenal,33-197,1987,5,4,320,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.00,0.03,0.03,0.03,Matches
230,Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,22-180,1998,6,6,525,0,1,0,0,2,0,0.00,0.17,0.17,0.00,0.17,0.2,0.2,0.2,0.04,0.03,0.07,0.04,0.07,Matches
231,John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,26-261,1994,7,6,534,0,0,0,1,3,0,0.00,0.00,0.00,0.00,0.00,1.5,0.7,0.5,0.25,0.09,0.34,0.12,0.21,Matches
232,Robert Lynch Sanchez\Robert-Lynch-Sanchez,es ESP,GK,Brighton,,,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
233,Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,MFDF,Brighton,21-317,1998,3,0,46,1,0,0,0,0,0,1.96,0.00,1.96,1.96,1.96,0.1,0.1,0.0,0.12,0.00,0.12,0.12,0.12,Matches
