,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
106,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,30-010,1991,33,33,2959,32.9,7,2,7,0,0,6,0,0.21,0.06,0.27,0.21,0.27,3.7,3.7,1.6,5.3,0.11,0.05,0.16,0.11,0.16,Matches
107,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,34-074,1987,13,13,1170,13.0,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.3,0.3,0.0,0.4,0.03,0.00,0.03,0.03,0.03,Matches
108,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,30-203,1990,25,25,2250,25.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
109,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,28-005,1993,20,14,1346,15.0,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.6,0.9,0.01,0.04,0.06,0.01,0.06,Matches
110,Tom Davies\Tom-Davies,eng ENG,MF,Everton,22-303,1998,22,15,1234,13.7,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,1.0,1.1,0.01,0.07,0.08,0.01,0.08,Matches
111,Keinan Davis\Keinan-Davis,eng ENG,FWMF,Aston Villa,23-075,1998,11,0,166,1.8,1,1,1,0,0,0,0,0.54,0.54,1.08,0.54,1.08,1.0,1.0,0.3,1.3,0.52,0.19,0.71,0.52,0.71,Matches
112,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,21-107,2000,2,0,33,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
113,Craig Dawson\Craig-Dawson,eng ENG,DF,West Ham,30-358,1990,17,17,1475,16.4,3,0,3,0,0,3,1,0.18,0.00,0.18,0.18,0.18,1.5,1.5,0.0,1.5,0.09,0.00,0.09,0.09,0.09,Matches
114,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,29-305,1991,24,22,1907,21.2,5,11,3,2,3,1,0,0.24,0.52,0.76,0.14,0.66,9.6,7.3,9.1,16.4,0.45,0.43,0.88,0.35,0.78,Matches
115,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,18-080,2003,1,0,40,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
116,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,31-159,1989,6,2,239,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
117,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,26-014,1995,28,25,2239,24.9,1,0,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,3.3,3.3,0.7,4.0,0.13,0.03,0.16,0.13,0.16,Matches
118,Mbaye Diagne\Mbaye-Diagne,sn SEN,FW,West Brom,29-183,1991,13,12,1042,11.6,2,2,2,0,0,2,0,0.17,0.17,0.35,0.17,0.35,4.2,4.2,1.6,5.8,0.36,0.14,0.50,0.36,0.50,Matches
119,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,22-052,1999,17,9,864,9.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.03,0.02,0.06,0.03,0.06,Matches
120,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,23-010,1998,16,14,1088,12.1,1,0,1,0,0,0,0,0.08,0.00,0.08,0.08,0.08,1.0,1.0,0.1,1.1,0.08,0.01,0.09,0.08,0.09,Matches
121,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,24-136,1996,26,23,2067,23.0,6,6,6,0,0,3,0,0.26,0.26,0.52,0.26,0.52,5.3,5.3,7.1,12.4,0.23,0.31,0.54,0.23,0.54,Matches
122,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-350,1997,29,29,2573,28.6,1,0,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,2.2,2.2,0.1,2.3,0.08,0.00,0.08,0.08,0.08,Matches
123,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,27-104,1994,24,24,2160,24.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.7,0.03,0.00,0.03,0.03,0.03,Matches
124,Lucas Digne\Lucas-Digne,fr FRA,DFMF,Everton,27-283,1993,24,24,2141,23.8,0,6,0,0,0,2,1,0.00,0.25,0.25,0.00,0.25,0.5,0.5,4.4,5.0,0.02,0.19,0.21,0.02,0.21,Matches
125,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-295,1991,5,5,370,4.1,1,0,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.3,0.08,0.00,0.08,0.08,0.08,Matches
126,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,24-110,1997,14,13,1198,13.3,2,0,2,0,0,3,0,0.15,0.00,0.15,0.15,0.15,0.3,0.3,0.0,0.3,0.02,0.00,0.03,0.02,0.03,Matches
127,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-318,1998,25,14,1138,12.6,1,0,1,0,0,5,0,0.08,0.00,0.08,0.08,0.08,0.9,0.9,0.5,1.4,0.07,0.04,0.11,0.07,0.11,Matches
128,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,29-103,1992,15,12,1142,12.7,0,2,0,0,0,4,1,0.00,0.16,0.16,0.00,0.16,0.3,0.3,0.7,1.0,0.03,0.05,0.08,0.03,0.08,Matches
129,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,23-131,1997,18,17,1546,17.2,2,0,2,0,0,4,1,0.12,0.00,0.12,0.12,0.12,0.8,0.8,0.0,0.9,0.05,0.00,0.05,0.05,0.05,Matches
130,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,28-118,1993,25,25,2131,23.7,2,3,2,0,0,6,0,0.08,0.13,0.21,0.08,0.21,2.0,2.0,2.2,4.2,0.08,0.09,0.18,0.08,0.18,Matches
131,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,32-104,1989,8,8,720,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
132,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,29-215,1991,10,9,805,8.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.05,0.05,0.00,0.05,Matches
133,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,29-159,1991,30,30,2699,30.0,4,0,4,0,0,5,1,0.13,0.00,0.13,0.13,0.13,2.4,2.4,0.6,3.0,0.08,0.02,0.10,0.08,0.10,Matches
134,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,23-192,1997,2,2,180,2.0,1,0,1,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0.3,0.3,0.1,0.4,0.13,0.05,0.19,0.13,0.19,Matches
135,Ederson\Ederson,br BRA,GK,Manchester City,27-255,1993,32,32,2880,32.0,0,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01,Matches
136,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,23-071,1998,5,1,118,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.11,0.00,0.11,0.11,0.11,Matches
137,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,28-191,1992,26,25,2179,24.2,0,1,0,0,0,6,1,0.00,0.04,0.04,0.00,0.04,0.5,0.5,0.2,0.7,0.02,0.01,0.03,0.02,0.03,Matches
138,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,33-232,1987,12,7,703,7.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,1.0,0.05,0.08,0.12,0.05,0.12,Matches
139,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,28-292,1992,19,13,1184,13.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.5,0.03,0.01,0.04,0.03,0.04,Matches
140,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,33-116,1988,27,27,2383,26.5,1,2,1,0,0,7,0,0.04,0.08,0.11,0.04,0.11,1.5,1.5,0.3,1.8,0.06,0.01,0.07,0.06,0.07,Matches
141,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,22-304,1998,30,25,2199,24.4,3,4,3,0,0,3,0,0.12,0.16,0.29,0.12,0.29,1.6,1.6,2.3,3.8,0.06,0.09,0.16,0.06,0.16,Matches
142,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,36-011,1985,31,31,2790,31.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
143,Fabinho\Fabinho,br BRA,DFMF,Liverpool,27-188,1993,25,23,2117,23.5,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.7,0.01,0.02,0.03,0.01,0.03,Matches
144,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,26-233,1994,33,32,2821,31.3,16,11,8,8,9,5,0,0.51,0.35,0.86,0.26,0.61,13.8,7.0,10.5,17.5,0.44,0.34,0.78,0.22,0.56,Matches
145,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,32-067,1989,19,19,1651,18.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.02,0.02,0.01,0.02,Matches
146,Fernandinho\Fernandinho,br BRA,MF,Manchester City,35-360,1985,18,10,997,11.1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.6,1.3,0.07,0.06,0.12,0.07,0.12,Matches
147,Sam Field\Sam-Field,eng ENG,MF,West Brom,22-356,1998,3,0,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
148,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,29-209,1991,31,29,2477,27.5,6,5,6,0,0,2,0,0.22,0.18,0.40,0.22,0.40,11.3,11.3,4.9,16.2,0.41,0.18,0.59,0.41,0.59,Matches
149,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,29-248,1991,26,24,2125,23.6,0,2,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.8,0.8,2.2,3.0,0.03,0.09,0.13,0.03,0.13,Matches
150,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,20-336,2000,25,15,1450,16.1,7,5,7,0,0,0,0,0.43,0.31,0.74,0.43,0.74,4.6,4.6,4.0,8.7,0.29,0.25,0.54,0.29,0.54,Matches
151,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Leicester City,20-133,2000,23,22,1927,21.4,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.3,1.1,0.04,0.01,0.05,0.04,0.05,Matches
152,Pablo Fornals\Pablo-Fornals,es ESP,FWMF,West Ham,25-066,1996,28,26,2124,23.6,3,3,3,0,0,3,0,0.13,0.13,0.25,0.13,0.25,4.3,4.3,2.0,6.2,0.18,0.08,0.26,0.18,0.26,Matches
153,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,33-043,1988,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
154,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,23-117,1998,1,1,80,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.03,0.31,0.34,0.03,0.34,Matches
155,Ryan Fraser\Ryan-Fraser,sco SCO,FWMF,Newcastle Utd,27-064,1994,18,9,928,10.3,0,2,0,0,0,2,1,0.00,0.19,0.19,0.00,0.19,0.9,0.9,2.1,3.0,0.09,0.20,0.29,0.09,0.29,Matches
156,Fred\Fred,br BRA,MF,Manchester Utd,28-055,1993,27,24,2148,23.9,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,1.9,1.9,2.5,4.4,0.08,0.10,0.18,0.08,0.18,Matches
157,Ryan Fredericks\Ryan-Fredericks,eng ENG,DFFW,West Ham,28-201,1992,13,6,537,6.0,1,1,1,0,0,2,0,0.17,0.17,0.34,0.17,0.34,0.3,0.3,1.2,1.5,0.05,0.20,0.25,0.05,0.25,Matches
158,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,35-022,1986,9,8,702,7.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
159,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,25-180,1995,30,27,2482,27.6,1,3,1,0,0,4,0,0.04,0.11,0.15,0.04,0.15,1.3,1.3,1.9,3.3,0.05,0.07,0.12,0.05,0.12,Matches
160,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,21-082,2000,25,23,2081,23.1,2,2,2,0,0,9,0,0.09,0.09,0.17,0.09,0.17,1.3,1.3,0.9,2.2,0.06,0.04,0.10,0.06,0.10,Matches
161,Eric García\Eric-Garcia,es ESP,DF,Manchester City,20-110,2001,4,2,217,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.04,0.00,0.04,Matches
162,Dwight Gayle\Dwight-Gayle,eng ENG,FWMF,Newcastle Utd,30-194,1990,14,4,433,4.8,1,1,1,0,0,0,0,0.21,0.21,0.42,0.21,0.42,1.9,1.9,0.5,2.4,0.40,0.10,0.50,0.40,0.50,Matches
163,Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MF,Everton,25-216,1995,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
164,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,30-173,1990,24,24,2115,23.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
165,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,25-361,1995,22,11,1103,12.3,7,0,4,3,3,1,0,0.57,0.00,0.57,0.33,0.33,5.8,3.5,1.8,5.4,0.47,0.15,0.62,0.29,0.44,Matches
166,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,31-215,1989,10,9,809,9.0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.01,0.03,0.04,0.01,0.04,Matches
167,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,MFFW,Wolves,21-092,2000,6,1,143,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.09,0.09,0.00,0.09,Matches
168,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,19-322,2001,2,0,36,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
169,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,34-211,1986,15,8,721,8.0,4,0,4,0,0,1,0,0.50,0.00,0.50,0.50,0.50,4.2,4.2,0.7,5.0,0.53,0.09,0.62,0.53,0.62,Matches
170,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,23-104,1998,25,23,2145,23.8,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,0.6,0.6,0.0,0.6,0.03,0.00,0.03,0.03,0.03,Matches
171,André Gomes\Andre-Gomes,pt POR,MF,Everton,27-273,1993,24,16,1459,16.2,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,0.9,1.2,0.02,0.05,0.07,0.02,0.07,Matches
172,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,23-341,1997,7,6,590,6.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
173,Anthony Gordon\Anthony-Gordon,eng ENG,FWMF,Everton,20-064,2001,3,1,88,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
174,Karlan Grant\Karlan-Grant,eng ENG,FWMF,West Brom,23-223,1997,18,14,1104,12.3,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,2.1,2.1,0.0,2.1,0.17,0.00,0.17,0.17,0.17,Matches
175,Demarai Gray\Demarai-Gray,eng ENG,FW,Leicester City,24-305,1996,1,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.43,0.00,0.43,0.43,0.43,Matches
176,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,25-231,1995,22,22,1977,22.0,6,10,6,0,0,6,0,0.27,0.46,0.73,0.27,0.73,4.2,4.2,8.1,12.2,0.19,0.37,0.56,0.19,0.56,Matches
177,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,19-210,2001,27,18,1583,17.6,5,2,5,0,0,2,0,0.28,0.11,0.40,0.28,0.40,5.8,5.8,1.8,7.6,0.33,0.10,0.43,0.33,0.43,Matches
178,Pascal Groß\Pascal-Gross,de GER,MFDF,Brighton,29-318,1991,29,22,2034,22.6,2,6,0,2,3,2,0,0.09,0.27,0.35,0.00,0.27,4.5,2.2,5.0,7.2,0.20,0.22,0.42,0.10,0.32,Matches
179,Kamil Grosicki\Kamil-Grosicki,pl POL,FWMF,West Brom,32-325,1988,3,2,148,1.6,0,1,0,0,0,0,0,0.00,0.61,0.61,0.00,0.61,0.1,0.1,0.1,0.2,0.06,0.07,0.13,0.06,0.13,Matches
180,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,34-109,1987,32,32,2880,32.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
181,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,30-187,1990,25,21,1864,20.7,12,1,11,1,2,1,0,0.58,0.05,0.63,0.53,0.58,8.5,6.9,3.9,10.9,0.41,0.19,0.60,0.34,0.53,Matches
182,Antwoine Hackford\Antwoine-Hackford,eng ENG,DFFW,Sheffield Utd,17-040,2004,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,1.16,0.00,1.16,1.16,1.16,Matches
183,Sébastien Haller\Sebastien-Haller,ci CIV,FW,West Ham,26-311,1994,16,10,937,10.4,3,0,3,0,0,0,0,0.29,0.00,0.29,0.29,0.29,2.9,2.9,1.2,4.1,0.28,0.12,0.40,0.28,0.40,Matches
184,Rekeem Harper\Rekeem-Harper,eng ENG,MF,West Brom,21-052,2000,2,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.12,0.00,0.12,0.12,0.12,Matches
185,Jack Harrison\Jack-Harrison,eng ENG,MF,Leeds United,24-160,1996,31,29,2397,26.6,7,6,7,0,0,2,0,0.26,0.23,0.49,0.26,0.49,6.1,6.1,5.3,11.4,0.23,0.20,0.43,0.23,0.43,Matches
186,Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,25-287,1995,4,4,360,4.0,1,0,1,0,0,1,0,0.25,0.00,0.25,0.25,0.25,1.1,1.1,0.0,1.1,0.27,0.00,0.27,0.27,0.27,Matches
187,Kai Havertz\Kai-Havertz,de GER,MFFW,Chelsea,21-322,1999,24,16,1341,14.9,2,3,2,0,0,2,0,0.13,0.20,0.34,0.13,0.34,4.2,4.2,1.4,5.6,0.28,0.09,0.38,0.28,0.38,Matches
188,Isaac Hayden\Isaac-Hayden,eng ENG,MFDF,Newcastle Utd,26-038,1995,24,22,1942,21.6,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.9,0.02,0.02,0.04,0.02,0.04,Matches
189,Michael Hector\Michael-Hector,jm JAM,DF,Fulham,28-284,1992,4,3,263,2.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.01,0.04,0.03,0.04,Matches
190,Ahmed Hegazi\Ahmed-Hegazi,eg EGY,DF,West Brom,30-094,1991,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
191,Dean Henderson\Dean-Henderson,eng ENG,GK,Manchester Utd,24-048,1997,10,9,855,9.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
192,Jordan Henderson\Jordan-Henderson,eng ENG,MFDF,Liverpool,30-316,1990,21,20,1704,18.9,1,1,1,0,0,0,0,0.05,0.05,0.11,0.05,0.11,1.7,1.7,1.4,3.0,0.09,0.07,0.16,0.09,0.16,Matches
193,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Newcastle Utd,29-088,1992,20,17,1408,15.6,2,1,2,0,0,3,1,0.13,0.06,0.19,0.13,0.19,1.1,1.1,0.7,1.8,0.07,0.05,0.12,0.07,0.12,Matches
194,Pablo Hernández\Pablo-Hernandez,es ESP,MF,Leeds United,36-018,1985,14,2,346,3.8,0,2,0,0,0,1,0,0.00,0.52,0.52,0.00,0.52,0.9,0.9,0.6,1.6,0.24,0.17,0.40,0.24,0.40,Matches
195,Son Heung-min\Son-Heung-min,kr KOR,FW,Tottenham,28-295,1992,32,31,2665,29.6,15,9,14,1,1,0,0,0.51,0.30,0.81,0.47,0.78,9.5,8.7,7.9,16.6,0.32,0.27,0.59,0.29,0.56,Matches
196,Ki-Jana Hoever\Ki-Jana-Hoever,nl NED,DF,Wolves,19-101,2002,10,3,397,4.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.02,0.04,0.02,0.04,Matches
197,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,25-221,1995,26,24,2198,24.4,0,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,1.1,1.1,0.2,1.4,0.05,0.01,0.06,0.05,0.06,Matches
198,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,24-189,1996,22,22,1942,21.6,1,0,1,0,0,8,0,0.05,0.00,0.05,0.05,0.05,0.7,0.7,0.6,1.4,0.03,0.03,0.06,0.03,0.06,Matches
199,Conor Hourihane\Conor-Hourihane,ie IRL,MF,Aston Villa,30-086,1991,4,3,225,2.5,1,1,1,0,0,0,0,0.40,0.40,0.80,0.40,0.80,0.5,0.5,0.8,1.3,0.20,0.32,0.52,0.20,0.52,Matches
200,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FWDF,Chelsea,20-173,2000,21,10,999,11.1,2,3,2,0,0,0,0,0.18,0.27,0.45,0.18,0.45,1.3,1.3,2.8,4.1,0.12,0.25,0.37,0.12,0.37,Matches
201,Niall Huggins\Niall-Huggins,wal WAL,DF,Leeds United,20-132,2000,1,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
202,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Tottenham,25-267,1995,33,33,2970,33.0,1,3,1,0,0,7,0,0.03,0.09,0.12,0.03,0.12,0.6,0.6,1.6,2.2,0.02,0.05,0.07,0.02,0.07,Matches
203,Odion Ighalo\Odion-Ighalo,ng NGA,FW,Manchester Utd,31-317,1989,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
204,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FW,Leicester City,24-208,1996,20,12,1068,11.9,10,1,10,0,1,0,0,0.84,0.08,0.93,0.84,0.93,6.3,5.5,2.3,7.8,0.53,0.20,0.72,0.47,0.66,Matches
205,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,28-280,1992,25,23,1913,21.3,10,4,8,2,2,1,0,0.47,0.19,0.66,0.38,0.56,7.3,5.7,2.5,8.2,0.34,0.12,0.46,0.27,0.39,Matches
206,Branislav Ivanović\Branislav-Ivanovic,rs SRB,DF,West Brom,37-066,1984,13,8,767,8.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.6,0.06,0.01,0.07,0.06,0.07,Matches
207,Alex Iwobi\Alex-Iwobi,ng NGA,FWDF,Everton,24-361,1996,27,16,1417,15.7,1,2,1,0,0,0,0,0.06,0.13,0.19,0.06,0.19,1.0,1.0,1.8,2.8,0.06,0.11,0.18,0.06,0.18,Matches
208,José Izquierdo\Jose-Izquierdo,co COL,DFMF,Brighton,28-296,1992,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.12,0.00,0.12,0.12,0.12,Matches
209,Phil Jagielka\Phil-Jagielka,eng ENG,DF,Sheffield Utd,38-255,1982,9,6,518,5.8,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
210,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWDF,Brighton,27-261,1993,16,2,296,3.3,0,1,0,0,0,2,0,0.00,0.30,0.30,0.00,0.30,1.2,1.2,2.9,4.1,0.37,0.89,1.25,0.37,1.25,Matches
211,Daniel James\Daniel-James,wal WAL,FW,Manchester Utd,23-170,1997,14,10,821,9.1,3,0,3,0,0,3,0,0.33,0.00,0.33,0.33,0.33,1.9,1.9,0.9,2.7,0.21,0.09,0.30,0.21,0.30,Matches
212,Reece James\Reece-James,eng ENG,DF,Chelsea,21-142,1999,27,20,1923,21.4,1,2,1,0,0,3,0,0.05,0.09,0.14,0.05,0.14,1.4,1.4,2.7,4.1,0.06,0.13,0.19,0.06,0.19,Matches
213,Alexandre Jankewitz\Alexandre-Jankewitz,ch SUI,MF,Southampton,19-125,2001,2,1,3,0.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
