,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
18,Felipe Anderson\Felipe-Anderson,br BRA,MFFW,West Ham,26,1993,22,19,1415,1,4,0,0,1,0,0.06,0.25,0.32,0.06,0.32,2.5,2.5,2.9,0.16,0.18,0.34,0.16,0.34,Matches
19,Florin Andone\Florin-Andone,ro ROU,MFFW,Brighton,26,1993,3,1,71,1,0,0,0,0,1,1.27,0.00,1.27,1.27,1.27,0.2,0.2,0.0,0.19,0.05,0.24,0.19,0.24,Matches
20,Angeliño\Angelino,es ESP,DF,Manchester City,22,1997,6,4,422,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.2,0.05,0.25,0.30,0.05,0.30,Matches
21,Faustino Anjorin\Faustino-Anjorin,eng ENG,FW,Chelsea,17,2001,1,0,19,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.10,0.00,0.10,0.10,0.10,Matches
22,Michail Antonio\Michail-Antonio,eng ENG,FWMF,West Ham,29,1990,15,10,1030,2,2,0,0,1,0,0.17,0.17,0.35,0.17,0.35,4.7,4.7,1.8,0.41,0.16,0.57,0.41,0.57,Matches
23,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,27,1992,21,12,1140,3,0,0,0,3,0,0.24,0.00,0.24,0.24,0.24,2.0,2.0,0.9,0.16,0.07,0.22,0.16,0.22,Matches
24,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,24,1994,25,25,2250,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
25,Christian Atsu\Christian-Atsu,gh GHA,FWMF,Newcastle Utd,27,1992,18,6,733,0,3,0,0,2,0,0.00,0.37,0.37,0.00,0.37,0.2,0.2,1.0,0.03,0.12,0.14,0.03,0.14,Matches
26,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,30,1989,26,26,2304,17,1,1,1,3,1,0.66,0.04,0.70,0.62,0.66,11.3,10.5,2.1,0.44,0.08,0.52,0.41,0.49,Matches
27,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,26,1992,24,22,1914,1,4,0,0,3,1,0.05,0.19,0.24,0.05,0.24,0.5,0.5,2.4,0.02,0.11,0.13,0.02,0.13,Matches
28,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,27,1991,28,28,2393,8,1,0,0,5,0,0.30,0.04,0.34,0.30,0.34,5.7,5.7,1.6,0.21,0.06,0.27,0.21,0.27,Matches
29,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,29,1989,27,27,2420,2,3,0,0,0,0,0.07,0.11,0.19,0.07,0.19,1.5,1.5,4.6,0.06,0.17,0.23,0.06,0.23,Matches
30,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,25,1994,2,1,102,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
31,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,34,1984,5,3,333,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.7,0.01,0.19,0.21,0.01,0.21,Matches
32,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,27,1991,13,12,1080,1,0,0,0,2,0,0.08,0.00,0.08,0.08,0.08,1.7,1.7,0.0,0.14,0.00,0.14,0.14,0.14,Matches
33,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,26,1993,28,28,2520,2,3,0,0,6,0,0.07,0.11,0.18,0.07,0.18,0.5,0.5,1.8,0.02,0.07,0.09,0.02,0.09,Matches
34,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,34,1985,14,14,1260,0,1,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.3,0.02,0.02,0.04,0.02,0.04,Matches
35,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,25,1993,13,8,675,0,3,0,0,0,0,0.00,0.40,0.40,0.00,0.40,1.8,1.8,2.2,0.24,0.29,0.52,0.24,0.52,Matches
36,Ashley Barnes\Ashley-Barnes,at AUT,FW,Burnley,29,1989,19,17,1361,6,0,1,1,4,0,0.40,0.00,0.40,0.33,0.33,5.4,4.6,0.5,0.35,0.03,0.39,0.30,0.34,Matches
37,Harvey Barnes\Harvey-Barnes,eng ENG,MF,Leicester City,21,1997,27,20,1719,6,6,0,0,0,0,0.31,0.31,0.63,0.31,0.63,6.9,6.9,2.4,0.36,0.12,0.49,0.36,0.49,Matches
38,Chris Basham\Chris-Basham,eng ENG,DF,Sheffield Utd,31,1988,28,28,2440,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.7,0.02,0.03,0.05,0.02,0.05,Matches
39,Borja Bastón\Borja-Baston,es ESP,MFFW,Aston Villa,26,1992,2,0,16,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
40,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Chelsea,25,1993,16,1,225,1,1,0,0,0,0,0.40,0.40,0.80,0.40,0.80,2.2,2.2,0.2,0.87,0.07,0.94,0.87,0.94,Matches
41,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,23,1996,27,27,2428,1,0,0,0,3,0,0.04,0.00,0.04,0.04,0.04,0.8,0.8,0.1,0.03,0.00,0.03,0.03,0.03,Matches
42,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,24,1995,8,7,624,1,0,0,0,2,0,0.14,0.00,0.14,0.14,0.14,0.2,0.2,0.1,0.03,0.01,0.04,0.03,0.04,Matches
43,Ryan Bennett\Ryan-Bennett,eng ENG,DF,Wolves,29,1990,11,7,604,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.02,0.02,0.00,0.02,Matches
44,Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,Newcastle Utd,24,1994,3,3,270,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.05,0.06,0.01,0.06,Matches
45,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,28,1990,20,9,919,1,1,0,0,4,0,0.10,0.10,0.20,0.10,0.20,3.5,3.5,2.1,0.34,0.21,0.55,0.34,0.55,Matches
46,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,28,1990,7,4,401,1,0,0,0,0,0,0.22,0.00,0.22,0.22,0.22,0.6,0.6,0.5,0.13,0.11,0.24,0.13,0.24,Matches
47,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,21,1998,4,3,210,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
48,Steven Bergwijn\Steven-Bergwijn,nl NED,FWMF,Tottenham,21,1997,5,5,418,2,0,0,0,1,0,0.43,0.00,0.43,0.43,0.43,1.0,1.0,0.6,0.23,0.12,0.35,0.23,0.35,Matches
49,Bernard\Bernard,br BRA,MFFW,Everton,26,1992,19,13,1023,3,2,0,0,2,0,0.26,0.18,0.44,0.26,0.44,1.0,1.0,1.5,0.08,0.13,0.22,0.08,0.22,Matches
50,Bernardo\Bernardo,br BRA,DF,Brighton,24,1995,10,6,541,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.05,0.03,0.08,0.05,0.08,Matches
51,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,29,1989,24,23,2023,1,1,0,0,3,1,0.04,0.04,0.09,0.04,0.09,1.8,1.8,3.1,0.08,0.14,0.22,0.08,0.22,Matches
52,Muhamed Bešić\Muhamed-Besic,ba BIH,MF,Sheffield Utd,26,1992,9,2,245,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.06,0.03,0.08,0.06,0.08,Matches
53,Philip Billing\Philip-Billing,dk DEN,MF,Bournemouth,23,1996,27,25,2166,1,1,0,0,7,0,0.04,0.04,0.08,0.04,0.08,2.0,2.0,1.3,0.08,0.05,0.14,0.08,0.14,Matches
54,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,22,1996,13,8,667,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.03,0.01,0.04,0.03,0.04,Matches
55,Willy Boly\Willy-Boly,fr FRA,DF,Wolves,28,1991,13,13,1169,0,1,0,0,3,1,0.00,0.08,0.08,0.00,0.08,0.0,0.0,0.3,0.00,0.03,0.03,0.00,0.03,Matches
56,Gaëtan Bong\Gaetan-Bong,cm CMR,MFDF,Brighton,31,1988,4,0,56,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.21,0.21,0.00,0.21,Matches
57,Sofiane Boufal\Sofiane-Boufal,ma MAR,MFFW,Southampton,25,1993,19,8,759,0,2,0,0,2,0,0.00,0.24,0.24,0.00,0.24,1.0,1.0,2.6,0.11,0.31,0.43,0.11,0.43,Matches
58,Jarrod Bowen\Jarrod-Bowen,eng ENG,FWMF,West Ham,22,1996,4,2,184,1,0,0,0,0,0,0.49,0.00,0.49,0.49,0.49,0.7,0.7,0.4,0.33,0.21,0.53,0.33,0.53,Matches
59,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,27,1992,14,5,396,1,2,0,0,1,0,0.23,0.45,0.68,0.23,0.68,0.9,0.9,0.2,0.21,0.05,0.26,0.21,0.26,Matches
60,Claudio Bravo\Claudio-Bravo,cl CHI,GK,Manchester City,36,1983,4,3,346,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
61,Armando Broja\Armando-Broja,al ALB,FW,Chelsea,17,2001,1,0,4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
62,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,23,1995,1,0,,0,0,0,0,0,0,,,,,,0.0,0.0,0.0,,,,,,Matches
63,Emi Buendía\Emi-Buendia,ar ARG,FWMF,Norwich City,22,1996,28,22,2016,0,7,0,0,4,0,0.00,0.31,0.31,0.00,0.31,2.0,2.0,6.9,0.09,0.31,0.40,0.09,0.40,Matches
64,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,27,1992,25,25,2149,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.1,0.03,0.04,0.08,0.03,0.08,Matches
65,Sam Byram\Sam-Byram,eng ENG,DF,Norwich City,25,1993,17,15,1293,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.5,0.09,0.04,0.12,0.09,0.12,Matches
66,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,37,1981,4,4,360,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
67,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,33,1985,20,20,1800,0,1,0,0,1,0,0.00,0.05,0.05,0.00,0.05,1.0,1.0,0.3,0.05,0.01,0.06,0.05,0.06,Matches
68,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,22,1997,27,22,1912,13,1,0,0,7,0,0.61,0.05,0.66,0.61,0.66,12.3,12.3,0.9,0.58,0.04,0.62,0.58,0.62,Matches
69,Víctor Camarasa\Victor-Camarasa,es ESP,MF,Crystal Palace,25,1994,1,0,5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
70,João Cancelo\Joao-Cancelo,pt POR,DF,Manchester City,25,1994,11,8,782,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.1,0.02,0.12,0.15,0.02,0.15,Matches
71,Todd Cantwell\Todd-Cantwell,eng ENG,FW,Norwich City,21,1998,29,25,2080,6,2,0,0,4,0,0.26,0.09,0.35,0.26,0.35,5.6,5.6,2.6,0.24,0.11,0.36,0.24,0.36,Matches
72,Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,31,1988,24,24,2140,0,2,0,0,7,0,0.00,0.08,0.08,0.00,0.08,0.8,0.8,1.9,0.03,0.08,0.11,0.03,0.11,Matches
73,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,30,1989,13,4,508,0,3,0,0,1,0,0.00,0.53,0.53,0.00,0.53,0.5,0.5,1.6,0.08,0.28,0.36,0.08,0.36,Matches
74,Jonny Castro\Jonny-Castro,es ESP,DF,Wolves,25,1994,26,25,2197,1,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,1.1,1.1,0.8,0.04,0.03,0.08,0.04,0.08,Matches
75,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,30,1989,27,27,2355,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.00,0.00,0.01,0.00,0.01,Matches
76,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,22,1996,14,10,912,0,2,0,0,0,0,0.00,0.20,0.20,0.00,0.20,0.4,0.4,0.9,0.04,0.09,0.13,0.04,0.13,Matches
77,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MF,Watford,24,1994,15,9,778,0,1,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.3,0.3,0.7,0.04,0.08,0.12,0.04,0.12,Matches
78,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,24,1995,14,13,1103,1,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,0.6,0.6,0.8,0.05,0.06,0.12,0.05,0.12,Matches
79,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,22,1996,23,23,2060,2,3,0,0,2,0,0.09,0.13,0.22,0.09,0.22,0.8,0.8,2.9,0.03,0.13,0.16,0.03,0.16,Matches
80,Tahith Chong\Tahith-Chong,nl NED,FWMF,Manchester Utd,19,1999,3,0,34,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.17,0.00,0.17,0.17,0.17,Matches
81,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,21,1997,16,9,781,1,1,0,0,4,1,0.12,0.12,0.23,0.12,0.23,0.5,0.5,0.1,0.06,0.01,0.07,0.06,0.07,Matches
82,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,23,1996,15,15,1257,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,0.04,0.04,0.08,0.04,0.08,Matches
83,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,29,1989,14,14,1188,2,0,0,0,3,0,0.15,0.00,0.15,0.15,0.15,1.2,1.2,0.0,0.09,0.00,0.10,0.09,0.10,Matches
84,Leon Clarke\Leon-Clarke,eng ENG,MF,Sheffield Utd,34,1985,1,0,13,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,2.83,0.00,2.83,2.83,2.83,Matches
85,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,29,1989,10,8,657,1,0,0,0,0,0,0.14,0.00,0.14,0.14,0.14,1.5,1.5,0.4,0.20,0.06,0.26,0.20,0.26,Matches
86,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,26,1993,29,29,2610,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.00,0.02,0.02,0.00,0.02,Matches
87,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,30,1988,18,14,1192,0,1,0,0,5,1,0.00,0.08,0.08,0.00,0.08,0.6,0.6,0.6,0.04,0.04,0.09,0.04,0.09,Matches
88,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,19,2000,17,9,834,2,0,0,0,0,0,0.22,0.00,0.22,0.22,0.22,2.2,2.2,0.2,0.24,0.02,0.26,0.24,0.26,Matches
89,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,22,1997,20,11,1004,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.8,0.02,0.07,0.09,0.02,0.09,Matches
90,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,28,1991,22,22,1849,1,0,0,0,4,1,0.05,0.00,0.05,0.05,0.05,0.7,0.7,0.3,0.03,0.01,0.05,0.03,0.05,Matches
91,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,30,1989,27,27,2368,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.9,1.9,0.7,0.07,0.03,0.10,0.07,0.10,Matches
92,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,29,1989,23,23,2025,3,0,0,0,7,0,0.13,0.00,0.13,0.13,0.13,1.2,1.2,1.3,0.05,0.06,0.11,0.05,0.11,Matches
93,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Wolves,21,1998,12,3,292,2,0,0,0,0,0,0.62,0.00,0.62,0.62,0.62,2.3,2.3,0.0,0.72,0.01,0.73,0.72,0.73,Matches
94,Diogo Dalot\Diogo-Dalot,pt POR,DF,Manchester Utd,20,1999,4,1,65,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.20,0.00,0.20,0.20,0.20,Matches
95,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,32,1986,2,2,127,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.05,0.05,0.00,0.05,Matches
96,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,32,1987,9,7,635,0,1,0,0,0,0,0.00,0.14,0.14,0.00,0.14,0.2,0.2,0.2,0.02,0.03,0.06,0.02,0.06,Matches
97,Kevin Danso\Kevin-Danso,at AUT,DF,Southampton,20,1998,6,3,275,0,1,0,0,2,1,0.00,0.33,0.33,0.00,0.33,0.1,0.1,0.2,0.03,0.06,0.09,0.03,0.09,Matches
98,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,26,1993,9,7,631,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.02,0.06,0.08,0.02,0.08,Matches
99,Tom Davies\Tom-Davies,eng ENG,MF,Everton,21,1998,21,15,1368,1,0,0,0,7,0,0.07,0.00,0.07,0.07,0.07,1.7,1.7,0.3,0.11,0.02,0.13,0.11,0.13,Matches
100,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,21,1998,8,0,129,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.51,0.05,0.56,0.51,0.56,Matches
101,Craig Dawson\Craig-Dawson,eng ENG,DF,Watford,29,1990,20,17,1549,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.05,0.00,0.05,0.05,0.05,Matches
102,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,28,1991,26,25,2156,8,17,0,0,2,0,0.33,0.71,1.04,0.33,1.04,4.9,4.9,13.4,0.20,0.56,0.76,0.20,0.76,Matches
103,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,31,1988,18,17,1506,6,2,2,3,3,0,0.36,0.12,0.48,0.24,0.36,6.2,3.9,2.4,0.37,0.14,0.51,0.24,0.38,Matches
104,Fabian Delph\Fabian-Delph,eng ENG,MF,Everton,29,1989,16,13,1189,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.00,0.03,0.03,0.00,0.03,Matches
105,Leander Dendoncker\Leander-Dendoncker,be BEL,DFMF,Wolves,24,1995,29,26,2280,2,0,0,0,4,0,0.08,0.00,0.08,0.08,0.08,1.4,1.4,0.6,0.05,0.02,0.08,0.05,0.08,Matches
106,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,25,1994,28,25,2107,4,5,1,1,3,0,0.17,0.21,0.38,0.13,0.34,5.2,4.5,4.6,0.22,0.20,0.42,0.19,0.39,Matches
107,Eric Dier\Eric-Dier,eng ENG,MFDF,Tottenham,25,1994,14,10,891,0,2,0,0,4,0,0.00,0.20,0.20,0.00,0.20,0.9,0.9,0.1,0.09,0.01,0.10,0.09,0.10,Matches
108,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,26,1993,26,26,2245,0,5,0,0,2,0,0.00,0.20,0.20,0.00,0.20,1.1,1.1,4.6,0.04,0.18,0.23,0.04,0.23,Matches
109,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,28,1991,29,29,2610,4,1,0,0,1,0,0.14,0.03,0.17,0.14,0.17,2.0,2.0,1.0,0.07,0.03,0.10,0.07,0.10,Matches
110,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,22,1997,23,22,1956,3,0,0,0,8,0,0.14,0.00,0.14,0.14,0.14,1.4,1.4,0.3,0.06,0.01,0.08,0.06,0.08,Matches
111,Moussa Djenepo\Moussa-Djenepo,ml MLI,MFDF,Southampton,21,1998,18,10,925,2,2,0,0,4,1,0.19,0.19,0.39,0.19,0.39,2.3,2.3,1.4,0.23,0.14,0.37,0.23,0.37,Matches
112,Matt Doherty\Matt-Doherty,ie IRL,DF,Wolves,27,1992,27,24,2150,4,1,0,0,1,0,0.17,0.04,0.21,0.17,0.21,4.7,4.7,0.8,0.20,0.03,0.23,0.20,0.23,Matches
113,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,26,1993,28,28,2450,4,2,0,0,8,0,0.15,0.07,0.22,0.15,0.22,4.1,4.1,2.6,0.15,0.10,0.25,0.15,0.25,Matches
114,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Burnley,29,1990,1,1,59,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
115,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,263,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.01,0.05,0.04,0.05,Matches
116,Josip Drmić\Josip-Drmic,ch SUI,FWMF,Norwich City,26,1992,14,0,215,1,0,0,0,0,0,0.42,0.00,0.42,0.42,0.42,2.3,2.3,0.1,0.96,0.04,1.00,0.96,1.00,Matches
117,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,30,1989,29,29,2610,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
118,Ondrej Duda\Ondrej-Duda,sk SVK,MF,Norwich City,24,1994,7,7,581,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.1,0.11,0.17,0.28,0.11,0.28,Matches
