,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
106,Theo Corbeanu\Theo-Corbeanu,ca CAN,FW,Wolves,19-004,2002,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.90,0.90,0.00,0.90,Matches
107,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,31-330,1989,15,14,1260,14.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.02,0.01,0.03,0.02,0.03,Matches
108,Hélder Costa\Helder-Costa,pt POR,MFFW,Leeds United,27-129,1994,22,13,1156,12.8,3,3,3,0,0,0,0,0.23,0.23,0.47,0.23,0.47,2.0,2.0,0.9,2.9,0.16,0.07,0.23,0.16,0.23,Matches
109,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,28-272,1992,33,33,2964,32.9,0,6,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,1.2,1.2,4.4,5.6,0.04,0.13,0.17,0.04,0.17,Matches
110,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,31-157,1989,35,35,3080,34.2,0,8,0,0,0,3,0,0.00,0.23,0.23,0.00,0.23,0.9,0.9,5.9,6.8,0.03,0.17,0.20,0.03,0.20,Matches
111,Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Wolves,23-138,1998,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.61,0.00,0.61,0.61,0.61,Matches
112,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,30-032,1991,37,37,3319,36.9,8,2,8,0,0,7,0,0.22,0.05,0.27,0.22,0.27,4.6,4.6,2.1,6.7,0.12,0.06,0.18,0.12,0.18,Matches
113,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,34-096,1987,15,15,1350,15.0,1,0,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,0.3,0.3,0.0,0.4,0.02,0.00,0.02,0.02,0.02,Matches
114,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,30-225,1990,25,25,2250,25.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
115,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,28-027,1993,20,14,1346,15.0,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.6,0.9,0.01,0.04,0.06,0.01,0.06,Matches
116,Tom Davies\Tom-Davies,eng ENG,MF,Everton,22-325,1998,24,16,1333,14.8,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,1.0,1.1,0.01,0.07,0.08,0.01,0.08,Matches
117,Keinan Davis\Keinan-Davis,eng ENG,FWMF,Aston Villa,23-097,1998,15,1,277,3.1,1,1,1,0,0,0,0,0.32,0.32,0.65,0.32,0.65,1.0,1.0,0.5,1.5,0.34,0.16,0.49,0.34,0.49,Matches
118,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,21-129,2000,2,0,33,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
119,Craig Dawson\Craig-Dawson,eng ENG,DF,West Ham,31-015,1990,21,21,1835,20.4,3,0,3,0,0,5,1,0.15,0.00,0.15,0.15,0.15,1.7,1.7,0.0,1.7,0.08,0.00,0.08,0.08,0.08,Matches
120,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,29-327,1991,24,22,1907,21.2,5,11,3,2,3,1,0,0.24,0.52,0.76,0.14,0.66,9.6,7.3,9.1,16.4,0.45,0.43,0.88,0.35,0.78,Matches
121,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,18-102,2003,1,0,40,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
122,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,31-181,1989,8,2,266,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.03,0.04,0.01,0.04,Matches
123,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,26-036,1995,32,27,2444,27.2,1,0,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,3.3,3.3,0.7,4.0,0.12,0.03,0.15,0.12,0.15,Matches
124,Mbaye Diagne\Mbaye-Diagne,sn SEN,FW,West Brom,29-205,1991,16,14,1189,13.2,3,2,3,0,0,2,0,0.23,0.15,0.38,0.23,0.38,5.0,5.0,1.7,6.7,0.38,0.13,0.51,0.38,0.51,Matches
125,Amad Diallo\Amad-Diallo,ci CIV,FW,Manchester Utd,18-314,2002,2,1,85,0.9,0,1,0,0,0,0,0,0.00,1.06,1.06,0.00,1.06,0.0,0.0,0.1,0.1,0.00,0.06,0.06,0.00,0.06,Matches
126,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,22-074,1999,21,9,930,10.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.04,0.03,0.07,0.04,0.07,Matches
127,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,23-032,1998,19,15,1205,13.4,1,0,1,0,0,0,0,0.07,0.00,0.07,0.07,0.07,1.0,1.0,0.1,1.1,0.08,0.01,0.08,0.08,0.08,Matches
128,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,24-158,1996,29,25,2270,25.2,6,8,6,0,0,3,0,0.24,0.32,0.56,0.24,0.56,5.9,5.9,7.7,13.6,0.23,0.30,0.54,0.23,0.54,Matches
129,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,24-007,1997,31,31,2753,30.6,1,0,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,2.3,2.3,0.1,2.4,0.08,0.00,0.08,0.08,0.08,Matches
130,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,27-126,1994,28,28,2520,28.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.1,1.0,0.03,0.00,0.03,0.03,0.03,Matches
131,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,27-305,1993,29,29,2591,28.8,0,7,0,0,0,2,1,0.00,0.24,0.24,0.00,0.24,0.6,0.6,5.4,5.9,0.02,0.19,0.21,0.02,0.21,Matches
132,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-317,1991,5,5,370,4.1,1,0,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.3,0.08,0.00,0.08,0.08,0.08,Matches
133,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,24-132,1997,17,15,1380,15.3,2,0,2,0,0,3,0,0.13,0.00,0.13,0.13,0.13,0.3,0.3,0.0,0.3,0.02,0.00,0.02,0.02,0.02,Matches
134,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-340,1998,27,15,1240,13.8,1,0,1,0,0,5,0,0.07,0.00,0.07,0.07,0.07,0.9,0.9,0.6,1.5,0.07,0.04,0.11,0.07,0.11,Matches
135,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,29-125,1992,16,12,1150,12.8,0,2,0,0,0,4,1,0.00,0.16,0.16,0.00,0.16,0.3,0.3,0.8,1.1,0.03,0.06,0.09,0.03,0.09,Matches
136,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,23-153,1997,22,21,1906,21.2,2,0,2,0,0,4,1,0.09,0.00,0.09,0.09,0.09,1.0,1.0,0.1,1.1,0.05,0.00,0.05,0.05,0.05,Matches
137,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,28-140,1993,28,28,2387,26.5,2,3,2,0,0,6,0,0.08,0.11,0.19,0.08,0.19,2.1,2.1,2.2,4.3,0.08,0.08,0.16,0.08,0.16,Matches
138,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,32-126,1989,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
139,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,29-237,1991,14,13,1165,12.9,1,0,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,0.3,0.3,0.4,0.7,0.02,0.03,0.06,0.02,0.06,Matches
140,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,29-181,1991,32,32,2841,31.6,5,0,5,0,0,5,2,0.16,0.00,0.16,0.16,0.16,2.5,2.5,0.7,3.2,0.08,0.02,0.10,0.08,0.10,Matches
141,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,23-214,1997,2,2,180,2.0,1,0,1,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0.3,0.3,0.1,0.4,0.13,0.05,0.19,0.13,0.19,Matches
142,Ederson\Ederson,br BRA,GK,Manchester City,27-277,1993,35,35,3150,35.0,0,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01,Matches
143,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,23-093,1998,5,1,118,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.11,0.00,0.11,0.11,0.11,Matches
144,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,28-213,1992,30,29,2539,28.2,0,1,0,0,0,7,1,0.00,0.04,0.04,0.00,0.04,0.7,0.7,0.2,0.9,0.02,0.01,0.03,0.02,0.03,Matches
145,Anthony Elanga\Anthony-Elanga,se SWE,FW,Manchester Utd,19-024,2002,1,1,65,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
146,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,33-254,1987,14,8,839,9.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,1.1,0.05,0.07,0.12,0.05,0.12,Matches
147,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,28-314,1992,23,17,1544,17.2,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.5,0.5,0.2,0.7,0.03,0.01,0.04,0.03,0.04,Matches
148,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,33-138,1988,28,28,2473,27.5,2,2,2,0,0,7,0,0.07,0.07,0.15,0.07,0.15,1.7,1.7,0.3,2.0,0.06,0.01,0.07,0.06,0.07,Matches
149,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,22-326,1998,34,29,2559,28.4,4,6,4,0,0,3,0,0.14,0.21,0.35,0.14,0.35,2.2,2.2,2.8,5.1,0.08,0.10,0.18,0.08,0.18,Matches
150,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,36-033,1985,34,34,3060,34.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
151,Fabinho\Fabinho,br BRA,DFMF,Liverpool,27-210,1993,29,27,2477,27.5,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.02,0.01,0.03,0.02,0.03,Matches
152,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,26-255,1994,37,35,3099,34.4,18,12,9,9,10,6,0,0.52,0.35,0.87,0.26,0.61,15.4,7.8,11.0,18.8,0.45,0.32,0.77,0.23,0.55,Matches
153,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,32-089,1989,23,23,1989,22.1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.01,0.01,0.03,0.01,0.03,Matches
154,Fernandinho\Fernandinho,br BRA,MF,Manchester City,36-017,1985,20,11,1098,12.2,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.7,1.4,0.06,0.06,0.12,0.06,0.12,Matches
155,Sam Field\Sam-Field,eng ENG,MF,West Brom,23-013,1998,3,0,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
156,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,29-231,1991,35,32,2749,30.5,9,6,9,0,0,2,0,0.29,0.20,0.49,0.29,0.49,12.6,12.6,5.9,18.4,0.41,0.19,0.60,0.41,0.60,Matches
157,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,29-270,1991,30,28,2485,27.6,0,2,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.9,0.9,2.6,3.5,0.03,0.09,0.12,0.03,0.12,Matches
158,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,20-358,2000,27,16,1561,17.3,8,5,8,0,0,0,0,0.46,0.29,0.75,0.46,0.75,5.1,5.1,4.1,9.2,0.29,0.24,0.53,0.29,0.53,Matches
159,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Leicester City,20-155,2000,27,26,2242,24.9,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.3,1.3,0.04,0.01,0.05,0.04,0.05,Matches
160,Pablo Fornals\Pablo-Fornals,es ESP,FWMF,West Ham,25-088,1996,32,30,2482,27.6,3,3,3,0,0,3,0,0.11,0.11,0.22,0.11,0.22,5.9,5.9,2.3,8.2,0.21,0.08,0.30,0.21,0.30,Matches
161,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,33-065,1988,8,8,720,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
162,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,23-139,1998,1,1,80,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.03,0.31,0.34,0.03,0.34,Matches
163,Ryan Fraser\Ryan-Fraser,sco SCO,FWMF,Newcastle Utd,27-086,1994,18,9,928,10.3,0,2,0,0,0,2,1,0.00,0.19,0.19,0.00,0.19,0.9,0.9,2.1,3.0,0.09,0.20,0.29,0.09,0.29,Matches
164,Fred\Fred,br BRA,MF,Manchester Utd,28-077,1993,30,27,2390,26.6,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,1.9,1.9,2.5,4.5,0.07,0.10,0.17,0.07,0.17,Matches
165,Ryan Fredericks\Ryan-Fredericks,eng ENG,DFFW,West Ham,28-223,1992,14,6,569,6.3,1,1,1,0,0,2,0,0.16,0.16,0.32,0.16,0.32,0.3,0.3,1.2,1.5,0.05,0.19,0.24,0.05,0.24,Matches
166,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,35-044,1986,9,8,702,7.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
167,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,25-202,1995,34,31,2842,31.6,1,3,1,0,0,5,0,0.03,0.10,0.13,0.03,0.13,1.8,1.8,2.1,3.9,0.06,0.07,0.12,0.06,0.12,Matches
168,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,21-104,2000,29,27,2441,27.1,2,2,2,0,0,10,0,0.07,0.07,0.15,0.07,0.15,1.8,1.8,1.3,3.0,0.07,0.05,0.11,0.07,0.11,Matches
169,Eric García\Eric-Garcia,es ESP,DF,Manchester City,20-132,2001,6,3,383,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.02,0.05,0.03,0.05,Matches
170,Dwight Gayle\Dwight-Gayle,eng ENG,FWMF,Newcastle Utd,30-216,1990,17,4,488,5.4,1,1,1,0,0,0,0,0.18,0.18,0.37,0.18,0.37,1.9,1.9,0.5,2.4,0.35,0.09,0.45,0.35,0.45,Matches
171,Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MF,Everton,25-238,1995,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
172,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,30-195,1990,26,26,2295,25.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
173,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,26-018,1995,27,16,1535,17.1,9,0,6,3,3,2,0,0.53,0.00,0.53,0.35,0.35,7.3,5.0,2.3,7.3,0.43,0.13,0.56,0.30,0.43,Matches
174,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,31-237,1989,10,9,809,9.0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.01,0.03,0.04,0.01,0.04,Matches
175,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,FWMF,Wolves,21-114,2000,10,4,383,4.3,1,0,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,0.8,0.8,0.6,1.4,0.20,0.13,0.33,0.20,0.33,Matches
176,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,19-344,2001,5,3,261,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.04,0.06,0.01,0.06,Matches
177,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,34-233,1986,17,8,748,8.3,4,0,4,0,0,1,0,0.48,0.00,0.48,0.48,0.48,4.8,4.8,0.7,5.5,0.58,0.09,0.66,0.58,0.66,Matches
178,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,23-126,1998,30,28,2595,28.8,0,2,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.9,0.9,0.5,1.4,0.03,0.02,0.05,0.03,0.05,Matches
179,André Gomes\Andre-Gomes,pt POR,MF,Everton,27-295,1993,28,17,1570,17.4,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.5,0.5,1.0,1.4,0.03,0.05,0.08,0.03,0.08,Matches
180,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,23-363,1997,7,6,590,6.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
181,Anthony Gordon\Anthony-Gordon,eng ENG,FWMF,Everton,20-086,2001,3,1,88,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
182,Karlan Grant\Karlan-Grant,eng ENG,FWMF,West Brom,23-245,1997,20,14,1119,12.4,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,2.1,2.1,0.0,2.1,0.17,0.00,0.17,0.17,0.17,Matches
183,Demarai Gray\Demarai-Gray,eng ENG,FW,Leicester City,24-327,1996,1,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.43,0.00,0.43,0.43,0.43,Matches
184,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,25-253,1995,25,23,2095,23.3,6,10,6,0,0,6,0,0.26,0.43,0.69,0.26,0.69,4.3,4.3,8.6,12.9,0.18,0.37,0.55,0.18,0.55,Matches
185,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,19-232,2001,31,21,1822,20.2,7,2,7,0,0,2,0,0.35,0.10,0.44,0.35,0.44,7.4,7.4,1.8,9.2,0.37,0.09,0.45,0.37,0.45,Matches
186,Pascal Groß\Pascal-Gross,de GER,MFDF,Brighton,29-340,1991,33,26,2394,26.6,3,8,0,3,4,3,0,0.11,0.30,0.41,0.00,0.30,5.6,2.5,5.5,8.0,0.21,0.21,0.42,0.09,0.30,Matches
187,Kamil Grosicki\Kamil-Grosicki,pl POL,FWMF,West Brom,32-347,1988,3,2,148,1.6,0,1,0,0,0,0,0,0.00,0.61,0.61,0.00,0.61,0.1,0.1,0.1,0.2,0.06,0.07,0.13,0.06,0.13,Matches
188,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,34-131,1987,36,36,3240,36.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
189,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,30-209,1990,28,23,2029,22.5,13,2,12,1,2,1,0,0.58,0.09,0.67,0.53,0.62,9.0,7.5,4.5,12.0,0.40,0.20,0.60,0.33,0.53,Matches
190,Antwoine Hackford\Antwoine-Hackford,eng ENG,DFFW,Sheffield Utd,17-062,2004,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,1.16,0.00,1.16,1.16,1.16,Matches
191,Sébastien Haller\Sebastien-Haller,ci CIV,FW,West Ham,26-333,1994,16,10,937,10.4,3,0,3,0,0,0,0,0.29,0.00,0.29,0.29,0.29,2.9,2.9,1.2,4.1,0.28,0.12,0.40,0.28,0.40,Matches
192,Rekeem Harper\Rekeem-Harper,eng ENG,MF,West Brom,21-074,2000,2,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.12,0.00,0.12,0.12,0.12,Matches
193,Jack Harrison\Jack-Harrison,eng ENG,MF,Leeds United,24-182,1996,35,33,2757,30.6,8,8,8,0,0,2,0,0.26,0.26,0.52,0.26,0.52,6.6,6.6,7.1,13.7,0.22,0.23,0.45,0.22,0.45,Matches
194,Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,25-309,1995,6,6,540,6.0,1,0,1,0,0,2,0,0.17,0.00,0.17,0.17,0.17,1.2,1.2,0.0,1.2,0.20,0.00,0.20,0.20,0.20,Matches
195,Kai Havertz\Kai-Havertz,de GER,MFFW,Chelsea,21-344,1999,26,18,1495,16.6,4,3,4,0,0,2,0,0.24,0.18,0.42,0.24,0.42,5.7,5.7,1.6,7.3,0.35,0.09,0.44,0.35,0.44,Matches
196,Isaac Hayden\Isaac-Hayden,eng ENG,MFDF,Newcastle Utd,26-060,1995,24,22,1942,21.6,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.9,0.02,0.02,0.04,0.02,0.04,Matches
197,Michael Hector\Michael-Hector,jm JAM,DF,Fulham,28-306,1992,4,3,263,2.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.01,0.04,0.03,0.04,Matches
198,Ahmed Hegazi\Ahmed-Hegazi,eg EGY,DF,West Brom,30-116,1991,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
199,Dean Henderson\Dean-Henderson,eng ENG,GK,Manchester Utd,24-070,1997,12,11,1035,11.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
200,Jordan Henderson\Jordan-Henderson,eng ENG,MFDF,Liverpool,30-338,1990,21,20,1704,18.9,1,1,1,0,0,0,0,0.05,0.05,0.11,0.05,0.11,1.7,1.7,1.4,3.0,0.09,0.07,0.16,0.09,0.16,Matches
201,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Newcastle Utd,29-110,1992,21,17,1411,15.7,2,1,2,0,0,3,1,0.13,0.06,0.19,0.13,0.19,1.1,1.1,0.7,1.8,0.07,0.05,0.11,0.07,0.11,Matches
202,Pablo Hernández\Pablo-Hernandez,es ESP,MF,Leeds United,36-040,1985,15,2,358,4.0,0,2,0,0,0,1,0,0.00,0.50,0.50,0.00,0.50,0.9,0.9,0.6,1.6,0.23,0.16,0.39,0.23,0.39,Matches
203,Son Heung-min\Son-Heung-min,kr KOR,FW,Tottenham,28-317,1992,36,35,3025,33.6,17,10,16,1,1,0,0,0.51,0.30,0.80,0.48,0.77,10.1,9.3,8.7,18.0,0.30,0.26,0.56,0.28,0.54,Matches
204,Ki-Jana Hoever\Ki-Jana-Hoever,nl NED,DF,Wolves,19-123,2002,12,5,577,6.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.03,0.05,0.01,0.05,Matches
205,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,25-243,1995,29,27,2468,27.4,0,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,1.1,1.1,0.2,1.4,0.04,0.01,0.05,0.04,0.05,Matches
206,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,24-211,1996,27,25,2197,24.4,1,0,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04,0.8,0.8,0.6,1.4,0.03,0.03,0.06,0.03,0.06,Matches
207,Conor Hourihane\Conor-Hourihane,ie IRL,MF,Aston Villa,30-108,1991,4,3,225,2.5,1,1,1,0,0,0,0,0.40,0.40,0.80,0.40,0.80,0.5,0.5,0.8,1.3,0.20,0.32,0.52,0.20,0.52,Matches
208,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FWDF,Chelsea,20-195,2000,23,10,1059,11.8,2,3,2,0,0,0,0,0.17,0.25,0.42,0.17,0.42,1.4,1.4,3.1,4.5,0.12,0.26,0.38,0.12,0.38,Matches
209,Niall Huggins\Niall-Huggins,wal WAL,DF,Leeds United,20-154,2000,1,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
210,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Tottenham,25-289,1995,37,37,3330,37.0,2,4,2,0,0,9,0,0.05,0.11,0.16,0.05,0.16,1.1,1.1,1.9,3.0,0.03,0.05,0.08,0.03,0.08,Matches
211,Odion Ighalo\Odion-Ighalo,ng NGA,FW,Manchester Utd,31-339,1989,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
212,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FW,Leicester City,24-230,1996,24,15,1369,15.2,12,2,12,0,1,1,0,0.79,0.13,0.92,0.79,0.92,7.7,6.9,2.9,9.9,0.51,0.19,0.70,0.46,0.65,Matches
213,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,28-302,1992,28,25,2090,23.2,12,4,10,2,2,1,0,0.52,0.17,0.69,0.43,0.60,8.0,6.5,2.6,9.0,0.34,0.11,0.45,0.28,0.39,Matches
