,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
12,Thiago Alcántara\Thiago-Alcantara,es ESP,MF,Liverpool,30-040,1991,23,19,1764,19.6,1,0,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,1.4,1.4,2.0,3.4,0.07,0.10,0.18,0.07,0.18,Matches
13,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,Tottenham,32-080,1989,24,24,2150,23.9,1,0,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,0.8,0.8,0.3,1.1,0.03,0.01,0.05,0.03,0.05,Matches
14,Rúnar Alex Rúnarsson\Runar-Alex-Runarsson,is ISL,GK,Arsenal,26-092,1995,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
15,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,Liverpool,22-226,1998,35,33,2941,32.7,2,7,2,0,0,1,0,0.06,0.21,0.28,0.06,0.28,2.7,2.7,8.0,10.7,0.08,0.24,0.33,0.08,0.33,Matches
16,Ezgjan Alioski\Ezgjan-Alioski,mk MKD,DF,Leeds United,29-098,1992,35,28,2371,26.3,2,3,2,0,0,7,0,0.08,0.11,0.19,0.08,0.19,1.5,1.5,3.1,4.6,0.06,0.12,0.17,0.06,0.17,Matches
17,Alisson\Alisson,br BRA,GK,Liverpool,28-231,1992,32,32,2880,32.0,1,0,1,0,0,1,0,0.03,0.00,0.03,0.03,0.03,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
18,Allan\Allan,br BRA,MF,Everton,30-133,1991,23,22,1961,21.8,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.8,1.0,0.01,0.04,0.04,0.01,0.04,Matches
19,Dele Alli\Dele-Alli,eng ENG,MF,Tottenham,25-040,1996,14,6,553,6.1,0,1,0,0,0,0,0,0.00,0.16,0.16,0.00,0.16,1.4,1.4,0.9,2.3,0.22,0.15,0.37,0.22,0.37,Matches
20,Miguel Almirón\Miguel-Almiron,py PAR,MFFW,Newcastle Utd,27-100,1994,33,27,2350,26.1,4,1,4,0,0,3,0,0.15,0.04,0.19,0.15,0.19,3.1,3.1,2.8,5.9,0.12,0.11,0.23,0.12,0.23,Matches
21,Marcos Alonso\Marcos-Alonso,es ESP,DF,Chelsea,30-144,1990,13,11,960,10.7,2,0,2,0,0,2,0,0.19,0.00,0.19,0.19,0.19,1.7,1.7,1.1,2.8,0.16,0.11,0.27,0.16,0.27,Matches
22,Steven Alzate\Steven-Alzate,co COL,MFDF,Brighton,22-255,1998,14,10,871,9.7,1,0,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,0.7,0.7,0.5,1.1,0.07,0.05,0.12,0.07,0.12,Matches
23,Daniel Amartey\Daniel-Amartey,gh GHA,DF,Leicester City,26-151,1994,12,8,722,8.0,1,0,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12,0.4,0.4,0.0,0.4,0.05,0.00,0.05,0.05,0.05,Matches
24,Ethan Ampadu\Ethan-Ampadu,wal WAL,DFMF,Sheffield Utd,20-249,2000,25,23,2089,23.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.9,1.3,0.01,0.04,0.06,0.01,0.06,Matches
25,Joachim Andersen\Joachim-Andersen,dk DEN,DF,Fulham,24-355,1996,31,30,2730,30.3,1,1,1,0,0,7,1,0.03,0.03,0.07,0.03,0.07,1.1,1.1,0.5,1.6,0.04,0.02,0.05,0.04,0.05,Matches
26,Elliot Anderson\Elliot-Anderson,sco SCO,MF,Newcastle Utd,18-196,2002,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
27,Felipe Anderson\Felipe-Anderson,br BRA,FWMF,West Ham,28-036,1993,2,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
28,Michail Antonio\Michail-Antonio,eng ENG,FW,West Ham,31-054,1990,25,23,1906,21.2,10,5,10,0,0,3,0,0.47,0.24,0.71,0.47,0.71,11.4,11.4,2.2,13.6,0.54,0.11,0.64,0.54,0.64,Matches
29,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Fulham,28-083,1993,36,36,3240,36.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
30,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,29-052,1992,32,31,2674,29.7,4,5,4,0,0,3,0,0.13,0.17,0.30,0.13,0.30,2.8,2.8,2.4,5.2,0.10,0.08,0.18,0.10,0.18,Matches
31,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,26-230,1994,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
32,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,31-337,1989,28,25,2254,25.0,10,3,8,2,2,2,0,0.40,0.12,0.52,0.32,0.44,10.4,8.9,2.6,11.6,0.42,0.11,0.52,0.36,0.46,Matches
33,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,28-148,1992,19,19,1605,17.8,2,3,2,0,0,0,0,0.11,0.17,0.28,0.11,0.28,1.4,1.4,1.9,3.2,0.08,0.11,0.18,0.08,0.18,Matches
34,Charlie Austin\Charlie-Austin,eng ENG,FW,West Brom,31-320,1989,5,0,138,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.13,0.00,0.13,0.13,0.13,Matches
35,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,29-252,1991,32,22,2006,22.3,1,3,1,0,0,3,0,0.04,0.13,0.18,0.04,0.18,2.4,2.4,0.7,3.0,0.11,0.03,0.14,0.11,0.14,Matches
36,Luke Ayling\Luke-Ayling,eng ENG,DF,Leeds United,29-269,1991,37,37,3309,36.8,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,2.6,3.7,0.03,0.07,0.10,0.03,0.10,Matches
37,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,31-266,1989,25,23,2100,23.3,1,2,1,0,0,5,0,0.04,0.09,0.13,0.04,0.13,0.8,0.8,2.1,2.8,0.03,0.09,0.12,0.03,0.12,Matches
38,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,27-039,1994,11,9,826,9.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
39,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,29-271,1991,14,13,1198,13.3,1,0,1,0,0,1,1,0.08,0.00,0.08,0.08,0.08,0.6,0.6,0.0,0.6,0.05,0.00,0.05,0.05,0.05,Matches
40,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,28-073,1993,31,31,2697,30.0,0,2,0,0,0,6,0,0.00,0.07,0.07,0.00,0.07,1.1,1.1,1.5,2.6,0.04,0.05,0.09,0.04,0.09,Matches
41,Gareth Bale\Gareth-Bale,wal WAL,FW,Tottenham,31-309,1989,19,10,897,10.0,9,2,9,0,0,1,0,0.90,0.20,1.10,0.90,1.10,4.3,4.3,1.4,5.7,0.43,0.14,0.57,0.43,0.57,Matches
42,Patrick Bamford\Patrick-Bamford,eng ENG,FW,Leeds United,27-258,1993,37,37,3005,33.4,16,7,15,1,1,3,0,0.48,0.21,0.69,0.45,0.66,16.3,15.5,4.1,19.6,0.49,0.12,0.61,0.47,0.59,Matches
43,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,35-327,1985,4,3,274,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
44,Ross Barkley\Ross-Barkley,eng ENG,MF,Aston Villa,27-167,1993,24,18,1531,17.0,3,1,3,0,0,0,0,0.18,0.06,0.24,0.18,0.24,3.2,3.2,3.6,6.8,0.19,0.21,0.40,0.19,0.40,Matches
45,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,27-167,1993,2,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.06,0.16,0.22,0.06,0.22,Matches
46,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,31-203,1989,21,15,1329,14.8,3,0,2,1,1,4,0,0.20,0.00,0.20,0.14,0.14,5.1,4.4,0.7,5.1,0.35,0.04,0.39,0.30,0.34,Matches
47,Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,23-163,1997,25,22,1945,21.6,9,4,9,0,0,0,0,0.42,0.19,0.60,0.42,0.60,6.2,6.2,1.5,7.7,0.29,0.07,0.35,0.29,0.35,Matches
48,Kyle Bartley\Kyle-Bartley,eng ENG,DF,West Brom,29-364,1991,29,27,2494,27.7,3,1,3,0,0,4,0,0.11,0.04,0.14,0.11,0.14,1.9,1.9,0.2,2.1,0.07,0.01,0.08,0.07,0.08,Matches
49,Chris Basham\Chris-Basham,eng ENG,DFMF,Sheffield Utd,32-305,1988,30,30,2486,27.6,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,0.7,0.7,0.8,1.5,0.02,0.03,0.05,0.02,0.05,Matches
50,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,27-231,1993,18,7,728,8.1,2,1,2,0,0,0,0,0.25,0.12,0.37,0.25,0.37,1.4,1.4,1.4,2.8,0.17,0.18,0.35,0.17,0.35,Matches
51,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,25-039,1996,35,35,3010,33.4,1,1,1,0,0,4,1,0.03,0.03,0.06,0.03,0.06,0.9,0.9,0.3,1.3,0.03,0.01,0.04,0.03,0.04,Matches
52,Donny van de Beek\Donny-van-de-Beek,nl NED,MFFW,Manchester Utd,24-033,1997,18,3,434,4.8,1,1,1,0,0,1,0,0.21,0.21,0.41,0.21,0.41,0.3,0.3,1.0,1.3,0.05,0.21,0.26,0.05,0.26,Matches
53,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,26-063,1995,25,24,2089,23.2,1,2,1,0,0,8,0,0.04,0.09,0.13,0.04,0.13,0.8,0.8,2.4,3.2,0.04,0.10,0.14,0.04,0.14,Matches
54,Saïd Benrahma\Said-Benrahma,dz ALG,FWMF,West Ham,25-284,1995,29,14,1369,15.2,1,6,1,0,0,0,0,0.07,0.39,0.46,0.07,0.46,2.2,2.2,4.4,6.5,0.14,0.29,0.43,0.14,0.43,Matches
55,Josh Benson\Josh-Benson,eng ENG,MF,Burnley,21-167,1999,6,2,264,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches
56,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,30-169,1990,30,21,1816,20.2,10,1,10,0,0,3,1,0.50,0.05,0.55,0.50,0.55,8.1,8.1,1.0,9.1,0.40,0.05,0.45,0.40,0.45,Matches
57,Gaetano Berardi\Gaetano-Berardi,ch SUI,DF,Leeds United,32-273,1988,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
58,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,30-206,1990,21,15,1275,14.2,2,0,2,0,0,2,0,0.14,0.00,0.14,0.14,0.14,1.6,1.6,0.5,2.1,0.12,0.04,0.15,0.12,0.15,Matches
59,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,23-096,1998,15,13,1120,12.4,1,1,0,1,1,4,0,0.08,0.08,0.16,0.00,0.08,1.2,0.5,1.2,1.7,0.10,0.10,0.20,0.04,0.14,Matches
60,Steven Bergwijn\Steven-Bergwijn,nl NED,FWMF,Tottenham,23-225,1997,20,12,1141,12.7,1,3,1,0,0,2,0,0.08,0.24,0.32,0.08,0.32,2.5,2.5,1.3,3.7,0.20,0.10,0.30,0.20,0.30,Matches
61,Bernard\Bernard,br BRA,FWMF,Everton,28-255,1992,11,3,423,4.7,1,0,1,0,0,2,0,0.21,0.00,0.21,0.21,0.21,0.2,0.2,0.7,0.9,0.04,0.14,0.19,0.04,0.19,Matches
62,Bernardo\Bernardo,br BRA,DFMF,Brighton,26-007,1995,3,2,206,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.13,0.09,0.22,0.13,0.22,Matches
63,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,31-289,1989,29,29,2598,28.9,0,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,0.6,0.6,1.2,1.8,0.02,0.04,0.06,0.02,0.06,Matches
64,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,24-264,1996,35,34,3021,33.6,1,0,1,0,0,8,1,0.03,0.00,0.03,0.03,0.03,1.2,1.2,1.0,2.2,0.04,0.03,0.07,0.04,0.07,Matches
65,Jayden Bogle\Jayden-Bogle,eng ENG,DF,Sheffield Utd,20-298,2000,16,12,1110,12.3,2,0,2,0,0,2,0,0.16,0.00,0.16,0.16,0.16,1.7,1.7,0.2,1.9,0.14,0.01,0.15,0.14,0.15,Matches
66,Willy Boly\Willy-Boly,ci CIV,DF,Wolves,30-107,1991,20,20,1789,19.9,1,1,1,0,0,1,0,0.05,0.05,0.10,0.05,0.10,1.1,1.1,0.4,1.5,0.05,0.02,0.08,0.05,0.08,Matches
67,Jarrod Bowen\Jarrod-Bowen,eng ENG,FWMF,West Ham,24-152,1996,37,29,2479,27.5,8,5,8,0,0,0,0,0.29,0.18,0.47,0.29,0.47,6.2,6.2,4.1,10.4,0.23,0.15,0.38,0.23,0.38,Matches
68,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,29-127,1992,19,12,1052,11.7,1,1,1,0,0,3,0,0.09,0.09,0.17,0.09,0.17,0.8,0.8,0.9,1.7,0.07,0.08,0.15,0.07,0.15,Matches
69,Rhian Brewster\Rhian-Brewster,eng ENG,FW,Sheffield Utd,21-050,2000,26,12,1116,12.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.7,1.7,1.7,3.3,0.13,0.13,0.27,0.13,0.27,Matches
70,Nathan Broadhead\Nathan-Broadhead,wal WAL,MF,Everton,23-046,1998,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
71,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,25-153,1995,32,31,2768,30.8,0,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,1.9,1.9,1.1,2.9,0.06,0.03,0.10,0.06,0.10,Matches
72,Joe Bryan\Joe-Bryan,eng ENG,DFFW,Fulham,27-246,1993,15,6,594,6.6,1,0,1,0,0,2,0,0.15,0.00,0.15,0.15,0.15,0.4,0.4,0.4,0.8,0.06,0.06,0.12,0.06,0.12,Matches
73,Kean Bryan\Kean-Bryan,eng ENG,DF,Sheffield Utd,24-201,1996,13,12,1004,11.2,1,0,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,0.4,0.4,0.4,0.8,0.04,0.03,0.07,0.04,0.07,Matches
74,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,24-044,1997,25,14,1269,14.1,1,1,1,0,0,2,0,0.07,0.07,0.14,0.07,0.14,2.4,2.4,1.8,4.2,0.17,0.13,0.30,0.17,0.30,Matches
75,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,29-012,1992,26,22,1971,21.9,1,0,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,1.5,1.5,1.0,2.5,0.07,0.05,0.11,0.07,0.11,Matches
76,Jack Butland\Jack-Butland,eng ENG,GK,Crystal Palace,28-072,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
77,David Button\David-Button,eng ENG,GK,West Brom,32-083,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
78,Oskar Buur\Oskar-Buur,dk DEN,DF,Wolves,23-051,1998,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
79,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,39-235,1981,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
80,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,35-153,1985,19,19,1710,19.0,1,1,1,0,0,3,0,0.05,0.05,0.11,0.05,0.11,0.5,0.5,0.7,1.2,0.02,0.04,0.06,0.02,0.06,Matches
81,Tom Cairney\Tom-Cairney,sco SCO,MF,Fulham,30-121,1991,10,9,759,8.4,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,0.7,0.7,1.4,2.1,0.08,0.17,0.25,0.08,0.25,Matches
82,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,24-066,1997,32,31,2781,30.9,16,0,16,0,0,3,0,0.52,0.00,0.52,0.52,0.52,15.2,15.2,2.0,17.3,0.49,0.07,0.56,0.49,0.56,Matches
83,João Cancelo\Joao-Cancelo,pt POR,DF,Manchester City,26-359,1994,28,27,2299,25.5,2,3,2,0,0,5,1,0.08,0.12,0.20,0.08,0.20,2.0,2.0,4.9,6.9,0.08,0.19,0.27,0.08,0.27,Matches
84,Ian Carlo Poveda\Ian-Carlo-Poveda,eng ENG,MFDF,Leeds United,21-101,2000,14,0,355,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.8,1.2,0.09,0.21,0.30,0.09,0.30,Matches
85,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,32-135,1989,18,4,392,4.4,1,0,1,0,0,1,0,0.23,0.00,0.23,0.23,0.23,1.2,1.2,0.1,1.2,0.27,0.02,0.29,0.27,0.29,Matches
86,Scott Carson\Scott-Carson,eng ENG,GK,Manchester City,35-260,1985,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
87,Fabio Carvalho\Fabio-Carvalho,eng ENG,FWDF,Fulham,18-264,2002,3,2,165,1.8,1,0,1,0,0,0,0,0.55,0.00,0.55,0.55,0.55,0.9,0.9,0.1,1.0,0.51,0.03,0.55,0.51,0.55,Matches
88,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,23-287,1997,28,28,2372,26.4,0,2,0,0,0,8,1,0.00,0.08,0.08,0.00,0.08,0.3,0.3,2.2,2.5,0.01,0.08,0.10,0.01,0.10,Matches
89,Kiko Casilla\Kiko-Casilla,es ESP,GK,Leeds United,34-231,1986,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
90,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,25-167,1995,26,26,2255,25.1,2,3,2,0,0,1,0,0.08,0.12,0.20,0.08,0.20,1.3,1.3,2.0,3.3,0.05,0.08,0.13,0.05,0.13,Matches
91,Jonny Castro\Jonny-Castro,es ESP,DF,Wolves,27-079,1994,7,7,495,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.03,0.04,0.01,0.04,Matches
92,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Fulham,27-215,1993,35,26,2382,26.5,3,0,2,1,2,2,0,0.11,0.00,0.11,0.08,0.08,5.0,4.2,3.3,7.5,0.19,0.12,0.31,0.16,0.28,Matches
93,Edinson Cavani\Edinson-Cavani,uy URU,FW,Manchester Utd,34-096,1987,26,13,1375,15.3,10,3,10,0,0,4,0,0.65,0.20,0.85,0.65,0.85,7.4,7.4,2.7,10.1,0.48,0.17,0.66,0.48,0.66,Matches
94,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,24-287,1996,25,17,1615,17.9,0,3,0,0,0,4,0,0.00,0.17,0.17,0.00,0.17,0.7,0.7,2.9,3.6,0.04,0.16,0.20,0.04,0.20,Matches
95,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,26-121,1995,9,7,663,7.4,0,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,0.6,0.6,0.9,1.5,0.08,0.13,0.21,0.08,0.21,Matches
96,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,24-151,1996,26,26,2196,24.4,2,5,2,0,0,3,0,0.08,0.20,0.29,0.08,0.29,2.0,2.0,2.2,4.1,0.08,0.09,0.17,0.08,0.17,Matches
97,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,23-232,1997,10,4,316,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.11,0.00,0.11,0.11,0.11,Matches
98,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,25-041,1996,17,15,1371,15.2,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.02,0.03,0.01,0.03,Matches
99,Carney Chukwuemeka\Carney-Chukwuemeka,eng ENG,MF,Aston Villa,17-134,2004,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,2.87,0.00,2.87,2.87,2.87,Matches
100,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,31-237,1989,22,21,1891,21.0,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,0.3,0.3,0.1,0.4,0.02,0.00,0.02,0.02,0.02,Matches
101,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,30-046,1991,13,13,1145,12.7,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04,Matches
102,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,28-085,1993,36,36,3213,35.7,1,0,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,1.3,1.3,0.1,1.4,0.04,0.00,0.04,0.04,0.04,Matches
103,Séamus Coleman\Seamus-Coleman,ie IRL,DFMF,Everton,32-222,1988,25,18,1613,17.9,0,3,0,0,0,0,0,0.00,0.17,0.17,0.00,0.17,1.2,1.2,1.9,3.1,0.06,0.11,0.17,0.06,0.17,Matches
104,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,21-113,2000,16,9,746,8.3,2,1,2,0,0,0,0,0.24,0.12,0.36,0.24,0.36,3.3,3.3,0.2,3.5,0.40,0.02,0.42,0.40,0.42,Matches
105,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-264,1991,24,24,2095,23.3,1,0,1,0,0,3,1,0.04,0.00,0.04,0.04,0.04,1.3,1.3,0.0,1.3,0.05,0.00,0.05,0.05,0.05,Matches
