,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
171,Antwoine Hackford\Antwoine-Hackford,eng ENG,DFFW,Sheffield Utd,16-301,2004,1,0,11,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,1.16,0.00,1.16,1.16,1.16,Matches
172,Sébastien Haller\Sebastien-Haller,ci CIV,FW,West Ham,26-207,1994,16,10,937,10.4,3,0,0,0,0,0,0.29,0.00,0.29,0.29,0.29,2.9,2.9,1.2,0.28,0.12,0.40,0.28,0.40,Matches
173,Rekeem Harper\Rekeem-Harper,eng ENG,MF,West Brom,20-313,2000,2,0,32,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.12,0.00,0.12,0.12,0.12,Matches
174,Jack Harrison\Jack-Harrison,eng ENG,MF,Leeds United,24-056,1996,16,16,1309,14.5,3,4,0,0,0,0,0.21,0.28,0.48,0.21,0.48,2.9,2.9,4.1,0.20,0.28,0.48,0.20,0.48,Matches
175,Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,25-183,1995,4,4,360,4.0,1,0,0,0,1,0,0.25,0.00,0.25,0.25,0.25,1.1,1.1,0.0,0.27,0.00,0.27,0.27,0.27,Matches
176,Kai Havertz\Kai-Havertz,de GER,MFFW,Chelsea,21-218,1999,15,10,818,9.1,1,2,0,0,1,0,0.11,0.22,0.33,0.11,0.33,1.4,1.4,0.9,0.15,0.10,0.25,0.15,0.25,Matches
177,Isaac Hayden\Isaac-Hayden,eng ENG,MFDF,Newcastle Utd,25-299,1995,13,11,1001,11.1,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.03,0.03,0.06,0.03,0.06,Matches
178,Michael Hector\Michael-Hector,jm JAM,DF,Fulham,28-180,1992,4,3,263,2.9,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.01,0.04,0.03,0.04,Matches
179,Ahmed Hegazi\Ahmed-Hegazi,eg EGY,DF,West Brom,29-356,1991,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
180,Dean Henderson\Dean-Henderson,eng ENG,GK,Manchester Utd,23-309,1997,3,2,225,2.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
181,Jordan Henderson\Jordan-Henderson,eng ENG,MFDF,Liverpool,30-212,1990,14,13,1135,12.6,1,1,0,0,0,0,0.08,0.08,0.16,0.08,0.16,1.4,1.4,1.2,0.11,0.09,0.20,0.11,0.20,Matches
182,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Newcastle Utd,28-350,1992,11,11,911,10.1,2,1,0,0,0,0,0.20,0.10,0.30,0.20,0.30,0.9,0.9,0.7,0.08,0.07,0.15,0.08,0.15,Matches
183,Pablo Hernández\Pablo-Hernandez,es ESP,MF,Leeds United,35-279,1985,8,2,243,2.7,0,2,0,0,0,0,0.00,0.74,0.74,0.00,0.74,0.8,0.8,0.6,0.31,0.24,0.55,0.31,0.55,Matches
184,Son Heung-min\Son-Heung-min,kr KOR,FW,Tottenham,28-191,1992,17,17,1434,15.9,12,5,0,0,0,0,0.75,0.31,1.07,0.75,1.07,6.2,6.2,3.7,0.39,0.23,0.62,0.39,0.62,Matches
185,Ki-Jana Hoever\Ki-Jana-Hoever,nl NED,DFFW,Wolves,18-363,2002,4,1,148,1.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.05,0.05,0.00,0.05,Matches
186,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,25-117,1995,15,14,1305,14.5,0,1,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.9,0.9,0.2,0.06,0.01,0.07,0.06,0.07,Matches
187,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,24-085,1996,8,8,711,7.9,1,0,0,0,3,0,0.13,0.00,0.13,0.13,0.13,0.7,0.7,0.1,0.09,0.01,0.10,0.09,0.10,Matches
188,Conor Hourihane\Conor-Hourihane,ie IRL,MF,Aston Villa,29-348,1991,4,3,225,2.5,1,1,0,0,0,0,0.40,0.40,0.80,0.40,0.80,0.5,0.5,0.8,0.20,0.32,0.52,0.20,0.52,Matches
189,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FW,Chelsea,20-069,2000,8,2,333,3.7,2,1,0,0,0,0,0.54,0.27,0.81,0.54,0.81,0.6,0.6,1.1,0.17,0.30,0.47,0.17,0.47,Matches
190,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Tottenham,25-163,1995,17,17,1530,17.0,0,1,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.4,0.4,0.7,0.02,0.04,0.06,0.02,0.06,Matches
191,Odion Ighalo\Odion-Ighalo,ng NGA,FW,Manchester Utd,31-213,1989,1,0,10,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
192,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FWMF,Leicester City,24-104,1996,8,2,238,2.6,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,1.4,0.7,0.6,0.54,0.22,0.76,0.25,0.47,Matches
193,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,28-176,1992,13,12,1055,11.7,7,3,2,2,1,0,0.60,0.26,0.85,0.43,0.68,4.8,3.3,1.0,0.41,0.09,0.50,0.28,0.37,Matches
194,Branislav Ivanović\Branislav-Ivanovic,rs SRB,DF,West Brom,36-328,1984,11,8,742,8.2,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.07,0.01,0.07,0.07,0.07,Matches
195,Alex Iwobi\Alex-Iwobi,ng NGA,FWDF,Everton,24-257,1996,15,9,870,9.7,1,2,0,0,0,0,0.10,0.21,0.31,0.10,0.31,0.7,0.7,1.5,0.08,0.16,0.23,0.08,0.23,Matches
196,Phil Jagielka\Phil-Jagielka,eng ENG,DFMF,Sheffield Utd,38-151,1982,3,1,142,1.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
197,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWDF,Brighton,27-157,1993,11,2,253,2.8,0,1,0,0,2,0,0.00,0.36,0.36,0.00,0.36,1.1,1.1,1.8,0.38,0.65,1.03,0.38,1.03,Matches
198,Daniel James\Daniel-James,wal WAL,FW,Manchester Utd,23-066,1997,6,5,324,3.6,1,0,0,0,2,0,0.28,0.00,0.28,0.28,0.28,0.7,0.7,0.2,0.19,0.05,0.23,0.19,0.23,Matches
199,Reece James\Reece-James,eng ENG,DF,Chelsea,21-038,1999,13,12,1084,12.0,1,2,0,0,3,0,0.08,0.17,0.25,0.08,0.25,0.5,0.5,1.8,0.04,0.15,0.19,0.04,0.19,Matches
200,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,23-287,1997,8,7,654,7.3,2,1,0,0,1,0,0.28,0.14,0.41,0.28,0.41,1.8,1.8,1.4,0.25,0.19,0.44,0.25,0.44,Matches
201,Raúl Jiménez\Raul-Jimenez,mx MEX,FW,Wolves,29-255,1991,10,10,823,9.1,4,0,0,0,0,0,0.44,0.00,0.44,0.44,0.44,2.4,2.4,0.8,0.26,0.08,0.34,0.26,0.34,Matches
202,Joelinton\Joelinton,br BRA,FWMF,Newcastle Utd,24-154,1996,15,11,950,10.6,1,2,0,0,2,0,0.09,0.19,0.28,0.09,0.28,1.7,1.7,1.1,0.16,0.10,0.27,0.16,0.27,Matches
203,Ben Johnson\Ben-Johnson,eng ENG,DF,West Ham,20-357,2000,4,1,144,1.6,1,0,0,0,0,0,0.62,0.00,0.62,0.62,0.62,0.3,0.3,0.0,0.21,0.00,0.21,0.21,0.21,Matches
204,Sam Johnstone\Sam-Johnstone,eng ENG,GK,West Brom,27-296,1993,17,17,1530,17.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
205,Curtis Jones\Curtis-Jones,eng ENG,MF,Liverpool,19-351,2001,11,7,672,7.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.5,0.09,0.07,0.16,0.09,0.16,Matches
206,Jorginho\Jorginho,it ITA,MF,Chelsea,29-026,1991,10,7,638,7.1,3,1,3,5,0,0,0.42,0.14,0.56,0.00,0.14,3.9,0.1,0.9,0.55,0.13,0.68,0.01,0.14,Matches
207,Diogo Jota\Diogo-Jota,pt POR,FW,Liverpool,24-042,1996,9,5,503,5.6,5,0,0,0,0,0,0.89,0.00,0.89,0.89,0.89,2.4,2.4,1.2,0.44,0.22,0.66,0.44,0.66,Matches
208,James Justin\James-Justin,eng ENG,DF,Leicester City,22-327,1998,17,17,1530,17.0,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,0.5,0.5,1.3,0.03,0.08,0.11,0.03,0.11,Matches
209,Aboubakar Kamara\Aboubakar-Kamara,fr FRA,FWDF,Fulham,25-314,1995,9,2,287,3.2,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.11,0.07,0.19,0.11,0.19,Matches
210,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,27-171,1993,17,17,1519,16.9,11,11,3,3,1,0,0.65,0.65,1.30,0.47,1.13,9.4,7.1,4.3,0.56,0.26,0.81,0.42,0.68,Matches
211,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,29-292,1991,17,17,1478,16.4,0,1,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,0.8,0.02,0.05,0.06,0.02,0.06,Matches
212,Moise Kean\Moise-Kean,it ITA,FW,Everton,20-322,2000,2,0,15,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.21,0.00,0.21,0.21,0.21,Matches
213,Michael Keane\Michael-Keane,eng ENG,DF,Everton,28-004,1993,16,16,1415,15.7,3,0,0,0,0,0,0.19,0.00,0.19,0.19,0.19,1.0,1.0,0.5,0.06,0.03,0.09,0.06,0.09,Matches
214,Neeskens Kebano\Neeskens-Kebano,cd COD,FWMF,Fulham,28-311,1992,5,1,119,1.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.22,0.00,0.22,0.22,0.22,Matches
215,Naby Keïta\Naby-Keita,gn GUI,MF,Liverpool,25-340,1995,7,6,395,4.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,0.10,0.13,0.23,0.10,0.23,Matches
216,Caoimhin Kelleher\Caoimhin-Kelleher,ie IRL,GK,Liverpool,22-053,1998,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
217,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,23-306,1997,4,1,79,0.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
218,Reda Khadra\Reda-Khadra,de GER,FW,Brighton,19-195,2001,1,0,5,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
219,Max Kilman\Max-Kilman,eng ENG,DF,Wolves,23-237,1997,10,8,760,8.4,0,1,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.3,0.3,0.4,0.03,0.04,0.08,0.03,0.08,Matches
220,Mateusz Klich\Mateusz-Klich,pl POL,MF,Leeds United,30-216,1990,17,17,1401,15.6,3,5,2,2,4,0,0.19,0.32,0.51,0.06,0.39,2.5,1.0,3.0,0.16,0.19,0.36,0.06,0.26,Matches
221,Robin Koch\Robin-Koch,de GER,DF,Leeds United,24-182,1996,11,11,908,10.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.07,0.02,0.08,0.07,0.08,Matches
222,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,27-209,1993,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
223,Ezri Konsa\Ezri-Konsa,eng ENG,DF,Aston Villa,23-084,1997,13,12,1126,12.5,2,0,0,0,1,0,0.16,0.00,0.16,0.16,0.16,0.6,0.6,0.0,0.05,0.00,0.05,0.05,0.05,Matches
224,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,DF,Crystal Palace,31-025,1989,18,18,1592,17.7,1,0,0,0,0,0,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.1,0.04,0.01,0.05,0.04,0.05,Matches
225,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,26-254,1994,12,8,652,7.2,0,1,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0.3,0.3,0.9,0.04,0.12,0.16,0.04,0.16,Matches
226,Emil Krafth\Emil-Krafth,se SWE,DF,Newcastle Utd,26-166,1994,4,3,288,3.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.03,0.03,0.00,0.03,Matches
227,Filip Krovinović\Filip-Krovinovic,hr CRO,MF,West Brom,25-139,1995,11,5,546,6.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.04,0.05,0.09,0.04,0.09,Matches
228,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,29-232,1991,15,11,943,10.5,7,0,1,1,2,0,0.67,0.00,0.67,0.57,0.57,5.0,4.2,0.6,0.48,0.06,0.54,0.41,0.46,Matches
229,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Brighton,32-250,1988,14,10,768,8.5,0,1,0,0,0,0,0.00,0.12,0.12,0.00,0.12,0.5,0.5,2.0,0.06,0.24,0.30,0.06,0.30,Matches
230,Érik Lamela\Erik-Lamela,ar ARG,FW,Tottenham,28-317,1992,7,2,213,2.4,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.28,0.05,0.33,0.28,0.33,Matches
231,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Brighton,20-107,2000,11,11,886,9.8,1,1,0,0,4,1,0.10,0.10,0.20,0.10,0.20,0.6,0.6,1.1,0.06,0.11,0.17,0.06,0.17,Matches
232,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,27-335,1993,9,1,233,2.6,1,1,0,0,1,0,0.39,0.39,0.77,0.39,0.77,0.5,0.5,0.4,0.19,0.15,0.34,0.19,0.34,Matches
233,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,26-233,1994,4,4,360,4.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.04,0.06,0.10,0.04,0.10,Matches
234,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,27-065,1993,8,8,672,7.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.03,0.00,0.03,0.03,0.03,Matches
235,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,31-096,1989,2,1,123,1.4,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
236,Mario Lemina\Mario-Lemina,ga GAB,MF,Fulham,27-136,1993,10,5,457,5.1,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.02,0.07,0.09,0.02,0.09,Matches
237,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,28-317,1992,18,18,1620,18.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
238,Jamal Lewis\Jamal-Lewis,nir NIR,DF,Newcastle Utd,22-356,1998,14,11,1020,11.3,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.9,0.00,0.08,0.08,0.00,0.08,Matches
239,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,26-182,1994,13,13,1145,12.7,1,1,0,0,0,0,0.08,0.08,0.16,0.08,0.16,0.6,0.6,0.5,0.05,0.04,0.09,0.05,0.09,Matches
240,Jake Livermore\Jake-Livermore,eng ENG,MF,West Brom,31-062,1989,10,10,769,8.5,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.02,0.03,0.05,0.02,0.05,Matches
241,Diego Llorente\Diego-Llorente,es ESP,DF,Leeds United,27-152,1993,1,0,82,0.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
242,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,34-020,1986,17,17,1530,17.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
243,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MFFW,Tottenham,24-281,1996,11,4,439,4.9,1,1,0,0,3,0,0.21,0.21,0.41,0.21,0.41,0.8,0.8,1.0,0.17,0.21,0.38,0.17,0.38,Matches
244,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,FW,Chelsea,24-358,1996,1,1,60,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
245,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,FWMF,Fulham,24-358,1996,11,8,694,7.7,1,0,0,0,1,0,0.13,0.00,0.13,0.13,0.13,1.0,1.0,0.3,0.14,0.04,0.17,0.14,0.17,Matches
246,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,30-150,1990,6,6,540,6.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
247,Shane Long\Shane-Long,ie IRL,FWMF,Southampton,33-359,1987,10,1,191,2.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
248,Matthew Longstaff\Matthew-Longstaff,eng ENG,MF,Newcastle Utd,20-300,2000,4,3,300,3.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.03,0.03,0.00,0.03,Matches
249,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,23-077,1997,12,9,826,9.2,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.07,0.03,0.09,0.07,0.09,Matches
250,Ademola Lookman\Ademola-Lookman,eng ENG,FW,Fulham,23-087,1997,13,11,1031,11.5,2,3,0,1,2,0,0.17,0.26,0.44,0.17,0.44,2.9,2.2,1.8,0.26,0.16,0.41,0.19,0.35,Matches
251,Max Lowe\Max-Lowe,eng ENG,DF,Sheffield Utd,23-249,1997,6,6,413,4.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.01,0.02,0.01,0.02,Matches
252,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,31-220,1989,12,12,1080,12.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.01,0.03,0.04,0.01,0.04,Matches
253,David Luiz\David-Luiz,br BRA,DF,Arsenal,33-268,1987,9,7,571,6.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.03,0.01,0.03,0.03,0.03,Matches
254,Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,22-251,1998,14,14,1222,13.6,0,1,0,0,4,1,0.00,0.07,0.07,0.00,0.07,0.4,0.4,0.6,0.03,0.04,0.07,0.03,0.07,Matches
255,John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,26-332,1994,13,10,858,9.5,0,1,0,1,3,1,0.00,0.10,0.10,0.00,0.10,1.8,1.1,0.8,0.19,0.09,0.28,0.11,0.20,Matches
256,Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,FWMF,Brighton,22-022,1998,6,2,221,2.5,1,0,0,0,0,0,0.41,0.00,0.41,0.41,0.41,0.2,0.2,0.1,0.07,0.04,0.11,0.07,0.11,Matches
257,James Maddison\James-Maddison,eng ENG,MFFW,Leicester City,24-053,1996,15,10,964,10.7,4,2,0,0,3,0,0.37,0.19,0.56,0.37,0.56,1.5,1.5,2.0,0.14,0.18,0.32,0.14,0.32,Matches
258,Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,27-316,1993,17,17,1530,17.0,1,0,0,0,4,0,0.06,0.00,0.06,0.06,0.06,1.2,1.2,0.1,0.07,0.00,0.08,0.07,0.08,Matches
259,Riyad Mahrez\Riyad-Mahrez,dz ALG,FWDF,Manchester City,29-329,1991,12,10,836,9.3,4,1,0,0,0,0,0.43,0.11,0.54,0.43,0.54,2.6,2.6,3.2,0.28,0.35,0.62,0.28,0.62,Matches
260,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,23-139,1997,11,5,490,5.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.03,0.05,0.02,0.05,Matches
261,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,28-280,1992,16,15,1330,14.8,6,2,0,0,2,0,0.41,0.14,0.54,0.41,0.54,7.6,7.6,2.2,0.52,0.15,0.66,0.52,0.66,Matches
262,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,26-255,1994,6,5,460,5.1,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.04,0.04,0.00,0.04,Matches
263,Fernando Marçal\Fernando-Marcal,br BRA,DF,Wolves,31-331,1989,10,7,571,6.3,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.02,0.03,0.01,0.03,Matches
264,Solly March\Solly-March,eng ENG,DF,Brighton,26-179,1994,17,15,1336,14.8,2,1,0,0,0,0,0.13,0.07,0.20,0.13,0.20,1.2,1.2,1.4,0.08,0.09,0.17,0.08,0.17,Matches
265,Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,27-137,1993,3,3,270,3.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
266,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,25-041,1995,13,11,914,10.2,2,3,0,0,0,1,0.20,0.30,0.49,0.20,0.49,3.7,3.7,1.7,0.36,0.16,0.52,0.36,0.52,Matches
267,Martinelli\Martinelli,br BRA,FW,Arsenal,19-211,2001,3,2,155,1.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.37,0.00,0.37,0.37,0.37,Matches
268,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Aston Villa,28-135,1992,15,15,1350,15.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
269,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,27-069,1993,10,10,850,9.4,0,1,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.3,0.3,1.6,0.03,0.17,0.20,0.03,0.20,Matches
270,Juan Mata\Juan-Mata,es ESP,FW,Manchester Utd,32-262,1988,6,4,335,3.7,0,2,0,0,0,0,0.00,0.54,0.54,0.00,0.54,0.3,0.3,0.8,0.09,0.23,0.32,0.09,0.32,Matches
271,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,32-167,1988,10,7,641,7.1,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.01,0.04,0.06,0.01,0.06,Matches
272,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,29-160,1991,8,7,556,6.2,1,2,0,0,1,0,0.16,0.32,0.49,0.16,0.49,0.6,0.6,1.0,0.10,0.17,0.27,0.10,0.27,Matches
273,Neal Maupay\Neal-Maupay,fr FRA,FWMF,Brighton,24-154,1996,16,13,1142,12.7,6,1,3,4,0,0,0.47,0.08,0.55,0.24,0.32,7.6,4.5,1.0,0.60,0.08,0.67,0.36,0.43,Matches
274,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,33-100,1987,16,15,1286,14.3,0,2,0,0,3,0,0.00,0.14,0.14,0.00,0.14,0.2,0.2,0.9,0.02,0.06,0.08,0.02,0.08,Matches
275,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,24-225,1996,13,8,825,9.2,1,0,0,0,1,0,0.11,0.00,0.11,0.11,0.11,2.7,2.7,0.7,0.29,0.07,0.37,0.29,0.37,Matches
276,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,31-043,1989,16,16,1440,16.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
277,James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,30-064,1990,6,4,332,3.7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.02,0.00,0.02,Matches
278,John McGinn\John-McGinn,sco SCO,MF,Aston Villa,26-089,1994,15,15,1350,15.0,1,4,0,0,4,0,0.07,0.27,0.33,0.07,0.33,0.9,0.9,1.6,0.06,0.11,0.17,0.06,0.17,Matches
279,David McGoldrick\David-McGoldrick,ie IRL,FWMF,Sheffield Utd,33-047,1987,16,12,1014,11.3,4,1,0,0,2,0,0.36,0.09,0.44,0.36,0.44,2.7,2.7,0.9,0.24,0.08,0.32,0.24,0.32,Matches
280,Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,21-054,1999,14,13,1192,13.2,0,1,0,0,1,0,0.00,0.08,0.08,0.00,0.08,0.3,0.3,1.8,0.03,0.14,0.16,0.03,0.16,Matches
281,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,24-038,1996,15,10,922,10.2,2,1,0,0,0,0,0.20,0.10,0.29,0.20,0.29,0.9,0.9,0.7,0.08,0.07,0.15,0.08,0.15,Matches
282,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,31-114,1989,10,10,900,10.0,1,0,0,0,0,0,0.10,0.00,0.10,0.10,0.10,0.6,0.6,0.0,0.06,0.00,0.07,0.06,0.07,Matches
