,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
58,Bernard\Bernard,br BRA,FWMF,Everton,28-129,1992,6,2,274,3.0,1,0,0,0,2,0,0.33,0.00,0.33,0.33,0.33,0.2,0.2,0.5,0.05,0.15,0.20,0.05,0.20,Matches
59,Bernardo\Bernardo,br BRA,DFMF,Brighton,25-246,1995,3,2,206,2.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.13,0.09,0.22,0.13,0.22,Matches
60,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,31-163,1989,16,16,1428,15.9,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.02,0.02,0.04,0.02,0.04,Matches
61,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,24-138,1996,16,16,1374,15.3,1,0,0,0,5,1,0.07,0.00,0.07,0.07,0.07,0.5,0.5,0.3,0.04,0.02,0.05,0.04,0.05,Matches
62,Jayden Bogle\Jayden-Bogle,eng ENG,DFMF,Sheffield Utd,20-172,2000,3,2,217,2.4,1,0,0,0,1,0,0.41,0.00,0.41,0.41,0.41,0.6,0.6,0.2,0.23,0.08,0.30,0.23,0.30,Matches
63,Willy Boly\Willy-Boly,ci CIV,DF,Wolves,29-347,1991,12,12,1080,12.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.02,0.00,0.02,0.02,0.02,Matches
64,Jarrod Bowen\Jarrod-Bowen,eng ENG,FWMF,West Ham,24-026,1996,17,16,1291,14.3,4,2,0,0,0,0,0.28,0.14,0.42,0.28,0.42,3.3,3.3,1.5,0.23,0.10,0.33,0.23,0.33,Matches
65,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,29-001,1992,11,8,672,7.5,1,1,0,0,2,0,0.13,0.13,0.27,0.13,0.27,0.4,0.4,0.8,0.06,0.11,0.17,0.06,0.17,Matches
66,Rhian Brewster\Rhian-Brewster,eng ENG,FW,Sheffield Utd,20-289,2000,14,6,641,7.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,1.1,0.17,0.15,0.32,0.17,0.32,Matches
67,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,25-027,1995,15,15,1350,15.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.6,0.05,0.04,0.08,0.05,0.08,Matches
68,Joe Bryan\Joe-Bryan,eng ENG,DFFW,Fulham,27-120,1993,8,4,342,3.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.05,0.07,0.02,0.07,Matches
69,Kean Bryan\Kean-Bryan,eng ENG,DF,Sheffield Utd,24-075,1996,2,2,152,1.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
70,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,23-283,1997,11,8,670,7.4,0,1,0,0,2,0,0.00,0.13,0.13,0.00,0.13,1.5,1.5,1.7,0.20,0.23,0.43,0.20,0.43,Matches
71,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,28-251,1992,11,9,823,9.1,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03,Matches
72,Oskar Buur\Oskar-Buur,dk DEN,DF,Wolves,22-290,1998,1,0,22,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
73,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,39-109,1981,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
74,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,35-027,1985,5,5,450,5.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.02,0.07,0.09,0.02,0.09,Matches
75,Tom Cairney\Tom-Cairney,sco SCO,MF,Fulham,29-361,1991,10,9,759,8.4,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,0.7,0.7,1.4,0.08,0.17,0.25,0.08,0.25,Matches
76,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,23-305,1997,16,16,1404,15.6,11,0,0,0,3,0,0.71,0.00,0.71,0.71,0.71,8.3,8.3,0.6,0.53,0.04,0.57,0.53,0.57,Matches
77,João Cancelo\Joao-Cancelo,pt POR,DF,Manchester City,26-233,1994,12,12,1080,12.0,0,1,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.5,0.5,2.5,0.04,0.21,0.25,0.04,0.25,Matches
78,Ian Carlo Poveda\Ian-Carlo-Poveda,eng ENG,MFDF,Leeds United,20-341,2000,9,0,237,2.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.14,0.14,0.28,0.14,0.28,Matches
79,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,32-009,1989,10,2,229,2.5,1,0,0,0,0,0,0.39,0.00,0.39,0.39,0.39,0.6,0.6,0.0,0.24,0.02,0.26,0.24,0.26,Matches
80,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,23-161,1997,14,14,1222,13.6,0,2,0,0,5,0,0.00,0.15,0.15,0.00,0.15,0.2,0.2,1.4,0.02,0.11,0.12,0.02,0.12,Matches
81,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,25-041,1995,9,9,779,8.7,1,2,0,0,1,0,0.12,0.23,0.35,0.12,0.35,0.3,0.3,0.6,0.03,0.06,0.10,0.03,0.10,Matches
82,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FW,Fulham,27-089,1993,14,12,1054,11.7,2,0,1,2,1,0,0.17,0.00,0.17,0.09,0.09,2.7,1.9,1.3,0.23,0.11,0.34,0.17,0.28,Matches
83,Edinson Cavani\Edinson-Cavani,uy URU,FW,Manchester Utd,33-336,1987,10,3,392,4.4,3,2,0,0,1,0,0.69,0.46,1.15,0.69,1.15,2.9,2.9,1.2,0.67,0.28,0.94,0.67,0.94,Matches
84,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,24-161,1996,16,10,1019,11.3,0,1,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.1,0.1,2.0,0.01,0.18,0.19,0.01,0.19,Matches
85,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,24-025,1996,14,14,1170,13.0,2,4,0,0,1,0,0.15,0.31,0.46,0.15,0.46,1.0,1.0,1.1,0.07,0.09,0.16,0.07,0.16,Matches
86,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,23-106,1997,3,1,71,0.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
87,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,24-280,1996,5,5,404,4.5,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
88,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,31-111,1989,9,9,810,9.0,1,0,0,0,2,0,0.11,0.00,0.11,0.11,0.11,0.2,0.2,0.1,0.02,0.01,0.03,0.02,0.03,Matches
89,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,29-285,1991,9,9,791,8.8,0,1,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.0,0.0,0.3,0.01,0.03,0.04,0.01,0.04,Matches
90,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,27-325,1993,17,17,1530,17.0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
91,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,32-096,1988,10,7,575,6.4,0,1,0,0,0,0,0.00,0.16,0.16,0.00,0.16,0.2,0.2,0.6,0.02,0.09,0.12,0.02,0.12,Matches
92,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,20-353,2000,11,7,581,6.5,2,1,0,0,0,0,0.31,0.15,0.46,0.31,0.46,2.1,2.1,0.2,0.33,0.02,0.35,0.33,0.35,Matches
93,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-138,1991,11,11,971,10.8,1,0,0,0,3,0,0.09,0.00,0.09,0.09,0.09,0.4,0.4,0.0,0.04,0.00,0.04,0.04,0.04,Matches
94,Hélder Costa\Helder-Costa,pt POR,MF,Leeds United,27-003,1994,11,8,679,7.5,2,2,0,0,0,0,0.27,0.27,0.53,0.27,0.53,1.0,1.0,0.8,0.13,0.11,0.24,0.13,0.24,Matches
95,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,28-146,1992,13,13,1164,12.9,0,2,0,0,2,0,0.00,0.15,0.15,0.00,0.15,0.3,0.3,1.6,0.02,0.13,0.15,0.02,0.15,Matches
96,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,31-031,1989,17,17,1530,17.0,0,4,0,0,0,0,0.00,0.24,0.24,0.00,0.24,0.5,0.5,2.3,0.03,0.13,0.16,0.03,0.16,Matches
97,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Wolves,23-012,1998,1,0,13,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
98,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,29-271,1991,17,17,1520,16.9,3,1,0,0,3,0,0.18,0.06,0.24,0.18,0.24,1.9,1.9,0.7,0.11,0.04,0.16,0.11,0.16,Matches
99,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,33-336,1987,8,8,720,8.0,1,0,0,0,1,0,0.12,0.00,0.12,0.12,0.12,0.3,0.3,0.0,0.04,0.00,0.04,0.04,0.04,Matches
100,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,30-099,1990,17,17,1530,17.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
101,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,27-266,1993,12,7,682,7.6,0,1,0,0,0,0,0.00,0.13,0.13,0.00,0.13,0.2,0.2,0.5,0.02,0.07,0.09,0.02,0.09,Matches
102,Tom Davies\Tom-Davies,eng ENG,MFDF,Everton,22-199,1998,10,6,490,5.4,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.00,0.09,0.09,0.00,0.09,Matches
103,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,22-337,1998,4,0,51,0.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.50,0.05,0.55,0.50,0.55,Matches
104,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,21-003,2000,2,0,33,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
105,Craig Dawson\Craig-Dawson,eng ENG,DF,West Ham,30-254,1990,2,2,180,2.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
106,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,29-201,1991,15,14,1278,14.2,3,9,2,3,1,0,0.21,0.63,0.85,0.07,0.70,7.8,5.5,6.1,0.55,0.43,0.98,0.39,0.81,Matches
107,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,17-342,2003,1,0,40,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
108,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,31-055,1989,5,2,214,2.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
109,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,25-275,1995,13,12,1037,11.5,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2.3,2.3,0.4,0.20,0.03,0.23,0.20,0.23,Matches
110,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,21-313,1999,8,2,208,2.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
111,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,22-271,1998,15,14,1069,11.9,1,0,0,0,0,0,0.08,0.00,0.08,0.08,0.08,1.0,1.0,0.1,0.08,0.01,0.09,0.08,0.09,Matches
112,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,24-032,1996,12,9,835,9.3,2,2,0,0,2,0,0.22,0.22,0.43,0.22,0.43,2.3,2.3,2.4,0.24,0.26,0.50,0.24,0.50,Matches
113,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-246,1997,14,14,1239,13.8,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.06,0.00,0.06,0.06,0.06,Matches
114,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,27-000,1994,16,16,1440,16.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.03,0.00,0.03,0.03,0.03,Matches
115,Lucas Digne\Lucas-Digne,fr FRA,DFMF,Everton,27-179,1993,9,9,791,8.8,0,5,0,0,0,1,0.00,0.57,0.57,0.00,0.57,0.2,0.2,1.8,0.02,0.21,0.23,0.02,0.23,Matches
116,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-191,1991,5,5,370,4.1,1,0,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.08,0.00,0.08,0.08,0.08,Matches
117,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,24-006,1997,4,3,298,3.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
118,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-214,1998,13,10,696,7.7,1,0,0,0,3,0,0.13,0.00,0.13,0.13,0.13,0.5,0.5,0.5,0.06,0.06,0.12,0.06,0.12,Matches
119,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,28-365,1992,8,8,704,7.8,0,1,0,0,3,1,0.00,0.13,0.13,0.00,0.13,0.3,0.3,0.5,0.04,0.06,0.11,0.04,0.11,Matches
120,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,23-027,1997,12,12,1051,11.7,2,0,0,0,3,1,0.17,0.00,0.17,0.17,0.17,0.7,0.7,0.0,0.06,0.00,0.07,0.06,0.07,Matches
121,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,28-014,1993,17,17,1448,16.1,1,2,0,0,5,0,0.06,0.12,0.19,0.06,0.19,1.4,1.4,1.4,0.09,0.09,0.18,0.09,0.18,Matches
122,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,29-111,1991,2,2,151,1.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
123,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,29-055,1991,15,15,1349,15.0,2,0,0,0,4,1,0.13,0.00,0.13,0.13,0.13,1.6,1.6,0.1,0.11,0.01,0.12,0.11,0.12,Matches
124,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,23-088,1997,2,2,180,2.0,1,0,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0.3,0.3,0.1,0.13,0.05,0.19,0.13,0.19,Matches
125,Ederson\Ederson,br BRA,GK,Manchester City,27-151,1993,15,15,1350,15.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
126,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,22-333,1998,5,1,118,1.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.11,0.00,0.11,0.11,0.11,Matches
127,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,28-087,1992,17,17,1451,16.1,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.02,0.00,0.03,0.02,0.03,Matches
128,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,33-128,1987,5,1,133,1.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.09,0.18,0.27,0.09,0.27,Matches
129,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,28-188,1992,10,10,873,9.7,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.04,0.01,0.05,0.04,0.05,Matches
130,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,33-012,1988,13,13,1159,12.9,0,1,0,0,5,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
131,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,22-200,1998,16,11,1053,11.7,2,2,0,0,2,0,0.17,0.17,0.34,0.17,0.34,1.1,1.1,0.9,0.10,0.08,0.17,0.10,0.17,Matches
132,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,35-272,1985,16,16,1440,16.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
133,Fabinho\Fabinho,br BRA,DFMF,Liverpool,27-084,1993,15,14,1292,14.4,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.01,0.03,0.03,0.01,0.03,Matches
134,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,26-129,1994,17,16,1386,15.4,11,7,5,6,4,0,0.71,0.45,1.17,0.39,0.84,8.4,3.8,5.9,0.54,0.38,0.93,0.25,0.63,Matches
135,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,31-329,1989,16,16,1381,15.3,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches
136,Fernandinho\Fernandinho,br BRA,MF,Manchester City,35-256,1985,8,3,341,3.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.13,0.00,0.13,0.13,0.13,Matches
137,Sam Field\Sam-Field,eng ENG,MF,West Brom,22-252,1998,3,0,62,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
138,Roberto Firmino\Roberto-Firmino,br BRA,FWMF,Liverpool,29-105,1991,17,17,1392,15.5,5,3,0,0,1,0,0.32,0.19,0.52,0.32,0.52,6.0,6.0,2.5,0.38,0.16,0.55,0.38,0.55,Matches
139,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,29-144,1991,12,10,876,9.7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.7,0.05,0.07,0.12,0.05,0.12,Matches
140,Phil Foden\Phil-Foden,eng ENG,FWDF,Manchester City,20-232,2000,12,7,671,7.5,4,2,0,0,0,0,0.54,0.27,0.80,0.54,0.80,2.1,2.1,1.0,0.28,0.14,0.42,0.28,0.42,Matches
141,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Leicester City,20-029,2000,12,12,1080,12.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.06,0.01,0.06,0.06,0.06,Matches
142,Pablo Fornals\Pablo-Fornals,es ESP,MFFW,West Ham,24-328,1996,16,16,1261,14.0,2,2,0,0,2,0,0.14,0.14,0.29,0.14,0.29,3.6,3.6,1.0,0.26,0.07,0.33,0.26,0.33,Matches
143,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,32-304,1988,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
144,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,23-013,1998,1,1,80,0.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.03,0.31,0.34,0.03,0.34,Matches
145,Ryan Fraser\Ryan-Fraser,sco SCO,MFFW,Newcastle Utd,26-326,1994,8,3,319,3.5,0,1,0,0,2,1,0.00,0.28,0.28,0.00,0.28,0.1,0.1,0.4,0.02,0.11,0.13,0.02,0.13,Matches
146,Fred\Fred,br BRA,MF,Manchester Utd,27-316,1993,12,10,912,10.1,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.2,0.05,0.12,0.17,0.05,0.17,Matches
147,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,28-097,1992,5,4,319,3.5,0,1,0,0,2,0,0.00,0.28,0.28,0.00,0.28,0.2,0.2,1.1,0.04,0.30,0.35,0.04,0.35,Matches
148,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,34-283,1986,9,8,702,7.8,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
149,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,25-076,1995,16,16,1418,15.8,1,2,0,0,2,0,0.06,0.13,0.19,0.06,0.19,0.8,0.8,1.4,0.05,0.09,0.14,0.05,0.14,Matches
150,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,20-344,2000,13,13,1158,12.9,2,0,0,0,5,0,0.16,0.00,0.16,0.16,0.16,0.9,0.9,0.2,0.07,0.01,0.08,0.07,0.08,Matches
151,Eric García\Eric-Garcia,es ESP,DF,Manchester City,20-006,2001,3,2,201,2.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.04,0.04,0.01,0.04,Matches
152,Dwight Gayle\Dwight-Gayle,eng ENG,FW,Newcastle Utd,30-090,1990,4,0,64,0.7,1,0,0,0,0,0,1.41,0.00,1.41,1.41,1.41,0.2,0.2,0.0,0.27,0.02,0.30,0.27,0.30,Matches
153,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,30-069,1990,15,15,1305,14.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
154,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,25-257,1995,9,5,482,5.4,5,0,2,2,1,0,0.93,0.00,0.93,0.56,0.56,3.8,2.3,0.8,0.70,0.15,0.85,0.42,0.57,Matches
155,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,31-111,1989,6,5,449,5.0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
156,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,FW,Wolves,20-354,2000,1,1,63,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
157,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,19-218,2001,2,0,36,0.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
158,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,34-107,1986,9,4,361,4.0,3,0,0,0,1,0,0.75,0.00,0.75,0.75,0.75,2.6,2.6,0.4,0.66,0.10,0.76,0.66,0.76,Matches
159,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,23-000,1998,11,10,960,10.7,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
160,André Gomes\Andre-Gomes,pt POR,MF,Everton,27-169,1993,12,5,577,6.4,0,1,0,0,2,0,0.00,0.16,0.16,0.00,0.16,0.1,0.1,0.2,0.02,0.03,0.05,0.02,0.05,Matches
161,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,23-237,1997,7,6,590,6.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
162,Anthony Gordon\Anthony-Gordon,eng ENG,FWMF,Everton,19-326,2001,3,1,88,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
163,Karlan Grant\Karlan-Grant,eng ENG,FW,West Brom,23-119,1997,12,12,857,9.5,1,0,0,0,1,0,0.11,0.00,0.11,0.11,0.11,2.1,2.1,0.0,0.22,0.00,0.22,0.22,0.22,Matches
164,Demarai Gray\Demarai-Gray,eng ENG,FW,Leicester City,24-201,1996,1,0,19,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.17,0.00,0.17,0.17,0.17,Matches
165,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,25-127,1995,15,15,1350,15.0,5,7,0,0,4,0,0.33,0.47,0.80,0.33,0.80,3.4,3.4,6.4,0.23,0.43,0.66,0.23,0.66,Matches
166,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,19-106,2001,11,8,631,7.0,1,0,0,0,1,0,0.14,0.00,0.14,0.14,0.14,1.7,1.7,0.6,0.24,0.08,0.32,0.24,0.32,Matches
167,Pascal Groß\Pascal-Gross,de GER,MF,Brighton,29-214,1991,14,7,718,8.0,2,2,2,2,1,0,0.25,0.25,0.50,0.00,0.25,2.1,0.6,1.5,0.27,0.19,0.46,0.08,0.27,Matches
168,Kamil Grosicki\Kamil-Grosicki,pl POL,FWMF,West Brom,32-221,1988,1,0,11,0.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
169,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,34-005,1987,18,18,1620,18.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
170,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,30-083,1990,11,9,825,9.2,3,0,0,0,0,0,0.33,0.00,0.33,0.33,0.33,1.9,1.9,1.2,0.20,0.13,0.33,0.20,0.33,Matches
