,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
35,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,27-232,1993,6,6,540,0,1,0,0,1,0,0.00,0.17,0.17,0.00,0.17,0.3,0.3,0.6,0.05,0.09,0.15,0.05,0.15,Matches
36,Gareth Bale\Gareth-Bale,wal WAL,FW,Tottenham,31-103,1989,1,0,19,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.75,0.00,0.75,0.75,0.75,Matches
37,Patrick Bamford\Patrick-Bamford,eng ENG,FW,Leeds United,27-052,1993,6,6,490,6,1,0,0,1,0,1.10,0.18,1.29,1.10,1.29,3.8,3.8,0.4,0.71,0.07,0.78,0.71,0.78,Matches
38,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,35-121,1985,3,3,270,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.00,0.04,0.04,0.04,Matches
39,Ross Barkley\Ross-Barkley,eng ENG,MF,Aston Villa,26-327,1993,3,3,270,2,0,0,0,0,0,0.67,0.00,0.67,0.67,0.67,1.2,1.2,0.5,0.39,0.17,0.55,0.39,0.55,Matches
40,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,26-327,1993,2,0,42,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.06,0.16,0.22,0.06,0.22,Matches
41,Ashley Barnes\Ashley-Barnes,at AUT,FW,Burnley,30-363,1989,3,3,240,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.21,0.04,0.25,0.21,0.25,Matches
42,Harvey Barnes\Harvey-Barnes,eng ENG,MFFW,Leicester City,22-323,1997,6,6,523,1,1,0,0,0,0,0.17,0.17,0.34,0.17,0.34,1.2,1.2,0.1,0.21,0.01,0.22,0.21,0.22,Matches
43,Kyle Bartley\Kyle-Bartley,eng ENG,DF,West Brom,29-158,1991,4,4,360,1,0,0,0,0,0,0.25,0.00,0.25,0.25,0.25,0.5,0.5,0.0,0.13,0.00,0.13,0.13,0.13,Matches
44,Chris Basham\Chris-Basham,eng ENG,DF,Sheffield Utd,32-099,1988,6,6,472,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.03,0.04,0.06,0.03,0.06,Matches
45,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,27-025,1993,4,2,198,0,1,0,0,0,0,0.00,0.45,0.45,0.00,0.45,0.2,0.2,0.8,0.11,0.38,0.49,0.11,0.49,Matches
46,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,24-198,1996,6,6,495,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.05,0.02,0.07,0.05,0.07,Matches
47,Donny van de Beek\Donny-van-de-Beek,nl NED,MFFW,Manchester Utd,23-192,1997,4,0,63,1,0,0,0,0,0,1.43,0.00,1.43,1.43,1.43,0.3,0.3,0.0,0.38,0.06,0.43,0.38,0.43,Matches
48,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,25-222,1995,6,6,540,0,2,0,0,3,0,0.00,0.33,0.33,0.00,0.33,0.1,0.1,0.4,0.01,0.07,0.08,0.01,0.08,Matches
49,Christian Benteke\Christian-Benteke,be BEL,FWMF,Crystal Palace,29-329,1990,2,0,12,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
50,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,30-000,1990,3,2,174,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.06,0.02,0.08,0.06,0.08,Matches
51,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,22-256,1998,6,5,465,1,0,1,1,2,0,0.19,0.00,0.19,0.00,0.00,0.9,0.1,0.5,0.17,0.10,0.27,0.02,0.12,Matches
52,Steven Bergwijn\Steven-Bergwijn,nl NED,FW,Tottenham,23-019,1997,4,1,154,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.11,0.15,0.26,0.11,0.26,Matches
53,Bernard\Bernard,br BRA,MFFW,Everton,28-049,1992,1,0,45,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.43,0.43,0.00,0.43,Matches
54,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,31-083,1989,6,6,540,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.04,0.05,0.10,0.04,0.10,Matches
55,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,24-058,1996,5,5,448,1,0,0,0,1,1,0.20,0.00,0.20,0.20,0.20,0.3,0.3,0.0,0.06,0.01,0.07,0.06,0.07,Matches
56,Willy Boly\Willy-Boly,fr FRA,DF,Wolves,29-267,1991,6,6,540,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.00,0.02,0.02,0.02,Matches
57,Jarrod Bowen\Jarrod-Bowen,eng ENG,MFFW,West Ham,23-312,1996,6,6,502,3,0,0,0,0,0,0.54,0.00,0.54,0.54,0.54,1.6,1.6,0.1,0.28,0.03,0.31,0.28,0.31,Matches
58,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,28-287,1992,2,1,61,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.11,0.00,0.11,0.11,0.11,Matches
59,Rhian Brewster\Rhian-Brewster,eng ENG,FW,Sheffield Utd,20-209,2000,2,1,80,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.04,0.04,0.00,0.04,Matches
60,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,24-313,1995,5,5,450,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.07,0.07,0.14,0.07,0.14,Matches
61,Joe Bryan\Joe-Bryan,eng ENG,DFFW,Fulham,27-040,1993,4,4,336,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.04,0.06,0.02,0.06,Matches
62,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,23-203,1997,4,3,255,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.12,0.06,0.18,0.12,0.18,Matches
63,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,28-171,1992,3,2,204,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
64,Oskar Buur\Oskar-Buur,dk DEN,DF,Wolves,22-210,1998,1,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
65,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,39-029,1981,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
66,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,34-313,1985,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
67,Tom Cairney\Tom-Cairney,sco SCO,MF,Fulham,29-281,1991,5,5,450,1,0,0,0,2,0,0.20,0.00,0.20,0.20,0.20,0.2,0.2,0.7,0.04,0.13,0.17,0.04,0.17,Matches
68,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,23-225,1997,6,6,518,7,0,0,0,1,0,1.22,0.00,1.22,1.22,1.22,4.4,4.4,0.1,0.76,0.02,0.78,0.76,0.78,Matches
69,João Cancelo\Joao-Cancelo,pt POR,MFDF,Manchester City,26-153,1994,2,2,180,0,1,0,0,1,0,0.00,0.50,0.50,0.00,0.50,0.1,0.1,0.4,0.03,0.21,0.23,0.03,0.23,Matches
70,Ian Carlo Poveda\Ian-Carlo-Poveda,eng ENG,MFDF,Leeds United,20-261,2000,3,0,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.19,0.13,0.32,0.19,0.32,Matches
71,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,31-295,1989,4,2,149,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.15,0.03,0.18,0.15,0.18,Matches
72,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,23-081,1997,5,5,439,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.01,0.09,0.10,0.01,0.10,Matches
73,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,24-327,1995,6,6,540,1,2,0,0,1,0,0.17,0.33,0.50,0.17,0.50,0.3,0.3,0.5,0.05,0.08,0.13,0.05,0.13,Matches
74,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Fulham,27-009,1993,5,5,426,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.03,0.12,0.14,0.03,0.14,Matches
75,Edinson Cavani\Edinson-Cavani,uy URU,FW,Manchester Utd,33-256,1987,1,0,33,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.39,0.00,0.39,0.39,0.39,Matches
76,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,24-081,1996,6,4,393,0,1,0,0,1,0,0.00,0.23,0.23,0.00,0.23,0.0,0.0,1.6,0.00,0.36,0.36,0.00,0.36,Matches
77,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,23-311,1996,3,3,270,1,2,0,0,1,0,0.33,0.67,1.00,0.33,1.00,0.2,0.2,0.6,0.06,0.20,0.26,0.06,0.26,Matches
78,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,23-026,1997,2,0,15,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
79,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,24-200,1996,4,4,314,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
80,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,29-205,1991,1,1,71,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
81,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,27-245,1993,6,6,540,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
82,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,32-016,1988,5,5,357,0,1,0,0,0,0,0.00,0.25,0.25,0.00,0.25,0.1,0.1,0.5,0.01,0.12,0.13,0.01,0.13,Matches
83,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,20-273,2000,5,3,287,1,1,0,0,0,0,0.31,0.31,0.63,0.31,0.63,0.5,0.5,0.1,0.17,0.02,0.19,0.17,0.19,Matches
84,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-058,1991,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.00,0.02,0.02,0.02,Matches
85,Hélder Costa\Helder-Costa,pt POR,MFDF,Leeds United,26-289,1994,6,6,487,2,2,0,0,0,0,0.37,0.37,0.74,0.37,0.74,0.5,0.5,0.7,0.10,0.13,0.23,0.10,0.23,Matches
86,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,28-066,1992,3,3,270,0,1,0,0,2,0,0.00,0.33,0.33,0.00,0.33,0.1,0.1,0.2,0.04,0.07,0.11,0.04,0.11,Matches
87,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,30-317,1989,6,6,540,0,3,0,0,0,0,0.00,0.50,0.50,0.00,0.50,0.0,0.0,1.1,0.00,0.18,0.19,0.00,0.19,Matches
88,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,29-191,1991,6,6,540,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.2,0.13,0.04,0.17,0.13,0.17,Matches
89,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,33-256,1987,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
90,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,30-019,1990,6,6,540,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
91,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,27-186,1993,5,4,378,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.03,0.03,0.06,0.03,0.06,Matches
92,Tom Davies\Tom-Davies,eng ENG,MFDF,Everton,22-119,1998,3,1,92,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
93,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,22-257,1998,1,0,29,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.08,0.08,0.00,0.08,Matches
94,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,20-289,2000,1,0,14,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
95,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,29-121,1991,4,3,293,1,1,1,1,0,0,0.31,0.31,0.61,0.00,0.31,1.5,0.8,1.3,0.47,0.40,0.87,0.24,0.64,Matches
96,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,17-262,2003,1,0,40,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
97,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,30-341,1989,2,0,66,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
98,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,25-195,1995,5,4,373,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.03,0.06,0.09,0.03,0.09,Matches
99,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,21-233,1999,2,0,9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.37,0.37,0.00,0.37,Matches
100,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,22-191,1998,6,6,475,1,0,0,0,0,0,0.19,0.00,0.19,0.19,0.19,0.3,0.3,0.1,0.06,0.02,0.08,0.06,0.08,Matches
101,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,24-256,1996,2,0,17,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.33,0.00,0.33,0.33,0.33,Matches
102,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-166,1997,3,3,270,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.06,0.01,0.07,0.06,0.07,Matches
103,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,26-286,1994,5,5,450,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.00,0.03,0.03,0.03,Matches
104,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,27-099,1993,6,6,521,0,2,0,0,0,1,0.00,0.35,0.35,0.00,0.35,0.1,0.1,1.0,0.02,0.18,0.20,0.02,0.20,Matches
105,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-111,1991,5,5,370,1,0,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.08,0.00,0.08,0.08,0.08,Matches
106,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,23-292,1997,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
107,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-134,1998,4,3,234,1,0,0,0,1,0,0.38,0.00,0.38,0.38,0.38,0.2,0.2,0.2,0.06,0.07,0.13,0.06,0.13,Matches
108,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,28-285,1992,4,4,345,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.09,0.03,0.12,0.09,0.12,Matches
109,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,22-313,1997,5,5,450,1,0,0,0,0,0,0.20,0.00,0.20,0.20,0.20,0.3,0.3,0.0,0.05,0.00,0.05,0.05,0.05,Matches
110,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,27-300,1993,6,6,468,0,1,0,0,1,0,0.00,0.19,0.19,0.00,0.19,0.1,0.1,1.1,0.02,0.20,0.22,0.02,0.22,Matches
111,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,28-341,1991,5,5,449,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.09,0.01,0.09,0.09,0.09,Matches
112,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,23-008,1997,2,2,180,1,0,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0.3,0.3,0.1,0.13,0.05,0.19,0.13,0.19,Matches
113,Ederson\Ederson,br BRA,GK,Manchester City,27-071,1993,5,5,450,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
114,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,22-253,1998,4,1,116,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.11,0.00,0.11,0.11,0.11,Matches
115,John Egan\John-Egan,ie IRL,DFMF,Sheffield Utd,28-007,1992,5,5,371,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
116,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,33-048,1987,1,0,11,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.24,0.24,0.00,0.24,Matches
