,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
19,Miguel Almirón\Miguel-Almiron,py PAR,MFFW,Newcastle Utd,26-312,1994,11,6,586,1,1,0,0,1,0,0.15,0.15,0.31,0.15,0.31,0.9,0.9,0.8,0.13,0.12,0.25,0.13,0.25,Matches
20,Marcos Alonso\Marcos-Alonso,es ESP,DF,Chelsea,29-356,1990,3,3,225,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.02,0.05,0.03,0.05,Matches
21,Steven Alzate\Steven-Alzate,co COL,MF,Brighton,22-101,1998,7,5,477,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.05,0.07,0.11,0.05,0.11,Matches
22,Daniel Amartey\Daniel-Amartey,gh GHA,DF,Leicester City,25-363,1994,2,2,144,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
23,Ethan Ampadu\Ethan-Ampadu,wal WAL,MFDF,Sheffield Utd,20-095,2000,7,6,545,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.04,0.06,0.02,0.06,Matches
24,Joachim Andersen\Joachim-Andersen,dk DEN,DF,Fulham,24-201,1996,7,7,630,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
25,Felipe Anderson\Felipe-Anderson,br BRA,FWMF,West Ham,27-247,1993,2,0,3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
26,Michail Antonio\Michail-Antonio,eng ENG,FW,West Ham,30-265,1990,7,7,526,3,0,0,0,1,0,0.51,0.00,0.51,0.51,0.51,2.8,2.8,0.4,0.47,0.07,0.54,0.47,0.54,Matches
27,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Fulham,27-295,1993,12,12,1080,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
28,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,28-263,1992,11,11,932,2,2,0,0,0,0,0.19,0.19,0.39,0.19,0.39,1.1,1.1,0.9,0.11,0.09,0.19,0.11,0.19,Matches
29,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,26-076,1994,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
30,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,31-183,1989,13,13,1166,3,1,1,1,2,0,0.23,0.08,0.31,0.15,0.23,3.1,2.3,1.5,0.24,0.12,0.36,0.18,0.30,Matches
31,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,27-360,1992,7,7,630,1,1,0,0,0,0,0.14,0.14,0.29,0.14,0.29,0.7,0.7,0.4,0.10,0.05,0.15,0.10,0.15,Matches
32,Charlie Austin\Charlie-Austin,eng ENG,FW,West Brom,31-166,1989,2,0,66,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.10,0.00,0.10,0.10,0.10,Matches
33,Jordan Ayew\Jordan-Ayew,gh GHA,FW,Crystal Palace,29-098,1991,10,7,617,1,0,0,0,0,0,0.15,0.00,0.15,0.15,0.15,1.1,1.1,0.1,0.17,0.01,0.17,0.17,0.17,Matches
34,Luke Ayling\Luke-Ayling,eng ENG,DF,Leeds United,29-115,1991,13,13,1149,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.5,0.04,0.12,0.15,0.04,0.15,Matches
35,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,31-112,1989,5,3,321,0,1,0,0,1,0,0.00,0.28,0.28,0.00,0.28,0.1,0.1,0.0,0.01,0.01,0.03,0.01,0.03,Matches
36,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,26-250,1994,2,1,98,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
37,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,29-117,1991,10,10,900,1,0,0,0,1,0,0.10,0.00,0.10,0.10,0.10,0.6,0.6,0.0,0.06,0.00,0.06,0.06,0.06,Matches
38,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,27-284,1993,13,13,1170,0,1,0,0,1,0,0.00,0.08,0.08,0.00,0.08,1.0,1.0,1.2,0.08,0.10,0.18,0.08,0.18,Matches
39,Gareth Bale\Gareth-Bale,wal WAL,FW,Tottenham,31-155,1989,3,1,117,1,0,0,0,0,0,0.77,0.00,0.77,0.77,0.77,0.6,0.6,0.1,0.48,0.11,0.59,0.48,0.59,Matches
40,Patrick Bamford\Patrick-Bamford,eng ENG,FW,Leeds United,27-104,1993,13,13,1095,9,1,0,0,1,0,0.74,0.08,0.82,0.74,0.82,9.0,9.0,0.8,0.74,0.07,0.81,0.74,0.81,Matches
41,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,35-173,1985,3,3,270,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.00,0.04,0.04,0.04,Matches
42,Ross Barkley\Ross-Barkley,eng ENG,MF,Aston Villa,27-013,1993,6,6,454,2,1,0,0,0,0,0.40,0.20,0.59,0.40,0.59,1.5,1.5,1.7,0.30,0.34,0.64,0.30,0.64,Matches
43,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,27-013,1993,2,0,42,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.06,0.16,0.22,0.06,0.22,Matches
44,Ashley Barnes\Ashley-Barnes,eng ENG,FWMF,Burnley,31-049,1989,9,6,535,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.4,0.15,0.06,0.21,0.15,0.21,Matches
45,Harvey Barnes\Harvey-Barnes,eng ENG,MFFW,Leicester City,23-009,1997,12,9,837,3,1,0,0,0,0,0.32,0.11,0.43,0.32,0.43,2.7,2.7,0.2,0.29,0.03,0.31,0.29,0.31,Matches
46,Kyle Bartley\Kyle-Bartley,eng ENG,DF,West Brom,29-210,1991,8,8,720,1,0,0,0,1,0,0.12,0.00,0.12,0.12,0.12,1.1,1.1,0.0,0.14,0.00,0.14,0.14,0.14,Matches
47,Chris Basham\Chris-Basham,eng ENG,DF,Sheffield Utd,32-151,1988,13,13,1066,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.02,0.04,0.06,0.02,0.06,Matches
48,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,27-077,1993,8,4,390,0,1,0,0,0,0,0.00,0.23,0.23,0.00,0.23,0.6,0.6,0.9,0.14,0.20,0.34,0.14,0.34,Matches
49,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,24-250,1996,13,13,1080,1,1,0,0,1,0,0.08,0.08,0.17,0.08,0.17,0.6,0.6,0.2,0.05,0.01,0.06,0.05,0.06,Matches
50,Donny van de Beek\Donny-van-de-Beek,nl NED,MFFW,Manchester Utd,23-244,1997,9,2,237,1,0,0,0,0,0,0.38,0.00,0.38,0.38,0.38,0.3,0.3,0.0,0.10,0.02,0.12,0.10,0.12,Matches
51,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,25-274,1995,12,12,1047,0,2,0,0,5,0,0.00,0.17,0.17,0.00,0.17,0.1,0.1,1.7,0.01,0.14,0.15,0.01,0.15,Matches
52,Saïd Benrahma\Said-Benrahma,dz ALG,MFFW,West Ham,25-130,1995,6,2,252,0,2,0,0,0,0,0.00,0.71,0.71,0.00,0.71,0.4,0.4,0.5,0.14,0.16,0.30,0.14,0.30,Matches
53,Josh Benson\Josh-Benson,eng ENG,MF,Burnley,21-013,1999,2,1,95,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.17,0.00,0.17,0.17,0.17,Matches
54,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,30-015,1990,9,3,313,3,0,0,0,2,1,0.86,0.00,0.86,0.86,0.86,2.7,2.7,0.4,0.77,0.11,0.88,0.77,0.88,Matches
55,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,30-052,1990,4,3,240,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.16,0.03,0.19,0.16,0.19,Matches
56,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,22-308,1998,13,12,1016,1,1,1,1,4,0,0.09,0.09,0.18,0.00,0.09,1.2,0.5,1.2,0.11,0.11,0.22,0.04,0.15,Matches
57,Steven Bergwijn\Steven-Bergwijn,nl NED,FWMF,Tottenham,23-071,1997,9,6,562,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.3,0.14,0.04,0.19,0.14,0.19,Matches
58,Bernard\Bernard,br BRA,MFFW,Everton,28-101,1992,4,1,175,1,0,0,0,1,0,0.51,0.00,0.51,0.51,0.51,0.1,0.1,0.4,0.04,0.18,0.22,0.04,0.22,Matches
59,Bernardo\Bernardo,br BRA,DF,Brighton,25-218,1995,1,0,26,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
60,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,31-135,1989,12,12,1068,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.03,0.03,0.05,0.03,0.05,Matches
61,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,24-110,1996,12,12,1059,1,0,0,0,4,1,0.08,0.00,0.08,0.08,0.08,0.5,0.5,0.1,0.04,0.01,0.05,0.04,0.05,Matches
62,Willy Boly\Willy-Boly,ci CIV,DF,Wolves,29-319,1991,12,12,1080,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.02,0.00,0.02,0.02,0.02,Matches
63,Jarrod Bowen\Jarrod-Bowen,eng ENG,MFFW,West Ham,23-364,1996,13,13,1066,4,2,0,0,0,0,0.34,0.17,0.51,0.34,0.51,3.3,3.3,1.3,0.28,0.11,0.39,0.28,0.39,Matches
64,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,28-339,1992,8,5,450,1,0,0,0,2,0,0.20,0.00,0.20,0.20,0.20,0.3,0.3,0.3,0.06,0.06,0.13,0.06,0.13,Matches
65,Rhian Brewster\Rhian-Brewster,eng ENG,FWMF,Sheffield Utd,20-261,2000,9,3,353,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.4,0.23,0.10,0.33,0.23,0.33,Matches
66,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,24-365,1995,11,11,990,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,0.05,0.05,0.09,0.05,0.09,Matches
67,Joe Bryan\Joe-Bryan,eng ENG,DFFW,Fulham,27-092,1993,7,4,341,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.04,0.06,0.02,0.06,Matches
68,Kean Bryan\Kean-Bryan,eng ENG,DF,Sheffield Utd,24-047,1996,2,2,152,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
69,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,23-255,1997,7,6,481,0,1,0,0,0,0,0.00,0.19,0.19,0.00,0.19,0.6,0.6,0.7,0.13,0.16,0.29,0.13,0.29,Matches
70,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,28-223,1992,7,5,485,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.01,0.03,0.04,0.01,0.04,Matches
71,Oskar Buur\Oskar-Buur,dk DEN,DF,Wolves,22-262,1998,1,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
72,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,39-081,1981,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
73,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,34-365,1985,4,4,360,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.03,0.09,0.12,0.03,0.12,Matches
74,Tom Cairney\Tom-Cairney,sco SCO,MF,Fulham,29-333,1991,9,8,695,1,1,0,0,2,0,0.13,0.13,0.26,0.13,0.26,0.5,0.5,1.4,0.07,0.18,0.24,0.07,0.24,Matches
75,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,23-277,1997,13,13,1147,11,0,0,0,1,0,0.86,0.00,0.86,0.86,0.86,8.1,8.1,0.5,0.64,0.04,0.68,0.64,0.68,Matches
76,João Cancelo\Joao-Cancelo,pt POR,DFMF,Manchester City,26-205,1994,8,8,720,0,1,0,0,2,0,0.00,0.12,0.12,0.00,0.12,0.2,0.2,1.4,0.03,0.18,0.21,0.03,0.21,Matches
77,Ian Carlo Poveda\Ian-Carlo-Poveda,eng ENG,MFDF,Leeds United,20-313,2000,7,0,186,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.17,0.18,0.35,0.17,0.35,Matches
78,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,31-347,1989,7,2,183,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.26,0.02,0.28,0.26,0.28,Matches
79,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,23-133,1997,10,10,862,0,1,0,0,5,0,0.00,0.10,0.10,0.00,0.10,0.1,0.1,0.6,0.01,0.06,0.07,0.01,0.07,Matches
80,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,25-013,1995,6,6,540,1,2,0,0,1,0,0.17,0.33,0.50,0.17,0.50,0.3,0.3,0.5,0.05,0.08,0.13,0.05,0.13,Matches
81,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Fulham,27-061,1993,12,10,879,1,0,1,2,1,0,0.10,0.00,0.10,0.00,0.00,2.5,1.7,1.2,0.25,0.12,0.38,0.18,0.30,Matches
82,Edinson Cavani\Edinson-Cavani,uy URU,FW,Manchester Utd,33-308,1987,6,1,176,3,1,0,0,1,0,1.53,0.51,2.05,1.53,2.05,1.5,1.5,0.6,0.75,0.30,1.05,0.75,1.05,Matches
83,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,24-133,1996,12,7,761,0,1,0,0,2,0,0.00,0.12,0.12,0.00,0.12,0.1,0.1,1.8,0.01,0.21,0.22,0.01,0.22,Matches
84,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,23-363,1996,10,10,891,2,3,0,0,1,0,0.20,0.30,0.51,0.20,0.51,0.9,0.9,1.0,0.09,0.10,0.19,0.09,0.19,Matches
85,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,23-078,1997,2,0,15,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
86,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,24-252,1996,4,4,314,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
87,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,31-083,1989,4,4,360,1,0,0,0,0,0,0.25,0.00,0.25,0.25,0.25,0.1,0.1,0.0,0.02,0.01,0.02,0.02,0.02,Matches
88,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,29-257,1991,7,7,611,0,1,0,0,0,0,0.00,0.15,0.15,0.00,0.15,0.0,0.0,0.3,0.01,0.04,0.05,0.01,0.05,Matches
89,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,27-297,1993,12,12,1080,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.00,0.01,0.00,0.01,Matches
90,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,32-068,1988,6,6,447,0,1,0,0,0,0,0.00,0.20,0.20,0.00,0.20,0.1,0.1,0.5,0.01,0.11,0.12,0.01,0.12,Matches
91,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,20-325,2000,9,5,446,1,1,0,0,0,0,0.20,0.20,0.40,0.20,0.40,1.2,1.2,0.1,0.24,0.03,0.26,0.24,0.26,Matches
92,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-110,1991,10,10,900,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.04,0.00,0.04,0.04,0.04,Matches
93,Hélder Costa\Helder-Costa,pt POR,MF,Leeds United,26-341,1994,10,8,669,2,2,0,0,0,0,0.27,0.27,0.54,0.27,0.54,1.0,1.0,0.8,0.13,0.11,0.24,0.13,0.24,Matches
94,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,28-118,1992,10,10,894,0,2,0,0,2,0,0.00,0.20,0.20,0.00,0.20,0.2,0.2,1.4,0.02,0.15,0.17,0.02,0.17,Matches
95,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,31-003,1989,13,13,1170,0,4,0,0,0,0,0.00,0.31,0.31,0.00,0.31,0.2,0.2,2.1,0.02,0.16,0.18,0.02,0.18,Matches
96,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,29-243,1991,13,13,1160,2,0,0,0,3,0,0.16,0.00,0.16,0.16,0.16,1.7,1.7,0.6,0.13,0.05,0.18,0.13,0.18,Matches
97,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,33-308,1987,7,7,630,1,0,0,0,1,0,0.14,0.00,0.14,0.14,0.14,0.3,0.3,0.0,0.04,0.00,0.05,0.04,0.05,Matches
98,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,30-071,1990,12,12,1080,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
99,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,27-238,1993,10,5,502,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.02,0.02,0.05,0.02,0.05,Matches
100,Tom Davies\Tom-Davies,eng ENG,DFMF,Everton,22-171,1998,6,2,174,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.00,0.22,0.22,0.00,0.22,Matches
101,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,22-309,1998,2,0,40,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.06,0.06,0.00,0.06,Matches
102,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,20-341,2000,1,0,14,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
103,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,29-173,1991,11,10,923,2,6,2,3,0,0,0.20,0.59,0.78,0.00,0.59,5.6,3.3,4.3,0.54,0.42,0.96,0.32,0.74,Matches
104,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,17-314,2003,1,0,40,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
105,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,31-027,1989,5,2,214,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
106,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,25-247,1995,12,11,947,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2.0,2.0,0.4,0.19,0.04,0.22,0.19,0.22,Matches
107,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,21-285,1999,6,0,28,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.12,0.12,0.00,0.12,Matches
108,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,22-243,1998,11,10,785,1,0,0,0,0,0,0.11,0.00,0.11,0.11,0.11,0.4,0.4,0.1,0.05,0.01,0.06,0.05,0.06,Matches
109,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,24-004,1996,8,5,506,1,0,0,0,2,0,0.18,0.00,0.18,0.18,0.18,1.7,1.7,1.4,0.29,0.24,0.54,0.29,0.54,Matches
110,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-218,1997,10,10,879,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.08,0.00,0.09,0.08,0.09,Matches
111,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,26-338,1994,12,12,1080,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.03,0.00,0.03,0.03,0.03,Matches
112,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,27-151,1993,8,8,701,0,4,0,0,0,1,0.00,0.51,0.51,0.00,0.51,0.2,0.2,1.7,0.02,0.22,0.24,0.02,0.24,Matches
113,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-163,1991,5,5,370,1,0,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.08,0.00,0.08,0.08,0.08,Matches
114,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,23-344,1997,4,3,298,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
115,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-186,1998,9,7,529,1,0,0,0,2,0,0.17,0.00,0.17,0.17,0.17,0.4,0.4,0.5,0.07,0.09,0.15,0.07,0.15,Matches
