,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
30,Harvey Barnes\Harvey-Barnes,eng ENG,MF,Leicester City,22,1997,2,2,179,1,1,0,0,0,0,0.50,0.50,1.01,0.50,1.01,1.0,1.0,0.1,0.48,0.04,0.53,0.48,0.53,Matches
31,Kyle Bartley\Kyle-Bartley,eng ENG,DF,West Brom,29,1991,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
32,Chris Basham\Chris-Basham,eng ENG,DFMF,Sheffield Utd,32,1988,2,2,137,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
33,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,26,1993,1,0,10,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.24,0.00,0.24,0.24,0.24,Matches
34,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,24,1996,2,2,135,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
35,Donny van de Beek\Donny-van-de-Beek,nl NED,MF,Manchester Utd,23,1997,1,0,24,1,0,0,0,0,0,3.75,0.00,3.75,3.75,3.75,0.3,0.3,0.0,0.99,0.00,0.99,0.99,0.99,Matches
36,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,25,1995,2,2,180,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.10,0.10,0.00,0.10,Matches
37,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,22,1998,2,1,105,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.04,0.12,0.16,0.04,0.16,Matches
38,Steven Bergwijn\Steven-Bergwijn,nl NED,FW,Tottenham,22,1997,2,0,38,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.29,0.29,0.00,0.29,Matches
39,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,30,1989,2,2,180,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
40,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,23,1996,2,2,178,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.00,0.04,0.04,0.04,Matches
41,Willy Boly\Willy-Boly,fr FRA,DF,Wolves,29,1991,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
42,Jarrod Bowen\Jarrod-Bowen,eng ENG,FW,West Ham,23,1996,2,2,170,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.19,0.01,0.20,0.19,0.20,Matches
43,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,28,1992,1,1,39,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.16,0.00,0.16,0.16,0.16,Matches
44,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,24,1995,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.12,0.16,0.28,0.12,0.28,Matches
45,Joe Bryan\Joe-Bryan,eng ENG,DF,Fulham,26,1993,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
46,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,23,1997,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
47,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,28,1992,1,0,33,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
48,Oskar Buur\Oskar-Buur,dk DEN,DF,Wolves,22,1998,1,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
49,Tom Cairney\Tom-Cairney,sco SCO,MF,Fulham,29,1991,1,1,90,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
50,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,23,1997,2,2,158,4,0,0,0,0,0,2.28,0.00,2.28,2.28,2.28,2.3,2.3,0.1,1.32,0.07,1.39,1.32,1.39,Matches
51,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,31,1989,2,2,132,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.16,0.03,0.19,0.16,0.19,Matches
52,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,22,1997,1,1,90,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.07,0.13,0.20,0.07,0.20,Matches
53,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,24,1995,2,2,180,1,1,0,0,0,0,0.50,0.50,1.00,0.50,1.00,0.1,0.1,0.3,0.06,0.15,0.21,0.06,0.21,Matches
54,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FW,Fulham,26,1993,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.00,0.17,0.17,0.00,0.17,Matches
55,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,23,1996,2,1,102,0,1,0,0,0,0,0.00,0.88,0.88,0.00,0.88,0.0,0.0,0.9,0.00,0.76,0.76,0.00,0.76,Matches
56,Andreas Christensen\Andreas-Christensen,dk DEN,DFFW,Chelsea,24,1996,2,2,134,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
57,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,27,1993,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.03,0.03,0.00,0.03,Matches
58,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,31,1988,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches
59,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,20,2000,2,1,135,1,0,0,0,0,0,0.67,0.00,0.67,0.67,0.67,0.5,0.5,0.0,0.33,0.03,0.36,0.33,0.36,Matches
60,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,28,1991,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
61,Hélder Costa\Helder-Costa,pt POR,MF,Leeds United,26,1994,2,2,180,2,1,0,0,0,0,1.00,0.50,1.50,1.00,1.50,0.3,0.3,0.1,0.15,0.07,0.22,0.15,0.22,Matches
62,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,30,1989,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
63,Stuart Dallas\Stuart-Dallas,nir NIR,DF,Leeds United,29,1991,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
64,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,33,1987,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
65,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,29,1990,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
66,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,27,1993,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.06,0.06,0.13,0.06,0.13,Matches
67,Tom Davies\Tom-Davies,eng ENG,FW,Everton,22,1998,1,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
68,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,22,1998,1,0,29,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.08,0.08,0.00,0.08,Matches
69,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,29,1991,1,1,90,1,1,1,1,0,0,1.00,1.00,2.00,0.00,1.00,1.2,0.4,0.4,1.15,0.42,1.58,0.39,0.82,Matches
70,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,25,1995,2,1,103,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
71,Grady Diangana\Grady-Diangana,eng ENG,FWMF,West Brom,22,1998,2,2,160,1,0,0,0,0,0,0.56,0.00,0.56,0.56,0.56,0.2,0.2,0.1,0.10,0.03,0.13,0.10,0.13,Matches
72,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,26,1994,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
73,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,27,1993,2,2,180,0,1,0,0,0,0,0.00,0.50,0.50,0.00,0.50,0.1,0.1,0.6,0.05,0.29,0.34,0.05,0.34,Matches
74,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29,1991,2,2,180,1,0,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0.2,0.2,0.0,0.10,0.00,0.10,0.10,0.10,Matches
75,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,23,1997,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
76,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22,1998,2,1,104,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.05,0.15,0.20,0.05,0.20,Matches
77,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,28,1992,2,2,165,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.19,0.00,0.19,0.19,0.19,Matches
78,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,22,1997,2,2,180,1,0,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0.1,0.1,0.0,0.06,0.00,0.06,0.06,0.06,Matches
79,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,27,1993,2,2,154,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.10,0.10,0.00,0.10,Matches
80,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,28,1991,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.19,0.00,0.19,0.19,0.19,Matches
81,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,22,1997,1,1,90,1,0,0,0,0,0,1.00,0.00,1.00,1.00,1.00,0.2,0.2,0.0,0.22,0.04,0.26,0.22,0.26,Matches
82,Ederson\Ederson,br BRA,GK,Manchester City,26,1993,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
83,Kyle Edwards\Kyle-Edwards,eng ENG,MF,West Brom,22,1998,2,0,43,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.22,0.00,0.22,0.22,0.22,Matches
84,John Egan\John-Egan,ie IRL,DFMF,Sheffield Utd,27,1992,2,2,101,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
85,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,28,1992,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.23,0.00,0.23,0.23,0.23,Matches
86,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,22,1998,2,0,26,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
87,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,35,1985,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
88,Fabinho\Fabinho,br BRA,DFMF,Liverpool,26,1993,2,1,123,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
89,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,25,1994,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.17,0.14,0.31,0.17,0.31,Matches
90,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,31,1989,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.00,0.04,0.04,0.04,Matches
91,Fernandinho\Fernandinho,br BRA,MF,Manchester City,35,1985,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
92,Sam Field\Sam-Field,eng ENG,MF,West Brom,22,1998,1,0,16,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
93,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,28,1991,2,2,175,0,1,0,0,1,0,0.00,0.51,0.51,0.00,0.51,0.8,0.8,0.4,0.42,0.22,0.65,0.42,0.65,Matches
94,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,28,1991,2,2,152,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.02,0.04,0.06,0.02,0.06,Matches
95,Phil Foden\Phil-Foden,eng ENG,FW,Manchester City,20,2000,1,1,90,1,0,0,0,0,0,1.00,0.00,1.00,1.00,1.00,0.4,0.4,0.0,0.39,0.02,0.41,0.39,0.41,Matches
96,Pablo Fornals\Pablo-Fornals,es ESP,FW,West Ham,24,1996,2,2,153,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.07,0.02,0.09,0.07,0.09,Matches
97,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,22,1998,1,1,80,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.03,0.31,0.34,0.03,0.34,Matches
98,Ryan Fraser\Ryan-Fraser,sco SCO,MF,Newcastle Utd,26,1994,1,0,58,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
99,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,27,1992,2,2,180,0,1,0,0,2,0,0.00,0.50,0.50,0.00,0.50,0.0,0.0,0.9,0.00,0.47,0.47,0.00,0.47,Matches
100,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,24,1995,2,2,158,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.02,0.05,0.07,0.02,0.07,Matches
101,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,29,1990,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
102,Kieran Gibbs\Kieran-Gibbs,eng ENG,DFMF,West Brom,30,1989,2,2,134,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
103,André Gomes\Andre-Gomes,pt POR,MF,Everton,27,1993,2,2,157,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.02,0.05,0.03,0.05,Matches
104,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,23,1997,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
105,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,24,1995,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.26,0.11,0.37,0.26,0.37,Matches
106,Mason Greenwood\Mason-Greenwood,eng ENG,FWMF,Manchester Utd,18,2001,1,0,45,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.59,0.00,0.59,0.59,0.59,Matches
107,Pascal Groß\Pascal-Gross,de GER,MF,Brighton,29,1991,1,0,12,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
108,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,33,1987,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
109,Sébastien Haller\Sebastien-Haller,fr FRA,FW,West Ham,26,1994,2,0,27,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.88,1.02,1.91,0.88,1.91,Matches
110,Rekeem Harper\Rekeem-Harper,eng ENG,MFDF,West Brom,20,2000,1,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
111,Jack Harrison\Jack-Harrison,eng ENG,MF,Leeds United,23,1996,2,2,180,1,0,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0.3,0.3,0.0,0.14,0.00,0.14,0.14,0.14,Matches
112,Kai Havertz\Kai-Havertz,de GER,FWMF,Chelsea,21,1999,2,2,124,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.05,0.05,0.00,0.05,Matches
113,Isaac Hayden\Isaac-Hayden,eng ENG,MF,Newcastle Utd,25,1995,2,2,180,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
114,Michael Hector\Michael-Hector,jm JAM,DF,Fulham,28,1992,2,2,180,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.02,0.06,0.04,0.06,Matches
115,Jordan Henderson\Jordan-Henderson,eng ENG,MF,Liverpool,30,1990,2,2,110,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.02,0.07,0.09,0.02,0.09,Matches
116,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Newcastle Utd,28,1992,2,2,180,1,1,0,0,0,0,0.50,0.50,1.00,0.50,1.00,0.2,0.2,0.6,0.09,0.32,0.40,0.09,0.40,Matches
117,Pablo Hernández\Pablo-Hernandez,es ESP,MF,Leeds United,35,1985,1,1,61,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
118,Son Heung-min\Son-Heung-min,kr KOR,FWMF,Tottenham,28,1992,2,2,180,4,0,0,0,0,0,2.00,0.00,2.00,2.00,2.00,1.4,1.4,0.6,0.68,0.28,0.96,0.68,0.96,Matches
