,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
106,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,29-361,1991,31,31,2779,30.9,7,2,7,0,0,5,0,0.23,0.06,0.29,0.23,0.29,3.5,3.5,1.6,5.1,0.11,0.05,0.16,0.11,0.16,Matches
107,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,34-060,1987,12,12,1080,12.0,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.3,0.3,0.0,0.4,0.03,0.00,0.03,0.03,0.03,Matches
108,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,30-189,1990,25,25,2250,25.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
109,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,27-356,1993,20,14,1346,15.0,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.6,0.9,0.01,0.04,0.06,0.01,0.06,Matches
110,Tom Davies\Tom-Davies,eng ENG,MF,Everton,22-289,1998,20,14,1146,12.7,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.2,0.2,1.0,1.1,0.01,0.08,0.09,0.01,0.09,Matches
111,Keinan Davis\Keinan-Davis,eng ENG,FWMF,Aston Villa,23-061,1998,9,0,112,1.2,0,1,0,0,0,0,0,0.00,0.80,0.80,0.00,0.80,0.3,0.3,0.3,0.7,0.27,0.28,0.55,0.27,0.55,Matches
112,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,21-093,2000,2,0,33,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
113,Craig Dawson\Craig-Dawson,eng ENG,DF,West Ham,30-344,1990,16,16,1440,16.0,3,0,3,0,0,1,0,0.19,0.00,0.19,0.19,0.19,1.5,1.5,0.0,1.5,0.09,0.00,0.09,0.09,0.09,Matches
114,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,29-291,1991,24,22,1907,21.2,5,11,3,2,3,1,0,0.24,0.52,0.76,0.14,0.66,9.6,7.3,9.1,16.4,0.45,0.43,0.88,0.35,0.78,Matches
115,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,18-066,2003,1,0,40,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
116,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,31-145,1989,5,2,214,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
117,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,26-000,1995,26,23,2059,22.9,1,0,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,3.3,3.3,0.7,4.0,0.14,0.03,0.17,0.14,0.17,Matches
118,Mbaye Diagne\Mbaye-Diagne,sn SEN,FW,West Brom,29-169,1991,11,10,892,9.9,2,2,2,0,0,2,0,0.20,0.20,0.40,0.20,0.40,4.1,4.1,1.6,5.7,0.41,0.16,0.57,0.41,0.57,Matches
119,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,22-038,1999,16,9,830,9.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.04,0.02,0.06,0.04,0.06,Matches
120,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,22-361,1998,16,14,1088,12.1,1,0,1,0,0,0,0,0.08,0.00,0.08,0.08,0.08,1.0,1.0,0.1,1.1,0.08,0.01,0.09,0.08,0.09,Matches
121,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,24-122,1996,26,23,2067,23.0,6,6,6,0,0,3,0,0.26,0.26,0.52,0.26,0.52,5.3,5.3,7.1,12.3,0.23,0.31,0.54,0.23,0.54,Matches
122,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-336,1997,28,28,2483,27.6,1,0,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,2.0,2.0,0.1,2.0,0.07,0.00,0.07,0.07,0.07,Matches
123,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,27-090,1994,22,22,1980,22.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.7,0.03,0.00,0.03,0.03,0.03,Matches
124,Lucas Digne\Lucas-Digne,fr FRA,DFMF,Everton,27-269,1993,22,22,1961,21.8,0,6,0,0,0,2,1,0.00,0.28,0.28,0.00,0.28,0.5,0.5,4.3,4.8,0.02,0.20,0.22,0.02,0.22,Matches
125,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-281,1991,5,5,370,4.1,1,0,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.3,0.08,0.00,0.08,0.08,0.08,Matches
126,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,24-096,1997,12,11,1018,11.3,1,0,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,0.2,0.2,0.0,0.2,0.02,0.00,0.02,0.02,0.02,Matches
127,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-304,1998,24,14,1114,12.4,1,0,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,0.9,0.9,0.5,1.4,0.07,0.04,0.11,0.07,0.11,Matches
128,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,29-089,1992,15,12,1142,12.7,0,2,0,0,0,4,1,0.00,0.16,0.16,0.00,0.16,0.3,0.3,0.7,1.0,0.03,0.05,0.08,0.03,0.08,Matches
129,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,23-117,1997,17,16,1456,16.2,2,0,2,0,0,4,1,0.12,0.00,0.12,0.12,0.12,0.8,0.8,0.0,0.8,0.05,0.00,0.05,0.05,0.05,Matches
130,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,28-104,1993,25,25,2131,23.7,2,3,2,0,0,6,0,0.08,0.13,0.21,0.08,0.21,2.0,2.0,2.2,4.2,0.08,0.09,0.18,0.08,0.18,Matches
131,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,32-090,1989,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
132,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,29-201,1991,8,7,625,6.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.06,0.06,0.00,0.06,Matches
133,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,29-145,1991,28,28,2519,28.0,4,0,4,0,0,5,1,0.14,0.00,0.14,0.14,0.14,2.4,2.4,0.6,3.0,0.09,0.02,0.11,0.09,0.11,Matches
134,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,23-178,1997,2,2,180,2.0,1,0,1,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0.3,0.3,0.1,0.4,0.13,0.05,0.19,0.13,0.19,Matches
135,Ederson\Ederson,br BRA,GK,Manchester City,27-241,1993,31,31,2790,31.0,0,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01,Matches
136,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,23-057,1998,5,1,118,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.11,0.00,0.11,0.11,0.11,Matches
137,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,28-177,1992,24,23,1999,22.2,0,1,0,0,0,6,1,0.00,0.05,0.05,0.00,0.05,0.5,0.5,0.2,0.7,0.02,0.01,0.03,0.02,0.03,Matches
138,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,33-218,1987,11,6,613,6.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.04,0.08,0.12,0.04,0.12,Matches
139,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,28-278,1992,18,12,1117,12.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.5,0.03,0.01,0.04,0.03,0.04,Matches
140,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,33-102,1988,25,25,2203,24.5,0,1,0,0,0,7,0,0.00,0.04,0.04,0.00,0.04,1.3,1.3,0.1,1.4,0.05,0.01,0.06,0.05,0.06,Matches
141,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,22-290,1998,29,24,2109,23.4,3,3,3,0,0,3,0,0.13,0.13,0.26,0.13,0.26,1.6,1.6,1.7,3.3,0.07,0.07,0.14,0.07,0.14,Matches
142,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,35-362,1985,29,29,2610,29.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
143,Fabinho\Fabinho,br BRA,DFMF,Liverpool,27-174,1993,23,21,1937,21.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.7,0.01,0.02,0.03,0.01,0.03,Matches
144,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,26-219,1994,31,30,2641,29.3,16,11,8,8,9,5,0,0.55,0.37,0.92,0.27,0.65,13.0,6.2,10.2,16.4,0.44,0.35,0.79,0.21,0.56,Matches
145,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,32-053,1989,17,17,1471,16.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.3,0.00,0.02,0.02,0.00,0.02,Matches
146,Fernandinho\Fernandinho,br BRA,MF,Manchester City,35-346,1985,17,10,996,11.1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.6,1.3,0.07,0.06,0.12,0.07,0.12,Matches
147,Sam Field\Sam-Field,eng ENG,MF,West Brom,22-342,1998,3,0,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
148,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,29-195,1991,29,27,2297,25.5,6,5,6,0,0,1,0,0.24,0.20,0.43,0.24,0.43,10.8,10.8,4.2,14.9,0.42,0.16,0.59,0.42,0.59,Matches
149,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,29-234,1991,24,22,1945,21.6,0,2,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.7,0.7,2.1,2.9,0.03,0.10,0.13,0.03,0.13,Matches
150,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,20-322,2000,24,14,1360,15.1,6,5,6,0,0,0,0,0.40,0.33,0.73,0.40,0.73,4.2,4.2,3.7,7.9,0.28,0.25,0.53,0.28,0.53,Matches
151,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Leicester City,20-119,2000,21,20,1776,19.7,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.3,1.1,0.04,0.01,0.06,0.04,0.06,Matches
152,Pablo Fornals\Pablo-Fornals,es ESP,FWMF,West Ham,25-052,1996,26,24,1966,21.8,3,3,3,0,0,3,0,0.14,0.14,0.27,0.14,0.27,4.2,4.2,1.9,6.1,0.19,0.09,0.28,0.19,0.28,Matches
153,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,33-029,1988,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
154,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,23-103,1998,1,1,80,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.03,0.31,0.34,0.03,0.34,Matches
155,Ryan Fraser\Ryan-Fraser,sco SCO,FWMF,Newcastle Utd,27-050,1994,18,9,928,10.3,0,2,0,0,0,2,1,0.00,0.19,0.19,0.00,0.19,0.9,0.9,2.1,3.0,0.09,0.20,0.29,0.09,0.29,Matches
156,Fred\Fred,br BRA,MF,Manchester Utd,28-041,1993,25,22,2015,22.4,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,1.9,1.9,2.4,4.3,0.09,0.11,0.19,0.09,0.19,Matches
157,Ryan Fredericks\Ryan-Fredericks,eng ENG,DFFW,West Ham,28-187,1992,11,5,454,5.0,1,1,1,0,0,2,0,0.20,0.20,0.40,0.20,0.40,0.2,0.2,1.2,1.4,0.04,0.24,0.28,0.04,0.28,Matches
158,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,35-008,1986,9,8,702,7.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
159,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,25-166,1995,28,25,2302,25.6,1,3,1,0,0,4,0,0.04,0.12,0.16,0.04,0.16,1.3,1.3,1.9,3.3,0.05,0.08,0.13,0.05,0.13,Matches
160,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,21-068,2000,24,22,1991,22.1,2,2,2,0,0,8,0,0.09,0.09,0.18,0.09,0.18,1.3,1.3,0.9,2.2,0.06,0.04,0.10,0.06,0.10,Matches
161,Eric García\Eric-Garcia,es ESP,DF,Manchester City,20-096,2001,4,2,217,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.04,0.00,0.04,Matches
162,Dwight Gayle\Dwight-Gayle,eng ENG,FWMF,Newcastle Utd,30-180,1990,13,4,427,4.7,1,0,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21,1.9,1.9,0.2,2.1,0.40,0.04,0.44,0.40,0.44,Matches
163,Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MF,Everton,25-202,1995,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
164,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,30-159,1990,24,24,2115,23.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
165,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,25-347,1995,20,10,997,11.1,6,0,4,2,2,1,0,0.54,0.00,0.54,0.36,0.36,4.9,3.4,1.7,5.1,0.45,0.15,0.60,0.31,0.46,Matches
166,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,31-201,1989,10,9,809,9.0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.01,0.03,0.04,0.01,0.04,Matches
167,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,FWMF,Wolves,21-078,2000,5,1,121,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.10,0.10,0.00,0.10,Matches
168,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,19-308,2001,2,0,36,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
169,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,34-197,1986,14,8,707,7.9,4,0,4,0,0,1,0,0.51,0.00,0.51,0.51,0.51,3.9,3.9,0.7,4.6,0.49,0.09,0.58,0.49,0.58,Matches
170,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,23-090,1998,23,21,1965,21.8,0,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,0.5,0.5,0.0,0.5,0.02,0.00,0.02,0.02,0.02,Matches
171,André Gomes\Andre-Gomes,pt POR,MF,Everton,27-259,1993,23,15,1394,15.5,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,0.9,1.1,0.02,0.06,0.07,0.02,0.07,Matches
172,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,23-327,1997,7,6,590,6.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
173,Anthony Gordon\Anthony-Gordon,eng ENG,FWMF,Everton,20-050,2001,3,1,88,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
174,Karlan Grant\Karlan-Grant,eng ENG,FWMF,West Brom,23-209,1997,17,14,1086,12.1,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,2.1,2.1,0.0,2.1,0.18,0.00,0.18,0.18,0.18,Matches
175,Demarai Gray\Demarai-Gray,eng ENG,FW,Leicester City,24-291,1996,1,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.43,0.00,0.43,0.43,0.43,Matches
176,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,25-217,1995,22,22,1977,22.0,6,10,6,0,0,6,0,0.27,0.46,0.73,0.27,0.73,4.2,4.2,8.1,12.2,0.19,0.37,0.56,0.19,0.56,Matches
177,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,19-196,2001,25,16,1403,15.6,3,2,3,0,0,2,0,0.19,0.13,0.32,0.19,0.32,4.8,4.8,1.4,6.2,0.31,0.09,0.40,0.31,0.40,Matches
178,Pascal Groß\Pascal-Gross,de GER,MFDF,Brighton,29-304,1991,27,20,1878,20.9,2,6,0,2,3,2,0,0.10,0.29,0.38,0.00,0.29,4.5,2.2,4.9,7.1,0.21,0.23,0.45,0.11,0.34,Matches
179,Kamil Grosicki\Kamil-Grosicki,pl POL,FWMF,West Brom,32-311,1988,3,2,148,1.6,0,1,0,0,0,0,0,0.00,0.61,0.61,0.00,0.61,0.1,0.1,0.1,0.2,0.06,0.07,0.13,0.06,0.13,Matches
180,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,34-095,1987,31,31,2790,31.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
181,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,30-173,1990,24,20,1774,19.7,12,1,11,1,2,0,0,0.61,0.05,0.66,0.56,0.61,8.3,6.8,3.8,10.6,0.42,0.19,0.62,0.35,0.54,Matches
182,Antwoine Hackford\Antwoine-Hackford,eng ENG,DFFW,Sheffield Utd,17-026,2004,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,1.16,0.00,1.16,1.16,1.16,Matches
183,Sébastien Haller\Sebastien-Haller,ci CIV,FW,West Ham,26-297,1994,16,10,937,10.4,3,0,3,0,0,0,0,0.29,0.00,0.29,0.29,0.29,2.9,2.9,1.2,4.1,0.28,0.12,0.40,0.28,0.40,Matches
184,Rekeem Harper\Rekeem-Harper,eng ENG,MF,West Brom,21-038,2000,2,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.12,0.00,0.12,0.12,0.12,Matches
185,Jack Harrison\Jack-Harrison,eng ENG,MF,Leeds United,24-146,1996,29,27,2240,24.9,7,5,7,0,0,2,0,0.28,0.20,0.48,0.28,0.48,5.8,5.8,5.0,10.8,0.23,0.20,0.43,0.23,0.43,Matches
186,Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,25-273,1995,4,4,360,4.0,1,0,1,0,0,1,0,0.25,0.00,0.25,0.25,0.25,1.1,1.1,0.0,1.1,0.27,0.00,0.27,0.27,0.27,Matches
187,Kai Havertz\Kai-Havertz,de GER,MFFW,Chelsea,21-308,1999,23,15,1275,14.2,2,3,2,0,0,2,0,0.14,0.21,0.35,0.14,0.35,3.8,3.8,1.4,5.2,0.27,0.10,0.37,0.27,0.37,Matches
188,Isaac Hayden\Isaac-Hayden,eng ENG,MFDF,Newcastle Utd,26-024,1995,24,22,1942,21.6,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.9,0.02,0.02,0.04,0.02,0.04,Matches
189,Michael Hector\Michael-Hector,jm JAM,DF,Fulham,28-270,1992,4,3,263,2.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.01,0.04,0.03,0.04,Matches
190,Ahmed Hegazi\Ahmed-Hegazi,eg EGY,DF,West Brom,30-080,1991,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
191,Dean Henderson\Dean-Henderson,eng ENG,GK,Manchester Utd,24-034,1997,8,7,675,7.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
192,Jordan Henderson\Jordan-Henderson,eng ENG,MFDF,Liverpool,30-302,1990,21,20,1704,18.9,1,1,1,0,0,0,0,0.05,0.05,0.11,0.05,0.11,1.7,1.7,1.4,3.0,0.09,0.07,0.16,0.09,0.16,Matches
193,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Newcastle Utd,29-074,1992,20,17,1408,15.6,2,1,2,0,0,3,1,0.13,0.06,0.19,0.13,0.19,1.1,1.1,0.7,1.8,0.07,0.05,0.12,0.07,0.12,Matches
194,Pablo Hernández\Pablo-Hernandez,es ESP,MF,Leeds United,36-004,1985,13,2,341,3.8,0,2,0,0,0,1,0,0.00,0.53,0.53,0.00,0.53,0.9,0.9,0.6,1.6,0.24,0.17,0.41,0.24,0.41,Matches
195,Son Heung-min\Son-Heung-min,kr KOR,FW,Tottenham,28-281,1992,30,29,2485,27.6,14,9,14,0,0,0,0,0.51,0.33,0.83,0.51,0.83,8.4,8.4,7.7,16.0,0.30,0.28,0.58,0.30,0.58,Matches
196,Ki-Jana Hoever\Ki-Jana-Hoever,nl NED,DF,Wolves,19-087,2002,10,3,397,4.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.02,0.04,0.02,0.04,Matches
197,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,25-207,1995,24,22,2018,22.4,0,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,1.1,1.1,0.2,1.4,0.05,0.01,0.06,0.05,0.06,Matches
198,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,24-175,1996,20,20,1762,19.6,1,0,1,0,0,7,0,0.05,0.00,0.05,0.05,0.05,0.7,0.7,0.6,1.4,0.04,0.03,0.07,0.04,0.07,Matches
199,Conor Hourihane\Conor-Hourihane,ie IRL,MF,Aston Villa,30-072,1991,4,3,225,2.5,1,1,1,0,0,0,0,0.40,0.40,0.80,0.40,0.80,0.5,0.5,0.8,1.3,0.20,0.32,0.52,0.20,0.52,Matches
200,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FWDF,Chelsea,20-159,2000,20,10,975,10.8,2,3,2,0,0,0,0,0.18,0.28,0.46,0.18,0.46,1.3,1.3,2.6,3.8,0.12,0.24,0.36,0.12,0.36,Matches
201,Niall Huggins\Niall-Huggins,wal WAL,DF,Leeds United,20-118,2000,1,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
202,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Tottenham,25-253,1995,31,31,2790,31.0,1,3,1,0,0,6,0,0.03,0.10,0.13,0.03,0.13,0.6,0.6,1.5,2.1,0.02,0.05,0.07,0.02,0.07,Matches
203,Odion Ighalo\Odion-Ighalo,ng NGA,FW,Manchester Utd,31-303,1989,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
204,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FW,Leicester City,24-194,1996,18,10,888,9.9,8,0,8,0,1,0,0,0.81,0.00,0.81,0.81,0.81,4.9,4.2,1.9,6.1,0.50,0.19,0.69,0.42,0.61,Matches
205,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,28-266,1992,24,22,1857,20.6,9,4,7,2,2,1,0,0.44,0.19,0.63,0.34,0.53,7.2,5.7,2.5,8.1,0.35,0.12,0.47,0.27,0.39,Matches
206,Branislav Ivanović\Branislav-Ivanovic,rs SRB,DF,West Brom,37-052,1984,13,8,767,8.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.6,0.06,0.01,0.07,0.06,0.07,Matches
207,Alex Iwobi\Alex-Iwobi,ng NGA,FWDF,Everton,24-347,1996,26,15,1357,15.1,1,2,1,0,0,0,0,0.07,0.13,0.20,0.07,0.20,0.9,0.9,1.8,2.7,0.06,0.12,0.18,0.06,0.18,Matches
208,Phil Jagielka\Phil-Jagielka,eng ENG,DF,Sheffield Utd,38-241,1982,9,6,518,5.8,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
209,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWMF,Brighton,27-247,1993,15,2,272,3.0,0,1,0,0,0,2,0,0.00,0.33,0.33,0.00,0.33,1.2,1.2,1.8,3.0,0.38,0.60,0.98,0.38,0.98,Matches
210,Daniel James\Daniel-James,wal WAL,FW,Manchester Utd,23-156,1997,13,9,746,8.3,3,0,3,0,0,3,0,0.36,0.00,0.36,0.36,0.36,1.9,1.9,0.9,2.7,0.23,0.10,0.33,0.23,0.33,Matches
211,Reece James\Reece-James,eng ENG,DF,Chelsea,21-128,1999,25,19,1828,20.3,1,2,1,0,0,3,0,0.05,0.10,0.15,0.05,0.15,1.4,1.4,2.6,3.9,0.07,0.13,0.19,0.07,0.19,Matches
212,Alexandre Jankewitz\Alexandre-Jankewitz,ch SUI,MF,Southampton,19-111,2001,2,1,3,0.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
213,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,24-012,1997,23,17,1661,18.5,8,3,8,0,0,1,0,0.43,0.16,0.60,0.43,0.60,7.5,7.5,2.9,10.3,0.40,0.16,0.56,0.40,0.56,Matches
