,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
226,Max Kilman\Max-Kilman,eng ENG,DF,Wolves,23-254,1997,12,10,940,10.4,0,1,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,0.5,0.03,0.04,0.07,0.03,0.07,Matches
227,Mateusz Klich\Mateusz-Klich,pl POL,MF,Leeds United,30-233,1990,20,18,1596,17.7,3,5,2,2,5,0,0.17,0.28,0.45,0.06,0.34,2.7,1.2,3.1,0.15,0.17,0.32,0.07,0.24,Matches
228,Robin Koch\Robin-Koch,de GER,DF,Leeds United,24-199,1996,11,11,908,10.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.07,0.02,0.08,0.07,0.08,Matches
229,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,27-226,1993,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
230,Ezri Konsa\Ezri-Konsa,eng ENG,DF,Aston Villa,23-101,1997,17,16,1486,16.5,2,0,0,0,1,0,0.12,0.00,0.12,0.12,0.12,0.7,0.7,0.0,0.04,0.00,0.04,0.04,0.04,Matches
231,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,DF,Crystal Palace,31-042,1989,20,20,1772,19.7,1,0,0,0,0,0,0.05,0.00,0.05,0.05,0.05,0.8,0.8,0.1,0.04,0.01,0.04,0.04,0.04,Matches
232,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,26-271,1994,16,12,1012,11.2,0,1,0,0,2,0,0.00,0.09,0.09,0.00,0.09,0.4,0.4,1.1,0.04,0.10,0.13,0.04,0.13,Matches
233,Emil Krafth\Emil-Krafth,se SWE,DF,Newcastle Utd,26-183,1994,5,4,378,4.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.02,0.02,0.00,0.02,Matches
234,Filip Krovinović\Filip-Krovinovic,hr CRO,MF,West Brom,25-156,1995,11,5,546,6.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.04,0.05,0.09,0.04,0.09,Matches
235,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,29-249,1991,18,14,1212,13.5,8,1,1,1,2,0,0.59,0.07,0.67,0.52,0.59,6.0,5.3,1.5,0.45,0.11,0.56,0.39,0.51,Matches
236,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Brighton,32-267,1988,15,10,780,8.7,0,1,0,0,0,0,0.00,0.12,0.12,0.00,0.12,0.5,0.5,2.0,0.06,0.24,0.29,0.06,0.29,Matches
237,Érik Lamela\Erik-Lamela,ar ARG,FW,Tottenham,28-334,1992,9,2,275,3.1,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.24,0.04,0.27,0.24,0.27,Matches
238,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Brighton,20-124,2000,11,11,886,9.8,1,1,0,0,4,1,0.10,0.10,0.20,0.10,0.20,0.6,0.6,1.1,0.06,0.11,0.17,0.06,0.17,Matches
239,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,27-352,1993,11,2,317,3.5,1,1,0,0,1,0,0.28,0.28,0.57,0.28,0.57,1.1,1.1,0.4,0.31,0.12,0.43,0.31,0.43,Matches
240,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,26-250,1994,6,5,489,5.4,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.06,0.04,0.10,0.06,0.10,Matches
241,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,27-082,1993,12,12,995,11.1,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.05,0.00,0.05,0.05,0.05,Matches
242,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,31-113,1989,2,1,123,1.4,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
243,Mario Lemina\Mario-Lemina,ga GAB,MF,Fulham,27-153,1993,13,6,565,6.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.02,0.07,0.08,0.02,0.08,Matches
244,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,28-334,1992,21,21,1890,21.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
245,Jamal Lewis\Jamal-Lewis,nir NIR,DF,Newcastle Utd,23-007,1998,18,15,1380,15.3,0,1,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,1.3,0.01,0.08,0.09,0.01,0.09,Matches
246,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,26-199,1994,15,15,1325,14.7,1,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,0.6,0.6,0.5,0.04,0.03,0.07,0.04,0.07,Matches
247,Jake Livermore\Jake-Livermore,eng ENG,MF,West Brom,31-079,1989,14,14,1110,12.3,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.02,0.02,0.04,0.02,0.04,Matches
248,Diego Llorente\Diego-Llorente,es ESP,DF,Leeds United,27-169,1993,2,1,91,1.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
249,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,34-037,1986,20,20,1800,20.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
250,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MFFW,Tottenham,24-298,1996,11,4,439,4.9,1,1,0,0,3,0,0.21,0.21,0.41,0.21,0.41,0.8,0.8,1.0,0.17,0.21,0.38,0.17,0.38,Matches
251,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,FWMF,Fulham,25-009,1996,14,11,964,10.7,1,0,0,0,1,0,0.09,0.00,0.09,0.09,0.09,1.7,1.7,0.9,0.16,0.09,0.25,0.16,0.25,Matches
252,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,FW,Chelsea,25-009,1996,1,1,60,0.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
253,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,30-167,1990,6,6,540,6.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
254,Shane Long\Shane-Long,ie IRL,FWMF,Southampton,34-010,1987,11,1,210,2.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
255,Matthew Longstaff\Matthew-Longstaff,eng ENG,MF,Newcastle Utd,20-317,2000,5,4,377,4.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.02,0.02,0.00,0.02,Matches
256,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,23-094,1997,12,9,826,9.2,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.07,0.03,0.09,0.07,0.09,Matches
257,Ademola Lookman\Ademola-Lookman,eng ENG,FW,Fulham,23-104,1997,17,15,1391,15.5,3,3,0,1,3,0,0.19,0.19,0.39,0.19,0.39,3.7,2.9,2.3,0.24,0.15,0.39,0.19,0.34,Matches
258,Max Lowe\Max-Lowe,eng ENG,DF,Sheffield Utd,23-266,1997,6,6,413,4.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.01,0.02,0.01,0.02,Matches
259,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,31-237,1989,16,16,1440,16.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.01,0.02,0.03,0.01,0.03,Matches
260,David Luiz\David-Luiz,br BRA,DF,Arsenal,33-285,1987,12,10,841,9.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.07,0.00,0.08,0.07,0.08,Matches
261,Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,22-268,1998,18,18,1580,17.6,0,2,0,0,4,1,0.00,0.11,0.11,0.00,0.11,1.1,1.1,0.9,0.06,0.05,0.11,0.06,0.11,Matches
262,John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,26-349,1994,16,13,1128,12.5,0,2,0,1,5,1,0.00,0.16,0.16,0.00,0.16,1.9,1.1,1.0,0.15,0.08,0.23,0.09,0.17,Matches
263,Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,MFFW,Brighton,22-039,1998,9,5,454,5.0,1,1,0,0,1,0,0.20,0.20,0.40,0.20,0.40,0.4,0.4,1.7,0.09,0.33,0.42,0.09,0.42,Matches
264,James Maddison\James-Maddison,eng ENG,MFFW,Leicester City,24-070,1996,19,14,1295,14.4,6,3,0,0,3,0,0.42,0.21,0.63,0.42,0.63,2.7,2.7,2.5,0.19,0.17,0.36,0.19,0.36,Matches
265,Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,27-333,1993,21,21,1890,21.0,2,0,0,0,5,0,0.10,0.00,0.10,0.10,0.10,1.5,1.5,0.1,0.07,0.01,0.08,0.07,0.08,Matches
266,Riyad Mahrez\Riyad-Mahrez,dz ALG,FW,Manchester City,29-346,1991,14,11,945,10.5,5,2,0,0,0,0,0.48,0.19,0.67,0.48,0.67,2.7,2.7,4.2,0.26,0.40,0.66,0.26,0.66,Matches
267,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,23-156,1997,11,5,490,5.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.04,0.06,0.02,0.06,Matches
268,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,28-297,1992,19,18,1600,17.8,7,3,0,0,2,0,0.39,0.17,0.56,0.39,0.56,9.0,9.0,3.4,0.50,0.19,0.70,0.50,0.70,Matches
269,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,26-272,1994,8,7,620,6.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.03,0.03,0.00,0.03,Matches
270,Fernando Marçal\Fernando-Marcal,br BRA,DF,Wolves,31-348,1989,10,7,571,6.3,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.02,0.03,0.01,0.03,Matches
271,Solly March\Solly-March,eng ENG,DF,Brighton,26-196,1994,20,18,1606,17.8,2,1,0,0,0,0,0.11,0.06,0.17,0.11,0.17,1.7,1.7,1.7,0.09,0.09,0.19,0.09,0.19,Matches
272,Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,27-154,1993,3,3,270,3.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
273,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,25-058,1995,17,14,1202,13.4,2,3,0,0,0,1,0.15,0.22,0.37,0.15,0.37,4.5,4.5,2.0,0.34,0.15,0.48,0.34,0.48,Matches
274,Martinelli\Martinelli,br BRA,FW,Arsenal,19-228,2001,5,3,209,2.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.32,0.01,0.33,0.32,0.33,Matches
275,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Aston Villa,28-152,1992,19,19,1710,19.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.01,0.01,0.00,0.01,Matches
276,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,27-086,1993,10,10,850,9.4,0,1,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.3,0.3,1.6,0.03,0.17,0.20,0.03,0.20,Matches
277,Juan Mata\Juan-Mata,es ESP,FW,Manchester Utd,32-279,1988,6,4,335,3.7,0,2,0,0,0,0,0.00,0.54,0.54,0.00,0.54,0.3,0.3,0.8,0.09,0.23,0.32,0.09,0.32,Matches
278,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,32-184,1988,12,8,732,8.1,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.01,0.04,0.05,0.01,0.05,Matches
279,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,29-177,1991,10,9,691,7.7,1,2,0,0,2,0,0.13,0.26,0.39,0.13,0.39,0.6,0.6,1.0,0.08,0.14,0.22,0.08,0.22,Matches
280,Neal Maupay\Neal-Maupay,fr FRA,FWMF,Brighton,24-171,1996,19,16,1390,15.4,7,1,3,4,1,0,0.45,0.06,0.52,0.26,0.32,9.3,6.2,1.5,0.60,0.10,0.70,0.40,0.50,Matches
281,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,33-117,1987,18,17,1466,16.3,0,2,0,0,3,0,0.00,0.12,0.12,0.00,0.12,0.2,0.2,0.9,0.01,0.05,0.07,0.01,0.07,Matches
282,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,24-242,1996,14,8,838,9.3,1,0,0,0,1,0,0.11,0.00,0.11,0.11,0.11,2.7,2.7,0.7,0.29,0.07,0.36,0.29,0.36,Matches
283,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,31-060,1989,19,19,1710,19.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
284,James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,30-081,1990,8,6,467,5.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
285,John McGinn\John-McGinn,sco SCO,MF,Aston Villa,26-106,1994,18,18,1620,18.0,1,4,0,0,5,0,0.06,0.22,0.28,0.06,0.28,1.1,1.1,1.9,0.06,0.10,0.17,0.06,0.17,Matches
286,David McGoldrick\David-McGoldrick,ie IRL,FWMF,Sheffield Utd,33-064,1987,19,14,1212,13.5,5,1,0,0,2,0,0.37,0.07,0.45,0.37,0.45,3.0,3.0,1.0,0.22,0.07,0.29,0.22,0.29,Matches
287,Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,21-071,1999,18,16,1507,16.7,1,2,0,0,1,0,0.06,0.12,0.18,0.06,0.18,0.5,0.5,2.3,0.03,0.14,0.17,0.03,0.17,Matches
288,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,24-055,1996,18,12,1054,11.7,2,1,0,0,0,0,0.17,0.09,0.26,0.17,0.26,0.9,0.9,0.7,0.07,0.06,0.13,0.07,0.13,Matches
289,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,31-131,1989,14,14,1260,14.0,2,0,0,0,0,0,0.14,0.00,0.14,0.14,0.14,0.9,0.9,0.0,0.06,0.00,0.06,0.06,0.06,Matches
290,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,26-199,1994,6,6,504,5.6,1,0,0,0,2,0,0.18,0.00,0.18,0.18,0.18,0.1,0.1,0.0,0.02,0.00,0.03,0.02,0.03,Matches
291,Edouard Mendy\Edouard-Mendy,sn SEN,GK,Chelsea,28-337,1992,17,17,1530,17.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
292,Nampalys Mendy\Nampalys-Mendy,fr FRA,MF,Leicester City,28-223,1992,16,14,1244,13.8,0,1,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.3,0.00,0.02,0.03,0.00,0.03,Matches
293,Illan Meslier\Illan-Meslier,fr FRA,GK,Leeds United,20-336,2000,19,19,1710,19.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
294,Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,29-300,1991,17,13,1133,12.6,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,0.04,0.04,0.08,0.04,0.08,Matches
295,James Milner\James-Milner,eng ENG,MFDF,Liverpool,35-028,1986,13,5,496,5.5,0,1,0,0,1,0,0.00,0.18,0.18,0.00,0.18,0.1,0.1,1.1,0.01,0.20,0.21,0.01,0.21,Matches
296,Yerry Mina\Yerry-Mina,co COL,DF,Everton,26-131,1994,17,17,1530,17.0,2,0,0,0,1,0,0.12,0.00,0.12,0.12,0.12,1.0,1.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
297,Takumi Minamino\Takumi-Minamino,jp JPN,MFFW,Liverpool,26-016,1995,9,2,293,3.3,1,0,0,0,0,0,0.31,0.00,0.31,0.31,0.31,0.7,0.7,0.0,0.20,0.00,0.20,0.20,0.20,Matches
298,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Aston Villa,27-325,1993,18,18,1574,17.5,2,1,0,0,5,1,0.11,0.06,0.17,0.11,0.17,1.2,1.2,0.2,0.07,0.01,0.08,0.07,0.08,Matches
299,Tyrick Mitchell\Tyrick-Mitchell,eng ENG,DF,Crystal Palace,21-153,1999,11,11,990,11.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.01,0.03,0.04,0.01,0.04,Matches
300,Aleksandar Mitrović\Aleksandar-Mitrovic,rs SRB,FW,Fulham,26-138,1994,16,9,903,10.0,2,3,1,2,2,0,0.20,0.30,0.50,0.10,0.40,4.5,3.0,2.2,0.45,0.22,0.68,0.30,0.52,Matches
301,Jayson Molumby\Jayson-Molumby,ie IRL,MF,Brighton,21-179,1999,1,0,1,0.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
302,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,37-011,1984,3,0,18,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
303,Mason Mount\Mason-Mount,eng ENG,MFFW,Chelsea,22-022,1999,20,18,1618,18.0,2,3,0,0,2,0,0.11,0.17,0.28,0.11,0.28,2.3,2.3,3.5,0.13,0.20,0.33,0.13,0.33,Matches
304,Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,28-172,1992,15,4,497,5.5,1,0,0,0,0,0,0.18,0.00,0.18,0.18,0.18,0.9,0.9,0.2,0.16,0.04,0.21,0.16,0.21,Matches
305,Lys Mousset\Lys-Mousset,fr FRA,FW,Sheffield Utd,24-359,1996,6,2,203,2.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.28,0.14,0.42,0.28,0.42,Matches
306,João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,34-146,1986,19,15,1310,14.6,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.3,0.01,0.09,0.10,0.01,0.10,Matches
307,Joel Mumbongo\Joel-Mumbongo,se SWE,FW,Burnley,22-023,1999,1,0,15,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
308,Jacob Murphy\Jacob-Murphy,eng ENG,DFMF,Newcastle Utd,25-343,1995,13,8,741,8.2,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,0.5,0.5,0.6,0.06,0.07,0.13,0.06,0.13,Matches
309,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,28-290,1992,3,0,47,0.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
310,Marvelous Nakamba\Marvelous-Nakamba,zw ZIM,MF,Aston Villa,27-013,1994,6,2,197,2.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.02,0.03,0.02,0.03,Matches
311,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MFDF,Leicester City,24-047,1996,11,10,862,9.6,1,0,0,0,2,0,0.10,0.00,0.10,0.10,0.10,0.3,0.3,0.1,0.03,0.01,0.03,0.03,0.03,Matches
312,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Tottenham,24-035,1996,18,16,1136,12.6,3,1,0,0,2,0,0.24,0.08,0.32,0.24,0.32,1.0,1.0,1.7,0.08,0.13,0.22,0.08,0.22,Matches
313,Reiss Nelson\Reiss-Nelson,eng ENG,FW,Arsenal,21-053,1999,2,0,71,0.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
314,Pedro Neto\Pedro-Neto,pt POR,FWMF,Wolves,20-329,2000,21,20,1713,19.0,4,3,0,0,1,0,0.21,0.16,0.37,0.21,0.37,2.7,2.7,3.8,0.14,0.20,0.34,0.14,0.34,Matches
315,Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,23-325,1997,20,16,1392,15.5,2,0,1,1,3,0,0.13,0.00,0.13,0.06,0.06,2.4,1.7,0.8,0.16,0.05,0.21,0.11,0.16,Matches
316,Eddie Nketiah\Eddie-Nketiah,eng ENG,FW,Arsenal,21-247,1999,14,3,327,3.6,1,1,0,0,0,0,0.28,0.28,0.55,0.28,0.55,1.2,1.2,0.6,0.32,0.16,0.48,0.32,0.48,Matches
317,Niels Nkounkou\Niels-Nkounkou,fr FRA,DF,Everton,20-092,2000,1,1,68,0.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
318,Dan Nlundulu\Dan-Nlundulu,eng ENG,FWMF,Southampton,21-362,1999,8,0,81,0.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.10,0.03,0.13,0.10,0.13,Matches
319,Mark Noble\Mark-Noble,eng ENG,MF,West Ham,33-269,1987,11,3,250,2.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.03,0.03,0.00,0.03,Matches
320,Oliver Norwood\Oliver-Norwood,nir NIR,MF,Sheffield Utd,29-295,1991,15,10,902,10.0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.7,0.01,0.07,0.08,0.01,0.08,Matches
321,Jack O'Connell\Jack-OConnell,eng ENG,DF,Sheffield Utd,26-309,1994,2,2,180,2.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
322,Dara O'Shea\Dara-OShea,ie IRL,DF,West Brom,21-334,1999,16,15,1294,14.4,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.00,0.01,0.01,0.01,Matches
323,Michael Obafemi\Michael-Obafemi,ie IRL,FW,Southampton,20-210,2000,1,0,14,0.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
324,Denis Odoi\Denis-Odoi,be BEL,DF,Fulham,32-250,1988,3,3,270,3.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05,Matches
325,Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,32-254,1988,21,21,1862,20.7,2,0,0,0,3,0,0.10,0.00,0.10,0.10,0.10,1.0,1.0,1.0,0.05,0.05,0.10,0.05,0.10,Matches
326,Robin Olsen\Robin-Olsen,se SWE,GK,Everton,31-024,1990,2,2,180,2.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
327,Josh Onomah\Josh-Onomah,eng ENG,MF,Fulham,23-280,1997,4,2,144,1.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
328,Divock Origi\Divock-Origi,be BEL,FW,Liverpool,25-289,1995,7,2,155,1.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,0.52,0.11,0.64,0.52,0.64,Matches
329,Ben Osborn\Ben-Osborn,eng ENG,MFDF,Sheffield Utd,26-180,1994,12,8,768,8.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.1,0.03,0.13,0.16,0.03,0.16,Matches
330,Owen Otasowie\Owen-Otasowie,us USA,MF,Wolves,19-287,2001,4,1,116,1.3,0,1,0,0,1,0,0.00,0.78,0.78,0.00,0.78,0.4,0.4,0.1,0.33,0.11,0.44,0.33,0.44,Matches
331,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,FWMF,Liverpool,27-170,1993,5,2,147,1.6,0,1,0,0,0,0,0.00,0.61,0.61,0.00,0.61,0.1,0.1,0.2,0.05,0.14,0.19,0.05,0.19,Matches
332,Emerson Palmieri\Emerson-Palmieri,it ITA,DF,Chelsea,26-182,1994,2,0,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
333,Thomas Partey\Thomas-Partey,gh GHA,MF,Arsenal,27-233,1993,9,7,532,5.9,0,1,0,0,1,0,0.00,0.17,0.17,0.00,0.17,0.5,0.5,0.3,0.09,0.05,0.14,0.09,0.14,Matches
334,Rui Patrício\Rui-Patricio,pt POR,GK,Wolves,32-352,1988,21,21,1890,21.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
335,Bailey Peacock-Farrell\Bailey-Peacock-Farrell,nir NIR,GK,Burnley,24-095,1996,1,1,90,1.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
336,Lee Peltier\Lee-Peltier,eng ENG,DF,West Brom,34-052,1986,2,1,94,1.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
337,Nicolas Pépé\Nicolas-Pepe,ci CIV,FWMF,Arsenal,25-248,1995,14,6,661,7.3,3,0,1,1,1,1,0.41,0.00,0.41,0.27,0.27,2.4,1.6,0.4,0.32,0.06,0.38,0.22,0.28,Matches
338,Matheus Pereira\Matheus-Pereira,br BRA,MFFW,West Brom,24-272,1996,17,15,1274,14.2,5,3,2,2,1,1,0.35,0.21,0.57,0.21,0.42,2.7,1.2,1.9,0.19,0.14,0.33,0.09,0.22,Matches
