,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
22,Steven Alzate\Steven-Alzate,co COL,MFDF,Brighton,22-227,1998,12,8,741,8.2,1,0,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,0.6,0.6,0.4,1.0,0.07,0.05,0.12,0.07,0.12,Matches
23,Daniel Amartey\Daniel-Amartey,gh GHA,DF,Leicester City,26-123,1994,12,8,722,8.0,1,0,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,0.4,0.4,0.0,0.4,0.05,0.00,0.05,0.05,0.05,Matches
24,Ethan Ampadu\Ethan-Ampadu,wal WAL,DFMF,Sheffield Utd,20-221,2000,25,23,2089,23.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.9,1.3,0.01,0.04,0.06,0.01,0.06,Matches
25,Joachim Andersen\Joachim-Andersen,dk DEN,DF,Fulham,24-327,1996,27,27,2401,26.7,1,1,1,0,0,6,1,0.04,0.04,0.07,0.04,0.07,0.8,0.8,0.5,1.2,0.03,0.02,0.05,0.03,0.05,Matches
26,Elliot Anderson\Elliot-Anderson,sco SCO,MF,Newcastle Utd,18-168,2002,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
27,Felipe Anderson\Felipe-Anderson,br BRA,FWMF,West Ham,28-008,1993,2,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
28,Michail Antonio\Michail-Antonio,eng ENG,FW,West Ham,31-026,1990,21,19,1546,17.2,7,5,7,0,0,3,0,0.41,0.29,0.70,0.41,0.70,9.5,9.5,2.0,11.4,0.55,0.11,0.67,0.55,0.67,Matches
29,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Fulham,28-055,1993,32,32,2880,32.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
30,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,29-024,1992,27,26,2237,24.9,4,4,4,0,0,3,0,0.16,0.16,0.32,0.16,0.32,2.6,2.6,2.2,4.8,0.10,0.09,0.19,0.10,0.19,Matches
31,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,26-202,1994,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
32,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,31-309,1989,25,22,2009,22.3,9,1,7,2,2,2,0,0.40,0.04,0.45,0.31,0.36,9.0,7.4,1.9,9.4,0.40,0.09,0.49,0.33,0.42,Matches
33,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,28-120,1992,17,17,1425,15.8,2,1,2,0,0,0,0,0.13,0.06,0.19,0.13,0.19,1.3,1.3,1.5,2.9,0.08,0.10,0.18,0.08,0.18,Matches
34,Charlie Austin\Charlie-Austin,eng ENG,FW,West Brom,31-292,1989,5,0,138,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.13,0.00,0.13,0.13,0.13,Matches
35,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,29-224,1991,27,20,1821,20.2,1,3,1,0,0,2,0,0.05,0.15,0.20,0.05,0.20,1.8,1.8,0.6,2.4,0.09,0.03,0.12,0.09,0.12,Matches
36,Luke Ayling\Luke-Ayling,eng ENG,DF,Leeds United,29-241,1991,32,32,2859,31.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,2.5,3.5,0.03,0.08,0.11,0.03,0.11,Matches
37,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,31-238,1989,21,19,1761,19.6,1,1,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,0.8,0.8,1.8,2.5,0.04,0.09,0.13,0.04,0.13,Matches
38,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,27-011,1994,8,7,638,7.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
39,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,29-243,1991,13,12,1118,12.4,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.6,0.6,0.0,0.6,0.05,0.00,0.05,0.05,0.05,Matches
40,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,28-045,1993,27,27,2337,26.0,0,2,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,1.1,1.1,1.3,2.3,0.04,0.05,0.09,0.04,0.09,Matches
41,Gareth Bale\Gareth-Bale,wal WAL,FW,Tottenham,31-281,1989,15,7,650,7.2,6,2,6,0,0,1,0,0.83,0.28,1.11,0.83,1.11,3.2,3.2,1.2,4.4,0.45,0.16,0.61,0.45,0.61,Matches
42,Patrick Bamford\Patrick-Bamford,eng ENG,FW,Leeds United,27-230,1993,32,32,2632,29.2,14,7,13,1,1,2,0,0.48,0.24,0.72,0.44,0.68,15.1,14.3,3.5,17.8,0.52,0.12,0.64,0.49,0.61,Matches
43,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,35-299,1985,4,3,274,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
44,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,27-139,1993,2,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.06,0.16,0.22,0.06,0.22,Matches
45,Ross Barkley\Ross-Barkley,eng ENG,MF,Aston Villa,27-139,1993,20,14,1220,13.6,3,1,3,0,0,0,0,0.22,0.07,0.30,0.22,0.30,3.0,3.0,3.2,6.2,0.22,0.24,0.46,0.22,0.46,Matches
46,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,31-175,1989,18,15,1293,14.4,3,0,2,1,1,4,0,0.21,0.00,0.21,0.14,0.14,4.9,4.2,0.7,4.8,0.34,0.05,0.39,0.29,0.34,Matches
47,Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,23-135,1997,25,22,1945,21.6,9,4,9,0,0,0,0,0.42,0.19,0.60,0.42,0.60,6.2,6.2,1.5,7.7,0.29,0.07,0.35,0.29,0.35,Matches
48,Kyle Bartley\Kyle-Bartley,eng ENG,DF,West Brom,29-336,1991,24,22,2044,22.7,3,1,3,0,0,4,0,0.13,0.04,0.18,0.13,0.18,1.8,1.8,0.2,2.0,0.08,0.01,0.09,0.08,0.09,Matches
49,Chris Basham\Chris-Basham,eng ENG,DFMF,Sheffield Utd,32-277,1988,26,26,2126,23.6,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,0.6,0.6,0.7,1.3,0.03,0.03,0.06,0.03,0.06,Matches
50,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,27-203,1993,17,7,709,7.9,2,1,2,0,0,0,0,0.25,0.13,0.38,0.25,0.38,1.4,1.4,1.4,2.8,0.18,0.18,0.36,0.18,0.36,Matches
51,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,25-011,1996,32,32,2785,30.9,1,1,1,0,0,3,1,0.03,0.03,0.06,0.03,0.06,0.9,0.9,0.3,1.3,0.03,0.01,0.04,0.03,0.04,Matches
52,Donny van de Beek\Donny-van-de-Beek,nl NED,MFFW,Manchester Utd,24-005,1997,15,2,338,3.8,1,1,1,0,0,1,0,0.27,0.27,0.53,0.27,0.53,0.3,0.3,1.0,1.3,0.07,0.27,0.34,0.07,0.34,Matches
53,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,26-035,1995,23,23,1977,22.0,1,2,1,0,0,8,0,0.05,0.09,0.14,0.05,0.14,0.7,0.7,2.3,3.0,0.03,0.11,0.14,0.03,0.14,Matches
54,Saïd Benrahma\Said-Benrahma,dz ALG,MFFW,West Ham,25-256,1995,24,11,1100,12.2,0,4,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33,1.8,1.8,2.8,4.5,0.14,0.23,0.37,0.14,0.37,Matches
55,Josh Benson\Josh-Benson,eng ENG,MF,Burnley,21-139,1999,6,2,264,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matches
56,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,30-141,1990,24,15,1325,14.7,6,1,6,0,0,2,1,0.41,0.07,0.48,0.41,0.48,5.1,5.1,0.9,6.0,0.35,0.06,0.41,0.35,0.41,Matches
57,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,30-178,1990,18,14,1148,12.8,2,0,2,0,0,1,0,0.16,0.00,0.16,0.16,0.16,1.5,1.5,0.4,1.8,0.11,0.03,0.14,0.11,0.14,Matches
58,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,23-068,1998,13,12,1016,11.3,1,1,0,1,1,4,0,0.09,0.09,0.18,0.00,0.09,1.2,0.5,1.2,1.7,0.11,0.11,0.22,0.04,0.15,Matches
59,Steven Bergwijn\Steven-Bergwijn,nl NED,FWMF,Tottenham,23-197,1997,18,11,1054,11.7,0,2,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,1.7,1.7,1.1,2.8,0.15,0.09,0.24,0.15,0.24,Matches
60,Bernard\Bernard,br BRA,FWMF,Everton,28-227,1992,9,3,395,4.4,1,0,1,0,0,2,0,0.23,0.00,0.23,0.23,0.23,0.2,0.2,0.6,0.8,0.05,0.13,0.18,0.05,0.18,Matches
61,Bernardo\Bernardo,br BRA,DFMF,Brighton,25-344,1995,3,2,206,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.13,0.09,0.22,0.13,0.22,Matches
62,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,31-261,1989,29,29,2598,28.9,0,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,0.6,0.6,1.2,1.8,0.02,0.04,0.06,0.02,0.06,Matches
63,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,24-236,1996,30,29,2572,28.6,1,0,1,0,0,6,1,0.03,0.00,0.03,0.03,0.03,0.9,0.9,0.6,1.5,0.03,0.02,0.05,0.03,0.05,Matches
64,Jayden Bogle\Jayden-Bogle,eng ENG,DF,Sheffield Utd,20-270,2000,13,9,886,9.8,2,0,2,0,0,2,0,0.20,0.00,0.20,0.20,0.20,1.5,1.5,0.2,1.6,0.15,0.02,0.17,0.15,0.17,Matches
65,Willy Boly\Willy-Boly,ci CIV,DF,Wolves,30-079,1991,18,18,1620,18.0,1,1,1,0,0,1,0,0.06,0.06,0.11,0.06,0.11,1.1,1.1,0.4,1.5,0.06,0.02,0.08,0.06,0.08,Matches
66,Jarrod Bowen\Jarrod-Bowen,eng ENG,FWMF,West Ham,24-124,1996,32,27,2246,25.0,8,5,8,0,0,0,0,0.32,0.20,0.52,0.32,0.52,5.5,5.5,3.4,8.8,0.22,0.13,0.35,0.22,0.35,Matches
67,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,29-099,1992,19,12,1052,11.7,1,1,1,0,0,3,0,0.09,0.09,0.17,0.09,0.17,0.8,0.8,0.9,1.7,0.07,0.08,0.15,0.07,0.15,Matches
68,Rhian Brewster\Rhian-Brewster,eng ENG,FW,Sheffield Utd,21-022,2000,23,10,983,10.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,1.6,3.0,0.13,0.15,0.28,0.13,0.28,Matches
69,Nathan Broadhead\Nathan-Broadhead,wal WAL,MF,Everton,23-018,1998,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
70,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,25-125,1995,27,26,2318,25.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.8,2.2,0.05,0.03,0.08,0.05,0.08,Matches
71,Joe Bryan\Joe-Bryan,eng ENG,DFFW,Fulham,27-218,1993,13,5,475,5.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.03,0.03,0.06,0.03,0.06,Matches
72,Kean Bryan\Kean-Bryan,eng ENG,DF,Sheffield Utd,24-173,1996,11,10,835,9.3,1,0,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,0.4,0.4,0.4,0.8,0.04,0.04,0.08,0.04,0.08,Matches
73,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,24-016,1997,22,13,1134,12.6,1,1,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16,2.3,2.3,1.7,4.1,0.19,0.14,0.32,0.19,0.32,Matches
74,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,28-349,1992,22,18,1611,17.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.8,1.7,0.05,0.04,0.10,0.05,0.10,Matches
75,David Button\David-Button,eng ENG,GK,West Brom,32-055,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
76,Oskar Buur\Oskar-Buur,dk DEN,DF,Wolves,23-023,1998,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
77,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,39-207,1981,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
78,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,35-125,1985,16,16,1440,16.0,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.3,0.3,0.4,0.6,0.02,0.02,0.04,0.02,0.04,Matches
79,Tom Cairney\Tom-Cairney,sco SCO,MF,Fulham,30-093,1991,10,9,759,8.4,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,0.7,0.7,1.4,2.1,0.08,0.17,0.25,0.08,0.25,Matches
80,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,24-038,1997,26,25,2241,24.9,14,0,14,0,0,3,0,0.56,0.00,0.56,0.56,0.56,13.0,13.0,1.2,14.1,0.52,0.05,0.57,0.52,0.57,Matches
81,João Cancelo\Joao-Cancelo,pt POR,DF,Manchester City,26-331,1994,24,23,2037,22.6,1,3,1,0,0,4,0,0.04,0.13,0.18,0.04,0.18,1.7,1.7,4.6,6.3,0.08,0.20,0.28,0.08,0.28,Matches
82,Ian Carlo Poveda\Ian-Carlo-Poveda,eng ENG,MFDF,Leeds United,21-073,2000,11,0,277,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.8,1.1,0.12,0.25,0.37,0.12,0.37,Matches
83,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,32-107,1989,17,4,386,4.3,1,0,1,0,0,1,0,0.23,0.00,0.23,0.23,0.23,1.2,1.2,0.1,1.2,0.27,0.02,0.29,0.27,0.29,Matches
84,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,23-259,1997,25,25,2148,23.9,0,2,0,0,0,8,1,0.00,0.08,0.08,0.00,0.08,0.3,0.3,1.9,2.2,0.01,0.08,0.09,0.01,0.09,Matches
85,Kiko Casilla\Kiko-Casilla,es ESP,GK,Leeds United,34-203,1986,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
86,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,25-139,1995,21,21,1805,20.1,1,3,1,0,0,1,0,0.05,0.15,0.20,0.05,0.20,0.9,0.9,2.0,2.9,0.04,0.10,0.14,0.04,0.14,Matches
87,Jonny Castro\Jonny-Castro,es ESP,DF,Wolves,27-051,1994,7,7,495,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.03,0.04,0.01,0.04,Matches
88,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Fulham,27-187,1993,31,22,2035,22.6,3,0,2,1,2,2,0,0.13,0.00,0.13,0.09,0.09,4.9,4.2,2.6,6.7,0.22,0.11,0.33,0.18,0.30,Matches
89,Edinson Cavani\Edinson-Cavani,uy URU,FW,Manchester Utd,34-068,1987,21,11,1143,12.7,8,2,8,0,0,3,0,0.63,0.16,0.79,0.63,0.79,6.6,6.6,1.8,8.4,0.52,0.14,0.66,0.52,0.66,Matches
90,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,24-259,1996,22,14,1360,15.1,0,3,0,0,0,3,0,0.00,0.20,0.20,0.00,0.20,0.3,0.3,2.8,3.1,0.02,0.18,0.21,0.02,0.21,Matches
91,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,26-093,1995,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.07,0.13,0.20,0.07,0.20,Matches
92,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,24-123,1996,22,22,1846,20.5,2,4,2,0,0,3,0,0.10,0.20,0.29,0.10,0.29,1.7,1.7,1.5,3.3,0.09,0.08,0.16,0.09,0.16,Matches
93,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,23-204,1997,9,4,305,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.11,0.00,0.11,0.11,0.11,Matches
94,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,25-013,1996,14,12,1147,12.7,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.03,0.03,0.01,0.03,Matches
95,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,31-209,1989,20,19,1745,19.4,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,0.3,0.3,0.1,0.4,0.02,0.00,0.02,0.02,0.02,Matches
96,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,30-018,1991,13,13,1145,12.7,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04,Matches
97,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,28-057,1993,31,31,2763,30.7,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,1.3,1.3,0.1,1.4,0.04,0.00,0.04,0.04,0.04,Matches
98,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,32-194,1988,19,12,1098,12.2,0,3,0,0,0,0,0,0.00,0.25,0.25,0.00,0.25,0.6,0.6,1.5,2.0,0.05,0.12,0.17,0.05,0.17,Matches
99,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,21-085,2000,15,9,722,8.0,2,1,2,0,0,0,0,0.25,0.12,0.37,0.25,0.37,3.3,3.3,0.2,3.5,0.41,0.02,0.43,0.41,0.43,Matches
100,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-236,1991,23,23,2005,22.3,1,0,1,0,0,3,1,0.04,0.00,0.04,0.04,0.04,1.3,1.3,0.0,1.3,0.06,0.00,0.06,0.06,0.06,Matches
101,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,31-302,1989,10,9,825,9.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.03,0.02,0.05,0.03,0.05,Matches
102,Hélder Costa\Helder-Costa,pt POR,MFFW,Leeds United,27-101,1994,21,12,1085,12.1,3,3,3,0,0,0,0,0.25,0.25,0.50,0.25,0.50,2.0,2.0,0.9,2.9,0.16,0.08,0.24,0.16,0.24,Matches
103,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,28-244,1992,28,28,2514,27.9,0,5,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,1.0,1.0,3.9,5.0,0.04,0.14,0.18,0.04,0.18,Matches
104,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,31-129,1989,31,31,2752,30.6,0,7,0,0,0,3,0,0.00,0.23,0.23,0.00,0.23,0.8,0.8,4.4,5.2,0.03,0.14,0.17,0.03,0.17,Matches
105,Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Wolves,23-110,1998,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.61,0.00,0.61,0.61,0.61,Matches
