,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
106,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,30-004,1991,32,32,2869,31.9,7,2,7,0,0,6,0,0.22,0.06,0.28,0.22,0.28,3.5,3.5,1.6,5.1,0.11,0.05,0.16,0.11,0.16,Matches
107,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,34-068,1987,12,12,1080,12.0,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.3,0.3,0.0,0.4,0.03,0.00,0.03,0.03,0.03,Matches
108,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,30-197,1990,25,25,2250,25.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
109,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,27-364,1993,20,14,1346,15.0,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.6,0.9,0.01,0.04,0.06,0.01,0.06,Matches
110,Tom Davies\Tom-Davies,eng ENG,MF,Everton,22-297,1998,21,15,1229,13.7,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,1.0,1.1,0.01,0.07,0.08,0.01,0.08,Matches
111,Keinan Davis\Keinan-Davis,eng ENG,FWMF,Aston Villa,23-069,1998,10,0,157,1.7,0,1,0,0,0,0,0,0.00,0.57,0.57,0.00,0.57,0.5,0.5,0.3,0.8,0.29,0.20,0.48,0.29,0.48,Matches
112,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,21-101,2000,2,0,33,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
113,Craig Dawson\Craig-Dawson,eng ENG,DF,West Ham,30-352,1990,17,17,1475,16.4,3,0,3,0,0,3,1,0.18,0.00,0.18,0.18,0.18,1.5,1.5,0.0,1.5,0.09,0.00,0.09,0.09,0.09,Matches
114,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,29-299,1991,24,22,1907,21.2,5,11,3,2,3,1,0,0.24,0.52,0.76,0.14,0.66,9.6,7.3,9.1,16.5,0.45,0.43,0.88,0.35,0.78,Matches
115,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,18-074,2003,1,0,40,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
116,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,31-153,1989,5,2,214,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
117,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,26-008,1995,27,24,2149,23.9,1,0,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,3.3,3.3,0.7,4.0,0.14,0.03,0.17,0.14,0.17,Matches
118,Mbaye Diagne\Mbaye-Diagne,sn SEN,FW,West Brom,29-177,1991,12,11,952,10.6,2,2,2,0,0,2,0,0.19,0.19,0.38,0.19,0.38,4.1,4.1,1.6,5.7,0.39,0.15,0.54,0.39,0.54,Matches
119,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,22-046,1999,17,9,864,9.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.03,0.02,0.06,0.03,0.06,Matches
120,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,23-004,1998,16,14,1088,12.1,1,0,1,0,0,0,0,0.08,0.00,0.08,0.08,0.08,1.0,1.0,0.1,1.1,0.08,0.01,0.09,0.08,0.09,Matches
121,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,24-130,1996,26,23,2067,23.0,6,6,6,0,0,3,0,0.26,0.26,0.52,0.26,0.52,5.3,5.3,7.1,12.3,0.23,0.31,0.54,0.23,0.54,Matches
122,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-344,1997,29,29,2573,28.6,1,0,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,2.2,2.2,0.1,2.3,0.08,0.00,0.08,0.08,0.08,Matches
123,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,27-098,1994,24,24,2160,24.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.7,0.03,0.00,0.03,0.03,0.03,Matches
124,Lucas Digne\Lucas-Digne,fr FRA,DFMF,Everton,27-277,1993,23,23,2051,22.8,0,6,0,0,0,2,1,0.00,0.26,0.26,0.00,0.26,0.5,0.5,4.3,4.8,0.02,0.19,0.21,0.02,0.21,Matches
125,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-289,1991,5,5,370,4.1,1,0,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.3,0.08,0.00,0.08,0.08,0.08,Matches
126,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,24-104,1997,13,12,1108,12.3,2,0,2,0,0,3,0,0.16,0.00,0.16,0.16,0.16,0.3,0.3,0.0,0.3,0.03,0.00,0.03,0.03,0.03,Matches
127,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-312,1998,25,14,1138,12.6,1,0,1,0,0,5,0,0.08,0.00,0.08,0.08,0.08,0.9,0.9,0.5,1.4,0.07,0.04,0.11,0.07,0.11,Matches
128,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,29-097,1992,15,12,1142,12.7,0,2,0,0,0,4,1,0.00,0.16,0.16,0.00,0.16,0.3,0.3,0.7,1.0,0.03,0.05,0.08,0.03,0.08,Matches
129,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,23-125,1997,18,17,1546,17.2,2,0,2,0,0,4,1,0.12,0.00,0.12,0.12,0.12,0.8,0.8,0.0,0.9,0.05,0.00,0.05,0.05,0.05,Matches
130,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,28-112,1993,25,25,2131,23.7,2,3,2,0,0,6,0,0.08,0.13,0.21,0.08,0.21,2.0,2.0,2.2,4.2,0.08,0.09,0.18,0.08,0.18,Matches
131,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,32-098,1989,7,7,630,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
132,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,29-209,1991,9,8,715,7.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.05,0.05,0.00,0.05,Matches
133,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,29-153,1991,29,29,2609,29.0,4,0,4,0,0,5,1,0.14,0.00,0.14,0.14,0.14,2.4,2.4,0.6,3.0,0.08,0.02,0.10,0.08,0.10,Matches
134,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,23-186,1997,2,2,180,2.0,1,0,1,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0.3,0.3,0.1,0.4,0.13,0.05,0.19,0.13,0.19,Matches
135,Ederson\Ederson,br BRA,GK,Manchester City,27-249,1993,32,32,2880,32.0,0,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01,Matches
136,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,23-065,1998,5,1,118,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.11,0.00,0.11,0.11,0.11,Matches
137,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,28-185,1992,25,24,2089,23.2,0,1,0,0,0,6,1,0.00,0.04,0.04,0.00,0.04,0.5,0.5,0.2,0.7,0.02,0.01,0.03,0.02,0.03,Matches
138,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,33-226,1987,11,6,613,6.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.04,0.08,0.12,0.04,0.12,Matches
139,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,28-286,1992,19,13,1184,13.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.5,0.03,0.01,0.04,0.03,0.04,Matches
140,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,33-110,1988,26,26,2293,25.5,1,1,1,0,0,7,0,0.04,0.04,0.08,0.04,0.08,1.5,1.5,0.1,1.7,0.06,0.01,0.07,0.06,0.07,Matches
141,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,22-298,1998,29,24,2109,23.4,3,3,3,0,0,3,0,0.13,0.13,0.26,0.13,0.26,1.6,1.6,1.7,3.3,0.07,0.07,0.14,0.07,0.14,Matches
142,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,36-005,1985,30,30,2700,30.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
143,Fabinho\Fabinho,br BRA,DFMF,Liverpool,27-182,1993,24,22,2027,22.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.7,0.01,0.02,0.03,0.01,0.03,Matches
144,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,26-227,1994,32,31,2731,30.3,16,11,8,8,9,5,0,0.53,0.36,0.89,0.26,0.63,13.4,6.5,10.2,16.8,0.44,0.34,0.78,0.22,0.55,Matches
145,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,32-061,1989,18,18,1561,17.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.02,0.02,0.01,0.02,Matches
146,Fernandinho\Fernandinho,br BRA,MF,Manchester City,35-354,1985,18,10,997,11.1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.6,1.3,0.07,0.06,0.12,0.07,0.12,Matches
147,Sam Field\Sam-Field,eng ENG,MF,West Brom,22-350,1998,3,0,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
148,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,29-203,1991,30,28,2387,26.5,6,5,6,0,0,2,0,0.23,0.19,0.41,0.23,0.41,11.1,11.1,4.5,15.5,0.42,0.17,0.59,0.42,0.59,Matches
149,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,29-242,1991,25,23,2035,22.6,0,2,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.8,0.8,2.2,2.9,0.03,0.10,0.13,0.03,0.13,Matches
150,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,20-330,2000,25,15,1450,16.1,7,5,7,0,0,0,0,0.43,0.31,0.74,0.43,0.74,4.6,4.6,4.0,8.7,0.29,0.25,0.54,0.29,0.54,Matches
151,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Leicester City,20-127,2000,22,21,1837,20.4,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.3,1.1,0.04,0.01,0.06,0.04,0.06,Matches
152,Pablo Fornals\Pablo-Fornals,es ESP,FWMF,West Ham,25-060,1996,27,25,2056,22.8,3,3,3,0,0,3,0,0.13,0.13,0.26,0.13,0.26,4.2,4.2,2.0,6.2,0.18,0.09,0.27,0.18,0.27,Matches
153,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,33-037,1988,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
154,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,23-111,1998,1,1,80,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.03,0.31,0.34,0.03,0.34,Matches
155,Ryan Fraser\Ryan-Fraser,sco SCO,FWMF,Newcastle Utd,27-058,1994,18,9,928,10.3,0,2,0,0,0,2,1,0.00,0.19,0.19,0.00,0.19,0.9,0.9,2.1,3.0,0.09,0.20,0.29,0.09,0.29,Matches
156,Fred\Fred,br BRA,MF,Manchester Utd,28-049,1993,26,23,2060,22.9,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,1.9,1.9,2.4,4.3,0.08,0.10,0.19,0.08,0.19,Matches
157,Ryan Fredericks\Ryan-Fredericks,eng ENG,DFFW,West Ham,28-195,1992,12,5,455,5.1,1,1,1,0,0,2,0,0.20,0.20,0.40,0.20,0.40,0.2,0.2,1.2,1.4,0.04,0.24,0.28,0.04,0.28,Matches
158,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,35-016,1986,9,8,702,7.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
159,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,25-174,1995,29,26,2392,26.6,1,3,1,0,0,4,0,0.04,0.11,0.15,0.04,0.15,1.3,1.3,1.9,3.3,0.05,0.07,0.12,0.05,0.12,Matches
160,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,21-076,2000,24,22,1991,22.1,2,2,2,0,0,8,0,0.09,0.09,0.18,0.09,0.18,1.3,1.3,0.9,2.2,0.06,0.04,0.10,0.06,0.10,Matches
161,Eric García\Eric-Garcia,es ESP,DF,Manchester City,20-104,2001,4,2,217,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.04,0.00,0.04,Matches
162,Dwight Gayle\Dwight-Gayle,eng ENG,FWMF,Newcastle Utd,30-188,1990,13,4,427,4.7,1,0,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21,1.9,1.9,0.2,2.1,0.40,0.04,0.44,0.40,0.44,Matches
163,Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MF,Everton,25-210,1995,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
164,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,30-167,1990,24,24,2115,23.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
165,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,25-355,1995,21,10,1013,11.3,6,0,4,2,2,1,0,0.53,0.00,0.53,0.36,0.36,4.9,3.4,1.7,5.1,0.44,0.15,0.59,0.30,0.45,Matches
166,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,31-209,1989,10,9,809,9.0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.01,0.03,0.04,0.01,0.04,Matches
167,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,FWMF,Wolves,21-086,2000,5,1,121,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.10,0.10,0.00,0.10,Matches
168,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,19-316,2001,2,0,36,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
169,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,34-205,1986,15,8,721,8.0,4,0,4,0,0,1,0,0.50,0.00,0.50,0.50,0.50,4.2,4.2,0.7,5.0,0.53,0.09,0.62,0.53,0.62,Matches
170,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,23-098,1998,24,22,2055,22.8,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,0.7,0.7,0.0,0.7,0.03,0.00,0.03,0.03,0.03,Matches
171,André Gomes\Andre-Gomes,pt POR,MF,Everton,27-267,1993,23,15,1394,15.5,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,0.9,1.1,0.02,0.06,0.07,0.02,0.07,Matches
172,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,23-335,1997,7,6,590,6.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
173,Anthony Gordon\Anthony-Gordon,eng ENG,FWMF,Everton,20-058,2001,3,1,88,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
174,Karlan Grant\Karlan-Grant,eng ENG,FWMF,West Brom,23-217,1997,18,14,1104,12.3,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,2.1,2.1,0.0,2.1,0.17,0.00,0.17,0.17,0.17,Matches
175,Demarai Gray\Demarai-Gray,eng ENG,FW,Leicester City,24-299,1996,1,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.43,0.00,0.43,0.43,0.43,Matches
176,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,25-225,1995,22,22,1977,22.0,6,10,6,0,0,6,0,0.27,0.46,0.73,0.27,0.73,4.2,4.2,8.1,12.2,0.19,0.37,0.56,0.19,0.56,Matches
177,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,19-204,2001,26,17,1493,16.6,5,2,5,0,0,2,0,0.30,0.12,0.42,0.30,0.42,5.6,5.6,1.8,7.4,0.34,0.11,0.44,0.34,0.44,Matches
178,Pascal Groß\Pascal-Gross,de GER,MFDF,Brighton,29-312,1991,28,21,1968,21.9,2,6,0,2,3,2,0,0.09,0.27,0.37,0.00,0.27,4.5,2.2,4.9,7.1,0.20,0.23,0.43,0.10,0.33,Matches
179,Kamil Grosicki\Kamil-Grosicki,pl POL,FWMF,West Brom,32-319,1988,3,2,148,1.6,0,1,0,0,0,0,0,0.00,0.61,0.61,0.00,0.61,0.1,0.1,0.1,0.2,0.06,0.07,0.13,0.06,0.13,Matches
180,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,34-103,1987,31,31,2790,31.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
181,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,30-181,1990,25,21,1864,20.7,12,1,11,1,2,1,0,0.58,0.05,0.63,0.53,0.58,8.5,6.9,3.9,10.9,0.41,0.19,0.60,0.34,0.53,Matches
182,Antwoine Hackford\Antwoine-Hackford,eng ENG,DFFW,Sheffield Utd,17-034,2004,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,1.16,0.00,1.16,1.16,1.16,Matches
183,Sébastien Haller\Sebastien-Haller,ci CIV,FW,West Ham,26-305,1994,16,10,937,10.4,3,0,3,0,0,0,0,0.29,0.00,0.29,0.29,0.29,2.9,2.9,1.2,4.1,0.28,0.12,0.40,0.28,0.40,Matches
184,Rekeem Harper\Rekeem-Harper,eng ENG,MF,West Brom,21-046,2000,2,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.12,0.00,0.12,0.12,0.12,Matches
185,Jack Harrison\Jack-Harrison,eng ENG,MF,Leeds United,24-154,1996,30,28,2330,25.9,7,6,7,0,0,2,0,0.27,0.23,0.50,0.27,0.50,6.1,6.1,5.3,11.4,0.23,0.21,0.44,0.23,0.44,Matches
186,Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,25-281,1995,4,4,360,4.0,1,0,1,0,0,1,0,0.25,0.00,0.25,0.25,0.25,1.1,1.1,0.0,1.1,0.27,0.00,0.27,0.27,0.27,Matches
187,Kai Havertz\Kai-Havertz,de GER,MFFW,Chelsea,21-316,1999,24,16,1341,14.9,2,3,2,0,0,2,0,0.13,0.20,0.34,0.13,0.34,4.2,4.2,1.4,5.6,0.28,0.09,0.38,0.28,0.38,Matches
188,Isaac Hayden\Isaac-Hayden,eng ENG,MFDF,Newcastle Utd,26-032,1995,24,22,1942,21.6,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.9,0.02,0.02,0.04,0.02,0.04,Matches
189,Michael Hector\Michael-Hector,jm JAM,DF,Fulham,28-278,1992,4,3,263,2.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.01,0.04,0.03,0.04,Matches
190,Ahmed Hegazi\Ahmed-Hegazi,eg EGY,DF,West Brom,30-088,1991,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
191,Dean Henderson\Dean-Henderson,eng ENG,GK,Manchester Utd,24-042,1997,9,8,765,8.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
192,Jordan Henderson\Jordan-Henderson,eng ENG,MFDF,Liverpool,30-310,1990,21,20,1704,18.9,1,1,1,0,0,0,0,0.05,0.05,0.11,0.05,0.11,1.7,1.7,1.4,3.0,0.09,0.07,0.16,0.09,0.16,Matches
193,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Newcastle Utd,29-082,1992,20,17,1408,15.6,2,1,2,0,0,3,1,0.13,0.06,0.19,0.13,0.19,1.1,1.1,0.7,1.8,0.07,0.05,0.12,0.07,0.12,Matches
194,Pablo Hernández\Pablo-Hernandez,es ESP,MF,Leeds United,36-012,1985,14,2,346,3.8,0,2,0,0,0,1,0,0.00,0.52,0.52,0.00,0.52,0.9,0.9,0.6,1.6,0.24,0.17,0.40,0.24,0.40,Matches
195,Son Heung-min\Son-Heung-min,kr KOR,FW,Tottenham,28-289,1992,32,31,2665,29.6,15,9,14,1,1,0,0,0.51,0.30,0.81,0.47,0.78,9.5,8.7,7.9,16.6,0.32,0.27,0.59,0.29,0.56,Matches
196,Ki-Jana Hoever\Ki-Jana-Hoever,nl NED,DF,Wolves,19-095,2002,10,3,397,4.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.02,0.04,0.02,0.04,Matches
197,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,25-215,1995,25,23,2108,23.4,0,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,1.1,1.1,0.2,1.4,0.05,0.01,0.06,0.05,0.06,Matches
198,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,24-183,1996,21,21,1852,20.6,1,0,1,0,0,7,0,0.05,0.00,0.05,0.05,0.05,0.7,0.7,0.6,1.4,0.04,0.03,0.07,0.04,0.07,Matches
199,Conor Hourihane\Conor-Hourihane,ie IRL,MF,Aston Villa,30-080,1991,4,3,225,2.5,1,1,1,0,0,0,0,0.40,0.40,0.80,0.40,0.80,0.5,0.5,0.8,1.3,0.20,0.32,0.52,0.20,0.52,Matches
200,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FWDF,Chelsea,20-167,2000,21,10,999,11.1,2,3,2,0,0,0,0,0.18,0.27,0.45,0.18,0.45,1.3,1.3,2.8,4.1,0.12,0.25,0.37,0.12,0.37,Matches
201,Niall Huggins\Niall-Huggins,wal WAL,DF,Leeds United,20-126,2000,1,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
202,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Tottenham,25-261,1995,33,33,2970,33.0,1,3,1,0,0,7,0,0.03,0.09,0.12,0.03,0.12,0.6,0.6,1.6,2.2,0.02,0.05,0.07,0.02,0.07,Matches
203,Odion Ighalo\Odion-Ighalo,ng NGA,FW,Manchester Utd,31-311,1989,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
204,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FW,Leicester City,24-202,1996,19,11,978,10.9,9,0,9,0,1,0,0,0.83,0.00,0.83,0.83,0.83,6.2,5.4,1.9,7.3,0.57,0.17,0.74,0.50,0.67,Matches
205,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,28-274,1992,25,23,1913,21.3,10,4,8,2,2,1,0,0.47,0.19,0.66,0.38,0.56,7.3,5.7,2.5,8.2,0.34,0.12,0.46,0.27,0.39,Matches
206,Branislav Ivanović\Branislav-Ivanovic,rs SRB,DF,West Brom,37-060,1984,13,8,767,8.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.6,0.06,0.01,0.07,0.06,0.07,Matches
207,Alex Iwobi\Alex-Iwobi,ng NGA,FWDF,Everton,24-355,1996,27,16,1417,15.7,1,2,1,0,0,0,0,0.06,0.13,0.19,0.06,0.19,1.0,1.0,1.8,2.8,0.06,0.11,0.17,0.06,0.17,Matches
208,Phil Jagielka\Phil-Jagielka,eng ENG,DF,Sheffield Utd,38-249,1982,9,6,518,5.8,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
209,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWMF,Brighton,27-255,1993,15,2,272,3.0,0,1,0,0,0,2,0,0.00,0.33,0.33,0.00,0.33,1.2,1.2,1.8,3.0,0.38,0.60,0.98,0.38,0.98,Matches
210,Daniel James\Daniel-James,wal WAL,FW,Manchester Utd,23-164,1997,13,9,746,8.3,3,0,3,0,0,3,0,0.36,0.00,0.36,0.36,0.36,1.9,1.9,0.9,2.7,0.23,0.10,0.33,0.23,0.33,Matches
211,Reece James\Reece-James,eng ENG,DF,Chelsea,21-136,1999,26,20,1918,21.3,1,2,1,0,0,3,0,0.05,0.09,0.14,0.05,0.14,1.4,1.4,2.7,4.1,0.06,0.13,0.19,0.06,0.19,Matches
212,Alexandre Jankewitz\Alexandre-Jankewitz,ch SUI,MF,Southampton,19-119,2001,2,1,3,0.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
213,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,24-020,1997,24,18,1706,19.0,8,3,8,0,0,1,0,0.42,0.16,0.58,0.42,0.58,7.5,7.5,2.9,10.4,0.39,0.15,0.55,0.39,0.55,Matches
