,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
20,Marcos Alonso\Marcos-Alonso,es ESP,DF,Chelsea,29-334,1990,3,3,225,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.02,0.05,0.03,0.05,Matches
21,Steven Alzate\Steven-Alzate,co COL,MF,Brighton,22-079,1998,5,4,351,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.06,0.08,0.15,0.06,0.15,Matches
22,Daniel Amartey\Daniel-Amartey,gh GHA,DF,Leicester City,25-341,1994,2,2,144,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
23,Ethan Ampadu\Ethan-Ampadu,wal WAL,DFMF,Sheffield Utd,20-073,2000,5,4,365,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.04,0.06,0.02,0.06,Matches
24,Joachim Andersen\Joachim-Andersen,dk DEN,DF,Fulham,24-179,1996,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
25,Felipe Anderson\Felipe-Anderson,br BRA,FWMF,West Ham,27-225,1993,2,0,3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
26,Michail Antonio\Michail-Antonio,eng ENG,FW,West Ham,30-243,1990,6,6,481,3,0,0,0,1,0,0.56,0.00,0.56,0.56,0.56,2.8,2.8,0.4,0.52,0.08,0.59,0.52,0.59,Matches
27,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Fulham,27-273,1993,8,8,720,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
28,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,28-241,1992,7,7,601,1,2,0,0,0,0,0.15,0.30,0.45,0.15,0.45,0.7,0.7,0.8,0.11,0.12,0.23,0.11,0.23,Matches
29,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,26-054,1994,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
30,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,31-161,1989,9,9,806,2,1,1,1,2,0,0.22,0.11,0.33,0.11,0.22,2.0,1.2,1.3,0.22,0.15,0.37,0.14,0.29,Matches
31,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,27-338,1992,3,3,270,1,1,0,0,0,0,0.33,0.33,0.67,0.33,0.67,0.6,0.6,0.4,0.21,0.12,0.33,0.21,0.33,Matches
32,Jordan Ayew\Jordan-Ayew,gh GHA,FW,Crystal Palace,29-076,1991,7,6,520,1,0,0,0,0,0,0.17,0.00,0.17,0.17,0.17,1.0,1.0,0.0,0.16,0.01,0.17,0.16,0.17,Matches
33,Luke Ayling\Luke-Ayling,eng ENG,DF,Leeds United,29-093,1991,9,9,789,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.1,0.04,0.12,0.16,0.04,0.16,Matches
34,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,31-090,1989,5,3,321,0,1,0,0,1,0,0.00,0.28,0.28,0.00,0.28,0.1,0.1,0.0,0.01,0.01,0.03,0.01,0.03,Matches
35,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,26-228,1994,2,1,98,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
36,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,29-095,1991,7,7,630,1,0,0,0,1,0,0.14,0.00,0.14,0.14,0.14,0.3,0.3,0.0,0.05,0.00,0.05,0.05,0.05,Matches
37,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,27-262,1993,9,9,810,0,1,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.5,0.5,0.8,0.05,0.09,0.14,0.05,0.14,Matches
38,Gareth Bale\Gareth-Bale,wal WAL,FW,Tottenham,31-133,1989,3,1,117,1,0,0,0,0,0,0.77,0.00,0.77,0.77,0.77,0.6,0.6,0.1,0.48,0.11,0.59,0.48,0.59,Matches
39,Patrick Bamford\Patrick-Bamford,eng ENG,FW,Leeds United,27-082,1993,9,9,760,7,1,0,0,1,0,0.83,0.12,0.95,0.83,0.95,6.1,6.1,0.4,0.72,0.05,0.77,0.72,0.77,Matches
40,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,35-151,1985,3,3,270,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.00,0.04,0.04,0.04,Matches
41,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,26-357,1993,2,0,42,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.06,0.16,0.22,0.06,0.22,Matches
42,Ross Barkley\Ross-Barkley,eng ENG,MF,Aston Villa,26-357,1993,6,6,454,2,1,0,0,0,0,0.40,0.20,0.59,0.40,0.59,1.5,1.5,1.7,0.30,0.34,0.64,0.30,0.64,Matches
43,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,31-027,1989,5,5,381,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.2,0.19,0.05,0.24,0.19,0.24,Matches
44,Harvey Barnes\Harvey-Barnes,eng ENG,MFFW,Leicester City,22-353,1997,9,8,673,2,1,0,0,0,0,0.27,0.13,0.40,0.27,0.40,2.6,2.6,0.1,0.35,0.02,0.36,0.35,0.36,Matches
45,Kyle Bartley\Kyle-Bartley,eng ENG,DF,West Brom,29-188,1991,6,6,540,1,0,0,0,1,0,0.17,0.00,0.17,0.17,0.17,0.6,0.6,0.0,0.10,0.00,0.10,0.10,0.10,Matches
46,Chris Basham\Chris-Basham,eng ENG,DF,Sheffield Utd,32-129,1988,9,9,727,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.03,0.05,0.02,0.05,Matches
47,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,27-055,1993,6,4,371,0,1,0,0,0,0,0.00,0.24,0.24,0.00,0.24,0.6,0.6,0.9,0.15,0.21,0.36,0.15,0.36,Matches
48,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,24-228,1996,9,9,720,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.06,0.01,0.07,0.06,0.07,Matches
49,Donny van de Beek\Donny-van-de-Beek,nl NED,MFFW,Manchester Utd,23-222,1997,6,0,91,1,0,0,0,0,0,0.99,0.00,0.99,0.99,0.99,0.3,0.3,0.0,0.26,0.04,0.30,0.26,0.30,Matches
50,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,25-252,1995,9,9,810,0,2,0,0,3,0,0.00,0.22,0.22,0.00,0.22,0.1,0.1,0.9,0.01,0.10,0.11,0.01,0.11,Matches
51,Saïd Benrahma\Said-Benrahma,dz ALG,FW,West Ham,25-108,1995,2,0,21,0,1,0,0,0,0,0.00,4.29,4.29,0.00,4.29,0.1,0.1,0.2,0.44,1.03,1.46,0.44,1.46,Matches
52,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,29-359,1990,5,0,39,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,1.51,0.32,1.83,1.51,1.83,Matches
53,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,30-030,1990,4,3,240,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.16,0.03,0.19,0.16,0.19,Matches
54,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,22-286,1998,9,8,735,1,1,1,1,3,0,0.12,0.12,0.24,0.00,0.12,1.0,0.3,0.8,0.12,0.09,0.22,0.03,0.12,Matches
55,Steven Bergwijn\Steven-Bergwijn,nl NED,FW,Tottenham,23-049,1997,5,2,226,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.07,0.10,0.18,0.07,0.18,Matches
56,Bernard\Bernard,br BRA,MFFW,Everton,28-079,1992,3,1,166,1,0,0,0,1,0,0.54,0.00,0.54,0.54,0.54,0.1,0.1,0.4,0.04,0.19,0.24,0.04,0.24,Matches
57,Bernardo\Bernardo,br BRA,DF,Brighton,25-196,1995,1,0,26,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
58,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,31-113,1989,8,8,708,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.03,0.04,0.08,0.03,0.08,Matches
59,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,24-088,1996,8,8,718,1,0,0,0,3,1,0.13,0.00,0.13,0.13,0.13,0.4,0.4,0.0,0.05,0.00,0.06,0.05,0.06,Matches
60,Willy Boly\Willy-Boly,ci CIV,DF,Wolves,29-297,1991,9,9,810,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.03,0.00,0.03,0.03,0.03,Matches
61,Jarrod Bowen\Jarrod-Bowen,eng ENG,MFFW,West Ham,23-342,1996,9,9,750,3,0,0,0,0,0,0.36,0.00,0.36,0.36,0.36,2.2,2.2,0.4,0.27,0.04,0.31,0.27,0.31,Matches
62,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,28-317,1992,5,2,186,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.06,0.00,0.06,0.06,0.06,Matches
63,Rhian Brewster\Rhian-Brewster,eng ENG,FW,Sheffield Utd,20-239,2000,5,3,258,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.11,0.13,0.24,0.11,0.24,Matches
64,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,24-343,1995,8,8,720,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.05,0.04,0.09,0.05,0.09,Matches
65,Joe Bryan\Joe-Bryan,eng ENG,DFFW,Fulham,27-070,1993,5,4,337,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.04,0.06,0.02,0.06,Matches
66,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,23-233,1997,4,3,255,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.12,0.06,0.18,0.12,0.18,Matches
67,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,28-201,1992,6,4,395,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.03,0.04,0.01,0.04,Matches
68,Oskar Buur\Oskar-Buur,dk DEN,DF,Wolves,22-240,1998,1,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
69,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,39-059,1981,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
70,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,34-343,1985,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
71,Tom Cairney\Tom-Cairney,sco SCO,MF,Fulham,29-311,1991,8,8,687,1,1,0,0,2,0,0.13,0.13,0.26,0.13,0.26,0.5,0.5,1.4,0.07,0.18,0.25,0.07,0.25,Matches
72,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,23-255,1997,9,9,788,10,0,0,0,1,0,1.14,0.00,1.14,1.14,1.14,6.0,6.0,0.5,0.69,0.06,0.74,0.69,0.74,Matches
73,João Cancelo\Joao-Cancelo,pt POR,DFMF,Manchester City,26-183,1994,5,5,450,0,1,0,0,1,0,0.00,0.20,0.20,0.00,0.20,0.1,0.1,1.3,0.02,0.26,0.28,0.02,0.28,Matches
74,Ian Carlo Poveda\Ian-Carlo-Poveda,eng ENG,MFDF,Leeds United,20-291,2000,5,0,146,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.19,0.23,0.42,0.19,0.42,Matches
75,Carlos\Carlos,br BRA,FWMF,Tottenham,25-246,1995,1,0,12,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.86,0.23,1.09,0.86,1.09,Matches
76,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,31-325,1989,7,2,183,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.24,0.02,0.26,0.24,0.26,Matches
77,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,23-111,1997,8,8,685,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.01,0.06,0.06,0.01,0.06,Matches
78,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,24-357,1995,6,6,540,1,2,0,0,1,0,0.17,0.33,0.50,0.17,0.50,0.3,0.3,0.5,0.05,0.08,0.13,0.05,0.13,Matches
79,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Fulham,27-039,1993,8,6,523,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.05,0.09,0.14,0.05,0.14,Matches
80,Edinson Cavani\Edinson-Cavani,uy URU,FW,Manchester Utd,33-286,1987,4,0,86,1,0,0,0,1,0,1.05,0.00,1.05,1.05,1.05,0.8,0.8,0.3,0.81,0.32,1.13,0.81,1.13,Matches
81,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,24-111,1996,8,5,528,0,1,0,0,1,0,0.00,0.17,0.17,0.00,0.17,0.1,0.1,1.6,0.01,0.27,0.28,0.01,0.28,Matches
82,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,23-341,1996,6,6,531,2,2,0,0,1,0,0.34,0.34,0.68,0.34,0.68,0.8,0.8,0.6,0.14,0.11,0.24,0.14,0.24,Matches
83,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,23-056,1997,2,0,15,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
84,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,24-230,1996,4,4,314,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
85,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,31-061,1989,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
86,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,29-235,1991,4,4,341,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.03,0.04,0.01,0.04,Matches
87,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,27-275,1993,8,8,720,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
88,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,32-046,1988,6,6,447,0,1,0,0,0,0,0.00,0.20,0.20,0.00,0.20,0.1,0.1,0.5,0.01,0.11,0.12,0.01,0.12,Matches
89,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,20-303,2000,6,3,292,1,1,0,0,0,0,0.31,0.31,0.62,0.31,0.62,0.5,0.5,0.1,0.17,0.02,0.19,0.17,0.19,Matches
90,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-088,1991,6,6,540,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.03,0.00,0.03,0.03,0.03,Matches
91,Hélder Costa\Helder-Costa,pt POR,MFDF,Leeds United,26-319,1994,8,8,622,2,2,0,0,0,0,0.29,0.29,0.58,0.29,0.58,0.6,0.6,0.8,0.08,0.12,0.20,0.08,0.20,Matches
92,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,28-096,1992,6,6,540,0,1,0,0,2,0,0.00,0.17,0.17,0.00,0.17,0.2,0.2,0.6,0.03,0.10,0.13,0.03,0.13,Matches
93,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,30-347,1989,9,9,810,0,3,0,0,0,0,0.00,0.33,0.33,0.00,0.33,0.2,0.2,1.7,0.02,0.19,0.21,0.02,0.21,Matches
94,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,29-221,1991,9,9,800,1,0,0,0,3,0,0.11,0.00,0.11,0.11,0.11,1.1,1.1,0.3,0.13,0.03,0.16,0.13,0.16,Matches
95,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,33-286,1987,5,5,450,1,0,0,0,0,0,0.20,0.00,0.20,0.20,0.20,0.3,0.3,0.0,0.06,0.01,0.06,0.06,0.06,Matches
96,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,30-049,1990,9,9,810,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
97,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,27-216,1993,6,4,384,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.03,0.03,0.06,0.03,0.06,Matches
98,Tom Davies\Tom-Davies,eng ENG,MFDF,Everton,22-149,1998,4,1,109,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
99,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,22-287,1998,1,0,29,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.08,0.08,0.00,0.08,Matches
100,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,20-319,2000,1,0,14,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
101,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,29-151,1991,7,6,563,1,3,1,2,0,0,0.16,0.48,0.64,0.00,0.48,2.8,1.3,2.2,0.45,0.35,0.80,0.21,0.55,Matches
102,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,17-292,2003,1,0,40,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
103,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,31-005,1989,3,1,156,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,Matches
104,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,25-225,1995,8,7,643,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.4,0.13,0.05,0.18,0.13,0.18,Matches
105,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,21-263,1999,4,0,22,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.15,0.15,0.00,0.15,Matches
106,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,22-221,1998,9,8,650,1,0,0,0,0,0,0.14,0.00,0.14,0.14,0.14,0.4,0.4,0.1,0.06,0.02,0.08,0.06,0.08,Matches
107,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,23-348,1996,4,1,152,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.31,0.12,0.43,0.31,0.43,Matches
108,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-196,1997,6,6,540,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.06,0.01,0.06,0.06,0.06,Matches
109,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,26-316,1994,8,8,720,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.02,0.00,0.02,0.02,0.02,Matches
110,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,27-129,1993,8,8,701,0,4,0,0,0,1,0.00,0.51,0.51,0.00,0.51,0.2,0.2,1.7,0.02,0.22,0.25,0.02,0.25,Matches
111,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-141,1991,5,5,370,1,0,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.08,0.00,0.08,0.08,0.08,Matches
112,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,23-322,1997,3,2,208,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
113,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-164,1998,6,5,385,1,0,0,0,1,0,0.23,0.00,0.23,0.23,0.23,0.3,0.3,0.4,0.06,0.09,0.15,0.06,0.15,Matches
114,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,28-315,1992,6,6,525,0,1,0,0,1,0,0.00,0.17,0.17,0.00,0.17,0.3,0.3,0.4,0.06,0.07,0.13,0.06,0.13,Matches
115,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,22-343,1997,8,8,720,1,0,0,0,1,0,0.12,0.00,0.12,0.12,0.12,0.5,0.5,0.0,0.07,0.00,0.07,0.07,0.07,Matches
116,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,27-330,1993,9,9,738,1,1,0,0,3,0,0.12,0.12,0.24,0.12,0.24,0.9,0.9,1.1,0.11,0.14,0.25,0.11,0.25,Matches
