,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
1,Tammy Abraham\Tammy-Abraham,eng ENG,FW,Chelsea,22,1997,3,2,192,1,0,0,0,0,0,0.47,0.00,0.47,0.47,0.47,1.7,1.7,0.0,0.78,0.01,0.79,0.78,0.79,Matches
2,Che Adams\Che-Adams,eng ENG,FW,Southampton,24,1996,4,4,322,0,1,0,0,1,0,0.00,0.28,0.28,0.00,0.28,1.1,1.1,0.6,0.31,0.17,0.48,0.31,0.48,Matches
3,Adrián\Adrian,es ESP,GK,Liverpool,33,1987,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
4,Ola Aina\Ola-Aina,ng NGA,DF,Fulham,23,1996,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
5,Semi Ajayi\Semi-Ajayi,ng NGA,DF,West Brom,26,1993,4,4,360,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
6,Nathan Aké\Nathan-Ake,nl NED,DF,Manchester City,25,1995,3,2,200,1,0,0,0,1,0,0.45,0.00,0.45,0.45,0.45,0.1,0.1,0.0,0.03,0.01,0.04,0.03,0.04,Matches
7,Marc Albrighton\Marc-Albrighton,eng ENG,MF,Leicester City,30,1989,2,0,32,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
8,Thiago Alcántara\Thiago-Alcantara,es ESP,MF,Liverpool,29,1991,1,0,45,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,Matches
9,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,Tottenham,31,1989,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04,Matches
10,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,Liverpool,21,1998,4,4,358,0,1,0,0,1,0,0.00,0.25,0.25,0.00,0.25,0.3,0.3,0.6,0.06,0.16,0.23,0.06,0.23,Matches
11,Ezgjan Alioski\Ezgjan-Alioski,mk MKD,MF,Leeds United,28,1992,3,1,67,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.18,0.00,0.18,0.18,0.18,Matches
12,Alisson\Alisson,br BRA,GK,Liverpool,27,1992,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
13,Allan\Allan,br BRA,MF,Everton,29,1991,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
14,Dele Alli\Dele-Alli,eng ENG,MF,Tottenham,24,1996,2,1,67,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.25,0.00,0.25,0.25,0.25,Matches
15,Miguel Almirón\Miguel-Almiron,py PAR,FW,Newcastle Utd,26,1994,3,1,127,0,1,0,0,0,0,0.00,0.71,0.71,0.00,0.71,0.1,0.1,0.7,0.05,0.50,0.55,0.05,0.55,Matches
16,Marcos Alonso\Marcos-Alonso,es ESP,DF,Chelsea,29,1990,3,3,225,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.02,0.05,0.03,0.05,Matches
17,Steven Alzate\Steven-Alzate,co COL,MF,Brighton,21,1998,4,4,339,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.06,0.09,0.15,0.06,0.15,Matches
18,Daniel Amartey\Daniel-Amartey,gh GHA,DF,Leicester City,25,1994,2,2,144,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
19,Ethan Ampadu\Ethan-Ampadu,wal WAL,DF,Sheffield Utd,19,2000,2,1,150,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.00,0.03,0.03,0.03,Matches
20,Felipe Anderson\Felipe-Anderson,br BRA,FWMF,West Ham,27,1993,2,0,3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
21,Michail Antonio\Michail-Antonio,eng ENG,FW,West Ham,30,1990,4,4,354,2,0,0,0,0,0,0.51,0.00,0.51,0.51,0.51,1.9,1.9,0.3,0.47,0.08,0.55,0.47,0.55,Matches
22,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Fulham,27,1993,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
23,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,28,1992,3,3,247,0,1,0,0,0,0,0.00,0.36,0.36,0.00,0.36,0.2,0.2,0.4,0.07,0.15,0.22,0.07,0.22,Matches
24,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,25,1994,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
25,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,31,1989,4,4,360,1,1,0,0,1,0,0.25,0.25,0.50,0.25,0.50,0.5,0.5,0.5,0.14,0.13,0.27,0.14,0.27,Matches
26,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,27,1992,1,1,90,1,1,0,0,0,0,1.00,1.00,2.00,1.00,2.00,0.6,0.6,0.0,0.62,0.00,0.62,0.62,0.62,Matches
27,Jordan Ayew\Jordan-Ayew,gh GHA,FW,Crystal Palace,28,1991,4,4,341,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.12,0.00,0.12,0.12,0.12,Matches
28,Luke Ayling\Luke-Ayling,eng ENG,DF,Leeds United,28,1991,4,4,360,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.05,0.10,0.15,0.05,0.15,Matches
29,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,30,1989,3,1,141,0,1,0,0,1,0,0.00,0.64,0.64,0.00,0.64,0.1,0.1,0.0,0.03,0.03,0.06,0.03,0.06,Matches
30,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,26,1994,2,1,98,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
31,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,28,1991,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.11,0.00,0.11,0.11,0.11,Matches
