,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
10,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,Tottenham,30,1989,29,29,2597,1,2,0,0,5,0,0.03,0.07,0.10,0.03,0.10,0.8,0.8,0.9,0.03,0.03,0.06,0.03,0.06,Matches
11,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,Liverpool,20,1998,34,33,2967,3,12,0,0,4,0,0.09,0.36,0.46,0.09,0.46,2.6,2.6,9.1,0.08,0.27,0.35,0.08,0.35,Matches
12,Alisson\Alisson,br BRA,GK,Liverpool,26,1992,25,25,2183,0,1,0,0,0,1,0.00,0.04,0.04,0.00,0.04,0.0,0.0,0.4,0.00,0.02,0.02,0.00,0.02,Matches
13,Dele Alli\Dele-Alli,eng ENG,MFFW,Tottenham,23,1996,24,21,1836,8,4,1,1,2,0,0.39,0.20,0.59,0.34,0.54,7.1,6.3,2.2,0.35,0.11,0.46,0.31,0.42,Matches
14,Miguel Almirón\Miguel-Almiron,py PAR,FWMF,Newcastle Utd,25,1994,32,31,2687,4,2,0,0,5,0,0.13,0.07,0.20,0.13,0.20,6.2,6.2,1.5,0.21,0.05,0.26,0.21,0.26,Matches
15,Marcos Alonso\Marcos-Alonso,es ESP,DF,Chelsea,28,1990,14,12,1129,4,2,0,0,4,0,0.32,0.16,0.48,0.32,0.48,1.8,1.8,1.7,0.14,0.13,0.27,0.14,0.27,Matches
16,Steven Alzate\Steven-Alzate,co COL,MFDF,Brighton,20,1998,19,12,1188,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.7,0.08,0.05,0.14,0.08,0.14,Matches
17,Ibrahim Amadou\Ibrahim-Amadou,fr FRA,DFMF,Norwich City,26,1993,11,8,759,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.1,0.12,0.01,0.13,0.12,0.13,Matches
18,Felipe Anderson\Felipe-Anderson,br BRA,MFFW,West Ham,26,1993,24,20,1493,1,4,0,0,1,0,0.06,0.24,0.30,0.06,0.30,2.5,2.5,2.9,0.15,0.17,0.32,0.15,0.32,Matches
19,Florin Andone\Florin-Andone,ro ROU,MFFW,Brighton,26,1993,3,1,73,1,0,0,0,0,1,1.23,0.00,1.23,1.23,1.23,0.2,0.2,0.0,0.19,0.05,0.24,0.19,0.24,Matches
20,Angeliño\Angelino,es ESP,DF,Manchester City,22,1997,6,4,423,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.2,0.05,0.25,0.30,0.05,0.30,Matches
21,Faustino Anjorin\Faustino-Anjorin,eng ENG,FW,Chelsea,17,2001,1,0,20,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.10,0.00,0.10,0.10,0.10,Matches
22,Michail Antonio\Michail-Antonio,eng ENG,FWMF,West Ham,29,1990,20,15,1480,4,3,0,0,2,0,0.24,0.18,0.43,0.24,0.43,7.7,7.7,2.4,0.47,0.14,0.61,0.47,0.61,Matches
23,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,27,1992,26,16,1515,4,3,0,0,4,0,0.24,0.18,0.42,0.24,0.42,2.8,2.8,0.9,0.17,0.05,0.22,0.17,0.22,Matches
24,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,24,1994,30,30,2700,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
25,Christian Atsu\Christian-Atsu,gh GHA,FWMF,Newcastle Utd,27,1992,19,6,749,0,3,0,0,2,0,0.00,0.36,0.36,0.00,0.36,0.2,0.2,1.0,0.02,0.12,0.14,0.02,0.14,Matches
26,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,30,1989,32,32,2833,20,2,1,1,3,1,0.64,0.06,0.70,0.60,0.67,14.5,13.7,2.7,0.46,0.09,0.54,0.44,0.52,Matches
27,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,26,1992,29,27,2340,1,5,0,0,3,1,0.04,0.19,0.23,0.04,0.23,0.5,0.5,3.0,0.02,0.12,0.14,0.02,0.14,Matches
28,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,27,1991,33,33,2814,9,1,0,0,6,0,0.29,0.03,0.32,0.29,0.32,6.3,6.3,1.9,0.20,0.06,0.26,0.20,0.26,Matches
29,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,29,1989,32,32,2869,2,6,0,0,0,0,0.06,0.19,0.25,0.06,0.25,2.6,2.6,5.7,0.08,0.18,0.26,0.08,0.26,Matches
30,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,25,1994,4,1,150,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
31,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,34,1984,6,3,338,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.7,0.01,0.18,0.19,0.01,0.19,Matches
32,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,27,1991,15,13,1172,1,0,0,0,2,0,0.08,0.00,0.08,0.08,0.08,1.7,1.7,0.0,0.13,0.00,0.13,0.13,0.13,Matches
33,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,26,1993,34,34,3060,2,3,0,0,6,0,0.06,0.09,0.15,0.06,0.15,0.8,0.8,2.2,0.02,0.06,0.09,0.02,0.09,Matches
34,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,34,1985,17,17,1530,0,1,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,0.3,0.01,0.02,0.03,0.01,0.03,Matches
35,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,25,1993,18,12,999,1,4,0,0,0,0,0.09,0.36,0.45,0.09,0.45,2.2,2.2,2.5,0.19,0.23,0.42,0.19,0.42,Matches
36,Ashley Barnes\Ashley-Barnes,at AUT,FW,Burnley,29,1989,19,17,1352,6,0,1,1,4,0,0.40,0.00,0.40,0.33,0.33,5.4,4.6,0.5,0.36,0.03,0.39,0.31,0.34,Matches
37,Harvey Barnes\Harvey-Barnes,eng ENG,MF,Leicester City,21,1997,32,22,1888,6,8,0,0,0,0,0.29,0.38,0.67,0.29,0.67,7.1,7.1,3.5,0.34,0.17,0.51,0.34,0.51,Matches
38,Chris Basham\Chris-Basham,eng ENG,DF,Sheffield Utd,31,1988,34,34,2956,0,1,0,0,4,0,0.00,0.03,0.03,0.00,0.03,0.6,0.6,0.9,0.02,0.03,0.04,0.02,0.04,Matches
39,Borja Bastón\Borja-Baston,es ESP,MFFW,Aston Villa,26,1992,2,0,18,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
40,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Chelsea,25,1993,16,1,239,1,1,0,0,0,0,0.38,0.38,0.75,0.38,0.75,2.2,2.2,0.2,0.82,0.06,0.88,0.82,0.88,Matches
41,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,23,1996,32,32,2877,1,0,0,0,4,0,0.03,0.00,0.03,0.03,0.03,1.0,1.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches
42,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,24,1995,14,12,1075,1,0,0,0,2,0,0.08,0.00,0.08,0.08,0.08,0.4,0.4,0.4,0.03,0.03,0.07,0.03,0.07,Matches
43,Ryan Bennett\Ryan-Bennett,eng ENG,DF,Leicester City,29,1990,2,1,121,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
44,Ryan Bennett\Ryan-Bennett,eng ENG,DF,Wolves,29,1990,11,7,606,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.02,0.02,0.00,0.02,Matches
45,Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,Newcastle Utd,24,1994,8,5,515,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.01,0.04,0.04,0.01,0.04,Matches
46,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,28,1990,23,12,1172,2,1,0,0,4,0,0.15,0.08,0.23,0.15,0.23,4.4,4.4,2.3,0.34,0.17,0.51,0.34,0.51,Matches
47,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,28,1990,8,4,401,1,0,0,0,0,0,0.22,0.00,0.22,0.22,0.22,0.6,0.6,0.5,0.13,0.11,0.24,0.13,0.24,Matches
48,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,21,1998,10,8,656,1,1,0,0,0,0,0.14,0.14,0.27,0.14,0.27,0.4,0.4,0.3,0.06,0.04,0.10,0.06,0.10,Matches
49,Steven Bergwijn\Steven-Bergwijn,nl NED,FWMF,Tottenham,21,1997,10,8,616,3,0,0,0,1,0,0.44,0.00,0.44,0.44,0.44,1.2,1.2,0.7,0.18,0.10,0.28,0.18,0.28,Matches
50,Bernard\Bernard,br BRA,MFFW,Everton,26,1992,24,14,1163,3,2,0,0,2,0,0.23,0.15,0.39,0.23,0.39,1.0,1.0,1.7,0.08,0.13,0.22,0.08,0.22,Matches
51,Bernardo\Bernardo,br BRA,DF,Brighton,24,1995,12,6,571,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.05,0.03,0.08,0.05,0.08,Matches
52,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,29,1989,29,28,2472,1,1,0,0,3,1,0.04,0.04,0.07,0.04,0.07,1.9,1.9,3.4,0.07,0.12,0.19,0.07,0.19,Matches
53,Muhamed Bešić\Muhamed-Besic,ba BIH,MF,Sheffield Utd,26,1992,9,2,250,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.05,0.03,0.08,0.05,0.08,Matches
54,Philip Billing\Philip-Billing,dk DEN,MF,Bournemouth,23,1996,30,27,2283,1,1,0,0,7,0,0.04,0.04,0.08,0.04,0.08,2.1,2.1,1.3,0.08,0.05,0.13,0.08,0.13,Matches
55,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,22,1996,18,12,1002,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.02,0.02,0.04,0.02,0.04,Matches
56,Willy Boly\Willy-Boly,fr FRA,DF,Wolves,28,1991,18,18,1619,0,1,0,0,3,1,0.00,0.06,0.06,0.00,0.06,0.2,0.2,0.3,0.01,0.02,0.03,0.01,0.03,Matches
57,Gaëtan Bong\Gaetan-Bong,cm CMR,MFDF,Brighton,31,1988,4,0,59,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.20,0.20,0.00,0.20,Matches
58,Sofiane Boufal\Sofiane-Boufal,ma MAR,MFFW,Southampton,25,1993,20,8,764,0,2,0,0,2,0,0.00,0.24,0.24,0.00,0.24,1.0,1.0,2.7,0.11,0.31,0.43,0.11,0.43,Matches
59,Jarrod Bowen\Jarrod-Bowen,eng ENG,FWMF,West Ham,22,1996,9,7,621,1,3,0,0,0,0,0.14,0.43,0.58,0.14,0.58,1.4,1.4,1.9,0.20,0.27,0.47,0.20,0.47,Matches
60,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,27,1992,14,5,401,1,2,0,0,1,0,0.22,0.45,0.67,0.22,0.67,0.9,0.9,0.2,0.21,0.04,0.25,0.21,0.25,Matches
61,Claudio Bravo\Claudio-Bravo,cl CHI,GK,Manchester City,36,1983,4,3,347,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
62,Armando Broja\Armando-Broja,al ALB,FW,Chelsea,17,2001,1,0,5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
63,David Brooks\David-Brooks,wal WAL,MF,Bournemouth,22,1997,5,5,296,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.02,0.09,0.11,0.02,0.11,Matches
64,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,23,1995,6,5,451,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.07,0.01,0.08,0.07,0.08,Matches
65,Emi Buendía\Emi-Buendia,ar ARG,FWMF,Norwich City,22,1996,33,26,2341,1,7,0,0,5,0,0.04,0.27,0.31,0.04,0.31,2.2,2.2,7.4,0.09,0.28,0.37,0.09,0.37,Matches
66,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,27,1992,30,30,2597,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,1.1,0.05,0.04,0.09,0.05,0.09,Matches
67,Sam Byram\Sam-Byram,eng ENG,DF,Norwich City,25,1993,17,15,1293,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.5,0.09,0.04,0.12,0.09,0.12,Matches
68,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,37,1981,4,4,360,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
69,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,33,1985,25,25,2167,0,1,0,0,1,0,0.00,0.04,0.04,0.00,0.04,1.4,1.4,0.3,0.06,0.01,0.07,0.06,0.07,Matches
70,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,22,1997,32,27,2335,13,1,0,0,8,0,0.50,0.04,0.54,0.50,0.54,13.9,13.9,1.0,0.54,0.04,0.58,0.54,0.58,Matches
71,Víctor Camarasa\Victor-Camarasa,es ESP,MF,Crystal Palace,25,1994,1,0,6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
72,João Cancelo\Joao-Cancelo,pt POR,DF,Manchester City,25,1994,15,11,1028,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.4,0.03,0.12,0.15,0.03,0.15,Matches
73,Todd Cantwell\Todd-Cantwell,eng ENG,FWMF,Norwich City,21,1998,33,27,2233,6,2,0,0,5,0,0.24,0.08,0.32,0.24,0.32,5.7,5.7,2.7,0.23,0.11,0.34,0.23,0.34,Matches
74,Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,31,1988,29,29,2537,0,3,0,0,8,0,0.00,0.11,0.11,0.00,0.11,0.8,0.8,2.6,0.03,0.09,0.12,0.03,0.12,Matches
75,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,30,1989,17,4,594,0,4,0,0,1,0,0.00,0.61,0.61,0.00,0.61,0.6,0.6,1.7,0.09,0.25,0.34,0.09,0.34,Matches
76,Jonny Castro\Jonny-Castro,es ESP,DF,Wolves,25,1994,31,30,2643,1,2,0,0,4,0,0.03,0.07,0.10,0.03,0.10,1.1,1.1,0.9,0.04,0.03,0.07,0.04,0.07,Matches
77,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,30,1989,29,28,2488,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.01,0.00,0.01,0.01,0.01,Matches
78,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,22,1996,20,15,1407,0,2,0,0,0,0,0.00,0.13,0.13,0.00,0.13,0.5,0.5,1.5,0.03,0.10,0.13,0.03,0.13,Matches
79,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MF,Watford,24,1994,19,10,892,0,1,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.5,0.5,1.0,0.05,0.10,0.15,0.05,0.15,Matches
80,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,24,1995,14,13,1102,1,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,0.6,0.6,0.8,0.05,0.06,0.12,0.05,0.12,Matches
81,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,22,1996,27,27,2373,3,3,0,0,3,0,0.11,0.11,0.23,0.11,0.23,0.9,0.9,3.6,0.03,0.14,0.17,0.03,0.17,Matches
82,Tahith Chong\Tahith-Chong,nl NED,FWMF,Manchester Utd,19,1999,3,0,37,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.15,0.00,0.15,0.15,0.15,Matches
83,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,21,1997,18,9,801,1,1,0,0,4,1,0.11,0.11,0.22,0.11,0.22,0.5,0.5,0.1,0.06,0.01,0.06,0.06,0.06,Matches
84,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,23,1996,20,20,1706,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.1,0.04,0.06,0.09,0.04,0.09,Matches
85,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,29,1989,14,14,1186,2,0,0,0,3,0,0.15,0.00,0.15,0.15,0.15,1.2,1.2,0.0,0.09,0.00,0.10,0.09,0.10,Matches
86,Leon Clarke\Leon-Clarke,eng ENG,MF,Sheffield Utd,34,1985,1,0,14,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,2.62,0.00,2.62,2.62,2.62,Matches
87,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,29,1989,14,9,775,1,0,0,0,1,0,0.12,0.00,0.12,0.12,0.12,1.5,1.5,0.5,0.18,0.06,0.23,0.18,0.23,Matches
88,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,26,1993,34,34,3060,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.00,0.02,0.02,0.00,0.02,Matches
89,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,30,1988,23,19,1629,0,1,0,0,5,1,0.00,0.06,0.06,0.00,0.06,0.6,0.6,0.6,0.03,0.03,0.06,0.03,0.06,Matches
90,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,19,2000,22,12,1111,2,1,0,0,0,0,0.16,0.08,0.24,0.16,0.24,2.7,2.7,0.3,0.22,0.03,0.25,0.22,0.25,Matches
91,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,22,1997,24,14,1299,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.9,0.02,0.06,0.09,0.02,0.09,Matches
92,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,28,1991,25,25,2107,1,0,0,0,6,1,0.04,0.00,0.04,0.04,0.04,0.7,0.7,0.3,0.03,0.01,0.04,0.03,0.04,Matches
93,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,30,1989,30,30,2613,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.8,1.8,0.7,0.06,0.02,0.09,0.06,0.09,Matches
94,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,29,1989,28,28,2473,3,0,0,0,7,0,0.11,0.00,0.11,0.11,0.11,1.3,1.3,1.8,0.05,0.07,0.11,0.05,0.11,Matches
95,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Wolves,21,1998,12,3,297,2,0,0,0,0,0,0.61,0.00,0.61,0.61,0.61,2.3,2.3,0.0,0.70,0.01,0.72,0.70,0.72,Matches
96,Diogo Dalot\Diogo-Dalot,pt POR,DF,Manchester Utd,20,1999,4,1,67,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.20,0.00,0.20,0.20,0.20,Matches
97,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,32,1986,2,2,126,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.05,0.05,0.00,0.05,Matches
98,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,32,1987,12,10,906,0,1,0,0,0,0,0.00,0.10,0.10,0.00,0.10,0.4,0.4,0.2,0.04,0.02,0.06,0.04,0.06,Matches
99,Kevin Danso\Kevin-Danso,at AUT,DF,Southampton,20,1998,6,3,277,0,1,0,0,2,1,0.00,0.32,0.32,0.00,0.32,0.1,0.1,0.2,0.03,0.06,0.09,0.03,0.09,Matches
100,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,26,1993,14,12,1071,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.02,0.05,0.06,0.02,0.06,Matches
101,Tom Davies\Tom-Davies,eng ENG,MF,Everton,21,1998,26,19,1706,1,0,0,0,7,0,0.05,0.00,0.05,0.05,0.05,1.9,1.9,0.4,0.10,0.02,0.12,0.10,0.12,Matches
102,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,21,1998,14,4,468,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.9,1.9,0.2,0.36,0.04,0.40,0.36,0.40,Matches
103,Craig Dawson\Craig-Dawson,eng ENG,DF,Watford,29,1990,25,22,2001,2,0,0,0,5,0,0.09,0.00,0.09,0.09,0.09,1.3,1.3,0.2,0.06,0.01,0.07,0.06,0.07,Matches
104,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,28,1991,32,29,2548,11,19,2,2,3,0,0.39,0.67,1.06,0.32,0.99,7.5,6.0,16.3,0.26,0.58,0.84,0.21,0.79,Matches
105,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,31,1988,23,22,1919,6,2,2,3,3,0,0.28,0.09,0.38,0.19,0.28,6.6,4.3,2.8,0.31,0.13,0.44,0.20,0.33,Matches
106,Fabian Delph\Fabian-Delph,eng ENG,MF,Everton,29,1989,16,13,1190,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.00,0.03,0.03,0.00,0.03,Matches
107,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,24,1995,34,29,2518,3,0,0,0,4,0,0.11,0.00,0.11,0.11,0.11,1.6,1.6,0.6,0.06,0.02,0.08,0.06,0.08,Matches
108,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,25,1994,28,25,2098,4,5,1,1,3,0,0.17,0.21,0.39,0.13,0.34,5.3,4.5,4.6,0.23,0.20,0.42,0.19,0.39,Matches
109,Eric Dier\Eric-Dier,eng ENG,DFMF,Tottenham,25,1994,18,14,1254,0,2,0,0,4,0,0.00,0.14,0.14,0.00,0.14,1.1,1.1,0.1,0.08,0.01,0.08,0.08,0.08,Matches
110,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,26,1993,31,31,2691,0,7,0,0,4,0,0.00,0.23,0.23,0.00,0.23,1.4,1.4,5.3,0.05,0.18,0.22,0.05,0.22,Matches
111,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,28,1991,34,34,3060,4,1,0,0,1,0,0.12,0.03,0.15,0.12,0.15,2.3,2.3,1.6,0.07,0.05,0.12,0.07,0.12,Matches
112,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,22,1997,28,27,2406,3,0,0,0,8,0,0.11,0.00,0.11,0.11,0.11,1.5,1.5,0.3,0.06,0.01,0.07,0.06,0.07,Matches
113,Moussa Djenepo\Moussa-Djenepo,ml MLI,MFDF,Southampton,21,1998,18,10,928,2,2,0,0,4,1,0.19,0.19,0.39,0.19,0.39,2.4,2.4,1.4,0.23,0.14,0.37,0.23,0.37,Matches
114,Matt Doherty\Matt-Doherty,ie IRL,DF,Wolves,27,1992,32,29,2580,4,2,0,0,1,0,0.14,0.07,0.21,0.14,0.21,4.9,4.9,1.0,0.17,0.04,0.21,0.17,0.21,Matches
115,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,26,1993,33,32,2834,4,2,0,0,9,0,0.13,0.06,0.19,0.13,0.19,4.6,4.6,2.6,0.15,0.08,0.23,0.15,0.23,Matches
116,Thomas Doyle\Thomas-Doyle,eng ENG,MFFW,Manchester City,17,2001,1,0,16,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.54,0.00,0.54,0.54,0.54,Matches
117,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.01,0.05,0.04,0.05,Matches
