,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
52,Robbie Brady\Robbie-Brady,ie IRL,FWMF,Burnley,27,1992,9,3,272,1,2,0,0,1,0,0.33,0.66,0.99,0.33,0.99,0.7,0.7,0.2,0.23,0.07,0.30,0.23,0.30,Matches
53,Claudio Bravo\Claudio-Bravo,cl CHI,GK,Manchester City,36,1983,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
54,Emiliano Buendía\Emiliano-Buendia,ar ARG,FW,Norwich City,22,1996,16,13,1159,0,4,0,0,1,0,0.00,0.31,0.31,0.00,0.31,1.0,1.0,3.3,0.08,0.25,0.33,0.08,0.33,Matches
55,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,27,1992,16,16,1440,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.0,0.04,0.06,0.10,0.04,0.10,Matches
56,Sam Byram\Sam-Byram,eng ENG,DFMF,Norwich City,25,1993,8,6,546,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.07,0.00,0.07,0.07,0.07,Matches
57,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,33,1985,12,12,1080,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.04,0.00,0.05,0.04,0.05,Matches
58,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,MF,Everton,22,1997,14,9,773,5,0,0,0,2,0,0.58,0.00,0.58,0.58,0.58,4.8,4.8,0.3,0.56,0.03,0.59,0.56,0.59,Matches
59,Víctor Camarasa\Victor-Camarasa,es ESP,MF,Crystal Palace,25,1994,1,0,5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
60,João Cancelo\Joao-Cancelo,pt POR,DF,Manchester City,25,1994,6,4,396,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.04,0.12,0.17,0.04,0.17,Matches
61,Todd Cantwell\Todd-Cantwell,eng ENG,,Norwich City,21,1998,16,13,1113,4,2,0,0,1,0,0.32,0.16,0.49,0.32,0.49,4.0,4.0,1.9,0.33,0.15,0.48,0.33,0.48,Matches
62,Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,31,1988,11,11,983,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.03,0.05,0.08,0.03,0.08,Matches
63,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,30,1989,9,1,227,0,2,0,0,0,0,0.00,0.79,0.79,0.00,0.79,0.1,0.1,0.7,0.05,0.29,0.35,0.05,0.35,Matches
64,Jonny Castro\Jonny-Castro,es ESP,DF,Wolves,25,1994,15,14,1270,1,1,0,0,2,0,0.07,0.07,0.14,0.07,0.14,1.0,1.0,0.7,0.07,0.05,0.12,0.07,0.12,Matches
65,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,30,1989,14,14,1190,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
66,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,22,1996,11,7,664,0,2,0,0,0,0,0.00,0.27,0.27,0.00,0.27,0.4,0.4,0.7,0.06,0.10,0.15,0.06,0.15,Matches
67,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,DFMF,Watford,24,1994,6,3,261,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.08,0.10,0.02,0.10,Matches
68,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,24,1995,11,10,900,1,0,0,0,4,0,0.10,0.00,0.10,0.10,0.10,0.7,0.7,0.8,0.07,0.08,0.15,0.07,0.15,Matches
69,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,22,1996,13,13,1160,1,3,0,0,1,0,0.08,0.23,0.31,0.08,0.31,0.4,0.4,2.3,0.03,0.18,0.21,0.03,0.21,Matches
70,Tahith Chong\Tahith-Chong,nl NED,,Manchester Utd,19,1999,2,0,24,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
71,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,21,1997,9,4,342,0,1,0,0,1,0,0.00,0.26,0.26,0.00,0.26,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05,Matches
72,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,23,1996,8,8,672,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.02,0.06,0.08,0.02,0.08,Matches
73,Ciaran Clark\Ciaran-Clark,ie IRL,DFMF,Newcastle Utd,29,1989,9,9,765,2,0,0,0,2,0,0.24,0.00,0.24,0.24,0.24,1.0,1.0,0.0,0.12,0.00,0.12,0.12,0.12,Matches
74,Leon Clarke\Leon-Clarke,eng ENG,FW,Sheffield Utd,34,1985,1,0,13,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,2.83,0.00,2.83,2.83,2.83,Matches
75,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,29,1989,9,8,647,1,0,0,0,0,0,0.14,0.00,0.14,0.14,0.14,1.5,1.5,0.6,0.21,0.08,0.29,0.21,0.29,Matches
76,Conor Coady\Conor-Coady,eng ENG,DFMF,Wolves,26,1993,16,16,1440,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
77,Séamus Coleman\Seamus-Coleman,ie IRL,DFMF,Everton,30,1988,9,8,690,0,1,0,0,5,1,0.00,0.13,0.13,0.00,0.13,0.5,0.5,0.6,0.06,0.08,0.14,0.06,0.14,Matches
78,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,19,2000,11,7,563,2,0,0,0,0,0,0.32,0.00,0.32,0.32,0.32,2.1,2.1,0.1,0.34,0.02,0.35,0.34,0.35,Matches
79,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,22,1997,10,5,465,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.01,0.12,0.13,0.01,0.13,Matches
80,Steve Cook\Steve-Cook,eng ENG,DFMF,Bournemouth,28,1991,14,14,1260,1,0,0,0,2,0,0.07,0.00,0.07,0.07,0.07,0.6,0.6,0.3,0.04,0.02,0.06,0.04,0.06,Matches
81,Jack Cork\Jack-Cork,eng ENG,DFMF,Burnley,30,1989,14,14,1203,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.6,0.05,0.05,0.10,0.05,0.10,Matches
82,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,29,1989,11,11,945,3,0,0,0,4,0,0.29,0.00,0.29,0.29,0.29,0.9,0.9,0.2,0.09,0.02,0.10,0.09,0.10,Matches
83,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Wolves,21,1998,11,3,292,2,0,0,0,0,0,0.62,0.00,0.62,0.62,0.62,2.4,2.4,0.0,0.74,0.01,0.75,0.74,0.75,Matches
84,Diogo Dalot\Diogo-Dalot,pt POR,DF,Manchester Utd,20,1999,1,1,60,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
85,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,32,1986,2,2,127,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.09,0.09,0.00,0.09,Matches
86,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,32,1987,4,3,246,0,1,0,0,0,0,0.00,0.37,0.37,0.00,0.37,0.1,0.1,0.1,0.05,0.04,0.09,0.05,0.09,Matches
87,Kevin Danso\Kevin-Danso,at AUT,MF,Southampton,20,1998,6,3,275,0,1,0,0,2,1,0.00,0.33,0.33,0.00,0.33,0.0,0.0,0.2,0.01,0.06,0.07,0.01,0.07,Matches
88,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,26,1993,6,4,361,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.02,0.02,0.04,0.02,0.04,Matches
89,Tom Davies\Tom-Davies,eng ENG,MF,Everton,21,1998,10,7,644,1,0,0,0,2,0,0.14,0.00,0.14,0.14,0.14,1.2,1.2,0.0,0.17,0.00,0.17,0.17,0.17,Matches
90,Keinan Davis\Keinan-Davis,eng ENG,,Aston Villa,21,1998,6,0,74,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.91,0.06,0.97,0.91,0.97,Matches
91,Craig Dawson\Craig-Dawson,eng ENG,DF,Watford,29,1990,13,12,1068,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.07,0.00,0.07,0.07,0.07,Matches
92,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,28,1991,15,14,1227,5,8,0,0,1,0,0.37,0.59,0.95,0.37,0.95,3.6,3.6,8.4,0.26,0.62,0.88,0.26,0.88,Matches
93,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,31,1988,5,4,391,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.3,0.19,0.06,0.25,0.19,0.25,Matches
94,Fabian Delph\Fabian-Delph,eng ENG,MF,Everton,29,1989,7,6,558,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Matches
95,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,24,1995,16,15,1311,1,0,0,0,1,0,0.07,0.00,0.07,0.07,0.07,1.1,1.1,0.1,0.08,0.01,0.08,0.08,0.08,Matches
96,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FWMF,Watford,25,1994,16,13,1109,2,2,1,1,2,0,0.16,0.16,0.32,0.08,0.24,3.1,2.3,2.6,0.25,0.21,0.46,0.19,0.40,Matches
97,Eric Dier\Eric-Dier,eng ENG,DFMF,Tottenham,25,1994,6,5,462,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.11,0.02,0.12,0.11,0.12,Matches
98,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,26,1993,16,16,1415,0,3,0,0,2,0,0.00,0.19,0.19,0.00,0.19,0.6,0.6,2.6,0.04,0.16,0.20,0.04,0.20,Matches
99,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,28,1991,16,16,1440,3,0,0,0,1,0,0.19,0.00,0.19,0.19,0.19,0.7,0.7,0.6,0.04,0.03,0.08,0.04,0.08,Matches
100,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,22,1997,13,13,1144,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.03,0.02,0.06,0.03,0.06,Matches
101,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,21,1998,9,5,469,2,1,0,0,3,0,0.38,0.19,0.58,0.38,0.58,1.5,1.5,0.5,0.29,0.09,0.38,0.29,0.38,Matches
102,Matt Doherty\Matt-Doherty,ie IRL,DF,Wolves,27,1992,15,12,1070,2,0,0,0,0,0,0.17,0.00,0.17,0.17,0.17,2.4,2.4,0.2,0.20,0.02,0.22,0.20,0.22,Matches
103,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,26,1993,16,16,1409,1,0,0,0,4,0,0.06,0.00,0.06,0.06,0.06,2.1,2.1,1.1,0.13,0.07,0.20,0.13,0.20,Matches
104,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Burnley,29,1990,1,1,59,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
105,Josip Drmić\Josip-Drmic,ch SUI,FW,Norwich City,26,1992,8,0,115,1,0,0,0,0,0,0.78,0.00,0.78,0.78,0.78,1.2,1.2,0.0,0.97,0.00,0.97,0.97,0.97,Matches
106,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,30,1989,16,16,1440,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
107,Shane Duffy\Shane-Duffy,ie IRL,DFMF,Brighton,27,1992,9,6,616,1,0,0,0,0,0,0.15,0.00,0.15,0.15,0.15,1.6,1.6,0.0,0.24,0.00,0.24,0.24,0.24,Matches
108,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,27,1991,13,11,1036,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.00,0.00,0.01,0.00,0.01,Matches
109,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,27,1991,15,15,1350,2,2,0,0,6,0,0.13,0.13,0.27,0.13,0.27,1.2,1.2,0.6,0.08,0.04,0.12,0.08,0.12,Matches
110,Ederson\Ederson,br BRA,GK,Manchester City,25,1993,15,15,1350,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
111,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,26,1992,15,15,1339,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.01,0.00,0.01,0.01,0.01,Matches
112,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DFMF,Aston Villa,31,1987,8,4,431,0,1,0,0,0,0,0.00,0.21,0.21,0.00,0.21,0.1,0.1,1.2,0.03,0.24,0.27,0.03,0.27,Matches
113,Björn Engels\Bjorn-Engels,be BEL,DF,Aston Villa,24,1994,12,11,1042,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.02,0.00,0.02,0.02,0.02,Matches
114,Christian Eriksen\Christian-Eriksen,dk DEN,DFMF,Tottenham,27,1992,12,7,730,1,1,0,0,3,0,0.12,0.12,0.25,0.12,0.25,1.5,1.5,1.4,0.18,0.17,0.36,0.18,0.36,Matches
115,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,31,1988,16,16,1412,1,1,0,0,3,0,0.06,0.06,0.13,0.06,0.13,1.5,1.5,0.1,0.09,0.01,0.10,0.09,0.10,Matches
116,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,34,1985,7,7,574,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
117,Fabinho\Fabinho,br BRA,DF,Liverpool,25,1993,12,11,1006,1,1,0,0,5,0,0.09,0.09,0.18,0.09,0.18,0.1,0.1,1.0,0.01,0.09,0.10,0.01,0.10,Matches
118,Ralf Fährmann\Ralf-Fahrmann,de GER,GK,Norwich City,30,1988,1,1,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
