,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
1,Tammy Abraham\Tammy-Abraham,eng ENG,FW,Chelsea,22,1997,4,2,193,1,0,0,0,0,0,0.47,0.00,0.47,0.47,0.47,1.7,1.7,0.0,0.78,0.01,0.79,0.78,0.79,Matches
2,Che Adams\Che-Adams,eng ENG,FW,Southampton,24,1996,5,5,407,1,2,0,0,1,0,0.22,0.44,0.66,0.22,0.66,2.0,2.0,1.4,0.44,0.32,0.76,0.44,0.76,Matches
3,Tosin Adarabioyo\Tosin-Adarabioyo,eng ENG,DF,Fulham,22,1997,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.16,0.00,0.16,0.16,0.16,Matches
4,Adrián\Adrian,es ESP,GK,Liverpool,33,1987,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
5,Sergio Agüero\Sergio-Aguero,ar ARG,FW,Manchester City,32,1988,1,1,64,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.17,0.87,1.04,0.17,1.04,Matches
6,Ola Aina\Ola-Aina,ng NGA,DF,Fulham,23,1996,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
7,Semi Ajayi\Semi-Ajayi,ng NGA,DF,West Brom,26,1993,4,4,360,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
8,Nathan Aké\Nathan-Ake,nl NED,DF,Manchester City,25,1995,4,3,290,1,0,0,0,2,0,0.31,0.00,0.31,0.31,0.31,0.1,0.1,0.0,0.02,0.01,0.03,0.02,0.03,Matches
9,Marc Albrighton\Marc-Albrighton,eng ENG,MF,Leicester City,30,1989,2,0,32,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
10,Thiago Alcántara\Thiago-Alcantara,es ESP,MF,Liverpool,29,1991,2,1,135,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.03,0.14,0.17,0.03,0.17,Matches
11,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,Tottenham,31,1989,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
12,Trent Alexander-Arnold\Trent-Alexander-Arnold,eng ENG,DF,Liverpool,21,1998,5,5,448,0,1,0,0,1,0,0.00,0.20,0.20,0.00,0.20,0.4,0.4,0.7,0.07,0.14,0.22,0.07,0.22,Matches
13,Ezgjan Alioski\Ezgjan-Alioski,mk MKD,MF,Leeds United,28,1992,3,1,67,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.18,0.00,0.18,0.18,0.18,Matches
14,Alisson\Alisson,br BRA,GK,Liverpool,27,1992,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
15,Allan\Allan,br BRA,MF,Everton,29,1991,4,4,360,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
16,Dele Alli\Dele-Alli,eng ENG,MF,Tottenham,24,1996,2,1,67,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.25,0.00,0.25,0.25,0.25,Matches
17,Miguel Almirón\Miguel-Almiron,py PAR,FW,Newcastle Utd,26,1994,4,1,130,0,1,0,0,0,0,0.00,0.69,0.69,0.00,0.69,0.1,0.1,0.7,0.05,0.49,0.54,0.05,0.54,Matches
18,Marcos Alonso\Marcos-Alonso,es ESP,DF,Chelsea,29,1990,3,3,225,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.02,0.05,0.03,0.05,Matches
19,Steven Alzate\Steven-Alzate,co COL,MF,Brighton,21,1998,4,4,339,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.06,0.09,0.15,0.06,0.15,Matches
20,Daniel Amartey\Daniel-Amartey,gh GHA,DF,Leicester City,25,1994,2,2,144,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
21,Ethan Ampadu\Ethan-Ampadu,wal WAL,DF,Sheffield Utd,19,2000,2,1,150,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.00,0.03,0.03,0.03,Matches
22,Felipe Anderson\Felipe-Anderson,br BRA,FWMF,West Ham,27,1993,2,0,3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
23,Michail Antonio\Michail-Antonio,eng ENG,FW,West Ham,30,1990,5,5,430,2,0,0,0,1,0,0.42,0.00,0.42,0.42,0.42,2.7,2.7,0.4,0.56,0.09,0.65,0.56,0.65,Matches
24,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Fulham,27,1993,4,4,360,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
25,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,28,1992,3,3,247,0,1,0,0,0,0,0.00,0.36,0.36,0.00,0.36,0.2,0.2,0.4,0.07,0.15,0.22,0.07,0.22,Matches
26,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,25,1994,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
27,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,31,1989,5,5,450,1,1,0,0,1,0,0.20,0.20,0.40,0.20,0.40,0.5,0.5,1.0,0.11,0.21,0.32,0.11,0.32,Matches
28,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,27,1992,2,2,180,1,1,0,0,0,0,0.50,0.50,1.00,0.50,1.00,0.6,0.6,0.4,0.31,0.18,0.49,0.31,0.49,Matches
29,Jordan Ayew\Jordan-Ayew,gh GHA,FW,Crystal Palace,28,1991,4,4,341,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.12,0.00,0.12,0.12,0.12,Matches
30,Luke Ayling\Luke-Ayling,eng ENG,DF,Leeds United,28,1991,5,5,450,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.7,0.05,0.15,0.20,0.05,0.20,Matches
31,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,30,1989,4,2,231,0,1,0,0,1,0,0.00,0.39,0.39,0.00,0.39,0.1,0.1,0.0,0.02,0.02,0.04,0.02,0.04,Matches
32,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,26,1994,2,1,98,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
33,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,28,1991,3,3,270,1,0,0,0,0,0,0.33,0.00,0.33,0.33,0.33,0.3,0.3,0.0,0.09,0.00,0.09,0.09,0.09,Matches
34,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,27,1993,5,5,450,0,1,0,0,1,0,0.00,0.20,0.20,0.00,0.20,0.3,0.3,0.5,0.06,0.10,0.15,0.06,0.15,Matches
35,Gareth Bale\Gareth-Bale,wal WAL,FW,Tottenham,31,1989,1,0,19,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.75,0.00,0.75,0.75,0.75,Matches
36,Patrick Bamford\Patrick-Bamford,eng ENG,FW,Leeds United,26,1993,5,5,400,3,1,0,0,1,0,0.68,0.23,0.90,0.68,0.90,2.2,2.2,0.3,0.50,0.07,0.57,0.50,0.57,Matches
37,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,35,1985,3,3,270,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.00,0.04,0.04,0.04,Matches
38,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,26,1993,2,0,42,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.06,0.16,0.22,0.06,0.22,Matches
39,Ross Barkley\Ross-Barkley,eng ENG,MF,Aston Villa,26,1993,2,2,180,2,0,0,0,0,0,1.00,0.00,1.00,1.00,1.00,1.0,1.0,0.1,0.52,0.04,0.56,0.52,0.56,Matches
40,Ashley Barnes\Ashley-Barnes,at AUT,FW,Burnley,30,1989,2,2,152,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.29,0.06,0.35,0.29,0.35,Matches
41,Harvey Barnes\Harvey-Barnes,eng ENG,MFFW,Leicester City,22,1997,5,5,449,1,1,0,0,0,0,0.20,0.20,0.40,0.20,0.40,1.2,1.2,0.1,0.24,0.02,0.26,0.24,0.26,Matches
42,Kyle Bartley\Kyle-Bartley,eng ENG,DF,West Brom,29,1991,4,4,360,1,0,0,0,0,0,0.25,0.00,0.25,0.25,0.25,0.5,0.5,0.0,0.13,0.00,0.13,0.13,0.13,Matches
43,Chris Basham\Chris-Basham,eng ENG,DF,Sheffield Utd,32,1988,5,5,382,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.04,0.06,0.02,0.06,Matches
44,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,26,1993,3,1,108,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
45,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,24,1996,5,5,405,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.07,0.02,0.09,0.07,0.09,Matches
46,Donny van de Beek\Donny-van-de-Beek,nl NED,MFFW,Manchester Utd,23,1997,4,0,63,1,0,0,0,0,0,1.43,0.00,1.43,1.43,1.43,0.3,0.3,0.0,0.38,0.06,0.43,0.38,0.43,Matches
47,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,25,1995,5,5,450,0,2,0,0,2,0,0.00,0.40,0.40,0.00,0.40,0.0,0.0,0.4,0.00,0.08,0.08,0.00,0.08,Matches
48,Christian Benteke\Christian-Benteke,be BEL,FWMF,Crystal Palace,29,1990,2,0,12,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
49,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,29,1990,2,1,91,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Matches
50,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,22,1998,5,4,375,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.02,0.10,0.13,0.02,0.13,Matches
51,Steven Bergwijn\Steven-Bergwijn,nl NED,FW,Tottenham,22,1997,4,1,154,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.11,0.15,0.26,0.11,0.26,Matches
52,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,30,1989,5,5,450,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.05,0.03,0.09,0.05,0.09,Matches
53,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,23,1996,4,4,358,1,0,0,0,1,1,0.25,0.00,0.25,0.25,0.25,0.3,0.3,0.0,0.08,0.01,0.08,0.08,0.08,Matches
54,Willy Boly\Willy-Boly,fr FRA,DF,Wolves,29,1991,5,5,450,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.00,0.02,0.02,0.02,Matches
55,Jarrod Bowen\Jarrod-Bowen,eng ENG,MFFW,West Ham,23,1996,5,5,434,3,0,0,0,0,0,0.62,0.00,0.62,0.62,0.62,1.6,1.6,0.1,0.33,0.03,0.36,0.33,0.36,Matches
56,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,28,1992,2,1,61,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.11,0.00,0.11,0.11,0.11,Matches
57,Rhian Brewster\Rhian-Brewster,eng ENG,FW,Sheffield Utd,20,2000,1,0,27,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
58,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,24,1995,4,4,360,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.07,0.06,0.13,0.07,0.13,Matches
59,Joe Bryan\Joe-Bryan,eng ENG,DFFW,Fulham,26,1993,4,4,336,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.04,0.06,0.02,0.06,Matches
60,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,23,1997,3,3,218,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.05,0.07,0.12,0.05,0.12,Matches
61,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,28,1992,2,1,114,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
62,Oskar Buur\Oskar-Buur,dk DEN,DF,Wolves,22,1998,1,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
63,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,38,1981,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
64,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,34,1985,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
65,Tom Cairney\Tom-Cairney,sco SCO,MF,Fulham,29,1991,4,4,360,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.01,0.10,0.11,0.01,0.11,Matches
66,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,23,1997,5,5,428,7,0,0,0,0,0,1.47,0.00,1.47,1.47,1.47,4.4,4.4,0.1,0.92,0.03,0.94,0.92,0.94,Matches
67,João Cancelo\Joao-Cancelo,pt POR,MF,Manchester City,26,1994,1,1,90,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.13,0.13,0.00,0.13,Matches
68,Ian Carlo Poveda\Ian-Carlo-Poveda,eng ENG,MFDF,Leeds United,20,2000,3,0,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.19,0.13,0.32,0.19,0.32,Matches
69,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,31,1989,3,2,146,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.15,0.03,0.18,0.15,0.18,Matches
70,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,22,1997,4,4,349,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.02,0.11,0.13,0.02,0.13,Matches
71,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,24,1995,5,5,450,1,2,0,0,1,0,0.20,0.40,0.60,0.20,0.60,0.3,0.3,0.5,0.06,0.09,0.15,0.06,0.15,Matches
72,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Fulham,26,1993,5,5,426,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.03,0.12,0.14,0.03,0.14,Matches
73,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,23,1996,5,3,303,0,1,0,0,1,0,0.00,0.30,0.30,0.00,0.30,0.0,0.0,1.4,0.00,0.41,0.41,0.00,0.41,Matches
74,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,23,1996,2,2,180,1,2,0,0,1,0,0.50,1.00,1.50,0.50,1.50,0.2,0.2,0.5,0.09,0.26,0.35,0.09,0.35,Matches
75,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,22,1997,2,0,15,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
76,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,24,1996,4,4,314,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
77,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,27,1993,5,5,450,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
78,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,31,1988,5,5,357,0,1,0,0,0,0,0.00,0.25,0.25,0.00,0.25,0.1,0.1,0.5,0.01,0.12,0.13,0.01,0.13,Matches
79,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,20,2000,5,3,287,1,1,0,0,0,0,0.31,0.31,0.63,0.31,0.63,0.5,0.5,0.1,0.17,0.02,0.19,0.17,0.19,Matches
80,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,28,1991,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.00,0.02,0.02,0.02,Matches
81,Hélder Costa\Helder-Costa,pt POR,MFDF,Leeds United,26,1994,5,5,405,2,1,0,0,0,0,0.44,0.22,0.67,0.44,0.67,0.5,0.5,0.2,0.11,0.04,0.15,0.11,0.15,Matches
82,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,27,1992,2,2,180,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.06,0.07,0.13,0.06,0.13,Matches
83,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,30,1989,5,5,450,0,3,0,0,0,0,0.00,0.60,0.60,0.00,0.60,0.0,0.0,1.1,0.00,0.21,0.22,0.00,0.22,Matches
84,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,29,1991,5,5,450,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.13,0.04,0.17,0.13,0.17,Matches
85,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,33,1987,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
86,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,29,1990,5,5,450,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
87,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,27,1993,4,3,288,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.04,0.04,0.08,0.04,0.08,Matches
88,Tom Davies\Tom-Davies,eng ENG,MFDF,Everton,22,1998,3,1,92,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
89,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,22,1998,1,0,29,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.08,0.08,0.00,0.08,Matches
90,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,20,2000,1,0,14,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
91,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,29,1991,3,3,270,1,1,1,1,0,0,0.33,0.33,0.67,0.00,0.33,1.5,0.7,1.0,0.49,0.33,0.83,0.24,0.57,Matches
