,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
89,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,32,1986,2,2,127,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.05,0.05,0.00,0.05,Matches
90,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,32,1987,5,4,336,0,1,0,0,0,0,0.00,0.27,0.27,0.00,0.27,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05,Matches
91,Kevin Danso\Kevin-Danso,at AUT,DF,Southampton,20,1998,6,3,275,0,1,0,0,2,1,0.00,0.33,0.33,0.00,0.33,0.1,0.1,0.2,0.03,0.06,0.09,0.03,0.09,Matches
92,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,26,1993,6,4,361,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Matches
93,Tom Davies\Tom-Davies,eng ENG,MF,Everton,21,1998,18,13,1195,1,0,0,0,6,0,0.08,0.00,0.08,0.08,0.08,1.7,1.7,0.2,0.12,0.02,0.14,0.12,0.14,Matches
94,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,21,1998,7,0,106,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.62,0.04,0.66,0.62,0.66,Matches
95,Craig Dawson\Craig-Dawson,eng ENG,DF,Watford,29,1990,19,16,1459,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.05,0.00,0.05,0.05,0.05,Matches
96,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,28,1991,24,23,1987,7,16,0,0,2,0,0.32,0.72,1.04,0.32,1.04,4.6,4.6,12.3,0.21,0.56,0.77,0.21,0.77,Matches
97,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,31,1988,14,13,1176,5,1,2,3,3,0,0.38,0.08,0.46,0.23,0.31,5.8,3.5,2.0,0.44,0.15,0.60,0.27,0.42,Matches
98,Fabian Delph\Fabian-Delph,eng ENG,MF,Everton,29,1989,15,12,1107,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.00,0.03,0.04,0.00,0.04,Matches
99,Leander Dendoncker\Leander-Dendoncker,be BEL,DFMF,Wolves,24,1995,25,23,1999,2,0,0,0,2,0,0.09,0.00,0.09,0.09,0.09,1.2,1.2,0.5,0.05,0.02,0.08,0.05,0.08,Matches
100,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,25,1994,25,22,1894,4,5,1,1,3,0,0.19,0.24,0.43,0.14,0.38,5.0,4.2,4.5,0.24,0.21,0.45,0.20,0.41,Matches
101,Eric Dier\Eric-Dier,eng ENG,MFDF,Tottenham,25,1994,11,7,651,0,1,0,0,4,0,0.00,0.14,0.14,0.00,0.14,0.9,0.9,0.1,0.13,0.01,0.14,0.13,0.14,Matches
102,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,26,1993,24,24,2065,0,5,0,0,2,0,0.00,0.22,0.22,0.00,0.22,1.0,1.0,4.4,0.05,0.19,0.24,0.05,0.24,Matches
103,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,28,1991,25,25,2250,4,0,0,0,1,0,0.16,0.00,0.16,0.16,0.16,1.7,1.7,0.5,0.07,0.02,0.08,0.07,0.08,Matches
104,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,22,1997,19,18,1596,2,0,0,0,7,0,0.11,0.00,0.11,0.11,0.11,1.1,1.1,0.3,0.06,0.02,0.08,0.06,0.08,Matches
105,Moussa Djenepo\Moussa-Djenepo,ml MLI,MFDF,Southampton,21,1998,15,8,757,2,1,0,0,4,0,0.24,0.12,0.36,0.24,0.36,1.9,1.9,0.8,0.22,0.10,0.32,0.22,0.32,Matches
106,Matt Doherty\Matt-Doherty,ie IRL,DF,Wolves,27,1992,23,20,1790,3,0,0,0,1,0,0.15,0.00,0.15,0.15,0.15,3.9,3.9,0.4,0.19,0.02,0.21,0.19,0.21,Matches
107,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,26,1993,24,24,2101,3,1,0,0,7,0,0.13,0.04,0.17,0.13,0.17,3.7,3.7,1.8,0.16,0.08,0.24,0.16,0.24,Matches
108,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Burnley,29,1990,1,1,59,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
109,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Aston Villa,29,1990,3,3,203,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.05,0.00,0.05,0.05,0.05,Matches
110,Josip Drmić\Josip-Drmic,ch SUI,MFFW,Norwich City,26,1992,10,0,124,1,0,0,0,0,0,0.73,0.00,0.73,0.73,0.73,1.2,1.2,0.0,0.86,0.00,0.86,0.86,0.86,Matches
111,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,30,1989,25,25,2250,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
112,Ondrej Duda\Ondrej-Duda,sk SVK,MF,Norwich City,24,1994,3,3,258,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,0.15,0.21,0.36,0.15,0.36,Matches
113,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,27,1992,13,9,891,1,0,0,0,1,0,0.10,0.00,0.10,0.10,0.10,1.5,1.5,0.0,0.16,0.00,0.16,0.16,0.16,Matches
114,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,27,1991,16,14,1229,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
115,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,27,1991,23,23,2070,2,3,0,0,8,0,0.09,0.13,0.22,0.09,0.22,2.5,2.5,0.9,0.11,0.04,0.15,0.11,0.15,Matches
116,Ederson\Ederson,br BRA,GK,Manchester City,25,1993,22,22,1901,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
117,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,26,1992,24,24,2149,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.0,0.05,0.00,0.05,0.05,0.05,Matches
118,Harvey Elliot\Harvey-Elliot,eng ENG,FW,Liverpool,,,1,0,,0,0,0,0,0,0,,,,,,0.0,0.0,0.0,,,,,,Matches
