,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
106,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,34-053,1987,12,12,1080,12.0,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.3,0.3,0.0,0.4,0.03,0.00,0.03,0.03,0.03,Matches
107,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,30-182,1990,25,25,2250,25.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
108,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,27-349,1993,20,14,1346,15.0,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.6,0.9,0.01,0.04,0.06,0.01,0.06,Matches
109,Tom Davies\Tom-Davies,eng ENG,MFDF,Everton,22-282,1998,19,13,1059,11.8,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,1.0,1.0,0.01,0.08,0.09,0.01,0.09,Matches
110,Keinan Davis\Keinan-Davis,eng ENG,FWMF,Aston Villa,23-054,1998,9,0,112,1.2,0,1,0,0,0,0,0,0.00,0.80,0.80,0.00,0.80,0.3,0.3,0.3,0.7,0.27,0.28,0.55,0.27,0.55,Matches
111,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,21-086,2000,2,0,33,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
112,Craig Dawson\Craig-Dawson,eng ENG,DF,West Ham,30-337,1990,15,15,1350,15.0,3,0,3,0,0,1,0,0.20,0.00,0.20,0.20,0.20,1.5,1.5,0.0,1.5,0.10,0.00,0.10,0.10,0.10,Matches
113,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,29-284,1991,24,22,1907,21.2,5,11,3,2,3,1,0,0.24,0.52,0.76,0.14,0.66,9.6,7.3,9.1,16.4,0.45,0.43,0.88,0.35,0.78,Matches
114,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,18-059,2003,1,0,40,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
115,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,31-138,1989,5,2,214,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
116,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,25-358,1995,25,22,1969,21.9,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,3.2,3.2,0.7,3.9,0.14,0.03,0.18,0.14,0.18,Matches
117,Mbaye Diagne\Mbaye-Diagne,sn SEN,FW,West Brom,29-162,1991,10,9,817,9.1,2,1,2,0,0,2,0,0.22,0.11,0.33,0.22,0.33,3.8,3.8,0.9,4.7,0.42,0.10,0.51,0.42,0.51,Matches
118,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,22-031,1999,15,8,740,8.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.04,0.03,0.07,0.04,0.07,Matches
119,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,22-354,1998,16,14,1088,12.1,1,0,1,0,0,0,0,0.08,0.00,0.08,0.08,0.08,1.0,1.0,0.1,1.1,0.08,0.01,0.09,0.08,0.09,Matches
120,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,24-115,1996,25,22,1978,22.0,6,6,6,0,0,3,0,0.27,0.27,0.55,0.27,0.55,5.3,5.3,7.1,12.3,0.24,0.32,0.56,0.24,0.56,Matches
121,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-329,1997,28,28,2483,27.6,1,0,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,2.0,2.0,0.1,2.0,0.07,0.00,0.07,0.07,0.07,Matches
122,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,27-083,1994,21,21,1890,21.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.8,0.03,0.01,0.04,0.03,0.04,Matches
123,Lucas Digne\Lucas-Digne,fr FRA,DFMF,Everton,27-262,1993,21,21,1871,20.8,0,6,0,0,0,2,1,0.00,0.29,0.29,0.00,0.29,0.5,0.5,4.3,4.8,0.02,0.21,0.23,0.02,0.23,Matches
124,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-274,1991,5,5,370,4.1,1,0,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.3,0.08,0.00,0.08,0.08,0.08,Matches
125,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,24-089,1997,11,10,928,10.3,1,0,1,0,0,3,0,0.10,0.00,0.10,0.10,0.10,0.2,0.2,0.0,0.2,0.02,0.00,0.02,0.02,0.02,Matches
126,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-297,1998,23,14,1110,12.3,1,0,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,0.9,0.9,0.5,1.4,0.07,0.04,0.11,0.07,0.11,Matches
127,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,29-082,1992,15,12,1142,12.7,0,2,0,0,0,4,1,0.00,0.16,0.16,0.00,0.16,0.3,0.3,0.7,1.0,0.03,0.05,0.08,0.03,0.08,Matches
128,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,23-110,1997,17,16,1456,16.2,2,0,2,0,0,4,1,0.12,0.00,0.12,0.12,0.12,0.8,0.8,0.0,0.8,0.05,0.00,0.05,0.05,0.05,Matches
129,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,28-097,1993,25,25,2131,23.7,2,3,2,0,0,6,0,0.08,0.13,0.21,0.08,0.21,2.0,2.0,2.2,4.2,0.08,0.09,0.18,0.08,0.18,Matches
130,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,32-083,1989,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
131,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,29-194,1991,7,6,535,5.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.07,0.07,0.00,0.07,Matches
132,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,29-138,1991,27,27,2429,27.0,4,0,4,0,0,4,1,0.15,0.00,0.15,0.15,0.15,2.4,2.4,0.6,2.9,0.09,0.02,0.11,0.09,0.11,Matches
133,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,23-171,1997,2,2,180,2.0,1,0,1,0,0,0,0,0.50,0.00,0.50,0.50,0.50,0.3,0.3,0.1,0.4,0.13,0.05,0.19,0.13,0.19,Matches
134,Ederson\Ederson,br BRA,GK,Manchester City,27-234,1993,30,30,2700,30.0,0,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01,Matches
135,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,23-050,1998,5,1,118,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.11,0.00,0.11,0.11,0.11,Matches
136,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,28-170,1992,23,22,1909,21.2,0,1,0,0,0,6,1,0.00,0.05,0.05,0.00,0.05,0.4,0.4,0.2,0.6,0.02,0.01,0.03,0.02,0.03,Matches
137,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,33-211,1987,11,6,613,6.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.04,0.08,0.12,0.04,0.12,Matches
138,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,28-271,1992,17,12,1109,12.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.5,0.03,0.01,0.04,0.03,0.04,Matches
139,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,33-095,1988,24,24,2113,23.5,0,1,0,0,0,7,0,0.00,0.04,0.04,0.00,0.04,1.3,1.3,0.1,1.4,0.06,0.01,0.06,0.06,0.06,Matches
140,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,22-283,1998,28,23,2051,22.8,3,3,3,0,0,3,0,0.13,0.13,0.26,0.13,0.26,1.6,1.6,1.7,3.3,0.07,0.08,0.14,0.07,0.14,Matches
141,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,35-355,1985,28,28,2520,28.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
142,Fabinho\Fabinho,br BRA,DFMF,Liverpool,27-167,1993,22,20,1847,20.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.7,0.01,0.02,0.03,0.01,0.03,Matches
143,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,26-212,1994,30,29,2552,28.4,16,11,8,8,9,5,0,0.56,0.39,0.95,0.28,0.67,13.0,6.1,10.1,16.2,0.46,0.36,0.81,0.22,0.57,Matches
144,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,32-046,1989,16,16,1381,15.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.01,0.02,0.01,0.02,Matches
145,Fernandinho\Fernandinho,br BRA,MF,Manchester City,35-339,1985,16,9,906,10.1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.8,0.06,0.03,0.08,0.06,0.08,Matches
146,Sam Field\Sam-Field,eng ENG,MF,West Brom,22-335,1998,3,0,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
147,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,29-188,1991,28,26,2223,24.7,6,5,6,0,0,1,0,0.24,0.20,0.45,0.24,0.45,10.6,10.6,4.1,14.8,0.43,0.17,0.60,0.43,0.60,Matches
148,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,29-227,1991,23,21,1855,20.6,0,2,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,0.7,0.7,2.1,2.8,0.04,0.10,0.14,0.04,0.14,Matches
149,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,20-315,2000,23,14,1343,14.9,6,5,6,0,0,0,0,0.40,0.34,0.74,0.40,0.74,4.2,4.2,3.7,7.9,0.28,0.25,0.53,0.28,0.53,Matches
150,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Leicester City,20-112,2000,20,19,1686,18.7,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.3,1.1,0.04,0.01,0.06,0.04,0.06,Matches
151,Pablo Fornals\Pablo-Fornals,es ESP,FWMF,West Ham,25-045,1996,25,23,1876,20.8,3,3,3,0,0,3,0,0.14,0.14,0.29,0.14,0.29,4.2,4.2,1.9,6.1,0.20,0.09,0.29,0.20,0.29,Matches
152,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,33-022,1988,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
153,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,23-096,1998,1,1,80,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.03,0.31,0.34,0.03,0.34,Matches
154,Ryan Fraser\Ryan-Fraser,sco SCO,FWMF,Newcastle Utd,27-043,1994,18,9,928,10.3,0,2,0,0,0,2,1,0.00,0.19,0.19,0.00,0.19,0.9,0.9,2.1,3.0,0.09,0.20,0.29,0.09,0.29,Matches
155,Fred\Fred,br BRA,MF,Manchester Utd,28-034,1993,24,21,1925,21.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,2.0,3.0,0.05,0.09,0.14,0.05,0.14,Matches
156,Ryan Fredericks\Ryan-Fredericks,eng ENG,DFFW,West Ham,28-180,1992,11,5,454,5.0,1,1,1,0,0,2,0,0.20,0.20,0.40,0.20,0.40,0.2,0.2,1.2,1.4,0.04,0.24,0.28,0.04,0.28,Matches
157,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,35-001,1986,9,8,702,7.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
158,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,25-159,1995,27,24,2212,24.6,1,3,1,0,0,4,0,0.04,0.12,0.16,0.04,0.16,1.1,1.1,1.9,3.0,0.04,0.08,0.12,0.04,0.12,Matches
159,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,21-061,2000,23,22,1972,21.9,2,2,2,0,0,8,0,0.09,0.09,0.18,0.09,0.18,1.3,1.3,0.9,2.2,0.06,0.04,0.10,0.06,0.10,Matches
160,Eric García\Eric-Garcia,es ESP,DF,Manchester City,20-089,2001,4,2,217,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.04,0.00,0.04,Matches
161,Dwight Gayle\Dwight-Gayle,eng ENG,FWMF,Newcastle Utd,30-173,1990,12,3,371,4.1,1,0,1,0,0,0,0,0.24,0.00,0.24,0.24,0.24,1.5,1.5,0.2,1.7,0.37,0.05,0.42,0.37,0.42,Matches
162,Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MF,Everton,25-195,1995,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
163,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,30-152,1990,24,24,2115,23.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
164,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,25-340,1995,19,10,974,10.8,6,0,4,2,2,1,0,0.55,0.00,0.55,0.37,0.37,4.8,3.3,1.7,5.0,0.45,0.16,0.60,0.31,0.46,Matches
165,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,31-194,1989,10,9,809,9.0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.01,0.03,0.04,0.01,0.04,Matches
166,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,FWMF,Wolves,21-071,2000,4,1,104,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.08,0.08,0.00,0.08,Matches
167,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,19-301,2001,2,0,36,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
168,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,34-190,1986,14,8,707,7.9,4,0,4,0,0,1,0,0.51,0.00,0.51,0.51,0.51,3.9,3.9,0.7,4.6,0.49,0.09,0.58,0.49,0.58,Matches
169,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,23-083,1998,22,20,1875,20.8,0,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,0.4,0.4,0.0,0.4,0.02,0.00,0.02,0.02,0.02,Matches
170,André Gomes\Andre-Gomes,pt POR,MF,Everton,27-252,1993,23,15,1394,15.5,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,0.9,1.1,0.02,0.06,0.07,0.02,0.07,Matches
171,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,23-320,1997,7,6,590,6.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
172,Anthony Gordon\Anthony-Gordon,eng ENG,FWMF,Everton,20-043,2001,3,1,88,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
173,Karlan Grant\Karlan-Grant,eng ENG,FWMF,West Brom,23-202,1997,17,14,1086,12.1,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,2.1,2.1,0.0,2.1,0.18,0.00,0.18,0.18,0.18,Matches
174,Demarai Gray\Demarai-Gray,eng ENG,FW,Leicester City,24-284,1996,1,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.43,0.00,0.43,0.43,0.43,Matches
175,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,25-210,1995,22,22,1977,22.0,6,10,6,0,0,6,0,0.27,0.46,0.73,0.27,0.73,4.2,4.2,8.1,12.2,0.19,0.37,0.56,0.19,0.56,Matches
176,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,19-189,2001,24,16,1384,15.4,2,1,2,0,0,2,0,0.13,0.07,0.20,0.13,0.20,4.6,4.6,1.1,5.7,0.30,0.07,0.37,0.30,0.37,Matches
177,Pascal Groß\Pascal-Gross,de GER,MFDF,Brighton,29-297,1991,26,19,1788,19.9,2,6,0,2,3,2,0,0.10,0.30,0.40,0.00,0.30,4.4,2.2,4.8,6.9,0.22,0.24,0.46,0.11,0.35,Matches
178,Kamil Grosicki\Kamil-Grosicki,pl POL,FWMF,West Brom,32-304,1988,3,2,148,1.6,0,1,0,0,0,0,0,0.00,0.61,0.61,0.00,0.61,0.1,0.1,0.1,0.2,0.06,0.07,0.13,0.06,0.13,Matches
179,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,34-088,1987,30,30,2700,30.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
180,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,30-166,1990,23,20,1741,19.3,12,1,11,1,2,0,0,0.62,0.05,0.67,0.57,0.62,8.3,6.8,3.8,10.5,0.43,0.19,0.62,0.35,0.55,Matches
181,Antwoine Hackford\Antwoine-Hackford,eng ENG,DFFW,Sheffield Utd,17-019,2004,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,1.16,0.00,1.16,1.16,1.16,Matches
182,Sébastien Haller\Sebastien-Haller,ci CIV,FW,West Ham,26-290,1994,16,10,937,10.4,3,0,3,0,0,0,0,0.29,0.00,0.29,0.29,0.29,2.9,2.9,1.2,4.1,0.28,0.12,0.40,0.28,0.40,Matches
183,Rekeem Harper\Rekeem-Harper,eng ENG,MF,West Brom,21-031,2000,2,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.12,0.00,0.12,0.12,0.12,Matches
184,Jack Harrison\Jack-Harrison,eng ENG,MF,Leeds United,24-139,1996,29,27,2240,24.9,7,5,7,0,0,2,0,0.28,0.20,0.48,0.28,0.48,5.8,5.8,5.0,10.8,0.23,0.20,0.43,0.23,0.43,Matches
185,Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,25-266,1995,4,4,360,4.0,1,0,1,0,0,1,0,0.25,0.00,0.25,0.25,0.25,1.1,1.1,0.0,1.1,0.27,0.00,0.27,0.27,0.27,Matches
186,Kai Havertz\Kai-Havertz,de GER,MFFW,Chelsea,21-301,1999,22,14,1185,13.2,1,2,1,0,0,2,0,0.08,0.15,0.23,0.08,0.23,3.0,3.0,1.3,4.3,0.23,0.10,0.33,0.23,0.33,Matches
187,Isaac Hayden\Isaac-Hayden,eng ENG,MFDF,Newcastle Utd,26-017,1995,24,22,1942,21.6,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.9,0.02,0.02,0.04,0.02,0.04,Matches
188,Michael Hector\Michael-Hector,jm JAM,DF,Fulham,28-263,1992,4,3,263,2.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.01,0.04,0.03,0.04,Matches
189,Ahmed Hegazi\Ahmed-Hegazi,eg EGY,DF,West Brom,30-073,1991,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
190,Dean Henderson\Dean-Henderson,eng ENG,GK,Manchester Utd,24-027,1997,7,6,585,6.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
191,Jordan Henderson\Jordan-Henderson,eng ENG,MFDF,Liverpool,30-295,1990,21,20,1704,18.9,1,1,1,0,0,0,0,0.05,0.05,0.11,0.05,0.11,1.7,1.7,1.4,3.0,0.09,0.07,0.16,0.09,0.16,Matches
192,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Newcastle Utd,29-067,1992,19,17,1407,15.6,2,1,2,0,0,3,1,0.13,0.06,0.19,0.13,0.19,1.1,1.1,0.7,1.8,0.07,0.05,0.12,0.07,0.12,Matches
193,Pablo Hernández\Pablo-Hernandez,es ESP,MF,Leeds United,35-362,1985,13,2,341,3.8,0,2,0,0,0,1,0,0.00,0.53,0.53,0.00,0.53,0.9,0.9,0.6,1.6,0.24,0.17,0.41,0.24,0.41,Matches
194,Son Heung-min\Son-Heung-min,kr KOR,FW,Tottenham,28-274,1992,29,28,2395,26.6,13,9,13,0,0,0,0,0.49,0.34,0.83,0.49,0.83,7.8,7.8,7.5,15.3,0.29,0.28,0.58,0.29,0.58,Matches
195,Ki-Jana Hoever\Ki-Jana-Hoever,nl NED,DF,Wolves,19-080,2002,10,3,397,4.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.02,0.04,0.02,0.04,Matches
196,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,25-200,1995,23,21,1928,21.4,0,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,1.1,1.1,0.2,1.4,0.05,0.01,0.06,0.05,0.06,Matches
197,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,24-168,1996,19,19,1672,18.6,1,0,1,0,0,6,0,0.05,0.00,0.05,0.05,0.05,0.7,0.7,0.6,1.3,0.04,0.03,0.07,0.04,0.07,Matches
198,Conor Hourihane\Conor-Hourihane,ie IRL,MF,Aston Villa,30-065,1991,4,3,225,2.5,1,1,1,0,0,0,0,0.40,0.40,0.80,0.40,0.80,0.5,0.5,0.8,1.3,0.20,0.32,0.52,0.20,0.52,Matches
199,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FWDF,Chelsea,20-152,2000,19,9,900,10.0,2,2,2,0,0,0,0,0.20,0.20,0.40,0.20,0.40,1.2,1.2,2.3,3.5,0.12,0.23,0.35,0.12,0.35,Matches
200,Niall Huggins\Niall-Huggins,wal WAL,DF,Leeds United,20-111,2000,1,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
201,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Tottenham,25-246,1995,30,30,2700,30.0,1,3,1,0,0,6,0,0.03,0.10,0.13,0.03,0.13,0.6,0.6,1.3,1.9,0.02,0.04,0.06,0.02,0.06,Matches
202,Odion Ighalo\Odion-Ighalo,ng NGA,FW,Manchester Utd,31-296,1989,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
203,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FW,Leicester City,24-187,1996,17,9,798,8.9,6,0,6,0,1,0,0,0.68,0.00,0.68,0.68,0.68,4.6,3.8,1.8,5.6,0.51,0.21,0.72,0.43,0.64,Matches
204,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,28-259,1992,23,21,1771,19.7,9,4,7,2,2,1,0,0.46,0.20,0.66,0.36,0.56,6.9,5.4,2.2,7.6,0.35,0.11,0.46,0.27,0.38,Matches
205,Branislav Ivanović\Branislav-Ivanovic,rs SRB,DF,West Brom,37-045,1984,13,8,767,8.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.6,0.06,0.01,0.07,0.06,0.07,Matches
206,Alex Iwobi\Alex-Iwobi,ng NGA,FWDF,Everton,24-340,1996,25,15,1324,14.7,1,2,1,0,0,0,0,0.07,0.14,0.20,0.07,0.20,0.8,0.8,1.8,2.6,0.06,0.12,0.18,0.06,0.18,Matches
207,Phil Jagielka\Phil-Jagielka,eng ENG,DF,Sheffield Utd,38-234,1982,9,6,518,5.8,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
208,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWMF,Brighton,27-240,1993,14,2,268,3.0,0,1,0,0,0,2,0,0.00,0.34,0.34,0.00,0.34,1.2,1.2,1.8,3.0,0.39,0.61,1.00,0.39,1.00,Matches
209,Daniel James\Daniel-James,wal WAL,FW,Manchester Utd,23-149,1997,13,9,746,8.3,3,0,3,0,0,3,0,0.36,0.00,0.36,0.36,0.36,1.9,1.9,0.9,2.7,0.23,0.10,0.33,0.23,0.33,Matches
210,Reece James\Reece-James,eng ENG,DF,Chelsea,21-121,1999,24,19,1813,20.1,1,2,1,0,0,3,0,0.05,0.10,0.15,0.05,0.15,1.4,1.4,2.5,3.9,0.07,0.13,0.19,0.07,0.19,Matches
211,Alexandre Jankewitz\Alexandre-Jankewitz,ch SUI,MF,Southampton,19-104,2001,2,1,3,0.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
212,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,24-005,1997,22,16,1571,17.5,8,3,8,0,0,1,0,0.46,0.17,0.63,0.46,0.63,7.4,7.4,2.9,10.2,0.42,0.16,0.58,0.42,0.58,Matches
213,Raúl Jiménez\Raul-Jimenez,mx MEX,FW,Wolves,29-338,1991,10,10,823,9.1,4,0,4,0,0,0,0,0.44,0.00,0.44,0.44,0.44,2.4,2.4,0.8,3.1,0.26,0.08,0.34,0.26,0.34,Matches
