,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
16,Alisson\Alisson,br BRA,GK,Liverpool,28-069,1992,8,8,720,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
17,Allan\Allan,br BRA,MF,Everton,29-337,1991,10,10,898,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.01,0.03,0.04,0.01,0.04,Matches
18,Dele Alli\Dele-Alli,eng ENG,MF,Tottenham,24-243,1996,2,1,67,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.25,0.00,0.25,0.25,0.25,Matches
19,Miguel Almirón\Miguel-Almiron,py PAR,MFFW,Newcastle Utd,26-304,1994,9,5,485,0,1,0,0,1,0,0.00,0.19,0.19,0.00,0.19,0.2,0.2,0.8,0.03,0.14,0.18,0.03,0.18,Matches
20,Marcos Alonso\Marcos-Alonso,es ESP,DF,Chelsea,29-348,1990,3,3,225,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.02,0.05,0.03,0.05,Matches
21,Steven Alzate\Steven-Alzate,co COL,MF,Brighton,22-093,1998,5,4,351,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.06,0.08,0.15,0.06,0.15,Matches
22,Daniel Amartey\Daniel-Amartey,gh GHA,DF,Leicester City,25-355,1994,2,2,144,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
23,Ethan Ampadu\Ethan-Ampadu,wal WAL,DFMF,Sheffield Utd,20-087,2000,5,4,365,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.05,0.08,0.02,0.08,Matches
24,Joachim Andersen\Joachim-Andersen,dk DEN,DF,Fulham,24-193,1996,5,5,450,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
25,Felipe Anderson\Felipe-Anderson,br BRA,FWMF,West Ham,27-239,1993,2,0,3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
26,Michail Antonio\Michail-Antonio,eng ENG,FW,West Ham,30-257,1990,7,7,526,3,0,0,0,1,0,0.51,0.00,0.51,0.51,0.51,2.8,2.8,0.4,0.47,0.07,0.54,0.47,0.54,Matches
27,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Fulham,27-287,1993,10,10,900,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
28,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,28-255,1992,9,9,780,1,2,0,0,0,0,0.12,0.23,0.35,0.12,0.35,0.8,0.8,0.9,0.09,0.10,0.19,0.09,0.19,Matches
29,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,26-068,1994,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
30,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,31-175,1989,11,11,986,2,1,1,1,2,0,0.18,0.09,0.27,0.09,0.18,2.6,1.8,1.3,0.24,0.12,0.36,0.17,0.29,Matches
31,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,27-352,1992,5,5,450,1,1,0,0,0,0,0.20,0.20,0.40,0.20,0.40,0.7,0.7,0.4,0.13,0.07,0.21,0.13,0.21,Matches
32,Jordan Ayew\Jordan-Ayew,gh GHA,FW,Crystal Palace,29-090,1991,9,7,602,1,0,0,0,0,0,0.15,0.00,0.15,0.15,0.15,1.1,1.1,0.1,0.17,0.01,0.18,0.17,0.18,Matches
33,Luke Ayling\Luke-Ayling,eng ENG,DF,Leeds United,29-107,1991,11,11,969,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.3,0.03,0.12,0.16,0.03,0.16,Matches
34,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,31-104,1989,5,3,321,0,1,0,0,1,0,0.00,0.28,0.28,0.00,0.28,0.1,0.1,0.0,0.01,0.01,0.03,0.01,0.03,Matches
35,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,26-242,1994,2,1,98,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
36,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,29-109,1991,9,9,810,1,0,0,0,1,0,0.11,0.00,0.11,0.11,0.11,0.5,0.5,0.0,0.05,0.00,0.05,0.05,0.05,Matches
37,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,27-276,1993,11,11,990,0,1,0,0,1,0,0.00,0.09,0.09,0.00,0.09,1.0,1.0,1.2,0.09,0.11,0.20,0.09,0.20,Matches
38,Gareth Bale\Gareth-Bale,wal WAL,FW,Tottenham,31-147,1989,3,1,117,1,0,0,0,0,0,0.77,0.00,0.77,0.77,0.77,0.6,0.6,0.1,0.48,0.11,0.59,0.48,0.59,Matches
39,Patrick Bamford\Patrick-Bamford,eng ENG,FW,Leeds United,27-096,1993,11,11,939,8,1,0,0,1,0,0.77,0.10,0.86,0.77,0.86,8.1,8.1,0.6,0.78,0.06,0.84,0.78,0.84,Matches
40,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,35-165,1985,3,3,270,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.00,0.04,0.04,0.04,Matches
41,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,27-005,1993,2,0,42,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.06,0.16,0.22,0.06,0.22,Matches
42,Ross Barkley\Ross-Barkley,eng ENG,MF,Aston Villa,27-005,1993,6,6,454,2,1,0,0,0,0,0.40,0.20,0.59,0.40,0.59,1.5,1.5,1.7,0.30,0.34,0.64,0.30,0.64,Matches
43,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,31-041,1989,7,6,477,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,0.17,0.04,0.21,0.17,0.21,Matches
44,Harvey Barnes\Harvey-Barnes,eng ENG,MFFW,Leicester City,23-001,1997,10,8,718,3,1,0,0,0,0,0.38,0.13,0.50,0.38,0.50,2.7,2.7,0.2,0.34,0.02,0.36,0.34,0.36,Matches
45,Kyle Bartley\Kyle-Bartley,eng ENG,DF,West Brom,29-202,1991,8,8,720,1,0,0,0,1,0,0.12,0.00,0.12,0.12,0.12,1.1,1.1,0.0,0.14,0.00,0.14,0.14,0.14,Matches
46,Chris Basham\Chris-Basham,eng ENG,DF,Sheffield Utd,32-143,1988,11,11,907,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.02,0.04,0.06,0.02,0.06,Matches
47,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,27-069,1993,8,4,390,0,1,0,0,0,0,0.00,0.23,0.23,0.00,0.23,0.6,0.6,0.9,0.14,0.20,0.34,0.14,0.34,Matches
48,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,24-242,1996,11,11,900,1,0,0,0,0,0,0.10,0.00,0.10,0.10,0.10,0.6,0.6,0.1,0.06,0.01,0.07,0.06,0.07,Matches
49,Donny van de Beek\Donny-van-de-Beek,nl NED,MFFW,Manchester Utd,23-236,1997,8,2,226,1,0,0,0,0,0,0.40,0.00,0.40,0.40,0.40,0.3,0.3,0.0,0.10,0.02,0.12,0.10,0.12,Matches
50,Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,25-266,1995,11,11,974,0,2,0,0,4,0,0.00,0.18,0.18,0.00,0.18,0.1,0.1,1.3,0.01,0.12,0.13,0.01,0.13,Matches
51,Saïd Benrahma\Said-Benrahma,dz ALG,FWMF,West Ham,25-122,1995,4,0,82,0,2,0,0,0,0,0.00,2.20,2.20,0.00,2.20,0.2,0.2,0.4,0.19,0.44,0.63,0.19,0.63,Matches
52,Josh Benson\Josh-Benson,eng ENG,MF,Burnley,21-005,1999,2,1,95,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.17,0.00,0.17,0.17,0.17,Matches
53,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,30-007,1990,7,1,154,2,0,0,0,0,0,1.17,0.00,1.17,1.17,1.17,1.5,1.5,0.3,0.89,0.16,1.05,0.89,1.05,Matches
54,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,30-044,1990,4,3,240,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.16,0.03,0.19,0.16,0.19,Matches
55,Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,22-300,1998,11,10,915,1,1,1,1,4,0,0.10,0.10,0.20,0.00,0.10,1.0,0.3,1.2,0.10,0.12,0.22,0.03,0.15,Matches
56,Steven Bergwijn\Steven-Bergwijn,nl NED,FW,Tottenham,23-063,1997,7,4,403,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.07,0.06,0.13,0.07,0.13,Matches
57,Bernard\Bernard,br BRA,MFFW,Everton,28-093,1992,4,1,175,1,0,0,0,1,0,0.51,0.00,0.51,0.51,0.51,0.1,0.1,0.4,0.04,0.18,0.22,0.04,0.22,Matches
58,Bernardo\Bernardo,br BRA,DF,Brighton,25-210,1995,1,0,26,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
59,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,31-127,1989,10,10,888,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.03,0.03,0.06,0.03,0.06,Matches
60,Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,24-102,1996,10,10,898,1,0,0,0,4,1,0.10,0.00,0.10,0.10,0.10,0.5,0.5,0.0,0.05,0.00,0.05,0.05,0.05,Matches
61,Willy Boly\Willy-Boly,ci CIV,DF,Wolves,29-311,1991,11,11,990,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.02,0.00,0.03,0.02,0.03,Matches
62,Jarrod Bowen\Jarrod-Bowen,eng ENG,MFFW,West Ham,23-356,1996,11,11,903,4,1,0,0,0,0,0.40,0.10,0.50,0.40,0.50,3.1,3.1,0.8,0.31,0.08,0.38,0.31,0.38,Matches
63,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,28-331,1992,6,3,271,1,0,0,0,0,0,0.33,0.00,0.33,0.33,0.33,0.2,0.2,0.0,0.07,0.01,0.08,0.07,0.08,Matches
64,Rhian Brewster\Rhian-Brewster,eng ENG,FWMF,Sheffield Utd,20-253,2000,7,3,305,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.4,0.23,0.11,0.34,0.23,0.34,Matches
65,Josh Brownhill\Josh-Brownhill,eng ENG,MF,Burnley,24-357,1995,9,9,810,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.05,0.04,0.09,0.05,0.09,Matches
66,Joe Bryan\Joe-Bryan,eng ENG,DFFW,Fulham,27-084,1993,6,4,338,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.02,0.04,0.06,0.02,0.06,Matches
67,Kean Bryan\Kean-Bryan,eng ENG,DF,Sheffield Utd,24-039,1996,2,2,152,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
68,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,23-247,1997,6,5,408,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.7,0.13,0.16,0.29,0.13,0.29,Matches
69,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,28-215,1992,6,4,395,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.03,0.04,0.01,0.04,Matches
70,Oskar Buur\Oskar-Buur,dk DEN,DF,Wolves,22-254,1998,1,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
71,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,39-073,1981,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
72,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,34-357,1985,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.04,0.08,0.12,0.04,0.12,Matches
73,Tom Cairney\Tom-Cairney,sco SCO,MF,Fulham,29-325,1991,9,8,695,1,1,0,0,2,0,0.13,0.13,0.26,0.13,0.26,0.5,0.5,1.4,0.07,0.18,0.24,0.07,0.24,Matches
74,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,23-269,1997,11,11,968,11,0,0,0,1,0,1.02,0.00,1.02,1.02,1.02,7.2,7.2,0.5,0.67,0.05,0.72,0.67,0.72,Matches
75,João Cancelo\Joao-Cancelo,pt POR,DFMF,Manchester City,26-197,1994,6,6,540,0,1,0,0,1,0,0.00,0.17,0.17,0.00,0.17,0.1,0.1,1.3,0.02,0.22,0.24,0.02,0.24,Matches
76,Ian Carlo Poveda\Ian-Carlo-Poveda,eng ENG,MFDF,Leeds United,20-305,2000,7,0,186,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.17,0.18,0.35,0.17,0.35,Matches
77,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,31-339,1989,7,2,183,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.24,0.02,0.26,0.24,0.26,Matches
78,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,23-125,1997,9,9,772,0,1,0,0,4,0,0.00,0.12,0.12,0.00,0.12,0.1,0.1,0.6,0.01,0.07,0.07,0.01,0.07,Matches
79,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,25-005,1995,6,6,540,1,2,0,0,1,0,0.17,0.33,0.50,0.17,0.50,0.3,0.3,0.5,0.05,0.08,0.13,0.05,0.13,Matches
80,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Fulham,27-053,1993,10,8,699,1,0,1,2,1,0,0.13,0.00,0.13,0.00,0.00,1.2,0.4,0.7,0.15,0.08,0.24,0.05,0.14,Matches
81,Edinson Cavani\Edinson-Cavani,uy URU,FW,Manchester Utd,33-300,1987,6,1,176,3,1,0,0,1,0,1.53,0.51,2.05,1.53,2.05,1.5,1.5,0.6,0.75,0.30,1.05,0.75,1.05,Matches
82,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,24-125,1996,10,6,664,0,1,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0.1,0.1,1.6,0.01,0.21,0.22,0.01,0.22,Matches
83,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,23-355,1996,8,8,711,2,2,0,0,1,0,0.25,0.25,0.51,0.25,0.51,0.9,0.9,0.7,0.12,0.09,0.21,0.12,0.21,Matches
84,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,23-070,1997,2,0,15,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
85,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,24-244,1996,4,4,314,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
86,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,31-075,1989,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
87,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,29-249,1991,6,6,521,0,1,0,0,0,0,0.00,0.17,0.17,0.00,0.17,0.0,0.0,0.2,0.01,0.04,0.05,0.01,0.05,Matches
88,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,27-289,1993,10,10,900,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
89,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,32-060,1988,6,6,447,0,1,0,0,0,0,0.00,0.20,0.20,0.00,0.20,0.1,0.1,0.5,0.01,0.11,0.12,0.01,0.12,Matches
90,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,20-317,2000,8,5,417,1,1,0,0,0,0,0.22,0.22,0.43,0.22,0.43,1.2,1.2,0.1,0.26,0.03,0.29,0.26,0.29,Matches
91,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-102,1991,8,8,720,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.02,0.00,0.02,0.02,0.02,Matches
92,Hélder Costa\Helder-Costa,pt POR,MFDF,Leeds United,26-333,1994,9,8,624,2,2,0,0,0,0,0.29,0.29,0.58,0.29,0.58,1.0,1.0,0.8,0.14,0.12,0.26,0.14,0.26,Matches
93,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,28-110,1992,8,8,714,0,1,0,0,2,0,0.00,0.13,0.13,0.00,0.13,0.2,0.2,1.1,0.03,0.14,0.17,0.03,0.17,Matches
94,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,30-361,1989,11,11,990,0,3,0,0,0,0,0.00,0.27,0.27,0.00,0.27,0.2,0.2,1.9,0.02,0.17,0.19,0.02,0.19,Matches
95,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,29-235,1991,11,11,980,1,0,0,0,3,0,0.09,0.00,0.09,0.09,0.09,1.2,1.2,0.5,0.11,0.05,0.16,0.11,0.16,Matches
96,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,33-300,1987,6,6,540,1,0,0,0,1,0,0.17,0.00,0.17,0.17,0.17,0.3,0.3,0.0,0.05,0.01,0.05,0.05,0.05,Matches
97,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,30-063,1990,10,10,900,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
98,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,27-230,1993,8,4,405,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.03,0.03,0.06,0.03,0.06,Matches
99,Tom Davies\Tom-Davies,eng ENG,DFMF,Everton,22-163,1998,5,2,169,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.00,0.23,0.23,0.00,0.23,Matches
100,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,22-301,1998,1,0,29,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.08,0.08,0.00,0.08,Matches
101,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,20-333,2000,1,0,14,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
102,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,29-165,1991,9,8,743,2,6,2,3,0,0,0.24,0.73,0.97,0.00,0.73,4.7,2.4,3.3,0.57,0.40,0.96,0.29,0.69,Matches
103,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,17-306,2003,1,0,40,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches
104,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,31-019,1989,5,2,214,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
105,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,25-239,1995,10,9,823,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,0.4,0.17,0.04,0.21,0.17,0.21,Matches
106,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,21-277,1999,5,0,23,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.14,0.14,0.00,0.14,Matches
107,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,22-235,1998,10,9,695,1,0,0,0,0,0,0.13,0.00,0.13,0.13,0.13,0.4,0.4,0.1,0.06,0.02,0.07,0.06,0.07,Matches
108,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,23-362,1996,6,3,326,1,0,0,0,1,0,0.28,0.00,0.28,0.28,0.28,1.0,1.0,0.7,0.27,0.20,0.47,0.27,0.47,Matches
109,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-210,1997,8,8,699,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.10,0.00,0.11,0.10,0.11,Matches
110,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,26-330,1994,10,10,900,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.02,0.00,0.03,0.02,0.03,Matches
111,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,27-143,1993,8,8,701,0,4,0,0,0,1,0.00,0.51,0.51,0.00,0.51,0.2,0.2,1.7,0.02,0.22,0.24,0.02,0.24,Matches
112,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-155,1991,5,5,370,1,0,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.08,0.00,0.08,0.08,0.08,Matches
113,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,23-336,1997,3,2,208,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
114,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-178,1998,8,7,501,1,0,0,0,2,0,0.18,0.00,0.18,0.18,0.18,0.4,0.4,0.4,0.07,0.08,0.14,0.07,0.14,Matches
115,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,28-329,1992,6,6,525,0,1,0,0,1,0,0.00,0.17,0.17,0.00,0.17,0.3,0.3,0.4,0.06,0.07,0.13,0.06,0.13,Matches
116,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,22-357,1997,10,10,900,2,0,0,0,1,0,0.20,0.00,0.20,0.20,0.20,0.6,0.6,0.0,0.06,0.00,0.06,0.06,0.06,Matches
