,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
118,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,27,1991,24,24,2160,2,3,0,0,8,0,0.08,0.12,0.21,0.08,0.21,2.5,2.5,0.9,0.10,0.04,0.14,0.10,0.14,Matches
119,Ederson\Ederson,br BRA,GK,Manchester City,25,1993,23,23,1991,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
120,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,26,1992,25,25,2239,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.1,0.05,0.00,0.06,0.05,0.06,Matches
121,Harvey Elliot\Harvey-Elliot,eng ENG,FW,Liverpool,,,1,0,,0,0,0,0,0,0,,,,,,0.0,0.0,0.0,,,,,,Matches
122,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,31,1987,11,7,701,0,1,0,0,0,0,0.00,0.13,0.13,0.00,0.13,0.2,0.2,1.2,0.03,0.15,0.19,0.03,0.19,Matches
123,Björn Engels\Bjorn-Engels,be BEL,DF,Aston Villa,24,1994,16,14,1357,1,0,0,0,1,0,0.07,0.00,0.07,0.07,0.07,0.9,0.9,0.1,0.06,0.01,0.06,0.06,0.06,Matches
124,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,27,1992,20,10,1092,2,2,0,0,5,0,0.16,0.16,0.33,0.16,0.33,2.0,2.0,2.0,0.16,0.17,0.33,0.16,0.33,Matches
125,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,31,1988,26,26,2306,1,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,2.0,2.0,0.2,0.08,0.01,0.08,0.08,0.08,Matches
126,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,34,1985,13,13,1039,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
127,Fabinho\Fabinho,br BRA,MF,Liverpool,25,1993,17,12,1174,1,1,0,0,5,0,0.08,0.08,0.15,0.08,0.15,0.1,0.1,1.1,0.01,0.08,0.10,0.01,0.10,Matches
128,Ralf Fährmann\Ralf-Fahrmann,de GER,GK,Norwich City,30,1988,1,1,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
129,Kiko Femenía\Kiko-Femenia,es ESP,DF,Watford,28,1991,17,15,1346,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,1.2,0.01,0.08,0.08,0.01,0.08,Matches
130,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,24,1994,2,2,180,0,1,0,0,1,0,0.00,0.50,0.50,0.00,0.50,0.2,0.2,0.2,0.12,0.08,0.20,0.12,0.20,Matches
131,Gedson Fernandes\Gedson-Fernandes,pt POR,MF,Tottenham,20,1999,3,0,32,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.08,0.06,0.15,0.08,0.15,Matches
132,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,30,1989,20,17,1538,2,1,0,0,4,0,0.12,0.06,0.18,0.12,0.18,1.4,1.4,0.3,0.08,0.02,0.10,0.08,0.10,Matches
133,Fernandinho\Fernandinho,br BRA,DF,Manchester City,34,1985,21,20,1817,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.3,0.03,0.02,0.05,0.03,0.05,Matches
134,Roberto Firmino\Roberto-Firmino,br BRA,FWMF,Liverpool,27,1991,26,24,2163,8,7,0,0,0,0,0.33,0.29,0.62,0.33,0.62,10.9,10.9,4.8,0.45,0.20,0.65,0.45,0.65,Matches
135,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,27,1991,23,23,2009,5,2,0,0,7,0,0.22,0.09,0.31,0.22,0.31,3.3,3.3,2.9,0.15,0.13,0.28,0.15,0.28,Matches
136,Phil Foden\Phil-Foden,eng ENG,MFFW,Manchester City,19,2000,13,2,264,0,1,0,0,0,0,0.00,0.34,0.34,0.00,0.34,0.3,0.3,0.5,0.12,0.17,0.29,0.12,0.29,Matches
137,Pablo Fornals\Pablo-Fornals,es ESP,MF,West Ham,23,1996,24,13,1244,1,3,0,0,1,0,0.07,0.22,0.29,0.07,0.29,1.9,1.9,1.4,0.13,0.10,0.24,0.13,0.24,Matches
138,Ben Foster\Ben-Foster,eng ENG,GK,Watford,36,1983,26,26,2340,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.00,0.00,0.00,0.00,0.00,Matches
139,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,MFDF,Watford,26,1993,3,1,58,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
140,Juan Foyth\Juan-Foyth,ar ARG,DF,Tottenham,21,1998,4,1,65,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
141,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,34,1985,14,9,874,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.02,0.04,0.06,0.02,0.06,Matches
142,Ryan Fraser\Ryan-Fraser,sco SCO,MFFW,Bournemouth,25,1994,25,19,1863,1,3,0,0,2,0,0.05,0.14,0.19,0.05,0.19,2.9,2.9,3.7,0.14,0.18,0.32,0.14,0.32,Matches
143,Fred\Fred,br BRA,MF,Manchester Utd,26,1993,22,19,1768,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,2.5,0.08,0.13,0.20,0.08,0.20,Matches
144,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,26,1992,20,19,1688,0,2,0,0,5,0,0.00,0.11,0.11,0.00,0.11,0.0,0.0,1.5,0.00,0.08,0.08,0.00,0.08,Matches
145,Luke Freeman\Luke-Freeman,eng ENG,MF,Sheffield Utd,27,1992,9,3,322,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.01,0.08,0.09,0.01,0.09,Matches
146,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,33,1986,7,6,544,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.02,0.01,0.03,0.02,0.03,Matches
147,Eric García\Eric-Garcia,es ESP,DF,Manchester City,18,2001,6,2,269,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
148,James Garner\James-Garner,eng ENG,MF,Manchester Utd,18,2001,1,0,8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
149,Dwight Gayle\Dwight-Gayle,eng ENG,FW,Newcastle Utd,28,1990,9,2,179,0,1,0,0,0,0,0.00,0.50,0.50,0.00,0.50,0.8,0.8,0.2,0.38,0.09,0.47,0.38,0.47,Matches
150,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,27,1992,17,16,1522,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.00,0.03,0.03,0.00,0.03,Matches
151,Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MF,Everton,23,1995,2,1,135,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
152,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,28,1990,26,26,2340,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
153,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FWMF,Aston Villa,24,1995,23,20,1629,4,4,1,1,3,0,0.22,0.22,0.44,0.17,0.39,5.5,4.7,2.5,0.30,0.14,0.44,0.26,0.40,Matches
154,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,MFFW,Wolves,19,2000,4,1,123,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.06,0.07,0.13,0.06,0.13,Matches
155,Billy Gilmour\Billy-Gilmour,sco SCO,MFFW,Chelsea,18,2001,2,0,9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.57,0.57,0.00,0.57,Matches
156,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,32,1986,6,2,213,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.8,0.26,0.32,0.58,0.26,0.58,Matches
157,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Norwich City,21,1998,18,18,1565,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.02,0.00,0.02,0.02,0.02,Matches
158,André Gomes\Andre-Gomes,pt POR,MF,Everton,26,1993,8,7,585,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.03,0.06,0.09,0.03,0.09,Matches
159,Angel Gomes\Angel-Gomes,eng ENG,MF,Manchester Utd,18,2000,2,0,19,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.73,0.73,0.00,0.73,Matches
160,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,22,1997,17,12,1096,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
161,Anthony Gordon\Anthony-Gordon,eng ENG,MF,Everton,18,2001,1,0,45,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.30,0.00,0.30,0.30,0.30,Matches
162,Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,29,1990,13,9,794,2,1,0,0,1,0,0.23,0.11,0.34,0.23,0.34,1.5,1.5,0.3,0.17,0.03,0.20,0.17,0.20,Matches
163,Andre Gray\Andre-Gray,eng ENG,FW,Watford,28,1991,19,7,710,2,0,0,0,1,0,0.25,0.00,0.25,0.25,0.25,2.8,2.8,1.7,0.35,0.21,0.57,0.35,0.57,Matches
164,Demarai Gray\Demarai-Gray,eng ENG,MFFW,Leicester City,23,1996,14,2,411,1,1,0,1,1,0,0.22,0.22,0.44,0.22,0.44,1.9,1.1,0.7,0.41,0.15,0.57,0.25,0.40,Matches
165,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,23,1995,24,24,2154,7,6,0,1,6,0,0.29,0.25,0.54,0.29,0.54,5.5,4.7,4.8,0.23,0.20,0.43,0.20,0.40,Matches
166,Mason Greenwood\Mason-Greenwood,eng ENG,FWMF,Manchester Utd,17,2001,20,2,494,4,0,0,0,0,0,0.73,0.00,0.73,0.73,0.73,1.8,1.8,0.2,0.32,0.04,0.36,0.32,0.36,Matches
167,Arnaut Groeneveld\Arnaut-Groeneveld,nl NED,MF,Bournemouth,22,1997,9,4,407,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.15,0.03,0.18,0.15,0.18,Matches
168,Pascal Groß\Pascal-Gross,de GER,MFFW,Brighton,28,1991,23,18,1492,2,4,0,0,2,0,0.12,0.24,0.36,0.12,0.36,1.8,1.8,4.9,0.11,0.30,0.41,0.11,0.41,Matches
169,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,32,1987,24,24,2160,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
170,Mattéo Guendouzi\Matteo-Guendouzi,fr FRA,MF,Arsenal,20,1999,21,17,1583,0,1,0,0,6,0,0.00,0.06,0.06,0.00,0.06,0.6,0.6,1.1,0.03,0.06,0.09,0.03,0.09,Matches
171,Frederic Guilbert\Frederic-Guilbert,fr FRA,DF,Aston Villa,24,1994,21,19,1720,0,2,0,0,6,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,1.3,0.01,0.07,0.08,0.01,0.08,Matches
172,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,28,1990,23,15,1409,2,1,1,2,7,0,0.13,0.06,0.19,0.06,0.13,4.1,2.6,2.3,0.26,0.15,0.41,0.16,0.31,Matches
173,Angus Gunn\Angus-Gunn,eng ENG,GK,Southampton,23,1996,10,10,900,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
174,Sébastien Haller\Sebastien-Haller,fr FRA,FW,West Ham,25,1994,24,22,1943,6,1,0,0,1,0,0.28,0.05,0.32,0.28,0.32,5.8,5.8,1.3,0.27,0.06,0.33,0.27,0.33,Matches
175,Grant Hanley\Grant-Hanley,sco SCO,DF,Norwich City,27,1991,12,11,992,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.06,0.00,0.06,0.06,0.06,Matches
176,Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,24,1995,10,10,900,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.07,0.00,0.07,0.07,0.07,Matches
177,Isaac Hayden\Isaac-Hayden,eng ENG,MFDF,Newcastle Utd,24,1995,22,21,1799,1,1,0,0,4,1,0.05,0.05,0.10,0.05,0.10,0.8,0.8,1.3,0.04,0.07,0.11,0.04,0.11,Matches
178,Tom Heaton\Tom-Heaton,eng ENG,GK,Aston Villa,33,1986,20,20,1795,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
179,Dean Henderson\Dean-Henderson,eng ENG,GK,Sheffield Utd,22,1997,25,25,2250,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
180,Jordan Henderson\Jordan-Henderson,eng ENG,MF,Liverpool,29,1990,25,22,1891,3,5,0,0,1,0,0.14,0.24,0.38,0.14,0.38,1.1,1.1,2.8,0.05,0.14,0.19,0.05,0.19,Matches
181,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Burnley,27,1992,21,19,1666,2,2,0,0,6,0,0.11,0.11,0.22,0.11,0.22,1.5,1.5,0.7,0.08,0.04,0.12,0.08,0.12,Matches
182,Wayne Hennessey\Wayne-Hennessey,wal WAL,GK,Crystal Palace,32,1987,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
183,Javier Hernández\Javier-Hernandez,mx MEX,FW,West Ham,31,1988,2,1,107,1,0,0,0,0,0,0.84,0.00,0.84,0.84,0.84,0.7,0.7,0.0,0.62,0.00,0.62,0.62,0.62,Matches
184,Onel Hernández\Onel-Hernandez,cu CUB,FWMF,Norwich City,26,1993,17,7,757,1,1,0,0,0,0,0.12,0.12,0.24,0.12,0.24,1.1,1.1,0.6,0.13,0.07,0.20,0.13,0.20,Matches
185,Son Heung-min\Son-Heung-min,kr KOR,FW,Tottenham,27,1992,21,20,1748,9,7,0,1,0,2,0.46,0.36,0.82,0.46,0.82,7.2,6.3,4.9,0.37,0.25,0.62,0.33,0.58,Matches
186,Rob Holding\Rob-Holding,eng ENG,DFFW,Arsenal,23,1995,2,1,86,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
187,José Holebas\Jose-Holebas,gr GRE,DF,Watford,35,1984,12,11,1006,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.7,0.04,0.07,0.10,0.04,0.10,Matches
188,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,22,1996,19,16,1461,0,3,0,0,3,0,0.00,0.18,0.18,0.00,0.18,2.2,2.2,0.5,0.14,0.03,0.17,0.14,0.17,Matches
189,Nathan Holland\Nathan-Holland,eng ENG,MF,West Ham,21,1998,2,0,31,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.11,0.00,0.11,0.11,0.11,Matches
190,Conor Hourihane\Conor-Hourihane,ie IRL,MF,Aston Villa,28,1991,16,10,850,3,2,0,0,3,0,0.32,0.21,0.53,0.32,0.53,0.9,0.9,2.5,0.10,0.27,0.36,0.10,0.36,Matches
191,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FW,Chelsea,18,2000,17,7,770,1,4,0,0,1,0,0.12,0.47,0.58,0.12,0.58,2.0,2.0,2.3,0.23,0.27,0.50,0.23,0.50,Matches
192,Will Hughes\Will-Hughes,eng ENG,MFFW,Watford,24,1995,18,15,1252,1,1,0,0,4,0,0.07,0.07,0.14,0.07,0.14,2.2,2.2,0.7,0.16,0.05,0.20,0.16,0.20,Matches
193,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Southampton,23,1995,25,24,2177,0,1,0,0,5,0,0.00,0.04,0.04,0.00,0.04,1.9,1.9,1.6,0.08,0.07,0.14,0.08,0.14,Matches
194,Jordon Ibe\Jordon-Ibe,eng ENG,DF,Bournemouth,23,1995,2,0,48,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
195,Adam Idah\Adam-Idah,ie IRL,FW,Norwich City,18,2001,2,1,65,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
196,Odion Ighalo\Odion-Ighalo,ng NGA,FW,Manchester Utd,30,1989,1,0,,0,0,0,0,0,0,,,,,,0.4,0.4,0.0,,,,,,Matches
197,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FWMF,Leicester City,22,1996,9,4,389,3,3,0,0,1,0,0.69,0.69,1.39,0.69,1.39,2.0,2.0,2.1,0.46,0.47,0.93,0.46,0.93,Matches
198,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,27,1992,26,21,1807,15,1,0,0,2,0,0.75,0.05,0.80,0.75,0.80,11.0,11.0,1.4,0.55,0.07,0.62,0.55,0.62,Matches
199,Alex Iwobi\Alex-Iwobi,ng NGA,MFFW,Everton,23,1996,17,12,1110,1,0,0,0,0,0,0.08,0.00,0.08,0.08,0.08,2.0,2.0,1.9,0.16,0.16,0.32,0.16,0.32,Matches
200,Phil Jagielka\Phil-Jagielka,eng ENG,DF,Sheffield Utd,36,1982,4,1,128,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
201,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWMF,Brighton,25,1993,6,3,267,2,0,0,0,0,0,0.67,0.00,0.67,0.67,0.67,0.4,0.4,0.1,0.14,0.02,0.16,0.14,0.16,Matches
202,Daniel James\Daniel-James,wal WAL,FW,Manchester Utd,21,1997,25,23,1995,3,6,0,0,3,0,0.14,0.27,0.41,0.14,0.41,2.8,2.8,3.9,0.13,0.17,0.30,0.13,0.30,Matches
203,Reece James\Reece-James,eng ENG,DF,Chelsea,19,1999,14,9,855,0,2,0,0,1,0,0.00,0.21,0.21,0.00,0.21,0.5,0.5,1.4,0.05,0.15,0.20,0.05,0.20,Matches
204,Daryl Janmaat\Daryl-Janmaat,nl NED,DF,Watford,30,1989,8,7,608,0,1,0,0,1,0,0.00,0.15,0.15,0.00,0.15,0.3,0.3,0.4,0.04,0.06,0.11,0.04,0.11,Matches
205,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,22,1997,22,13,1293,9,4,0,1,1,0,0.63,0.28,0.90,0.63,0.90,12.6,11.9,1.4,0.88,0.10,0.98,0.83,0.92,Matches
206,Raúl Jiménez\Raul-Jimenez,mx MEX,FW,Wolves,28,1991,26,25,2213,11,6,3,3,2,0,0.45,0.24,0.69,0.33,0.57,10.7,8.5,5.0,0.44,0.20,0.64,0.34,0.55,Matches
207,Joelinton\Joelinton,br BRA,FW,Newcastle Utd,22,1996,26,25,2040,1,2,0,0,4,0,0.04,0.09,0.13,0.04,0.13,3.8,3.8,2.2,0.17,0.10,0.27,0.17,0.27,Matches
208,Curtis Jones\Curtis-Jones,eng ENG,MF,Liverpool,18,2001,2,0,19,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.23,0.00,0.23,0.23,0.23,Matches
209,Phil Jones\Phil-Jones,eng ENG,DF,Manchester Utd,27,1992,2,2,135,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.15,0.00,0.15,0.15,0.15,Matches
210,Jorginho\Jorginho,it ITA,MF,Chelsea,27,1991,24,21,1861,4,2,3,3,9,0,0.19,0.10,0.29,0.05,0.15,3.5,1.2,2.0,0.17,0.10,0.27,0.06,0.16,Matches
211,Jota\Jota,es ESP,FWMF,Aston Villa,28,1991,8,4,313,0,1,0,0,0,0,0.00,0.29,0.29,0.00,0.29,0.1,0.1,0.6,0.04,0.18,0.21,0.04,0.21,Matches
212,Diogo Jota\Diogo-Jota,pt POR,FWMF,Wolves,22,1996,22,18,1556,3,0,0,0,3,0,0.17,0.00,0.17,0.17,0.17,6.3,6.3,2.1,0.36,0.12,0.49,0.36,0.49,Matches
213,James Justin\James-Justin,eng ENG,DF,Leicester City,21,1998,3,1,110,0,1,0,0,0,0,0.00,0.82,0.82,0.00,0.82,0.0,0.0,0.3,0.00,0.21,0.21,0.00,0.21,Matches
214,Christian Kabasele\Christian-Kabasele,be BEL,DF,Watford,28,1991,16,15,1304,0,1,0,0,3,2,0.00,0.07,0.07,0.00,0.07,0.6,0.6,0.3,0.04,0.02,0.06,0.04,0.06,Matches
215,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,26,1993,20,20,1780,11,2,2,2,2,0,0.56,0.10,0.66,0.46,0.56,6.9,5.4,1.8,0.35,0.09,0.44,0.27,0.36,Matches
216,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,28,1991,18,16,1385,3,0,0,0,3,0,0.19,0.00,0.19,0.19,0.19,1.5,1.5,2.0,0.10,0.13,0.23,0.10,0.23,Matches
217,Moise Kean\Moise-Kean,it ITA,FW,Everton,19,2000,19,5,627,1,2,0,0,0,0,0.14,0.29,0.43,0.14,0.43,2.9,2.9,0.5,0.41,0.07,0.48,0.41,0.48,Matches
218,Michael Keane\Michael-Keane,eng ENG,DF,Everton,26,1993,20,17,1566,1,0,0,0,0,0,0.06,0.00,0.06,0.06,0.06,1.4,1.4,0.2,0.08,0.01,0.09,0.08,0.09,Matches
219,Naby Keïta\Naby-Keita,gn GUI,MFFW,Liverpool,24,1995,8,3,311,1,1,0,0,1,0,0.29,0.29,0.58,0.29,0.58,1.5,1.5,1.2,0.42,0.34,0.76,0.42,0.76,Matches
220,Martin Kelly\Martin-Kelly,eng ENG,DF,Crystal Palace,29,1990,19,17,1550,0,1,0,0,0,0,0.00,0.06,0.06,0.00,0.06,0.1,0.1,0.9,0.01,0.05,0.06,0.01,0.06,Matches
221,Max Kilman\Max-Kilman,eng ENG,DF,Wolves,22,1997,3,2,184,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
222,Joshua King\Joshua-King,no NOR,MFFW,Bournemouth,27,1992,17,15,1329,3,2,1,1,0,0,0.20,0.14,0.34,0.14,0.27,3.9,3.2,1.9,0.27,0.13,0.39,0.21,0.34,Matches
223,Jonathan Kodjia\Jonathan-Kodjia,ci CIV,FWMF,Aston Villa,29,1989,6,0,111,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.05,0.00,0.05,0.05,0.05,Matches
224,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,26,1993,16,12,1089,0,2,0,0,3,0,0.00,0.17,0.17,0.00,0.17,0.7,0.7,1.0,0.06,0.08,0.14,0.06,0.14,Matches
225,Ezri Konsa\Ezri-Konsa,eng ENG,DF,Aston Villa,21,1998,14,13,1140,0,2,0,0,0,0,0.00,0.16,0.16,0.00,0.16,0.6,0.6,0.1,0.05,0.01,0.05,0.05,0.05,Matches
226,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,MFDF,Crystal Palace,29,1989,24,20,1724,1,1,0,0,1,0,0.05,0.05,0.10,0.05,0.10,1.4,1.4,0.9,0.07,0.05,0.12,0.07,0.12,Matches
227,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,25,1994,23,16,1503,1,3,0,0,7,0,0.06,0.18,0.24,0.06,0.24,1.1,1.1,1.8,0.07,0.11,0.17,0.07,0.17,Matches
228,Emil Krafth\Emil-Krafth,se SWE,DF,Newcastle Utd,24,1994,11,6,563,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.04,0.00,0.04,0.04,0.04,Matches
229,Tim Krul\Tim-Krul,nl NED,GK,Norwich City,31,1988,24,24,2160,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
230,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,28,1991,19,15,1287,6,3,0,0,5,0,0.42,0.21,0.63,0.42,0.63,5.0,5.0,2.1,0.35,0.15,0.50,0.35,0.50,Matches
231,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,31,1988,13,3,338,1,1,0,0,1,0,0.27,0.27,0.53,0.27,0.53,1.0,1.0,0.4,0.27,0.09,0.36,0.27,0.36,Matches
232,Érik Lamela\Erik-Lamela,ar ARG,MFFW,Tottenham,27,1992,15,9,831,2,1,0,0,2,0,0.22,0.11,0.32,0.22,0.32,2.0,2.0,1.5,0.22,0.16,0.37,0.22,0.37,Matches
233,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Chelsea,18,2000,1,0,31,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.39,0.39,0.00,0.39,Matches
234,Henri Lansbury\Henri-Lansbury,eng ENG,MF,Aston Villa,28,1990,9,2,189,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.05,0.03,0.08,0.05,0.08,Matches
235,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,26,1993,19,12,1188,0,2,0,0,0,0,0.00,0.15,0.15,0.00,0.15,1.7,1.7,2.3,0.13,0.17,0.30,0.13,0.30,Matches
236,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,25,1994,6,6,450,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.02,0.01,0.03,0.02,0.03,Matches
237,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,25,1993,16,16,1362,1,0,0,0,1,0,0.07,0.00,0.07,0.07,0.07,0.3,0.3,0.1,0.02,0.01,0.03,0.02,0.03,Matches
