,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
74,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MF,Watford,24,1994,14,9,777,0,1,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.3,0.3,0.7,0.04,0.08,0.12,0.04,0.12,Matches
75,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,24,1995,14,13,1103,1,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,0.6,0.6,0.8,0.05,0.06,0.12,0.05,0.12,Matches
76,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,22,1996,21,21,1880,2,3,0,0,2,0,0.10,0.14,0.24,0.10,0.24,0.7,0.7,2.8,0.03,0.13,0.17,0.03,0.17,Matches
77,Tahith Chong\Tahith-Chong,nl NED,FWMF,Manchester Utd,19,1999,2,0,24,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
78,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,21,1997,15,8,714,1,1,0,0,4,1,0.13,0.13,0.25,0.13,0.25,0.3,0.3,0.1,0.04,0.01,0.05,0.04,0.05,Matches
79,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,23,1996,13,13,1077,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.04,0.04,0.08,0.04,0.08,Matches
80,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,29,1989,14,14,1188,2,0,0,0,3,0,0.15,0.00,0.15,0.15,0.15,1.2,1.2,0.0,0.09,0.00,0.10,0.09,0.10,Matches
81,Leon Clarke\Leon-Clarke,eng ENG,MF,Sheffield Utd,34,1985,1,0,13,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,2.83,0.00,2.83,2.83,2.83,Matches
82,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,29,1989,9,8,647,1,0,0,0,0,0,0.14,0.00,0.14,0.14,0.14,1.5,1.5,0.4,0.20,0.06,0.26,0.20,0.26,Matches
83,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,26,1993,26,26,2340,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.00,0.02,0.02,0.00,0.02,Matches
84,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,30,1988,17,13,1164,0,1,0,0,5,1,0.00,0.08,0.08,0.00,0.08,0.6,0.6,0.6,0.04,0.04,0.09,0.04,0.09,Matches
85,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,19,2000,16,9,819,2,0,0,0,0,0,0.22,0.00,0.22,0.22,0.22,2.4,2.4,0.2,0.27,0.02,0.29,0.27,0.29,Matches
86,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,22,1997,18,9,833,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.02,0.08,0.10,0.02,0.10,Matches
87,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,28,1991,19,19,1650,1,0,0,0,3,1,0.05,0.00,0.05,0.05,0.05,0.7,0.7,0.3,0.04,0.02,0.05,0.04,0.05,Matches
88,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,30,1989,24,24,2098,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.7,0.06,0.03,0.09,0.06,0.09,Matches
89,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,29,1989,20,20,1755,3,0,0,0,6,0,0.15,0.00,0.15,0.15,0.15,1.0,1.0,0.9,0.05,0.05,0.10,0.05,0.10,Matches
90,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Wolves,21,1998,12,3,292,2,0,0,0,0,0,0.62,0.00,0.62,0.62,0.62,2.3,2.3,0.0,0.71,0.01,0.73,0.71,0.73,Matches
91,Diogo Dalot\Diogo-Dalot,pt POR,DF,Manchester Utd,20,1999,4,1,65,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.20,0.00,0.20,0.20,0.20,Matches
92,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,32,1986,2,2,127,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.05,0.05,0.00,0.05,Matches
93,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,32,1987,6,4,365,0,1,0,0,0,0,0.00,0.25,0.25,0.00,0.25,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05,Matches
94,Kevin Danso\Kevin-Danso,at AUT,DF,Southampton,20,1998,6,3,275,0,1,0,0,2,1,0.00,0.33,0.33,0.00,0.33,0.1,0.1,0.2,0.03,0.06,0.09,0.03,0.09,Matches
95,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,26,1993,7,5,451,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.01,0.04,0.05,0.01,0.05,Matches
96,Tom Davies\Tom-Davies,eng ENG,MF,Everton,21,1998,19,13,1220,1,0,0,0,6,0,0.07,0.00,0.07,0.07,0.07,1.7,1.7,0.3,0.12,0.02,0.14,0.12,0.14,Matches
97,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,21,1998,7,0,106,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.62,0.04,0.66,0.62,0.66,Matches
98,Craig Dawson\Craig-Dawson,eng ENG,DF,Watford,29,1990,19,16,1459,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.05,0.00,0.05,0.05,0.05,Matches
99,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,28,1991,25,24,2066,8,17,0,0,2,0,0.35,0.74,1.09,0.35,1.09,4.7,4.7,13.3,0.20,0.58,0.78,0.20,0.78,Matches
100,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,31,1988,15,14,1266,5,1,2,3,3,0,0.36,0.07,0.43,0.21,0.28,5.8,3.6,2.0,0.42,0.14,0.56,0.25,0.39,Matches
101,Fabian Delph\Fabian-Delph,eng ENG,MF,Everton,29,1989,15,12,1107,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.00,0.03,0.03,0.00,0.03,Matches
102,Leander Dendoncker\Leander-Dendoncker,be BEL,DFMF,Wolves,24,1995,26,24,2089,2,0,0,0,3,0,0.09,0.00,0.09,0.09,0.09,1.2,1.2,0.5,0.05,0.02,0.08,0.05,0.08,Matches
103,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,25,1994,26,23,1980,4,5,1,1,3,0,0.18,0.23,0.41,0.14,0.36,5.1,4.3,4.5,0.23,0.20,0.44,0.20,0.40,Matches
104,Eric Dier\Eric-Dier,eng ENG,MFDF,Tottenham,25,1994,12,8,711,0,2,0,0,4,0,0.00,0.25,0.25,0.00,0.25,0.9,0.9,0.1,0.12,0.01,0.13,0.12,0.13,Matches
105,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,26,1993,25,25,2155,0,5,0,0,2,0,0.00,0.21,0.21,0.00,0.21,1.1,1.1,4.6,0.05,0.19,0.24,0.05,0.24,Matches
106,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,28,1991,26,26,2340,4,0,0,0,1,0,0.15,0.00,0.15,0.15,0.15,1.8,1.8,0.5,0.07,0.02,0.09,0.07,0.09,Matches
107,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,22,1997,20,19,1686,2,0,0,0,7,0,0.11,0.00,0.11,0.11,0.11,1.1,1.1,0.3,0.06,0.02,0.07,0.06,0.07,Matches
108,Moussa Djenepo\Moussa-Djenepo,ml MLI,MFDF,Southampton,21,1998,16,8,808,2,1,0,0,4,0,0.22,0.11,0.33,0.22,0.33,1.9,1.9,0.9,0.21,0.10,0.30,0.21,0.30,Matches
109,Matt Doherty\Matt-Doherty,ie IRL,DF,Wolves,27,1992,24,21,1880,3,0,0,0,1,0,0.14,0.00,0.14,0.14,0.14,3.9,3.9,0.4,0.19,0.02,0.21,0.19,0.21,Matches
110,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,26,1993,25,25,2191,4,1,0,0,7,0,0.16,0.04,0.21,0.16,0.21,3.8,3.8,1.9,0.16,0.08,0.24,0.16,0.24,Matches
111,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Burnley,29,1990,1,1,59,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
112,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,263,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.04,0.01,0.05,0.04,0.05,Matches
113,Josip Drmić\Josip-Drmic,ch SUI,MFFW,Norwich City,26,1992,11,0,130,1,0,0,0,0,0,0.69,0.00,0.69,0.69,0.69,1.2,1.2,0.0,0.82,0.00,0.82,0.82,0.82,Matches
114,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,30,1989,26,26,2340,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
115,Ondrej Duda\Ondrej-Duda,sk SVK,MF,Norwich City,24,1994,4,4,348,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.8,0.11,0.20,0.31,0.11,0.31,Matches
116,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,27,1992,14,10,981,1,0,0,0,1,0,0.09,0.00,0.09,0.09,0.09,1.5,1.5,0.0,0.14,0.00,0.15,0.14,0.15,Matches
117,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,27,1991,16,14,1229,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
