id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week2,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week2,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week2,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 3 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week2,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week2,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week2,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week2,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 2,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 27 prediction
101,12.865826130302876,2.1443043550504792,0,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,0,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,32,,,1.3658261303028765,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40145,,,0,0,-1,1,19.7,329,169,,,0,3,0.0,0.0,0,Jack,1.5,2.099215519275682,2.099215519275682,2.2079738928971326,2.522698469942718,6.0,17,,,,,,,,,0.0,2.197169065475464,,2.082219123840332,2.2643609046936035,2.018491506576538,1.9410881996154783,2.082219123840332,1.6908656358718872,2.096776008605957,,,,,,,,8,0,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,7.0,381,170,False,32.8,374,162,494,,,44,0,0,,0,,40145.jpg,2.2,0,0,Cork,0.1,False,,a,5,90,Burnley,17.0,343,171,13,15945,754,18048,443,0.48734189887510887,0.4770944361990186,0.5733405613506177,1.0222569912485149,0.3,4.197719449346716,3.0,Cork,0.0,0.0,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,0.1,0.1,0.016666666666666666,1.2,0.5999999999999996,2.299999999999999,1.8000000000000007,0.1000000000000014,0.6999999999999993,1.3000000000000007,0.5999999999999979,0.0,3.0,1.5,1.2999999999999998,1.1999999999999993,2.6000000000000014,0.5,1.8999999999999984,1.6000000000000014,0.5,0.1,,,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,2.801194211912202,,,,,2.49658530379141,,2.548811636094028,,2.049787068367864,,,,,,2.149568619222636,1.2018965179946552,18.46996557712555,1,2.096776008605957
102,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,75.0,75.0,,0,,,,,,,,,,,,,,,,,,40845,,,0,0,-1,1,0.0,516,202,,,0,3,0.0,0.0,0,Dale,0.0,,,,,,17,,,,,,,,,0.0,2.4304909706115723,,2.4707841873168945,2.60952091217041,2.40705680847168,2.2415945529937744,2.4707841873168945,1.8689560890197756,2.35387659072876,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0.0,531,200,False,0.0,527,199,0,Lack of match fitness - 75% chance of playing,2021-12-02T23:30:10.451110Z,44,0,0,,0,,40845.jpg,0.0,0,0,Stephens,0.0,False,,d,5,90,Burnley,0.0,484,189,0,3853,113,4488,91,,,,,0.0,4.819759293036027,0.0,Stephens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.20694088935852,0,2.35387659072876
103,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,100.0,100.0,,0,,,,,,,,,,,,,,,,,,41674,,,0,0,0,0,0.0,451,170,,,0,2,0.0,0.0,0,Kevin,0.0,,,,,,17,,,,,,,,,0.0,2.9027819633483887,,2.717622995376587,3.218308210372925,2.5923938751220703,2.472374439239502,2.717622995376587,1.8159915208816528,2.774619102478028,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0.0,471,170,False,0.0,467,169,0,,2021-08-02T14:00:12.013515Z,40,0,0,,0,,41674.jpg,0.0,0,0,Long,0.1,False,,a,5,90,Burnley,0.0,412,157,0,8700,319,13666,287,,,,,0.0,5.996583551168442,0.0,Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.986334204673767,0,2.774619102478028
104,20.171,1.6809166666666666,1,0.0,,1.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,41,100.0,100.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44683,,,0,0,-3,3,53.3,248,36,,,0,4,0.0,0.0,0,Jay,1.0,1.695857142857143,1.5871000000000002,1.71425,1.7666666666666666,12.0,17,,,,,,,,,0.0,1.9049413204193115,,1.764725685119629,1.9721336364746092,1.6784825325012207,1.635865569114685,1.764725685119629,1.4226727485656738,1.8325231075286863,,,,,,,,0,0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,22.8,278,41,False,29.8,377,46,350,,2021-11-26T14:30:17.974784Z,52,0,0,3.0,0,,44683.jpg,1.2,0,0,Rodriguez,0.8,False,,a,5,90,Burnley,150.0,130,37,14,60930,15418,87752,2177,0.3232532051282051,0.32612637362637364,0.3397435897435897,0.7371307211434203,0.2,3.0401141139177175,2.7,Rodriguez,1.2,3.6,0.0,,0.8,0.0,,0.0,0.0,0.0999999999999998,,0.3,,0.0,0.0,,0.0,0.0,0.0,1.2,2.4,0.19999999999999998,1.2,0.5999999999999996,2.299999999999999,1.8000000000000007,0.1000000000000014,0.6999999999999993,1.3000000000000007,0.5999999999999979,0.0,3.0,1.5,1.2999999999999998,1.1999999999999993,2.6000000000000014,0.5,1.8999999999999984,1.6000000000000014,4.8,0.2,,0.0999999999999999,0.0,,0.0,0.0,0.5,,0.0,,0.0999999999999999,0.1,,0.3,0.0,0.0,,2.8,,4.571000000000001,1.0,,0.0,1.0,4.3,,1.9,,1.4,1.4,,1.2,1.0,0.0,15.808593392372131,3,1.8325231075286863
105,14.2,1.775,0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44699,,,0,0,-3,3,73.8,215,34,,,0,4,0.0,0.0,0,Ashley,0.0,1.7999999999999998,1.5666666666666669,1.7750000000000004,,8.0,17,,,,,,,,,0.0,1.6716246604919434,,1.5314090251922607,1.7388170957565308,1.4773149490356443,1.374574065208435,1.5314090251922607,1.231098175048828,1.5712316036224363,,,,,,,,10,0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.0,297,43,False,29.2,379,47,378,Thigh injury - Unknown return date,2021-11-18T14:00:17.552909Z,52,0,0,2.0,0,,44699.jpg,1.1,0,0,Barnes,0.7,False,,i,5,90,Burnley,104.0,176,44,9,108835,235,213697,1339,0.3413461538461538,0.3461538461538461,,0.7783889921349884,0.0,2.634367346763611,1.7,Barnes,0.8,2.4000000000000004,0.0,,,,,,,,,0.2,0.2,0.4,0.0,0.0,0.0,0.0,,0.7,1.5,0.1875,1.2,0.5999999999999996,2.299999999999999,1.8000000000000007,0.1000000000000014,0.6999999999999993,1.3000000000000007,0.5999999999999979,0.0,3.0,1.5,1.2999999999999998,1.1999999999999993,2.6000000000000014,0.5,1.8999999999999984,1.6000000000000014,2.8,0.0,,,,,,,,,0.3,0.0,0.0,0.2,0.0,0.0,0.1999999999999999,,,1.0,,,,,,,,,3.8,1.6,3.2,0.8,1.0,1.0,1.7999999999999998,,13.698710203170776,2,1.5712316036224363
106,29.71605828888776,2.701459844444342,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,146,100.0,100.0,10.01605828888776,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51927,,,0,0,-2,2,24.9,318,106,,,0,2,0.0,0.0,0,Ben,4.2,3.127813046339084,3.113731578325704,2.911591756913782,3.090793879770875,11.0,17,,,,,,,,,0.0,2.7731852531433105,,2.409071445465088,2.9490954875946045,2.354977369308472,2.339066743850708,2.409071445465088,1.911273956298828,2.773547649383545,,,,,,,,16,2,0.0,0.0,0.0,1.0,,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,,,,39.6,190,59,False,252.2,102,40,990,,2021-12-04T19:30:16.436458Z,48,0,0,,0,,51927.jpg,3.1,0,0,Mee,0.5,False,,a,5,90,Burnley,119.0,161,32,34,67491,1851,98931,1100,0.5628041342592379,0.6516277179873091,0.6439153916189323,1.2330420791638026,0.9,4.726020246744156,7.1,Mee,0.1,0.3,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.1,0.0,,,,0.9,1.0,0.09090909090909091,1.2,0.5999999999999996,2.299999999999999,1.8000000000000007,0.1000000000000014,0.6999999999999993,1.3000000000000007,0.5999999999999979,0.0,3.0,1.5,1.2999999999999998,1.1999999999999993,2.6000000000000014,0.5,1.8999999999999984,1.6000000000000014,5.4,0.1,0.1,0.0,0.0999999999999999,,0.0,,0.0,,0.0,0.1,0.3999999999999999,0.0999999999999999,0.0,,,,,2.8047768476488084,4.795246544376107,2.401035374891215,2.261195552886345,,2.9863412151656394,,3.1952465443761104,,1.1991482734714558,2.4925206405937192,4.4901271721360505,4.104776847648809,1.2970943128573351,,,,22.68489718437195,3,2.7656078338623047
107,37.843289948989565,2.911022303768428,4,1.0,0.0,0.0,1.0,,,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181,100.0,100.0,2.9592899489895657,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60551,1.0,,0,0,-2,2,277.2,47,34,,,0,3,0.0,0.0,0,Ashley,2.2,2.6898825620548217,2.72315319478378,2.973079426870582,2.7106717145640205,13.0,17,,,,,,,,,0.0,2.7821478843688965,,2.5686373710632324,2.821561574935913,2.5370590686798096,2.5316030979156494,2.5686373710632324,2.008098125457764,2.800086259841919,,,,,,,,19,0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,116,62,False,175.2,185,67,1150,,2021-11-28T22:30:17.104343Z,53,0,0,,0,,60551.jpg,2.8,0,0,Westwood,0.3,False,,a,5,90,Burnley,87.0,203,109,37,40912,1862,75271,1097,0.5492494912770619,0.507525011708457,0.5114474933139661,1.264467286821209,0.4,4.416976829744734,7.0,Westwood,2.1,6.300000000000001,0.3,0.5999999999999999,0.1,0.0999999999999998,,,0.2000000000000001,0.0,,,0.1,0.0,0.1999999999999999,0.0999999999999999,0.3,0.0,0.1,0.5,2.6,0.2,1.2,0.5999999999999996,2.299999999999999,1.8000000000000007,0.1000000000000014,0.6999999999999993,1.3000000000000007,0.5999999999999979,0.0,3.0,1.5,1.2999999999999998,1.1999999999999993,2.6000000000000014,0.5,1.8999999999999984,1.6000000000000014,2.5,0.0,0.0,0.0,0.0999999999999999,,,0.0,0.0,,,0.0,0.0,0.3,0.0,0.0,0.0,0.1,,5.9721942119122025,4.348811636094026,1.400258843722804,2.7362988882215857,,,2.872531793034013,2.548811636094028,,,2.52313016014843,2.2725317930340125,3.401194211912202,2.1452735782143337,3.5065306597126336,2.149568619222636,2.772896517994655,23.40997719764709,5,2.7921464443206787
108,35.58556532575719,2.3723710217171456,1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,100.0,100.0,3.414565325757191,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60586,5.0,,0,0,-1,1,120.9,153,92,3.0,,0,3,0.0,0.0,0,Johann Berg,2.5,2.679037262619733,2.407612311856947,2.343329422294692,2.77264291097315,15.0,17,,,,,,,,,0.0,2.292177438735962,,2.0896620750427246,2.3810875415802,2.0580835342407227,2.0100486278533936,2.0896620750427246,1.7377129793167114,2.367917060852051,,,,,,,,15,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.3,193,93,False,113.2,263,106,955,,2021-10-06T16:30:12.707086Z,54,0,0,,0,,60586.jpg,1.9,0,0,Gudmundsson,0.1,False,,a,5,90,Burnley,159.0,121,65,29,6328,445,8939,232,0.4393279669846566,0.49611801159624686,0.5134523909209537,1.0209059397928422,0.5,3.5915311839845443,5.4,Gudmundsson,0.3,0.8999999999999999,0.0,0.0999999999999999,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.5,1.8,0.12000000000000001,1.2,0.5999999999999996,2.299999999999999,1.8000000000000007,0.1000000000000014,0.6999999999999993,1.3000000000000007,0.5999999999999979,0.0,3.0,1.5,1.2999999999999998,1.1999999999999993,2.6000000000000014,0.5,1.8999999999999984,1.6000000000000014,7.5,0.1,0.7,0.0,0.1,,0.0,0.1999999999999999,0.0,,0.0,0.3,0.0,0.0999999999999999,0.0,0.0,0.0,0.0,,1.8011942119122022,6.348811636094027,2.100258843722804,2.665298888221587,,2.49658530379141,3.2725317930340125,2.548811636094028,,2.049787068367864,3.72313016014843,3.643531793034013,1.5,0.0,1.0,1.0,1.0,19.39426839351654,2,2.367917060852051
109,45.8,3.0533333333333337,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,112,,,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60689,,,0,0,-3,3,112.0,159,28,,,0,4,0.0,0.0,0,Chris,2.5,2.55,3.1846153846153844,3.0533333333333337,1.5999999999999996,15.0,17,,,,,,,,,0.0,3.394195079803467,,3.2977473735809326,3.408502578735352,3.2325661182403564,2.734963178634644,3.2977473735809326,2.524517774581909,2.9461710453033447,,,,,,,,21,3,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.3,91,24,False,146.4,218,31,1196,,,67,0,0,1.0,0,,60689.jpg,2.8,0,0,Wood,2.2,False,,a,5,90,Burnley,352.0,42,17,42,226781,51689,317764,7563,0.4557213930348259,0.3805970149253731,0.23880597014925367,1.1796055781770174,0.4,4.1466539653379515,6.3,Wood,0.2,0.6000000000000001,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,3.8,4.0,0.26666666666666666,1.2,0.5999999999999996,2.299999999999999,1.8000000000000007,0.1000000000000014,0.6999999999999993,1.3000000000000007,0.5999999999999979,0.0,3.0,1.5,1.2999999999999998,1.1999999999999993,2.6000000000000014,0.5,1.8999999999999984,1.6000000000000014,15.2,0.1,0.5,0.0,0.3000000000000002,,0.1,0.0,0.0999999999999996,,0.0,1.0,0.5,0.1999999999999999,0.0999999999999998,0.3000000000000002,0.3999999999999999,0.1999999999999997,,2.4,4.0,2.0,3.200000000000001,,1.4000000000000004,2.0,1.3999999999999986,,2.0,9.3,4.0,2.8,2.3999999999999995,2.500000000000001,3.6,2.799999999999999,27.78258156776428,1,2.9461710453033447
110,47.67126130302877,3.1780840868685845,3,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0.0,3.0,0.0,0.0,,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,262,,,13.658261303028764,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68983,,,0,0,-1,1,191.1,86,18,,,1,2,0.0,0.0,0,Matthew,3.8,3.8471316190875786,3.6352841972913135,3.4175079790604896,3.8572383105592665,15.0,17,,,,,,,,,0.0,3.301560878753662,,3.1187660694122314,3.382957220077514,3.025685787200928,3.0475194454193115,3.1187660694122314,2.182157516479492,3.320921897888184,,,,,,,,21,1,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.8,94,18,False,325.6,47,15,1334,,,44,0,0,,0,,68983.jpg,3.5,0,0,Lowton,2.0,False,,a,5,90,Burnley,81.0,212,51,53,177953,10622,209855,5617,0.7222918379246782,0.8743480952471769,0.8766450705816514,1.5150921411529672,0.9,6.320753856138748,12.0,Lowton,0.9,2.7,0.0,0.1,0.0,0.0,,0.0,0.0999999999999999,0.0,,0.2,0.0,0.0,0.0999999999999999,0.1,0.0,0.0,0.2999999999999999,0.5,1.4,0.09333333333333332,1.2,0.5999999999999996,2.299999999999999,1.8000000000000007,0.1000000000000014,0.6999999999999993,1.3000000000000007,0.5999999999999979,0.0,3.0,1.5,1.2999999999999998,1.1999999999999993,2.6000000000000014,0.5,1.8999999999999984,1.6000000000000014,3.0,0.0,0.3,0.0,0.0,,0.0,0.0,0.0,,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,,2.2047768476488088,10.066246544376106,2.401035374891215,1.6611955528863458,,2.9863412151656394,3.390127172136049,5.19524654437611,,1.799148273471456,5.263520640593719,2.0901271721360506,3.504776847648809,1.5970943128573352,4.026122638850533,1.598274476890541,3.478586071978621,27.811316967010494,2,3.312982082366944
111,24.971,1.9208461538461536,1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,,0.0,2,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,66,100.0,100.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81183,,,0,0,-3,3,37.4,283,42,,,0,4,0.0,0.0,0,Matej,1.0,2.085714285714286,1.9309166666666664,1.920846153846154,1.2666666666666666,13.0,17,,,,,,,,,0.0,2.6122167110443115,,2.591799259185791,2.6516306400299072,2.4987192153930664,2.476290225982666,2.591799259185791,2.1086621284484863,2.536121368408203,,,,,,,,4,1,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,25.4,265,40,False,80.0,313,37,326,,2021-11-26T14:30:18.024278Z,52,0,0,,0,,81183.jpg,1.8,0,0,Vydra,0.7,False,,a,5,90,Burnley,139.0,143,40,23,56094,15764,85912,2827,0.3693934911242603,0.4010989010989011,0.24358974358974356,0.8423467615429163,0.2,4.346800033862773,4.4,Vydra,0.2,0.6000000000000001,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.2,0.0,,0.0,1.9,2.1,0.16153846153846155,1.2,0.5999999999999996,2.299999999999999,1.8000000000000007,0.1000000000000014,0.6999999999999993,1.3000000000000007,0.5999999999999979,0.0,3.0,1.5,1.2999999999999998,1.1999999999999993,2.6000000000000014,0.5,1.8999999999999984,1.6000000000000014,7.6,0.2,0.0,0.8999999999999999,0.3,,0.0,0.1999999999999999,0.0,,,0.0,0.0,0.0,0.0999999999999999,0.2,,0.0,,1.8,1.0,6.6,2.2,,1.0,1.7999999999999998,1.0,,,1.0,1.0,1.0,3.771000000000001,1.8,,1.0,22.603360176086422,0,2.536121368408203
112,49.25826130302877,3.2838840868685844,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264,,,13.658261303028764,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,98747,,,0,0,-1,1,10.0,367,7,,,0,1,0.0,0.0,0,Nick,5.0,3.904381619087579,3.572745735752852,3.523307979060489,5.090571643892599,15.0,17,,,,,,,,,0.0,3.5506107807159424,,3.692906141281128,3.632007122039795,3.599825859069824,3.673207521438599,3.692906141281128,3.098650455474853,3.6215198040008554,,,,,,,,21,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,217,13,False,333.2,39,11,1350,,,54,0,0,,0,,98747.jpg,3.1,0,46,Pope,2.4,False,,a,5,90,Burnley,0.0,632,73,47,78587,3701,201771,3490,0.6081266827534415,0.7230336331643664,0.9426984525727036,1.4131587088130642,0.9,5.9844887256622314,8.7,Pope,0.2,0.6000000000000001,0.0,0.0,0.1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.013333333333333334,1.2,0.5999999999999996,2.299999999999999,1.8000000000000007,0.1000000000000014,0.6999999999999993,1.3000000000000007,0.5999999999999979,0.0,3.0,1.5,1.2999999999999998,1.1999999999999993,2.6000000000000014,0.5,1.8999999999999984,1.6000000000000014,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.2047768476488088,5.195246544376106,3.701035374891215,2.661195552886346,,3.98634121516564,4.09012717213605,7.19524654437611,,3.199148273471456,2.892520640593719,3.0901271721360506,3.204776847648809,1.5970943128573352,4.426122638850534,2.5982744768905413,1.8075860719786203,32.31623911857605,0,3.754605293273926
113,45.41871054949351,3.244193610678108,1,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7,0.0,1.0,0.0,0.0,,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,223,100.0,100.0,12.747710549493512,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,103914,,,0,0,-1,1,174.9,97,20,,,2,2,0.0,0.0,0,Charlie,4.2,3.886825496544298,3.801535007324711,3.523024657786914,4.823904977225934,14.0,17,,,,,,,,,0.0,3.152522563934326,,2.9697277545928955,3.2339189052581787,2.876647472381592,2.898481130599976,2.9697277545928955,2.196774244308472,3.171883583068848,,,,,,,,19,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,50.6,129,37,False,299.0,67,22,1260,,2021-10-14T13:30:10.189080Z,44,0,0,,0,,103914.jpg,3.1,0,0,Taylor,0.4,False,,a,5,90,Burnley,32.0,305,101,43,38261,3543,53109,1599,0.73731672969957,0.883369431032795,1.0963420402786213,1.546608620025578,1.0,6.05309708551927,9.8,Taylor,1.1,3.3000000000000003,0.1,0.3,0.0,0.0,,0.0,0.0,0.2,,0.0,0.0,0.1999999999999999,0.0,0.0,0.3,,0.0,0.1,1.2000000000000002,0.08571428571428573,1.2,0.5999999999999996,2.299999999999999,1.8000000000000007,0.1000000000000014,0.6999999999999993,1.3000000000000007,0.5999999999999979,0.0,3.0,1.5,1.2999999999999998,1.1999999999999993,2.6000000000000014,0.5,1.8999999999999984,1.6000000000000014,0.6000000000000001,0.0,0.0,0.0,0.0,,0.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,2.5047768476488086,6.866246544376106,2.401035374891215,1.6611955528863458,,7.586341215165639,3.0901271721360497,3.795246544376112,,1.1991482734714558,2.892520640593719,2.6901271721360507,3.204776847648809,1.2970943128573351,8.326122638850533,,1.8075860719786203,26.63362717628479,1,3.1639437675476074
