id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week24,assists_week25,assists_week26,assists_week27,assists_week28,assists_week29,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week22,bonus_week23,bonus_week24,bonus_week25,bonus_week26,bonus_week27,bonus_week28,bonus_week29,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week24,cleansheet_week25,cleansheet_week26,cleansheet_week27,cleansheet_week28,cleansheet_week29,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 31 prediction,gameweek 32 prediction,gameweek 33 prediction,gameweek 34 prediction,gameweek 35 prediction,gameweek 36 prediction,gameweek 37 prediction,gameweek 38 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week24,goals_week25,goals_week26,goals_week27,goals_week28,goals_week29,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week24,xA_week25,xA_week26,xA_week27,xA_week28,xA_week29,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week24,xGA_week25,xGA_week26,xGA_week27,xGA_week28,xGA_week29,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week24,xG_week25,xG_week26,xG_week27,xG_week28,xG_week29,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 24,xPoints week 25,xPoints week 26,xPoints week 27,xPoints week 28,xPoints week 29,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 39 prediction
529,65.371,3.440578947368421,1,,,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9,,,,,0.0,0.0,0.0,0.0,,,2.0,2.0,2.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,216,100.0,100.0,0.0,6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,66749,,,0,0,0,0,202.8,154,23,,,1,4,0.0,2.0,1,Romelu,1.0,3.2833333333333337,2.919,2.570090909090909,1.3333333333333333,19.0,29,,,,,,,,,,,,,,,,,,,,,,,0.0,3.801889181137085,3.5895278453826904,7.733003616333008,3.5302929878234863,3.9430644512176514,3.9867827892303462,3.5486807823181152,4.281179904937744,,,,,,,8,5,,,,,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,95.3,105,23,False,248.6,223,25,1208,,2021-12-17T00:30:15.590764Z,115,0,0,,0,,66749.jpg,3.3,0,0,Lukaku,7.9,False,,a,6,8,Chelsea,503.0,52,22,63,4003195,522,4382835,9576,0.29918077803203663,0.28550724637681163,0.11594202898550723,1.0145713806107137,0.1,2.9925583963808804,5.5,Lukaku,2.2,6.6000000000000005,,,,,0.0,0.0,0.0,0.0,,,0.0,0.3,0.1,,0.2000000000000001,0.0,,,0.0,,0.0,0.0,0.5,0.0,0.3999999999999999,0.1999999999999999,0.5,0.0,,4.5,6.7,0.3526315789473684,,0.3000000000000007,1.0,0.4000000000000003,0.6999999999999993,1.0,1.700000000000001,1.3999999999999986,0.5,0.3000000000000007,0.6000000000000014,0.3,0.8999999999999986,1.3000000000000007,1.3999999999999986,0.4000000000000021,0.0,0.0,0.6999999999999993,0.0,1.8000000000000007,0.1999999999999993,2.7,1.5,0.7000000000000002,1.7000000000000002,1.3999999999999997,1.5,0.0999999999999996,18.0,,,,,0.0,0.0,0.1,0.0,,,0.0999999999999996,1.5,0.4000000000000003,,0.5,0.2999999999999998,,,0.0,,0.0,0.0,0.1999999999999999,0.5999999999999999,0.1,0.0,0.7000000000000002,0.0,,1.0,,,,,1.0,1.0,1.4000000000000004,1.0,,,4.170999999999999,10.9,5.900000000000002,,6.6000000000000005,3.2,,,2.0,,1.0,1.0,4.3,7.399999999999999,3.6,2.6,6.300000000000001,2.0,,34.41442155838013,0,0.0
539,2.649677930800632,2.649677930800632,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,1.6496779308006313,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109533,,,0,0,0,0,0.1,480,180,,,0,2,0.0,0.0,0,Emerson,0.0,,,,,1.0,29,,,,,,,,,,,,,,,,,,,,,,,0.0,2.750852346420288,2.3228259086608887,5.072310447692871,2.300675630569458,2.825658798217773,2.874035596847534,2.298814535140991,3.2619872093200684,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,498,180,False,0.0,607,233,4,Joined Lyon on a season-long loan - Expected back 01 Jul,2021-08-19T19:00:10.789926Z,45,0,0,,0,,109533.jpg,1.0,0,0,Palmieri dos Santos,0.0,False,,u,6,8,Chelsea,2.0,432,166,1,868,0,2234,1,0.588817317955696,,,1.2490701552196444,0.0,5.268257882859973,0.2,Emerson,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3,0.3000000000000007,1.0,0.4000000000000003,0.6999999999999993,1.0,1.700000000000001,1.3999999999999986,0.5,0.3000000000000007,0.6000000000000014,0.3,0.8999999999999986,1.3000000000000007,1.3999999999999986,0.4000000000000021,0.0,0.0,0.6999999999999993,0.0,1.8000000000000007,0.1999999999999993,2.7,1.5,0.7000000000000002,1.7000000000000002,1.3999999999999997,1.5,0.0999999999999996,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.707160472869877,0,0.0
592,14.170355861601264,1.771294482700158,1,,0.0,,,,0.0,,,0.0,0.0,,,,,,0.0,,,,,1.0,,,,,,,,,0,,0.0,,,,0.0,,,0.0,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,49,,,3.2993558616012626,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,89335,,,0,0,-6,6,47.0,328,172,,,0,3,0.0,3.0,0,Saúl,2.0,3.2681494441107937,2.134074722055397,1.6727164813702646,5.536298888221587,8.0,29,,,,,,,,,,,,,,,,,,,,,,,0.0,2.665048599243164,2.6141719818115234,5.538566589355469,2.6275110244750977,2.7555899620056152,2.803966522216797,2.648165702819824,3.032803535461426,,,,,,,3,0,,0.0,,,,0.0,,,0.0,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,13.9,395,174,False,53.8,397,167,343,,,49,0,0,,0,,89335.jpg,1.6,0,0,Ñíguez,0.1,False,,a,6,8,Chelsea,39.0,345,172,13,40151,29,39627,147,0.36148866993880774,0.6669692743083252,1.1298569159635892,0.8001892817460308,0.4,5.037923248446718,2.7,Saúl,0.2,0.6000000000000001,,0.0,,,,0.0,,,0.0,0.0,,,,,,0.0,,,,,0.2,,,,,,,,,0.1,0.30000000000000004,0.037500000000000006,,0.3000000000000007,1.0,0.4000000000000003,0.6999999999999993,1.0,1.700000000000001,1.3999999999999986,0.5,0.3000000000000007,0.6000000000000014,,0.8999999999999986,1.3000000000000007,1.3999999999999986,0.4000000000000021,0.0,0.0,0.6999999999999993,0.0,1.8000000000000007,0.1999999999999993,,1.5,0.7000000000000002,1.7000000000000002,1.3999999999999997,1.5,0.0999999999999996,0.5,,0.0,,,,0.1,,,0.0,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,,1.0,,,,0.5,,,1.0,1.0,,,,,,1.0,,,,,5.536298888221587,,,,,,,,,24.68582391738892,1,0.0
606,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122074,,,0,0,0,0,0.0,512,33,,,0,1,0.0,1.0,0,Marcus,0.0,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,0.0,3.49768590927124,3.361255645751953,7.155169486999512,3.2794651985168457,3.6321325302124015,3.5849766731262207,3.2982583045959477,4.007326602935791,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,530,54,False,0.0,526,54,0,,,40,0,0,,0,,122074.jpg,0.0,0,0,Bettinelli,0.0,False,,a,6,8,Chelsea,0.0,475,20,0,6038,28,4556,58,,,,,0.0,7.954067587852478,0.0,Bettinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.816270351409912,0,0.0
671,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487838,,,0,0,0,0,0.0,657,264,,,0,3,0.0,1.0,0,Lewis,0.0,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,0.0,2.5420963764190674,2.553809404373169,5.569801330566406,2.5075082778930664,2.6922779083251958,2.6810142993927,2.5878031253814697,3.1840410232543945,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,663,264,False,0.0,663,264,0,,,45,0,0,,0,,487838.jpg,0.0,0,0,Hall,0.0,False,,a,6,8,Chelsea,0.0,642,263,0,293,18,172,11,,,,,0.0,5.4040781656901045,0.0,Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.31835174560547,0,0.0
672,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491785,,,0,0,0,0,0.0,661,267,,,0,3,0.0,1.0,0,Harvey,0.0,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,0.0,2.5420963764190674,2.553809404373169,5.569801330566406,2.5075082778930664,2.6922779083251958,2.6810142993927,2.5878031253814697,3.1840410232543945,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,665,266,False,0.0,665,266,0,,,45,0,0,,0,,491785.jpg,0.0,0,0,Vale,0.0,False,,a,6,8,Chelsea,0.0,646,266,0,364,13,205,16,,,,,0.0,5.4040781656901045,0.0,Vale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.31835174560547,0,0.0
690,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167767,,,0,0,0,0,0.0,604,233,,,0,2,0.0,1.0,0,Robert Kenedy,0.0,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,0.0,2.988917827606201,2.810667991638184,6.14345645904541,2.728877544403076,3.1233644485473637,3.112100839614868,2.7476706504821777,3.8031723499298096,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,612,233,False,0.0,610,234,0,,,45,0,0,,0,,167767.jpg,0.0,0,0,Nunes do Nascimento,0.0,False,,a,6,8,Chelsea,0.0,586,231,0,646,31,413,37,,,,,0.0,6.1018284691704645,0.0,Kenedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.45822811126709,0,0.0
144,104.86043495185626,4.1944173980742505,6,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,16,,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,,,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,427,100.0,100.0,7.6344349518562655,7,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,232787,1.0,,0,0,6,-6,549.2,17,13,1.0,,4,3,0.0,2.6,2,Conor,3.6,3.353092443901423,3.590690536345105,4.278997878418967,3.186090715004836,25.0,29,,,,,,,,,,,,,,,,,,,,,,,0.0,3.8787219524383545,4.2693963050842285,4.475313186645508,4.625444412231445,3.9988021850585938,4.476862907409668,4.019906044006348,3.9988021850585938,,,,,,,31,8,,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,175.1,22,15,False,631.0,17,6,2199,,2022-02-12T18:30:10.889226Z,61,0,0,,0,,232787.jpg,4.9,0,0,Gallagher,12.4,False,,a,7,31,Crystal Palace,572.0,45,27,123,4421700,12096,3470406,25949,0.687609409520369,0.5496872858854792,0.5223099532794814,1.698269963925582,0.6,5.531680193103728,20.2,Gallagher,3.2,9.6,,0.6000000000000001,0.5,0.5,0.0,0.0,0.1,0.2999999999999998,0.0,,0.1,0.0,,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.1999999999999999,5.0,8.2,0.32799999999999996,,1.0999999999999996,0.3000000000000007,1.0999999999999996,0.3000000000000007,1.799999999999999,1.0,1.4000000000000004,0.6000000000000014,0.0,2.299999999999997,0.7999999999999999,1.3000000000000007,2.1000000000000014,2.099999999999998,1.8000000000000007,0.5,1.5,2.2,0.2000000000000028,0.5,2.299999999999997,1.3,0.0,2.8,0.6000000000000005,1.6999999999999993,1.5,0.4000000000000003,25.0,,0.4000000000000001,0.6000000000000001,0.2999999999999998,0.0,0.1,0.0,0.5,0.0,,0.0,0.3,,,0.2999999999999998,0.3999999999999999,0.1000000000000005,0.0,0.2999999999999998,0.0,0.2000000000000001,0.0999999999999996,0.2,0.8,0.0,0.0,0.3,0.0999999999999998,0.0,1.6002588437228022,,8.90387108369808,10.240818220681716,6.103871083698079,2.7408182206817173,1.6652988882215871,2.6678794411714426,8.646596963941606,2.5488116360940256,,2.400258843722804,3.9493289641172216,,,5.622456428252981,3.165298888221586,2.106530659712636,2.52313016014843,6.381803158362334,2.8187307530779795,2.606530659712634,1.6002588437228022,7.172531793034013,9.042,2.060810062625218,2.319811636094026,3.682683524052735,2.723130160148429,3.270320046035639,33.74324917793274,8,0.0
146,86.31623021512806,3.5965095922970023,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444,100.0,100.0,29.31623021512806,8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40836,,,0,0,1,-1,0.0,670,74,,,0,1,0.0,2.6,9,Vicente,3.6,3.4233687164025404,3.484485535167252,3.673037689306483,3.929919663583867,24.0,29,,,,,,,,,,,,,,,,,,,,,,,0.0,3.632913589477539,3.9783549308776855,4.194659233093262,4.262743949890137,3.948928833007813,4.191535949707031,3.872892141342163,3.80387806892395,,,,,,,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.9,251,14,False,500.2,65,14,2115,,2022-02-19T20:00:13.664835Z,46,0,0,,0,,40836.jpg,3.7,0,68,Guaita,5.6,False,,a,7,31,Crystal Palace,0.0,656,65,89,814703,1455,748578,4944,0.7818499113689136,0.7442105905222914,0.8543303616486668,1.6768812438496827,0.8,6.931718847025996,19.3,Guaita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.0999999999999996,0.3000000000000007,1.0999999999999996,0.3000000000000007,1.799999999999999,1.0,1.4000000000000004,0.6000000000000014,0.0,2.299999999999997,0.7999999999999999,1.3000000000000007,2.1000000000000014,2.099999999999998,1.8000000000000007,0.5,1.5,2.2,0.2000000000000028,0.5,2.299999999999997,1.3,0.0,2.8,0.6000000000000005,1.6999999999999993,1.5,0.4000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.401035374891216,3.626278638962397,4.331484334792319,4.963272882726869,4.331484334792319,3.963272882726869,2.6611955528863467,3.4715177646857693,3.9863878557664254,,,,6.797315856468886,3.0901271721360497,1.489825713011927,,2.661195552886346,4.426122638850534,2.892520640593719,1.0,,6.426122638850534,5.401035374891216,2.09012717213605,6.0,3.243240250500872,5.195246544376104,2.730734096210939,2.892520640593719,4.681280184142556,31.88590669631958,2,0.0
147,25.57207673837602,3.1965095922970024,0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,2,,,,,0.0,0.0,0.0,2.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,97,100.0,100.0,9.77207673837602,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,49413,,,0,0,-2,2,22.0,381,137,,,1,2,0.0,-1.0,0,James,0.0,1.0,3.3108375079439027,3.354093710761819,,8.0,29,,,,,,,,,,,,,,,,,,,,,,,0.0,2.647555351257324,2.854301691055298,3.331996202468872,2.9946131706237797,2.7507853507995605,3.2907533645629883,3.046968698501587,2.647555351257324,,,,,,,11,1,,,,,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,25.1,346,120,False,140.4,317,123,545,,2022-01-13T13:30:17.509851Z,43,0,0,,0,,49413.jpg,2.1,0,0,Tomkins,0.1,False,,a,7,31,Crystal Palace,88.0,274,83,17,20286,41,23935,97,0.7433743237900006,0.23255813953488372,,1.5414938068841,0.0,5.480123065238775,4.0,Tomkins,0.4,1.2000000000000002,,,,,0.1,0.0,0.3,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,0.6,1.0,0.125,,1.0999999999999996,0.3000000000000007,1.0999999999999996,0.3000000000000007,1.799999999999999,1.0,1.4000000000000004,0.6000000000000014,0.0,2.299999999999997,,1.3000000000000007,2.1000000000000014,2.099999999999998,1.8000000000000007,0.5,1.5,2.2,0.2000000000000028,0.5,2.299999999999997,,,,,,1.5,0.4000000000000003,3.6,,,,,0.0,0.0,0.0,0.4,0.0999999999999999,,0.0999999999999999,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,4.263272882726869,2.6611955528863467,4.37151776468577,7.386387855766426,2.795246544376102,,1.001035374891216,,1.0,,,,,,,,,,,,,,,1.0,,23.564529180526733,2,0.0
148,41.09366097111376,2.7395773980742506,3,0.0,0.0,1.0,,,,,,,,,0.0,,,,,,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,0.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,3.0,229,0.0,0.0,4.580660971113759,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50471,,,0,0,-2,2,186.0,165,103,,,0,3,0.0,0.0,0,James,1.8,3.166844637146772,3.166844637146772,3.249044643164022,3.166844637146772,15.0,29,,,,,,,,,,,,,,,,,,,,,,,0.0,2.6052026748657227,2.717181921005249,2.887292861938477,2.740596055984497,2.653262138366699,2.8575799465179443,2.742682933807373,2.6052026748657227,,,,,,,14,0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.8,248,116,False,252.0,221,90,1164,Knock - Unknown return date,2022-03-05T21:00:17.710207Z,43,0,0,,0,,50471.jpg,2.9,0,0,McArthur,1.2,False,,i,7,31,Crystal Palace,81.0,285,146,43,559276,141,520142,1925,0.6371110228079653,0.7364754970108772,0.7364754970108772,1.3211415360016012,0.4,5.071860745895741,10.0,McArthur,0.9,2.7,0.0,0.0,0.3,,,,,,,,,0.0,,,,,,0.0,0.0,0.0999999999999999,,,0.1,0.0,0.0,0.1,0.2,0.0999999999999999,0.0,0.3,1.2,0.08,0.9,1.0999999999999996,0.3000000000000007,1.0999999999999996,0.3000000000000007,1.799999999999999,1.0,1.4000000000000004,0.6000000000000014,0.0,2.299999999999997,0.7999999999999999,1.3000000000000007,2.1000000000000014,2.099999999999998,1.8000000000000007,0.5,1.5,2.2,0.2000000000000028,0.5,2.299999999999997,1.3,0.0,2.8,0.6000000000000005,1.6999999999999993,1.5,0.4000000000000003,1.5,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0999999999999999,0.0,0.0,,,0.1,0.0,0.0,0.0,0.0,0.0,0.1,,2.406569659740599,2.3328710836980795,4.411818220681718,,,,,,,,,2.4493289641172216,,,,,,1.5,3.8818031583623336,4.11873075307798,,,4.843531793034012,3.0,2.060810062625218,1.848811636094026,1.7826835240527348,1.5231301601484295,6.17032004603564,21.809001207351685,3,0.0
