id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,team_name,games played,adjusted points,xG,xG_points,xG_week1,goals_week1,xPoints week 1,bonus_week1,clean_sheet_points,xGA_week1,cleansheet_week1,xA,xA_points,xA_week1,assists_week1,adjusted points per game,gameweek,xPoints,form 5,form 10,form 15,form 20,gameweek 2 prediction,gameweek 3 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,gameweek 10 prediction,gameweek 11 prediction,xPoints_next10,value,value form 5,value form 10,valuePoints metric,xG+xA,xG+xA per game
35,,,122806,0,0,0,0,0,3,2.6,2.6,7,John,7.0,False,,,60,122806.jpg,7.0,McGinn,1.2,False,,a,2,7,7,16016,16016,5508,5508,1.2,1.2,McGinn,90,1,0,0,3,0,0,0,0,0,0,0,28,40.4,2.1,13.0,5.6,21,11,166,99,84,49,65,38,2.0,,,,,,Aston Villa,1.0,2.801194211912202,0.1,0.5,0.1,1.0,2.801194211912202,0.0,0.3011942119122021,1.2,0.0,0.0,0.0,0.0,0.0,2.801194211912202,1,2.801194211912202,,,,,2.7984392642974854,3.0510153770446777,2.697049379348755,2.915316104888916,2.325061082839966,2.5609257221221924,2.935245513916016,2.790869235992432,2.558518648147583,2.353330373764038,26.98577070236206,0.46686570198536703,,,1.1435827482704246,0.1,0.1
36,,,123354,0,0,0,0,0,2,2.2,2.2,0,Kortney,0.0,False,,,45,123354.jpg,0.0,Hause,0.1,False,,a,2,7,0,309,309,968,968,0.0,0.0,Hause,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,336,133,331,131,273,108,348,133,,,,,,,Aston Villa,,,,,,,,,,,,,,,,,1,,,,,,2.786110639572144,3.215084791183472,2.7960727214813232,3.051409244537353,1.8927392959594729,2.4084126949310303,3.240185022354126,2.807685852050781,2.406005382537842,1.96167266368866,26.565378308296204,,,,,,
37,0.0,0.0,148508,0,0,0,0,0,3,0.0,0.0,0,Mahmoud Ahmed,0.0,False,Knee injury - Unknown return date,2021-06-22T11:30:10.533711Z,55,148508.jpg,0.0,Ibrahim Hassan,0.0,False,,i,2,7,0,47,47,152,152,0.0,0.0,Trézéguet,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,494,198,498,201,487,197,500,200,,,,,,,Aston Villa,,,,,,,,,,,,,,,,,1,,,,,,2.365368127822876,2.9682462215423584,2.47313928604126,2.5055413246154785,1.9457038640975952,2.274623155593872,2.8524763584136963,2.321453809738159,2.2722160816192627,1.9739729166030884,23.952741146087646,,,,,,
38,,,149484,0,0,0,0,0,2,2.7,2.7,0,Tyrone,0.0,False,,,50,149484.jpg,0.0,Mings,7.9,False,,a,2,7,0,10147,10147,47786,47786,0.0,0.0,Mings,90,0,0,0,3,0,0,0,1,0,0,0,12,15.6,0.8,0.0,1.6,119,45,208,63,413,160,201,69,,,,,,,Aston Villa,1.0,1.2047768476488083,0.0,0.0,0.0,0.0,1.2047768476488083,0.0,1.2047768476488083,1.2,0.0,0.0,0.0,0.0,0.0,1.2047768476488083,1,1.2047768476488083,,,,,2.545129776000977,3.011463165283203,2.555091857910156,2.8104286193847656,1.702620506286621,2.167431592941284,3.0365633964538574,2.5667049884796143,2.165024518966675,1.7206916809082031,24.28115010261536,0.24095536952976165,,,0.5387925858121286,0.0,0.0
39,,,169359,0,0,0,0,0,2,2.7,2.7,0,Matt,0.0,False,,,50,169359.jpg,0.0,Targett,8.8,False,,a,2,7,0,5646,5646,58780,58780,0.0,0.0,Targett,45,0,0,0,2,0,0,0,0,0,0,0,4,3.0,14.8,0.0,1.8,227,86,80,21,422,164,189,61,5.0,,6.0,,,,Aston Villa,1.0,1.2047768476488083,0.0,0.0,0.0,0.0,0.0,0.0,1.2047768476488083,1.2,0.0,0.0,0.0,0.0,0.0,1.2047768476488083,1,1.2047768476488083,,,,,2.499602794647217,2.965936183929444,2.5095648765563965,2.764901638031006,1.657093167304993,2.1219046115875244,2.9910364151000977,2.5211780071258545,2.119497537612915,1.6751643419265747,23.82587957382202,0.24095536952976165,,,0.5387925858121286,0.0,0.0
40,75.0,75.0,178301,0,0,0,0,0,4,2.2,2.2,0,Ollie,0.0,False,Knee injury - 75% chance of playing,2021-08-08T22:30:08.091938Z,75,178301.jpg,0.0,Watkins,3.4,False,,d,2,7,0,2194,2194,68135,68135,0.0,0.0,Watkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,546,69,548,70,545,68,548,70,,,,,3.0,,Aston Villa,,,,,,,,,,,,,,,,,1,,,,,,2.476409673690796,3.094992160797119,2.58418083190918,2.741708278656006,1.9457038640975952,2.3398678302764893,2.963517904281616,2.4979846477508545,2.337460517883301,1.9739729166030884,24.955798625946045,,,,,,
41,,,184704,0,0,0,0,0,3,1.5,1.5,2,Marvelous,2.0,False,,,45,184704.jpg,2.0,Nakamba,0.2,False,,a,2,7,2,4277,4277,1512,1512,0.4,0.4,Nakamba,90,0,0,0,3,0,0,0,0,0,0,0,13,6.4,6.5,0.0,1.3,195,82,128,75,298,118,211,100,,,,,,,Aston Villa,1.0,2.301194211912202,0.0,0.0,0.0,0.0,2.301194211912202,0.0,0.3011942119122021,1.2,0.0,0.0,0.0,0.0,0.0,2.301194211912202,1,2.301194211912202,,,,,2.124387264251709,2.76462459564209,2.2321584224700928,2.2645602226257324,1.6964890956878662,2.033642053604126,2.648854732513428,2.080472946166992,2.0312349796295166,1.7247583866119385,21.60118269920349,0.5113764915360449,,,1.0847933547135675,0.0,0.0
42,,,193488,0,0,0,0,0,3,2.6,2.6,1,Anwar,1.0,False,,,60,193488.jpg,1.0,El Ghazi,1.1,False,,a,2,7,1,2375,2375,11215,11215,0.2,0.2,El Ghazi,59,0,0,0,2,0,0,0,0,0,0,0,1,1.4,2.7,4.0,0.8,249,113,156,94,142,81,238,110,3.0,,3.0,,1.0,,Aston Villa,1.0,1.3011942119122022,0.0,0.0,0.0,0.0,1.0,0.0,0.3011942119122021,1.2,0.0,0.0,0.0,0.0,0.0,1.3011942119122022,1,1.3011942119122022,,,,,2.045719861984253,2.685957193374634,2.1534910202026367,2.1858930587768555,1.6178215742111206,1.9549752473831177,2.570187330245972,2.001805067062378,1.95256781578064,1.6460908651351929,20.8145090341568,0.21686570198536703,,,0.53121031257463,0.0,0.0
43,100.0,100.0,195546,0,0,0,0,0,3,2.8,2.8,2,Emiliano,2.0,False,,2021-08-09T06:00:12.461389Z,65,195546.jpg,2.0,Buendía Stati,5.3,False,,a,2,7,2,14149,14149,35244,35244,0.3,0.3,Buendía,71,0,0,0,3,0,0,0,0,0,0,0,6,4.2,5.3,10.0,2.0,211,94,136,80,97,56,185,91,1.0,,,,,,Aston Villa,1.0,2.301194211912202,0.0,0.0,0.0,0.0,2.301194211912202,0.0,0.3011942119122021,1.2,0.0,0.0,0.0,0.0,0.0,2.301194211912202,1,2.301194211912202,,,,,2.045719861984253,2.685957193374634,2.1534910202026367,2.1858930587768555,1.6178215742111206,1.9549752473831177,2.570187330245972,2.001805067062378,1.95256781578064,1.6460908651351929,20.8145090341568,0.3540298787557234,,,0.9026026300851606,0.0,0.0
44,,,199796,0,0,0,0,0,2,2.7,2.7,1,Matthew,1.0,False,,,50,199796.jpg,1.0,Cash,1.9,False,,a,2,7,1,6016,6016,10171,10171,0.2,0.2,Cash,90,0,0,0,3,0,0,0,0,0,0,0,21,14.8,13.7,1.0,3.0,126,49,87,22,183,57,137,42,,,,,,,Aston Villa,1.0,2.2047768476488088,0.0,0.0,0.0,0.0,2.2047768476488088,0.0,1.2047768476488083,1.2,0.0,0.0,0.0,0.0,0.0,2.2047768476488088,1,2.2047768476488088,,,,,2.6047070026397705,2.892540216445923,2.61466908454895,2.8700056076049805,1.762197732925415,2.227009057998657,2.917640447616577,2.626282215118408,2.2246017456054688,1.780268907546997,24.519922018051147,0.4409553695297618,,,0.9860061813120867,0.0,0.0
45,,,199798,0,0,0,0,0,2,2.7,2.7,1,Ezri,1.0,False,,,50,199798.jpg,1.0,Konsa Ngoyo,1.1,False,,a,2,7,1,2018,2018,5491,5491,0.2,0.2,Konsa,90,0,0,0,3,0,0,0,0,0,0,0,15,19.6,1.3,2.0,2.3,98,34,186,55,161,50,166,54,,,,,,,Aston Villa,1.0,2.2047768476488088,0.0,0.0,0.0,0.0,2.2047768476488088,0.0,1.2047768476488083,1.2,0.0,0.0,0.0,0.0,0.0,2.2047768476488088,1,2.2047768476488088,,,,,2.545129776000977,3.011463165283203,2.555091857910156,2.8104286193847656,1.702620506286621,2.167431592941284,3.0365633964538574,2.5667049884796143,2.165024518966675,1.7206916809082031,24.28115010261536,0.4409553695297618,,,0.9860061813120867,0.0,0.0
46,75.0,75.0,203368,0,0,0,0,0,2,1.7,1.7,0,Frédéric,0.0,False,Knock - 75% chance of playing,2021-08-09T06:00:12.479730Z,45,203368.jpg,0.0,Guilbert,0.0,False,,d,2,7,0,24,24,296,296,0.0,0.0,Guilbert,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,363,145,362,144,311,125,375,145,,,,,,,Aston Villa,,,,,,,,,,,,,,,,,1,,,,,,2.786110639572144,3.215084791183472,2.7960727214813232,3.051409244537353,1.8927392959594729,2.4084126949310303,3.240185022354126,2.807685852050781,2.406005382537842,1.96167266368866,26.565378308296204,,,,,,
47,,,213345,0,0,0,0,0,4,2.1,2.1,0,Wesley,0.0,False,,,55,213345.jpg,0.0,Moraes,0.3,False,,a,2,7,0,2605,2605,3559,3559,0.0,0.0,Wesley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,509,56,512,60,502,54,515,60,,,,,,,Aston Villa,,,,,,,,,,,,,,,,,1,,,,,,2.476409673690796,3.094992160797119,2.58418083190918,2.741708278656006,1.9457038640975952,2.3398678302764893,2.963517904281616,2.4979846477508545,2.337460517883301,1.9739729166030884,24.955798625946045,,,,,,
48,0.0,0.0,217487,0,0,0,0,0,4,0.0,0.0,0,Mbwana Ally,0.0,False,Transferred to Fenerbahce,2021-07-11T07:37:45.166277Z,55,217487.jpg,0.0,Samatta,0.0,False,,u,2,7,0,0,0,22,22,0.0,0.0,Samatta,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,511,58,513,61,504,56,516,61,,,,,,,Aston Villa,,,,,,,,,,,,,,,,,1,,,,,,2.476409673690796,3.094992160797119,2.58418083190918,2.741708278656006,1.9457038640975952,2.3398678302764893,2.963517904281616,2.4979846477508545,2.337460517883301,1.9739729166030884,24.955798625946045,,,,,,
49,25.0,25.0,221239,0,0,0,0,0,4,0.4,0.4,0,Keinan,0.0,False,Knock - 25% chance of playing,2021-08-09T06:00:12.498773Z,45,221239.jpg,0.0,Davis,2.3,False,,d,2,7,0,6014,6014,16875,16875,0.0,0.0,Davis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,378,35,377,41,328,33,390,41,,,,,,,Aston Villa,,,,,,,,,,,,,,,,,1,,,,,,2.476409673690796,3.094992160797119,2.58418083190918,2.741708278656006,1.9457038640975952,2.3398678302764893,2.963517904281616,2.4979846477508545,2.337460517883301,1.9739729166030884,24.955798625946045,,,,,,
50,75.0,0.0,230046,0,0,0,0,0,3,1.1,0.0,0,Douglas Luiz,0.0,False,Lack of match fitness - 75% chance of playing,2021-08-13T10:00:09.099732Z,45,230046.jpg,0.0,Soares de Paulo,0.9,False,,d,2,7,0,585,585,11079,11079,0.0,0.0,Douglas Luiz,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,386,147,385,153,338,133,397,152,,,5.0,,,,Aston Villa,,,,,,,,,,,,,,,,,1,,,,,,2.365368127822876,2.9682462215423584,2.47313928604126,2.5055413246154785,1.9457038640975952,2.274623155593872,2.8524763584136963,2.321453809738159,2.2722160816192627,1.9739729166030884,23.952741146087646,,,,,,
51,,,232653,0,0,0,0,0,3,1.5,1.5,1,Jacob,1.0,False,,,45,232653.jpg,1.0,Ramsey,0.4,False,,a,2,7,1,2200,2200,2350,2350,0.2,0.2,Ramsey,45,0,0,0,1,0,0,0,0,0,0,0,2,0.6,12.1,5.0,1.8,258,119,99,63,122,69,188,93,,,,,,,Aston Villa,1.0,1.3011942119122022,0.0,0.0,0.0,0.0,1.0,0.0,0.3011942119122021,1.2,0.0,0.0,0.0,0.0,0.0,1.3011942119122022,1,1.3011942119122022,,,,,2.045719861984253,2.685957193374634,2.1534910202026367,2.1858930587768555,1.6178215742111206,1.9549752473831177,2.570187330245972,2.001805067062378,1.95256781578064,1.6460908651351929,20.8145090341568,0.2891542693138227,,,0.6133888339225358,0.0,0.0
52,,,18892,0,0,0,0,0,2,2.7,2.7,1,Ashley,1.0,False,,,50,18892.jpg,1.0,Young,1.0,False,,a,2,7,1,5748,5748,5772,5772,0.2,0.2,Young,90,0,0,0,3,0,0,0,0,0,0,0,13,8.4,22.7,6.0,3.7,174,72,47,12,114,25,115,33,,,,,,,Aston Villa,1.0,2.5047768476488086,0.0,0.0,0.0,0.0,2.5047768476488086,0.0,1.2047768476488083,1.2,0.0,0.1,0.3,0.1,0.0,2.5047768476488086,1,2.5047768476488086,,,,,2.666994333267212,3.3603157997131348,2.722786664962769,2.93229341506958,1.809073567390442,2.209435224533081,3.38541579246521,2.6885695457458496,2.207028150558472,1.827144742012024,25.809057235717773,0.5009553695297617,,,1.120170259962074,0.1,0.1
283,,,180804,0,0,0,0,0,2,2.2,2.2,0,Axel,0.0,False,,,45,180804.jpg,0.0,Tuanzebe,0.8,False,,a,2,7,0,2522,2522,5552,5552,0.0,0.0,Tuanzebe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,351,138,350,137,295,115,363,138,,,,,,,Aston Villa,,,,,,,,,,,,,,,,,1,,,,,,2.786110639572144,3.215084791183472,2.7960727214813232,3.051409244537353,1.8927392959594729,2.4084126949310303,3.240185022354126,2.807685852050781,2.406005382537842,1.96167266368866,26.565378308296204,,,,,,
337,,,84939,0,0,0,0,0,4,3.0,3.0,7,Danny,7.0,False,,,80,84939.jpg,7.0,Ings,38.4,False,,a,2,7,7,128440,128440,94154,94154,0.9,0.9,Ings,90,1,0,0,3,0,0,0,0,0,0,1,29,34.2,0.9,25.0,6.0,34,8,203,27,49,13,58,12,,,,,2.0,,Aston Villa,1.0,5.720000000000001,0.8,2.72,0.8,1.0,6.2,1.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,5.720000000000001,1,5.720000000000001,,,,,3.9237310886383057,5.697577953338623,5.420274257659912,4.574417591094971,4.008941650390625,3.995127439498901,5.596326351165772,4.214963436126709,4.203720569610596,4.217535495758057,45.85261583328247,0.7150000000000001,,,2.022325394193526,0.8,0.8
492,,,215711,0,0,0,0,0,3,2.8,2.8,4,Leon,4.0,False,,,65,215711.jpg,4.0,Bailey,2.7,False,,a,2,7,4,19664,19664,16601,16601,0.6,0.6,Bailey,30,0,1,0,1,0,0,0,0,0,0,0,14,20.0,14.8,21.0,5.6,93,37,82,53,58,35,66,39,,,1.0,,,,Aston Villa,1.0,2.872194211912202,0.1,0.5,0.1,0.0,2.571,0.0,0.3011942119122021,1.2,0.0,0.1,0.3,0.1,1.0,2.872194211912202,1,2.872194211912202,,,,,2.704819679260254,3.3726065158843994,2.7349815368652344,2.8449926376342773,2.110414743423462,2.383119344711304,3.3328356742858887,2.660905361175537,2.3807120323181152,2.138684034347534,26.66407155990601,0.44187603260187724,,,1.1265672564129667,0.2,0.2
496,,,447715,0,0,0,0,0,3,1.5,1.5,0,Aaron,0.0,False,,,45,447715.jpg,0.0,Ramsey,0.2,False,,a,2,7,0,895,895,1143,1143,0.0,0.0,Ramsey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,407,155,404,160,362,142,416,159,,,,,,,Aston Villa,,,,,,,,,,,,,,,,,1,,,,,,2.365368127822876,2.9682462215423584,2.47313928604126,2.5055413246154785,1.9457038640975952,2.274623155593872,2.8524763584136963,2.321453809738159,2.2722160816192627,1.9739729166030884,23.952741146087646,,,,,,
497,,,481624,0,0,0,0,0,3,1.9,1.9,0,Jaden,0.0,False,,,50,481624.jpg,0.0,Philogene-Bidace,0.0,False,,a,2,7,0,43,43,214,214,0.0,0.0,Philogene-Bidace,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,469,186,473,191,452,181,478,190,,,,,,,Aston Villa,,,,,,,,,,,,,,,,,1,,,,,,2.365368127822876,2.9682462215423584,2.47313928604126,2.5055413246154785,1.9457038640975952,2.274623155593872,2.8524763584136963,2.321453809738159,2.2722160816192627,1.9739729166030884,23.952741146087646,,,,,,
526,,,478912,0,0,0,0,0,3,1.5,1.5,0,Carney,0.0,False,,,45,478912.jpg,0.0,Chukwuemeka,0.0,False,,a,2,7,0,299,299,242,242,0.0,0.0,Chukwuemeka,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,415,159,412,164,371,147,424,163,,,,,,,Aston Villa,,,,,,,,,,,,,,,,,1,,,,,,2.365368127822876,2.9682462215423584,2.47313928604126,2.5055413246154785,1.9457038640975952,2.274623155593872,2.8524763584136963,2.321453809738159,2.2722160816192627,1.9739729166030884,23.952741146087646,,,,,,
76,,,61810,0,0,0,0,0,2,1.2,0.7,6,Pontus,6.0,False,,,45,61810.jpg,6.0,Jansson,0.7,False,,a,3,94,6,7897,7897,2413,2413,1.3,1.3,Jansson,90,0,0,1,0,0,0,0,0,0,0,0,22,10.8,0.0,0.0,1.1,158,63,312,117,250,91,222,76,,,,,,,Brentford,1.0,2.892520640593719,0.0,0.0,0.0,0.0,2.892520640593719,0.0,0.8925206405937193,1.5,1.0,0.0,0.0,0.0,0.0,2.892520640593719,1,2.892520640593719,,,,,2.129521608352661,3.048936605453491,2.941100597381592,2.8411152362823486,2.8990345001220703,1.8750065565109253,1.8750065565109253,3.083117961883545,3.0910027027130127,2.941100597381592,26.724942922592163,0.642782364576382,,,1.36354730645725,0.0,0.0
77,,,128295,0,0,0,0,0,3,0.9,0.4,8,Christian,8.0,False,,,50,128295.jpg,8.0,Nørgaard,0.9,False,,a,3,94,8,40193,40193,7103,7103,1.6,1.6,Nørgaard,90,1,0,1,0,0,0,0,0,0,0,0,25,38.4,1.8,40.0,8.0,23,12,171,103,25,14,34,19,,,,,,,Brentford,1.0,5.72313016014843,0.7,3.5,0.7,1.0,5.72313016014843,0.0,0.2231301601484298,1.5,1.0,0.0,0.0,0.0,0.0,5.72313016014843,1,5.72313016014843,,,,,4.0381269454956055,4.261289119720459,4.045434951782227,3.758138418197632,3.7192463874816895,4.051941871643066,4.051941871643066,4.070857048034668,4.360518932342529,4.045434951782227,40.40293049812317,1.144626032029686,,,2.559461616434229,0.7,0.7
78,,,144485,0,0,0,0,0,4,1.6,1.1,2,Ivan,2.0,False,,,65,144485.jpg,2.0,Toney,29.9,False,,a,3,94,2,88871,88871,91043,91043,0.3,0.3,Toney,90,0,0,1,0,0,0,0,0,0,0,0,4,6.2,15.8,4.0,2.6,200,17,74,8,145,27,154,20,,,2.0,,1.0,,Brentford,1.0,2.3,0.0,0.0,0.0,0.0,2.3,0.0,0.0,1.5,1.0,0.1,0.3,0.1,0.0,2.3,1,2.3,,,,,1.6701325178146362,2.15793251991272,2.0500967502593994,1.9268149137496948,2.008030414581299,1.5279898643493652,1.5279898643493652,2.192113876342773,2.199998617172241,2.0500967502593994,19.311196088790894,0.3538461538461538,,,0.9021342216356465,0.1,0.1
79,,,154138,0,0,0,0,0,3,1.4,0.9,0,Tariqe,0.0,False,,,55,154138.jpg,0.0,Fosu-Henry,0.1,False,,a,3,94,0,204,204,1653,1653,0.0,0.0,Fosu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,496,200,500,203,489,199,502,202,,,,,,,Brentford,,,,,,,,,,,,,,,,,1,,,,,,2.074481248855591,2.442577600479126,2.3943779468536377,2.2769458293914795,2.352311849594116,1.924408197402954,1.9840482473373413,2.417119026184082,2.4250035285949707,2.3943779468536377,22.685651421546936,,,,,,
80,,,154561,0,0,0,0,0,1,1.3,0.8,8,David,8.0,False,,,45,154561.jpg,8.0,Raya Martin,3.4,False,,a,3,94,8,72800,72800,10130,10130,1.8,1.8,Raya,90,0,0,1,0,0,0,0,0,0,4,1,30,27.8,0.0,0.0,2.8,54,7,339,32,281,31,144,7,,,,,,,Brentford,1.0,4.89252064059372,0.0,0.0,0.0,0.0,4.89252064059372,1.0,0.8925206405937193,1.5,1.0,0.0,0.0,0.0,0.0,4.89252064059372,1,4.89252064059372,,,,,3.5965516567230225,4.3137311935424805,3.877615451812744,3.857369899749756,3.883967161178589,3.5692660808563232,3.5692660808563232,4.156400203704834,4.299559116363525,3.877615451812744,39.00134229660034,1.0872268090208266,,,2.306356348039314,0.0,0.0
81,,,174932,0,0,0,0,0,3,1.4,0.9,11,Sergi,11.0,False,,,55,174932.jpg,11.0,Canós,2.3,False,,a,3,94,11,105622,105622,13892,13892,2.0,2.0,Canós,90,1,0,1,0,0,0,0,0,0,0,3,33,60.2,14.8,35.0,11.0,6,4,81,52,31,17,18,10,2.0,,,,,,Brentford,1.0,6.82313016014843,0.2,1.0,0.2,1.0,6.82313016014843,3.0,0.2231301601484298,1.5,1.0,0.2,0.6000000000000001,0.2,0.0,6.82313016014843,1,6.82313016014843,,,,,3.900472640991211,4.1857099533081055,3.936922311782837,3.787688732147217,3.626282215118408,3.8910813331604,3.8910813331604,4.0483222007751465,4.313995361328125,3.936922311782837,39.51847839355469,1.2405691200269873,,,2.9093924758624325,0.4,0.4
82,0.0,0.0,183656,0,0,0,0,0,3,0.0,0.0,0,Pelenda Joshua,0.0,False,Hip injury - Unknown return date,2021-08-09T06:00:12.543954Z,55,183656.jpg,0.0,Dasilva,0.0,False,,i,3,94,0,35,35,503,503,0.0,0.0,Dasilva,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,503,205,506,207,495,203,509,207,,,,,2.0,,Brentford,,,,,,,,,,,,,,,,,1,,,,,,2.074481248855591,2.442577600479126,2.3943779468536377,2.2769458293914795,2.352311849594116,1.924408197402954,1.9840482473373413,2.417119026184082,2.4250035285949707,2.3943779468536377,22.685651421546936,,,,,,
83,,,194010,0,0,0,0,0,2,1.2,0.7,6,Rico,6.0,False,,,45,194010.jpg,6.0,Henry,0.9,False,,a,3,94,6,13857,13857,3384,3384,1.3,1.3,Henry,90,0,0,1,0,0,0,0,0,0,0,0,22,13.2,1.3,2.0,1.7,138,58,184,53,156,46,196,65,,,,,,,Brentford,1.0,2.892520640593719,0.0,0.0,0.0,0.0,2.892520640593719,0.0,0.8925206405937193,1.5,1.0,0.0,0.0,0.0,0.0,2.892520640593719,1,2.892520640593719,,,,,2.129521608352661,3.048936605453491,2.941100597381592,2.8411152362823486,2.8990345001220703,1.8750065565109253,1.8750065565109253,3.083117961883545,3.0910027027130127,2.941100597381592,26.724942922592163,0.642782364576382,,,1.36354730645725,0.0,0.0
84,,,204580,0,0,0,0,0,3,0.9,0.4,3,Vitaly,3.0,False,,,50,204580.jpg,3.0,Janelt,0.1,False,,a,3,94,3,500,500,367,367,0.6,0.6,Janelt,90,0,0,1,0,0,0,0,0,0,0,0,6,6.2,1.4,2.0,1.0,198,84,178,108,163,86,228,106,4.0,,,,,,Brentford,1.0,2.22313016014843,0.0,0.0,0.0,0.0,2.22313016014843,0.0,0.2231301601484298,1.5,1.0,0.0,0.0,0.0,0.0,2.22313016014843,1,2.22313016014843,,,,,1.6358860731124878,1.9527629613876345,1.904563307762146,1.846771478652954,1.8624972105026243,1.5361874103546145,1.5361874103546145,1.986944556236267,1.994829058647156,1.904563307762146,18.161192774772644,0.444626032029686,,,0.9942140321843767,0.0,0.0
85,,,205836,0,0,0,0,0,3,1.4,0.9,0,Saman,0.0,False,,,55,205836.jpg,0.0,Ghoddos,0.1,False,,a,3,94,0,84,84,635,635,0.0,0.0,Ghoddos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,507,207,510,209,499,205,513,209,,,4.0,,,,Brentford,,,,,,,,,,,,,,,,,1,,,,,,2.074481248855591,2.442577600479126,2.3943779468536377,2.2769458293914795,2.352311849594116,1.924408197402954,1.9840482473373413,2.417119026184082,2.4250035285949707,2.3943779468536377,22.685651421546936,,,,,,
86,0.0,0.0,207283,0,0,0,0,0,3,0.0,0.0,0,Mathias,0.0,False,Foot injury - Unknown return date,2021-08-12T07:00:05.877357Z,50,207283.jpg,0.0,Jensen,0.0,False,,i,3,94,0,34,34,677,677,0.0,0.0,Jensen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,458,180,462,185,436,174,467,184,1.0,,1.0,,,,Brentford,,,,,,,,,,,,,,,,,1,,,,,,2.074481248855591,2.442577600479126,2.3943779468536377,2.2769458293914795,2.352311849594116,1.924408197402954,1.9840482473373413,2.417119026184082,2.4250035285949707,2.3943779468536377,22.685651421546936,,,,,,
87,,,213687,0,0,0,0,0,2,0.5,0.0,0,Charlie,0.0,False,,,40,213687.jpg,0.0,Goode,1.3,False,,a,3,94,0,4287,4287,8193,8193,0.0,0.0,Goode,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,281,100,272,97,206,67,294,101,,,,,,,Brentford,,,,,,,,,,,,,,,,,1,,,,,,2.208270788192749,2.98844575881958,2.88060998916626,2.697688341140747,2.8385438919067383,1.9121071100234983,1.9717479944229128,2.962986946105957,2.970871686935425,2.88060998916626,26.311882495880127,,,,,,
88,,,216620,0,0,0,0,0,4,1.1,0.6,1,Marcus,1.0,False,,,55,216620.jpg,1.0,Forss,0.2,False,,a,3,94,1,2763,2763,2289,2289,0.2,0.2,Forss,4,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.3,0.0,0.1,510,57,188,21,503,55,273,33,,,,,,,Brentford,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,,,,,1.6601604223251345,2.1889305114746094,2.081094741821289,1.9578129053115845,2.039028644561768,1.4952173233032229,1.4952173233032229,2.223112106323242,2.230996608734131,2.081094741821289,19.45266532897949,0.18181818181818182,,,0.4264014327112209,0.0,0.0
89,,,226956,0,0,0,0,0,2,1.2,0.7,0,Mads,0.0,False,,,45,226956.jpg,0.0,Roerslev Rasmussen,0.1,False,,a,3,94,0,59,59,947,947,0.0,0.0,Roerslev,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,384,151,383,151,334,132,395,151,,,,,,,Brentford,,,,,,,,,,,,,,,,,1,,,,,,2.208270788192749,2.98844575881958,2.88060998916626,2.697688341140747,2.8385438919067383,1.9121071100234983,1.9717479944229128,2.962986946105957,2.970871686935425,2.88060998916626,26.311882495880127,,,,,,
