id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week24,assists_week25,assists_week26,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week22,bonus_week23,bonus_week24,bonus_week25,bonus_week26,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week24,cleansheet_week25,cleansheet_week26,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 31 prediction,gameweek 32 prediction,gameweek 33 prediction,gameweek 34 prediction,gameweek 35 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week24,goals_week25,goals_week26,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week24,xA_week25,xA_week26,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week24,xGA_week25,xGA_week26,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week24,xG_week25,xG_week26,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 24,xPoints week 25,xPoints week 26,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 36 prediction
238,13.675550105294588,2.735110021058917,0,,,,,,,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,0.0,,,0,,,,,,,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,0.0,,,30,100.0,100.0,7.675550105294588,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171287,,,0,0,-3,3,20.3,371,132,,,0,2,0.0,3.5,2,Joseph,0.5,1.932438618822964,1.932438618822964,1.699328964117223,2.398657928234446,5.0,26,,,,,,,,,,,,,,,,,,,0.0,1.536324977874756,3.5543413162231445,,1.6868531703948977,2.7736387252807617,1.268424391746521,2.124751329421997,2.042026996612549,2.9572761058807373,,,,,,,2,0,,,,,,,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,0.0,,,4.6,435,158,False,23.8,428,162,105,,2022-02-07T22:30:15.386633Z,47,0,0,,0,,171287.jpg,1.2,0,0,Gomez,0.4,False,,a,11,14,Liverpool,2.0,427,162,6,18927,150,61568,168,0.5819383023529611,0.41115715294105615,0.51035275068818,1.261612175909696,0.1,4.150292036381174,1.3,Gomez,0.0,0.0,,,,,,,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,0.0,,1.0999999999999996,1.0,0.3000000000000007,1.0999999999999996,0.5999999999999996,0.200000000000001,0.2999999999999989,0.4000000000000003,3.299999999999999,0.0,0.7000000000000002,0.6000000000000014,1.3000000000000007,0.5,2.2,0.3000000000000007,0.8000000000000007,0.7999999999999972,0.7999999999999998,1.3000000000000005,0.8999999999999995,1.9000000000000004,1.0999999999999996,0.5,1.5,0.0,,,,,,,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,0.0,,,3.797315856468892,,,,,,,,,,1.0,,1.0,,,,1.0,,,3.797315856468892,,,,,1.0,,,19.50637257099152,0,1.5627355575561523
239,35.760107568441484,2.7507775052647294,1,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,0.0,1.0,2,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,,0.0,2.0,156,100.0,100.0,4.989107568441482,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,175592,,,0,0,0,0,149.9,176,107,,,1,3,0.0,4.9,2,Naby,1.2,1.922590182605947,1.922590182605947,2.8595779906107497,2.849328964117221,13.0,26,,,,,,,,,,,,,,,,,,,0.0,1.736711859703064,4.009446144104004,,1.9401859045028689,2.446930170059204,1.3318636417388916,2.337199449539185,2.2387402057647705,2.63056755065918,,,,,,,4,2,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,0.0,1.0,,,0.0,1.0,52.5,217,103,False,212.0,233,91,677,,2022-01-01T17:00:19.078320Z,50,0,0,,0,,175592.jpg,3.0,0,0,Keita,0.2,False,,a,11,14,Liverpool,161.0,180,98,39,47768,144,57835,244,0.5501555010529459,0.38451803652118943,0.5698657928234442,1.2301850985498441,0.2,4.073666310310363,7.8,Keita,1.0,3.0,0.2,0.0,,,,,,,0.0,0.0999999999999999,,0.0,0.0,0.0,,,,0.0,0.0999999999999999,,0.0,0.0,,,0.0,0.7,1.2,2.2,0.16923076923076924,1.4,1.0999999999999996,1.0,0.3000000000000007,1.0999999999999996,0.5999999999999996,0.200000000000001,0.2999999999999989,0.4000000000000003,3.299999999999999,0.0,0.7000000000000002,0.6000000000000014,1.3000000000000007,0.5,2.2,0.3000000000000007,0.8000000000000007,0.7999999999999972,0.7999999999999998,1.3000000000000005,0.8999999999999995,1.9000000000000004,1.0999999999999996,0.5,1.5,6.0,0.0,0.0,,,,,,,0.0999999999999999,0.0999999999999999,,0.0,0.1,0.0,,,,0.0999999999999998,0.0,,0.0,0.1,,,0.1,0.6000000000000001,2.7493289641172227,2.8465969639416064,1.0,,,,,,,1.5,1.83688316740124,,2.4965853037914094,1.5000000000000004,1.0,,,,2.94932896411722,2.7493289641172227,,1.0,1.5,,,3.106530659712633,10.09413016014843,20.36833155155182,1,1.696686625480652
240,134.63988262108876,5.853907940047337,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,352,50.0,25.0,8.826882621088776,11,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,194634,,,0,0,9,-9,377.1,53,37,,,2,3,0.0,2.7,0,Diogo,4.2,5.7785873351652,6.520763874990261,5.821459474111256,6.482288009689171,23.0,26,,,,,,,,,,,,,,,,,,,0.0,4.582489967346191,9.674320220947266,,4.834317684173584,5.167729377746582,3.614777803421021,5.091829776763916,5.091829776763916,5.886342525482178,,,,,,,14,12,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,1.0,0.0,,1.0,190.8,8,6,True,541.6,24,11,1654,Ankle injury - 50% chance of playing,2022-02-16T23:00:18.672553Z,84,0,0,,0,,194634.jpg,5.5,0,0,Jota,22.9,False,,d,11,14,Liverpool,998.0,5,3,126,5916548,3279,4906913,314706,0.6968938023865877,0.6879270637101429,0.771700953534425,2.019790128493707,0.5,5.768108112471444,15.0,Jota,4.0,12.0,0.0,0.0,0.1,0.0,0.1,0.6000000000000001,0.0,0.0,0.0,0.1,,0.1,0.1999999999999997,0.2000000000000001,0.0,0.0,0.3999999999999999,0.0,,0.0,1.5,0.0,0.2999999999999998,0.0,,0.3999999999999999,13.1,17.1,0.7434782608695653,1.4,1.0999999999999996,1.0,0.3000000000000007,1.0999999999999996,0.5999999999999996,0.200000000000001,0.2999999999999989,0.4000000000000003,3.299999999999999,0.0,0.7000000000000002,0.6000000000000014,1.3000000000000007,0.5,2.2,0.3000000000000007,0.8000000000000007,0.7999999999999972,0.7999999999999998,1.3000000000000005,0.8999999999999995,1.9000000000000004,1.0999999999999996,0.5,1.5,65.5,0.7,0.0,0.0999999999999996,1.1000000000000003,1.9,0.2999999999999998,0.9000000000000004,0.4000000000000003,1.0999999999999996,0.1999999999999993,,0.2,0.3000000000000007,0.0999999999999996,0.9000000000000004,0.0,1.1999999999999993,0.4000000000000003,,0.2999999999999999,0.1999999999999999,1.0,0.8999999999999999,0.1,,0.8000000000000003,,5.746596963941607,1.0,3.167879441171441,8.24081822068172,13.132871083698078,6.848811636094027,7.318730753077983,3.0000000000000018,8.170320046035638,3.3368831674012367,,3.796585303791409,4.648811636094029,4.143531793034011,7.106530659712635,2.8818031583623336,12.940818220681711,3.0000000000000018,,2.5,7.7725317930340125,7.406569659740599,7.549568619222635,1.83287108369808,,8.19413016014843,48.45210814476013,1,4.508471012115479
241,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,197464,,,0,0,-3,3,0.0,556,221,,,0,2,0.0,0.0,0,Nathaniel,0.0,,,,,,26,,,,,,,,,,,,,,,,,,,0.0,1.728187084197998,3.874664545059204,,1.8397293090820312,2.904448747634888,1.354106307029724,2.232558488845825,2.0901942253112797,3.0880861282348637,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,571,221,False,0.0,567,221,0,Joined Bournemouth on loan until the end of the season - Expected back 01 Jul,2021-12-10T12:30:13.078968Z,42,0,0,,0,,197464.jpg,0.0,0,0,Phillips,0.1,False,,u,11,14,Liverpool,0.0,521,213,0,4620,0,23218,57,,,,,0.0,4.958949174199785,0.0,Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8275865316391,0,1.715611696243286
242,7.070220042117835,3.5351100210589177,0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,52,100.0,100.0,3.070220042117835,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,200720,,,0,0,-2,2,0.0,566,58,,,0,1,0.0,2.5,0,Caoimhin,0.0,3.0901271721360497,3.0901271721360497,3.758124905493292,,2.0,26,,,,,,,,,,,,,,,,,,,0.0,3.4661498069763184,7.101245403289795,,3.585311889648437,3.7776384353637695,3.3706271648406982,3.674573421478272,3.694023609161377,3.985785484313965,,,,,,,2,0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,4.6,433,32,False,46.2,397,32,180,,2021-10-26T17:00:11.009904Z,43,0,0,,0,,200720.jpg,4.0,0,6,Kelleher,0.1,False,,a,11,14,Liverpool,0.0,533,46,8,13824,57,16860,126,0.8221186095485855,0.7186342260781511,,1.7047814332383575,0.0,8.406492000402407,1.9,Kelleher,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,,1.0999999999999996,1.0,0.3000000000000007,1.0999999999999996,0.5999999999999996,0.200000000000001,0.2999999999999989,0.4000000000000003,3.299999999999999,0.0,,0.6000000000000014,1.3000000000000007,0.5,2.2,0.3000000000000007,0.8000000000000007,0.7999999999999972,,,,,,0.5,1.5,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,3.0901271721360497,,,,,,,,,,,4.426122638850534,,36.14791560173035,0,3.492560386657715
243,20.645770147412424,2.949395735344632,0,,0.0,,,0.0,,,,0.0,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,0,,0.0,,,0.0,,,,0.0,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,135,,,10.745770147412422,3,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,1.0,204716,,,0,0,-4,4,13.4,394,145,,,0,2,0.0,2.5,0,Ibrahima,0.0,2.1729800086278552,2.4626060901689715,2.512404889343653,,7.0,26,,,,,,,,,,,,,,,,,,,0.0,2.186138391494751,4.906069755554199,,2.3366661071777344,2.983952283859253,1.8198702335357664,2.826666831970215,2.7439424991607666,3.1675896644592285,,,,,,,7,0,,0.0,,,0.0,,,,0.0,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,16.4,372,136,False,139.0,298,112,630,,,51,0,0,,0,,204716.jpg,3.0,0,0,Konaté,1.1,False,,a,11,14,Liverpool,12.0,387,143,21,86959,675,244399,1277,0.5783128892832612,0.4260745114956579,,1.3060143832848408,0.0,4.937930294111663,4.1,Konaté,0.1,0.3,,0.0,,,0.0,,,,0.0,0.0,,,,0.0,,,,,,,,0.1,,,,0.0,0.1,0.2,0.028571428571428574,,1.0999999999999996,1.0,0.3000000000000007,1.0999999999999996,0.5999999999999996,0.200000000000001,0.2999999999999989,0.4000000000000003,3.299999999999999,0.0,,0.6000000000000014,1.3000000000000007,0.5,2.2,0.3000000000000007,0.8000000000000007,0.7999999999999972,,,0.8999999999999995,1.9000000000000004,1.0999999999999996,0.5,1.5,0.6000000000000001,,0.0,,,0.0,,,,0.0,0.0,,,,0.1,,,,,,,,0.0,,,,0.0,,,2.331484334792319,,,3.331484334792319,,,,4.681280184142556,0.1475326696049601,,,,1.6901271721360498,,,,,,,,3.9262786389623976,,,,2.892520640593719,25.18344449996948,2,2.2125487327575684
244,29.30877505264729,2.9308775052647293,1,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,1.0,,0.0,3,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,1.0,2.0,,0.0,140,100.0,100.0,3.837775052647294,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,1.0,206915,,,0,0,0,0,119.5,202,120,,,0,3,0.0,4.5,3,Curtis,1.0,2.2533325564384383,2.2533325564384383,2.815816888717097,2.566665695548048,10.0,26,,,,,,,,,,,,,,,,,,,0.0,1.977229356765747,4.487148284912109,,2.0931830406188965,2.5801427364349365,1.5823235511779783,2.574384927749634,2.47592568397522,2.760523557662964,,,,,,,7,1,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,1.0,0.0,,0.0,39.7,258,119,False,134.4,301,127,635,,2021-12-17T00:30:15.285003Z,50,0,0,,0,,206915.jpg,3.1,0,0,Jones,0.1,False,,a,11,14,Liverpool,142.0,195,105,31,47529,46,47611,145,0.5861755010529459,0.45066651128768764,0.5133331391096096,1.3107282670993865,0.2,4.4936130285263065,6.2,Jones,0.4,1.2000000000000002,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.2,,,0.0,0.0,0.1,,0.1,0.7,1.1,0.11000000000000001,,1.0999999999999996,1.0,0.3000000000000007,1.0999999999999996,0.5999999999999996,0.200000000000001,0.2999999999999989,0.4000000000000003,3.299999999999999,0.0,,0.6000000000000014,1.3000000000000007,0.5,2.2,0.3000000000000007,0.8000000000000007,0.7999999999999972,,,0.8999999999999995,1.9000000000000004,1.0999999999999996,0.5,1.5,3.5,,0.0,,,,,,,,,,,,0.0,0.0999999999999999,0.0,0.0,,0.1999999999999999,,,0.0,0.2,0.0,,0.2,4.049328964117223,,2.3328710836980795,,,,,,,,,,,,1.0,3.106530659712633,2.110803158362334,1.0,,4.049328964117223,,,1.0,4.149568619222635,5.403871083698079,,3.5231301601484297,22.46806514263153,0,1.9372040033340452
245,40.993100210589176,4.099310021058917,2,0.0,,,0.0,,,,,,0.0,,1.0,0.0,0.0,,,,,1.0,0.0,,0.0,,,0.0,,2,0.0,,,0.0,,,,,,0.0,,2.0,0.0,0.0,,,,,0.0,0.0,,0.0,,,0.0,,159,,,15.351100210589175,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,214285,3.0,,0,0,-3,3,277.8,88,17,,,0,2,0.0,4.9,5,Konstantinos,1.2,3.688422393245261,4.123392491141583,3.602827075951319,6.968315856468893,10.0,26,,,,,,,,,,,,,,,,,,,0.0,2.909878253936768,6.130435943603516,,3.205434799194336,3.5580596923828125,2.1379311084747314,3.400845527648926,3.420295476913452,3.832916736602783,,,,,,,4,0,0.0,,,0.0,,,,,,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,,,0.0,,55.6,207,67,False,164.2,268,102,668,,,37,0,0,,0,,214285.jpg,3.8,0,0,Tsimikas,11.3,False,,a,11,14,Liverpool,113.0,222,55,38,1967334,19582,2858339,14859,1.1079216273132209,0.9968709170933137,1.8833286098564574,2.131129801160171,0.3,8.522688440374425,10.3,Tsimikas,1.7,5.1,0.1,,,0.2999999999999999,,,,,,0.0,,0.1999999999999999,0.1999999999999999,0.1,,,,,0.1999999999999999,0.1,,0.5,,,0.0,,0.5,2.2,0.22000000000000003,1.4,1.0999999999999996,1.0,0.3000000000000007,1.0999999999999996,0.5999999999999996,0.200000000000001,0.2999999999999989,0.4000000000000003,3.299999999999999,0.0,0.7000000000000002,0.6000000000000014,1.3000000000000007,0.5,2.2,0.3000000000000007,0.8000000000000007,0.7999999999999972,0.7999999999999998,1.3000000000000005,0.8999999999999995,1.9000000000000004,1.0999999999999996,0.5,1.5,3.0,0.1,,,0.0,,,,,,0.0,,0.0,0.0,0.1,,,,,0.3,0.0,,0.0,,,0.0,,6.968315856468893,3.8863878557664258,,,5.863272882726869,,,,,,0.0,,7.357341215165638,4.795246544376102,2.99012717213605,,,,,6.968315856468893,1.3,,4.126278638962397,,,1.0,,31.533947229385376,2,2.938149690628052
246,5.106110021058917,5.106110021058917,1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,17,0.0,0.0,1.5351100210589177,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,215136,,,0,0,-2,2,11.1,405,149,,,0,2,0.0,0.0,0,Neco,0.0,,,3.571,,1.0,26,,,,,,,,,,,,,,,,,,,0.0,2.6164674758911133,5.511752128601074,,2.698304891586304,3.242469787597656,2.8501219749450684,2.9329020977020264,2.9523520469665527,3.6044671535491934,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,3.1,447,165,False,18.2,440,168,7,Joined Fulham on loan until the end of the season - Expected back 01 Jul,2022-02-01T00:30:12.032224Z,38,0,0,,0,,215136.jpg,4.0,0,0,Williams,0.6,False,,u,11,14,Liverpool,2.0,418,157,4,76418,0,108713,947,1.3437131634365573,,,2.61937917248576,0.0,7.635365850047062,1.1,N.Williams,0.6,1.7999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,0.0,0.6,0.6,,1.0999999999999996,1.0,0.3000000000000007,1.0999999999999996,0.5999999999999996,0.200000000000001,0.2999999999999989,0.4000000000000003,3.299999999999999,0.0,,0.6000000000000014,1.3000000000000007,0.5,2.2,0.3000000000000007,0.8000000000000007,0.7999999999999972,,,,,,0.5,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.571,,29.014390230178837,0,2.605552673339844
247,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,219937,,,0,0,-1,1,0.0,578,226,,,0,2,0.0,0.0,0,Rhys,0.0,,,,,,26,,,,,,,,,,,,,,,,,,,0.0,1.728187084197998,3.874664545059204,,1.8397293090820312,2.904448747634888,1.354106307029724,2.232558488845825,2.0901942253112797,3.0880861282348637,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,586,226,False,0.0,583,226,0,Joined Swansea City on a season-long loan - Expected back 01 Jul,2021-08-31T17:30:14.206064Z,44,0,0,,0,,219937.jpg,0.0,0,0,Williams,0.0,False,,u,11,14,Liverpool,0.0,551,222,0,468,0,4450,2,,,,,0.0,4.73354239355434,0.0,R.Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8275865316391,0,1.715611696243286
248,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,152898,,,0,0,0,0,0.0,507,189,,,0,2,0.0,0.0,0,Ben,0.0,,,,,,26,,,,,,,,,,,,,,,,,,,0.0,1.728187084197998,3.874664545059204,,1.8397293090820312,2.904448747634888,1.354106307029724,2.232558488845825,2.0901942253112797,3.0880861282348637,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,523,189,False,0.0,519,189,0,Joined Sheffield United on a season-long loan - Expected back 01 Jul,2021-08-17T07:00:07.417581Z,40,0,0,,0,,152898.jpg,0.0,0,0,Davies,0.1,False,,u,11,14,Liverpool,0.0,468,178,0,1080,0,24715,35,,,,,0.0,5.206896632909775,0.0,Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8275865316391,0,1.715611696243286
506,14.318887526323648,2.8637775052647294,0,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,0.0,,,,,,0,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,0.0,,,,,,39,100.0,100.0,1.918887526323647,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,444884,5.0,,0,0,-2,2,94.2,232,137,,,0,3,0.0,2.9,0,Harvey,0.2,1.0,1.0,1.0,1.0,5.0,26,,,,,,,,,,,,,,,,,,,0.0,1.5747811794281006,3.929896354675293,,1.8919368982315063,2.73211407661438,1.7377811670303345,2.4066755771636963,2.3082165718078613,2.9157514572143555,,,,,,,1,0,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,0.0,,,,,,20.8,353,161,False,30.6,424,182,280,,2021-09-12T22:00:15.178405Z,53,0,0,,0,,444884.jpg,2.0,0,0,Elliott,0.1,False,,a,11,14,Liverpool,83.0,265,137,10,41424,294,44989,860,0.5403353783518358,0.18867924528301888,0.18867924528301888,1.2439454577362683,0.0,3.9707195533896393,1.9,Elliott,0.3,0.8999999999999999,,,,,,,,,,,,0.2,,,,,0.0,,,0.0999999999999999,0.0,,,,,,0.7,1.0,0.2,1.4,1.0999999999999996,1.0,0.3000000000000007,1.0999999999999996,0.5999999999999996,0.200000000000001,0.2999999999999989,0.4000000000000003,3.299999999999999,0.0,0.7000000000000002,0.6000000000000014,1.3000000000000007,0.5,2.2,0.3000000000000007,0.8000000000000007,0.7999999999999972,0.7999999999999998,1.3000000000000005,0.8999999999999995,1.9000000000000004,1.0999999999999996,0.5,1.5,3.5,,,,,,,,,,,,0.1,,,,,0.0,,,0.1999999999999999,0.3999999999999999,,,,,,,,,,,,,,,,,,3.596585303791409,,,,,1.0,,,3.749328964117221,4.2725317930340125,,,,,,21.044813632965088,0,1.5476603507995603
