id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week24,assists_week25,assists_week26,assists_week27,assists_week28,assists_week29,assists_week3,assists_week30,assists_week31,assists_week32,assists_week33,assists_week34,assists_week35,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week22,bonus_week23,bonus_week24,bonus_week25,bonus_week26,bonus_week27,bonus_week28,bonus_week29,bonus_week3,bonus_week30,bonus_week31,bonus_week32,bonus_week33,bonus_week34,bonus_week35,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week24,cleansheet_week25,cleansheet_week26,cleansheet_week27,cleansheet_week28,cleansheet_week29,cleansheet_week3,cleansheet_week30,cleansheet_week31,cleansheet_week32,cleansheet_week33,cleansheet_week34,cleansheet_week35,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 31 prediction,gameweek 32 prediction,gameweek 33 prediction,gameweek 34 prediction,gameweek 35 prediction,gameweek 36 prediction,gameweek 37 prediction,gameweek 38 prediction,gameweek 39 prediction,gameweek 4 prediction,gameweek 40 prediction,gameweek 41 prediction,gameweek 42 prediction,gameweek 43 prediction,gameweek 44 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week24,goals_week25,goals_week26,goals_week27,goals_week28,goals_week29,goals_week3,goals_week30,goals_week31,goals_week32,goals_week33,goals_week34,goals_week35,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week24,xA_week25,xA_week26,xA_week27,xA_week28,xA_week29,xA_week3,xA_week30,xA_week31,xA_week32,xA_week33,xA_week34,xA_week35,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week24,xGA_week25,xGA_week26,xGA_week27,xGA_week28,xGA_week29,xGA_week3,xGA_week30,xGA_week31,xGA_week32,xGA_week33,xGA_week34,xGA_week35,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week24,xG_week25,xG_week26,xG_week27,xG_week28,xG_week29,xG_week3,xG_week30,xG_week31,xG_week32,xG_week33,xG_week34,xG_week35,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 24,xPoints week 25,xPoints week 26,xPoints week 27,xPoints week 28,xPoints week 29,xPoints week 3,xPoints week 30,xPoints week 31,xPoints week 32,xPoints week 33,xPoints week 34,xPoints week 35,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 45 prediction
496,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447715,,,0,0,-1,1,0.0,599,231,,,0,3,0.0,0.0,0,Aaron,0.0,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.446430206298828,4.7492218017578125,2.0053439140319824,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,609,230,False,0.0,606,229,0,Joined Cheltenham Town on loan until the end of the season - Expected back 01 Jul,2022-01-11T12:30:16.624831Z,44,0,0,,0,,447715.jpg,0.0,0,0,Ramsey,0.2,False,,u,2,7,Aston Villa,0.0,575,226,0,25784,0,31996,52,,,,,0.0,2.5456808913837783,0.0,Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.200995922088625,0,0.0
497,1.3011942119122022,1.3011942119122022,0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.3011942119122021,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481624,,,0,0,0,0,0.0,709,295,,,0,3,0.0,0.0,0,Jaden,0.0,,,,,1.0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3380794525146484,3.6285183429718018,1.4573450088500977,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,710,294,False,0.0,710,294,4,Joined Stoke City on loan until the end of the season - Expected back 01 Jul,2022-01-21T13:30:20.197682Z,50,0,0,,0,,481624.jpg,1.0,0,0,Philogene-Bidace,0.0,False,,u,2,7,Aston Villa,0.0,702,295,1,1105,0,2546,1,0.26023884238244044,,,0.5819117419529901,0.0,1.6847885608673097,0.2,Philogene-Bidace,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,2.3000000000000007,0.9000000000000004,0.3999999999999986,0.9000000000000021,0.8999999999999986,1.1999999999999993,2.5,0.6000000000000014,0.0,2.8999999999999986,0.7,0.0,0.6000000000000014,1.0,1.1999999999999993,1.8999999999999984,0.5,1.1000000000000014,0.5,1.0,1.2000000000000028,1.2000000000000002,1.3999999999999986,1.3999999999999986,1.0,0.0,0.1000000000000014,0.5,1.1,0.7000000000000002,2.3999999999999995,1.7000000000000002,2.0,2.6,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,8.423942804336548,0,0.0
526,18.98174790720982,2.109083100801091,1,,,,,,0.0,0.0,,1.0,,0.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,0,,,,,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,39,100.0,100.0,2.71074790720982,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478912,,,0,0,0,0,29.2,383,192,,,0,3,-0.5,0.5,0,Carney,0.0,,1.125,1.6618333333333333,,9.0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.170952320098877,3.497199296951294,1.3745466470718384,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,3,0,,,,,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,11.5,421,186,False,37.0,438,187,186,,2022-03-04T15:00:14.904289Z,45,0,0,,0,,478912.jpg,1.4,0,0,Chukwuemeka,0.1,False,,a,2,7,Aston Villa,47.0,349,173,13,8275,72,8493,75,0.46868513351135355,,,0.9942313084416015,0.0,1.787266280916002,2.9,Chukwuemeka,1.0,3.0,,,,,,0.0,0.1,,0.9,,0.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,0.5,1.5,0.16666666666666666,,2.3000000000000007,0.9000000000000004,0.3999999999999986,0.9000000000000021,0.8999999999999986,1.1999999999999993,2.5,0.6000000000000014,0.0,2.8999999999999986,,0.0,0.6000000000000014,1.0,1.1999999999999993,1.8999999999999984,0.5,1.1000000000000014,0.5,1.0,1.2000000000000028,1.2000000000000002,1.3999999999999986,1.3999999999999986,1.0,0.0,0.1000000000000014,0.5,1.1,0.7000000000000002,2.3999999999999995,1.7000000000000002,2.0,2.6,2.5,,,,,,0.4,0.0,,0.0,,0.0,,,,0.0,0.0,0.0999999999999999,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,3.0,1.3,,4.471,,1.0,,,,1.0,1.0,1.5,1.0,,,,,2.301194211912202,,,,,,,,,,,,,8.04269826412201,0,0.0
568,3.0,1.0,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,3,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,433979,,,0,0,0,0,0.8,469,64,,,0,4,0.0,0.0,0,Cameron,0.0,,,,,3.0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.303727626800537,3.600977897644043,1.3742005825042725,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,1.6,487,61,False,0.0,653,73,24,Joined Preston on loan until the end of the season - Expected back 01 Jul,2022-01-24T22:30:12.618160Z,45,0,0,,0,,433979.jpg,1.0,0,0,Archer,0.8,False,,u,2,7,Aston Villa,18.0,398,57,3,271066,0,227592,748,0.2222222222222222,,,0.4714045207910317,0.0,1.8397569126553006,0.7,Archer,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0,0.0,,2.3000000000000007,0.9000000000000004,0.3999999999999986,0.9000000000000021,0.8999999999999986,1.1999999999999993,2.5,0.6000000000000014,0.0,2.8999999999999986,,0.0,0.6000000000000014,1.0,1.1999999999999993,1.8999999999999984,0.5,1.1000000000000014,0.5,1.0,1.2000000000000028,,1.3999999999999986,1.3999999999999986,1.0,0.0,0.1000000000000014,0.5,,,2.3999999999999995,1.7000000000000002,2.0,2.6,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,8.278906106948853,0,0.0
596,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248164,,,0,0,0,0,0.0,540,42,,,0,1,-0.5,0.5,0,Viljami,0.0,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.180154800415039,6.498255729675293,2.689868211746216,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,556,62,False,0.0,552,62,0,,,40,0,0,,0,,248164.jpg,0.0,0,0,Sinisalo,0.1,False,,a,2,7,Aston Villa,0.0,504,28,0,9411,120,6793,79,,,,,0.0,3.842069685459137,0.0,Sinisalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.368278741836548,0,0.0
610,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515597,,,0,0,0,0,0.0,574,230,,,0,2,-0.5,0.5,0,Lamare,0.0,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.939333915710449,5.715832710266113,1.9523802995681765,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,590,230,False,0.0,586,230,0,,,40,0,0,,0,,515597.jpg,0.0,0,0,Bogarde,0.1,False,,a,2,7,Aston Villa,0.0,539,223,0,11681,55,9377,66,,,,,0.0,3.151886731386185,0.0,Bogarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.60754692554474,0,0.0
638,4.403582635736607,1.467860878578869,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,17,,,0.9035826357366064,1,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,490094,,,0,0,0,0,2.0,452,212,,,0,3,1.5,1.5,2,Tim,1.0,1.3688435532375445,1.3688435532375445,1.3688435532375445,1.5532653298563166,3.0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.797212600708008,4.181243896484375,1.65176260471344,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,1.7,485,211,False,10.6,474,205,90,,,45,0,0,,0,,490094.jpg,1.3,0,0,Iroegbunam,0.0,False,,a,2,7,Aston Villa,4.0,433,207,4,510,49,327,9,0.32619130635085974,0.30418745627500987,0.3451700733014037,0.6919562540543744,0.2,2.1400486893124055,0.9,Iroegbunam,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,0.1,0.1,0.03333333333333333,,,,,,,,,,,,,,,,,,,,0.5,1.0,1.2000000000000028,,1.3999999999999986,1.3999999999999986,1.0,0.0,0.1000000000000014,0.5,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.1,,,,,,,2.106530659712633,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,2.106530659712633,,,,,,,9.630219101905825,1,0.0
650,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462381,,,0,0,0,0,0.0,556,46,,,0,1,0.0,0.0,0,Filip,0.0,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.180154800415039,6.498255729675293,2.689868211746216,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,572,66,False,0.0,568,66,0,Season long loan to Marschall,2022-02-09T11:09:25.609893Z,40,0,0,,0,,462381.jpg,0.0,0,0,Marschall,0.0,False,,u,2,7,Aston Villa,0.0,521,32,0,933,0,736,11,,,,,0.0,3.842069685459137,0.0,Marschall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.368278741836548,0,0.0
670,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536110,,,0,0,0,0,0.0,576,231,,,0,2,-0.5,0.5,0,Josh,0.0,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.939333915710449,5.715832710266113,1.9523802995681765,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,592,231,False,0.0,588,231,0,,,40,0,0,,0,,536110.jpg,0.0,0,0,Feeney,0.0,False,,a,2,7,Aston Villa,0.0,541,224,0,881,19,593,34,,,,,0.0,3.151886731386185,0.0,Feeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.60754692554474,0,0.0
681,67.32971896677083,4.809265640483631,3,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,7,,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,237,,,4.21671896677083,6,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,84583,4.0,,1,-1,1,-1,314.0,120,81,1.0,,2,3,4.9,3.2,3,Philippe,2.7,5.205768538144178,5.242400794934237,5.242400794934237,3.3064611207154107,14.0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.431690216064453,7.793269634246826,3.199998140335083,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,13,4,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,98.2,140,81,False,297.8,225,92,1068,,,71,0,0,,0,,84583.jpg,4.9,0,0,Coutinho Correia,12.6,False,,a,2,7,Aston Villa,369.0,110,61,69,3083407,16708,1960448,55799,0.677361357814596,0.733206836358335,0.4656987493965367,1.804885233007649,0.4,2.5950645057248396,9.7,Coutinho,3.1,9.3,,,,,,,,,,,,,,,0.0,0.0,0.8,0.0999999999999999,0.0999999999999999,0.1,1.1999999999999995,0.0,,0.1,0.0,0.5,,0.0,0.2000000000000001,,,,,,,3.5,6.6,0.4714285714285714,,,,,,,,,,,,,,,1.0,1.1999999999999993,1.8999999999999984,0.5,1.1000000000000014,0.5,1.0,1.2000000000000028,,1.3999999999999986,1.3999999999999986,1.0,0.0,0.1000000000000014,0.5,,,,,,,17.5,,,,,,,,,,,,,,,0.8,0.1999999999999999,0.1,0.0999999999999998,0.1999999999999999,0.0,1.5,0.3999999999999999,,0.0,0.2000000000000001,-0.2000000000000001,,0.0,0.2000000000000001,,,,,,,4.206530659712635,,,,,,,,,,,,,,,5.0,3.301194211912202,9.591568619222636,3.406530659712632,3.632871083698079,2.906530659712633,20.23887944117144,4.3011942119122,,2.546596963941607,3.246596963941608,2.867879441171441,,2.9048374180359584,4.206530659712635,,,,,,,18.42495799064636,0,0.0
684,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465390,,,0,0,0,0,0.0,558,216,,,0,2,-0.5,0.5,0,Kaine,0.0,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.939333915710449,5.715832710266113,1.9523802995681765,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,574,216,False,0.0,570,216,0,,,40,0,0,,0,,465390.jpg,0.0,0,0,Hayden,0.0,False,,a,2,7,Aston Villa,0.0,523,209,0,1306,41,792,43,,,,,0.0,3.151886731386185,0.0,Hayden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.60754692554474,0,0.0
691,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111782,,,0,0,0,0,0.0,520,32,,,0,1,-0.5,0.5,0,Robin,0.0,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.180154800415039,6.498255729675293,2.689868211746216,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,537,53,False,0.0,533,53,0,,,40,0,0,,0,,111782.jpg,0.0,0,0,Olsen,0.0,False,,a,2,7,Aston Villa,0.0,484,18,0,3275,104,1512,73,,,,,0.0,3.842069685459137,0.0,Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.368278741836548,0,0.0
703,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487835,,,0,0,0,0,0.0,670,271,,,0,3,-0.5,0.5,0,Benjamin,0.0,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.446430206298828,4.7492218017578125,2.0053439140319824,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,674,270,False,0.0,674,270,0,,,45,0,0,,0,,487835.jpg,0.0,0,0,Chrisene,0.0,False,,a,2,7,Aston Villa,0.0,657,270,0,386,11,236,13,,,,,0.0,2.489110204908583,0.0,Chrisene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.200995922088625,0,0.0
713,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515599,,,0,0,0,0,0.0,685,284,,,0,3,-0.5,0.5,0,Tommi,0.0,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.446430206298828,4.7492218017578125,2.0053439140319824,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,688,283,False,0.0,688,283,0,,,45,0,0,,0,,515599.jpg,0.0,0,0,O'Reilly,0.0,False,,a,2,7,Aston Villa,0.0,672,283,0,262,20,157,11,,,,,0.0,2.489110204908583,0.0,O'Reilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.200995922088625,0,0.0
