id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week2,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week2,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week2,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 3 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week2,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week2,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week2,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week2,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 2,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 24 prediction
217,34.40953748227314,2.457824105876653,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,,,10.909537482273144,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218031,,,0,0,-1,1,20.1,311,103,,,0,2,1.2,1.2,1,Çaglar,1.2,2.9207679897942165,2.6315341838529926,2.6315341838529926,2.348950724449669,14.0,14,,,,,,3.4335427284240723,3.626364707946777,3.1470720767974854,2.9825727939605717,1.978326678276062,,2.2118124961853027,3.626364707946777,3.331321477890014,3.1470720767974854,,,,,,,,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.3,170,48,False,288.8,44,14,1237,,,49,0,0,,0,,218031.jpg,1.9,0,0,Söyüncü,2.0,False,,a,9,13,Leicester City,54.0,239,65,26,131401,1084,217718,4643,0.5015967563013577,0.5960750999580033,0.4793776988672794,1.1103317518052944,0.2,6.060461681716296,5.3,Söyüncü,0.1,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.3,0.09285714285714286,1.1,0.9000000000000004,1.200000000000001,2.3999999999999986,2.8000000000000007,1.599999999999998,2.5,1.6999999999999995,2.8,1.4000000000000004,0.5999999999999996,1.4000000000000004,1.3000000000000007,1.1999999999999993,7.199999999999999,0.0,0.0,0.3,0.0,-0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.0,1.8075860719786232,3.331484334792318,2.626278638962396,5.004776847648808,1.3628718131576505,0.9432402505008712,1.8075860719786232,0.3283399944955952,2.7307340962109388,1.243240250500872,3.1863878557664256,3.1952465443761064,1.9863878557664247,6.890127172136051,2.204776847648809,29.69626224040985,2,2.2118124961853027
218,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,220627,,,0,0,-1,1,0.0,596,215,,,0,2,0.0,0.0,0,James,0.0,,,,,,14,,,,,,2.9447340965271,3.388423442840576,2.697688341140747,2.494509696960449,1.9028149843215945,,1.8407669067382808,3.388423442840576,3.089064121246338,2.697688341140747,,,,,,,,0,0,,,,,,,,,,,,,,,0.0,601,215,False,0.0,601,215,0,Lack of match fitness - Expected back 26 Dec,2021-06-22T11:30:10.582426Z,49,0,0,,0,,220627.jpg,0.0,0,0,Justin,0.0,False,,i,9,13,Leicester City,0.0,587,215,0,846,11,2397,23,,,,,0.0,5.3764328664662875,0.0,Justin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.34452104568481,0,1.9004076719284055
219,15.246516063831349,2.541086010638558,1,0.0,0.0,,,0.0,1.0,0.0,0.0,,,,,,,1,1.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,115,,,4.675516063831347,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244619,5.0,,0,0,-2,2,62.2,217,56,,,0,2,1.2,1.2,4,Luke,1.2,2.749368320480631,2.606443897823457,2.606443897823457,2.749368320480631,6.0,14,,,,,,2.8397109508514404,3.0716397762298584,2.652305126190185,2.2951831817626958,1.8761266469955444,,1.89221715927124,3.0716397762298584,2.77228045463562,2.652305126190185,,,,,,,,11,0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,19.1,282,96,False,113.6,231,91,540,,,43,0,0,,0,,244619.jpg,2.5,0,0,Thomas,0.5,False,,a,9,13,Leicester City,14.0,332,109,15,93172,527,103668,506,0.5909502350322228,0.6393879815071235,0.6393879815071235,1.225420489148092,0.3,5.817587292471598,3.5,Thomas,0.4,1.2000000000000002,0.0,0.0,,,0.3,0.1,0.0,0.0,,,,,,,0.1,0.5,0.08333333333333333,1.1,0.9000000000000004,1.200000000000001,2.3999999999999986,2.8000000000000007,1.599999999999998,2.5,1.6999999999999995,2.8,1.4000000000000004,0.5999999999999996,1.4000000000000004,1.3000000000000007,1.1999999999999993,0.6000000000000001,0.0,0.1,,,0.0,0.0,0.0,0.0,,,,,,,2.878586071978624,4.331484334792318,3.226278638962396,,,2.143240250500872,2.878586071978624,0.3283399944955952,2.7307340962109388,,,,,,,25.01562535762787,0,1.89221715927124
220,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,444463,,,0,0,-2,2,0.0,493,194,,,0,2,0.0,0.0,0,Wesley,0.0,,,,,,14,,,,,,2.9447340965271,3.388423442840576,2.697688341140747,2.494509696960449,1.9028149843215945,,1.8407669067382808,3.388423442840576,3.089064121246338,2.697688341140747,,,,,,,,0,0,,,,,,,,,,,,,,,0.0,510,194,False,0.0,505,193,0,Leg injury - Expected back 01 Jan,2021-08-04T23:00:11.364712Z,43,0,0,,0,,444463.jpg,0.0,0,0,Fofana,0.3,False,,i,9,13,Leicester City,0.0,464,188,0,2253,26,41928,150,,,,,0.0,6.1266328013220495,0.0,Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.34452104568481,0,1.9004076719284055
340,13.05476874113657,1.86496696301951,0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,85,100.0,100.0,5.454768741136571,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93100,,,0,0,-3,3,14.4,334,116,,,0,2,0.0,0.0,0,Jannik,0.0,1.633604451181791,1.9061066916003069,1.9061066916003069,,7.0,14,,,,,,2.942321300506592,3.210766553878784,2.749606132507324,2.56009578704834,2.0239241123199463,,2.1044259071350098,3.210766553878784,2.914663791656494,2.749606132507324,,,,,,,,6,0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,14.8,313,104,False,117.6,225,88,382,,2021-10-15T14:00:10.527485Z,47,0,0,,0,,93100.jpg,1.6,0,0,Vestergaard,0.6,False,,a,9,13,Leicester City,15.0,330,108,11,51135,145,123190,1211,0.39680148149351274,0.3475754151450619,,0.8602451126641748,0.0,5.65331961246247,2.3,Vestergaard,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.014285714285714287,1.1,0.9000000000000004,1.200000000000001,2.3999999999999986,2.8000000000000007,1.599999999999998,2.5,1.6999999999999995,2.8,1.4000000000000004,0.5999999999999996,1.4000000000000004,1.3000000000000007,1.1999999999999993,0.6000000000000001,0.0,,,,,,,,0.1,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,,2.843240250500872,1.9863878557664247,2.1952465443761064,1.9863878557664247,1.0,1.0,26.57060217857361,1,2.1044259071350098
455,13.071,2.6142,1,,0.0,,,,0.0,0.0,,,,,,0.0,1.0,1,,0.0,,,,0.0,0.0,,,,,,1.0,0.0,55,,,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245419,,,0,0,-4,4,26.3,293,40,,,0,4,0.2,0.2,1,Patson,0.2,3.0177500000000004,2.6142000000000003,2.6142000000000003,1.0,5.0,14,,,,,,3.1142423152923584,3.353476285934448,2.939777135848999,2.757529735565185,2.572195291519165,,2.6526968479156494,3.353476285934448,3.212120294570923,2.939777135848999,,,,,,,,4,1,,0.0,,,,0.0,0.0,,,,,,1.0,0.0,19.7,280,41,False,67.4,309,37,119,,,71,0,0,,0,,245419.jpg,2.6,0,0,Daka,0.8,False,,a,9,13,Leicester City,104.0,160,44,13,132645,1057,191241,5270,0.36819718309859156,0.4250352112676057,0.14084507042253522,0.9810917775908317,0.0,4.161688475541665,1.8,Daka,0.9,2.7,,0.0,,,,0.0,0.0,,,,,,0.0,0.9,0.9,1.8,0.36,,0.9000000000000004,1.200000000000001,2.3999999999999986,2.8000000000000007,1.599999999999998,2.5,1.6999999999999995,2.8,1.4000000000000004,0.5999999999999996,1.4000000000000004,1.3000000000000007,1.1999999999999993,3.6,,0.0,,,,0.0,0.0,,,,,,0.7,0.2,1.0,,1.0,,,,1.0,1.0,,,,,,4.8,5.271000000000001,29.547988176345825,0,2.6526968479156494
458,26.20875803191567,2.184063169326306,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,113,,,2.3377580319156737,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225902,,,0,0,-2,2,75.2,196,115,,,0,3,2.8,2.8,1,Boubakary,2.8,2.409942649254928,2.20269146468728,2.20269146468728,2.486058377513486,12.0,14,,,,,,2.530103921890259,2.610504388809204,2.387028694152832,2.387845516204834,2.050343990325928,,2.0931994915008545,2.610504388809204,2.5105347633361816,2.387028694152832,,,,,,,,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,22.1,267,122,False,115.6,228,89,771,,,48,0,0,,0,,225902.jpg,2.0,0,0,Soumaré,0.1,False,,a,9,13,Leicester City,30.0,286,149,24,14554,662,12478,865,0.4550131602763138,0.5020713852614433,0.517928828648643,0.9968838873802025,0.6,4.929227779308955,5.0,Soumaré,0.2,0.6000000000000001,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,,0.0,0.1,0.0,0.0,0.0,0.3,0.5,0.041666666666666664,1.1,0.9000000000000004,1.200000000000001,2.3999999999999986,2.8000000000000007,1.599999999999998,2.5,1.6999999999999995,2.8,1.4000000000000004,0.5999999999999996,1.4000000000000004,1.3000000000000007,1.1999999999999993,1.5,0.0,0.0,0.0999999999999999,0.0,0.0,0.0,0.0,,,0.1,0.1,0.0,0.0,0.0,1.0,1.0,2.4065696597405988,4.572194211912202,2.0907179532894125,2.3608100626252178,1.0,1.0,,,2.7465969639416064,3.3488116360940268,1.0,2.2725317930340125,2.301194211912202,23.660293340682983,0,2.0931994915008545
473,8.017010709220898,2.0042526773052245,0,,,,,,,,,0.0,0.0,0.0,0.0,,,0,,,,,,,,,0.0,0.0,0.0,0.0,,,32,100.0,100.0,3.117010709220898,0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,40146,4.0,,0,0,-4,4,14.8,333,115,,,0,2,0.0,0.0,0,Ryan,0.0,2.356007418636319,2.327815626602457,2.327815626602457,,4.0,14,,,,,,2.663168668746948,2.990823745727539,2.409730911254883,2.261190414428711,1.8773647546768188,,1.9393683671951292,2.990823745727539,2.633998394012451,2.409730911254883,,,,,,,,7,0,,,,,,,,,0.0,0.0,0.0,0.0,,,7.2,363,127,False,48.0,330,125,337,,2021-08-28T23:00:11.788035Z,46,0,0,,0,,40146.jpg,1.0,0,0,Bertrand,0.4,False,,a,9,13,Leicester City,8.0,354,122,4,17955,151,139082,609,0.43570710376200533,0.5121755257905042,,0.9344876292578219,0.0,5.242514843526094,0.9,Bertrand,0.3,0.8999999999999999,,,,,,,,,0.0,0.3,0.0,0.0,,,0.0,0.3,0.075,,0.9000000000000004,1.200000000000001,2.3999999999999986,2.8000000000000007,1.599999999999998,,,2.8,1.4000000000000004,0.5999999999999996,1.4000000000000004,1.3000000000000007,1.1999999999999993,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,2.243240250500872,2.8863878557664253,3.1952465443761064,0.9863878557664256,,,24.11556828022003,1,1.9393683671951292
505,5.77406584663153,1.1548131693263062,0,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,0,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,19,,,0.9740658466315306,0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215413,6.0,,0,0,0,0,28.0,286,155,,,0,3,0.8,0.8,0,Kiernan,0.8,0.95,0.96,0.96,0.95,5.0,14,,,,,,1.950859785079956,2.1184449195861816,1.813093900680542,1.6996320486068726,1.4456710815429688,,1.4432635307312012,2.1184449195861816,2.015218734741211,1.813093900680542,,,,,,,,0,0,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,7.3,362,165,False,19.0,375,163,79,,,45,0,0,,0,,215413.jpg,0.8,0,0,Dewsbury-Hall,0.0,False,,a,9,13,Leicester City,26.0,296,153,4,2690,65,3664,77,0.25662514873917913,0.2111111111111111,0.2111111111111111,0.5443841486894399,0.2,3.969108078214857,0.9,Dewsbury-Hall,0.1,0.3,,,0.1,0.0,0.0,0.0,,0.0,,,,,,,0.1,0.2,0.04,,0.9000000000000004,1.200000000000001,2.3999999999999986,2.8000000000000007,1.599999999999998,,1.6999999999999995,2.8,1.4000000000000004,0.5999999999999996,1.4000000000000004,1.3000000000000007,1.1999999999999993,0.5,,,0.0,0.0,0.0,0.1,,0.0,,,,,,,0.5,,,1.3,1.0,1.0,0.5,,1.0,,,,,,,17.860986351966858,1,1.4432635307312012
573,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,11974,,,0,0,0,0,0.0,432,12,,,0,1,0.0,0.0,0,Eldin,0.0,,,,,,14,,,,,,3.476848125457764,3.651815176010132,3.2656946182250977,3.230990171432495,2.644325494766236,,2.58227801322937,3.651815176010132,3.488952398300171,3.2656946182250977,,,,,,,,0,0,,,,,,,,,,,,,,,0.0,452,35,False,0.0,447,35,0,,,40,0,0,,0,,11974.jpg,0.0,0,0,Jakupovic,0.1,False,,a,9,13,Leicester City,0.0,394,4,0,7399,40,3929,71,,,,,0.0,7.975082993507385,0.0,Jakupovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.90033197402954,0,2.641918182373047
587,28.253318523936755,3.1392576137707504,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,,,76,,,1.7533185239367552,0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,219352,,,0,0,0,0,118.7,131,81,,,0,3,2.8,2.8,1,Ademola,2.8,3.107413674070964,3.107413674070964,3.107413674070964,2.812780158506415,9.0,14,,,,,,3.522146463394165,4.098070621490479,3.3784847259521484,3.04204535484314,2.6887218952178955,,2.750554323196411,4.098070621490479,3.93664026260376,3.3784847259521484,,,,,,,,12,1,,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,,,41.2,141,74,False,105.8,241,97,521,,,60,0,0,,0,,219352.jpg,2.1,0,0,Lookman,0.1,False,,a,9,13,Leicester City,186.0,83,45,19,16806,706,11071,1083,0.523209602295125,0.5179022790118274,0.4687966930844025,1.2815965541475747,0.5,5.607295552889507,3.2,Lookman,1.0,3.0,,0.0,0.3,0.0,0.0,0.1999999999999999,,,,0.1,0.4,0.0,,,1.9,2.9,0.3222222222222222,,0.9000000000000004,1.200000000000001,2.3999999999999986,2.8000000000000007,1.599999999999998,,,2.8,1.4000000000000004,0.5999999999999996,1.4000000000000004,1.3000000000000007,1.1999999999999993,9.5,,0.0999999999999999,0.0,0.0,0.8999999999999999,0.0,,,,0.4,0.0,0.0999999999999999,,,1.801896517994656,,1.5,3.2011942119122017,1.0,6.560810062625218,1.801896517994656,,,,3.3,4.748811636094027,2.7465969639416064,,,33.64377331733704,1,2.750554323196411
182,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,28690,,,0,0,0,0,0.0,618,253,,,0,3,0.0,0.0,0,Pablo,0.0,,,,,,14,,,,,,2.1634840965271,1.95337176322937,1.955779194831848,2.4787685871124268,1.95337176322937,,2.4147117137908936,2.62677001953125,2.1978492736816406,2.7299959659576416,,,,,,,,0,0,,,,,,,,,,,,,,,0.0,622,253,False,0.0,622,253,0,Left the club at the end of the 2020/21 season,2021-07-19T09:38:55.151396Z,55,0,0,,0,,28690.jpg,0.0,0,0,Hernández Domínguez,0.0,False,,u,10,2,Leeds United,0.0,617,252,0,0,0,221,0,,,,,0.0,4.172446229241111,0.0,Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.94845426082611,0,2.4743518829345703
183,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,39790,,,0,0,0,0,0.0,518,51,,,0,1,0.0,0.0,0,Francisco,0.0,,,,,,14,,,,,,3.1713500022888184,2.641918182373047,2.644325494766236,3.4059572219848637,2.641918182373047,,3.417207956314087,3.488952398300171,3.0220823287963867,3.651815176010132,,,,,,,,0,0,,,,,,,,,,,,,,,0.0,531,66,False,0.0,527,66,0,Joined Elche CF on a season-long loan - Expected back 01 Jul,2021-07-13T10:00:05.132170Z,45,0,0,,0,,39790.jpg,0.0,0,0,Casilla Cortés,0.0,False,,u,10,2,Leeds United,0.0,496,45,0,0,0,452,5,,,,,0.0,7.0138611263699,0.0,Casilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.56237506866455,0,3.476848125457764
184,35.96773413860167,2.5691238670429764,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,249,,,11.225734138601666,3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55914,,,0,0,0,0,40.5,254,73,,,1,2,5.0,5.0,12,Liam,5.0,3.491577893808364,2.837769693072189,2.837769693072189,3.467979269655495,14.0,14,,,,,,2.950414657592773,2.28139066696167,1.9355274438858032,3.1932573318481445,2.28139066696167,,3.5231268405914307,3.420905590057373,2.761671543121338,3.715948820114136,,,,,,,,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.1,148,41,False,309.0,29,6,1260,,,45,0,0,,0,,55914.jpg,2.9,0,0,Cooper,0.5,False,,a,10,2,Leeds United,40.0,268,82,40,55284,10114,42256,1511,0.5709164148984391,0.775906198624081,0.7706620599234433,1.2110966053961965,1.1,6.574835644827949,8.9,Cooper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.014285714285714287,1.5,0.9000000000000004,1.0,1.8999999999999984,2.0,1.1000000000000014,2.1,1.4,4.0,1.3000000000000007,2.0,0.1999999999999993,2.2,0.9000000000000004,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,7.102484334792316,-0.1074793594062807,3.626278638962396,3.4715177646857693,0.598274476890541,2.541341132946451,7.102484334792316,1.2608257130119274,3.586387855766426,0.0732625555549367,3.0901271721360497,1.5413411329464508,6.27492301231193,2.443212633449336,4.226278638962396,29.58676040172577,4,3.5231268405914307
185,11.209190763786308,2.241838152757261,0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,74,75.0,25.0,4.009190763786309,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66588,,,0,0,-2,2,33.3,271,82,,,0,2,0.0,0.0,0,Luke,0.0,3.0901271721360497,2.146424787412612,2.146424787412612,,5.0,14,,,,,,2.480087280273437,2.012672185897827,1.9965816736221316,2.640294551849365,2.012672185897827,,2.8660457134246826,2.7986154556274414,2.3293259143829346,3.09797477722168,,,,,,,,12,1,1.0,,,,,,0.0,0.0,0.0,0.0,,,,,20.1,276,93,False,143.4,196,79,448,Lack of match fitness - 75% chance of playing,2021-09-17T23:00:12.419851Z,43,0,0,,0,,66588.jpg,2.4,0,0,Ayling,3.0,False,,d,10,2,Leeds United,25.0,300,95,12,513384,116,1173481,4731,0.5213577099435491,0.7186342260781511,,1.081110357634965,0.0,5.837282663167909,2.8,Ayling,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,0.2,0.2,0.04,1.5,0.9000000000000004,1.0,1.8999999999999984,2.0,1.1000000000000014,2.1,1.4,4.0,1.3000000000000007,2.0,0.1999999999999993,2.2,0.9000000000000004,1.2000000000000002,0.1,,,,,,0.0,0.0,0.1,0.0,,,,,,1.4925206405937188,,,,,,1.4898257130119277,2.986387855766426,1.6732625555549367,3.0901271721360497,,,,,25.10031545162201,0,2.8660457134246826
186,30.17513584370384,3.3527928715226487,1,0.0,,,0.0,,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,3,0.0,,,0.0,,0.0,3.0,,,0.0,0.0,0.0,0.0,0.0,111,100.0,100.0,1.8041358437038395,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72222,,,-1,1,-2,2,179.2,78,56,,,1,3,0.5,0.5,1,Mateusz,0.5,3.044995806778791,3.37090008973333,3.37090008973333,1.0,9.0,14,,,,,,2.7718541622161865,2.518625020980835,2.397165060043335,2.8646857738494877,2.518625020980835,,3.2080373764038086,3.1616432666778564,2.592254877090454,3.3503081798553467,,,,,,,,13,1,0.0,,,0.0,,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,49.2,101,56,False,130.6,213,81,660,,2021-08-29T23:00:12.187455Z,53,0,0,2.0,0,,72222.jpg,3.0,0,0,Klich,0.4,False,,a,10,2,Leeds United,181.0,85,46,27,85625,141,100160,1313,0.632602428589179,0.5745275107129795,0.18867924528301888,1.4563601591233246,0.1,5.394572851792822,5.1,Klich,1.2,3.6,0.0,,,0.0,,0.0,0.1,,,0.4,0.3,0.3999999999999999,0.0,0.0,1.2,2.4,0.26666666666666666,1.5,0.9000000000000004,1.0,1.8999999999999984,2.0,1.1000000000000014,2.1,1.4,4.0,1.3000000000000007,2.0,0.1999999999999993,2.2,0.9000000000000004,6.0,0.1,,,0.0,,0.0,0.4,,,0.3,0.3,0.0999999999999998,0.0,0.0,1.0,2.72313016014843,,,1.0,,1.0,6.3,,,4.972531793034013,5.306335283236613,4.518730753077982,2.110803158362334,2.4065696597405988,28.591236114501957,0,3.2080373764038086
187,40.32,3.36,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,124,100.0,100.0,0.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80954,4.0,,0,0,-2,2,270.8,35,5,,,0,4,1.2,1.2,1,Rodrigo,1.2,3.9,3.4249999999999994,3.4249999999999994,3.05,12.0,14,,,,,,2.9561216831207275,2.800021171569824,2.697538375854492,3.3348066806793213,2.800021171569824,,3.353541851043701,3.612647294998169,2.8327972888946533,3.781666040420532,,,,,,,,10,2,0.0,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.5,41,16,False,178.2,139,18,897,,2021-11-21T21:00:09.650625Z,63,0,0,4.0,0,,80954.jpg,2.4,0,0,Moreno,1.7,False,,a,10,2,Leeds United,276.0,50,21,29,217068,3754,235018,9922,0.5333333333333333,0.6190476190476191,0.48412698412698413,1.3386560424545209,0.2,5.003603715745229,4.6,Rodrigo,3.0,9.0,0.0,0.0,0.0999999999999996,,0.2999999999999998,0.0,,0.4,0.1999999999999999,0.7000000000000001,0.0999999999999998,0.7000000000000002,0.0,0.6000000000000001,2.7,5.7,0.47500000000000003,1.5,0.9000000000000004,1.0,1.8999999999999984,2.0,1.1000000000000014,2.1,1.4,4.0,1.3000000000000007,2.0,0.1999999999999993,2.2,0.9000000000000004,10.32,0.0,0.1,0.3,,0.0,0.6000000000000001,,0.0,0.3,0.3,0.2,0.0999999999999999,0.0,0.7999999999999999,3.4000000000000004,1.0,2.4000000000000004,3.499999999999999,,2.8999999999999995,3.4000000000000004,,2.2,2.8,4.300000000000001,3.1,4.5,2.0,9.0,31.522703409194943,4,3.353541851043701
