id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week24,assists_week25,assists_week26,assists_week27,assists_week28,assists_week29,assists_week3,assists_week30,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week22,bonus_week23,bonus_week24,bonus_week25,bonus_week26,bonus_week27,bonus_week28,bonus_week29,bonus_week3,bonus_week30,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week24,cleansheet_week25,cleansheet_week26,cleansheet_week27,cleansheet_week28,cleansheet_week29,cleansheet_week3,cleansheet_week30,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 31 prediction,gameweek 32 prediction,gameweek 33 prediction,gameweek 34 prediction,gameweek 35 prediction,gameweek 36 prediction,gameweek 37 prediction,gameweek 38 prediction,gameweek 39 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week24,goals_week25,goals_week26,goals_week27,goals_week28,goals_week29,goals_week3,goals_week30,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week24,xA_week25,xA_week26,xA_week27,xA_week28,xA_week29,xA_week3,xA_week30,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week24,xGA_week25,xGA_week26,xGA_week27,xGA_week28,xGA_week29,xGA_week3,xGA_week30,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week24,xG_week25,xG_week26,xG_week27,xG_week28,xG_week29,xG_week3,xG_week30,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 24,xPoints week 25,xPoints week 26,xPoints week 27,xPoints week 28,xPoints week 29,xPoints week 3,xPoints week 30,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 40 prediction
587,59.8199439578669,3.148418103045626,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,4,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,0.0,1.0,0.0,,,177,100.0,100.0,3.4199439578668973,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,219352,,,0,0,0,0,246.8,132,87,,,0,3,-0.2,0.8,0,Ademola,0.3,3.304102265261225,3.1957876807543224,3.1411113241816864,4.0655284345971365,19.0,30,,,,,,,,,,,,,,,,,,,,,,,,2.888590097427368,3.488064765930176,7.200477123260498,3.519926786422729,2.835453510284424,3.5544228553771973,4.069472789764404,2.961219310760498,0.0,,,,,,,27,4,,0.0,0.0,0.0,1.0,0.0,0.0,,,,1.0,,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,,,93.5,113,68,False,276.8,208,81,1135,,2021-12-13T12:00:14.084903Z,60,0,0,,0,,219352.jpg,2.8,0,0,Lookman,0.3,False,,a,9,13,Leicester City,411.0,70,41,53,224618,189,204029,2117,0.5247363505076044,0.5506837108768708,0.6775880724328561,1.2853363082338554,0.0,5.086271206537882,8.8,Lookman,1.8,5.4,,0.0,0.3,0.0,0.0,0.1999999999999999,0.0,,,,0.1999999999999999,,0.0,,0.0,0.1,0.0999999999999998,0.0,0.3,0.0,0.1,,,,,0.1,0.4,0.0,,,3.8,5.6,0.29473684210526313,,0.9000000000000004,1.200000000000001,2.3999999999999986,2.8000000000000007,1.599999999999998,1.900000000000002,0.5999999999999979,0.0,0.0,3.400000000000002,,2.599999999999998,-0.0999999999999978,3.6999999999999993,1.3999999999999986,2.8000000000000043,0.6999999999999957,0.7000000000000028,1.0,1.1999999999999955,2.3000000000000043,,1.1999999999999955,2.8,1.4000000000000004,0.5999999999999996,1.4000000000000004,1.3000000000000007,1.1999999999999993,19.0,,0.0999999999999999,0.0,0.0,0.8999999999999999,0.0,0.1,,,,0.2999999999999998,,0.1,,0.1,0.5,0.0,0.0,0.8999999999999999,0.0,0.0,,,,,0.4,0.0,0.0999999999999999,,,,,1.5,3.2011942119122017,1.0,6.560810062625218,1.801896517994656,2.649568619222636,,,,4.133373269960325,,1.5,,2.52472352647034,5.046596963941607,2.3608100626252178,1.0,9.896585303791408,1.0,1.3000000000000005,,,,,3.3,4.748811636094027,2.7465969639416064,,,30.51762723922729,2,0.0
639,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232229,,,0,0,0,0,0.0,524,198,,,0,2,0.0,0.0,0,Vontae,0.0,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,2.267910957336426,2.697688341140747,5.666616439819336,2.697688341140747,1.9232081174850464,2.745483875274658,3.2488131523132324,2.390280246734619,0.0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,544,198,False,0.0,540,198,0,Joined Dundee on loan until the end of the season - Expected back 01 Jul,2022-01-31T23:30:20.469787Z,40,0,0,,0,,232229.jpg,0.0,0,0,Daley-Campbell,0.0,False,,u,9,13,Leicester City,0.0,489,190,0,673,0,634,5,,,,,0.0,5.909422367811202,0.0,Daley-Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.63768947124481,0,0.0
645,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501770,,,0,0,0,0,0.0,556,222,,,0,2,-0.5,0.5,0,Ben,0.0,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,2.267910957336426,2.697688341140747,5.666616439819336,2.697688341140747,1.9232081174850464,2.745483875274658,3.2488131523132324,2.390280246734619,0.0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,576,222,False,0.0,572,222,0,,,40,0,0,,0,,501770.jpg,0.0,0,0,Nelson,0.0,False,,a,9,13,Leicester City,0.0,522,215,0,1620,46,1036,56,,,,,0.0,5.909422367811202,0.0,Nelson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.63768947124481,0,0.0
646,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232620,,,0,0,0,0,0.0,628,247,,,0,3,-0.5,0.5,0,Lewis,0.0,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,2.134121417999268,2.2769458293914795,4.8451247215271,2.2769458293914795,1.9761722087860107,2.334737777709961,2.650022506713867,2.159500360488892,0.0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,637,248,False,0.0,635,248,0,,,45,0,0,,0,,232620.jpg,0.0,0,0,Brunt,0.0,False,,a,9,13,Leicester City,0.0,613,245,0,723,26,454,22,,,,,0.0,4.589682367112902,0.0,Brunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.653570652008057,0,0.0
647,1.1799970504140471,1.1799970504140471,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,0.1799970504140472,0,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,461587,,,0,0,0,0,0.0,650,259,,,0,3,0.0,0.0,0,Kasey,0.0,,,,,1.0,30,,,,,,,,,,,,,,,,,,,,,,,,1.4647387266159058,1.7165944576263428,3.6051411628723145,1.7165944576263428,1.4281731843948364,1.774386286735535,1.9419713020324707,1.5497573614120483,0.0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,657,259,False,0.0,656,259,2,Joined Forest Green Rovers on loan until the end of the season,2022-01-28T15:30:10.952674Z,45,0,0,,0,,461587.jpg,1.0,0,0,McAteer,0.0,False,,u,9,13,Leicester City,0.0,636,258,1,227,0,201,3,0.26222156675867714,,,0.5562559440852648,0.0,3.377190430959066,0.2,McAteer,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0.5999999999999979,0.0,0.0,3.400000000000002,,2.599999999999998,-0.0999999999999978,3.6999999999999993,1.3999999999999986,2.8000000000000043,0.6999999999999957,0.7000000000000028,1.0,1.1999999999999955,2.3000000000000043,,1.1999999999999955,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.197356939315796,0,0.0
182,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28690,,,0,0,0,0,0.0,698,288,,,0,3,0.0,0.0,0,Pablo,0.0,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,2.10013747215271,2.590659618377685,0.0,2.3389036655426025,1.9212570190429688,2.136439085006714,2.2753748893737797,2.2772231101989746,0.0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,701,288,False,0.0,701,288,0,Left the club at the end of the 2020/21 season,2021-07-19T09:38:55.151396Z,55,0,0,,0,,28690.jpg,0.0,0,0,Hernández Domínguez,0.0,False,,u,10,2,Leeds United,0.0,697,288,0,0,0,234,0,,,,,0.0,2.8436354290355337,0.0,Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.639994859695436,0,0.0
183,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39790,,,0,0,0,0,0.0,598,66,,,0,1,0.0,0.0,0,Francisco,0.0,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,3.0192227363586426,3.512204885482788,0.0,3.3253347873687744,2.5846850872039795,2.89685320854187,3.277597665786743,3.3253347873687744,0.0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,610,78,False,0.0,607,78,0,Joined Elche CF on a season-long loan - Expected back 01 Jul,2021-07-13T10:00:05.132170Z,45,0,0,,0,,39790.jpg,0.0,0,0,Casilla Cortés,0.0,False,,u,10,2,Leeds United,0.0,579,57,0,0,0,476,2,,,,,0.0,4.87582959069146,0.0,Casilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.94123315811157,0,0.0
184,35.33478476478164,2.355652317652109,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,1.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,253,100.0,100.0,9.592784764781634,3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55914,,,0,0,-1,1,40.8,346,122,,,1,2,0.0,0.0,0,Liam,0.0,,,2.942723541863016,,15.0,30,,,,,,,,,,,,,,,,,,,,,,,,2.234706401824951,3.0020499229431152,0.0,2.74748969078064,1.7329564094543457,2.1533632278442383,2.733604669570923,2.685809135437012,0.0,,,,,,,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,39.7,288,97,False,314.2,182,76,1274,,2021-12-06T00:00:17.240612Z,44,0,0,,0,,55914.jpg,2.7,0,0,Cooper,0.2,False,,a,10,2,Leeds United,40.0,343,120,41,63975,106,79095,187,0.5353755267391157,,,1.1230131790754803,0.0,3.929540785876187,9.3,Cooper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.013333333333333334,1.5,0.9000000000000004,1.0,1.8999999999999984,2.0,1.1000000000000014,1.0,2.8000000000000007,3.5,3.2,0.0,2.1,0.0,1.0,2.0,1.3999999999999986,1.7000000000000028,2.1000000000000014,7.699999999999996,2.3000000000000043,1.7999999999999972,1.2000000000000028,1.4,0.7999999999999972,4.0,1.3000000000000007,2.0,0.1999999999999993,2.2,0.9000000000000004,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,0.1,,0.0,0.0,0.0,0.0,0.0,0.1,,-0.1074793594062807,3.626278638962396,3.4715177646857693,0.598274476890541,2.541341132946451,7.102484334792316,1.0,,,,,1.2608257130119274,,,,,,,,,,,3.586387855766426,,0.0732625555549367,3.0901271721360497,1.5413411329464508,6.27492301231193,2.443212633449336,4.226278638962396,17.289979457855225,4,0.0
185,47.94289867069429,2.282995174794966,3,0.0,,,,,,1.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,6,0.0,,,,,,3.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,342,100.0,100.0,13.429898670694287,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66588,,,0,0,-2,2,148.4,195,48,,,1,2,4.2,4.2,13,Luke,4.2,2.932794150324831,2.319616931027071,2.68553841914555,3.3474269881253607,21.0,30,,,,,,,,,,,,,,,,,,,,,,,,2.732689380645752,3.19732928276062,0.0,2.895005464553833,1.9797006845474243,2.47732925415039,3.004507064819336,3.004507064819336,0.0,,,,,,,59,2,1.0,,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,88.0,135,31,False,517.8,62,22,1888,,2021-09-17T23:00:12.419851Z,43,0,0,,0,,66588.jpg,2.0,0,0,Ayling,2.9,False,,a,10,2,Leeds United,217.0,161,27,43,588587,8057,1256752,1846,0.530929110417434,0.6820451512383329,0.7784713925872933,1.1009580360945577,1.0,4.486294929371323,10.0,Ayling,0.6,1.7999999999999998,0.0,,,,,,0.0,0.0,0.1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.1999999999999999,0.0,0.0,0.0,0.3,0.0,0.0,,,,,1.4,2.0,0.09523809523809523,1.5,0.9000000000000004,1.0,1.8999999999999984,2.0,1.1000000000000014,1.0,2.8000000000000007,3.5,3.2,0.0,2.1,0.0,1.0,2.0,1.3999999999999986,1.7000000000000028,2.1000000000000014,7.699999999999996,2.3000000000000043,1.7999999999999972,1.2000000000000028,1.4,0.7999999999999972,4.0,1.3000000000000007,2.0,0.1999999999999993,2.2,0.9000000000000004,8.399999999999999,0.1,,,,,,0.2,0.0,0.0,0.0,,0.0,,0.0,0.0999999999999999,0.0,0.0,0.0,0.0,0.0999999999999999,0.0999999999999999,0.0,0.0,0.7,0.1,0.0,,,,,11.66831585646889,1.4925206405937188,,,,,,7.442517764685768,1.2432402505008715,-0.5792104663107259,0.1630488159134649,,1.4898257130119277,,3.4715177646857693,2.912341132946451,2.986387855766427,1.7307340962109363,1.489825713011927,-2.998188691268453,1.6010353748912132,4.261195552886347,2.204776847648805,2.986387855766426,11.66831585646889,1.6732625555549367,3.0901271721360497,,,,,19.29106819629669,3,0.0
186,62.03899365199235,2.481559746079694,2,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0.0,4,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,3.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,234,100.0,100.0,3.996993651992348,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72222,,,-1,1,-4,4,387.5,68,50,,,1,3,1.5,1.5,1,Mateusz,1.5,2.667044113971907,2.3931694879767256,2.0694502089810896,2.2133891854633347,25.0,30,,,,,,,,,,,,,,,,,,,,,,,,2.4421157836914062,2.797171831130981,0.0,2.68227481842041,2.035564661026001,2.354262351989746,2.716771125793457,2.68227481842041,0.0,,,,,,,43,1,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,109.5,79,51,False,293.0,194,74,1650,,2022-02-10T01:00:15.054010Z,51,0,0,3.0,0,,72222.jpg,2.0,0,0,Klich,0.3,False,,a,10,2,Leeds United,418.0,67,38,51,91201,100,114818,236,0.48658034236856745,0.5229498262690014,0.4339978795026147,1.0988531252426381,0.3,3.4726343902887087,10.0,Klich,2.0,6.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.3,,0.1,,0.3,0.0,0.0,0.0,0.0,0.1999999999999999,-0.1,0.0,0.1,,0.0,,0.4,0.3,0.3999999999999999,0.0,0.0,2.3,4.3,0.172,1.5,0.9000000000000004,1.0,1.8999999999999984,2.0,1.1000000000000014,1.0,2.8000000000000007,3.5,3.2,0.0,2.1,0.0,1.0,2.0,1.3999999999999986,1.7000000000000028,2.1000000000000014,7.699999999999996,2.3000000000000043,1.7999999999999972,1.2000000000000028,1.4,0.7999999999999972,4.0,1.3000000000000007,2.0,0.1999999999999993,2.2,0.9000000000000004,11.5,0.1,,,0.0,,0.0,0.0,0.1,0.0,0.0,,0.4,,0.0,0.3,0.0999999999999998,0.1999999999999999,0.0,0.3000000000000002,0.0999999999999996,0.0,0.0,,0.0,,0.3,0.3,0.0999999999999998,0.0,0.0,1.0,2.72313016014843,,,1.0,,1.0,0.0,0.5000000000000004,1.0,2.940762203978366,,6.3,,5.038879441171443,3.635335283236613,2.746596963941606,3.182683524052734,1.0,4.100452827182888,0.1999999999999979,3.165298888221587,2.6011942119122016,,1.0,,4.972531793034013,5.306335283236613,4.518730753077982,2.110803158362334,2.4065696597405988,17.710435390472412,4,0.0
187,66.06200000000001,2.872260869565218,2,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,1.0,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,265,100.0,75.0,0.0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80954,4.0,,0,0,-3,3,434.8,50,4,,,0,4,4.0,3.0,5,Rodrigo,4.0,2.8602222222222218,2.8602222222222218,2.961833333333333,3.56,23.0,30,,,,,,,,,,,,,,,,,,,,,,,,3.0234103202819824,3.494530439376831,0.0,3.307264804840088,2.565373420715332,2.85657286643982,3.4200081825256348,3.4200081825256348,0.0,,,,,,,28,5,0.0,1.0,0.0,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,125.8,54,15,False,349.6,150,17,1628,,2022-03-14T07:00:14.393793Z,62,0,0,4.0,0,,80954.jpg,2.8,0,0,Moreno,1.7,False,,a,10,2,Leeds United,474.0,59,25,64,348992,24756,366928,3673,0.46326788218793835,0.4613261648745519,0.5741935483870968,1.153527724042541,0.6,3.5624464865653738,10.3,Rodrigo,3.8,11.4,0.0,0.0,0.0999999999999996,,0.2999999999999998,0.0,,,,,,,,,0.0,0.0,0.2000000000000001,0.0,0.0999999999999996,0.2000000000000001,0.0,0.2999999999999998,0.4,0.0,0.1999999999999999,0.7000000000000001,0.0999999999999998,0.7000000000000002,0.0,0.6000000000000001,3.9,7.699999999999999,0.33478260869565213,1.5,0.9000000000000004,1.0,1.8999999999999984,2.0,1.1000000000000014,1.0,2.8000000000000007,3.5,3.2,0.0,2.1,0.0,1.0,2.0,1.3999999999999986,1.7000000000000028,2.1000000000000014,7.699999999999996,2.3000000000000043,1.7999999999999972,1.2000000000000028,1.4,0.7999999999999972,4.0,1.3000000000000007,2.0,0.1999999999999993,2.2,0.9000000000000004,15.12,0.0,0.1,0.3,,0.0,0.6000000000000001,,,,,,,,,0.0,0.0999999999999996,0.0,0.1,0.2000000000000001,0.1,0.1999999999999997,0.0,0.0,0.5,0.3,0.3,0.2,0.0999999999999999,0.0,0.7999999999999999,3.0,1.0,2.4000000000000004,3.499999999999999,,2.8999999999999995,3.4000000000000004,,,,,,,,,1.0,1.3999999999999986,3.1420000000000003,2.4000000000000004,5.1,1.0000000000000009,3.799999999999999,4.9,2.2,3.0,2.8,4.300000000000001,3.1,4.5,2.0,9.0,22.08716821670532,8,0.0
