id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week24,assists_week25,assists_week26,assists_week27,assists_week28,assists_week29,assists_week3,assists_week30,assists_week31,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week22,bonus_week23,bonus_week24,bonus_week25,bonus_week26,bonus_week27,bonus_week28,bonus_week29,bonus_week3,bonus_week30,bonus_week31,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week24,cleansheet_week25,cleansheet_week26,cleansheet_week27,cleansheet_week28,cleansheet_week29,cleansheet_week3,cleansheet_week30,cleansheet_week31,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 31 prediction,gameweek 32 prediction,gameweek 33 prediction,gameweek 34 prediction,gameweek 35 prediction,gameweek 36 prediction,gameweek 37 prediction,gameweek 38 prediction,gameweek 39 prediction,gameweek 4 prediction,gameweek 40 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week24,goals_week25,goals_week26,goals_week27,goals_week28,goals_week29,goals_week3,goals_week30,goals_week31,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week24,xA_week25,xA_week26,xA_week27,xA_week28,xA_week29,xA_week3,xA_week30,xA_week31,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week24,xGA_week25,xGA_week26,xGA_week27,xGA_week28,xGA_week29,xGA_week3,xGA_week30,xGA_week31,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week24,xG_week25,xG_week26,xG_week27,xG_week28,xG_week29,xG_week3,xG_week30,xG_week31,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 24,xPoints week 25,xPoints week 26,xPoints week 27,xPoints week 28,xPoints week 29,xPoints week 3,xPoints week 30,xPoints week 31,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 41 prediction
286,5.919335231314703,1.4798338078286757,0,,,0.0,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,0,,,0.0,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,22,100.0,100.0,3.919335231314703,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,197365,,,0,0,-1,1,1.0,459,174,,,0,2,1.0,0.5,0,Eric,0.0,,3.626278638962393,1.9650335633071307,,4.0,31,,,,,,,,,,,,,,,,,,,,,,,,,2.20173454284668,4.532750129699707,1.701910376548767,2.20173454284668,2.20173454284668,1.5443229675292969,2.20173454284668,0.0,,0.0,,,,,,4,0,,,0.0,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,3.7,455,167,False,36.0,430,163,216,,2022-02-03T16:00:18.412838Z,49,1,0,,0,,197365.jpg,0.5,0,0,Bailly,0.1,False,,a,13,1,Manchester Utd,0.0,679,242,2,11417,53,17734,58,0.30200689955687254,,,0.6685207701797896,0.0,3.384881968400916,0.4,Bailly,0.0,0.0,,,0.0,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,2.1,2.2,2.7,1.5,0.9000000000000021,0.8000000000000007,0.0999999999999978,0.0,1.1999999999999993,,0.9000000000000021,0.3999999999999986,4.300000000000001,0.3999999999999986,0.6000000000000014,1.7999999999999972,1.6000000000000014,0.3999999999999986,2.6000000000000014,1.3999999999999986,,0.0,0.9000000000000057,,,,,,,0.0,,,0.0,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-2.0,,1.2688220509589994,,,1.0,,,,,3.626278638962393,,,,,,,,,,,,,,,,,,,16.58592164516449,1,0.0
288,48.53700854091617,2.696500474495343,0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,1.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,298,100.0,100.0,17.637008540916163,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214590,,,0,0,-4,4,233.1,145,32,,,0,2,1.0,0.5,0,Aaron,0.0,2.7619868563261725,3.3787038784166947,2.8007934394988294,3.239187248499948,18.0,31,,,,,,,,,,,,,,,,,,,,,,,,,3.2115674018859863,6.009197235107422,2.5683014392852783,3.2115674018859863,3.1797053813934326,2.1269493103027344,3.1797053813934326,0.0,,0.0,,,,,,30,0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,65.9,212,67,False,327.6,181,76,1613,,2022-01-16T01:30:14.423434Z,51,0,0,,0,,214590.jpg,2.2,0,0,Wan-Bissaka,3.1,False,,a,13,1,Manchester Utd,97.0,270,80,39,234135,690,786498,1208,0.528725583234381,0.5415660502600339,0.635134754607833,1.194030479539503,0.0,4.6052928531871125,7.6,Wan-Bissaka,0.9,2.7,0.0,0.0999999999999999,0.0,0.0,0.0,,,,,,,0.1,0.0999999999999999,0.0,,,,,0.0,0.3,0.0,,0.0,,,0.0,0.0,0.1,0.2,0.0,0.0,0.2,1.1,0.061111111111111116,0.6,0.5999999999999996,2.1,2.2,2.7,1.5,0.9000000000000021,0.8000000000000007,0.0999999999999978,0.0,1.1999999999999993,0.7999999999999999,0.9000000000000021,0.3999999999999986,4.300000000000001,0.3999999999999986,0.6000000000000014,1.7999999999999972,1.6000000000000014,0.3999999999999986,2.6000000000000014,1.3999999999999986,1.8000000000000005,0.0,0.9000000000000057,0.6999999999999997,1.6,1.2000000000000002,1.2000000000000002,3.1,3.8000000000000007,1.2000000000000002,0.0,0.1,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,0.0,0.1,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,4.195246544376106,6.0952465443761055,1.489825713011928,0.4432126334493358,2.268822050959,,,,,,,4.097315856468886,3.9262786389623927,4.681280184142561,,,,,1.8075860719786203,6.181280184142561,0.2970943128573351,,4.661195552886346,,,3.986341215165639,2.807586071978621,3.504776847648808,3.804776847648808,-0.8198031904257688,-0.9105169125753376,23.486993551254272,2,0.0
289,69.75125213522904,3.87506956306828,2,0.0,,0.0,,,,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,7,1.0,,0.0,,,,0.0,0.0,,,0.0,3.0,0.0,0.0,3.0,0.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,232,0.0,0.0,4.409252135229041,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220688,,,0,0,-4,4,266.1,128,86,,,2,3,0.0,0.0,0,Mason,0.0,8.59194430252392,4.998091652957688,4.080208323541206,,18.0,31,,,,,,,,,,,,,,,,,,,,,,,,,3.29972505569458,6.384899616241455,2.903775215148926,3.1800153255462646,3.1800153255462646,2.663825750350952,3.1800153255462646,0.0,,0.0,,,,,,18,5,1.0,,0.0,,,,0.0,0.0,,,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,1.0,,,0.0,0.0,0.0,0.0,1.0,0.0,107.3,90,57,False,292.2,205,82,1269,Unavailable. - Unknown return date,2022-01-31T14:30:13.548667Z,71,0,0,,0,,220688.jpg,3.9,0,0,Greenwood,4.0,False,,n,13,1,Manchester Utd,516.0,52,30,71,1920104,60,2362035,1330,0.5457844455025747,1.2101330003554818,,1.4542876925708768,0.0,3.491869241418973,10.0,Greenwood,1.6,4.800000000000001,0.2,,0.0,,,,0.1,0.0,,,0.0,0.0,0.1999999999999999,0.1,0.0,0.0,,,,,,,0.2,,,0.0999999999999999,0.0,0.1999999999999999,0.0,0.0,0.5,4.4,6.0,0.3333333333333333,0.6,0.5999999999999996,2.1,2.2,2.7,1.5,0.9000000000000021,0.8000000000000007,0.0999999999999978,0.0,1.1999999999999993,0.7999999999999999,0.9000000000000021,0.3999999999999986,4.300000000000001,0.3999999999999986,0.6000000000000014,1.7999999999999972,1.6000000000000014,0.3999999999999986,2.6000000000000014,1.3999999999999986,1.8000000000000005,0.0,0.9000000000000057,0.6999999999999997,1.6,1.2000000000000002,1.2000000000000002,3.1,3.8000000000000007,22.0,0.1,,0.5,,,,0.1,0.0,,,0.1999999999999997,0.4,0.3000000000000002,0.0,1.3000000000000005,0.1999999999999993,,,,,,,0.4,,,0.0999999999999999,0.0,0.6000000000000001,0.0999999999999998,0.3,0.0,,4.648811636094026,,4.622456428252982,,,,2.571,1.0,,,1.999999999999999,7.449328964117222,4.5065696597406,1.3000000000000005,13.513568559012205,3.670320046035637,,,,,,,4.7652988882215865,,,4.067585303791409,2.2018965179946552,5.901194211912202,1.8011942119122013,3.545049202393558,2.5,24.792271614074707,1,0.0
459,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100.0,100.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43670,,,0,0,-3,3,0.0,679,281,,,0,3,1.0,0.5,0,Juan,0.0,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,2.3848843574523926,5.13590669631958,2.182420253753662,2.325244188308716,2.3848843574523926,1.9648302793502808,2.3848843574523926,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,681,280,False,0.0,681,280,0,,2021-12-11T18:30:17.342472Z,47,0,0,,0,,43670.jpg,0.0,0,0,Mata,0.1,False,,a,13,1,Manchester Utd,0.0,667,281,0,4261,31,7220,38,,,,,0.0,3.992139253210514,0.0,Mata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.763054490089417,0,0.0
485,86.90796129892924,3.476318451957169,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,9,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,,0.0,2.0,3.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,307,100.0,100.0,6.123961298929224,6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209243,4.0,,0,0,-6,6,501.2,36,27,,,1,3,5.5,5.0,2,Jadon,4.5,5.357055905525851,4.809485177271185,4.36008590031821,3.724610050474134,25.0,31,,,,,,,,,,,,,,,,,,,,,,,,,3.781785249710083,6.852041244506836,2.9812099933624268,3.722550392150879,3.698243379592896,2.6849770545959477,3.613549470901489,0.0,,0.0,,,,,,20,3,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,126.8,57,37,False,318.6,185,69,1579,,2022-02-05T10:00:10.424936Z,89,0,0,,0,,209243.jpg,3.4,0,0,Sancho,3.0,False,,a,13,1,Manchester Utd,449.0,63,37,84,425740,16578,945806,8427,0.390597578871592,0.6019163938793091,0.4184955112892285,1.165264592580205,0.5,3.071276043238265,9.4,Sancho,3.9,11.7,0.0,,0.0,0.1999999999999999,0.0,0.2,0.2,0.0999999999999998,,,0.3,0.1,0.1,0.0,0.0,,0.1999999999999999,0.5999999999999999,0.7000000000000002,0.0,0.0,0.6999999999999997,0.0,,0.1,0.1,0.0,,0.0999999999999999,0.2,,3.0,6.9,0.276,0.6,0.5999999999999996,2.1,2.2,2.7,1.5,0.9000000000000021,0.8000000000000007,0.0999999999999978,0.0,1.1999999999999993,0.7999999999999999,0.9000000000000021,0.3999999999999986,4.300000000000001,0.3999999999999986,0.6000000000000014,1.7999999999999972,1.6000000000000014,0.3999999999999986,2.6000000000000014,1.3999999999999986,1.8000000000000005,0.0,0.9000000000000057,0.6999999999999997,1.6,1.2000000000000002,1.2000000000000002,3.1,3.8000000000000007,15.0,0.0,,0.0,-0.0999999999999999,0.6,0.0,0.0,0.0,,,0.0,0.0,0.1,0.0999999999999998,0.0,,0.1999999999999999,1.0,0.2000000000000001,0.0,0.1999999999999997,0.1,0.0,,0.1,0.4,0.0,,0.0999999999999999,0.0,,3.2065696597405977,1.0,,1.0,2.2108031583623338,6.06720551273975,2.82313016014843,3.0065696597405984,2.749328964117221,,,1.9,1.3,4.977569659740599,3.1703200460356395,1.0,,4.148811636094026,12.965298888221586,9.843896517994654,1.0,3.074273578214332,7.617596963941606,2.1652988882215864,,3.2065696597405977,4.796585303791409,1.0,,1.7999999999999998,2.645049202393558,,27.33435678482056,0,0.0
509,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100.0,100.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21205,,,0,0,-1,1,0.0,490,17,,,0,1,1.0,0.5,0,Tom,0.0,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,3.3563427925109863,6.771926403045654,2.927861213684082,3.2967026233673096,3.3563427925109863,2.613285779953003,3.3563427925109863,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,514,43,False,0.0,510,43,0,,2022-02-18T14:30:15.233051Z,39,0,0,,0,,21205.jpg,0.0,0,0,Heaton,0.7,False,,a,13,1,Manchester Utd,0.0,454,4,0,74394,918,53161,530,,,,,0.0,6.584308819893079,0.0,Heaton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.678804397583008,0,0.0
510,48.85717473308748,2.873951454887499,0,,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,0.0,5,,,,0.0,,0.0,2.0,0.0,,,0.0,,0.0,,0.0,3.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,0.0,266,,,16.657174733087487,4,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216051,,,0,0,-3,3,221.7,155,35,,,0,2,2.5,2.0,2,José Diogo,1.5,4.600777168697104,4.05117998247893,3.68546291632137,3.106333247364407,17.0,31,,,,,,,,,,,,,,,,,,,,,,,,,3.2053699493408203,5.782890319824219,2.515484571456909,3.2053699493408203,3.2053699493408203,2.138543128967285,3.2053699493408203,0.0,,0.0,,,,,,14,0,,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,0.0,56.8,238,76,False,252.2,229,89,1179,,,42,0,0,,0,,216051.jpg,2.6,0,0,Dalot Teixeira,1.7,False,,a,13,1,Manchester Utd,95.0,271,81,44,600756,6905,468501,3343,0.684274155925595,1.0954231354040724,0.7396031541343826,1.4023447172376269,0.4,5.537713766098022,10.5,Dalot,0.6,1.7999999999999998,,,,0.0,,0.0,0.1,0.0,,,0.1999999999999999,,0.0,,0.0999999999999999,0.0,0.1,0.0,,,,0.0,0.0,,0.1999999999999999,,,0.0,,,0.0,0.4,1.0,0.058823529411764705,,0.5999999999999996,2.1,2.2,2.7,1.5,0.9000000000000021,0.8000000000000007,0.0999999999999978,0.0,1.1999999999999993,,0.9000000000000021,0.3999999999999986,4.300000000000001,0.3999999999999986,0.6000000000000014,1.7999999999999972,1.6000000000000014,0.3999999999999986,2.6000000000000014,1.3999999999999986,1.8000000000000005,0.0,0.9000000000000057,0.6999999999999997,1.6,1.2000000000000002,1.2000000000000002,3.1,3.8000000000000007,2.4000000000000004,,,,0.0,,0.0,0.2,0.0,,,0.0,,0.0,,0.0999999999999999,0.0,0.0,0.1,,,,0.0,0.0,,0.0,,,0.0,,,0.0,4.226278638962387,,,,0.0,,1.8925206405937192,7.126278638962392,2.7973158564688854,,,3.804776847648809,,1.0,,3.954274236048803,7.681280184142561,4.495246544376102,5.261195552886347,,,,1.9863878557664272,0.0,,4.226278638962387,,,1.0,,,1.0,23.25839781761169,2,0.0
511,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156689,,,0,0,0,0,0.0,695,288,,,0,3,0.0,0.0,0,Andreas,0.0,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,2.3848843574523926,5.13590669631958,2.182420253753662,2.325244188308716,2.3848843574523926,1.9648302793502808,2.3848843574523926,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,695,287,False,0.0,695,287,0,Season-long loan to Flamengo,2021-08-23T09:38:59.366536Z,50,0,0,,0,,156689.jpg,0.0,0,0,Pereira,0.0,False,,u,13,1,Manchester Utd,0.0,687,288,0,167,0,1928,2,,,,,0.0,3.7526108980178834,0.0,Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.763054490089417,0,0.0
512,36.98445987544319,2.8449584519571687,0,,,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,0,,,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,102,,,3.1844598754431965,3,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,,,,,449434,,,0,0,-2,2,91.0,265,149,,,0,3,2.5,2.0,2,Anthony,1.5,3.7555945308066665,3.480035077726,3.2545773433872736,3.287790820997643,13.0,31,,,,,,,,,,,,,,,,,,,,,,,,,3.385312557220459,7.322168350219727,2.8188436031341557,3.385312557220459,3.361005544662476,2.6526782512664795,3.358273983001709,0.0,,0.0,,,,,,6,2,,,,,,,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,,,,,,,42.3,284,130,False,124.0,340,143,634,,,48,0,0,,0,,449434.jpg,2.5,0,0,Elanga,0.5,False,,a,13,1,Manchester Utd,208.0,174,95,33,105006,3591,61112,3191,0.5926996774910769,0.7824155272513889,0.6849564210411756,1.298539932751599,0.3,5.475748926401138,6.9,Elanga,0.6,1.7999999999999998,,,,,,,0.0,,,,,,,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,,,0.0,,,,,,,2.4,3.0,0.23076923076923078,,,,,,,0.9000000000000021,0.8000000000000007,0.0999999999999978,0.0,1.1999999999999993,,0.9000000000000021,0.3999999999999986,4.300000000000001,0.3999999999999986,0.6000000000000014,1.7999999999999972,1.6000000000000014,0.3999999999999986,2.6000000000000014,1.3999999999999986,,0.0,0.9000000000000057,,,,,,,12.0,,,,,,,0.0,,,,,,,0.0,0.9,0.0999999999999999,0.0,0.0,0.7,0.5000000000000002,0.0,0.0,,,0.1999999999999997,,,,,,,3.406569659740596,,,,,,,1.0,,,,,,,1.0,8.513568559012201,3.1703200460356404,1.3,3.165298888221587,4.5,6.670320046035641,2.074273578214334,1.0,,,3.406569659740596,,,,,,,26.283594846725464,0,0.0
555,61.90800854091616,3.439333807828676,1,,0.0,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,7,,0.0,,,,,,,,,2.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,,,301,100.0,100.0,17.637008540916163,4,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90152,,,0,0,0,0,47.9,334,113,,,1,2,2.5,2.0,2,Raphaël,1.5,3.8607428995406488,3.797454566192414,3.797454566192414,3.431315559623792,18.0,31,,,,,,,,,,,,,,,,,,,,,,,,,3.704535007476807,6.891498565673828,2.9922664165496826,3.6453001499176025,3.613438129425049,2.5538763999938965,3.613438129425049,0.0,,0.0,,,,,,14,0,,0.0,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,44.5,277,92,False,296.0,200,78,1469,,2022-03-07T09:30:14.347085Z,55,0,0,,0,,90152.jpg,3.2,0,0,Varane,2.7,False,,a,13,1,Manchester Utd,98.0,269,79,58,682462,8254,633113,2578,0.6253334196052138,0.7019532544619361,0.6238755562952348,1.4665368632302862,0.3,4.911700508811258,10.5,Varane,0.1,0.3,,0.0,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.1,0.0,,,0.7,0.7999999999999999,0.04444444444444444,,0.5999999999999996,2.1,2.2,2.7,1.5,0.9000000000000021,0.8000000000000007,0.0999999999999978,0.0,1.1999999999999993,,0.9000000000000021,0.3999999999999986,4.300000000000001,0.3999999999999986,0.6000000000000014,1.7999999999999972,1.6000000000000014,0.3999999999999986,2.6000000000000014,1.3999999999999986,1.8000000000000005,0.0,0.9000000000000057,0.6999999999999997,1.6,1.2000000000000002,1.2000000000000002,3.1,3.8000000000000007,4.199999999999999,,0.0,,,,,,,,,0.0,,0.0,0.0,0.2,0.0999999999999999,0.1999999999999999,0.0,0.0,0.0,,0.0,0.0,,0.0,0.2,0.0,0.0,0.0999999999999999,,,3.626278638962387,,4.195246544376106,,,,,,,,,5.204776847648809,,1.0,4.681280184142561,4.254274236048804,7.28128018414256,5.395246544376102,2.661195552886348,1.0,4.681280184142561,,1.9863878557664272,6.432195552886346,,3.626278638962387,5.186341215165639,2.807586071978621,3.504776847648808,3.804776847648808,,,27.014352798461918,0,0.0
