id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week24,assists_week25,assists_week26,assists_week27,assists_week28,assists_week29,assists_week3,assists_week30,assists_week31,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week22,bonus_week23,bonus_week24,bonus_week25,bonus_week26,bonus_week27,bonus_week28,bonus_week29,bonus_week3,bonus_week30,bonus_week31,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week24,cleansheet_week25,cleansheet_week26,cleansheet_week27,cleansheet_week28,cleansheet_week29,cleansheet_week3,cleansheet_week30,cleansheet_week31,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 31 prediction,gameweek 32 prediction,gameweek 33 prediction,gameweek 34 prediction,gameweek 35 prediction,gameweek 36 prediction,gameweek 37 prediction,gameweek 38 prediction,gameweek 39 prediction,gameweek 4 prediction,gameweek 40 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week24,goals_week25,goals_week26,goals_week27,goals_week28,goals_week29,goals_week3,goals_week30,goals_week31,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week24,xA_week25,xA_week26,xA_week27,xA_week28,xA_week29,xA_week3,xA_week30,xA_week31,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week24,xGA_week25,xGA_week26,xGA_week27,xGA_week28,xGA_week29,xGA_week3,xGA_week30,xGA_week31,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week24,xG_week25,xG_week26,xG_week27,xG_week28,xG_week29,xG_week3,xG_week30,xG_week31,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 24,xPoints week 25,xPoints week 26,xPoints week 27,xPoints week 28,xPoints week 29,xPoints week 3,xPoints week 30,xPoints week 31,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 41 prediction
114,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168399,,,0,0,-2,2,0.0,577,58,,,0,1,0.0,-1.5,0,Will,0.0,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,4.099000453948975,6.1032490730285645,3.492693901062012,3.587690830230713,3.2656946182250977,5.82622766494751,3.70404863357544,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,593,76,False,0.0,589,76,0,,,43,0,0,,0,,168399.jpg,0.0,0,0,Norris,0.1,False,,a,5,90,Burnley,0.0,548,47,0,5636,22,10540,39,,,,,0.0,6.995024459306584,0.0,Norris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.07860517501831,0,0.0
115,60.07238416385918,2.310476313994584,1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285,100.0,100.0,5.801384163859176,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,172782,4.0,,0,0,-2,2,359.7,76,54,2.0,,1,3,1.7,1.9,3,Josh,1.7,3.170100387911546,3.170100387911546,2.9829349240282816,2.874099191212538,26.0,31,,,,,,,,,,,,,,,,,,,,,,,,,2.931093454360962,4.858078956604004,2.805051326751709,2.7716758251190186,2.6567788124084477,4.884645462036133,2.8587965965271,0.0,,0.0,,,,,,34,1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.8,114,68,False,396.2,120,45,2190,,2021-12-30T23:30:12.623945Z,43,0,0,,0,,172782.jpg,2.2,0,0,Brownhill,2.8,False,,a,5,90,Burnley,209.0,172,94,57,721379,6344,800778,7878,0.5373200730219964,0.7372326483515224,0.6683951607471019,1.1142106182186395,0.4,5.527004752048226,13.3,Brownhill,1.5,4.5,0.0,0.0,0.0,0.4,,0.0999999999999999,0.0,0.0,,,,0.1,,,,0.0,0.0,0.0,0.3,0.1999999999999999,0.0,0.0,0.0,,0.0,0.0,0.0,0.1,0.2,0.0,0.0999999999999999,1.0,2.5,0.09615384615384616,1.2,0.5999999999999996,2.299999999999999,1.8000000000000007,0.1000000000000014,0.6999999999999993,1.3000000000000007,0.5999999999999979,0.0,0.0,0.0,3.0,2.0,1.6000000000000014,0.0,2.099999999999998,2.1000000000000014,1.6000000000000014,1.3999999999999986,2.200000000000003,2.0999999999999943,1.9000000000000057,1.5,0.0,4.299999999999997,1.2999999999999998,1.1999999999999993,2.6000000000000014,0.5,1.8999999999999984,1.6000000000000014,5.0,0.0,0.0,0.0,0.1999999999999999,,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,0.3,0.0,0.0,0.0999999999999999,0.1,,0.0,0.1,0.0999999999999999,0.0,0.0,0.1,0.0,3.0135685590122008,1.0,2.5488116360940265,1.1002588437228038,4.365298888221586,,2.7965853037914097,2.2725317930340125,1.0,,,,2.3497870683678643,,,,1.122456428252982,1.1224564282529816,2.2018965179946552,9.417596963941604,3.710803158362333,2.1224564282529825,2.6495686192226344,1.72313016014843,,3.0135685590122008,1.7725317930340123,2.801194211912202,2.374273578214334,2.2065306597126337,2.649568619222636,2.501896517994655,23.766120433807373,9,0.0
116,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217401,,,0,0,0,0,0.0,619,240,,,0,3,0.0,0.0,0,Josh,0.0,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,3.11694598197937,4.383804321289063,2.4147117137908936,2.650022506713867,2.2769458293914795,4.2899580001831055,2.626066207885742,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,628,241,False,0.0,626,240,0,Transferred to Barnsley,2021-07-31T16:20:53.282166Z,45,0,0,,0,,217401.jpg,0.0,0,0,Benson,0.0,False,,u,5,90,Burnley,0.0,602,238,0,0,0,231,0,,,,,0.0,4.83521212471856,0.0,Benson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.75845456123352,0,0.0
117,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220037,,,0,0,0,0,0.0,620,71,,,0,1,0.0,0.0,0,Bailey,0.0,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,4.099000453948975,6.1032490730285645,3.492693901062012,3.587690830230713,3.2656946182250977,5.82622766494751,3.70404863357544,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,629,80,False,0.0,627,80,0,Joined Sheffield Wednesday on a season-long loan,2021-07-27T22:30:10.385580Z,45,0,0,,0,,220037.jpg,0.0,0,0,Peacock-Farrell,0.0,False,,u,5,90,Burnley,0.0,604,62,0,0,0,426,0,,,,,0.0,6.684134483337402,0.0,Peacock-Farrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.07860517501831,0,0.0
118,79.24177464430447,2.732474987734637,1,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342,100.0,100.0,6.4707746443044645,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,433154,2.0,,0,0,-4,4,524.9,29,22,4.0,,0,3,1.3,1.1,2,Dwight,1.3,3.69679225328569,3.3911569827516788,3.242485532046988,3.845707051459488,29.0,31,,,,,,,,,,,,,,,,,,,,,,,,,3.12040376663208,5.469926834106445,3.0383613109588623,3.019028902053833,2.9627034664154053,5.224738597869873,3.068031072616577,0.0,,0.0,,,,,,39,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.6,55,35,False,433.8,105,39,2392,,2022-01-10T12:30:20.695295Z,56,0,0,,0,,433154.jpg,2.2,0,0,McNeil,0.3,False,,a,5,90,Burnley,334.0,106,58,65,65826,290,70613,1413,0.4879419620954709,0.6601414738010162,0.6867334020463373,1.1546814309115898,0.2,4.625570348330907,11.6,McNeil,3.0,9.0,0.1,0.0999999999999998,0.0,0.3,,0.0,0.0,0.2000000000000001,,,,0.1,0.0,0.0,,0.0999999999999996,0.2000000000000001,0.0,0.1,0.2999999999999998,0.1,0.1,0.3,,0.0,0.3,0.1999999999999999,0.0,0.0,0.3999999999999999,0.2000000000000001,1.6,4.6,0.1586206896551724,1.2,0.5999999999999996,2.299999999999999,1.8000000000000007,0.1000000000000014,0.6999999999999993,1.3000000000000007,0.5999999999999979,0.0,0.0,0.0,3.0,2.0,1.6000000000000014,0.0,2.099999999999998,2.1000000000000014,1.6000000000000014,1.3999999999999986,2.200000000000003,2.0999999999999943,1.9000000000000057,1.5,0.0,4.299999999999997,1.2999999999999998,1.1999999999999993,2.6000000000000014,0.5,1.8999999999999984,1.6000000000000014,8.0,0.0,0.2,0.0,0.0,,0.0,0.0,0.0999999999999999,,,,0.1,0.0,0.0,,0.2,0.0,0.0,0.0999999999999999,0.0,0.4999999999999999,0.2000000000000001,0.0,,0.0,0.1,0.0,0.0,0.0999999999999999,0.0,0.0,2.0,2.601194211912202,3.619811636094026,2.100258843722804,3.0652988882215864,,2.49658530379141,2.2725317930340125,3.648811636094029,,,,2.8497870683678643,2.135335283236613,2.2018965179946552,,5.422456428252981,2.722456428252982,1.0,5.046596963941607,5.010803158362333,4.922456428252984,3.449568619222636,4.123130160148429,,2.0,3.672531793034013,2.901194211912202,2.074273578214334,3.106530659712633,3.349568619222635,2.801896517994656,25.90319395065308,1,0.0
451,21.125206405937192,2.11252064059372,0,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,154,100.0,0.0,8.925206405937192,3,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,0.0,432830,,,0,0,-2,2,34.7,357,129,,,0,2,1.7,0.0,7,Nathan,1.7,1.1057524563435397,1.1057524563435397,1.6578900955741982,0.6355936064878178,10.0,31,,,,,,,,,,,,,,,,,,,,,,,,,3.3829023838043213,4.397462844848633,2.7748706340789795,2.997483015060425,2.511979103088379,4.3328142166137695,2.8801636695861816,0.0,,0.0,,,,,,15,1,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,1.0,,,,0.0,0.0,0.0,37.2,301,100,False,225.8,255,98,860,,2022-03-13T01:00:21.096866Z,43,0,0,,0,,432830.jpg,2.6,1,0,Collins,0.1,False,,a,5,90,Burnley,111.0,250,71,26,9052,1027,11947,84,0.49128386990551626,0.2571517340333813,0.1478124666250739,1.0187479156131622,0.4,5.413412992344346,6.0,Collins,0.4,1.2000000000000002,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.4,0.0,0.5,0.9,0.09,,0.5999999999999996,2.299999999999999,1.8000000000000007,0.1000000000000014,0.6999999999999993,1.3000000000000007,0.5999999999999979,0.0,0.0,0.0,,2.0,1.6000000000000014,0.0,2.099999999999998,2.1000000000000014,1.6000000000000014,1.3999999999999986,2.200000000000003,2.0999999999999943,1.9000000000000057,,0.0,4.299999999999997,,,,0.5,1.8999999999999984,1.6000000000000014,3.0,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.1999999999999999,0.1,0.0,,,0.0999999999999999,,,,0.1,0.0,0.0,1.6542742360488036,,,,,,3.98634121516564,2.0901271721360497,,,,,,,,,,,,2.986387855766427,1.2,1.0898257130119309,-1.4017255231094632,,,1.6542742360488036,,,,5.026122638850533,2.798274476890541,1.8075860719786203,23.27767586708069,1,0.0
480,6.085041281187438,3.042520640593719,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,37,100.0,100.0,1.7850412811874383,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,20066,,,0,0,0,0,30.0,367,2,,,0,1,0.0,-1.5,0,Wayne,0.0,,2.824463602462536,2.824463602462536,,2.0,31,,,,,,,,,,,,,,,,,,,,,,,,,4.124768733978272,6.468630790710449,3.612508535385132,3.627785444259644,3.3195693492889404,6.455641269683838,3.810083150863648,0.0,,0.0,,,,,,6,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,9.3,421,28,False,62.8,394,30,180,,2021-10-28T12:30:12.207343Z,45,0,0,,0,,20066.jpg,2.0,0,8,Hennessey,0.3,False,,a,5,90,Burnley,0.0,578,55,4,22300,53,23568,136,0.6761156979097154,,,1.434257984575905,0.0,6.98199717203776,0.9,Hennessey,0.1,0.3,,,,,,,,,,,,,0.1,0.0,,,,,,,,,,,,,,,,,,0.0,0.1,0.05,,,,,,,,,,,,,2.0,1.6000000000000014,0.0,2.099999999999998,2.1000000000000014,1.6000000000000014,1.3999999999999986,2.200000000000003,2.0999999999999943,1.9000000000000057,,0.0,4.299999999999997,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.841341132946451,2.8075860719786205,,,,,,,,,,,,,,,,,,31.41898727416992,0,0.0
533,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461096,,,0,0,0,0,0.0,650,80,,,0,4,0.0,-1.5,0,Lewis,0.0,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,3.353113412857056,4.605887413024902,2.650878667831421,2.8265535831451416,2.3879873752593994,4.400999069213867,2.8622334003448486,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,658,79,False,0.0,657,78,0,,,45,0,0,,0,,461096.jpg,0.0,0,0,Richardson,3.3,False,,a,5,90,Burnley,0.0,637,78,0,555438,3942,322923,8875,,,,,0.0,5.130589538150364,0.0,Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.08765292167664,0,0.0
534,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461102,,,0,0,-1,1,0.0,504,191,,,0,2,0.0,-1.5,0,Bobby,0.0,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,3.8508594036102295,4.845364093780518,2.960579872131348,3.324299097061157,2.697688341140747,4.657736301422119,3.223482847213745,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,527,191,False,0.0,523,191,0,,,39,0,0,,0,,461102.jpg,0.0,0,0,Thomas,0.3,False,,a,5,90,Burnley,0.0,469,183,0,30793,209,26547,362,,,,,0.0,6.55384870675894,0.0,Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.560009956359863,0,0.0
565,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461567,,,0,0,-1,1,0.0,505,192,,,0,2,0.0,-1.5,0,Owen,0.0,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,3.8508594036102295,4.845364093780518,2.960579872131348,3.324299097061157,2.697688341140747,4.657736301422119,3.223482847213745,0.0,,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,528,192,False,0.0,524,192,0,,,39,0,0,,0,,461567.jpg,0.0,0,0,Dodgson,0.1,False,,a,5,90,Burnley,0.0,470,184,0,11222,63,10071,284,,,,,0.0,6.55384870675894,0.0,Dodgson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.560009956359863,0,0.0
575,41.4336032029686,2.07168016014843,1,,,,,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,1,,,,,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,131,100.0,100.0,4.462603202968596,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17349,,,0,0,-2,2,97.3,253,142,,,0,3,2.0,2.5,4,Aaron,2.0,3.5547933343799243,3.2775578476270666,2.897964873022556,3.641849191212538,20.0,31,,,,,,,,,,,,,,,,,,,,,,,,,2.7362308502197266,4.822089195251465,2.5011348724365234,2.5429372787475586,2.463932514190674,4.478884696960449,2.554879903793335,0.0,,0.0,,,,,,20,2,,,,,,0.0,,0.0,,,,,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,38.0,295,134,False,158.2,313,132,1242,,2021-11-04T14:00:15.979548Z,48,0,0,,0,,17349.jpg,2.5,0,0,Lennon,0.1,False,,a,5,90,Burnley,126.0,233,122,49,27568,401,18743,728,0.43160003336425623,0.7405819446624843,0.7587185815026121,0.9455882963743418,0.4,4.604185273249945,10.2,Lennon,0.4,1.2000000000000002,,,,,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.1,0.0,0.0,0.1999999999999999,0.0,,,0.1,0.0,,0.0,0.0,,,0.6,1.0,0.05,,0.5999999999999996,2.299999999999999,1.8000000000000007,0.1000000000000014,0.6999999999999993,1.3000000000000007,0.5999999999999979,0.0,0.0,0.0,,2.0,1.6000000000000014,0.0,2.099999999999998,2.1000000000000014,1.6000000000000014,1.3999999999999986,2.200000000000003,2.0999999999999943,1.9000000000000057,1.5,0.0,4.299999999999997,1.2999999999999998,1.1999999999999993,2.6000000000000014,0.5,1.8999999999999984,1.6000000000000014,3.0,,,,,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.3999999999999999,0.0999999999999999,0.0,0.0,,,0.0,0.0,,0.1,0.1,,,4.313568559012201,,,,,,1.0,,1.0,,,,,2.135335283236613,2.2018965179946552,,4.122456428252982,1.0,2.5018965179946555,6.246596963941607,5.381803158362334,2.7224564282529826,2.1495686192226344,,,4.313568559012201,1.0,,1.5,1.5,,,22.10008931159973,2,0.0
578,58.910473042820165,3.100551212780009,1,,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,,0.0,0.0,7,,2.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,,0.0,0.0,,0.0,3.0,196,100.0,100.0,4.239473042820166,4,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,149519,3.0,,0,0,-1,1,164.5,187,115,1.0,,2,3,5.0,8.5,13,Maxwel,5.0,3.2364687138872235,3.2657499678997546,3.004469491925899,4.161235084149292,19.0,31,,,,,,,,,,,,,,,,,,,,,,,,,4.413046836853027,6.2550368309021,3.5120980739593506,3.4481661319732666,3.3316609859466557,6.255871772766113,3.6053507328033447,0.0,,0.0,,,,,,17,7,,1.0,0.0,1.0,,0.0,0.0,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,1.0,,0.0,2.0,89.7,139,79,False,340.2,171,62,1231,,2022-02-24T03:00:13.057923Z,59,0,0,,0,,149519.jpg,4.1,0,0,Cornet,1.0,False,,a,5,90,Burnley,392.0,79,46,77,547532,18577,476574,2810,0.525517154708476,0.5485540193029192,0.7052940820592021,1.2764767335788245,0.8,5.2239375195260775,13.1,Cornet,0.8,2.4000000000000004,,0.4,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0999999999999999,0.0,0.0,0.0,0.0,0.0999999999999999,0.0,,,0.1,,0.1,0.0,,0.0,0.0,3.3,4.1,0.2157894736842105,,0.5999999999999996,2.299999999999999,1.8000000000000007,0.1000000000000014,0.6999999999999993,1.3000000000000007,0.5999999999999979,0.0,0.0,0.0,,2.0,1.6000000000000014,0.0,2.099999999999998,2.1000000000000014,1.6000000000000014,1.3999999999999986,2.200000000000003,2.0999999999999943,1.9000000000000057,,0.0,4.299999999999997,,1.1999999999999993,2.6000000000000014,0.5,1.8999999999999984,1.6000000000000014,16.5,,0.1,0.0,0.0999999999999998,,0.0,0.1,,,,,,,0.5,,0.1,0.0,0.1,0.0999999999999996,0.3000000000000002,0.1,0.2999999999999998,,,0.2999999999999998,,0.3,0.2,,0.4,0.2999999999999999,7.584568559012201,,6.248811636094027,1.1002588437228038,2.6652988882215856,,2.49658530379141,1.5000000000000004,,,,,,,3.5,,2.9224564282529824,2.1224564282529816,2.701896517994656,1.4999999999999982,3.610803158362336,1.8000000000000005,3.6495686192226335,,,7.584568559012201,,2.8,1.0,,3.0,6.701896517994655,30.821231365203857,2,0.0
