id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week24,assists_week25,assists_week26,assists_week27,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week22,bonus_week23,bonus_week24,bonus_week25,bonus_week26,bonus_week27,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week24,cleansheet_week25,cleansheet_week26,cleansheet_week27,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 31 prediction,gameweek 32 prediction,gameweek 33 prediction,gameweek 34 prediction,gameweek 35 prediction,gameweek 36 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week24,goals_week25,goals_week26,goals_week27,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week24,xA_week25,xA_week26,xA_week27,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week24,xGA_week25,xGA_week26,xGA_week27,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week24,xG_week25,xG_week26,xG_week27,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 24,xPoints week 25,xPoints week 26,xPoints week 27,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 37 prediction
138,98.4531195820493,4.688243789621395,7,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,0.0,,0.0,,0.0,0.0,1.0,8,0.0,,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,0.0,0.0,3.0,370,100.0,100.0,8.436119582049306,6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,184341,1.0,,0,0,0,0,575.5,12,10,2.0,,3,3,3.0,0.0,0,Mason,0.0,4.2046080532546,5.015758082582366,5.101299758165174,4.741320046035636,21.0,27,,,,,,,,,,,,,,,,,,,,9.82547092437744,4.601808547973633,,0.0,4.177342414855957,4.067108631134033,4.82180643081665,3.955802440643311,4.322940826416016,4.453161239624023,,,,,,,13,7,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,0.0,0.0,3.0,170.5,17,12,False,527.8,32,13,1433,,2022-02-13T11:00:11.871030Z,75,0,0,2.0,0,,184341.jpg,5.0,0,0,Mount,13.8,False,,a,6,8,Chelsea,600.0,28,16,104,3591765,176891,4164321,31322,0.6250991719495194,0.5606144071006134,0.6321760061380848,1.7119045857727617,0.0,5.890539010365804,13.9,Mount,4.2,12.6,0.0,,0.0,0.0,0.3999999999999999,0.2999999999999998,0.2000000000000001,0.0,0.1,0.1999999999999997,0.4000000000000003,0.8,0.1999999999999997,0.1,0.0999999999999996,0.1000000000000005,,,,,0.0999999999999999,,0.0,,0.7000000000000001,0.0,0.5,6.1,10.3,0.4904761904761905,0.3,0.3000000000000007,1.0,0.4000000000000003,0.6999999999999993,1.0,1.700000000000001,1.3999999999999986,0.5,0.3000000000000007,0.6000000000000014,0.3,0.8999999999999986,1.3000000000000007,1.3999999999999986,0.4000000000000021,0.0,0.0,0.6999999999999993,0.0,2.7,1.5,0.7000000000000002,1.7000000000000002,1.3999999999999997,1.5,0.0999999999999996,30.02,0.2,,0.0,0.0999999999999996,-0.0999999999999996,0.7999999999999998,0.2000000000000001,0.2999999999999998,1.0,0.0999999999999996,0.4000000000000003,0.3,0.0999999999999996,0.3000000000000007,0.0,0.1999999999999993,,,,,0.3,,0.0999999999999999,,0.2,0.0,1.6,,4.511818220681718,,1.0,3.1703200460356373,1.7000000000000015,10.038879441171442,7.553683524052735,2.746596963941606,7.906530659712633,3.8408182206817134,5.748811636094029,7.4118182206817185,3.277569659740597,4.072531793034017,3.5465969639416057,4.741320046035636,,,,,3.8672055127397496,,1.5,,4.1000000000000005,1.0,16.17583741803596,44.17904257774353,2,3.953601121902466
139,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,199598,,,0,0,0,0,0.0,608,233,,,0,2,0.0,0.0,0,Ethan,0.0,,,,,,27,,,,,,,,,,,,,,,,,,,,7.025664329528809,3.643423318862915,,0.0,3.035749673843384,2.788517713546753,3.546710252761841,2.728877544403076,3.048557996749878,3.112100839614868,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,616,233,False,0.0,614,234,0,Joined Venezia on a season-long loan - Expected back 01 Jul,2021-08-31T18:00:09.815232Z,45,0,0,,0,,199598.jpg,0.0,0,0,Ampadu,0.0,False,,u,6,8,Chelsea,0.0,590,231,0,1370,0,8049,5,,,,,0.0,7.010045104556614,0.0,Ampadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.54520297050476,0,2.6156013011932373
140,52.50979970146379,3.5006533134309192,4,,0.0,0.0,0.0,0.0,,0.0,0.0,,,2.0,,0.0,0.0,0.0,1.0,,,,,,0.0,,,0.0,,1.0,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,163,100.0,75.0,6.02579970146379,6,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,209046,,,0,0,-2,2,326.9,74,53,,,0,3,3.0,0.0,0,Callum,0.0,3.917059661162374,3.4602354512004103,3.8947282279606696,4.7413200460356375,15.0,27,,,,,,,,,,,,,,,,,,,,7.739565849304199,3.834065198898315,,0.0,3.6381142139434814,3.522001266479492,3.752752780914306,3.410695552825928,3.7531349658966064,3.85568904876709,,,,,,,8,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,,0.0,,1.0,82.7,122,70,False,175.4,265,108,958,,2022-02-19T20:00:13.636416Z,53,0,0,,0,,209046.jpg,3.3,0,0,Hudson-Odoi,0.3,False,,a,6,8,Chelsea,326.0,86,49,49,163735,516,162491,1310,0.6605006251756451,0.7390678605966743,0.8945886879312523,1.5205866308909584,0.0,6.979556938387313,9.2,Hudson-Odoi,2.3,6.9,,0.0999999999999999,0.8,0.0,0.5,,0.0999999999999998,0.1,,,0.1,,0.0,0.0,0.1,0.0999999999999996,,,,,,0.0,,,0.1,,0.3,2.1,4.4,0.29333333333333333,,0.3000000000000007,1.0,0.4000000000000003,0.6999999999999993,1.0,1.700000000000001,1.3999999999999986,0.5,0.3000000000000007,0.6000000000000014,,0.8999999999999986,1.3000000000000007,1.3999999999999986,0.4000000000000021,0.0,0.0,0.6999999999999993,0.0,,1.5,0.7000000000000002,1.7000000000000002,1.3999999999999997,1.5,0.0999999999999996,10.5,,0.0,0.5,0.0999999999999999,0.2999999999999999,,0.0,0.0,,,0.5,,0.1,0.0,0.0999999999999998,0.2000000000000001,,,,,,0.0,,,0.1,,0.1999999999999999,,,3.040818220681717,7.267879441171443,3.170320046035639,5.496585303791409,,1.2999999999999996,1.3000000000000005,,,7.890811636094027,,1.9065696597406,1.0,4.046596963941607,4.7413200460356375,,,,,,2.22313016014843,,,3.0465969639416066,,5.57583741803596,36.99165177345276,1,3.48563289642334
141,55.47123966165896,3.263014097744645,2,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,,,,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,2,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,,,,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,110,100.0,100.0,6.829239661658963,7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,219847,,,0,0,-7,7,114.6,213,127,,,0,3,7.0,0.0,0,Kai,2.0,2.0897056989418075,3.125765583656412,3.4735862388966576,1.9965853037914103,17.0,27,,,,,,,,,,,,,,,,,,,,7.924088478088379,4.003054618835449,,0.0,3.62952184677124,3.192098617553711,3.8527138233184814,3.192098617553711,3.566955089569092,3.651259183883667,,,,,,,8,2,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,,,,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,71.5,157,83,False,162.2,283,119,1030,,2021-12-23T19:30:12.094536Z,78,0,0,3.0,0,,219847.jpg,3.1,0,0,Havertz,3.7,False,,a,6,8,Chelsea,446.0,54,30,52,864458,51787,1519655,6472,0.41833514073649297,0.2679109870438215,0.2559724748450526,1.16834646479765,0.3,4.635769220498892,6.7,Havertz,0.7,2.1,0.0,0.0,0.0,0.0,,0.7,0.0,0.0,,,,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,3.2,3.9000000000000004,0.22941176470588237,0.3,0.3000000000000007,1.0,0.4000000000000003,0.6999999999999993,1.0,1.700000000000001,1.3999999999999986,0.5,0.3000000000000007,0.6000000000000014,0.3,0.8999999999999986,1.3000000000000007,1.3999999999999986,0.4000000000000021,0.0,0.0,0.6999999999999993,0.0,2.7,1.5,0.7000000000000002,1.7000000000000002,1.3999999999999997,1.5,0.0999999999999996,16.0,0.0,0.3999999999999999,0.5,0.1,,0.0,0.1999999999999997,0.6000000000000001,,,,0.5,,0.2000000000000001,0.0,,,,0.1,,0.0999999999999999,0.0999999999999999,0.2,0.0,,0.0,0.2,,1.0,5.511818220681717,5.867879441171443,3.1703200460356395,,5.238879441171442,1.999999999999999,5.246596963941607,,,,5.240818220681718,,3.272531793034013,1.0,,,,1.9965853037914103,,2.5,2.72313016014843,3.4965853037914094,1.0,,1.0,3.90483741803596,36.15899991989136,1,3.147209644317627
142,81.96507872624551,5.122817420390344,5,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,1.0,,,0.0,,0.0,0.0,16,0.0,3.0,3.0,3.0,0.0,,0.0,0.0,3.0,0.0,0.0,3.0,0.0,,,,,,,,0.0,,,0.0,,0.0,1.0,333,100.0,0.0,25.710078726245506,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,225796,4.0,,0,0,7,-7,455.7,35,7,3.0,,4,2,3.0,0.0,0,Reece,0.0,2.9195064757009903,3.994157890442358,5.453043811399628,,16.0,27,,,,,,,,,,,,,,,,,,,,8.717451095581055,4.052645206451416,,0.0,3.956501245498657,3.6793034076690674,4.071661472320557,3.710668563842773,3.975162982940674,4.18358325958252,,,,,,,10,4,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,,,0.0,,0.0,1.0,107.6,61,5,False,372.0,105,40,1115,,2021-12-29T23:30:19.627357Z,62,1,0,,0,,225796.jpg,5.7,1,0,James,11.4,False,,a,6,8,Chelsea,247.0,126,16,91,4129412,146916,3949072,25618,0.8262608742565071,0.4708881412420952,,2.0573729852479814,0.0,6.435097032977689,14.7,James,3.4,10.2,0.0,0.3,0.5,0.2999999999999998,0.0,,0.1,0.2000000000000001,0.6000000000000001,0.0999999999999996,0.0,1.1,0.1,,,,,,,,0.0,,,0.0,,0.0,0.0999999999999998,1.7,5.1,0.31875,0.3,0.3000000000000007,1.0,0.4000000000000003,0.6999999999999993,1.0,1.700000000000001,1.3999999999999986,0.5,0.3000000000000007,0.6000000000000014,0.3,0.8999999999999986,1.3000000000000007,1.3999999999999986,0.4000000000000021,0.0,0.0,0.6999999999999993,0.0,2.7,1.5,0.7000000000000002,1.7000000000000002,1.3999999999999997,1.5,0.0999999999999996,10.2,0.0,0.1,0.0999999999999999,0.2,0.0999999999999998,,0.0,0.1,0.3999999999999999,0.0,0.0,0.5,0.0,,,,,,,,0.0,,,0.0,,0.0,0.1999999999999999,,1.0,9.463272882726873,8.34251776468577,10.552280184142557,3.586341215165638,,1.030734096210938,2.186387855766428,12.397122638850531,5.263272882726868,2.1952465443761024,15.03427288272687,1.3000000000000005,,,,,,,,-1.229,,,1.0,,1.0,8.119349672143837,39.89760160446167,4,3.550624370574951
143,86.74447832819723,4.130689444199868,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,0.0,,0.0,1.0,,0.0,0.0,1.0,0.0,383,100.0,100.0,33.744478328197225,9,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,228286,,,0,0,1,-1,0.0,709,83,,,0,1,15.0,0.0,0,Edouard,6.0,4.172253290673412,3.946237002404637,4.272687411222608,3.98634121516564,21.0,27,,,,,,,,,,,,,,,,,,,,8.43777084350586,4.035166263580322,,0.0,3.984117269515991,3.724797248840332,3.872436285018921,3.756162166595459,4.002779483795166,4.13551664352417,,,,,,,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,41.0,263,15,False,412.2,85,15,1890,,2022-01-01T17:00:18.799751Z,61,0,0,,0,,228286.jpg,4.2,0,55,Mendy,11.5,False,,a,6,8,Chelsea,0.0,709,83,89,1438717,63064,1598476,9047,0.6771622039671915,0.6839759492907234,0.6534985598632197,1.6724672696164777,1.0,6.484640113642959,14.6,Mendy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3000000000000007,1.0,0.4000000000000003,0.6999999999999993,1.0,1.700000000000001,1.3999999999999986,0.5,0.3000000000000007,0.6000000000000014,0.3,0.8999999999999986,1.3000000000000007,1.3999999999999986,0.4000000000000021,0.0,0.0,0.6999999999999993,0.0,2.7,1.5,0.7000000000000002,1.7000000000000002,1.3999999999999997,1.5,0.0999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,4.963272882726871,4.963272882726869,3.4715177646857693,4.681280184142556,3.98634121516564,5.471517764685769,1.730734096210938,2.986387855766427,4.426122638850534,4.963272882726869,4.1952465443761024,6.963272882726871,4.626278638962399,3.0901271721360497,,,,,3.98634121516564,,3.268822050958999,5.89252064059372,,2.7307340962109383,2.9863878557664263,5.89252064059372,5.619349672143839,39.556304693222046,2,3.607558488845825
501,16.327519681561377,4.081879920390344,0,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,0.0,,2,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,2.0,,103,,,6.427519681561376,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,1.0,0.0,204727,,,0,0,-1,1,32.8,350,125,,,0,2,13.0,0.0,0,Malang,5.0,3.851336418358206,3.851336418358206,4.111632473917084,4.283810699654095,4.0,27,,,,,,,,,,,,,,,,,,,,8.827524185180664,4.368377208709717,,0.0,4.123109340667725,3.9885811805725098,4.387393474578857,3.845413446426392,4.284441947937012,4.307875633239746,,,,,,,1,0,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,0.0,,12.2,390,144,False,88.4,361,138,343,,,49,0,0,,0,,204727.jpg,5.2,0,0,Sarr,0.2,False,,a,6,8,Chelsea,1.0,436,166,21,16296,2462,12820,713,0.833036718447009,0.7859870241547359,0.8742470815620602,1.844005383391467,1.0,8.557777356128303,4.3,Sarr,0.3,0.8999999999999999,,,,,,,,,,,,,,,0.0,0.0,,,0.3,,,,,,,0.0,,0.0,0.3,0.075,,0.3000000000000007,1.0,0.4000000000000003,0.6999999999999993,1.0,1.700000000000001,1.3999999999999986,0.5,0.3000000000000007,0.6000000000000014,,0.8999999999999986,1.3000000000000007,1.3999999999999986,0.4000000000000021,0.0,0.0,0.6999999999999993,0.0,,,,,,1.5,0.0999999999999996,0.0,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,2.986387855766427,4.681280184142551,,,3.88634121516564,,,,,,,4.89252064059372,,41.93310904502869,1,3.800392627716065
527,51.09631888546482,3.649737063247487,0,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,0.0,0.0,5,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,3.0,0.0,0.0,229,100.0,100.0,22.496318885464817,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,180736,,,0,0,-3,3,47.0,312,101,,,2,2,3.0,0.0,0,Trevoh,0.0,1.1725317930340124,1.525209769614527,2.3869618884181807,,14.0,27,,,,,,,,,,,,,,,,,,,,8.144271850585938,3.979210138320923,,0.0,3.8743817806243896,3.5211851596832275,3.965417861938477,3.5525503158569336,3.862466812133789,4.006375312805176,,,,,,,7,2,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,1.0,0.0,0.0,35.8,285,93,False,244.2,213,83,907,,2022-01-06T12:00:17.462125Z,47,0,0,,0,,180736.jpg,4.1,0,0,Chalobah,1.8,False,,a,6,8,Chelsea,68.0,294,92,57,777334,3905,780666,2092,0.7765398006909546,0.24947484958170477,,1.6834981709727497,0.0,8.13392497123556,12.1,Chalobah,0.0,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.6,0.6,0.04285714285714286,0.3,0.3000000000000007,1.0,0.4000000000000003,0.6999999999999993,1.0,1.700000000000001,1.3999999999999986,0.5,0.3000000000000007,0.6000000000000014,0.3,0.8999999999999986,1.3000000000000007,1.3999999999999986,0.4000000000000021,0.0,0.0,0.6999999999999993,0.0,2.7,1.5,0.7000000000000002,1.7000000000000002,1.3999999999999997,1.5,0.0999999999999996,3.6,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0999999999999999,0.0,,,,,,,0.0,0.0,,,0.5,0.0,0.0,,,,,4.681280184142556,3.98634121516564,1.0,,,1.0,0.0,1.0,,1.6,2.0901271721360497,,,,,,,1.0,2.892520640593719,,,8.986387855766427,2.892520640593719,5.619349672143839,38.22944736480713,1,3.3235881328582764
529,63.371,3.727705882352941,1,,,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,9,,,,,0.0,0.0,0.0,0.0,,,2.0,2.0,2.0,,0.0,0.0,,,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,,213,100.0,100.0,0.0,6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,66749,,,0,0,0,0,202.1,147,22,,,1,4,7.0,0.0,0,Romelu,2.0,4.3742,2.919,2.8271000000000006,2.6,17.0,27,,,,,,,,,,,,,,,,,,,,9.035947799682615,4.534297943115234,,0.0,4.012054920196533,3.961432456970215,4.573246479034424,3.8501267433166495,4.173387050628662,4.235660076141357,,,,,,,8,5,,,,,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,,0.0,0.0,,,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,93.2,85,21,False,248.4,208,23,1177,,2021-12-17T00:30:15.590764Z,115,0,0,,0,,66749.jpg,3.6,0,0,Lukaku,8.5,False,,a,6,8,Chelsea,483.0,51,22,61,3964527,38208,4302752,12089,0.32414833759590794,0.38036521739130436,0.22608695652173913,1.099240494528469,0.2,3.6723425077355425,5.3,Lukaku,2.2,6.6000000000000005,,,,,0.0,0.0,0.0,0.0,,,0.0,0.3,0.1,,0.2000000000000001,0.0,,,0.0,,0.5,0.0,0.3999999999999999,0.1999999999999999,0.5,0.0,,4.5,6.7,0.3941176470588235,,0.3000000000000007,1.0,0.4000000000000003,0.6999999999999993,1.0,1.700000000000001,1.3999999999999986,0.5,0.3000000000000007,0.6000000000000014,0.3,0.8999999999999986,1.3000000000000007,1.3999999999999986,0.4000000000000021,0.0,0.0,0.6999999999999993,0.0,2.7,1.5,0.7000000000000002,1.7000000000000002,1.3999999999999997,1.5,0.0999999999999996,18.0,,,,,0.0,0.0,0.1,0.0,,,0.0999999999999996,1.5,0.4000000000000003,,0.5,0.2999999999999998,,,0.0,,0.1999999999999999,0.5999999999999999,0.1,0.0,0.7000000000000002,0.0,,,,,,,1.0,1.0,1.4000000000000004,1.0,,,4.170999999999999,10.9,5.900000000000002,,6.6000000000000005,3.2,,,2.0,,4.3,7.399999999999999,3.6,2.6,6.300000000000001,2.0,,42.23193883895874,0,3.855785369873047
539,2.606879920390344,2.606879920390344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0.0,1.606879920390344,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109533,,,0,0,0,0,0.1,476,178,,,0,2,0.0,0.0,0,Emerson,0.0,,,,,1.0,27,,,,,,,,,,,,,,,,,,,,6.067835807800293,3.042769193649292,,0.0,2.738215208053589,2.241206645965576,2.8053109645843506,2.241206645965576,2.6913833618164062,2.8145666122436523,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,494,178,False,0.0,606,232,4,Joined Lyon on a season-long loan - Expected back 01 Jul,2021-08-19T19:00:10.789926Z,45,0,0,,0,,109533.jpg,1.0,0,0,Palmieri dos Santos,0.0,False,,u,6,8,Chelsea,2.0,427,162,1,868,0,2231,2,0.579306648975632,,,1.228894979631373,0.0,5.941594865587023,0.2,Emerson,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3,0.3000000000000007,1.0,0.4000000000000003,0.6999999999999993,1.0,1.700000000000001,1.3999999999999986,0.5,0.3000000000000007,0.6000000000000014,0.3,0.8999999999999986,1.3000000000000007,1.3999999999999986,0.4000000000000021,0.0,0.0,0.6999999999999993,0.0,2.7,1.5,0.7000000000000002,1.7000000000000002,1.3999999999999997,1.5,0.0999999999999996,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7371768951416,0,2.094682455062866
