id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week2,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week2,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week2,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 3 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week2,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week2,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week2,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week2,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 2,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 28 prediction
82,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,183656,,,0,0,-2,2,0.0,638,259,,,0,3,0.0,0.0,0,Pelenda Joshua,0.0,,,,,,18,,,,,,,,,,2.365368127822876,,1.9457038640975952,2.3635199069976807,2.002936840057373,2.419888734817505,2.0053439140319824,2.305727958679199,2.2722160816192627,2.7587780952453613,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0.0,640,258,False,0.0,640,258,0,Hip injury - Unknown return date,2021-08-09T06:00:12.543954Z,53,0,0,4.0,0,,183656.jpg,0.0,0,0,Dasilva,0.0,False,,i,3,94,Brentford,0.0,634,258,0,530,9,1767,14,,,,,0.0,4.377030494078151,0.0,Dasilva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1982616186142,0,2.7587780952453613
83,53.67642956238093,3.354776847648808,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204,75.0,100.0,19.276429562380937,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,194010,,,0,0,0,0,136.6,137,31,,,1,2,1.7,0.0,0,Rico,2.2,3.423629657033836,3.521585919216273,3.660226917447342,2.5930405413814115,16.0,18,,,,,,,,,,3.4276323318481445,,2.457387208938598,3.4975063800811768,2.586115598678589,3.5692687034606934,2.457387208938598,3.3702523708343506,3.056272029876709,4.058777809143066,,,,,,,,22,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.3,149,44,False,217.0,136,58,1374,Hamstring injury - 75% chance of playing,2021-12-22T23:30:17.941860Z,45,0,0,,0,,194010.jpg,3.4,0,0,Henry,1.6,False,,d,3,94,Brentford,118.0,165,34,54,242363,924,178374,8894,0.7455059661441795,0.7608065904519635,0.5762312314180914,1.5814569722267342,0.5,7.206738683912489,12.0,Henry,0.6,1.7999999999999998,0.0,0.0,0.0,0.0,0.2,0.0,0.0999999999999999,0.0,,,0.1,0.0,0.1,0.0,0.0,0.0999999999999999,0.0,0.0,1.1,1.7000000000000002,0.10625000000000001,1.5,2.200000000000001,1.3999999999999986,1.6000000000000014,0.6999999999999993,2.3999999999999986,1.3000000000000007,0.5,0.0,0.0,0.6000000000000001,0.6000000000000001,0.1999999999999997,0.7000000000000002,2.4,1.5,0.2000000000000001,1.3999999999999997,6.6000000000000005,0.0,0.0,0.5,0.1999999999999999,0.0,0.0,0.0,0.1,,,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0999999999999999,,2.892520640593719,1.4432126334493351,7.986387855766427,3.00758607197862,4.586341215165639,1.3628718131576505,1.3901271721360495,5.026122638850534,,,4.495246544376106,5.395246544376105,5.574923012311928,2.9863412151656377,1.36287181315765,3.192520640593719,5.274923012311927,2.5863878557664264,32.4303240776062,2,3.9497244358062735
84,37.91552475485863,2.9165788272968176,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,3.0,,,,148,100.0,100.0,3.915524754858628,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,204580,2.0,,0,0,0,0,201.3,81,56,,,1,3,2.0,0.0,0,Vitaly,2.0,2.124037461117446,3.0374296237980927,2.953465359255185,2.5232601353453528,13.0,18,,,,,,,,,,2.9364326000213623,,2.1324830055236816,2.97092866897583,2.3608558177948,3.0272974967956543,2.1324830055236816,2.928492784500122,2.6065406799316406,3.1368019580841064,,,,,,,,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,,,,55.9,113,61,False,211.8,141,49,1004,,2021-10-03T23:00:16.200398Z,50,0,0,,0,,204580.jpg,2.7,0,0,Janelt,0.1,False,,a,3,94,Brentford,144.0,140,76,35,34014,93,31851,395,0.5833157654593635,0.4248074922234892,0.5046520270690705,1.3043337039144607,0.4,5.473823595046997,7.0,Janelt,1.0,3.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0999999999999999,0.0999999999999999,,,0.1,0.3,0.0,0.0999999999999999,0.0999999999999999,,,,1.2,2.2,0.16923076923076924,1.5,2.200000000000001,1.3999999999999986,1.6000000000000014,0.6999999999999993,2.3999999999999986,1.3000000000000007,0.5,0.0,0.0,0.6000000000000001,0.6000000000000001,0.1999999999999997,0.7000000000000002,2.4,1.5,0.2000000000000001,1.3999999999999997,6.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,0.1999999999999999,,,0.1,0.0,0.1,0.4999999999999999,0.3,,,,,2.22313016014843,1.5000000000000004,1.0,1.7018965179946548,3.09658530379141,2.0907179532894125,2.5725317930340124,2.906530659712633,,,3.3488116360940268,2.4488116360940264,3.318730753077982,5.296585303791409,6.890717953289412,,,,27.369117975234985,2,3.1368019580841064
85,16.051553695297617,2.006444211912202,2,,0.0,1.0,0.0,,,,1.0,,,0.0,0.0,,,,,0.0,0.0,0,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,,,,,0.0,0.0,72,,,2.409553695297617,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205836,,,0,0,-2,2,56.2,245,142,4.0,,0,3,1.0,0.0,0,Saman,1.0,1.4084,1.6736666666666669,1.8363514545117536,1.771,8.0,18,,,,,,,,,,2.510038375854492,,2.0826945304870605,2.544534921646118,2.098784923553467,2.600903272628784,2.0826945304870605,2.510038375854492,2.3325114250183105,2.76216983795166,,,,,,,,3,1,,1.0,0.0,0.0,,,,0.0,,,0.0,0.0,,,,,0.0,0.0,26.2,265,122,False,93.6,298,124,273,,,53,0,0,,0,,205836.jpg,2.2,0,0,Ghoddos,0.0,False,,a,3,94,Brentford,111.0,173,91,18,2623,34,4987,83,0.3785743796060759,0.2657358490566038,0.3341509433962264,0.8715436723072825,0.2,4.582366043666624,3.4,Ghoddos,0.7,2.1,,0.0,0.4999999999999999,0.0,,,,0.0,,,0.0,0.2,,,,,0.0,0.0,0.6,1.2999999999999998,0.16249999999999998,,2.200000000000001,1.3999999999999986,1.6000000000000014,0.6999999999999993,2.3999999999999986,1.3000000000000007,0.5,0.0,0.0,0.6000000000000001,0.6000000000000001,0.1999999999999997,0.7000000000000002,2.4,1.5,0.2000000000000001,1.3999999999999997,3.0,,0.1999999999999999,0.0,0.0,,,,0.0,,,0.0,0.1,,,,,0.4,0.0,,,1.0,3.271,0.0,,,,1.771,,,1.0,3.6488116360940266,,,,,3.0,1.0,24.286540031433105,2,2.76216983795166
86,25.282942119122023,2.5282942119122023,1,,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,1.0,2,,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,2.0,112,100.0,100.0,3.011942119122021,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207283,1.0,,0,0,-1,1,248.0,58,42,3.0,,0,3,1.0,0.0,0,Mathias,1.0,2.813587957659697,2.580376517687177,2.482338865918459,1.535510219904211,10.0,18,,,,,,,,,,2.623729944229126,,2.136094331741333,2.658226251602173,2.2273943424224854,2.714594841003418,2.136094331741333,2.623729944229126,2.4194722175598145,2.929267644882202,,,,,,,,12,0,,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,39.3,194,92,False,105.6,281,117,519,,2021-11-08T16:30:11.453664Z,49,0,0,,0,,207283.jpg,2.1,0,0,Jensen,0.1,False,,a,3,94,Brentford,38.0,293,150,21,11917,108,11687,199,0.5159784105943269,0.574201624012183,0.3133694326335124,1.1421669006661392,0.2,5.1599893764573705,4.3,Jensen,1.0,3.0,,0.1999999999999999,0.5000000000000001,,,0.0,0.0,0.0,,,,0.2,0.0,,,0.0999999999999999,0.0,0.1,0.1,1.1,0.11000000000000001,,2.200000000000001,1.3999999999999986,1.6000000000000014,0.6999999999999993,2.3999999999999986,1.3000000000000007,0.5,0.0,0.0,,0.6000000000000001,0.1999999999999997,0.7000000000000002,2.4,1.5,0.2000000000000001,1.3999999999999997,0.5,,0.0,0.1,,,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,,,2.7108031583623333,4.246596963941608,,,1.0,1.0,2.606530659712633,,,,1.6,1.0,,,2.5231301601484297,2.8187307530779817,5.317596963941607,25.283947944641117,0,2.8153440952301025
87,14.72866108589285,2.4547768476488083,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,64,0.0,100.0,7.228661085892851,1,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,213687,,,0,0,-1,1,82.7,204,54,,,0,2,0.0,0.0,0,Charlie,2.0,2.4419751158460503,2.4419751158460503,2.4419751158460503,2.259707208048078,6.0,18,,,,,,,,,,2.871241331100464,,2.0050711631774902,2.9945228099823,2.021161794662476,3.050891637802124,2.0050711631774902,2.871241331100464,2.361883640289306,3.4562199115753174,,,,,,,,6,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,16.0,329,113,False,54.8,341,132,448,Hamstring injury - Unknown return date,2021-12-22T23:30:17.959237Z,39,0,0,,0,,213687.jpg,1.7,0,0,Goode,1.9,False,,i,3,94,Brentford,24.0,320,109,10,209293,1958,173971,8670,0.6294299609355919,0.6261474656015513,0.5794121046277123,1.2430245755097462,0.5,6.94705761395968,2.6,Goode,0.3,0.8999999999999999,,,0.1,0.0,0.0,0.0,0.0,0.3,,,,,,,,,,,0.1,0.4,0.06666666666666667,,,1.3999999999999986,1.6000000000000014,0.6999999999999993,2.3999999999999986,1.3000000000000007,0.5,0.0,0.0,,,,,,,,,0.6000000000000001,,,0.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2.8863878557664275,1.0,3.98634121516564,1.3628718131576505,1.0901271721360497,4.326122638850534,,,,,,,,,,,27.09352469444275,3,3.4562199115753174
88,8.571000000000002,1.4285000000000003,1,0.0,0.0,0.0,,,,,1.0,,,,,,,,,0.0,0.0,0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,0.0,0.0,31,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216620,,,0,0,-2,2,12.2,361,50,,,0,4,1.0,0.0,0,Marcus,1.0,1.54275,1.5142,1.4285,1.771,6.0,18,,,,,,,,,,1.848982095718384,,1.495530605316162,1.9722638130187988,1.4931232929229736,2.028632164001465,1.495530605316162,1.848982095718384,1.6996272802352903,2.27945876121521,,,,,,,,4,0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,0.0,0.0,8.5,371,49,False,20.6,393,49,192,,,53,0,0,3.0,0,,216620.jpg,1.7,0,0,Forss,0.1,False,,a,3,94,Brentford,54.0,265,49,10,22813,1095,28436,708,0.2695283018867925,0.29108490566037737,0.3341509433962264,0.6205007487870448,0.2,3.479545183901517,1.9,Forss,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,0.0,0.0,0.2,0.2,0.03333333333333333,1.5,2.200000000000001,1.3999999999999986,1.6000000000000014,0.6999999999999993,2.3999999999999986,1.3000000000000007,0.5,0.0,0.0,0.6000000000000001,0.6000000000000001,0.1999999999999997,0.7000000000000002,2.4,1.5,0.2000000000000001,1.3999999999999997,0.8,0.0,0.1,0.0,,,,,0.0,,,,,,,,,0.1,0.0,,1.0,2.4,1.0,,,,,1.771,,,,,,,,,1.4,1.0,18.44158947467804,0,2.27945876121521
89,17.033437933541663,2.4333482762202374,0,,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,47,,,8.43343793354166,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,226956,,,0,0,-2,2,22.7,326,109,,,0,2,1.0,0.0,0,Mads,1.0,2.244767176593041,1.889119411852172,1.889119411852172,3.708124905493292,7.0,18,,,,,,,,,,2.542790174484253,,1.7809288501739502,2.666071653366089,1.7951269149780271,2.722440481185913,1.7809288501739502,2.542790174484253,2.072418451309204,3.102101802825928,,,,,,,,7,0,,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,9.1,366,132,False,56.6,338,130,329,,,43,0,0,,0,,226956.jpg,1.1,0,0,Roerslev Rasmussen,0.1,False,,a,3,94,Brentford,12.0,360,129,8,2333,99,6537,67,0.5658949479581947,0.5220388782774514,0.8623546291844866,1.1734647400479548,0.2,5.606441664141277,1.9,Roerslev,0.2,0.6000000000000001,,0.0,,0.0,0.0,,0.3,0.0,,,,,0.0,0.0,,,,,0.0,0.2,0.028571428571428574,,2.200000000000001,1.3999999999999986,1.6000000000000014,0.6999999999999993,2.3999999999999986,1.3000000000000007,0.5,0.0,0.0,,,0.1999999999999997,0.7000000000000002,2.4,1.5,0.2000000000000001,1.3999999999999997,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,1.0,,1.8075860719786203,1.0,,2.9901271721360496,4.426122638850534,,,,,1.0,1.0,,,,,24.10769915580749,0,3.102101802825928
90,2.2047768476488088,2.2047768476488088,0,0.0,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,3,100.0,100.0,1.2047768476488083,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228044,,,0,0,-2,2,0.0,514,203,,,0,2,0.0,0.0,0,Mads,0.0,,,1.8925206405937192,,1.0,18,,,,,,,,,,2.0618896484375,,1.4634764194488523,2.185170888900757,1.4610689878463743,2.241539239883423,1.4634764194488523,2.0618896484375,1.671377658843994,2.680410623550415,,,,,,,,0,0,0.0,,,,,,,,,,,,,,,,,,0.0,529,203,False,0.0,525,202,19,,2021-08-25T08:00:07.948174Z,43,0,0,,0,,228044.jpg,1.0,0,0,Bech Sørensen,0.0,False,,a,3,94,Brentford,0.0,482,197,1,1169,39,8307,32,0.5127388017787927,,,1.0632378092661463,0.0,4.6443511996158335,0.2,Sørensen,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.5,2.200000000000001,1.3999999999999986,1.6000000000000014,0.6999999999999993,2.3999999999999986,1.3000000000000007,0.5,0.0,0.0,0.6000000000000001,0.6000000000000001,0.1999999999999997,0.7000000000000002,2.4,1.5,0.2000000000000001,1.3999999999999997,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,19.970710158348083,0,2.680410623550415
91,54.842652714732125,3.656176847648808,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,273,100.0,100.0,18.071652714732128,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,231065,,,0,0,0,0,105.4,171,39,,,1,2,2.0,0.0,0,Ethan,2.0,2.4252181088076745,3.542102886836412,3.810616558092192,1.72649949264685,15.0,18,,,,,,,,,,3.6695730686187744,,2.420029401779175,3.902620792388916,2.7358319759368896,3.863077402114868,2.420029401779175,3.609461545944214,3.550408124923706,4.582387924194336,,,,,,,,18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.5,101,20,False,308.0,64,21,1257,,2021-12-11T13:00:10.514460Z,45,0,0,,0,,231065.jpg,3.5,0,0,Pinnock,3.7,False,,a,3,94,Brentford,182.0,108,15,52,773148,1826,677570,7823,0.8124837439219573,0.5389373575128166,0.3836665539215222,1.7235382947931512,0.4,7.82816743850708,11.6,Pinnock,1.0,3.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0999999999999999,1.0,2.0,0.13333333333333333,1.5,2.200000000000001,1.3999999999999986,1.6000000000000014,0.6999999999999993,2.3999999999999986,1.3000000000000007,0.5,0.0,0.0,0.6000000000000001,0.6000000000000001,0.1999999999999997,0.7000000000000002,2.4,1.5,0.2000000000000001,1.3999999999999997,6.0,0.0,0.0,0.2,0.0,0.1999999999999999,0.0,0.0,,,,0.0,0.1,0.0,0.0,0.5,0.0999999999999999,0.0,-0.0999999999999999,,5.66352064059372,1.4432126334493351,4.386387855766428,1.8075860719786203,5.186341215165639,1.3628718131576505,2.0901271721360497,,,,4.195246544376106,4.795246544376106,5.274923012311929,5.986341215165638,4.0,4.092520640593719,6.174923012311927,0.7000000000000001,35.22675347328186,0,4.473333835601807
92,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,235448,,,0,0,0,0,0.0,472,30,,,0,1,0.0,0.0,0,Ellery,0.0,,,,,,18,,,,,,,,,,3.3253347873687744,,2.630228281021118,3.353083610534668,2.6874611377716064,3.409452438354492,2.689868211746216,3.1465871334075928,2.987048387527466,3.7273011207580566,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0.0,489,51,False,0.0,485,51,0,Season long loan to Burton Albion,2021-07-08T07:34:45.360782Z,40,0,0,,0,,235448.jpg,0.0,0,0,Balcombe,0.0,False,,u,3,94,Brentford,0.0,432,21,0,0,0,656,4,,,,,0.0,7.920916557312012,0.0,Balcombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.683666229248047,0,3.7273011207580566
93,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,420922,,,0,0,-1,1,0.0,532,204,,,0,3,0.0,0.0,0,Jan,0.0,,,,,,18,,,,,,,,,,2.365368127822876,,1.9457038640975952,2.3635199069976807,2.002936840057373,2.419888734817505,2.0053439140319824,2.305727958679199,2.2722160816192627,2.7587780952453613,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0.0,543,203,False,0.0,539,202,0,,,44,0,0,,0,,420922.jpg,0.0,0,0,Zamburek,0.7,False,,a,3,94,Brentford,0.0,505,195,0,67606,285,81236,1656,,,,,0.0,5.272332186048682,0.0,Zamburek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1982616186142,0,2.7587780952453613
94,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,434024,,,0,0,-1,1,0.0,444,11,,,0,1,0.0,0.0,0,Patrik,0.0,,,,,,18,,,,,,,,,,3.3253347873687744,,2.630228281021118,3.353083610534668,2.6874611377716064,3.409452438354492,2.689868211746216,3.1465871334075928,2.987048387527466,3.7273011207580566,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0.0,464,35,False,0.0,460,35,0,Joined Viking on loan until the end of 2021 - Expected back 15 Jan,2021-08-30T12:00:07.817769Z,39,0,0,,0,,434024.jpg,0.0,0,0,Gunnarsson,1.8,False,,n,3,94,Brentford,0.0,404,2,0,111793,11484,102868,4273,,,,,0.0,8.124016981858473,0.0,Gunnarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.683666229248047,0,3.7273011207580566
95,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,434662,,,0,0,-1,1,0.0,642,84,,,0,4,0.0,0.0,0,Halil,0.0,,,,,,18,,,,,,,,,,2.476409673690796,,1.9457038640975952,2.540050745010376,2.002936840057373,2.596419334411621,2.0053439140319824,2.416769504547119,2.337460517883301,2.994945526123047,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0.0,646,84,False,0.0,646,84,0,Season-long loan to Galatasaray,2021-09-03T10:39:05.211891Z,54,0,0,,0,,434662.jpg,0.0,0,0,Dervişoğlu,0.0,False,,u,3,94,Brentford,0.0,641,84,0,1259,0,4326,8,,,,,0.0,4.502034341847454,0.0,Dervişoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.310985445976257,0,2.994945526123047
96,66.00891317868304,4.400594211912203,1,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,124,100.0,100.0,4.517913178683032,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,446008,3.0,,0,0,-1,1,223.2,67,48,1.0,,0,3,4.5,0.0,0,Bryan,4.5,3.897979884537676,4.611146176262413,4.510300503165696,5.380260135345353,15.0,18,,,,,,,,,,3.4203109741210938,,2.8836514949798584,3.5506069660186768,3.0548853874206543,3.4393012523651123,2.8836514949798584,3.412371158599853,3.5380921363830566,4.220029354095459,,,,,,,,18,3,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,76.8,56,37,False,180.4,180,65,1277,,2021-10-24T22:30:12.577421Z,54,0,0,2.0,0,,446008.jpg,3.5,0,0,Mbeumo,1.8,False,,a,3,94,Brentford,368.0,41,24,52,601071,7212,545145,11019,0.8149248540578153,0.7218481267662362,0.9963444695083987,1.8937142329058572,0.8,6.377129996264422,9.6,Mbeumo,1.4,4.199999999999999,0.1,,0.2,0.2,0.0,0.0,0.2999999999999998,0.0,,,0.4,0.0,0.0999999999999999,0.0,0.0999999999999999,0.0,0.0,0.0,5.4,6.800000000000001,0.45333333333333337,1.5,2.200000000000001,1.3999999999999986,1.6000000000000014,0.6999999999999993,2.3999999999999986,1.3000000000000007,0.5,0.0,0.0,0.6000000000000001,0.6000000000000001,0.1999999999999997,0.7000000000000002,2.4,1.5,0.2000000000000001,1.3999999999999997,26.52,0.4,,0.0,0.0999999999999996,0.2000000000000001,0.1000000000000005,0.1999999999999993,0.8000000000000007,,,0.0999999999999999,0.1999999999999999,0.5,1.1,0.2000000000000001,0.7999999999999998,0.4000000000000003,0.2999999999999998,,4.52313016014843,,2.846596963941607,3.3018965179946536,2.4965853037914107,2.590717953289415,4.943531793034008,8.606530659712638,,,4.248811636094027,3.5488116360940265,4.6187307530779815,7.996585303791409,3.390717953289413,7.223130160148429,4.818730753077984,2.499999999999999,34.43650197982788,2,4.033601760864258
