id,adjusted points,adjusted points per game,assists,assists_week1,assists_week2,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,bonus,bonus_week1,bonus_week2,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week2,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 2 prediction,gameweek 3 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week2,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week2,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week2,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xG_points,xG_week1,xG_week2,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xPoints,xPoints week 1,xPoints week 2,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints_next10,yellow_cards,gameweek 17 prediction
1,6.04107795652799,2.0136926521759966,0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,,,,,48,,,2.0410779565279897,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80201,,,0,0,-2,2,0.0,546,55,,,0,1,0.5,0.5,0,Bernd,0.0,1.799901046595447,1.799901046595447,1.799901046595447,1.0894830874246624,3.0,7,3.75877857208252,4.198713302612305,3.5121753215789795,4.151343822479248,3.56756329536438,3.639778852462769,4.017077922821045,,,,,,,3.977383375167847,3.965480327606201,9,0,0.0,0.0,0.0,,,,,7.9,287,20,False,79.0,172,20,270,,,48,0,0,,0,,80201.jpg,1.3,0,9,Leno,1.2,False,,a,1,3,Arsenal,0.0,531,52,4,53508,1027,144304,5651,0.419519302536666,0.3749793847073848,0.22697564321347133,0.9191207412326649,0.0,7.991994023323061,0.8,Leno,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,1.3,2.9000000000000004,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.0,0.0,0.0,0.0,,,,,,2.09012717213605,2.220092880225629,1.0894830874246624,,,,,38.36157131195069,0,3.57327651977539
2,,,0,,,,,,,,0,,,,,,,,0,0.0,0.0,,0,,,,,,,,115918,,,0,0,0,0,0.0,405,18,,,0,1,0.0,0.0,0,Rúnar Alex,0.0,,,,,,7,3.197049379348755,3.628562688827514,2.763468742370605,3.681364297866821,2.89685320854187,2.669482469558716,3.4059572219848637,,,,,,,3.277597665786743,3.2656946182250977,0,0,,,,,,,,0.0,425,37,False,0.0,419,37,0,Joined OH Leuven on a season-long loan - Expected back 01 Jul,2021-08-31T22:00:09.069158Z,40,0,0,,0,,115918.jpg,0.0,0,0,Rúnarsson,0.9,False,,u,1,3,Arsenal,0.0,363,14,0,19017,0,52713,2149,,,,,0.0,7.897375881671906,0.0,Rúnarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.589503526687626,0,2.803473234176636
3,,,0,,,,,,,,0,,,,,,,,0,0.0,0.0,,0,,,,,,,,47431,,,0,0,-2,2,0.0,606,248,,,0,3,0.0,0.0,0,Willian,0.0,,,,,,7,2.3941307067871094,2.6473805904388428,1.980932593345642,2.694812774658203,2.136439085006714,2.0424485206604004,2.419405698776245,,,,,,,2.3370554447174072,2.217582941055298,0,0,,,,,,,,0.0,607,248,False,0.0,607,248,0,Transferred to Corinthians,2021-08-20T09:30:14.065783Z,63,0,0,,0,,47431.jpg,0.0,0,0,Borges Da Silva,0.1,False,,u,1,3,Arsenal,0.0,605,248,0,914,0,19670,193,,,,,0.0,3.627459756911747,0.0,Willian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.852996468544006,0,1.9828081130981443
4,22.3,3.716666666666667,0,,0.0,0.0,0.0,0.0,0.0,0.0,4,,0.0,0.0,3.0,0.0,1.0,0.0,74,100.0,100.0,0.0,3,,0.0,0.0,1.0,1.0,0.0,1.0,54694,,,0,0,-1,1,68.7,116,19,,,0,4,4.2,4.2,2,Pierre-Emerick,3.7,3.716666666666667,3.716666666666667,3.716666666666667,4.26,6.0,7,4.0059661865234375,4.177682876586914,3.2809624671936035,4.398807525634766,3.5431878566741943,3.2809624671936035,4.131710052490234,,,,,,,3.666690587997437,3.685680866241455,5,2,,0.0,0.0,1.0,0.0,1.0,0.0,40.7,40,11,False,86.8,148,15,428,,2021-08-13T14:30:14.477664Z,99,0,0,1.0,0,,54694.jpg,3.7,0,0,Aubameyang,2.3,False,,a,1,3,Arsenal,253.0,12,6,22,224268,18733,269119,12743,0.37542087542087543,0.37542087542087543,0.43030303030303024,1.181234207787595,0.4,3.783092257952449,2.2,Aubameyang,0.5,1.5,,0.0,0.0,0.1,0.4,0.0,0.0,1.7,2.2,0.3666666666666667,,2.9000000000000004,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,6.8,,0.0,0.0,1.3,0.0999999999999998,0.2000000000000001,0.0999999999999998,2.3999999999999995,,1.0,1.0,10.5,3.6,3.8000000000000007,2.3999999999999995,37.45261335372925,0,3.2809624671936035
5,3.3410779565279896,1.1136926521759964,0,,0.0,0.0,0.0,,,,0,,0.0,0.0,0.0,,,,21,,,2.0410779565279897,0,,0.0,0.0,0.0,0.0,0.0,0.0,58822,,,0,0,-2,2,36.1,181,46,,,0,2,0.5,0.5,0,Cédric,0.0,0.5365253225500971,0.5365253225500971,0.5365253225500971,0.0447415437123311,3.0,7,1.9251275062561035,2.5028605461120605,1.5262863636016846,2.2749297618865967,1.6814311742782593,1.537365198135376,2.1406636238098145,,,,,,,2.229050636291504,2.119574785232544,7,0,,0.0,0.0,0.0,,,,6.8,304,105,False,30.8,292,113,188,,,43,0,0,,0,,58822.jpg,0.3,0,0,Soares,0.2,False,,a,1,3,Arsenal,1.0,339,118,1,9675,205,18458,690,0.2589982912037201,0.12477333082560399,0.010405010165658396,0.5370702876158037,0.0,4.528989486916121,0.2,Cédric,0.1,0.3,,0.1,0.0,0.0,,,,0.0,0.1,0.03333333333333333,,2.9000000000000004,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.0,,0.0,0.0,0.0,,,,,,1.5200928802256288,-0.9105169125753376,1.0,,,,19.47465479373932,1,1.537365198135376
6,2.0,1.0,0,,,0.0,,,,0.0,0,,,0.0,,,,0.0,2,100.0,100.0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,59966,,,0,0,-2,2,2.7,328,46,5.0,,0,4,0.8,0.8,1,Alexandre,0.3,1.0,1.0,1.0,1.0,2.0,7,1.6260640621185305,1.9626411199569704,1.3997933864593506,1.997792601585388,1.4339162111282349,1.3522634506225586,1.6850261688232422,,,,,,,1.740378737449646,1.630902886390686,1,0,,,0.0,,,,0.0,0.4,395,52,False,1.8,391,51,49,,2021-08-13T14:30:14.582063Z,83,0,0,2.0,0,,59966.jpg,1.0,0,0,Lacazette,1.0,False,,a,1,3,Arsenal,0.0,612,85,2,21696,725,146139,2049,0.12048192771084336,0.12048192771084336,0.12048192771084336,0.34710506725031165,0.0,1.9495231415852006,0.2,Lacazette,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.0,,,0.0,,,,0.0,1.0,,,1.0,,,,1.0,16.181042075157166,0,1.3522634506225586
7,5.480359318842663,1.3700898297106658,0,0.0,0.0,0.0,,,0.0,,0,0.0,0.0,0.0,,,0.0,,35,0.0,0.0,0.6803593188426632,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84450,,,0,0,-1,1,53.2,142,85,4.0,,0,3,0.0,0.0,0,Granit,0.7,1.3651065241971247,1.3651065241971247,1.3651065241971247,0.1664355418490397,4.0,7,1.8697890043258667,2.1724302768707275,1.607425570487976,2.078721523284912,1.7001569271087646,1.6185041666030884,1.9444555044174197,,,,,,,2.0098047256469727,1.8903321027755735,10,0,0.0,0.0,0.0,,,0.0,,10.4,253,117,False,42.2,271,106,295,Knee injury - Expected back 01 Jan,2021-09-26T22:30:11.256623Z,49,0,0,,0,,84450.jpg,1.0,1,0,Xhaka,0.4,False,,i,1,3,Arsenal,9.0,285,153,4,16388,61,71718,2007,0.2796101693287073,0.27859316820349483,0.033966437112048914,0.6189434944168483,0.1,3.7775763200253856,0.8,Xhaka,0.1,0.3,0.1,0.0,0.0,,,0.0,,0.1,0.2,0.05,1.3,2.9000000000000004,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.5,0.1,0.0,0.0,,,0.0,,,3.0725317930340124,2.055023220056407,-2.0,,,2.3328710836980795,,18.51012396812439,0,1.6185041666030884
8,4.460718637685326,2.230359318842663,0,0.0,0.0,,,,,,0,0.0,0.0,,,,,,35,,,1.3607186376853264,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92371,,,0,0,-2,2,12.3,288,92,,,0,2,0.5,0.5,0,Pablo,0.0,2.205110026180839,2.205110026180839,2.205110026180839,,2.0,7,2.606120347976685,3.048736095428467,2.009721279144287,3.2298028469085693,2.106078863143921,2.0207998752593994,2.764875888824463,,,,,,,2.536829710006714,2.489034414291382,4,0,0.0,0.0,,,,,,7.9,284,97,False,55.4,232,94,180,,,43,0,0,,0,,92371.jpg,0.5,0,0,Marí,0.1,False,,a,1,3,Arsenal,11.0,269,80,1,4688,75,11033,382,0.5186882136843403,0.5128162851583347,,1.0755747723727638,0.0,5.775069580521696,0.2,Marí,0.1,0.3,0.0,0.1,,,,,,0.3,0.4,0.2,1.3,2.9000000000000004,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,1.7999999999999998,0.3,0.0,,,,,,,3.89012717213605,0.5200928802256288,,,,,,24.83279919624329,1,2.0207998752593994
9,,,0,,,,,,,,0,,,,,,,,0,0.0,0.0,,0,,,,,,,,98745,,,0,0,-2,2,0.0,548,200,,,0,2,0.0,0.0,0,Héctor,0.0,,,,,,7,2.6409695148468018,3.1693115234375,1.927968382835388,3.082521438598633,2.270228624343872,2.0276126861572266,2.807114362716675,,,,,,,2.7478015422821045,2.638325452804565,0,0,,,,,,,,0.0,557,200,False,0.0,554,200,0,Joined Real Betis on a season-long loan - Expected back 01 Jul,2021-08-31T22:00:09.090880Z,48,0,0,,0,,98745.jpg,0.0,0,0,Bellerín,0.3,False,,u,1,3,Arsenal,0.0,533,197,0,3737,0,66497,812,,,,,0.0,5.2666305005550385,0.0,Bellerín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.279826402664185,0,1.9679728746414185
10,3.2607186376853265,1.6303593188426633,0,0.0,,0.0,,,,,0,0.0,,0.0,,,,,27,,,1.3607186376853264,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101184,,,0,0,-2,2,17.2,258,78,,,0,2,0.5,0.5,0,Calum,0.0,1.5398051297803566,1.5398051297803566,1.5398051297803566,0.0894830874246624,2.0,7,2.3663644790649414,2.9440975189208984,1.8184627294540403,2.7161667346954346,1.9736076593399048,1.8295414447784424,2.5819005966186523,,,,,,,2.521226406097412,2.47343111038208,7,0,0.0,,0.0,,,,,7.5,292,101,False,45.4,262,105,170,,,43,0,0,,0,,101184.jpg,0.5,0,0,Chambers,0.2,False,,a,1,3,Arsenal,12.0,266,78,1,7648,164,24258,788,0.37915332996341006,0.3580942162279899,0.02081002033131684,0.7862290790705168,0.0,5.361474447472151,0.2,Chambers,0.1,0.3,0.1,,0.0,,,,,0.1,0.2,0.1,1.3,2.9000000000000004,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.6000000000000001,0.1,,0.0,,,,,,2.9901271721360505,,0.0894830874246624,,,,,23.05434012413025,0,1.8295414447784424
11,-0.3196406811573368,-0.3196406811573368,0,,,0.0,,,,,0,,,0.0,,,,,3,100.0,100.0,0.6803593188426632,0,,,0.0,0.0,0.0,0.0,0.0,111457,,,0,0,-2,2,0.0,438,171,,,0,2,0.5,0.5,0,Sead,0.0,-0.9105169125753376,-0.9105169125753376,-0.9105169125753376,-0.9105169125753376,1.0,7,1.9268760681152344,2.5046091079711914,1.5866435766220093,2.4178192615509038,1.6831796169281006,1.5391136407852173,2.1424121856689453,,,,,,,2.2307991981506348,2.121323347091675,5,0,,,0.0,,,,,0.4,391,135,False,4.0,371,134,90,,2021-09-09T11:30:14.107791Z,43,0,0,,0,,111457.jpg,-1.0,0,0,Kolasinac,0.1,False,,a,1,3,Arsenal,0.0,399,153,-1,2575,123,7923,278,-0.07433504212961321,-0.2117481192035669,-0.2117481192035669,0.15414442416178697,0.0,4.579509219457937,-0.2,Kolasinac,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,,,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.0,,,0.0,,,,,,,,-0.9105169125753376,,,,,19.69188964366913,1,1.5391136407852173
12,1.170089829710666,1.170089829710666,0,,,0.0,,,,,0,,,0.0,,,,,2,100.0,100.0,0.1700898297106658,0,,,0.0,0.0,0.0,0.0,0.0,153256,,,0,0,0,0,0.3,372,181,,,0,3,0.5,0.5,0,Mohamed Naser,0.0,1.0,1.0,1.0,1.0,1.0,7,1.603548288345337,1.9061893224716189,1.3997933864593506,1.9909809827804563,1.4339162111282349,1.3522634506225586,1.6782146692276,,,,,,,1.7435637712478638,1.624091386795044,2,0,,,0.0,,,,,0.4,392,180,False,3.4,376,171,45,,2021-09-03T11:30:15.140806Z,45,0,0,,0,,153256.jpg,1.0,0,0,El Sayed Elneny,0.4,False,,a,1,3,Arsenal,0.0,458,179,1,16626,833,45044,1503,0.2600199621579258,0.2222222222222222,0.2222222222222222,0.5515856354572164,0.0,3.5744055377112494,0.2,Elneny,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,,,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.0,,,0.0,,,,,,,,1.0,,,,,16.084824919700623,0,1.3522634506225586
13,7.450449148553329,1.4900898297106655,0,,,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,21,,,0.850449148553329,1,,,0.0,1.0,0.0,0.0,0.0,154043,,,0,0,-2,2,27.9,217,126,,,0,3,1.5,1.5,1,Ainsley,1.0,1.419317060758282,1.419317060758282,1.419317060758282,1.419317060758282,5.0,7,2.354698419570923,2.6386053562164307,1.924673557281494,2.5185000896453857,2.027390241622925,1.986189126968384,2.4179065227508545,,,,,,,2.2286884784698486,2.1941921710968018,1,0,,,0.0,0.0,0.0,0.0,0.0,5.7,317,144,False,20.6,311,132,119,,,53,0,0,,0,,154043.jpg,1.4,0,0,Maitland-Niles,0.1,False,,a,1,3,Arsenal,8.0,296,158,7,1667,134,5207,222,0.2811490244737105,0.2677956718411853,0.2677956718411853,0.647253661249862,0.2,4.203213790677628,1.3,Maitland-Niles,0.2,0.6000000000000001,,,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.04,,,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,3.09658530379141,1.0,1.0,1.0,22.27703309059143,0,1.986189126968384
14,1.9607186376853265,0.9803593188426633,0,,0.0,0.0,,,,,0,,0.0,0.0,,,,,25,100.0,100.0,1.3607186376853264,0,,0.0,0.0,0.0,0.0,0.0,0.0,156074,,,0,0,-2,2,0.5,360,126,,,0,2,0.5,0.5,0,Rob,0.0,0.4547879838251456,0.4547879838251456,0.4547879838251456,0.0894830874246624,2.0,7,2.078542947769165,2.656275987625122,1.6797019243240356,2.428345203399658,1.8348466157913208,1.6907806396484375,2.294079065322876,,,,,,,2.382466077804565,2.272990226745605,7,0,,0.0,0.0,,,,,7.4,295,102,False,67.4,200,80,180,,2021-09-11T17:30:15.865590Z,43,0,0,,0,,156074.jpg,0.0,0,0,Holding,0.7,False,,a,1,3,Arsenal,6.0,301,93,0,19280,291,124210,2764,0.22799053926573565,0.10576464740119666,0.02081002033131684,0.4727712446597488,0.0,4.885769611181215,0.0,Holding,0.0,0.0,,0.0,0.0,,,,,0.1,0.1,0.05,,2.9000000000000004,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.6000000000000001,,0.1,0.0,,,,,,,0.8200928802256289,0.0894830874246624,,,,,21.008809328079224,1,1.6907806396484375
15,8.080359318842664,2.020089829710666,0,,,,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,0.0,0.0,31,100.0,100.0,0.6803593188426632,2,,,,0.0,1.0,0.0,1.0,167199,,,0,0,0,0,54.3,140,84,3.0,,0,3,2.8,2.8,2,Thomas,2.3,2.070165564887972,2.070165564887972,2.070165564887972,2.070165564887972,4.0,7,2.5327186584472656,2.775655508041382,2.0770273208618164,2.567542314529419,2.179743766784668,2.1385433673858643,2.5959267616271973,,,,,,,2.340071678161621,2.305575370788574,1,0,,,,0.0,0.0,0.0,0.0,12.8,230,105,False,38.4,280,111,282,,2021-08-04T10:30:07.806099Z,50,0,0,,0,,167199.jpg,1.8,0,0,Partey,0.2,False,,a,1,3,Arsenal,35.0,194,101,7,16950,2124,10252,1447,0.4040179659421332,0.41403311297759443,0.41403311297759443,0.9034116359778047,0.5,4.7302696228027346,1.4,Partey,0.3,0.8999999999999999,,,,0.0,0.0,0.1,0.1999999999999999,0.3,0.6,0.15,,,,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,1.5,,,,0.1,0.0,0.1,0.0999999999999999,2.3465969639416064,,,,0.5,2.3011942119122017,3.13287108369808,2.3465969639416064,23.651348114013672,2,2.1385433673858643
16,19.36251523189864,2.7660736045569485,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,119,100.0,100.0,4.762515231898642,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,192895,4.0,,0,0,-1,1,147.1,37,8,,,0,2,5.2,5.2,6,Kieran,4.7,3.0726704847370763,3.0726704847370763,3.0726704847370763,3.159694668159571,7.0,7,2.716981887817383,3.246943235397339,2.382565498352051,3.0017294883728027,2.5366880893707275,2.3546831607818604,2.921060085296631,,,,,,,3.045761108398437,3.115635395050049,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,71,11,False,91.0,138,57,592,,2021-08-22T23:00:07.798838Z,49,0,0,,0,,192895.jpg,3.3,0,0,Tierney,7.0,False,,a,1,3,Arsenal,71.0,108,18,23,362855,31768,411915,14074,0.56450481725652,0.6270756091300155,0.6448356465631777,1.2495846808674087,1.0,5.648312471350844,4.7,Tierney,0.8,2.4000000000000004,0.6,0.0,0.0999999999999999,0.1,0.0,0.0,0.0,0.2,1.0,0.14285714285714285,1.3,2.9000000000000004,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,1.2000000000000002,0.1,0.0,0.0,0.1,0.0,0.0,0.0,2.9863878557664254,4.4901271721360505,1.2200928802256288,0.3894830874246623,5.88634121516564,3.204776847648807,3.331484334792319,2.9863878557664254,27.67673110961914,0,2.3546831607818604
17,22.22144914855333,4.444289829710666,1,0.0,0.0,,1.0,0.0,,0.0,0,0.0,0.0,,0.0,0.0,,0.0,45,100.0,100.0,0.850449148553329,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,195735,1.0,,0,0,-4,4,171.1,22,12,2.0,,0,3,1.8,1.8,1,Nicolas,1.3,4.499266905758806,4.499266905758806,4.499266905758806,5.35625983856787,5.0,7,3.978248119354248,4.269467353820801,3.3425111770629883,4.262035369873047,3.5416648387908936,3.3425111770629883,4.1039910316467285,,,,,,,3.638972282409668,3.6579625606536874,4,0,0.0,0.0,,0.0,0.0,,0.0,43.1,36,24,False,64.0,211,78,387,,2021-08-28T18:30:11.395641Z,71,0,0,3.0,0,,195735.jpg,2.8,0,0,Pépé,1.1,False,,a,1,3,Arsenal,195.0,36,21,14,75652,1738,261236,8562,0.6259563140437557,0.6336995641913812,0.7544027941644887,1.6679122519928438,0.2,5.278855646160287,2.0,Pépé,0.7,2.1,0.2,0.0,,0.3,0.1999999999999999,,0.0,1.9,2.5999999999999996,0.5199999999999999,1.3,2.9000000000000004,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,9.5,0.3,0.0,,1.2,0.3999999999999999,,0.0,1.0,4.372531793034012,2.055023220056407,,10.167585303791409,4.901194211912202,,1.0,37.47987508773804,0,3.3425111770629883
18,,,0,,,,,,,,0,,,,,,,,0,0.0,0.0,,0,,,,,,,,198849,,,0,0,0,0,0.0,495,196,,,0,3,0.0,0.0,0,Lucas,0.0,,,,,,7,2.3941307067871094,2.6473805904388428,1.980932593345642,2.694812774658203,2.136439085006714,2.0424485206604004,2.419405698776245,,,,,,,2.3370554447174072,2.217582941055298,0,0,,,,,,,,0.0,507,194,False,0.0,503,192,0,Joined Fiorentina on a season-long loan - Expected back 01 Jul,2021-08-25T22:00:08.179808Z,45,0,0,,0,,198849.jpg,0.0,0,0,Torreira,0.2,False,,u,1,3,Arsenal,0.0,471,187,0,6292,0,29937,536,,,,,0.0,5.078443659676446,0.0,Torreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.852996468544006,0,1.9828081130981443
20,,,0,,,,,,,,0,,,,,,,,0,100.0,100.0,,0,,,,,,,,205533,,,0,0,-1,1,0.0,589,78,,,0,4,0.5,0.5,0,Edward,0.0,,,,,,7,2.520876884460449,2.8080620765686035,1.980932593345642,2.805854558944702,2.20168399810791,2.08057713508606,2.530447483062744,,,,,,,2.4381003379821777,2.3286244869232178,0,0,,,,,,,,0.0,592,78,False,0.0,592,78,0,,2021-08-08T18:00:05.173437Z,54,0,0,,0,,205533.jpg,0.0,0,0,Nketiah,0.1,False,,a,1,3,Arsenal,0.0,583,76,0,6256,559,9030,583,,,,,0.0,4.3918697260044235,0.0,Nketiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.71609652042389,0,2.020936965942383
21,24.761628807974663,3.5373755439963803,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,90,100.0,100.0,1.1906288079746603,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,209289,,,1,-1,-1,1,121.1,50,33,,,1,3,6.5,6.5,3,Emile,6.0,3.5430840063569247,3.5430840063569247,3.5430840063569247,3.6548066062816105,7.0,7,3.5779104232788086,3.880534648895264,3.1576764583587646,4.046750545501709,3.3002192974090576,3.1576764583587646,3.7796530723571777,,,,,,,3.57405424118042,3.585489511489868,10,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.7,47,30,False,115.0,93,30,535,,2021-09-08T10:00:09.013082Z,54,0,0,,0,,209289.jpg,3.6,0,0,Smith Rowe,5.7,False,,a,1,3,Arsenal,142.0,54,33,25,410707,79561,487072,26560,0.6550695451845149,0.6561266678438749,0.6768160382002982,1.522244063464376,1.1,6.5217853917015915,4.6,Smith Rowe,0.6,1.7999999999999998,0.4,0.0,0.0,0.0999999999999999,0.0,0.0999999999999999,0.0,1.2,1.7999999999999998,0.2571428571428571,1.3,2.9000000000000004,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,6.0,0.1,0.1,0.0,0.2,0.5,0.2,0.0999999999999998,2.746596963941605,3.9725317930340127,2.555023220056407,2.0223707718561656,2.3,4.801194211912202,6.40387108369808,2.746596963941605,35.2176411151886,0,3.1576764583587646
22,24.03262880797466,3.433232686853523,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,102,100.0,100.0,1.1906288079746603,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,223340,3.0,,0,0,-2,2,135.2,44,28,,,1,3,7.8,7.8,3,Bukayo,7.3,3.506686082347674,3.506686082347674,3.506686082347674,4.18384951266866,7.0,7,2.965706825256348,3.4159178733825684,2.7415120601654053,3.225975751876831,2.8441452980041504,2.7415120601654053,3.145306348800659,,,,,,,3.244648694992065,3.2560839653015137,7,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.6,32,21,False,112.4,99,31,491,,2021-08-26T10:30:09.768229Z,63,0,0,,0,,223340.jpg,4.1,0,0,Saka,11.7,False,,a,1,3,Arsenal,210.0,28,15,29,663745,107613,848418,39399,0.544957569341829,0.5566168384678848,0.6641030972489936,1.36783264327644,1.2,4.813066815573072,4.6,Saka,0.6,1.7999999999999998,0.0,0.1,0.0,0.3,0.0,0.1999999999999999,0.0,0.9,1.5,0.21428571428571427,1.3,2.9000000000000004,3.8,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,4.5,0.0,0.0,0.1,0.4,0.0999999999999999,0.2,0.0999999999999999,2.7465969639416064,1.0,2.355023220056407,1.5,5.39658530379141,3.572194211912202,7.703871083698081,2.7465969639416064,30.32232093811035,0,2.7415120601654053
23,14.621437275370656,3.655359318842664,0,,,,0.0,0.0,0.0,0.0,3,,,,2.0,1.0,0.0,0.0,94,100.0,100.0,2.721437275370653,3,,,,1.0,1.0,0.0,1.0,226597,,,0,0,0,0,12.5,286,90,,,0,2,5.5,5.5,6,Gabriel,5.0,4.3522475633432975,4.3522475633432975,4.3522475633432975,4.3522475633432975,4.0,7,3.2758750915527344,3.880645275115967,2.6889710426330566,3.8407838344573975,3.04398250579834,2.6889710426330566,3.631136417388916,,,,,,,3.4830048084259038,3.491198301315308,1,0,,,,0.0,0.0,0.0,0.0,11.9,241,77,False,89.0,144,59,360,,2021-08-04T10:30:07.822243Z,50,0,0,,0,,226597.jpg,5.8,0,0,Magalhães,0.7,False,,a,1,3,Arsenal,18.0,248,70,23,56684,13947,18529,3297,0.7310718637685328,0.8704495126686596,0.8704495126686596,1.634726383823905,1.0,6.542707872390747,4.6,Gabriel,0.1,0.3,,,,0.0,0.0,0.1,0.0,0.1,0.2,0.05,,,,0.6999999999999993,1.200000000000001,1.0999999999999996,1.4000000000000004,0.6000000000000001,,,,0.1,0.0,0.0,0.0,2.9863878557664254,,,,6.586341215165639,4.204776847648807,3.631484334792319,2.9863878557664254,32.713539361953735,0,2.6889710426330566
