id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week22,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 31 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 32 prediction
77,62.36205033089972,2.969621444328558,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,279,100.0,100.0,5.620050330899722,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,128295,,,0,0,0,0,229.5,86,58,,,0,3,2.0,2.5,7,Christian,2.0,3.507431616787503,3.770637139569225,3.295624793013645,4.561885202561683,21.0,22,,,,,,,,,,,,,,,3.1339380741119385,2.0436484813690186,3.084450483322144,2.584106206893921,3.4131383895874023,3.4131383895874023,3.2187047004699707,,2.782315969467163,2.233574628829956,,,,,,,35,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.6,53,34,False,381.6,57,24,1856,,2021-12-27T01:30:11.247407Z,50,0,0,,0,,128295.jpg,2.5,0,0,Nørgaard,0.6,False,,a,3,94,Brentford,311.0,67,39,53,184942,507,184303,1374,0.5939242888657116,0.7014863233575006,0.9123770405123366,1.3280550833919527,0.4,5.698224306106568,10.6,Nørgaard,1.9,5.699999999999999,0.0,0.1,0.0,0.0,0.0,0.1999999999999999,0.0,0.1,,,0.0999999999999998,0.0,,0.1,0.5999999999999999,0.0,0.0,0.0,0.2,0.0,0.2,0.2999999999999999,2.3,4.199999999999999,0.19999999999999996,1.5,2.200000000000001,1.3999999999999986,1.6000000000000014,0.6999999999999993,2.3999999999999986,1.3000000000000007,0.5,0.0,0.0,0.8000000000000007,0.6000000000000001,0.8000000000000007,2.8000000000000007,5.399999999999999,0.6000000000000001,0.1999999999999997,0.7000000000000002,2.4,1.5,0.2000000000000001,1.3999999999999997,11.5,0.7,0.0,0.8999999999999999,0.0,-0.1,0.0,0.0,0.2000000000000001,,,0.0,0.0,,0.0,0.1999999999999997,0.0,0.0,0.0,0.0,0.0,0.3,0.1,7.57551658094261,5.72313016014843,3.181803158362334,6.746596963941607,1.2018965179946552,1.9965853037914087,2.690717953289412,2.2725317930340125,3.9065306597126335,,,1.749328964117221,1.5488116360940265,,4.360810062625218,7.57551658094261,1.5488116360940265,2.818730753077982,2.4965853037914094,2.6907179532894125,1.22313016014843,4.918730753077982,4.646596963941607,28.49112153053284,5,2.584106206893921
78,77.78200000000001,3.8891,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,3.0,0.0,,,,,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,241,100.0,100.0,0.0,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,144485,,,0,0,1,-1,311.2,59,6,2.0,,1,4,2.5,3.5,10,Ivan,2.5,5.05,4.027272727272727,4.527625,4.75,20.0,22,,,,,,,,,,,,,,,3.875509738922119,2.9683704376220703,3.755211353302002,3.762243032455444,4.634769439697266,4.634769439697266,4.3361334800720215,,4.426095962524414,3.181715726852417,,,,,,,33,5,0.0,0.0,0.0,1.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,136.1,21,6,False,365.8,64,5,1800,,2021-12-06T00:00:16.942907Z,66,0,0,1.0,0,,144485.jpg,3.5,0,0,Toney,11.5,False,,a,3,94,Brentford,685.0,11,6,70,2319500,12203,3617312,32198,0.5892575757575758,0.7651515151515151,0.7196969696969697,1.5138301218692896,0.4,5.941966880451551,10.6,Toney,3.6,10.8,0.1,0.0,0.0,0.0,0.0,0.0999999999999996,,,,,0.2000000000000001,0.0,0.0,0.1,0.5,0.0,0.6,0.8,0.7000000000000002,0.2999999999999998,0.0,0.2000000000000001,5.6,9.2,0.45999999999999996,1.5,2.200000000000001,1.3999999999999986,1.6000000000000014,0.6999999999999993,2.3999999999999986,1.3000000000000007,0.5,0.0,0.0,0.8000000000000007,0.6000000000000001,0.8000000000000007,2.8000000000000007,5.399999999999999,0.6000000000000001,0.1999999999999997,0.7000000000000002,2.4,1.5,0.2000000000000001,1.3999999999999997,21.44,0.0,0.3000000000000002,0.1999999999999997,0.3000000000000002,0.6999999999999997,0.3000000000000002,,,,,0.0999999999999996,0.5,0.0,0.4000000000000003,0.8999999999999995,0.5,0.0,0.8,0.1999999999999999,0.1,0.1999999999999997,0.1,11.099999999999998,2.3,3.200000000000001,1.799999999999999,3.200000000000001,7.799999999999999,3.5,,,,,1.9999999999999991,4.0,2.0,3.9000000000000017,11.099999999999998,4.0,3.8,11.371,5.671,3.3,2.799999999999999,3.000000000000001,39.21698141098023,5,3.642162799835205
79,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,154138,,,0,0,-4,4,0.0,665,270,,,0,3,0.0,0.0,0,Tariqe,0.0,,,,,,22,,,,,,,,,,,,,,,2.3635199069976807,1.9598010778427124,2.305727958679199,2.182020664215088,2.7587780952453613,2.7587780952453613,2.631243228912353,,2.4376652240753174,1.9573936462402344,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,0.0,669,269,False,0.0,669,269,0,Hamstring injury - Unknown return date,2021-11-30T17:30:16.450591Z,51,0,0,,0,,154138.jpg,0.0,0,0,Fosu-Henry,0.0,False,,i,3,94,Brentford,0.0,661,270,0,2028,15,8631,32,,,,,0.0,4.603393802455828,0.0,Fosu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.47730839252472,0,2.122380495071411
80,31.634371995828094,3.514930221758677,0,0.0,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175,0.0,0.0,9.634371995828094,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,154561,,,0,0,-2,2,0.0,540,50,,,0,1,0.0,0.0,0,David,0.0,,4.130655434039177,4.1390305848119135,,9.0,22,,,,,,,,,,,,,,,3.542309284210205,3.2264175415039062,3.4549202919006348,3.1673970222473145,3.944128036499024,3.944128036499024,3.707243204116821,,3.2728688716888428,3.223838806152344,,,,,,,9,0,0.0,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,337,22,False,192.6,208,22,810,Knee injury - Expected back 19 Mar,2021-10-26T22:00:11.833421Z,43,0,0,,0,,154561.jpg,3.8,0,22,Raya Martin,3.2,False,,i,3,94,Brentford,0.0,506,41,34,920033,201,977715,6448,0.8174256329671342,,,1.6950498698729768,0.0,8.080022445944852,7.9,Raya,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.200000000000001,1.3999999999999986,1.6000000000000014,0.6999999999999993,2.3999999999999986,1.3000000000000007,0.5,0.0,0.0,0.8000000000000007,0.6000000000000001,0.8000000000000007,2.8000000000000007,5.399999999999999,0.6000000000000001,0.1999999999999997,0.7000000000000002,2.4,1.5,0.2000000000000001,1.3999999999999997,0.0,0.0,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.89252064059372,,,,,,,,,,,4.195246544376106,,,,5.195246544376106,5.274923012311929,3.9863412151656377,2.36287181315765,3.892520640593719,5.274923012311927,2.9863878557664263,34.744096517562866,0,3.260845422744751
81,58.83305033089973,2.801573825280939,3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,3.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,100.0,75.0,5.620050330899722,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,174932,4.0,,0,0,0,0,191.9,117,75,5.0,,1,3,1.5,1.1,3,Sergi,1.5,2.453498665399984,2.9867595845931727,2.9111818130305487,2.7036639019212627,21.0,22,,,,,,,,,,,,,,,2.762290000915528,1.9186490774154663,2.72779393196106,2.418898344039917,2.9821343421936035,2.9821343421936035,2.848574638366699,,2.524965763092041,2.150411367416382,,,,,,,30,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.5,76,48,False,277.2,133,48,1563,,2022-01-12T00:00:19.620196Z,55,1,0,,0,,174932.jpg,2.9,0,0,Canós,1.3,False,,a,3,94,Brentford,336.0,61,34,61,408858,528,419964,4522,0.5093770591419889,0.44609066643636075,0.49157525489477505,1.194595092946048,0.3,4.6790454821153125,11.1,Canós,1.3,3.9,0.2,0.0999999999999999,0.0,0.2999999999999999,0.0,0.0,0.0,,,,0.1,0.0999999999999999,0.0,0.0,0.0,0.0,0.0,0.3999999999999999,0.0,0.0,0.0,0.1,2.0,3.3,0.15714285714285714,1.5,2.200000000000001,1.3999999999999986,1.6000000000000014,0.6999999999999993,2.3999999999999986,1.3000000000000007,0.5,0.0,0.0,0.8000000000000007,0.6000000000000001,0.8000000000000007,2.8000000000000007,5.399999999999999,0.6000000000000001,0.1999999999999997,0.7000000000000002,2.4,1.5,0.2000000000000001,1.3999999999999997,10.0,0.2,0.0999999999999999,0.3,0.2,0.0,0.0,0.7,,,,0.1999999999999999,0.0,0.0,0.0,0.0,0.0999999999999999,0.0,0.0,0.0,0.2,0.0,0.0,3.004516580942613,6.82313016014843,2.910803158362333,3.746596963941607,7.643896517994655,1.49658530379141,0.0907179532894126,4.7725317930340125,,,,3.749328964117221,2.8488116360940263,1.0,3.060810062625218,3.004516580942613,3.0488116360940265,1.8187307530779824,3.6965853037914096,2.0907179532894125,2.99413016014843,1.8187307530779817,2.546596963941607,25.734750151634216,5,2.418898344039917
82,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,183656,,,0,0,-2,2,0.0,668,271,,,0,3,0.0,0.0,0,Pelenda Joshua,0.0,,,,,,22,,,,,,,,,,,,,,,2.3635199069976807,1.9598010778427124,2.305727958679199,2.182020664215088,2.7587780952453613,2.7587780952453613,2.631243228912353,,2.4376652240753174,1.9573936462402344,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,0.0,670,270,False,0.0,670,270,0,Hip injury - Expected back 19 Feb,2021-08-09T06:00:12.543954Z,53,0,0,4.0,0,,183656.jpg,0.0,0,0,Dasilva,0.0,False,,i,3,94,Brentford,0.0,665,271,0,596,15,1829,13,,,,,0.0,4.429680828778249,0.0,Dasilva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.47730839252472,0,2.122380495071411
83,55.668743991656186,3.092707999536455,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213,100.0,75.0,19.268743991656187,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,194010,,,0,0,0,0,138.5,165,37,,,1,2,0.3,-0.7,2,Rico,0.3,2.8767058326160653,3.468202659235305,3.5462619878638733,2.0180663237704506,18.0,22,,,,,,,,,,,,,,,3.185563087463379,2.037376642227173,3.062281847000122,2.455854892730713,3.693891286849976,3.693891286849976,3.4053826332092285,,2.589045286178589,2.1389975547790527,,,,,,,24,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.9,186,56,False,237.2,163,65,1448,,2022-01-14T14:30:11.680538Z,45,0,0,,0,,194010.jpg,3.1,0,0,Henry,1.0,False,,a,3,94,Brentford,122.0,185,44,56,243585,709,234997,2178,0.6872684443414344,0.63926796280357,0.44845918306010013,1.4579165324680727,0.1,6.381808757781982,12.4,Henry,0.6,1.7999999999999998,0.0,0.0,0.0,0.0,0.2,0.0,0.0999999999999999,0.0,,,,0.1,,,0.0,0.0,0.1,0.0,0.0,0.0999999999999999,0.0,0.0,1.1,1.7000000000000002,0.09444444444444446,1.5,2.200000000000001,1.3999999999999986,1.6000000000000014,0.6999999999999993,2.3999999999999986,1.3000000000000007,0.5,0.0,0.0,0.8000000000000007,0.6000000000000001,0.8000000000000007,2.8000000000000007,5.399999999999999,0.6000000000000001,0.1999999999999997,0.7000000000000002,2.4,1.5,0.2000000000000001,1.3999999999999997,6.6000000000000005,0.0,0.0,0.5,0.1999999999999999,0.0,0.0,0.0,0.1,,,,0.0,,,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0999999999999999,2.0180663237704506,2.892520640593719,1.4432126334493351,7.986387855766427,3.00758607197862,4.586341215165639,1.3628718131576505,1.3901271721360495,5.026122638850534,,,,4.495246544376106,,,2.0180663237704506,5.395246544376105,5.574923012311928,2.9863412151656377,1.36287181315765,3.192520640593719,5.274923012311927,2.5863878557664264,28.71813941001892,2,2.455854892730713
84,49.04956455358549,2.8852685031520875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,2.0,0.0,0.0,0.0,0.0,3.0,,,,197,100.0,100.0,4.549564553585489,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,204580,2.0,,0,0,0,0,208.0,103,68,,,1,3,2.3,3.1,4,Vitaly,2.3,3.53861539223255,2.825954319043328,3.3375718859725216,5.282663321783915,17.0,22,,,,,,,,,,,,,,,2.9607667922973637,1.9119280576705933,2.9262707233428955,2.418919801712036,3.1380324363708496,3.1380324363708496,3.053968906402588,,2.4824085235595703,2.171419620513916,,,,,,,22,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,,,,71.4,99,58,False,288.0,125,43,1257,,2021-12-27T02:00:08.932932Z,50,0,0,,0,,204580.jpg,2.9,0,0,Janelt,0.1,False,,a,3,94,Brentford,216.0,109,61,49,35526,175,34261,327,0.5770537006304175,0.7077230784465101,1.0565326643567832,1.2903313012774267,0.5,5.32413341999054,9.8,Janelt,1.0,3.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0999999999999999,0.0999999999999999,,,,0.1,,0.0,0.0,0.3,0.0,0.0999999999999999,0.0999999999999999,,,,1.5,2.5,0.14705882352941177,1.5,2.200000000000001,1.3999999999999986,1.6000000000000014,0.6999999999999993,2.3999999999999986,1.3000000000000007,0.5,0.0,0.0,0.8000000000000007,0.6000000000000001,0.8000000000000007,2.8000000000000007,5.399999999999999,0.6000000000000001,0.1999999999999997,0.7000000000000002,2.4,1.5,0.2000000000000001,1.3999999999999997,7.5,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,0.1999999999999999,,,,0.1,,0.1,0.1999999999999999,0.0,0.1,0.4999999999999999,0.3,,,,5.004516580942613,2.22313016014843,1.5000000000000004,1.0,1.7018965179946548,3.09658530379141,2.0907179532894125,2.5725317930340124,2.906530659712633,,,,3.3488116360940268,,5.560810062625218,5.004516580942613,2.4488116360940264,3.318730753077982,5.296585303791409,6.890717953289412,,,,26.620667099952698,2,2.418919801712036
85,19.88583588761414,1.807803262510376,2,,0.0,1.0,0.0,,,,1.0,,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,82,,,2.94383588761414,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205836,5.0,,0,0,-2,2,65.1,256,150,4.0,,0,3,0.5,-0.5,0,Saman,0.5,1.2677500000000002,1.482444444444445,1.699081163609403,1.1000000000000003,11.0,22,,,,,,,,,,,,,,,2.1254234313964844,1.6556860208511353,2.0909268856048584,1.8232041597366333,2.379574775695801,2.379574775695801,2.235536575317383,,2.1113054752349854,1.6341301202774048,,,,,,,3,1,,1.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,28.6,289,134,False,104.8,319,135,341,,,53,0,0,,0,,205836.jpg,1.9,0,0,Ghoddos,0.0,False,,a,3,94,Brentford,115.0,193,102,21,2924,40,5324,73,0.341094955190637,0.23919811320754722,0.20754716981132082,0.7852595576110258,0.1,3.8223710150088905,4.0,Ghoddos,0.8,2.4000000000000004,,0.0,0.4999999999999999,0.0,,,,0.0,,,0.0,0.0,0.0,0.1,,0.2,,,,,0.0,0.0,0.6,1.4,0.12727272727272726,,2.200000000000001,1.3999999999999986,1.6000000000000014,0.6999999999999993,2.3999999999999986,1.3000000000000007,0.5,0.0,0.0,0.8000000000000007,0.6000000000000001,0.8000000000000007,2.8000000000000007,5.399999999999999,0.6000000000000001,0.1999999999999997,0.7000000000000002,2.4,1.5,0.2000000000000001,1.3999999999999997,3.0,,0.1999999999999999,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,0.1,,,,,0.4,0.0,,,1.0,3.271,0.0,,,,1.771,,,1.0,1.0,1.0,1.3000000000000005,,3.6488116360940266,,,,,3.0,1.0,20.25856637954712,2,1.8232041597366333
86,42.95294310925693,2.684558944328558,1,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,2,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,148,100.0,100.0,4.281943109256931,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207283,1.0,,0,0,-1,1,355.7,41,29,3.0,,0,3,1.5,1.5,3,Mathias,1.5,3.0744551810568126,3.3286285551564743,2.9812888762049745,4.228663901921264,16.0,22,,,,,,,,,,,,,,,2.932542562484741,1.986239671707153,2.8132283687591557,2.6236464977264404,3.0274665355682373,3.0274665355682373,2.9804623126983643,,2.789026021957397,2.1772449016571045,,,,,,,20,0,,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,59.9,144,75,False,150.2,256,104,817,,2022-01-02T21:00:20.113282Z,49,0,0,,0,,207283.jpg,1.9,0,0,Jensen,0.1,False,,a,3,94,Brentford,92.0,226,119,30,12878,96,12906,164,0.5478691723119505,0.6274398328687372,0.8629926330451558,1.2127601110079151,0.3,5.502444821961071,6.1,Jensen,1.8,5.4,,0.1999999999999999,0.5000000000000001,,,0.0,0.0,0.0,,,0.1,,0.0,0.2999999999999998,0.4000000000000001,0.2,0.0,,,0.0999999999999999,0.0,0.1,1.1,2.9000000000000004,0.18125000000000002,,2.200000000000001,1.3999999999999986,1.6000000000000014,0.6999999999999993,2.3999999999999986,1.3000000000000007,0.5,0.0,0.0,0.8000000000000007,,0.8000000000000007,2.8000000000000007,5.399999999999999,0.6000000000000001,0.1999999999999997,0.7000000000000002,2.4,1.5,0.2000000000000001,1.3999999999999997,5.5,,0.0,0.1,,,0.0,0.0,0.0,,,0.0,,0.0,0.1,0.9000000000000001,0.0,0.0,,,0.0,0.0,0.0,8.704516580942615,,2.7108031583623333,4.246596963941608,,,1.0,1.0,2.606530659712633,,,1.3000000000000005,,2.449328964117221,4.460810062625217,8.704516580942615,1.6,1.0,,,2.5231301601484297,2.8187307530779817,5.317596963941607,26.961979627609253,0,2.604656219482422
87,13.922914663885395,2.3204857773142327,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,64,0.0,0.0,6.422914663885396,1,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,213687,,,0,0,-1,1,82.7,230,61,,,0,2,0.0,0.0,0,Charlie,0.0,2.691365709827468,2.4419751158460503,2.4419751158460503,,6.0,22,,,,,,,,,,,,,,,2.7658445835113525,1.8416242599487305,2.6425631046295166,2.0675535202026367,3.2018747329711914,3.2018747329711914,2.9554810523986816,,2.2274768352508545,1.857714891433716,,,,,,,6,0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,16.0,355,127,False,54.8,363,137,448,Hamstring injury - Unknown return date,2021-12-22T23:30:17.959237Z,39,0,0,,0,,213687.jpg,1.7,0,0,Goode,1.5,False,,i,3,94,Brentford,24.0,342,120,10,279971,65400,280006,69502,0.5949963531574955,0.6900937717506329,,1.175023648721933,0.0,6.366554162441156,2.6,Goode,0.3,0.8999999999999999,,,0.1,0.0,0.0,0.0,0.0,0.3,,,,,,,,,,,,,,,0.1,0.4,0.06666666666666667,,,1.3999999999999986,1.6000000000000014,0.6999999999999993,2.3999999999999986,1.3000000000000007,0.5,0.0,0.0,0.8000000000000007,,0.8000000000000007,2.8000000000000007,5.399999999999999,,,,,,,,0.6000000000000001,,,0.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,2.8863878557664275,1.0,3.98634121516564,1.3628718131576505,1.0901271721360497,4.326122638850534,,,,,,,,,,,,,,,24.829561233520508,3,2.0675535202026367
