id,adjusted points,adjusted points per game,assists,assists_week1,assists_week2,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,bonus,bonus_week1,bonus_week2,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week2,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 2 prediction,gameweek 3 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week2,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week2,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week2,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xG_points,xG_week1,xG_week2,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xPoints,xPoints week 1,xPoints week 2,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints_next10,yellow_cards
1,2.09012717213605,2.09012717213605,0,0.0,,,,,,,0,0.0,,,,,,,11,,,1.0901271721360504,0,0.0,,,,,,,80201,,,0,0,0,0,0.0,427,45,,,0,1,2.6,3.6,1,Bernd,1.0,,,,,1.0,1,3.0827579498291016,2.972527265548706,,,,,,3.1437644958496094,3.10566782951355,2.457404375076294,3.3074851036071777,3.0827579498291016,3.479783296585083,2.7757933139801025,3.071486473083496,2,0,0.0,,,,,,,1.2,217,17,False,11.8,150,17,90,,,50,0,0,,0,,80201.jpg,1.0,0,1,Leno,2.1,False,,a,1,3,Arsenal,0.0,391,45,1,1996,1996,19699,19699,0.41802543442721,,,0.9347332877031224,0.2,6.095885610580444,0.2,Leno,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,1.3,,,,,,,0.0,0.0,,,,,,,2.09012717213605,2.09012717213605,,,,,,,30.47942805290222,0
2,,,0,,,,,,,,0,,,,,,,,0,,,,0,,,,,,,,115918,,,0,0,0,0,0.0,268,11,,,0,1,1.0,2.0,0,Rúnar Alex,0.0,,,,,,1,3.343534469604492,3.292943954467773,,,,,,3.423261880874634,3.3664443492889404,2.7944765090942383,3.5990142822265625,3.403174638748169,3.721921443939209,3.09621000289917,3.3322629928588867,0,0,,,,,,,,0.0,290,30,False,0.0,277,30,0,,,40,0,0,,0,,115918.jpg,0.0,0,0,Rúnarsson,1.5,False,,a,1,3,Arsenal,0.0,201,10,0,4578,4578,2251,2251,,,,,0.0,8.343311131000519,0.0,Rúnarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.373244524002075,0
3,,,0,,,,,,,,0,,,,,,,,0,,,,0,,,,,,,,47431,4.0,,-1,1,-1,1,0.0,537,225,2.0,,0,3,2.2,3.2,0,Willian,0.0,,,,,,1,2.353970766067505,2.5038764476776123,,,,,,2.463294744491577,2.436351776123047,2.019078254699707,2.918607950210572,2.4136109352111816,2.8426318168640137,2.396375894546509,2.402170181274414,0,0,,,,,,,,0.0,537,225,False,0.0,534,224,0,,,64,0,0,,0,,47431.jpg,0.0,0,0,Borges Da Silva,0.3,False,,a,1,3,Arsenal,0.0,531,222,0,614,614,5283,5283,,,,,0.0,3.867182619869709,0.0,Willian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.749968767166138,0
4,,,0,,,,,,,,0,,,,,,,,0,25.0,25.0,,0,,,,,,,,54694,,,-1,1,-1,1,0.0,553,73,,,0,4,0.8,1.0,0,Pierre-Emerick,0.0,,,,,,1,2.5305016040802,2.7400436401367188,,,,,,2.574336290359497,2.672518730163574,2.019078254699707,3.045354127883911,2.590141773223877,2.9536736011505127,2.5074174404144287,2.6383373737335205,0,0,,,,,,,,0.0,553,73,False,0.0,553,73,0,Illness - 25% chance of playing,2021-08-13T14:30:14.477664Z,99,0,0,1.0,0,,54694.jpg,0.0,0,0,Aubameyang,1.8,False,,d,1,3,Arsenal,0.0,553,73,0,817,817,74611,74611,,,,,0.0,2.653677054125853,0.0,Aubameyang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.271402835845947,0
5,,,0,,,,,,,,0,,,,,,,,0,,,,0,,,,,,,,58822,,,0,0,0,0,0.0,309,116,5.0,,0,2,1.7,2.7,0,Cédric,0.0,,,,,,1,2.840202808380127,3.049744844436645,,,,,,2.78622841835022,2.98222017288208,1.966113924980164,3.165446758270264,2.899842977523804,3.230340480804444,2.8171186447143555,2.948038578033448,0,0,,,,,,,,0.0,328,120,False,0.0,315,119,0,,,45,0,0,,0,,58822.jpg,0.0,0,0,Soares,0.2,False,,a,1,3,Arsenal,0.0,247,90,0,453,453,2645,2645,,,,,0.0,6.374510579639011,0.0,Cédric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.68529760837555,0
6,,,0,,,,,,,,0,,,,,,,,0,25.0,25.0,,0,,,,,,,,59966,,,0,0,0,0,0.0,551,72,3.0,,0,4,0.7,0.9,0,Alexandre,0.0,,,,,,1,2.5305016040802,2.7400436401367188,,,,,,2.574336290359497,2.672518730163574,2.019078254699707,3.045354127883911,2.590141773223877,2.9536736011505127,2.5074174404144287,2.6383373737335205,0,0,,,,,,,,0.0,551,72,False,0.0,550,72,0,Illness - 25% chance of playing,2021-08-13T14:30:14.582063Z,85,0,0,2.0,0,,59966.jpg,0.0,0,0,Lacazette,1.9,False,,d,1,3,Arsenal,0.0,549,71,0,514,514,53204,53204,,,,,0.0,3.0907532748054054,0.0,Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.271402835845947,0
7,3.0725317930340124,3.0725317930340124,0,0.0,,,,,,,0,0.0,,,,,,,13,,,0.2725317930340126,0,0.0,,,,,,,84450,,,0,0,0,0,24.7,41,28,4.0,,0,3,1.4,2.4,2,Granit,2.0,,,,,1.0,1,2.895349740982056,3.005847930908203,,,,,,2.5311925411224365,2.9979634284973145,2.1900525093078613,3.044340848922729,2.895349740982056,3.093755006790161,2.878114938735962,2.9637818336486816,2,0,0.0,,,,,,,4.5,88,51,False,15.2,123,49,90,,,50,0,0,,0,,84450.jpg,2.0,0,0,Xhaka,1.0,False,,a,1,3,Arsenal,5.0,123,70,2,5770,5770,10028,10028,0.6145063586068025,,,1.3740779904506732,0.4,5.699149703979492,0.4,Xhaka,0.1,0.3,0.1,,,,,,,0.1,0.2,0.2,1.3,,,,,,,0.5,0.1,,,,,,,3.0725317930340124,3.0725317930340124,,,,,,,28.49574851989746,0
8,3.89012717213605,3.89012717213605,0,0.0,,,,,,,0,0.0,,,,,,,14,,,1.0901271721360504,0,0.0,,,,,,,92371,,,0,0,0,0,1.3,182,51,,,0,2,1.7,2.7,1,Pablo,1.0,,,,,1.0,1,3.515432596206665,3.552772045135498,,,,,,4.218186378479004,3.5448875427246094,2.946925401687622,4.786508560180664,3.515432596206665,4.6852569580078125,3.4686007499694824,3.366682529449463,2,0,0.0,,,,,,,2.5,157,48,False,16.6,111,41,90,,,45,0,0,,0,,92371.jpg,1.0,0,0,Marí,0.2,False,,a,1,3,Arsenal,7.0,106,21,1,615,615,1306,1306,0.8644727049191222,,,1.8338235353969656,0.2,8.355707857343885,0.2,Marí,0.0,0.0,0.0,,,,,,,0.3,0.3,0.3,1.3,,,,,,,1.7999999999999998,0.3,,,,,,,3.89012717213605,3.89012717213605,,,,,,,37.600685358047485,0
9,,,0,,,,,,,,0,,,,,,,,0,,,,0,,,,,,,,98745,,,0,0,0,0,0.0,436,169,,,0,2,2.2,3.2,0,Héctor,0.0,,,,,,1,2.840202808380127,3.049744844436645,,,,,,2.78622841835022,2.98222017288208,1.966113924980164,3.165446758270264,2.899842977523804,3.230340480804444,2.8171186447143555,2.948038578033448,0,0,,,,,,,,0.0,444,169,False,0.0,435,170,0,,,50,0,0,,0,,98745.jpg,0.0,0,0,Bellerín,0.9,False,,a,1,3,Arsenal,0.0,403,158,0,1392,1392,14899,14899,,,,,0.0,5.73705952167511,0.0,Bellerín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.68529760837555,0
10,2.9901271721360505,2.9901271721360505,0,0.0,,,,,,,0,0.0,,,,,,,14,,,1.0901271721360504,0,0.0,,,,,,,101184,,,0,0,0,0,16.8,68,16,,,0,2,1.7,2.7,1,Calum,1.0,,,,,1.0,1,3.1056060791015625,3.309020757675171,,,,,,2.723585367202759,3.301136016845703,2.0041275024414062,3.1959304809570312,3.1056060791015625,3.3862144947052,3.0228817462921143,3.2669546604156494,2,0,0.0,,,,,,,4.2,99,27,False,13.2,136,56,80,,,45,0,0,,0,,101184.jpg,1.0,0,0,Chambers,0.4,False,,a,1,3,Arsenal,12.0,86,17,1,1149,1149,2859,2859,0.6644727049191224,,,1.4095594666850375,0.2,6.7602362632751465,0.2,Chambers,0.1,0.3,0.1,,,,,,,0.1,0.2,0.2,1.3,,,,,,,0.6000000000000001,0.1,,,,,,,2.9901271721360505,2.9901271721360505,,,,,,,30.42106318473816,0
11,,,0,,,,,,,,0,,,,,,,,0,,,,0,,,,,,,,111457,,,0,0,0,0,0.0,325,125,,,0,2,1.7,2.7,0,Sead,0.0,,,,,,1,2.840202808380127,3.049744844436645,,,,,,2.78622841835022,2.98222017288208,1.966113924980164,3.165446758270264,2.899842977523804,3.230340480804444,2.8171186447143555,2.948038578033448,0,0,,,,,,,,0.0,342,127,False,0.0,330,127,0,,,45,0,0,,0,,111457.jpg,0.0,0,0,Kolasinac,0.1,False,,a,1,3,Arsenal,0.0,267,102,0,185,185,1449,1449,,,,,0.0,6.374510579639011,0.0,Kolasinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.68529760837555,0
12,,,0,,,,,,,,0,,,,,,,,0,,,,0,,,,,,,,153256,,,0,0,0,0,0.0,336,137,,,0,3,1.0,2.0,0,Mohamed Naser,0.0,,,,,,1,2.353970766067505,2.5038764476776123,,,,,,2.463294744491577,2.436351776123047,2.019078254699707,2.918607950210572,2.4136109352111816,2.8426318168640137,2.396375894546509,2.402170181274414,0,0,,,,,,,,0.0,352,136,False,0.0,340,130,0,,,45,0,0,,0,,153256.jpg,0.0,0,0,El Sayed Elneny,0.7,False,,a,1,3,Arsenal,0.0,278,111,0,2687,2687,5985,5985,,,,,0.0,5.499993059370253,0.0,Elneny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.749968767166138,0
13,,,0,,,,,,,,0,,,,,,,,0,,,,0,,,,,,,,154043,,,0,0,0,0,0.0,499,202,,,0,3,1.9,2.9,0,Ainsley,0.0,,,,,,1,2.353970766067505,2.5038764476776123,,,,,,2.463294744491577,2.436351776123047,2.019078254699707,2.918607950210572,2.4136109352111816,2.8426318168640137,2.396375894546509,2.402170181274414,0,0,,,,,,,,0.0,501,201,False,0.0,495,199,0,,,55,0,0,,0,,154043.jpg,0.0,0,0,Maitland-Niles,0.1,False,,a,1,3,Arsenal,0.0,488,198,0,205,205,1127,1127,,,,,0.0,4.499994321302935,0.0,Maitland-Niles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.749968767166138,0
14,,,0,,,,,,,,0,,,,,,,,0,,,,0,,,,,,,,156074,,,0,0,0,0,0.0,341,135,,,0,2,1.7,2.7,0,Rob,0.0,,,,,,1,2.840202808380127,3.049744844436645,,,,,,2.78622841835022,2.98222017288208,1.966113924980164,3.165446758270264,2.899842977523804,3.230340480804444,2.8171186447143555,2.948038578033448,0,0,,,,,,,,0.0,354,136,False,0.0,342,136,0,,,45,0,0,,0,,156074.jpg,0.0,0,0,Holding,1.8,False,,a,1,3,Arsenal,0.0,284,113,0,608,608,25789,25789,,,,,0.0,6.374510579639011,0.0,Holding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.68529760837555,0
15,,,0,,,,,,,,0,,,,,,,,0,0.0,0.0,,0,,,,,,,,167199,,,0,0,0,0,0.0,451,182,,,0,3,0.0,0.0,0,Thomas,0.0,,,,,,1,2.353970766067505,2.5038764476776123,,,,,,2.463294744491577,2.436351776123047,2.019078254699707,2.918607950210572,2.4136109352111816,2.8426318168640137,2.396375894546509,2.402170181274414,0,0,,,,,,,,0.0,456,181,False,0.0,447,177,0,Ankle injury - Expected back 28 Aug,2021-08-04T10:30:07.806099Z,50,0,0,,0,,167199.jpg,0.0,0,0,Partey,0.1,False,,i,1,3,Arsenal,0.0,421,169,0,131,131,1137,1137,,,,,0.0,4.949993753433228,0.0,Partey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.749968767166138,0
16,4.4901271721360505,4.4901271721360505,0,0.0,,,,,,,0,0.0,,,,,,,17,,,1.0901271721360504,0,0.0,,,,,,,192895,2.0,,0,0,0,0,87.0,1,1,,,0,2,2.2,3.2,1,Kieran,1.0,,,,,1.0,1,3.9242756366729736,4.029433250427246,,,,,,3.942401647567749,3.8717000484466553,3.0560452938079834,4.480778217315674,3.9242756366729736,4.4712910652160645,3.87744402885437,4.0290303230285645,2,0,0.0,,,,,,,15.5,4,1,False,26.8,57,14,90,,,50,0,0,,0,,192895.jpg,1.0,0,0,Tierney,7.5,False,,a,1,3,Arsenal,41.0,23,5,1,12223,12223,51346,51346,0.8980254344272101,,,2.0080459169030216,0.2,7.921335029602051,0.2,Tierney,0.6,1.7999999999999998,0.6,,,,,,,0.1,0.7,0.7,1.3,,,,,,,0.6000000000000001,0.1,,,,,,,4.4901271721360505,4.4901271721360505,,,,,,,39.606675148010254,0
17,4.372531793034012,4.372531793034012,0,0.0,,,,,,,0,0.0,,,,,,,9,,,0.2725317930340126,0,0.0,,,,,,,195735,1.0,,-1,1,-1,1,43.9,10,6,1.0,,0,3,2.5,3.5,2,Nicolas,2.0,,,,,1.0,1,3.225863456726074,3.3528406620025635,,,,,,4.163422584533691,3.1951074600219727,2.812880516052246,4.912902355194092,3.225863456726074,4.81165075302124,3.244520902633667,3.208414554595948,2,0,0.0,,,,,,,10.3,21,12,False,7.6,182,74,90,,,74,0,0,3.0,0,,195735.jpg,2.0,0,0,Pépé,2.7,False,,a,1,3,Arsenal,51.0,17,8,2,3757,3757,63535,63535,0.590882674734326,,,1.6073746549043304,0.3,4.8856036083118335,0.3,Pépé,0.2,0.6000000000000001,0.2,,,,,,,0.3,0.5,0.5,1.3,,,,,,,1.5,0.3,,,,,,,4.372531793034012,4.372531793034012,,,,,,,36.15346670150757,0
18,,,0,,,,,,,,0,,,,,,,,0,,,,0,,,,,,,,198849,,,0,0,0,0,0.0,358,143,,,0,3,1.0,2.0,0,Lucas,0.0,,,,,,1,2.353970766067505,2.5038764476776123,,,,,,2.463294744491577,2.436351776123047,2.019078254699707,2.918607950210572,2.4136109352111816,2.8426318168640137,2.396375894546509,2.402170181274414,0,0,,,,,,,,0.0,371,142,False,0.0,359,136,0,,,45,0,0,,0,,198849.jpg,0.0,0,0,Torreira,0.5,False,,a,1,3,Arsenal,0.0,306,120,0,3071,3071,4799,4799,,,,,0.0,5.499993059370253,0.0,Torreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.749968767166138,0
20,,,0,,,,,,,,0,,,,,,,,0,0.0,0.0,,0,,,,,,,,205533,,,0,0,0,0,0.0,509,59,,,0,4,0.0,0.0,0,Edward,0.0,,,,,,1,2.5305016040802,2.7400436401367188,,,,,,2.574336290359497,2.672518730163574,2.019078254699707,3.045354127883911,2.590141773223877,2.9536736011505127,2.5074174404144287,2.6383373737335205,0,0,,,,,,,,0.0,512,59,False,0.0,506,55,0,Ankle injury - Expected back 11 Sep,2021-08-08T18:00:05.173437Z,55,0,0,,0,,205533.jpg,0.0,0,0,Nketiah,0.1,False,,i,1,3,Arsenal,0.0,498,53,0,295,295,2137,2137,,,,,0.0,4.776618697426536,0.0,Nketiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.271402835845947,0
21,3.9725317930340127,3.9725317930340127,0,0.0,,,,,,,0,0.0,,,,,,,13,,,0.2725317930340126,0,0.0,,,,,,,209289,,,0,0,0,0,35.3,18,11,,,0,3,1.9,2.9,2,Emile,2.0,,,,,1.0,1,3.613690853118897,3.6592118740081774,,,,,,3.5648417472839355,3.501478910446167,3.118025302886963,4.138707637786865,3.613690853118897,4.093731880187988,3.632348299026489,3.658809185028076,2,0,0.0,,,,,,,7.3,40,23,False,13.0,141,53,90,,,55,0,0,,0,,209289.jpg,2.0,0,0,Smith Rowe,6.8,False,,a,1,3,Arsenal,25.0,47,27,2,18605,18605,50668,50668,0.722278507824366,,,1.6938932480405782,0.4,6.65355209870772,0.4,Smith Rowe,0.4,1.2000000000000002,0.4,,,,,,,0.1,0.5,0.5,1.3,,,,,,,0.5,0.1,,,,,,,3.9725317930340127,3.9725317930340127,,,,,,,36.594536542892456,0
22,1.2725317930340123,1.2725317930340123,0,0.0,,,,,,,0,0.0,,,,,,,4,,,0.2725317930340126,0,0.0,,,,,,,223340,3.0,,0,0,0,0,12.3,97,62,6.0,,0,3,2.3,3.3,1,Bukayo,1.0,,,,,1.0,1,1.92379629611969,2.0140621662139893,,,,,,1.973429799079895,2.0061776638031006,1.5302469730377195,2.4167113304138184,1.92379629611969,2.390126466751098,1.906561255455017,1.971995830535889,1,0,0.0,,,,,,,3.1,134,72,False,6.6,194,81,31,,,65,0,0,,0,,223340.jpg,1.0,0,0,Saka,12.5,False,,a,1,3,Arsenal,12.0,90,52,1,13487,13487,174614,174614,0.1957741220052326,,,0.499128034180588,0.2,3.0856775503892164,0.2,Saka,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,1.3,,,,,,,0.0,0.0,,,,,,,1.2725317930340123,1.0,,,,,,,20.056904077529907,0
23,,,0,,,,,,,,0,,,,,,,,0,0.0,0.0,,0,,,,,,,,226597,,,0,0,0,0,0.0,465,179,,,0,2,0.0,0.0,0,Gabriel,0.0,,,,,,1,2.840202808380127,3.049744844436645,,,,,,2.78622841835022,2.98222017288208,1.966113924980164,3.165446758270264,2.899842977523804,3.230340480804444,2.8171186447143555,2.948038578033448,0,0,,,,,,,,0.0,471,179,False,0.0,461,179,0,Knee injury - Unknown return date,2021-08-04T10:30:07.822243Z,50,0,0,,0,,226597.jpg,0.0,0,0,Magalhães,0.1,False,,i,1,3,Arsenal,0.0,442,174,0,87,87,1532,1532,,,,,0.0,5.73705952167511,0.0,Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.68529760837555,0
24,,,0,,,,,,,,0,,,,,,,,0,0.0,0.0,,0,,,,,,,,233963,,,0,0,0,0,0.0,390,157,,,0,2,0.0,0.0,0,Konstantinos,0.0,,,,,,1,2.840202808380127,3.049744844436645,,,,,,2.78622841835022,2.98222017288208,1.966113924980164,3.165446758270264,2.899842977523804,3.230340480804444,2.8171186447143555,2.948038578033448,0,0,,,,,,,,0.0,402,157,False,0.0,392,157,0,Season long loan to Stuttgart,2021-07-02T08:43:27.623007Z,45,0,0,,0,,233963.jpg,0.0,0,0,Mavropanos,0.0,False,,u,1,3,Arsenal,0.0,345,139,0,0,0,16,16,,,,,0.0,6.374510579639011,0.0,Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.68529760837555,0
25,,,0,,,,,,,,0,,,,,,,,0,0.0,0.0,,0,,,,,,,,242166,,,0,0,0,0,0.0,394,154,,,0,3,0.0,0.0,0,Mattéo,0.0,,,,,,1,2.353970766067505,2.5038764476776123,,,,,,2.463294744491577,2.436351776123047,2.019078254699707,2.918607950210572,2.4136109352111816,2.8426318168640137,2.396375894546509,2.402170181274414,0,0,,,,,,,,0.0,406,153,False,0.0,396,149,0,Season long loan to Marseille,2021-07-08T07:32:22.717852Z,45,0,0,,0,,242166.jpg,0.0,0,0,Guendouzi,0.0,False,,u,1,3,Arsenal,0.0,349,135,0,0,0,44,44,,,,,0.0,5.499993059370253,0.0,Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.749968767166138,0
26,3.0725317930340124,3.0725317930340124,0,0.0,,,,,,,0,0.0,,,,,,,7,,,0.2725317930340126,0,0.0,,,,,,,444145,,,0,0,0,0,22.4,48,31,,,0,3,1.9,2.9,2,Gabriel Teodoro,2.0,,,,,1.0,1,2.895349740982056,3.005847930908203,,,,,,2.5311925411224365,2.9979634284973145,2.1900525093078613,3.044340848922729,2.895349740982056,3.093755006790161,2.878114938735962,2.9637818336486816,1,0,0.0,,,,,,,3.6,124,69,False,2.2,241,107,70,,,55,0,0,,0,,444145.jpg,2.0,0,0,Martinelli Silva,0.4,False,,a,1,3,Arsenal,11.0,94,54,2,1990,1990,4624,4624,0.5586421441880023,,,1.3101319586004792,0.4,5.181045185435902,0.4,Martinelli,0.1,0.3,0.1,,,,,,,0.1,0.2,0.2,1.3,,,,,,,0.5,0.1,,,,,,,3.0725317930340124,3.0725317930340124,,,,,,,28.49574851989746,0
27,,,0,,,,,,,,0,,,,,,,,0,0.0,0.0,,0,,,,,,,,462424,,,0,0,0,0,0.0,410,163,,,0,2,0.0,0.0,0,William,0.0,,,,,,1,2.840202808380127,3.049744844436645,,,,,,2.78622841835022,2.98222017288208,1.966113924980164,3.165446758270264,2.899842977523804,3.230340480804444,2.8171186447143555,2.948038578033448,0,0,,,,,,,,0.0,422,163,False,0.0,413,164,0,Joined Marseille on loan for 2021/22. - Expected back 23 May,2021-07-15T17:30:06.383244Z,45,0,0,,0,,462424.jpg,0.0,0,0,Saliba,0.0,False,,u,1,3,Arsenal,0.0,369,147,0,0,0,64,64,,,,,0.0,6.374510579639011,0.0,Saliba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.68529760837555,0
67,2.09012717213605,2.09012717213605,0,0.0,,,,,,,0,0.0,,,,,,,12,,,1.0901271721360504,0,0.0,,,,,,,198869,,,0,0,0,0,0.5,222,72,,,0,2,1.7,2.7,1,Ben,1.0,,,,,1.0,1,2.5794262886047363,2.729328155517578,,,,,,2.5067312717437744,2.721443653106689,1.688137173652649,2.8739173412323,2.5794262886047363,2.9882025718688965,2.496701955795288,2.6872620582580566,2,0,0.0,,,,,,,1.1,224,78,False,10.8,159,64,90,,,45,0,0,,0,,198869.jpg,1.0,0,0,White,22.4,False,,a,1,3,Arsenal,0.0,307,123,1,17879,17879,167288,167288,0.4644727049191222,,,0.9852953979731088,0.2,5.744572612974379,0.2,White,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,1.3,,,,,,,0.0,0.0,,,,,,,2.09012717213605,2.09012717213605,,,,,,,25.850576758384705,0
466,2.09012717213605,2.09012717213605,0,0.0,,,,,,,0,0.0,,,,,,,0,,,1.0901271721360504,0,0.0,,,,,,,437626,,,0,0,0,0,0.7,214,65,,,0,2,1.7,2.7,1,Nuno,1.0,,,,,1.0,1,2.41002893447876,2.5599308013916016,,,,,,2.337333917617798,2.552046298980713,1.5773484706878662,2.7045199871063232,2.41002893447876,2.81880521774292,2.3273046016693115,2.51786470413208,0,0,0.0,,,,,,,0.1,271,92,False,0.0,405,161,9,,,45,0,0,,0,,437626.jpg,1.0,0,0,Varela Tavares,0.3,False,,a,1,3,Arsenal,1.0,181,56,1,718,718,3049,3049,0.4644727049191222,,,0.9852953979731088,0.2,5.381158192952474,0.2,Tavares,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,1.3,,,,,,,0.0,0.0,,,,,,,2.09012717213605,1.0,,,,,,,24.215211868286133,0
478,2.5725317930340124,2.5725317930340124,0,0.0,,,,,,,0,0.0,,,,,,,13,,,0.2725317930340126,0,0.0,,,,,,,437742,,,0,0,0,0,34.3,21,14,,,0,3,1.4,2.4,2,Albert,2.0,,,,,1.0,1,2.447988986968994,2.538254499435425,,,,,,2.213184595108032,2.530369758605957,1.838183641433716,2.8376235961914062,2.447988986968994,2.8110387325286865,2.4307541847229004,2.496188402175904,2,0,0.0,,,,,,,6.2,55,31,False,19.4,100,39,90,,,50,0,0,,0,,437742.jpg,2.0,0,0,Sambi Lokonga,0.2,False,,a,1,3,Arsenal,8.0,102,60,2,1347,1347,2237,2237,0.5145063586068025,,,1.1504711927006943,0.4,4.918315076828002,0.4,Sambi Lokonga,0.1,0.3,0.1,,,,,,,0.0,0.1,0.1,1.3,,,,,,,0.0,0.0,,,,,,,2.5725317930340124,2.5725317930340124,,,,,,,24.59157538414001,0
530,2.2,2.2,0,,,,,,,,0,,,,,,,,-2,,,0.0,0,0.0,,,,,,,232223,,,0,0,0,0,0.4,227,30,,,0,4,1.3,2.3,1,Folarin,1.0,,,,,1.0,1,1.9879653453826904,2.0585854053497314,,,,,,2.856817960739136,2.050700664520264,1.5990829467773438,3.5178301334381104,1.9879653453826904,3.469954252243042,1.905241131782532,1.8724952936172483,1,0,,,,,,,,0.9,230,27,False,0.0,462,46,58,,,50,0,0,,0,,232223.jpg,1.0,0,0,Balogun,0.5,False,,a,1,3,Arsenal,15.0,78,19,1,11029,11029,6061,6061,0.44,,,0.9838699100999077,0.2,4.661327695846557,0.2,Balogun,0.0,0.0,,,,,,,,0.3,0.3,0.3,1.3,,,,,,,1.2,,,,,,,,2.2,,,,,,,,23.306638479232788,0
531,1.2725317930340123,1.2725317930340123,0,,,,,,,,0,,,,,,,,4,,,0.2725317930340126,0,0.0,,,,,,,200641,,,0,0,0,0,11.6,107,67,,,0,3,1.4,2.4,1,Reiss,1.0,,,,,1.0,1,1.9569364786148071,2.0472028255462646,,,,,,2.00657057762146,2.039318084716797,1.563387155532837,2.449851751327514,1.9569364786148071,2.423266887664795,1.9397014379501345,2.005136251449585,1,0,,,,,,,,3.6,123,68,False,4.0,215,97,19,,,50,0,0,,0,,200641.jpg,1.0,0,0,Nelson,0.0,False,,a,1,3,Arsenal,20.0,63,37,1,152,152,54,54,0.2545063586068025,,,0.569093518550749,0.2,4.0776615858078005,0.2,Nelson,0.0,0.0,,,,,,,,0.0,0.0,0.0,1.3,,,,,,,0.0,,,,,,,,1.2725317930340123,,,,,,,,20.388307929039,0
532,,,0,,,,,,,,0,,,,,,,,0,,,,0,,,,,,,,463748,,,0,0,0,0,0.0,285,16,,,0,1,1.0,2.0,0,Karl,0.0,,,,,,1,3.343534469604492,3.292943954467773,,,,,,3.423261880874634,3.3664443492889404,2.7944765090942383,3.5990142822265625,3.403174638748169,3.721921443939209,3.09621000289917,3.3322629928588867,0,0,,,,,,,,0.0,307,35,False,0.0,294,35,0,,,40,0,0,,0,,463748.jpg,0.0,0,0,Hein,0.1,False,,a,1,3,Arsenal,0.0,220,15,0,943,943,127,127,,,,,0.0,8.343311131000519,0.0,Hein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.373244524002075,0
