id,adjusted points,adjusted points per game,assists,assists_week1,assists_week2,bonus,bonus_week1,bonus_week2,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week2,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 2 prediction,gameweek 3 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week2,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week2,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week2,xG_points,xG_week1,xG_week2,xPoints,xPoints week 1,xPoints week 2,xPoints_next10,yellow_cards,gameweek 12 prediction
479,5.49987549822231,2.749937749111155,0,0.0,0.0,0,0.0,0.0,15,,,0.6998754982223107,2,1.0,1.0,428580,,,0,0,0,0,28.3,84,58,,,0,3,2.5,2.5,3,Frank,3.0,,,,,2.0,2,3.29729962348938,3.307591438293457,,2.665916204452514,2.3741347789764404,2.4407083988189697,2.267630100250244,2.327270269393921,2.270037174224853,3.2163071632385254,0,0,0.0,0.0,7.9,103,56,False,19.8,174,69,148,,,50,0,0,,0,,428580.jpg,3.0,0,0,Onyeka,0.1,False,,a,3,94,Brentford,31.0,72,40,6,2176,543,1606,580,0.549987549822231,,,1.229809548181061,0.6,5.458866548538208,1.2,Onyeka,0.1,0.3,0.1,0.0,0.1,0.2,0.1,1.5,0.6000000000000001,0.5,0.1,0.0,2.5488116360940265,3.0231301601484297,2.5488116360940265,27.29433274269104,0,3.1274375915527344
483,8.299501992889242,4.149750996444621,0,0.0,0.0,0,0.0,0.0,44,,,2.7995019928892426,2,1.0,1.0,191866,,,0,0,0,0,11.8,161,47,,,0,2,5.5,5.5,6,Kristoffer,6.0,,,,,2.0,2,4.334300994873047,4.472350120544434,,3.824055194854736,3.600900411605835,3.5870609283447266,2.9870526790618896,2.9870526790618896,2.839124917984009,4.381065845489502,0,0,0.0,0.0,5.0,164,53,False,16.6,186,78,160,,,45,0,0,,0,,191866.jpg,6.0,0,0,Ajer,0.9,False,,a,3,94,Brentford,22.0,97,21,12,21261,7581,6165,2531,0.9221668880988046,,,1.9562113798810827,1.3,8.243112034267849,2.7,Ajer,0.3,0.8999999999999999,0.3,0.0,0.1,0.4,0.2,1.5,0.6000000000000001,0.6000000000000001,0.0,0.1,4.795246544376106,3.792520640593719,4.795246544376106,37.09400415420532,0,4.081040382385254
498,,,0,,,0,,,0,,,,0,,,232247,,,0,0,0,0,0.0,422,164,,,0,2,-0.5,-0.5,0,Dominic,0.0,,,,,,2,3.698795080184937,3.7090868949890137,,2.998183012008667,2.577371597290039,2.681601047515869,2.099595069885254,2.1592352390289307,2.1020021438598637,3.617802619934082,0,0,,,0.0,433,163,False,0.0,427,164,0,,,45,0,0,,0,,232247.jpg,0.0,0,0,Thompson,0.0,False,,a,3,94,Brentford,0.0,390,153,0,267,74,843,301,,,,,0.0,6.482801278432209,0.0,Thompson,,,,,,,,,,,,,,,,29.172605752944943,0,3.528933048248291
499,,,0,,,0,,,0,25.0,25.0,,0,,,432160,,,0,0,0,0,0.0,495,199,,,0,3,-0.1,-0.1,0,Shandon,0.0,,,,,,2,2.9984395503997803,3.0087313652038574,,2.485872268676758,2.3205130100250244,2.384136915206909,2.1577932834625244,2.217433452606201,2.160200357437134,2.917447090148926,0,0,,,0.0,501,198,False,0.0,495,195,0,Ankle injury - 25% chance of playing,2021-08-19T18:30:11.877010Z,50,0,0,,0,,432160.jpg,0.0,0,0,Baptiste,0.0,False,,d,3,94,Brentford,0.0,483,192,0,221,18,1181,371,,,,,0.0,5.095829010009766,0.0,Baptiste,,,,,,,,,,,,,,,,25.479145050048828,0,2.828577756881714
524,1.3499377491111553,1.3499377491111553,0,,0.0,0,,0.0,3,,,0.3499377491111553,0,,0.0,216646,,,0,0,0,0,0.1,294,146,,,0,3,0.0,0.0,1,Yoane,0.5,,,,,1.0,2,2.716150522232056,2.726442337036133,,2.203583240509033,2.0382239818573,2.101847887039185,1.875504493713379,1.9351447820663448,1.877911925315857,2.635158061981201,0,0,,0.0,0.1,312,147,False,1.2,294,137,13,,,60,0,0,,0,,216646.jpg,1.0,0,0,Wissa,0.1,False,,a,3,94,Brentford,0.0,548,228,1,411,87,1920,454,0.22498962485185922,,,0.5511097783072644,0.1,3.7760426600774135,0.2,Wissa,0.0,0.0,,0.0,0.0,0.0,0.0,,0.6000000000000001,0.0,,0.0,1.0,,1.0,22.65625596046448,0,2.5462887287139893
556,,,0,,,0,,,0,,,,0,,,240796,,,0,0,0,0,0.0,429,44,,,0,1,1.4,1.4,0,Álvaro,0.0,,,,,,2,3.91815447807312,3.928446292877197,,3.382407188415528,3.0393073558807373,3.370182514190674,2.7625608444213867,2.755698680877685,2.8394908905029297,3.852412462234497,0,0,,,0.0,440,56,False,0.0,435,56,0,,,45,0,0,,0,,240796.jpg,0.0,0,0,Fernández,0.0,False,,a,3,94,Brentford,0.0,398,43,0,739,421,209,171,,,,,0.0,7.4693785773383246,0.0,Fernández,,,,,,,,,,,,,,,,33.61220359802246,0,3.763542890548706
53,3.7734820469090025,1.8867410234545008,0,0.0,0.0,0,0.0,0.0,21,,,0.7734820469090025,1,0.0,1.0,39155,5.0,,0,0,0,0,6.2,196,108,,,0,3,2.0,2.5,3,Adam,2.0,,,,,2.0,2,2.2130916118621826,2.9721062183380127,,2.153451442718506,2.497810125350952,3.060975790023804,2.5446133613586426,3.141968250274658,3.152260065078736,2.1558587551116943,0,0,0.0,0.0,2.0,254,118,False,9.8,222,93,124,,,55,0,0,,0,,39155.jpg,2.0,0,0,Lallana,0.3,False,,a,4,36,Brighton,4.0,201,108,4,1720,718,4388,1274,0.34304382244627285,,,0.8045090755560342,0.4,4.7981719537214795,0.7,Lallana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.7999999999999998,0.0,0.0,0.0,2.4493289641172216,1.0,2.4493289641172216,26.38994574546814,0,2.497810125350952
54,,,0,,,0,,,0,,,,0,,,49262,,,0,0,0,0,0.0,302,7,,,0,1,0.0,0.5,0,Jason,0.0,,,,,,2,2.8883798122406006,3.919663667678833,,2.762237310409546,3.332414150238037,4.008533477783203,3.45374059677124,4.074275016784668,4.084567070007324,2.905669689178467,0,0,,,0.0,322,25,False,0.0,312,25,0,,,40,0,0,,0,,49262.jpg,0.0,0,0,Steele,2.6,False,,a,4,36,Brighton,0.0,251,5,0,12178,4540,6906,3199,,,,,0.0,8.709104478359222,0.0,Steele,,,,,,,,,,,,,,,,34.83641791343689,0,3.4069371223449707
55,9.015482046909003,4.507741023454502,2,1.0,1.0,1,1.0,0.0,51,,,0.7734820469090025,1,0.0,1.0,60307,1.0,,0,0,0,0,92.9,6,3,2.0,,0,3,6.0,6.5,6,Pascal,6.0,,,,,2.0,2,3.478360891342163,4.2409772872924805,,3.478360891342163,3.896326065063477,4.339616298675537,3.992111921310425,4.4206085205078125,4.430900573730469,3.250077486038208,1,0,0.0,0.0,18.4,21,10,False,56.2,38,17,180,,,60,0,0,1.0,0,,60307.jpg,6.0,0,0,Groß,0.7,False,,a,4,36,Brighton,35.0,65,36,12,18913,13250,7656,3502,0.7512901705757503,,,1.8402775666791247,1.0,6.582495252291362,2.0,Groß,0.4,1.2000000000000002,0.2,0.2,0.1,0.5,0.25,1.1,0.7999999999999998,0.5,0.1,0.0,3.8203289641172224,5.20387108369808,3.8203289641172224,39.49497151374817,0,3.9676315784454346
56,10.29392818763601,5.146964093818005,0,0.0,0.0,3,0.0,3.0,59,,,3.09392818763601,1,0.0,1.0,61933,,,1,-1,1,-1,0.4,269,89,,,1,2,8.0,8.5,14,Shane,8.0,,,,,2.0,2,3.2648844718933105,4.256434917449951,,3.2648844718933105,3.916234016418457,4.616939544677734,4.405143737792969,4.69793176651001,4.708223819732666,3.055332899093628,1,1,0.0,1.0,20.6,15,2,False,95.2,5,1,180,,,41,0,0,,0,,61933.jpg,8.0,0,0,Duffy,8.7,False,,a,4,36,Brighton,110.0,9,1,16,359931,260035,35459,14306,1.255357096053172,,,2.5419043841783893,2.0,9.813975415578703,3.9,Duffy,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.1,0.7999999999999998,1.2000000000000002,0.1,0.1,6.397315856468886,3.93148433479232,6.397315856468886,40.23729920387268,1,4.0512895584106445
57,,,0,,,0,,,0,0.0,0.0,,0,,,66242,,,0,0,0,0,0.0,361,151,,,0,3,0.0,0.0,0,Davy,0.0,,,,,,2,2.283612012863159,3.065922498703003,,2.2239718437194824,2.5916264057159424,3.154792070388794,2.638429641723633,3.2357845306396484,3.2460763454437256,2.226379156112671,0,0,,,0.0,376,151,False,0.0,367,146,0,Transferred to PSV Eindhoven,2021-06-25T10:07:47.190365Z,45,0,0,,0,,66242.jpg,0.0,0,0,Pröpper,0.0,False,,u,4,36,Brighton,0.0,316,131,0,0,0,32,1,,,,,0.0,6.057382424672444,0.0,Pröpper,,,,,,,,,,,,,,,,27.258220911026,0,2.5916264057159424
58,,,0,,,0,,,0,0.0,0.0,,0,,,78916,,,0,0,0,0,0.0,363,141,,,0,2,0.0,0.0,0,Dan,0.0,,,,,,2,2.2254137992858887,3.685053825378418,,2.165773630142212,3.0227129459381104,3.773923397064209,3.069516181945801,3.854915857315064,3.8652076721191406,2.1681809425354004,0,0,,,0.0,378,140,False,0.0,369,139,0,Knee injury - Unknown return date,2021-08-06T16:30:04.717960Z,45,0,0,,0,,78916.jpg,0.0,0,0,Burn,0.0,False,,i,4,36,Brighton,0.0,319,122,0,94,39,1025,243,,,,,0.0,6.856313599480524,0.0,Burn,,,,,,,,,,,,,,,,30.853411197662357,0,3.0227129459381104
59,7.09392818763601,3.546964093818005,0,0.0,0.0,0,0.0,0.0,39,,,3.09392818763601,1,0.0,1.0,83299,,,0,0,0,0,1.0,252,80,4.0,,0,2,4.0,4.5,6,Lewis,4.0,,,,,2.0,2,2.838512420654297,3.983867883682251,,2.838512420654297,3.7120230197906494,4.25204610824585,3.876841306686402,4.333038330078125,4.343330383300781,2.7470409870147705,1,0,0.0,0.0,3.2,216,74,False,29.2,135,53,180,,,50,0,0,,0,,83299.jpg,4.0,0,0,Dunk,5.7,False,,a,4,36,Brighton,2.0,223,71,8,21302,9388,54232,19137,0.7093928187636009,,,1.5862505655056,0.8,7.327447175979614,1.6,Dunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.7999999999999998,0.0,0.0,0.0,3.797315856468887,3.331484334792318,3.797315856468887,36.63723587989807,0,3.7120230197906494
60,4.573482046909002,2.286741023454501,0,0.0,0.0,0,0.0,0.0,17,,,0.7734820469090025,1,0.0,1.0,109345,2.0,,0,0,0,0,57.1,22,13,1.0,,0,3,2.0,2.5,2,Solomon,2.0,,,,,2.0,2,2.3495590686798096,3.2669310569763184,,2.289918899536133,2.6114771366119385,3.3558006286621094,2.658280372619629,3.436793088912964,3.447084903717041,2.2923262119293213,1,0,0.0,0.0,10.4,63,35,False,28.0,140,51,180,,,55,0,0,,0,,109345.jpg,2.0,0,0,March,0.1,False,,a,4,36,Brighton,19.0,112,64,4,1002,298,1765,623,0.41577109517354566,,,0.9750696486405228,0.4,5.149027000774036,0.7,March,0.1,0.3,0.1,0.0,0.1,0.2,0.1,1.1,0.7999999999999998,0.5,0.1,0.0,1.4493289641172216,3.13287108369808,1.4493289641172216,28.3196485042572,1,2.6114771366119385
61,6.09392818763601,3.046964093818005,0,0.0,0.0,0,0.0,0.0,33,,,3.09392818763601,1,0.0,1.0,110735,,,0,0,0,0,14.8,134,35,,,0,2,3.5,4.0,5,Adam,3.5,,,,,2.0,2,2.7473175525665283,3.772271156311035,,2.7473175525665283,3.513542652130127,3.982982397079468,3.621313810348511,4.063974857330322,4.0742669105529785,2.7497246265411377,1,0,0.0,0.0,6.5,125,33,False,50.6,52,17,180,,,45,0,0,,0,,110735.jpg,3.5,0,0,Webster,0.6,False,,a,4,36,Brighton,0.0,328,128,7,7379,2746,6082,2145,0.6771031319595566,,,1.4363526485137565,0.8,7.730278703901503,1.6,Webster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.7999999999999998,0.0,0.0,0.0,2.7973158564688867,3.331484334792318,2.7973158564688867,34.78625416755676,1,3.513542652130127
62,,,0,,,0,,,0,0.0,0.0,,0,,,111478,,,0,0,0,0,0.0,371,146,,,0,2,0.0,0.0,0,Joël,0.0,,,,,,2,2.2254137992858887,3.685053825378418,,2.165773630142212,3.0227129459381104,3.773923397064209,3.069516181945801,3.854915857315064,3.8652076721191406,2.1681809425354004,0,0,,,0.0,386,145,False,0.0,379,146,0,Isolating in line with government and Premier League protocol - Expected back 11 Sep,2021-08-14T18:00:09.888942Z,45,0,0,,0,,111478.jpg,0.0,0,0,Veltman,2.5,False,,n,4,36,Brighton,0.0,329,129,0,1828,209,88096,33792,,,,,0.0,6.856313599480524,0.0,Veltman,,,,,,,,,,,,,,,,30.853411197662357,0,3.0227129459381104
63,7.0,3.5,0,0.0,0.0,1,0.0,1.0,48,25.0,,0.0,0,0.0,0.0,115382,,,0,0,0,0,20.3,112,15,,,0,4,1.4,6.0,6,Neal,5.5,,,,,2.0,2,3.956080198287964,4.560701370239258,,3.956080198287964,3.873816728591919,4.655490875244141,3.848641395568848,5.073446750640869,5.129986763000488,3.848003625869751,1,2,1.0,1.0,18.2,24,7,False,68.0,25,5,135,Shoulder injury - 25% chance of playing,2021-08-21T19:00:12.804729Z,65,0,0,3.0,0,,115382.jpg,5.5,0,0,Maupay,2.7,False,,d,4,36,Brighton,93.0,12,6,11,75763,16934,56426,35592,0.5384615384615384,,,1.3728129459672882,0.8,6.580933020665095,1.7,Maupay,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.1,0.7999999999999998,4.0,0.6,0.4,3.6,3.4,3.6,42.77606463432312,1,3.873816728591919
64,5.2734820469090025,2.636741023454501,0,0.0,0.0,0,0.0,0.0,11,,,0.7734820469090025,1,0.0,1.0,116216,3.0,,-1,1,-1,1,6.9,189,102,3.0,,0,3,2.5,3.0,3,Leandro,2.5,,,,,2.0,2,2.1990370750427246,2.91383695602417,,2.139396905899048,2.633473396301269,3.002706527709961,2.68027663230896,3.0836989879608154,3.0939908027648926,2.141803979873657,1,0,0.0,0.0,3.9,195,93,False,5.2,258,117,146,,,64,0,0,,0,,116216.jpg,2.5,0,0,Trossard,0.9,False,,a,4,36,Brighton,27.0,84,48,5,4709,1428,26913,11138,0.4119907849147657,,,1.0422634042649594,0.4,4.144014790654182,0.8,Trossard,0.0,0.0,0.0,0.0,0.1,0.1,0.05,1.1,0.7999999999999998,0.5,0.1,0.0,2.4493289641172216,2.8328710836980795,2.4493289641172216,26.521694660186768,0,2.633473396301269
65,,,0,,,0,,,0,0.0,0.0,,0,,,131897,,,0,0,0,0,0.0,376,32,,,0,1,0.0,0.0,0,Mathew,0.0,,,,,,2,2.8883798122406006,3.919663667678833,,2.762237310409546,3.332414150238037,4.008533477783203,3.45374059677124,4.074275016784668,4.084567070007324,2.905669689178467,0,0,,,0.0,391,47,False,0.0,384,47,0,Transferred to Real Sociedad,2021-07-12T23:00:04.491624Z,45,0,0,,0,,131897.jpg,0.0,0,0,Ryan,0.0,False,,u,4,36,Brighton,0.0,335,30,0,0,0,316,88,,,,,0.0,7.741426202985975,0.0,Ryan,,,,,,,,,,,,,,,,34.83641791343689,0,3.4069371223449707
66,,,0,,,0,,,0,0.0,0.0,,0,,,165210,,,0,0,0,0,0.0,532,219,,,0,3,0.0,0.0,0,Alireza,0.0,,,,,,2,2.283612012863159,3.065922498703003,,2.2239718437194824,2.5916264057159424,3.154792070388794,2.638429641723633,3.2357845306396484,3.2460763454437256,2.226379156112671,0,0,,,0.0,535,218,False,0.0,531,216,0,Transferred to Feyenoord,2021-07-20T17:00:05.398504Z,55,0,0,,0,,165210.jpg,0.0,0,0,Jahanbakhsh,0.0,False,,u,4,36,Brighton,0.0,526,217,0,0,0,59,13,,,,,0.0,4.956040165641091,0.0,Jahanbakhsh,,,,,,,,,,,,,,,,27.258220911026,0,2.5916264057159424
68,,,0,,,0,,,0,0.0,0.0,,0,,,209362,,,0,0,0,0,0.0,312,112,,,0,2,0.0,0.0,0,Bernardo,0.0,,,,,,2,2.2254137992858887,3.685053825378418,,2.165773630142212,3.0227129459381104,3.773923397064209,3.069516181945801,3.854915857315064,3.8652076721191406,2.1681809425354004,0,0,,,0.0,332,111,False,0.0,322,109,0,Transferred to RB Salzburg,2021-07-08T07:33:34.790576Z,40,0,0,,0,,209362.jpg,0.0,0,0,Fernandes Da Silva Junior,0.0,False,,u,4,36,Brighton,0.0,262,87,0,0,0,217,50,,,,,0.0,7.713352799415589,0.0,Bernardo,,,,,,,,,,,,,,,,30.853411197662357,0,3.0227129459381104
69,7.6939281876360095,3.8469640938180047,0,0.0,0.0,0,0.0,0.0,42,,,3.09392818763601,1,0.0,1.0,215059,,,0,0,0,0,10.0,179,1,,,0,1,4.0,4.5,6,Robert,4.0,,,,,2.0,2,3.396263837814331,4.346995830535889,,3.396263837814331,3.9149632453918457,4.505758762359619,4.031241893768311,4.571500301361084,4.58179235458374,3.3047924041748047,1,0,0.0,0.0,4.2,184,10,False,32.4,117,14,180,,,45,0,0,,0,,215059.jpg,4.0,0,3,Sánchez,24.1,False,,a,4,36,Brighton,0.0,374,38,8,95358,41181,73400,25943,0.8548809097373344,,,1.813476265146582,0.9,8.881007936265734,1.8,Sánchez,0.2,0.6000000000000001,0.2,0.0,0.0,0.2,0.1,1.1,0.7999999999999998,0.0,0.0,0.0,3.797315856468887,3.931484334792318,3.797315856468887,39.9645357131958,0,3.9149632453918457
70,8.744482046909003,4.372241023454501,1,0.0,1.0,2,0.0,2.0,46,,,0.7734820469090025,1,0.0,1.0,227127,,,0,0,0,0,17.9,120,77,,,0,3,5.0,5.5,8,Yves,5.0,,,,,2.0,2,3.2822341918945312,4.245179653167725,,3.2822341918945312,3.813147783279419,4.493581295013428,4.058696746826172,4.574573516845703,4.584865570068359,3.0539510250091557,1,0,0.0,0.0,6.8,119,66,False,42.6,76,33,180,,,45,0,0,,0,,227127.jpg,5.0,0,0,Bissouma,14.3,False,,a,4,36,Brighton,7.0,166,93,10,207950,146689,87615,30946,0.9716091163232226,,,2.061094184444459,1.1,8.727314896053738,2.2,Bissouma,0.4,1.2000000000000002,0.0,0.4,0.0,0.4,0.2,1.1,0.7999999999999998,0.0,0.0,0.0,6.420328964117222,2.3328710836980795,6.420328964117222,39.27291703224182,0,3.884453058242798
71,,,0,,,0,,,0,0.0,0.0,,0,,,232792,,,0,0,0,0,0.0,425,167,,,0,2,0.0,0.0,0,Tariq,0.0,,,,,,2,2.2254137992858887,3.685053825378418,,2.165773630142212,3.0227129459381104,3.773923397064209,3.069516181945801,3.854915857315064,3.8652076721191406,2.1681809425354004,0,0,,,0.0,436,166,False,0.0,430,167,0,Hamstring injury - Expected back 11 Sep,2021-07-27T10:00:07.150819Z,45,0,0,,0,,232792.jpg,0.0,0,0,Lamptey,0.4,False,,i,4,36,Brighton,0.0,393,156,0,1031,372,11258,3418,,,,,0.0,6.856313599480524,0.0,Lamptey,,,,,,,,,,,,,,,,30.853411197662357,0,3.0227129459381104
72,2.6,2.6,0,,0.0,0,,0.0,-2,,,0.0,0,,0.0,233425,,,0,0,0,0,1.1,249,37,,,0,4,0.5,1.0,1,Aaron,0.5,,,,,1.0,2,2.4351894855499268,3.3625376224517822,,2.375549077987671,2.45371150970459,3.3197555541992188,2.368863105773926,4.083022594451904,3.979912996292114,2.3779566287994385,0,0,,0.0,0.5,294,39,False,0.0,539,68,45,,,55,0,0,,0,,233425.jpg,1.0,0,0,Connolly,0.2,False,,a,4,36,Brighton,6.0,183,37,1,3279,1380,5346,1765,0.4727272727272727,,,1.1086437250491743,0.1,5.310947288166393,0.2,Connolly,0.0,0.0,,0.0,0.4,0.4,0.4,,0.7999999999999998,1.6,,0.4,2.6,,2.6,29.21021008491516,0,2.45371150970459
73,2.686741023454501,2.686741023454501,0,0.0,,0,0.0,,12,,,0.3867410234545012,0,0.0,0.0,235382,,,0,0,0,0,24.1,101,67,,,0,3,1.0,1.5,0,Steven,1.0,,,,,1.0,2,2.128035306930542,3.04271936416626,,2.128035306930542,2.6069154739379883,3.131588697433472,2.6537187099456787,3.212581157684326,3.2228729724884038,2.130442380905152,1,0,0.0,,3.7,202,96,False,10.4,219,91,71,,,50,0,0,,0,,235382.jpg,2.0,0,0,Alzate,0.1,False,,a,4,36,Brighton,2.0,225,116,2,901,226,1093,440,0.5373482046909002,,,1.2015471132763242,0.2,5.372764968872071,0.4,Alzate,0.1,0.3,0.1,,0.0,0.1,0.1,1.1,0.7999999999999998,0.0,0.0,,,2.63287108369808,,26.86382484436035,0,2.6069154739379883
74,10.073482046909003,5.036741023454502,0,0.0,0.0,3,3.0,0.0,33,,,0.7734820469090025,1,0.0,1.0,243016,4.0,,0,0,0,0,36.7,63,43,5.0,,0,3,6.0,6.5,3,Alexis,6.0,,,,,2.0,2,3.992956161499024,4.641138553619385,,3.992956161499024,4.003713130950928,4.968129634857178,4.492339611053467,5.545735359191895,5.442625999450684,3.816634178161621,0,1,1.0,0.0,14.7,34,20,False,54.2,42,19,104,,,55,0,0,,0,,243016.jpg,6.0,0,0,Mac Allister,0.6,False,,a,4,36,Brighton,56.0,38,20,12,20789,6064,6539,3495,0.9157710951735457,,,2.1476735885963802,1.1,8.176590399308639,2.2,Mac Allister,0.1,0.3,0.0,0.1,0.6,0.7,0.35,1.1,0.7999999999999998,3.0,0.2,0.3999999999999999,4.749328964117222,5.0,4.749328964117222,44.97124719619751,0,4.075018405914307
75,5.7444820469090025,2.8722410234545013,1,1.0,0.0,0,0.0,0.0,16,,,0.7734820469090025,0,0.0,0.0,243505,,,0,0,0,0,10.8,172,96,,,0,3,2.5,3.0,1,Jakub,2.5,,,,,2.0,2,2.5327670574188232,3.5427401065826416,,2.4731268882751465,3.028590202331543,3.6316096782684326,3.0753936767578125,3.712602138519287,3.722893953323364,2.475534200668335,0,0,0.0,0.0,5.1,160,82,False,21.2,165,61,28,,,45,0,0,,0,,243505.jpg,2.5,0,0,Moder,0.9,False,,a,4,36,Brighton,19.0,111,63,5,46867,3095,14795,5752,0.6382757829898892,,,1.3539874032579116,0.6,6.938632912105984,1.1,Moder,0.4,1.2000000000000002,0.4,0.0,0.2,0.6000000000000001,0.30000000000000004,1.1,0.7999999999999998,1.0,0.2,0.0,1.0,3.971,1.0,31.22384810447693,0,3.028590202331543
447,,,0,,,0,,,0,0.0,0.0,,0,,,50175,,,0,0,0,0,0.0,546,68,,,0,4,0.0,0.0,0,Danny,0.0,,,,,,2,2.2783782482147217,3.1873080730438232,,2.218738079071045,2.713011741638184,3.2761776447296143,2.759814977645874,3.3571701049804688,3.367461919784546,2.2211453914642334,0,0,,,0.0,551,70,False,0.0,549,70,0,Hamstring injury - Expected back 11 Sep,2021-08-02T13:30:12.546776Z,60,0,0,2.0,0,,50175.jpg,0.0,0,0,Welbeck,0.1,False,,i,4,36,Brighton,0.0,544,68,0,347,105,4630,1124,,,,,0.0,4.682036320368449,0.0,Welbeck,,,,,,,,,,,,,,,,28.092217922210693,0,2.713011741638184
462,1.7734820469090025,0.8867410234545012,0,0.0,0.0,0,0.0,0.0,3,,,0.7734820469090025,0,0.0,0.0,423649,,,-1,1,-1,1,13.2,145,88,,,0,3,0.5,1.0,0,Enock,0.5,,,,,2.0,2,2.0013229846954346,2.7836334705352783,,1.941683053970337,2.3093373775482178,2.8725030422210693,2.356140613555908,2.953495502471924,2.963787317276001,1.9440906047821045,1,0,0.0,0.0,2.1,249,114,False,2.2,287,131,63,,,59,0,0,,0,,423649.jpg,0.5,0,0,Mwepu,0.1,False,,a,4,36,Brighton,7.0,170,96,1,414,132,3507,1370,0.1502950887211019,,,0.3650655020578293,0.1,4.141581583831269,0.2,Mwepu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.7999999999999998,0.0,0.0,0.0,0.0,1.0,0.0,24.43533134460449,1,2.3093373775482178
476,,,0,,,0,,,0,0.0,0.0,,0,,,240514,,,0,0,0,0,0.0,428,43,,,0,1,0.0,0.0,0,Kjell,0.0,,,,,,2,2.8883798122406006,3.919663667678833,,2.762237310409546,3.332414150238037,4.008533477783203,3.45374059677124,4.074275016784668,4.084567070007324,2.905669689178467,0,0,,,0.0,439,55,False,0.0,434,55,0,Ankle injury - Unknown return date,2021-08-08T16:00:04.206498Z,45,0,0,,0,,240514.jpg,0.0,0,0,Scherpen,0.0,False,,i,4,36,Brighton,0.0,397,42,0,155,59,610,124,,,,,0.0,7.741426202985975,0.0,Scherpen,,,,,,,,,,,,,,,,34.83641791343689,0,3.4069371223449707
500,,,0,,,0,,,0,0.0,,,0,,,93284,,,0,0,0,0,0.0,474,53,,,0,4,0.0,0.5,0,Florin,0.0,,,,,,2,2.2783782482147217,3.1873080730438232,,2.218738079071045,2.713011741638184,3.2761776447296143,2.759814977645874,3.3571701049804688,3.367461919784546,2.2211453914642334,0,0,,,0.0,481,54,False,0.0,476,51,0,Joined Cadiz on a season-long loan - Expected back 01 Jul,2021-08-23T23:00:15.913951Z,50,0,0,,0,,93284.jpg,0.0,0,0,Andone,0.2,False,,n,4,36,Brighton,0.0,453,50,0,3801,951,5466,2183,,,,,0.0,5.618443584442138,0.0,Andone,,,,,,,,,,,,,,,,28.092217922210693,0,2.713011741638184
535,,,0,,,0,,,0,,,,0,,,204676,,,0,0,0,0,0.0,403,45,,,0,4,0.0,0.5,0,Andi,0.0,,,,,,2,2.2783782482147217,3.1873080730438232,,2.218738079071045,2.713011741638184,3.2761776447296143,2.759814977645874,3.3571701049804688,3.367461919784546,2.2211453914642334,0,0,,,0.0,414,46,False,0.0,407,43,0,,,45,0,0,,0,,204676.jpg,0.0,0,0,Zeqiri,0.8,False,,a,4,36,Brighton,0.0,369,42,0,51456,19164,14013,7310,,,,,0.0,6.242715093824598,0.0,Zeqiri,,,,,,,,,,,,,,,,28.092217922210693,0,2.713011741638184
536,,,0,,,0,,,0,,,,0,,,442229,,,0,0,0,0,0.0,324,121,,,0,2,0.0,0.5,0,Michal,0.0,,,,,,2,2.2254137992858887,3.685053825378418,,2.165773630142212,3.0227129459381104,3.773923397064209,3.069516181945801,3.854915857315064,3.8652076721191406,2.1681809425354004,0,0,,,0.0,344,120,False,0.0,334,118,0,,,40,0,0,,0,,442229.jpg,0.0,0,0,Karbownik,0.0,False,,a,4,36,Brighton,0.0,276,98,0,1105,459,406,256,,,,,0.0,7.713352799415589,0.0,Karbownik,,,,,,,,,,,,,,,,30.853411197662357,0,3.0227129459381104
