id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week24,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week22,bonus_week23,bonus_week24,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week24,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 31 prediction,gameweek 32 prediction,gameweek 33 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week24,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week24,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week24,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week24,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 24,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 34 prediction
675,1.9405178167580093,1.9405178167580093,0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,0.0,,,,,,,,,,15,0.0,,0.9405178167580096,0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,224967,,,0,0,0,0,6.7,410,150,,,0,2,0.0,0.8,0,Vitalii,0.3,3.1952465443761104,3.1952465443761104,3.1952465443761104,3.1952465443761104,1.0,24,,,,,,,,,,,,,,,,,2.1911683082580566,2.0660159587860107,1.616046905517578,1.6499613523483276,2.4851889610290527,,2.784450054168701,1.8802704811096191,1.794027328491211,2.0660159587860107,,,,,,,2,0,,,,,,,,,,,,,,,0.0,,,,,,,,,,3.0,445,164,False,19.2,431,164,90,Knock - Expected back 19 Feb,2022-02-11T14:30:14.385032Z,50,0,0,,0,,224967.jpg,1.0,0,0,Mykolenko,0.0,False,,i,8,11,Everton,4.0,411,154,1,5574,170,2681,592,0.38810356335160184,0.639049308875222,0.639049308875222,0.8678259499640778,0.1,4.029356956481934,0.2,Mykolenko,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,0.5999999999999979,0.7000000000000028,2.299999999999997,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.1952465443761104,,,,,,,,,,20.146784782409668,0,1.6136394739151
200,67.9896142221374,3.237600677244638,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,100.0,100.0,12.989614222137403,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17745,,,0,0,-2,2,0.1,467,11,,,1,1,2.5,2.0,4,Kasper,3.0,3.9360900894448494,3.483115354030192,3.368253560238593,5.406404131251498,21.0,24,,,,,,,,,,,,,,,,,3.258671998977661,3.8731627464294434,4.078987121582031,3.6293134689331055,3.3581817150115967,,3.801400423049927,3.3581817150115967,3.4808614253997803,4.174696922302246,,,,,,,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.3,157,2,False,621.6,4,2,1890,,2021-12-06T00:00:17.338587Z,48,0,0,,1,,17745.jpg,3.2,0,79,Schmeichel,12.5,False,,a,9,13,Leicester City,0.0,648,69,67,919087,4826,1344078,10930,0.674500141092633,0.8200187686343436,1.1263341940107288,1.4777557692674093,0.6,7.669762074947357,14.0,Schmeichel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.9000000000000004,1.200000000000001,2.3999999999999986,2.8000000000000007,1.599999999999998,1.900000000000002,0.5999999999999979,0.0,0.0,3.400000000000002,2.5,2.599999999999998,-0.0999999999999978,3.6999999999999993,1.3999999999999986,2.8000000000000043,1.6999999999999995,2.8,1.4000000000000004,0.5999999999999996,1.4000000000000004,1.3000000000000007,1.1999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.243240250500871,6.331484334792318,3.626278638962396,4.204776847648807,1.3628718131576505,2.243240250500872,2.807586071978623,1.598274476890539,5.19524654437611,,,-0.8665069201586959,1.3283399944955951,11.297094312857336,,2.098894105881357,3.986387855766427,4.243240250500871,3.7307340962109374,4.243240250500872,2.9863878557664254,3.1952465443761064,1.9863878557664247,3.0901271721360497,4.204776847648809,36.814857959747314,1,3.801400423049927
201,22.65653058197019,2.265653058197019,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,0.0,0.0,137,0.0,0.0,6.185530581970192,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,37642,,,0,0,-1,1,37.4,318,107,,,0,2,0.0,0.0,0,Jonny,0.0,1.5991372384452696,2.4734325855912696,2.512103568769305,,10.0,24,,,,,,,,,,,,,,,,,2.134504795074463,2.5707218647003174,2.7015252113342285,2.265503168106079,2.0482616424560547,,2.507114887237549,2.0482616424560547,2.285266160964966,2.864677667617798,,,,,,,16,1,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0,,,,0.0,0.0,32.6,279,91,False,219.4,201,81,751,Hamstring injury - Expected back 19 Mar,2021-12-12T23:00:17.523272Z,54,0,0,,0,,37642.jpg,1.9,0,0,Evans,0.2,False,,i,9,13,Leicester City,69.0,275,83,19,25854,18,34392,130,0.4195653811475961,0.29613652563801285,,0.9749818402978843,0.0,4.433368576897515,3.5,Evans,0.5,1.5,,0.0,0.0,0.0,0.3,0.0,0.2,0.0,,,,,,,,,,,0.0,,,,0.0,0.0,0.7,1.2,0.12,,0.9000000000000004,1.200000000000001,2.3999999999999986,2.8000000000000007,1.599999999999998,1.900000000000002,0.5999999999999979,0.0,0.0,3.400000000000002,,2.599999999999998,-0.0999999999999978,3.6999999999999993,1.3999999999999986,2.8000000000000043,,2.8,1.4000000000000004,0.5999999999999996,1.4000000000000004,1.3000000000000007,1.1999999999999993,4.199999999999999,,0.3,0.0,0.0,0.2,0.1999999999999999,0.0,0.0,,,,,,,,,,,0.0,,,,0.0,0.0,,,3.426278638962396,3.204776847648807,0.3628718131576505,4.114240250500872,3.0075860719786225,2.198274476890539,1.0,,,,,,,,,,,1.0,,,,2.0901271721360497,3.204776847648809,23.940190315246586,2,2.5143532752990723
202,22.1010209100418,2.0091837190947093,0,,,,0.0,0.0,,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1,,,,0.0,0.0,,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,,,0.0,,,91,100.0,100.0,1.7010209100418028,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51938,3.0,,0,0,-3,3,78.8,248,146,,,0,3,1.2,0.7,2,Marc,1.7,1.986484476509314,1.8762031015431624,1.7788472013716996,1.5213833972738895,11.0,24,,,,,,,,,,,,,,,,,2.0132405757904053,2.160863161087036,2.1804819107055664,2.0305042266845703,1.9199813604354856,,2.0872597694396973,1.9199813604354856,2.076448678970337,2.2071378231048584,,,,,,,17,1,,,,0.0,0.0,,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,,,0.0,,,24.0,321,146,False,131.2,292,125,632,,2021-11-18T18:30:18.545086Z,52,0,0,,0,,51938.jpg,2.0,0,0,Albrighton,0.1,False,,a,9,13,Leicester City,29.0,345,172,22,18540,75,29106,96,0.3863814844412902,0.38201624548256036,0.29257373024497874,0.8810853465465681,0.3,3.9808448919883146,4.2,Albrighton,0.3,0.8999999999999999,,,,0.0,0.0,,,0.0,,,0.0999999999999999,,0.0,,0.0,0.0,0.0,0.0,0.2,,,0.0,,,0.5,0.8,0.07272727272727274,,0.9000000000000004,1.200000000000001,2.3999999999999986,2.8000000000000007,1.599999999999998,1.900000000000002,0.5999999999999979,0.0,0.0,3.400000000000002,,2.599999999999998,-0.0999999999999978,3.6999999999999993,1.3999999999999986,2.8000000000000043,1.6999999999999995,2.8,1.4000000000000004,0.5999999999999996,1.4000000000000004,1.3000000000000007,1.1999999999999993,2.5,,,,0.0,0.0,,,0.0,,,0.5,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,2.060810062625218,,,,2.0907179532894125,1.0,,,1.0,,,4.833373269960326,,1.0,,2.02472352647034,1.0,2.060810062625218,2.1826835240527345,2.660810062625218,,,1.0,,,20.700393438339237,1,2.104494571685791
203,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,25.0,25.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,86881,,,0,0,-2,2,0.0,552,214,,,0,3,-0.1,-0.2,0,Nampalys,0.0,,,,,,24,,,,,,,,,,,,,,,,,2.171534538269043,2.3818345069885254,2.5667033195495605,2.455979108810425,2.105766773223877,,2.2485907077789307,2.105766773223877,2.1968095302581787,2.67063307762146,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,569,213,False,0.0,566,212,0,International Duty - 25% chance of playing,2021-08-26T10:30:10.154751Z,43,0,0,,0,,86881.jpg,0.0,0,0,Mendy,0.9,False,,d,9,13,Leicester City,0.0,520,205,0,296085,1003,274943,1907,,,,,0.0,5.388242810271508,0.0,Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.16944408416748,0,2.2658257484436035
204,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,100.0,100.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,95463,,,0,0,0,0,0.0,494,27,,,0,1,-0.5,-1.0,0,Danny,0.0,,,,,,24,,,,,,,,,,,,,,,,,2.993450164794922,3.3840575218200684,3.628562688827514,3.294387102127075,2.927861213684082,,3.2967026233673096,2.927861213684082,3.2023580074310303,3.651815176010132,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,514,51,False,0.0,511,51,0,,2021-12-24T14:00:17.895392Z,40,0,0,,0,,95463.jpg,0.0,0,0,Ward,3.9,False,,a,9,13,Leicester City,0.0,456,16,0,235799,399,216635,3432,,,,,0.0,8.143776059150696,0.0,Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.57510423660278,0,3.2680485248565674
205,69.471,4.3419375,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,0.0,0.0,,,,,3.0,0.0,2.0,3.0,2.0,2.0,0.0,282,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101668,,,0,0,-2,2,174.9,143,22,,,3,4,0.0,0.0,0,Jamie,0.0,2.2,3.057142857142858,4.383333333333334,3.4000000000000004,16.0,24,,,,,,,,,,,,,,,,,3.706181526184082,3.848989725112915,4.637494087219238,4.310705661773682,3.674816370010376,,3.877643823623657,3.759609222412109,3.7725892066955566,4.618026256561279,,,,,,,23,9,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,0.0,0.0,,,,,1.0,0.0,1.0,2.0,1.0,1.0,0.0,105.9,44,11,False,359.6,84,7,1320,Hamstring injury - Expected back 05 Mar,2021-12-29T00:30:19.702468Z,103,1,0,1.0,0,,101668.jpg,4.9,0,0,Vardy,9.2,False,,i,9,13,Leicester City,529.0,31,15,79,3392599,333,4057121,13245,0.4215473300970874,0.21359223300970875,0.3300970873786408,1.3528976903570433,0.0,3.8922293440809526,7.7,Vardy,1.3,3.9,0.1,0.3,0.0,0.0,-0.0999999999999999,0.2,0.0,,,,,0.0,0.1999999999999999,,,,,0.1,0.0999999999999999,0.0,0.2,0.0,0.1999999999999999,0.0,6.2,7.5,0.46875,1.1,0.9000000000000004,1.200000000000001,2.3999999999999986,2.8000000000000007,1.599999999999998,1.900000000000002,0.5999999999999979,0.0,0.0,3.400000000000002,2.5,2.599999999999998,-0.0999999999999978,3.6999999999999993,1.3999999999999986,2.8000000000000043,1.6999999999999995,2.8,1.4000000000000004,0.5999999999999996,1.4000000000000004,1.3000000000000007,1.1999999999999993,24.8,0.6,0.0,0.1000000000000005,0.1999999999999993,0.5,0.4000000000000003,0.0,,,,,0.0,0.2000000000000001,,,,,0.7000000000000001,0.0,0.7,1.7999999999999998,0.7000000000000002,0.2999999999999998,0.0,,3.7,1.9,2.400000000000002,2.799999999999997,5.7,4.200000000000002,1.0,,,,,2.0,3.4000000000000004,,,,,8.871,2.3,6.8,10.8,6.800000000000001,5.799999999999999,1.0,40.08996224403381,2,3.883906364440918
206,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,106837,,,0,0,-1,1,0.0,666,272,,,0,3,0.0,0.0,0,Dennis,0.0,,,,,,24,,,,,,,,,,,,,,,,,2.171534538269043,2.3818345069885254,2.5667033195495605,2.455979108810425,2.105766773223877,,2.2485907077789307,2.105766773223877,2.1968095302581787,2.67063307762146,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,669,271,False,0.0,669,271,0,Joined Torino on a season-long loan - Expected back 01 Jul,2021-08-31T17:00:06.668904Z,49,0,0,,0,,106837.jpg,0.0,0,0,Praet,0.0,False,,u,9,13,Leicester City,0.0,655,270,0,497,0,4253,4,,,,,0.0,4.72845797636071,0.0,Praet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.16944408416748,0,2.2658257484436035
207,22.590424465576152,2.823803058197019,2,1.0,,0.0,,,,,,,,,0.0,,,,,,1.0,,0.0,0.0,,0.0,0.0,3,3.0,,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,121,100.0,100.0,4.948424465576154,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111931,,,0,0,-3,3,83.5,238,63,,,1,2,-0.5,-1.0,0,Ricardo Domingos,0.0,,3.204776847648807,2.5772137446400185,,8.0,24,,,,,,,,,,,,,,,,,2.410013198852539,3.120869874954224,3.198245048522949,2.48758316040039,2.323770046234131,,3.057262659072876,2.323770046234131,2.764746904373169,3.361396789550781,,,,,,,12,0,0.0,,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,27.0,309,104,False,152.2,268,100,595,,2021-12-22T23:00:18.993182Z,52,0,0,,0,,111931.jpg,2.6,0,0,Barbosa Pereira,1.5,False,,a,9,13,Leicester City,34.0,335,112,21,319075,278,506601,256,0.5430390496532729,,,1.2383195585677045,0.0,5.406184379871075,4.0,Pereira,1.1,3.3000000000000003,0.1,,0.0,,,,,,,,,0.0,,,,,,0.1999999999999999,,0.1,0.0,,0.0,0.0999999999999999,0.3,1.4000000000000001,0.17500000000000002,1.1,0.9000000000000004,1.200000000000001,2.3999999999999986,2.8000000000000007,1.599999999999998,1.900000000000002,0.5999999999999979,0.0,0.0,3.400000000000002,2.5,2.599999999999998,-0.0999999999999978,3.6999999999999993,1.3999999999999986,2.8000000000000043,1.6999999999999995,2.8,1.4000000000000004,0.5999999999999996,1.4000000000000004,1.3000000000000007,1.1999999999999993,1.7999999999999998,0.0,,0.0,,,,,,,,,0.1,,,,,,0.0,,0.0,0.0,,0.3,0.0,,7.402484334792318,,3.204776847648807,,,,,,,,,-0.0716600055044047,,,,,,2.371,,2.2863878557664257,0.0,,3.89012717213605,3.504776847648809,28.11215877532959,1,3.0645010471343994
208,21.42263669836423,1.785219724863686,0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,2,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,2.0,,,0.0,0.0,0.0,,,,,0.0,0.0,179,100.0,100.0,7.422636698364231,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155569,,,0,0,-2,2,18.7,362,127,,,1,2,0.5,0.0,1,Daniel,1.0,1.9150538747414845,1.2890124731605128,1.5908879257676054,2.8422408063748783,12.0,24,,,,,,,,,,,,,,,,,2.4228076934814453,2.81727147102356,2.981877565383911,2.5589709281921387,2.338895082473755,,2.753664493560791,2.338895082473755,2.562110662460327,3.111227035522461,,,,,,,22,0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,23.6,323,109,False,211.4,209,83,965,,2021-12-31T18:00:20.413895Z,38,0,0,,0,,155569.jpg,1.8,0,0,Amartey,8.2,False,,a,9,13,Leicester City,7.0,400,146,22,1039644,32150,1527569,8326,0.46979466443781215,0.5039615459846012,0.7479581069407575,0.9157983957127784,0.3,7.012269120467337,5.8,Amartey,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.1,0.9000000000000004,1.200000000000001,2.3999999999999986,2.8000000000000007,1.599999999999998,1.900000000000002,0.5999999999999979,0.0,0.0,3.400000000000002,2.5,2.599999999999998,-0.0999999999999978,3.6999999999999993,1.3999999999999986,2.8000000000000043,1.6999999999999995,2.8,1.4000000000000004,0.5999999999999996,1.4000000000000004,1.3000000000000007,1.1999999999999993,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,1.2432402505008708,3.331484334792318,0.0,1.0,0.3628718131576505,,,,,,,-0.8665069201586959,0.3283399944955952,4.297094312857336,,,2.986387855766427,1.2432402505008708,2.7307340962109388,,,,,2.0901271721360497,3.204776847648809,26.64662265777588,1,2.760902643203736
209,32.69684893115231,2.0435530581970194,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177,0.0,0.0,9.896848931152308,2,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166477,,,0,0,-2,2,100.4,218,57,,,0,2,0.0,0.0,0,Timothy,0.0,2.0976538335309964,2.137263217374704,2.101190059423115,3.5970943128573363,16.0,24,,,,,,,,,,,,,,,,,2.270819902420044,2.680340051651001,2.811143398284912,2.3751213550567627,2.122896194458008,,2.6167330741882324,2.122896194458008,2.4565649032592773,2.974295854568481,,,,,,,21,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.7,257,83,False,225.0,197,79,1271,Thigh injury - Expected back 19 Mar,2022-01-10T12:30:21.077031Z,53,0,0,,0,,166477.jpg,1.8,0,0,Castagne,0.5,False,,i,9,13,Leicester City,40.0,318,103,29,103602,18,148772,2267,0.38557604871641876,0.3957837421756597,0.6786970401617616,0.8876627250943685,0.0,4.727317432187638,5.5,Castagne,0.4,1.2000000000000002,,0.1,0.0,0.0,0.0999999999999999,0.0,0.0,0.0,,,0.0,,0.1,,,,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.5,0.03125,,0.9000000000000004,1.200000000000001,2.3999999999999986,2.8000000000000007,1.599999999999998,1.900000000000002,0.5999999999999979,0.0,0.0,3.400000000000002,,2.599999999999998,-0.0999999999999978,3.6999999999999993,1.3999999999999986,2.8000000000000043,1.6999999999999995,2.8,1.4000000000000004,0.5999999999999996,1.4000000000000004,1.3000000000000007,1.1999999999999993,0.6000000000000001,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.1,0.0,,,2.926278638962396,3.204776847648807,1.3628718131576505,1.5432402505008715,1.8075860719786232,1.598274476890539,3.1952465443761104,,,0.0,,3.5970943128573363,,,,,2.7307340962109388,2.243240250500872,1.0,1.3,1.9863878557664247,2.69012717213605,3.204776847648809,25.05478239059448,1,2.623971462249756
