id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week24,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week22,bonus_week23,bonus_week24,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week24,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 31 prediction,gameweek 32 prediction,gameweek 33 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week24,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week24,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week24,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week24,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 24,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 34 prediction
74,54.567243542026766,3.209837855413339,2,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,,,0.0,0.0,0.0,8,3.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,3.0,2.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,233,100.0,75.0,5.0052435420267605,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243016,1.0,,0,0,-2,2,246.8,93,63,1.0,,1,3,7.4,0.0,0,Alexis,3.7,4.891938143909628,3.4835143181619745,3.195969071954814,6.225574974835137,17.0,24,,,,,,,,,,,,,,,,,6.944370269775391,3.8405919075012207,3.612288475036621,3.936301946640015,3.084285020828247,,2.8550901412963867,3.980396509170532,3.215576648712158,3.0922248363494877,,,,,,,10,4,1.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1.0,84.1,86,53,False,319.4,116,44,839,,2022-02-03T16:00:17.821804Z,53,0,0,4.0,0,,243016.jpg,3.5,0,0,Mac Allister,0.8,False,,a,4,36,Brighton,277.0,90,50,59,129150,15036,95983,3212,0.6056297840402527,0.9230071969640807,1.1746367877047428,1.394264468161693,0.7,7.160986729387969,11.1,Mac Allister,1.0,3.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.1,0.3,0.1999999999999999,0.3,0.0999999999999999,,0.0,0.0,,,0.0,0.0,0.0,2.9,3.9,0.22941176470588234,1.1,1.200000000000001,0.1999999999999993,0.5999999999999996,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,0.7999999999999998,1.099999999999998,1.8000000000000007,1.1000000000000014,2.299999999999997,0.0,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,14.02,0.2,0.0,0.0,0.0,,,,,0.0999999999999998,,0.1,0.3999999999999999,0.0999999999999998,0.5,0.1,0.3999999999999999,,0.0999999999999999,0.1,,,0.0,0.0,0.8,,5.0,1.0,1.0,0.0,,,,,1.4999999999999991,,2.949328964117222,4.749328964117222,3.73287108369808,8.265298888221587,8.50387108369808,4.400258843722804,,1.5,2.271,,,1.0,1.0,5.0,37.95322966575623,1,3.392103910446167
75,56.59594790485659,2.695045138326504,3,1.0,0.0,,0.0,0.0,0.0,1.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174,,,6.1829479048565865,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,243505,4.0,,0,0,0,0,216.7,109,72,2.0,,0,3,4.0,0.0,0,Jakub,2.0,3.136932026735484,3.3181399669522267,2.901435792353376,3.1915002527797416,21.0,24,,,,,,,,,,,,,,,,,5.6487555503845215,2.9449596405029297,2.839385986328125,2.9873087406158447,2.4046859741210938,,2.2533605098724365,3.0314033031463623,2.7033019065856934,2.5651137828826904,,,,,,,16,0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.1,152,78,False,172.8,244,97,1323,,,45,0,0,,0,,243505.jpg,2.2,0,0,Moder,0.8,False,,a,4,36,Brighton,248.0,103,55,47,145442,4343,123740,2102,0.598898919628112,0.6970960059412187,0.7092222783954981,1.2704564619430054,0.4,6.697015550401476,10.4,Moder,1.2,3.6,0.4,0.0,,0.0,0.1,0.0999999999999999,0.0,,0.2999999999999999,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0999999999999999,0.0999999999999999,0.0,0.0999999999999999,2.1,3.3,0.15714285714285714,1.1,1.200000000000001,0.1999999999999993,0.5999999999999996,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,0.7999999999999998,1.099999999999998,1.8000000000000007,1.1000000000000014,2.299999999999997,0.0,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,10.5,0.2,0.0,,0.0,0.5,0.4,0.0999999999999998,,0.0,,0.1,0.0,0.1,0.0,0.3999999999999999,0.1,,0.0,0.0,0.0,0.0,0.0999999999999999,0.1,0.0,,3.971,2.3011942119122017,,2.5488116360940265,5.167879441171444,4.52313016014843,2.270999999999999,,3.201194211912202,,3.720328964117221,1.0,2.832871083698081,1.0,6.33287108369808,2.6002588437228047,,2.2018965179946552,1.0,1.0,1.2999999999999998,3.470320046035639,2.8328710836980795,1.3202419114458044,30.13656997680664,1,2.758294582366944
447,23.3,2.588888888888889,0,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,6,,,,,,,,,,,0.0,,1.0,,0.0,2.0,,0.0,0.0,3.0,0.0,,,,95,100.0,100.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50175,,,0,0,-1,1,45.6,295,43,,,0,4,6.6,0.0,0,Danny,3.3,2.925,2.925,3.3166666666666664,3.5666666666666664,9.0,24,,,,,,,,,,,,,,,,,5.267222881317139,2.939037084579468,2.74893856048584,2.968949317932129,2.2230052947998047,,2.1317052841186523,2.975984573364258,2.4378836154937744,2.397879123687744,,,,,,,3,3,,,,,,,,,,,0.0,,1.0,,0.0,1.0,,0.0,0.0,1.0,0.0,,,,33.6,274,42,False,130.4,293,37,399,,2021-09-27T22:30:17.364816Z,59,0,0,3.0,0,,50175.jpg,3.4,0,0,Welbeck,0.4,False,,a,4,36,Brighton,161.0,169,45,31,58626,9563,46622,1442,0.4387947269303201,0.49576271186440674,0.6045197740112993,1.0658286884171115,0.6,4.845812401529086,5.3,Welbeck,0.1,0.3,,,,,,,,,,,0.0,,0.0,,0.1,0.0,,0.0,0.0,0.0,0.0,,,,1.0,1.1,0.12222222222222223,,1.200000000000001,0.1999999999999993,0.5999999999999996,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,,1.099999999999998,1.8000000000000007,1.1000000000000014,2.299999999999997,0.0,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,4.0,,,,,,,,,,,0.0,,0.0999999999999999,,0.1999999999999999,0.3,,0.0,0.1,0.1,0.2,,,,,,,,,,,,,,,1.0,,2.4,,4.1,4.2,,1.0,2.4,5.4,2.8,,,,28.590293169021606,0,2.499687433242798
462,33.622686997782026,3.056607908889275,4,0.0,0.0,0.0,,,,0.0,,0.0,,1.0,0.0,0.0,2.0,,,,,,0.0,,,,1.0,2,0.0,2.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,0.0,120,0.0,0.0,3.238686997782022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423649,,,0,0,-1,1,85.9,234,139,,,0,3,0.0,0.0,0,Enock,0.0,4.155083805638523,4.010944748586403,3.427512582233869,3.4036494441107936,11.0,24,,,,,,,,,,,,,,,,,5.116430282592773,2.867163896560669,2.687673330307007,2.9999330043792725,2.1868114471435547,,2.1144886016845703,3.0069682598114014,2.3232851028442383,2.283280611038208,,,,,,,8,1,0.0,1.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,0.0,33.2,275,128,False,140.6,281,119,635,Hamstring injury - Unknown return date,2022-01-09T17:30:20.526386Z,59,0,0,,0,,423649.jpg,3.2,0,0,Mwepu,0.1,False,,i,4,36,Brighton,109.0,210,114,35,13407,20,21187,164,0.5180691370998771,0.7042514924811056,0.576889736289965,1.2583855616665849,0.0,4.7525951417825985,5.9,Mwepu,1.1,3.3000000000000003,0.0,0.0,0.0,,,,0.0,,0.2,,0.2,0.0,0.0,0.7000000000000001,,,,,,0.0,,,,0.0,1.4,2.5,0.22727272727272727,1.1,1.200000000000001,0.1999999999999993,0.5999999999999996,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,0.7999999999999998,1.099999999999998,1.8000000000000007,1.1000000000000014,2.299999999999997,0.0,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,7.0,0.0,0.4,0.0,,,,0.1999999999999999,,0.7999999999999999,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,1.0,6.301194211912202,1.0,,,,3.246596963941606,,6.901194211912202,,3.8203289641172216,0.0,1.0,5.807298888221587,,,,,,1.0,,,,1.771,28.04031133651733,1,2.45427680015564
476,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,240514,,,0,0,0,0,0.0,615,69,,,0,1,0.0,0.0,0,Kjell,0.0,,,,,,24,,,,,,,,,,,,,,,,,6.574739456176758,3.70404863357544,3.353083610534668,3.7273011207580566,2.6278209686279297,,2.689868211746216,3.737592935562134,2.987048387527466,2.953308582305908,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,623,80,False,0.0,622,80,0,Joined Oostende on loan until the end of the season - Expected back 01 Jul,2022-02-01T00:00:16.327709Z,45,0,0,,0,,240514.jpg,0.0,0,0,Scherpen,0.0,False,,u,4,36,Brighton,0.0,597,62,0,4293,0,5356,92,,,,,0.0,7.905902968512641,0.0,Scherpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.576563358306885,0,3.2217514514923096
500,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,93284,,,0,0,0,0,0.0,672,82,,,0,4,0.0,0.0,0,Florin,0.0,,,,,,24,,,,,,,,,,,,,,,,,5.192796230316162,2.8910155296325684,2.540050745010376,2.994945526123047,1.9432964324951167,,2.0053439140319824,3.005237340927124,2.337460517883301,2.2163538932800293,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,675,81,False,0.0,675,81,0,Joined Cadiz on a season-long loan - Expected back 01 Jul,2021-08-23T23:00:15.913951Z,50,0,0,,0,,93284.jpg,0.0,0,0,Andone,0.0,False,,u,4,36,Brighton,0.0,665,81,0,3828,0,16381,4,,,,,0.0,5.4998652935028085,0.0,Andone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.49932646751404,0,2.372826337814331
535,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,204676,,,0,0,0,0,0.0,599,72,,,0,4,0.0,0.0,0,Andi,0.0,,,,,,24,,,,,,,,,,,,,,,,,5.192796230316162,2.8910155296325684,2.540050745010376,2.994945526123047,1.9432964324951167,,2.0053439140319824,3.005237340927124,2.337460517883301,2.2163538932800293,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,607,69,False,0.0,606,68,0,Joined Augsburg on a season-long loan - Expected back 01 Jul,2021-08-30T12:00:08.393270Z,45,0,0,,0,,204676.jpg,0.0,0,0,Zeqiri,0.3,False,,u,4,36,Brighton,0.0,579,67,0,77446,0,84041,112,,,,,0.0,6.110961437225343,0.0,Zeqiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.49932646751404,0,2.372826337814331
536,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,442229,,,0,0,0,0,0.0,519,200,,,0,2,0.0,0.0,0,Michal,0.0,,,,,,24,,,,,,,,,,,,,,,,,5.759086608886719,3.252264976501465,2.8497519493103027,3.4926915168762207,1.8903318643569944,,1.9523802995681765,3.502983331680298,2.406005382537842,2.1633896827697754,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,538,200,False,0.0,535,200,0,Joined Olympiacos on a season-long loan - Expected back 01 Jul,2021-09-01T16:00:13.890461Z,40,0,0,,0,,442229.jpg,0.0,0,0,Karbownik,0.0,False,,u,4,36,Brighton,0.0,482,188,0,3903,0,5448,7,,,,,0.0,7.450513899326324,0.0,Karbownik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.802055597305294,0,2.533169984817505
537,2.588852181414913,1.2944260907074563,0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,5,0.0,0.0,0.588852181414913,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209045,,,0,0,0,0,12.8,385,187,,,0,3,0.0,0.0,0,Taylor,0.0,1.0,1.0,1.0,,2.0,24,,,,,,,,,,,,,,,,,3.5735864639282227,1.996293902397156,1.8031681776046755,2.050727605819702,1.4549375772476196,,1.4573450088500977,2.0610194206237797,1.6028330326080322,1.5211801528930664,,,,,,,0,0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,2.5,451,197,False,4.6,466,199,23,Season-long loan to Birmingham City,2022-01-10T11:30:00.130253Z,45,0,0,,0,,209045.jpg,1.0,0,0,Richards,0.0,False,,u,4,36,Brighton,8.0,396,194,2,4122,0,4109,16,0.2876502423794347,0.2222222222222222,,0.610198310989357,0.0,4.271672089894613,0.4,Richards,0.0,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0,,1.200000000000001,0.1999999999999993,0.5999999999999996,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,,1.099999999999998,1.8000000000000007,1.1000000000000014,2.299999999999997,0.0,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,19.22252440452576,0,1.7014330625534058
538,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,486672,,,0,0,0,0,0.0,640,256,,,0,3,0.0,0.0,0,Moisés,0.0,,,,,,24,,,,,,,,,,,,,,,,,4.95102071762085,2.654848337173462,2.3635199069976807,2.7587780952453613,1.9432964324951167,,2.0053439140319824,2.7690699100494385,2.2722160816192627,2.178225040435791,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,647,255,False,0.0,647,255,0,Joined Beerschot on a season-long loan - Expected back 01 Jul,2021-08-31T22:30:15.824881Z,45,0,0,,0,,486672.jpg,0.0,0,0,Caicedo,0.0,False,,u,4,36,Brighton,0.0,624,253,0,713,0,959,2,,,,,0.0,5.812911775377062,0.0,Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.158102989196777,0,2.261784553527832
560,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,433589,,,0,0,0,0,0.0,516,198,,,0,2,0.0,0.0,0,Haydon,0.0,,,,,,24,,,,,,,,,,,,,,,,,5.759086608886719,3.252264976501465,2.8497519493103027,3.4926915168762207,1.8903318643569944,,1.9523802995681765,3.502983331680298,2.406005382537842,2.1633896827697754,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,535,198,False,0.0,532,198,0,,,40,0,0,,0,,433589.jpg,0.0,0,0,Roberts,0.2,False,,a,4,36,Brighton,0.0,478,185,0,23115,121,18746,101,,,,,0.0,7.450513899326324,0.0,Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.802055597305294,0,2.533169984817505
584,75.64738289376669,3.981441204935089,1,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,14,,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,,3.0,,3.0,0.0,1.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,365,,,22.376382893766696,6,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,179268,,,0,0,1,-1,410.6,32,7,,,1,2,4.6,0.0,0,Marc,2.3,4.869240022463759,4.71030541390522,4.286395285682538,5.04904989934055,19.0,24,,,,,,,,,,,,,,,,,7.545848846435547,4.273007392883301,3.891700744628906,4.249063968658447,2.761515855789185,,2.562833786010742,4.351938247680664,3.570509672164917,2.857985019683838,,,,,,,18,0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,82.9,88,11,False,343.4,98,37,1649,,,51,0,0,,0,,179268.jpg,3.8,0,0,Cucurella,3.8,False,,a,4,36,Brighton,74.0,264,77,72,554587,46406,245435,7632,0.7806747460657038,0.9547529455811293,0.9900097841844215,1.763011798496604,0.5,7.790564976486506,14.1,Cucurella,1.9,5.699999999999999,,0.3,0.0999999999999999,0.0,0.0,0.0,0.2999999999999999,,0.0,,0.0,,0.1,0.0,0.5,0.0999999999999998,,,,0.2,-0.1,0.1999999999999999,0.1,0.0999999999999999,0.3,2.1999999999999997,0.11578947368421051,,1.200000000000001,0.1999999999999993,0.5999999999999996,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,,1.099999999999998,1.8000000000000007,1.1000000000000014,2.299999999999997,0.0,,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,1.7999999999999998,,0.0,0.1,0.0,0.1,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0999999999999999,,,,0.0,0.0,0.0,0.0,0.0,,,3.104776847648808,6.17492301231193,3.1952465443761064,7.071517764685769,2.892520640593719,3.886387855766424,,3.204776847648809,,6.797315856468885,,7.402484334792321,1.6611955528863458,7.831484334792316,3.301035374891216,,,,3.2611955528863463,1.7901271721360503,8.281280184142556,2.631484334792318,0.3809676457832176,39.73188138008118,3,3.66747784614563
595,1.4,1.4,0,,,,,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,0.0,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,106757,,,0,0,-1,1,1.1,436,59,,,0,4,0.0,0.0,0,Jürgen,0.0,,1.4,1.4,,1.0,24,,,,,,,,,,,,,,,,,3.645887613296509,2.1282308101654053,1.875469207763672,2.1826648712158203,1.4549375772476196,,1.4573450088500977,2.192956686019897,1.6028330326080322,1.5211801528930664,,,,,,,0,0,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.1,490,63,False,0.0,573,63,22,Transferred to VFL Bochum,2022-01-06T09:00:16.237604Z,44,0,0,,0,,106757.jpg,1.0,0,0,Locadia,1.2,False,,u,4,36,Brighton,3.0,414,62,1,309704,0,221065,2940,0.3181818181818181,,,0.6674238124719145,0.0,4.493124891411174,0.2,Locadia,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,,,,,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,,1.099999999999998,1.8000000000000007,1.1000000000000014,2.299999999999997,0.0,,,,,,,,0.4,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,19.769749522209167,0,1.708244562149048
612,2.588852181414913,1.2944260907074563,0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,8,0.0,0.0,0.588852181414913,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,441192,,,0,0,0,0,0.6,448,208,,,0,3,0.0,0.0,0,Jeremy,0.0,,1.0,1.0,,2.0,24,,,,,,,,,,,,,,,,,3.912381649017334,2.1656911373138428,1.9725652933120728,2.2201249599456787,1.5657262802124023,,1.5681337118148804,2.230416774749756,1.7722303867340088,1.690577507019043,,,,,,,1,0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.6,483,210,False,2.4,476,206,20,Hamstring injury - Expected back 03 May,2021-12-02T00:00:16.591459Z,45,0,0,,0,,441192.jpg,1.0,0,0,Sarmiento,0.0,False,,i,4,36,Brighton,2.0,421,199,2,1315,16,1237,5,0.2876502423794347,,,0.610198310989357,0.0,4.6597062481774225,0.4,Sarmiento,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,,1.099999999999998,1.8000000000000007,1.1000000000000014,2.299999999999997,0.0,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,20.9686781167984,0,1.8708304166793823
