id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week24,assists_week25,assists_week26,assists_week27,assists_week28,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week22,bonus_week23,bonus_week24,bonus_week25,bonus_week26,bonus_week27,bonus_week28,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week24,cleansheet_week25,cleansheet_week26,cleansheet_week27,cleansheet_week28,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 31 prediction,gameweek 32 prediction,gameweek 33 prediction,gameweek 34 prediction,gameweek 35 prediction,gameweek 36 prediction,gameweek 37 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week24,goals_week25,goals_week26,goals_week27,goals_week28,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week24,xA_week25,xA_week26,xA_week27,xA_week28,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week24,xGA_week25,xGA_week26,xGA_week27,xGA_week28,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week24,xG_week25,xG_week26,xG_week27,xG_week28,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 24,xPoints week 25,xPoints week 26,xPoints week 27,xPoints week 28,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 38 prediction
57,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66242,,,0,0,0,0,0.0,599,231,,,0,3,0.0,0.0,0,Davy,0.0,,,,,,28,,,,,,,,,,,,,,,,,,,,,4.061881065368652,,0.0,3.0444769859313965,2.3110525608062744,2.178225040435791,2.257800817489624,2.50313401222229,2.2514123916625977,2.887715101242065,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,608,232,False,0.0,605,231,0,Transferred to PSV Eindhoven,2021-06-25T10:07:47.190365Z,45,0,0,,0,,66242.jpg,0.0,0,0,Pröpper,0.0,False,,u,4,36,Brighton,0.0,579,229,0,0,0,68,0,,,,,0.0,5.282666948106553,0.0,Pröpper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.77200126647949,0,2.276303291320801
59,56.76707752902645,3.1537265293903585,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,343,100.0,100.0,21.367077529026453,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,83299,,,0,0,-2,2,37.4,347,122,,,1,2,2.5,2.0,7,Lewis,2.0,1.6744146714268195,2.2789411637185446,2.593688496631112,1.6744146714268195,18.0,28,,,,,,,,,,,,,,,,,,,,,5.258466720581055,,0.0,4.013455867767334,2.8548028469085693,2.6888680458068848,2.9220311641693115,3.6846766471862793,2.8548028469085693,3.4004969596862797,,,,,,,21,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,188,55,False,391.8,109,43,1583,,2022-02-16T00:00:14.640236Z,48,0,0,,0,,83299.jpg,3.3,1,0,Dunk,2.1,False,,a,4,36,Brighton,222.0,146,24,60,311850,4510,627610,1887,0.657026360289658,0.3488363898805874,0.3488363898805874,1.4394726336246488,0.4,6.364096204439799,12.5,Dunk,0.2,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.8,1.0,0.05555555555555555,1.1,1.200000000000001,0.1999999999999993,0.5999999999999996,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,0.7999999999999998,1.099999999999998,1.8000000000000007,1.1000000000000014,2.299999999999997,0.0,2.5,0.9000000000000021,1.1999999999999993,1.2999999999999972,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,4.800000000000001,0.0,0.0,0.0,0.0,0.0,0.2,,,,,,0.0,,,,,,0.0,,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.1,0.0,4.490127172136054,3.331484334792318,2.204776847648807,5.27492301231193,3.1952465443761064,3.4715177646857693,4.09252064059372,,,,,,3.797315856468887,,,,,,-1.6716600055044046,,2.204776847648809,4.490127172136054,1.8075860719786208,5.986341215165638,2.6611955528863462,3.0901271721360506,7.881280184142556,6.931484334792318,0.0809676457832176,30.547661781311035,1,2.870060682296753
60,46.80306427929938,2.228717346633304,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,145,100.0,100.0,6.232064279299382,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109345,3.0,,0,0,-2,2,345.1,74,52,4.0,,0,3,0.1,0.8,1,Solomon,0.8,1.9890108826017137,2.084265518630102,2.269254038864779,1.8003980706374012,21.0,28,,,,,,,,,,,,,,,,,,,,,4.03774356842041,,0.0,2.5402185916900635,2.2648282051086426,2.099085807800293,2.2740514278411865,2.4393978118896484,2.2648282051086426,2.406752347946167,,,,,,,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,72.7,159,84,False,178.6,273,114,1048,,2021-08-28T18:30:11.548541Z,53,0,0,,0,,109345.jpg,1.7,0,0,March,0.1,False,,a,4,36,Brighton,203.0,166,91,36,8493,49,13565,73,0.42051270691194415,0.3752850721890026,0.3396977491768682,0.9680929523420653,0.2,4.26122193066579,6.8,March,1.6,4.800000000000001,0.1,0.1,0.0999999999999999,0.0,0.0,0.0,0.0,,0.0999999999999999,,,0.0,0.1,,0.0999999999999998,0.1999999999999999,,,0.1,0.0,0.1,,0.1,0.0,,0.0999999999999999,0.3999999999999999,0.0,1.0,2.6,0.12380952380952381,1.1,1.200000000000001,0.1999999999999993,0.5999999999999996,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,0.7999999999999998,1.099999999999998,1.8000000000000007,1.1000000000000014,2.299999999999997,0.0,2.5,0.9000000000000021,1.1999999999999993,1.2999999999999972,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,5.0,0.1,0.1,0.1999999999999999,0.0,0.0999999999999999,0.0,0.0,,0.2,,,0.0,0.0,,0.0,0.0,,,0.0,0.0999999999999999,0.0,,0.0,0.1,,0.0,0.0,0.0999999999999999,1.3000000000000005,3.13287108369808,3.8721942119122015,4.118730753077982,1.0,1.5,2.22313016014843,1.0,,3.6011942119122025,,,1.4493289641172216,2.6328710836980806,,2.3,1.6,,,1.3000000000000005,2.801194211912202,1.3000000000000005,,1.3,2.6652988882215864,,1.2999999999999998,2.2,2.520241911445805,22.584476232528687,1,2.257570266723633
61,49.10589794085537,3.273726529390358,0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,6,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,3.0,0.0,,3.0,,,,0.0,0.0,,,,,,226,0.0,0.0,17.805897940855377,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110735,,,0,0,-2,2,49.0,313,99,,,2,2,0.0,0.0,0,Adam,3.2,5.243874222706872,4.536561852255726,3.831792824732915,10.528339994495594,15.0,28,,,,,,,,,,,,,,,,,,,,,5.112749099731445,,0.0,3.922186851501465,2.781944274902344,2.616009473800659,2.849172592163086,3.59340763092041,2.781944274902344,3.3276383876800537,,,,,,,13,2,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,1.0,0.0,,1.0,,,,0.0,0.0,,,,,,49.8,245,81,False,342.6,139,54,1166,Groin Injury - Expected back 02 Apr,2022-02-19T20:00:13.528200Z,43,0,0,,0,,110735.jpg,3.5,0,0,Webster,0.4,False,,i,4,36,Brighton,106.0,248,68,53,89111,34,104789,4164,0.7613317510210136,1.2195056331876448,2.4484511615106035,1.5787311205473549,0.7,6.926105743230774,12.3,Webster,0.1,0.3,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.1,0.0,,0.0,,,,0.0,0.0,,,,,,1.0,1.1,0.07333333333333333,1.1,1.200000000000001,0.1999999999999993,0.5999999999999996,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,0.7999999999999998,1.099999999999998,1.8000000000000007,1.1000000000000014,2.299999999999997,0.0,2.5,0.9000000000000021,1.1999999999999993,1.2999999999999972,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,6.0,0.0,,0.0,0.1,0.0,0.0,,,,,0.0,0.0,,0.0,0.1999999999999999,0.0,,0.7,,,,0.0,0.0,,,,,,,3.331484334792318,,1.0,2.7952465443761065,3.4715177646857693,1.0,,,,,2.7973158564688854,2.7973158564688867,,0.6611955528863457,9.831484334792316,2.401035374891216,,10.528339994495594,,,,1.8075860719786208,1.0,,,,,,29.78225469589233,4,2.797202110290528
62,68.27337684264492,2.968407688810649,1,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,360,100.0,100.0,27.302376842644914,4,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,111478,,,0,0,-3,3,228.4,136,32,,,0,2,2.5,2.0,1,Joël,2.0,3.1093402813256312,3.1416734176921817,3.059372857669582,2.6373806633107124,23.0,28,,,,,,,,,,,,,,,,,,,,,5.120293617248535,,0.0,3.944204330444336,2.873047351837158,2.6594250202178955,2.979261636734009,3.556118965148926,2.873047351837158,3.614325046539306,,,,,,,27,0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.9,180,49,False,366.4,121,48,1897,,2021-12-04T23:00:17.313196Z,42,0,0,,0,,111478.jpg,2.4,0,0,Veltman,1.0,False,,a,4,36,Brighton,62.0,310,101,55,148469,3834,341166,3073,0.7067637354311068,0.7403191146013407,0.627947776978741,1.4484346400256494,0.5,7.273098684492564,13.1,Veltman,1.0,3.0,,0.0,0.0999999999999999,,0.0,0.0,0.0,,0.0,,,,0.1,0.0,0.0999999999999999,0.0,,0.0999999999999999,0.0,0.0,0.0,0.2,0.0,0.0999999999999999,0.2,0.0999999999999999,0.0,0.0,0.2,1.2,0.05217391304347826,,1.200000000000001,0.1999999999999993,0.5999999999999996,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,,1.099999999999998,1.8000000000000007,1.1000000000000014,2.299999999999997,0.0,2.5,0.9000000000000021,1.1999999999999993,1.2999999999999972,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,1.2000000000000002,,0.0,0.0,,0.0,0.0,0.1,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0901271721360537,,2.204776847648807,5.57492301231193,,3.4715177646857693,2.892520640593719,3.586387855766424,,3.204776847648809,,,,3.631484334792322,2.661195552886346,5.631484334792316,2.401035374891216,,4.628339994495595,2.626278638962393,1.2047768476488092,2.0901271721360537,2.2,3.9863412151656377,1.961195552886346,6.461127172136051,3.981280184142556,0.0,0.0809676457832176,30.54701447486877,5,2.92729115486145
63,82.23299999999999,3.28932,3,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,,0.0,0.0,0.0,3.0,3.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,293,100.0,100.0,0.0,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,115382,,,0,0,0,0,300.2,92,14,,,2,4,3.7,2.6,1,Neal,2.6,3.345888888888889,4.0284545454545455,3.4342,2.8000000000000003,25.0,28,,,,,,,,,,,,,,,,,,,,,6.051825046539307,,0.0,4.546186447143555,3.274292230606079,3.029882431030273,3.11633825302124,3.825756549835205,3.274292230606079,4.030331134796143,,,,,,,24,8,1.0,,0.0,0.0,0.0,1.0,1.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,124.4,46,13,False,361.6,124,13,1862,,2021-08-21T19:00:12.804729Z,65,0,0,2.0,0,,115382.jpg,3.7,0,0,Maupay,8.7,False,,a,4,36,Brighton,594.0,36,15,92,1897028,24630,1346608,47811,0.5060492307692308,0.5147521367521368,0.4307692307692308,1.2901774512654631,0.4,5.271575781015249,14.2,Maupay,1.8,5.4,0.0,,0.0,0.0,0.0,0.4,0.0,,,,0.0999999999999999,0.0,0.0999999999999999,0.3999999999999999,0.1,0.1,,0.0,0.0,0.1999999999999999,0.0,0.2,0.0,0.0,0.0,0.0999999999999999,0.1,0.0,6.0,7.8,0.312,1.1,1.200000000000001,0.1999999999999993,0.5999999999999996,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,0.7999999999999998,1.099999999999998,1.8000000000000007,1.1000000000000014,2.299999999999997,0.0,2.5,0.9000000000000021,1.1999999999999993,1.2999999999999972,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,23.52,0.6,,0.0,-0.1,0.8999999999999999,0.2000000000000001,0.7999999999999998,,,,0.2000000000000001,0.4,0.2000000000000001,0.0999999999999996,0.2000000000000001,0.0999999999999996,,0.2000000000000001,0.1000000000000005,0.0,0.0999999999999996,0.1,0.0999999999999998,0.8,0.2999999999999998,0.3000000000000002,0.3999999999999999,0.0,1.3999999999999986,3.4,,0.0,0.5999999999999996,5.6,6.000000000000001,8.2,,,,3.1000000000000005,3.6,3.1000000000000005,4.370999999999999,4.871,3.4709999999999988,,4.800000000000001,2.400000000000002,2.6,1.3999999999999986,3.0000000000000004,2.3999999999999995,6.2,6.199999999999999,2.500000000000001,3.9,1.0,34.26524257659912,4,3.11633825302124
64,88.21012414202308,3.528404965680923,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,0.0,2.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,264,100.0,100.0,7.419124142023074,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,116216,,,0,0,-6,6,478.3,32,24,3.0,,2,3,0.5,1.0,2,Leandro,1.0,2.7965193525735854,2.776643286962811,3.718745881893274,1.7184315012365543,25.0,28,,,,,,,,,,,,,,,,,,,,,5.899661064147949,,0.0,4.347715377807617,3.178385734558105,2.9538004398345947,3.289299726486206,3.878029823303223,3.2276079654693604,3.933437585830689,,,,,,,27,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,158.0,25,17,False,363.0,123,46,2013,,2022-02-07T10:00:20.348261Z,59,0,0,5.0,0,,116216.jpg,3.2,0,0,Trossard,1.5,False,,a,4,36,Brighton,740.0,17,11,80,659637,4017,657635,5821,0.598034739945919,0.47398633094467546,0.2912595764807719,1.4526213360937805,0.2,5.753900883561474,13.6,Trossard,2.0,6.0,0.0,0.2,0.2,0.0999999999999998,0.1,0.1999999999999999,0.1,,0.0,,0.0,0.0,,0.0999999999999998,0.0,0.1999999999999999,,0.0,0.0,0.1,0.0,0.0,0.2,0.2,0.0,0.0999999999999999,0.0,0.1999999999999999,4.5,6.5,0.26,1.1,1.200000000000001,0.1999999999999993,0.5999999999999996,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,0.7999999999999998,1.099999999999998,1.8000000000000007,1.1000000000000014,2.299999999999997,0.0,2.5,0.9000000000000021,1.1999999999999993,1.2999999999999972,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,22.02,0.1,0.3,1.0,0.1999999999999997,0.2000000000000001,0.0,0.0,,0.1,,0.2999999999999998,0.0,,0.1,0.5999999999999996,0.2000000000000001,,0.0,0.1000000000000005,0.0,0.0999999999999996,0.3,0.0999999999999999,0.0999999999999999,0.0,0.4,0.1,0.1999999999999999,2.772531793034012,2.8328710836980795,6.401194211912203,11.418730753077982,3.848811636094025,3.667879441171444,2.823130160148429,2.546596963941606,,2.801194211912202,,2.499999999999999,2.4493289641172216,,2.9652988882215867,6.332871083698078,3.700258843722804,,1.0,1.5000000000000029,1.6011942119122025,2.772531793034012,3.7018965179946552,6.596585303791409,4.036298888221587,1.2725317930340123,4.970320046035639,2.83287108369808,3.620241911445804,33.948015213012695,2,3.240077495574951
65,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131897,,,0,0,0,0,0.0,602,70,,,0,1,0.0,0.0,0,Mathew,0.0,,,,,,28,,,,,,,,,,,,,,,,,,,,,5.521489143371582,,0.0,4.013000011444092,3.025884866714477,2.953308582305908,3.069624185562134,3.5523340702056885,2.966244697570801,3.7670044898986816,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,610,79,False,0.0,608,79,0,Transferred to Real Sociedad,2021-07-12T23:00:04.491624Z,45,0,0,,0,,131897.jpg,0.0,0,0,Ryan,0.0,False,,u,4,36,Brighton,0.0,584,61,0,0,0,815,2,,,,,0.0,7.093672752380371,0.0,Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.92152738571167,0,3.0526373386383057
66,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165210,,,0,0,0,0,0.0,703,291,,,0,3,0.0,0.0,0,Alireza,0.0,,,,,,28,,,,,,,,,,,,,,,,,,,,,4.061881065368652,,0.0,3.0444769859313965,2.3110525608062744,2.178225040435791,2.257800817489624,2.50313401222229,2.2514123916625977,2.887715101242065,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,705,291,False,0.0,705,291,0,Transferred to Feyenoord,2021-07-20T17:00:05.398504Z,55,0,0,,0,,165210.jpg,0.0,0,0,Jahanbakhsh,0.0,False,,u,4,36,Brighton,0.0,702,291,0,0,0,105,0,,,,,0.0,4.322182048450816,0.0,Jahanbakhsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.77200126647949,0,2.276303291320801
68,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209362,,,0,0,0,0,0.0,515,193,,,0,2,0.0,0.0,0,Bernardo,0.0,,,,,,28,,,,,,,,,,,,,,,,,,,,,3.994081497192383,,0.0,3.778390407562256,2.444841861724853,2.1633896827697754,2.4885809421539307,3.049002170562744,2.3852016925811768,3.49650239944458,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,533,193,False,0.0,529,193,0,Transferred to RB Salzburg,2021-07-08T07:33:34.790576Z,40,0,0,,0,,209362.jpg,0.0,0,0,Fernandes Da Silva Junior,0.0,False,,u,4,36,Brighton,0.0,477,183,0,0,0,546,2,,,,,0.0,6.56789618730545,0.0,Bernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2715847492218,0,2.4715940952301025
