id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week2,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week2,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week2,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 3 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week2,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week2,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week2,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week2,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 2,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 25 prediction
146,56.20728091752681,3.747152061168454,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273,,,21.20728091752681,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40836,,,0,0,1,-1,0.0,587,61,,,0,1,2.0,1.5,2,Vicente,2.0,3.922200921793381,4.065264742400135,4.065264742400135,3.8781486835636345,15.0,15,,,,,,,4.174891471862793,4.049147129058838,4.412267684936523,3.9450607299804688,,4.452313423156738,3.760701894760132,4.026373863220215,3.423884630203247,4.452313423156738,,,,,,,,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,208,9,False,324.4,30,9,1350,,,46,0,0,,0,,40836.jpg,3.4,0,42,Guaita,8.1,False,,a,7,31,Crystal Palace,0.0,570,54,51,588059,17392,328165,7837,0.8145982741670553,0.852652374302909,0.8430758007747032,1.747118657123593,0.4,8.844670109126879,11.1,Guaita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.0999999999999996,0.3000000000000007,1.0999999999999996,0.3000000000000007,1.799999999999999,1.0,0.7999999999999999,1.3,0.0,2.8,0.6000000000000005,1.6999999999999993,1.5,0.4000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4715177646857693,3.626278638962397,4.331484334792319,4.963272882726869,4.331484334792319,3.963272882726869,2.6611955528863467,3.4715177646857693,6.797315856468886,2.09012717213605,6.0,3.243240250500872,5.195246544376104,2.730734096210939,2.892520640593719,4.681280184142556,40.68548250198364,1,3.988528251647949
147,12.855274911340484,3.213818727835121,0,,,,,0.0,0.0,0.0,,,,,,,0.0,,0,,,,,0.0,0.0,0.0,,,,,,,0.0,,46,,,5.6552749113404825,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,49413,,,0,0,-2,2,21.1,320,108,,,0,2,1.2,0.7,2,James,1.2,3.0739965500747464,3.0739965500747464,3.0739965500747464,3.765328733432995,4.0,15,,,,,,,3.114876747131348,2.9915521144866943,3.4959394931793213,3.22110915184021,,3.757497549057007,2.967540740966797,3.2877354621887207,2.700864791870117,3.757497549057007,,,,,,,,5,0,,,,,0.0,0.0,0.0,,,,,,,0.0,,9.4,353,124,False,59.0,328,126,278,,,43,0,0,,0,,49413.jpg,1.5,0,0,Tomkins,0.1,False,,a,7,31,Crystal Palace,14.0,336,111,6,3428,320,8351,125,0.7473997041477025,0.714882918622034,0.8756578449844175,1.5498410132553322,0.3,7.549916866213777,1.4,Tomkins,0.4,1.2000000000000002,,,,,0.1,0.0,0.3,,,,,,,0.0,,0.0,0.4,0.1,,1.0999999999999996,0.3000000000000007,1.0999999999999996,0.3000000000000007,1.799999999999999,1.0,,,,,,,1.5,0.4000000000000003,0.0,,,,,0.0,0.0,0.0,,,,,,,0.0,,4.37151776468577,,,,,4.263272882726869,2.6611955528863467,4.37151776468577,,,,,,,1.0,,32.46464252471924,0,3.1700289249420166
148,31.830001501546583,2.8936365001405986,2,0.0,0.0,1.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,171,0.0,0.0,3.8880015015465816,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50471,,,0,0,-1,1,156.9,105,68,,,0,3,0.0,0.0,0,James,0.0,3.011605778451772,2.984534104566153,2.984534104566153,4.411818220681718,11.0,15,,,,,,,3.0057950019836426,2.9228627681732178,3.4274115562438965,2.99939227104187,,3.262879610061645,2.85581636428833,3.036877155303955,2.6126298904418945,3.262879610061645,,,,,,,,12,0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.2,148,78,False,193.2,136,45,950,Hamstring injury - Expected back 12 Dec,2021-11-19T13:00:14.956395Z,44,0,0,,0,,50471.jpg,3.0,0,0,McArthur,2.0,False,,i,7,31,Crystal Palace,72.0,210,114,33,519444,1445,407770,12920,0.6576446591228633,0.684455858739039,1.0026859592458448,1.3794870748798045,0.0,6.896920637650923,7.5,McArthur,0.8,2.4000000000000004,0.0,0.0,0.3,,,,,0.0,0.1,0.0,0.0,0.1,0.2,0.0999999999999999,0.0,0.2,1.0,0.09090909090909091,0.9,1.0999999999999996,0.3000000000000007,1.0999999999999996,0.3000000000000007,1.799999999999999,1.0,0.7999999999999999,1.3,0.0,2.8,0.6000000000000005,1.6999999999999993,1.5,0.4000000000000003,1.0,0.0,0.0,0.0,,,,,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,,2.406569659740599,2.3328710836980795,4.411818220681718,,,,,2.4493289641172216,4.843531793034012,3.0,2.060810062625218,1.848811636094026,1.7826835240527348,1.5231301601484295,6.17032004603564,30.346450805664062,3,2.959906578063965
149,51.271,3.418066666666667,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,155,,,0.0,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54861,,,0,0,-1,1,159.0,101,16,,,1,4,4.2,3.7,2,Christian,4.2,4.029999999999999,3.418066666666667,3.418066666666667,4.380000000000001,15.0,15,,,,,,,3.583091974258423,3.4597675800323486,4.515246391296387,3.538764953613281,,4.050007343292236,3.310736894607544,3.6548314094543457,3.228413820266724,4.050007343292236,,,,,,,,14,4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,79.1,41,13,False,233.4,98,10,944,,,64,0,0,,0,,54861.jpg,3.1,0,0,Benteke,3.0,False,,a,7,31,Crystal Palace,405.0,26,14,47,354391,23400,227938,17915,0.5340729166666667,0.6296874999999998,0.6843750000000001,1.3511094826207748,0.7,5.77662006020546,7.3,Benteke,1.1,3.3000000000000003,0.0,0.0,0.0,0.1999999999999999,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.4999999999999999,0.0,0.0,0.1,4.8,5.9,0.39333333333333337,0.9,1.0999999999999996,0.3000000000000007,1.0999999999999996,0.3000000000000007,1.799999999999999,1.0,0.7999999999999999,1.3,0.0,2.8,0.6000000000000005,1.6999999999999993,1.5,0.4000000000000003,19.2,0.0,0.0,0.4000000000000003,0.6999999999999997,0.3000000000000002,0.7000000000000002,0.3999999999999994,0.2,0.0,0.0999999999999999,0.1,0.0,0.0,0.5,1.4,3.599999999999998,1.0,1.0,3.6000000000000014,7.399999999999999,3.5000000000000013,3.8000000000000007,3.599999999999998,1.8,3.3710000000000004,2.4,2.4000000000000004,2.5,1.0,7.0,6.9,36.97036838531494,3,3.579500675201416
150,44.85064346185657,3.45004949706589,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,4,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,226,,,18.379643461856567,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55037,,,0,0,0,0,51.3,241,66,,,0,2,2.5,2.0,2,Cheikhou,2.5,3.5741534690763115,3.534629974667592,3.534629974667592,4.652348683563635,13.0,15,,,,,,,3.3058974742889404,3.182573080062866,3.592780590057373,3.3726024627685547,,3.888131856918335,3.1224241256713867,3.439228773117065,2.7846598625183105,3.888131856918335,,,,,,,,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,26.0,252,84,False,177.4,162,69,985,,,45,0,0,,0,,55037.jpg,3.2,0,0,Kouyaté,0.7,False,,a,7,31,Crystal Palace,31.0,294,93,42,70488,1678,60962,1194,0.7666776660146423,0.7942563264614025,1.033855263014141,1.6263689298696857,0.6,7.542295138041179,9.3,Kouyaté,0.5,1.5,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.2,0.7,0.05384615384615384,0.9,1.0999999999999996,0.3000000000000007,1.0999999999999996,0.3000000000000007,1.799999999999999,1.0,0.7999999999999999,1.3,0.0,2.8,0.6000000000000005,1.6999999999999993,1.5,0.4000000000000003,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,,0.0,,4.071517764685769,2.6262786389623964,3.331484334792319,6.963272882726869,2.931484334792319,6.6342728827268695,2.6611955528863467,4.071517764685769,4.797315856468886,2.09012717213605,6.6,1.243240250500872,1.0,,1.0,,33.9403281211853,0,3.363898038864136
151,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,58786,,,0,0,-1,1,0.0,434,163,,,0,2,0.0,-0.5,0,Martin,0.0,,,,,,15,,,,,,,2.6219608783721924,2.577371597290039,3.496936082839966,2.874901533126831,,3.607510805130005,2.514374256134033,2.874901533126831,2.099595069885254,3.607510805130005,,,,,,,,0,0,,,,,,,,,,,,,,,,0.0,453,162,False,0.0,448,161,0,,,39,0,0,,0,,58786.jpg,0.0,0,0,Kelly,1.0,False,,a,7,31,Crystal Palace,0.0,394,148,0,60462,842,82031,1428,,,,,0.0,7.424785540654109,0.0,Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.956663608551025,0,2.681601047515869
152,14.574182773711462,2.082026110530209,0,,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,67,100.0,100.0,2.474182773711461,1,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,66975,2.0,,0,0,-1,1,85.4,183,107,1.0,,0,3,0.5,0.0,0,Luka,0.5,2.176302741671485,2.008259492861273,2.008259492861273,1.1664355418490395,7.0,15,,,,,,,2.591188907623291,2.5842556953430176,2.852431535720825,2.5936856269836426,,2.870964527130127,2.6182494163513184,2.5936856269836426,2.374007225036621,2.870964527130127,,,,,,,,8,0,,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,15.2,318,145,False,39.2,354,151,467,,2021-08-13T13:00:14.777540Z,54,0,0,2.0,0,,66975.jpg,1.7,0,0,Milivojevic,0.0,False,,a,7,31,Crystal Palace,28.0,302,157,12,2535,47,8834,110,0.38556039083892757,0.40301902623546015,0.2160065818238962,0.8959613836058336,0.1,4.914929999245538,2.2,Milivojevic,0.2,0.6000000000000001,,,,0.0,0.0,,,,,0.0,,0.0,0.2,0.0,0.0,0.1,0.30000000000000004,0.042857142857142864,,1.0999999999999996,0.3000000000000007,1.0999999999999996,0.3000000000000007,1.799999999999999,1.0,,,0.0,2.8,0.6000000000000005,1.6999999999999993,1.5,0.4000000000000003,0.5,,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.1,,,,,2.3328710836980795,0.0,,,,,1.0,,2.548811636094026,2.782683524052735,2.22313016014843,3.170320046035639,26.540621995925903,1,2.591188907623291
153,32.271,2.3050714285714284,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,81,,,0.0,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,80146,,,0,0,-2,2,159.9,99,14,4.0,,0,4,1.5,1.0,2,Jordan,1.5,2.352333333333333,2.3050714285714284,2.3050714285714284,2.18,14.0,15,,,,,,,2.5897507667541504,2.582817554473877,3.0529263019561768,2.592247486114502,,3.0230250358581543,2.571013927459717,2.592247486114502,2.292310237884521,3.0230250358581543,,,,,,,,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,47.7,122,28,False,100.6,264,33,881,,,58,0,0,4.0,0,,80146.jpg,1.8,0,0,Ayew,0.5,False,,a,7,31,Crystal Palace,217.0,72,31,25,59494,2109,88570,1421,0.39742610837438425,0.40557471264367817,0.37586206896551727,0.9571288144143009,0.3,4.63950251710826,4.3,Ayew,0.9,2.7,0.2,0.1,0.0,0.1999999999999999,0.0,0.2,0.0999999999999999,0.0,0.0,0.0,0.0999999999999999,0.0,0.0,0.0,,1.7,2.6,0.18571428571428572,0.9,1.0999999999999996,0.3000000000000007,1.0999999999999996,0.3000000000000007,1.799999999999999,1.0,0.7999999999999999,1.3,0.0,2.8,0.6000000000000005,1.6999999999999993,1.5,0.4000000000000003,6.8,0.0,0.2,0.0999999999999998,0.0,0.1,0.0,0.3999999999999999,0.1,0.0,0.1,0.0999999999999999,0.5,0.0,0.0999999999999999,,3.9,2.6,2.1000000000000005,1.3999999999999997,1.6,1.4000000000000004,2.6,3.9,1.4,2.0,2.4,2.7,4.0,1.0,3.1710000000000003,,26.909114599227905,1,2.5897507667541504
154,55.75936554742293,3.982811824815923,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,,0.0,146,100.0,100.0,4.948365547422922,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,82403,,,0,0,-1,1,271.5,40,27,,,1,3,1.5,1.0,2,Wilfried,1.5,3.912450233144376,4.09802089841546,4.09802089841546,3.7295371708909086,14.0,15,,,,,,,3.8027594089508057,3.677015542984009,4.337559700012207,3.627529144287109,,4.120368480682373,3.5593631267547607,3.706110715866089,3.2773396968841557,4.120368480682373,,,,,,,,17,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,84.1,35,23,False,256.2,84,29,1175,,2021-10-18T23:00:15.818665Z,69,0,0,1.0,0,,82403.jpg,3.9,0,0,Zaha,6.4,False,,a,7,31,Crystal Palace,313.0,44,25,54,819145,7171,863763,32865,0.5772191050457859,0.5670217729194748,0.5405126334624505,1.5162305487906582,0.2,5.492272342460742,7.8,Zaha,2.5,7.5,0.0,0.0999999999999998,0.2000000000000001,0.0,0.0,0.5,0.3999999999999999,0.3,0.0,0.6000000000000001,0.0,0.0,0.2,,0.1999999999999999,3.3,5.8,0.41428571428571426,0.9,1.0999999999999996,0.3000000000000007,1.0999999999999996,0.3000000000000007,1.799999999999999,1.0,0.7999999999999999,1.3,0.0,2.8,0.6000000000000005,1.6999999999999993,1.5,0.4000000000000003,15.54,0.2,0.0999999999999996,0.5,0.2000000000000001,0.2000000000000001,0.0999999999999996,0.0,0.0,0.0,0.9000000000000001,0.0,0.7999999999999998,0.2000000000000001,,0.1,3.567879441171442,3.406569659740599,3.132871083698077,5.840818220681718,2.3328710836980804,2.740818220681718,4.165298888221585,3.567879441171442,3.349328964117221,2.2725317930340125,11.071,2.060810062625218,7.548811636094025,3.782683524052736,,2.1000000000000005,37.896679162979126,3,3.668264865875244
155,21.28800150154658,1.935272863776962,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,67,100.0,100.0,3.8880015015465816,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86417,,,0,0,-1,1,41.1,261,149,,,0,3,1.5,1.0,2,Jeffrey,1.5,1.7041472911741289,1.7080979048409866,1.7080979048409866,1.783294582348257,11.0,15,,,,,,,2.1471099853515625,2.140177011489868,2.6517317295074463,2.1910533905029297,,2.5595977306365967,2.174170732498169,2.1910533905029297,1.9692225456237795,2.5595977306365967,,,,,,,,4,1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,1.0,,0.0,18.4,295,134,False,72.6,304,128,370,,2021-09-10T13:30:16.079290Z,54,0,0,,0,,86417.jpg,1.9,0,0,Schlupp,0.0,False,,a,7,31,Crystal Palace,70.0,213,116,21,2328,60,5723,68,0.3583838636624004,0.3155828316989127,0.33023973747189944,0.8328088413083676,0.3,4.2094118948335995,3.9,Schlupp,0.3,0.8999999999999999,0.0,0.0,0.1999999999999999,0.0,,0.0,0.0,0.1,0.0,,,0.0,0.0,,0.0,0.5,0.8,0.07272727272727274,0.9,1.0999999999999996,0.3000000000000007,1.0999999999999996,0.3000000000000007,1.799999999999999,1.0,0.7999999999999999,1.3,0.0,2.8,0.6000000000000005,1.6999999999999993,1.5,0.4000000000000003,2.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.4,,0.0999999999999999,2.3678794411714423,1.0,1.0,1.6,1.0,,2.165298888221587,2.3678794411714423,2.749328964117222,1.0,,,1.0,3.0,,1.5,22.73082423210144,0,2.1471099853515625
156,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,105666,,,0,0,-1,1,0.0,507,46,,,0,1,0.0,-0.5,0,Jack,0.0,,,,,,15,,,,,,,3.310542345046997,3.1584150791168213,3.752187728881836,3.414125680923462,,3.84212064743042,3.0954177379608154,3.414125680923462,2.8370838165283203,3.84212064743042,,,,,,,,0,0,,,,,,,,,,,,,,,,0.0,520,62,False,0.0,515,62,0,,,44,0,0,,0,,105666.jpg,0.0,0,0,Butland,0.3,False,,a,7,31,Crystal Palace,0.0,476,38,0,6297,190,19455,270,,,,,0.0,7.735527699643915,0.0,Butland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.03632187843323,0,3.370182514190674
157,4.00690936391756,2.00345468195878,0,0.0,,,,,,,,,,0.0,,,,,0,0.0,,,,,,,,,,0.0,,,,,13,,,0.7069093639175603,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173954,4.0,,0,0,-2,2,26.7,306,160,,,0,3,0.0,-0.5,0,Jairo,0.0,,1.8532848298702995,1.8532848298702995,,2.0,15,,,,,,,1.9780527353286743,1.9246772527694704,2.4553072452545166,2.021996259689331,,2.5003926753997803,1.9586714506149288,2.021996259689331,1.7872520685195925,2.5003926753997803,,,,,,,,5,0,0.0,,,,,,,,,,0.0,,,,,3.9,389,176,False,10.6,402,175,101,,,48,0,0,,0,,173954.jpg,1.5,0,0,Riedewald,0.0,False,,a,7,31,Crystal Palace,2.0,386,184,3,1697,26,3604,57,0.41738639207474587,,,0.9144477685401352,0.0,4.401414866248767,0.6,Riedewald,0.1,0.3,0.0,,,,,,,,,,0.1,,,,,0.0,0.1,0.05,0.9,1.0999999999999996,0.3000000000000007,1.0999999999999996,0.3000000000000007,1.799999999999999,1.0,0.7999999999999999,1.3,0.0,2.8,0.6000000000000005,1.6999999999999993,1.5,0.4000000000000003,0.0,0.0,,,,,,,,,,0.0,,,,,,2.406569659740599,,,,,,,,,,1.3,,,,,21.12679135799408,0,1.9780527353286743
158,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,185478,,,0,0,-2,2,0.0,496,194,,,0,2,0.0,-0.5,0,Jarosław,0.0,,,,,,15,,,,,,,2.6219608783721924,2.577371597290039,3.496936082839966,2.874901533126831,,3.607510805130005,2.514374256134033,2.874901533126831,2.099595069885254,3.607510805130005,,,,,,,,0,0,,,,,,,,,,,,,,,,0.0,512,194,False,0.0,507,193,0,,,43,0,0,,0,,185478.jpg,0.0,0,0,Jach,0.0,False,,a,7,31,Crystal Palace,0.0,462,184,0,680,16,2951,39,,,,,0.0,6.7341078159420995,0.0,Jach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.956663608551025,0,2.681601047515869
159,2.0,1.0,0,0.0,,,,,,,,,,,,,,0.0,0,0.0,,,,,,,,,,,,,,0.0,6,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231747,,,0,0,-3,3,1.3,393,56,,,0,4,0.0,-0.5,0,Jean-Philippe,0.0,1.0,1.0,1.0,,2.0,15,,,,,,,1.8615357875823972,1.8081605434417725,2.2514095306396484,1.905479073524475,,2.3619842529296875,1.8353427648544312,1.905479073524475,1.6684197187423706,2.3619842529296875,,,,,,,,2,0,0.0,,,,,,,,,,,,,,0.0,0.8,432,58,False,6.4,418,51,60,,,52,0,0,,0,,231747.jpg,1.0,0,0,Mateta,0.1,False,,a,7,31,Crystal Palace,0.0,613,78,2,8945,173,14786,187,0.1923076923076923,0.1923076923076923,,0.4385290096535146,0.0,3.811794381875258,0.4,Mateta,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.9,1.0999999999999996,0.3000000000000007,1.0999999999999996,0.3000000000000007,1.799999999999999,1.0,0.7999999999999999,1.3,0.0,2.8,0.6000000000000005,1.6999999999999993,1.5,0.4000000000000003,0.0,0.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,1.0,19.821330785751343,0,1.8615357875823972
160,2.7069093639175605,1.3534546819587805,0,,,,,0.0,,0.0,,,,,,,,,0,,,,,0.0,,0.0,,,,,,,,,5,100.0,100.0,0.7069093639175603,0,,,,,0.0,0.0,0.0,,,,,,,,,232413,1.0,,0,0,-1,1,9.5,360,173,3.0,,0,3,0.5,0.0,1,Eberechi,0.5,1.0,1.0,1.0,1.0,2.0,15,,,,,,,1.964821934700012,1.9114469289779663,2.3932089805603027,2.008765459060669,,2.4382941722869877,1.945440530776977,2.008765459060669,1.799101710319519,2.4382941722869877,,,,,,,,1,0,,,,,0.0,,0.0,,,,,,,,,1.3,425,186,False,2.8,428,187,36,,2021-06-22T11:30:10.551607Z,59,0,0,,0,,232413.jpg,1.0,0,0,Eze,0.1,False,,a,7,31,Crystal Palace,0.0,630,258,2,5068,382,5221,341,0.22939909863708144,0.1694915254237288,0.1694915254237288,0.5572084745294906,0.1,3.5377900479203563,0.3,Eze,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,0.3000000000000007,1.799999999999999,1.0,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,20.872961282730103,0,1.964821934700012
161,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,232423,,,0,0,0,0,0.0,555,208,,,0,2,0.0,0.0,0,Nathan,0.0,,,,,,15,,,,,,,2.6219608783721924,2.577371597290039,3.496936082839966,2.874901533126831,,3.607510805130005,2.514374256134033,2.874901533126831,2.099595069885254,3.607510805130005,,,,,,,,0,0,,,,,,,,,,,,,,,,0.0,565,208,False,0.0,563,208,0,Lack of match fitness - Unknown return date,2021-06-22T11:30:10.567164Z,45,0,0,,0,,232423.jpg,0.0,0,0,Ferguson,0.0,False,,i,7,31,Crystal Palace,0.0,535,205,0,741,9,824,8,,,,,0.0,6.4348141352335615,0.0,Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.956663608551025,0,2.681601047515869
