id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week22,bonus_week23,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 31 prediction,gameweek 32 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 33 prediction
546,2.946849870739856,2.946849870739856,0,,,,,,,,,,,,,0.0,,,,,,,,,,,0,,,,,,,,,,,,,0.0,,,,,,,,,,,10,,,0.9468498707398556,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,213482,,,0,0,-1,1,1.1,429,164,,,0,2,-0.5,-1.0,0,Yan,0.0,2.3628718131576507,2.3628718131576507,2.3628718131576507,2.3628718131576507,1.0,23,,,,,,,,,,,,,,,,1.7893192768096924,1.9953349828720093,2.462742805480957,3.1345224380493164,2.6876258850097656,2.8716306686401367,,2.855210781097412,2.44030499458313,1.7757978439331057,,,,,,,1,0,,,,,,,,,,,,,0.0,,,,,,,,,,,1.7,461,170,False,15.0,441,170,90,,,39,0,0,,0,,213482.jpg,2.0,0,0,Valery,0.5,False,,a,16,20,Southampton,1.0,419,160,2,61656,458,44144,773,0.7556025309589375,0.6058645674763207,0.6058645674763207,1.4921954364918333,0.0,6.129288826233301,0.5,Valery,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,2.3999999999999986,0.8000000000000007,2.1000000000000014,1.599999999999998,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.3628718131576507,,,,,,,,,,,23.904226422309875,0,1.8917367458343504
567,21.915348578138413,1.9923044161944008,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,77,25.0,100.0,10.415348578138412,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,212721,,,0,0,-1,1,33.9,324,111,,,0,2,0.1,0.0,1,Lyanco Evangelista,1.0,1.885242180682633,1.50541518890328,1.50541518890328,1.7623805231602707,11.0,23,,,,,,,,,,,,,,,,1.8582396507263184,2.094841480255127,2.4088480472564697,2.925593614578247,2.517538070678711,2.7999212741851807,,2.657148122787476,2.392427444458008,1.7946956157684326,,,,,,,12,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,17.3,347,122,False,107.0,322,124,546,Hamstring injury - 25% chance of playing,2022-02-05T20:30:17.589464Z,44,0,0,,0,,212721.jpg,0.9,0,0,Silveira Neves Vojnovic,0.0,False,,d,16,20,Southampton,33.0,327,109,10,1769,26,2004,23,0.4527964582260001,0.4284641319733256,0.4005410279909706,0.9497938636150707,0.2,5.329899950460954,2.3,Lyanco,0.1,0.3,,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,0.2,0.30000000000000004,0.02727272727272728,,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,1.1999999999999993,1.5,1.1999999999999993,0.0,1.8000000000000007,,2.3999999999999986,0.8000000000000007,2.1000000000000014,1.599999999999998,,,,,,,,1.2000000000000002,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,,,,0.0,0.0,0.0,,,,,,,,1.0,,1.0,1.0,1.0,0.3628718131576492,1.0,3.504776847648809,1.0,2.4047768476488094,,,,,3.797315856468885,0.4898257130119269,1.0,,,,,,,,23.4515597820282,2,2.0023064613342285
637,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,198044,,,0,0,-1,1,0.0,470,16,,,0,1,-0.5,-1.0,0,Harry,0.0,,,,,,23,,,,,,,,,,,,,,,,2.669482469558716,2.9734678268432617,3.2569901943206787,3.7273011207580566,3.4127237796783447,3.5003018379211426,,3.580308675765991,3.4059572219848637,2.58227801322937,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,493,43,False,0.0,490,43,0,,,39,0,0,,0,,198044.jpg,0.0,0,0,Lewis,0.1,False,,a,16,20,Southampton,0.0,433,6,0,9028,3496,3732,467,,,,,0.0,8.191288251143234,0.0,Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.946024179458615,0,2.8372130393981934
641,3.893699741479711,1.946849870739856,0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,23,,,1.893699741479712,0,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,20310,,,-1,1,-2,2,0.0,540,47,,,0,1,-0.5,-1.0,0,Willy,0.0,2.048648744121264,2.048648744121264,2.048648744121264,,2.0,23,,,,,,,,,,,,,,,,2.2032835483551025,2.4915943145751958,2.8213839530944824,3.193491220474243,2.917477369308472,2.966492176055908,,3.085062026977539,2.8721470832824707,2.264285087585449,,,,,,,5,0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,5.4,423,31,False,53.2,372,31,180,,,43,0,0,,0,,20310.jpg,1.0,0,6,Caballero,0.0,False,,a,16,20,Southampton,0.0,509,38,2,8930,118,6402,253,0.4527557838929898,0.47642994049331727,,0.9388543760076903,0.0,6.32707390674325,0.5,Caballero,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,1.5,1.1999999999999993,0.0,1.8000000000000007,,2.3999999999999986,0.8000000000000007,2.1000000000000014,1.599999999999998,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.8925206405937192,2.204776847648809,,,,,,,,,,,,,,,27.20641779899597,1,2.3912010192871094
665,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,248853,,,0,0,0,0,0.0,506,195,,,0,2,0.0,-1.0,0,Dynel,0.0,,,,,,23,,,,,,,,,,,,,,,,2.042585611343384,2.4133639335632324,2.706274509429932,3.4811999797821045,2.8979005813598637,3.218308210372925,,3.0654852390289307,2.88376784324646,1.8808579444885252,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,526,195,False,0.0,523,195,0,Joined Carlisle on loan until the end of the season - Expected back 01 Jul,2022-01-25T23:30:21.196483Z,40,0,0,,0,,248853.jpg,0.0,0,0,Simeu,0.0,False,,u,16,20,Southampton,0.0,470,181,0,263,24,178,45,,,,,0.0,6.703826308250427,0.0,Simeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.81530523300171,0,2.2255613803863525
667,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,100.0,100.0,,0,,,,,,,,,,,,,,,,,,,,,,,,491551,,,0,0,0,0,0.0,528,212,,,0,2,-0.5,-1.0,0,Thierry,0.0,,,,,,23,,,,,,,,,,,,,,,,2.042585611343384,2.4133639335632324,2.706274509429932,3.4811999797821045,2.8979005813598637,3.218308210372925,,3.0654852390289307,2.88376784324646,1.8808579444885252,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,548,212,False,0.0,545,212,0,,2022-01-08T09:30:14.087883Z,40,0,0,,0,,491551.jpg,0.0,0,0,Small,0.0,False,,a,16,20,Southampton,0.0,493,199,0,110249,101,107781,572,,,,,0.0,6.703826308250427,0.0,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.81530523300171,0,2.2255613803863525
680,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,445896,,,0,0,0,0,0.0,619,241,,,0,3,-0.5,-1.0,0,Kgaogelo,0.0,,,,,,23,,,,,,,,,,,,,,,,2.0574212074279785,2.228026866912842,2.285531997680664,2.747286558151245,2.411668539047241,2.60952091217041,,2.519617080688477,2.4960591793060303,1.933822512626648,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,628,241,False,0.0,628,241,0,,,45,0,0,,0,,445896.jpg,0.0,0,0,Chauke,0.0,False,,a,16,20,Southampton,0.0,605,240,0,62,16,29,8,,,,,0.0,5.1957170433468285,0.0,Chauke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.38072669506073,0,2.0917718410491943
352,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,15749,,,0,0,0,0,0.0,572,61,,,0,1,0.0,0.0,0,Joe,0.0,,,,,,23,,,,,,,,,,,,,,,,3.341550350189209,3.488694190979004,6.528656959533691,3.672767877578736,3.376789093017578,3.359290838241577,,3.126425743103028,3.84212064743042,3.4919655323028564,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,584,76,False,0.0,582,76,0,Transferred to Celtic,2021-08-04T08:23:39.667120Z,45,0,0,,0,,15749.jpg,0.0,0,0,Hart,0.0,False,,u,17,6,Tottenham,0.0,550,53,0,0,0,1701,4,,,,,0.0,8.358612166510689,0.0,Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.613754749298096,0,3.385493516921997
353,80.94068139349653,4.047034069674827,0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3.0,0.0,0.0,0.0,,1.0,0.0,,,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383,,,27.44068139349654,8,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37915,,,0,0,-1,1,23.0,353,5,,,2,1,2.0,1.0,2,Hugo,1.5,4.282318026168141,4.173348259024867,3.944200339632373,4.519032922809183,20.0,23,,,,,,,,,,,,,,,,4.493201732635498,4.297759056091309,8.10421371459961,4.402975559234619,4.4084086418151855,4.294484615325928,,4.098385810852051,4.6679277420043945,4.457097053527832,,,,,,,24,0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.3,208,9,False,440.6,35,9,1800,,,54,0,0,,0,,37915.jpg,4.2,0,56,Lloris,8.6,False,,a,17,6,Tottenham,0.0,674,77,84,1108681,7322,906501,15160,0.7494507536434863,0.7930218566978038,0.8368579486683672,1.7415661725982923,0.3,8.768346397965042,15.6,Lloris,0.5,1.5,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.5,0.025,1.9,1.1999999999999993,0.5999999999999996,1.0999999999999996,0.0,0.3000000000000007,1.6000000000000014,0.0,0.0,1.5,0.1999999999999993,1.4,0.3999999999999986,0.1999999999999993,1.5,1.0,0.6000000000000001,2.4,1.9,0.8000000000000007,1.0999999999999996,0.4000000000000003,1.3000000000000007,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4715177646857693,6.59827447689054,2.204776847648809,4.195246544376106,5.331484334792319,,5.963272882726869,2.8075860719786205,,,2.892520640593719,5.27492301231193,7.986387855766425,4.681280184142561,7.27492301231193,1.8925206405937192,3.4715177646857693,4.495246544376106,1.36287181315765,3.5982744768905404,3.797315856468885,4.531484334792319,3.681280184142557,4.09012717213605,47.34907054901123,0,4.124616622924805
355,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,55605,,,0,0,0,0,0.0,659,238,,,0,2,0.0,0.0,0,Toby,0.0,,,,,,23,,,,,,,,,,,,,,,,2.6529688835144043,2.98536229133606,5.287836074829102,3.1811869144439697,2.8375649452209477,2.8297951221466064,,2.545382261276245,3.607510805130005,2.988633871078491,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,662,238,False,0.0,662,238,0,Transferred to Al-Duhail SC,2021-07-27T14:30:07.238332Z,50,0,0,,0,,55605.jpg,0.0,0,0,Alderweireld,0.0,False,,u,17,6,Tottenham,0.0,653,237,0,0,0,2248,11,,,,,0.0,6.35250210762024,0.0,Alderweireld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7625105381012,0,2.846269369125366
356,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,62974,,,0,0,0,0,0.0,690,284,,,0,3,0.0,0.0,0,Erik,0.0,,,,,,23,,,,,,,,,,,,,,,,2.355504512786865,2.4730515480041504,4.833724021911621,2.767399549484253,2.390743494033813,2.618379592895508,,2.385514497756958,2.9071552753448486,2.476322889328003,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,693,284,False,0.0,693,284,0,Transferred to Sevilla,2021-07-27T08:24:25.288357Z,60,0,0,,0,,62974.jpg,0.0,0,0,Lamela,0.0,False,,u,17,6,Tottenham,0.0,690,284,0,0,0,392,1,,,,,0.0,4.6012072165807085,0.0,Lamela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.607243299484253,0,2.3994479179382324
357,86.56199999999998,4.555894736842104,2,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,,0.0,0.0,0.0,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,199,100.0,100.0,0.0,6,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78830,,,0,0,-2,2,271.1,75,10,1.0,,3,4,7.0,6.0,2,Harry,6.5,5.958875,4.980916666666666,4.896588235294118,5.4542,19.0,23,,,,,,,,,,,,,,,,4.4198198318481445,4.250936031341553,8.015965461730957,4.534392833709717,4.4198198318481445,4.559018611907959,,4.175824165344238,4.912028789520264,4.428524017333984,,,,,,,24,5,,0.0,0.0,0.0,,0.0,0.0,,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,144.4,21,5,False,350.6,85,8,1611,,2021-08-13T14:30:15.738576Z,123,0,0,1.0,0,,78830.jpg,3.5,0,0,Kane,13.9,False,,a,17,6,Tottenham,826.0,7,3,66,2220203,89350,2119268,44710,0.3703979460847239,0.4844613821138211,0.44343089430894306,1.2990358167135034,0.5,3.895643358308125,5.4,Kane,3.3,9.9,,0.0,0.3,0.0,,0.4999999999999998,0.0,,,0.3000000000000002,0.0,0.1,0.1,0.0,0.5,0.0999999999999996,0.3,0.0,0.0,0.0,0.2999999999999999,0.8,0.0,8.9,12.2,0.6421052631578947,,1.1999999999999993,0.5999999999999996,1.0999999999999996,0.0,0.3000000000000007,1.6000000000000014,0.0,0.0,1.5,0.1999999999999993,1.4,0.3999999999999986,0.1999999999999993,1.5,1.0,0.6000000000000001,2.4,1.9,0.8000000000000007,1.0999999999999996,0.4000000000000003,1.3000000000000007,35.120000000000005,,0.1,0.0,0.6999999999999997,,0.6000000000000001,0.3999999999999999,,,2.0,0.5,0.3,1.0,0.2999999999999998,1.200000000000001,0.0999999999999996,0.1,0.0,0.0999999999999999,0.6000000000000001,0.5999999999999999,0.3,0.0,2.699999999999997,,2.4000000000000004,2.9000000000000004,4.799999999999999,,5.9,3.6,,,10.9,4.0,1.5,6.300000000000001,3.2,11.071000000000003,2.699999999999997,2.3000000000000003,2.0,2.4,4.4,5.299999999999999,9.371,2.0,47.91641330718994,3,4.2000837326049805
358,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,80226,,,0,0,-1,1,0.0,652,236,,,0,2,0.0,0.0,0,Serge,0.0,,,,,,23,,,,,,,,,,,,,,,,2.6529688835144043,2.98536229133606,5.287836074829102,3.1811869144439697,2.8375649452209477,2.8297951221466064,,2.545382261276245,3.607510805130005,2.988633871078491,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,656,236,False,0.0,656,236,0,Left the club by mutual consent,2021-08-31T22:00:09.650513Z,49,0,0,,0,,80226.jpg,0.0,0,0,Aurier,0.2,False,,u,17,6,Tottenham,0.0,643,233,0,7608,0,47467,71,,,,,0.0,6.482145007775754,0.0,Aurier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7625105381012,0,2.846269369125366
359,99.686144796118,5.863890870359883,5,0.0,0.0,0.0,0.0,,0.0,1.0,,,0.0,0.0,0.0,1.0,1.0,,,0.0,,0.0,0.0,2.0,0.0,0.0,11,2.0,0.0,0.0,0.0,,0.0,2.0,,,0.0,0.0,0.0,1.0,0.0,,,2.0,,0.0,0.0,2.0,2.0,0.0,348,100.0,0.0,5.831144796118014,8,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,85971,1.0,,0,0,6,-6,508.1,11,9,3.0,,3,3,0.5,0.0,0,Heung-Min,0.0,7.697771075169402,5.934203517575472,6.163294563487737,7.349927184063869,17.0,23,,,,,,,,,,,,,,,,5.166995525360107,5.261803150177002,9.840357780456545,5.242895126342773,5.082202911376953,5.3411054611206055,,5.082202911376953,5.99793004989624,5.261803150177002,,,,,,,17,8,1.0,0.0,0.0,0.0,,1.0,1.0,,,1.0,1.0,0.0,0.0,0.0,,,1.0,,0.0,1.0,0.0,1.0,0.0,160.5,11,9,True,446.8,33,13,1483,,2022-01-07T15:30:17.429862Z,106,0,0,3.0,0,,85971.jpg,6.4,0,0,Son,13.2,False,,a,17,6,Tottenham,646.0,14,8,108,4007892,58742,4679023,79888,0.5531972519207438,0.7262048184122077,0.6933893569871575,1.801079763654632,0.0,5.425211033731137,10.2,Son,3.5,10.5,0.1,0.0999999999999998,0.0,0.0,,0.0,0.8,,,0.6000000000000001,0.1,0.0,0.3999999999999999,0.3999999999999999,,,0.1,,0.0,0.2,0.0999999999999999,0.3,0.3,6.9,10.4,0.611764705882353,1.9,1.1999999999999993,0.5999999999999996,1.0999999999999996,0.0,0.3000000000000007,1.6000000000000014,0.0,0.0,1.5,0.1999999999999993,1.4,0.3999999999999986,0.1999999999999993,1.5,1.0,0.6000000000000001,2.4,1.9,0.8000000000000007,1.0999999999999996,0.4000000000000003,1.3000000000000007,34.5,0.2,0.3000000000000002,0.0,0.0,,0.7999999999999998,0.2999999999999998,,,0.9000000000000004,0.2000000000000001,0.2,0.5,1.0,,,0.1999999999999999,,0.3,0.2999999999999999,0.7,0.7000000000000002,0.1999999999999997,,5.449568619222635,4.101194211912203,2.5488116360940265,2.3328710836980795,,6.740818220681716,8.872896517994654,,,8.523130160148432,4.118730753077983,3.2465969639416064,8.14132004603564,9.789730753077984,,,5.848811636094026,,3.6495686192226353,4.549328964117221,9.67487108369808,9.07032004603564,4.172531793034011,57.50723695755005,0,5.229940891265869
360,22.503204418048963,3.7505340696748273,1,0.0,,0.0,,,,0.0,,,,,,0.0,,1.0,0.0,,,,,,,,0,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,,,,,,,48,100.0,100.0,8.232204418048962,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87835,,,0,0,-3,3,106.4,198,48,,,0,2,3.0,2.0,1,Matt,2.5,3.4356294411714425,2.948503552937154,2.948503552937154,4.247505921561923,6.0,23,,,,,,,,,,,,,,,,4.171410083770752,4.004549980163574,7.613693237304687,4.144606590270996,4.086616516113281,4.100281715393066,,3.779005289077759,4.420242786407471,4.182137489318848,,,,,,,3,0,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,0.0,,,,,,,,27.8,299,99,False,56.0,368,139,234,,2021-10-13T11:30:09.928583Z,47,0,0,,0,,87835.jpg,1.5,0,0,Doherty,0.3,False,,a,17,6,Tottenham,115.0,198,48,9,14089,458,55999,322,0.7979859722712398,0.7309849874832857,0.9037246641621113,1.7299923630253045,0.5,9.452850767906675,1.9,Doherty,0.3,0.8999999999999999,0.0,,0.0,,,,0.0,,,,,,0.1,,0.1999999999999999,0.0,,,,,,,,1.1,1.4000000000000001,0.23333333333333336,1.9,1.1999999999999993,0.5999999999999996,1.0999999999999996,0.0,0.3000000000000007,1.6000000000000014,0.0,0.0,1.5,0.1999999999999993,1.4,0.3999999999999986,0.1999999999999993,1.5,1.0,0.6000000000000001,2.4,1.9,0.8000000000000007,1.0999999999999996,0.4000000000000003,1.3000000000000007,6.6000000000000005,0.0,,0.0,,,,0.0,,,,,,0.7,,0.4000000000000001,0.0,,,,,,,,2.4715177646857693,1.0,,1.0,,,,1.0,,,,,,5.499999999999999,,4.771000000000001,2.4715177646857693,,,,,,,,44.42839860916138,0,3.9258549213409424
