id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week22,bonus_week23,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 31 prediction,gameweek 32 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 33 prediction
135,37.22748992527636,6.204581654212727,1,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,5,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,3.0,0.0,158,0.0,0.0,9.556489925276352,4,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,1.0,1.0,172850,5.0,,0,0,-4,4,161.0,153,36,,,2,2,0.0,0.0,0,Benjamin,0.0,,6.876605125924758,6.764221500009864,,6.0,23,,,,,,,,,,,,,,,,0.0,0.0,4.585580825805664,0.0,5.130773067474365,5.733571529388428,,5.733571529388428,4.765181064605713,4.61615800857544,,,,,,,2,3,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,54.0,177,52,False,175.6,234,89,540,Knee injury - Expected back 01 Sep,2021-11-23T23:30:11.606654Z,56,0,0,,0,,172850.jpg,9.0,0,0,Chilwell,3.2,False,,i,6,8,Chelsea,202.0,129,19,54,1605094,110,2351945,4639,1.107961009680844,,,2.621914291934192,0.0,6.349823049136571,9.6,Chilwell,0.9,2.7,,0.0,0.1999999999999999,0.3,,,,,,,,,,,,,,,,,0.4,0.0,0.0999999999999999,1.2,2.1,0.35000000000000003,,0.3000000000000007,1.0,0.4000000000000003,0.6999999999999993,1.0,1.700000000000001,1.3999999999999986,0.5,0.3000000000000007,0.6000000000000014,,0.8999999999999986,1.3000000000000007,1.3999999999999986,0.4000000000000021,,,,,1.3999999999999997,1.5,0.0999999999999996,7.199999999999999,,0.0,0.0999999999999999,0.5,,,,,,,,,,,,,,,,,0.5,0.0,0.0999999999999999,,,6.963272882726869,4.671517764685769,9.352280184142558,,,,,,,,,,,,,,,,,7.1863878557664265,5.89252064059372,6.519349672143838,35.559009075164795,0,4.994173049926758
136,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,173879,,,0,0,0,0,0.0,699,92,,,0,4,0.0,0.0,0,Tammy,0.0,,,,,,23,,,,,,,,,,,,,,,,0.0,0.0,2.694913387298584,0.0,2.890014410018921,3.3458855152130127,,3.3458855152130127,2.6792166233062744,2.694913387298584,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,699,92,False,0.0,699,92,0,Joined AS Roma on 17 August,2021-08-17T11:30:11.736405Z,65,0,0,,0,,173879.jpg,0.0,0,0,Abraham,0.1,False,,u,6,8,Chelsea,0.0,699,92,0,2438,0,42157,34,,,,,0.0,3.204551990215595,0.0,Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.829587936401367,0,3.1787590980529785
137,37.278244962638176,3.106520413553181,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,97,100.0,100.0,4.778244962638176,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176413,,,0,0,-1,1,116.0,186,112,,,0,3,0.0,1.5,0,Christian,1.0,3.073717296797005,2.880885306761458,2.880885306761458,2.6936275132025607,12.0,23,,,,,,,,,,,,,,,,0.0,0.0,3.501662015914917,0.0,3.8040053844451904,4.202210903167725,,4.202210903167725,3.722957849502564,3.5335240364074707,,,,,,,7,3,1.0,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,,,49.4,200,97,False,147.8,266,108,752,,2021-09-09T07:30:09.328572Z,79,0,0,,0,,176413.jpg,3.1,0,0,Pulisic,0.8,False,,a,6,8,Chelsea,230.0,108,59,37,117192,934,190222,8450,0.39323043209533937,0.3890781388350639,0.3409655080003241,1.1052503628293953,0.1,3.383291461799718,4.7,Pulisic,0.5,1.5,0.0,,0.0,0.0,0.2,0.0999999999999999,0.0,,0.1,0.0,0.0999999999999999,,0.0,0.0,0.0,,,,,,,,,2.4,2.9,0.24166666666666667,0.3,0.3000000000000007,1.0,0.4000000000000003,0.6999999999999993,1.0,1.700000000000001,1.3999999999999986,0.5,0.3000000000000007,0.6000000000000014,0.3,0.8999999999999986,1.3000000000000007,1.3999999999999986,0.4000000000000021,2.7,1.5,0.7000000000000002,1.7000000000000002,1.3999999999999997,1.5,0.0999999999999996,12.0,0.4,,0.0,0.7000000000000001,0.0,0.0,0.0999999999999998,,0.4000000000000001,0.3999999999999999,0.0,,0.0,0.3999999999999999,0.0,,,,,,,,,,4.740818220681718,,1.0,4.5,1.6,2.667879441171442,1.4999999999999991,,4.906530659712634,4.740818220681717,2.848811636094025,,2.4065696597406,3.272531793034012,2.246596963941607,,,,,,,,,26.728002548217773,1,3.761431455612183
138,98.3789286846168,4.684710889743657,7,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,1.0,8,0.0,,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,3.0,370,100.0,100.0,8.361928684616808,6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,184341,1.0,,-1,1,1,-1,575.5,3,2,2.0,,3,3,0.0,3.5,6,Mason,3.0,5.347333890840602,5.39424974089126,4.830558610145743,4.277366019769177,21.0,23,,,,,,,,,,,,,,,,0.0,0.0,4.400706768035889,0.0,4.989957332611084,5.198221206665039,,5.198221206665039,4.5521159172058105,4.711592674255371,,,,,,,13,7,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,3.0,170.5,9,7,False,527.8,12,5,1433,,2021-11-14T17:30:13.492597Z,76,0,0,2.0,0,,184341.jpg,5.0,0,0,Mount,20.3,False,,a,6,8,Chelsea,600.0,18,11,104,3390629,21842,3336115,230172,0.6164093275978497,0.7035965645842898,0.5628113183906812,1.6993232445703825,0.4,4.4446319027950905,13.7,Mount,4.2,12.6,0.0,,0.0,0.0,0.3999999999999999,0.2999999999999998,0.2000000000000001,0.0,0.1,0.1999999999999997,0.4000000000000003,0.8,0.1999999999999997,0.1,0.0999999999999996,0.1000000000000005,0.0999999999999999,,0.0,,0.7000000000000001,0.0,0.5,6.1,10.3,0.4904761904761905,0.3,0.3000000000000007,1.0,0.4000000000000003,0.6999999999999993,1.0,1.700000000000001,1.3999999999999986,0.5,0.3000000000000007,0.6000000000000014,0.3,0.8999999999999986,1.3000000000000007,1.3999999999999986,0.4000000000000021,2.7,1.5,0.7000000000000002,1.7000000000000002,1.3999999999999997,1.5,0.0999999999999996,30.02,0.2,,0.0,0.0999999999999996,-0.0999999999999996,0.7999999999999998,0.2000000000000001,0.2999999999999998,1.0,0.0999999999999996,0.4000000000000003,0.3,0.0999999999999996,0.3000000000000007,0.0,0.1999999999999993,0.3,,0.0999999999999999,,0.2,0.0,1.6,4.741320046035636,4.511818220681718,,1.0,3.1703200460356373,1.7000000000000015,10.038879441171442,7.553683524052735,2.746596963941606,7.906530659712633,3.8408182206817134,5.748811636094029,7.4118182206817185,3.277569659740597,4.072531793034017,3.5465969639416057,4.741320046035636,3.8672055127397496,,1.5,,4.1000000000000005,1.0,16.17583741803596,33.77920246124268,2,4.728387355804443
139,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,199598,,,0,0,0,0,0.0,587,228,,,0,2,0.0,0.0,0,Ethan,0.0,,,,,,23,,,,,,,,,,,,,,,,0.0,0.0,2.855257272720337,0.0,3.199715614318848,3.843631267547608,,3.843631267547608,2.988917827606201,2.855257272720337,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,596,228,False,0.0,595,229,0,Joined Venezia on a season-long loan - Expected back 01 Jul,2021-08-31T18:00:09.815232Z,45,0,0,,0,,199598.jpg,0.0,0,0,Ampadu,0.0,False,,u,6,8,Chelsea,0.0,569,223,0,1370,0,8011,19,,,,,0.0,5.120408111148411,0.0,Ampadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.041836500167847,0,3.455425977706909
140,52.45680620329773,3.4971204135531817,4,,0.0,0.0,0.0,0.0,,0.0,0.0,,,2.0,,0.0,0.0,0.0,1.0,,0.0,,,0.0,,1.0,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,163,100.0,100.0,5.972806203297721,6,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,209046,,,0,0,-2,2,326.9,54,38,,,0,3,0.0,3.5,6,Callum,3.0,3.169328329401696,3.8947282279606696,3.7147475614012913,3.917059661162374,15.0,23,,,,,,,,,,,,,,,,0.0,0.0,3.698042869567871,0.0,4.018611431121826,4.121948719024658,,4.121948719024658,3.840185403823853,3.969084262847901,,,,,,,8,1,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,1.0,82.7,82,53,False,175.4,235,93,958,,2021-12-17T00:30:15.111296Z,53,0,0,,0,,209046.jpg,3.3,0,0,Hudson-Odoi,0.4,False,,a,6,8,Chelsea,326.0,68,38,49,158689,977,152044,2297,0.6598340402930531,0.597986477245603,0.7390678605966743,1.5190520372476082,0.6,5.216731980161847,9.2,Hudson-Odoi,2.3,6.9,,0.0999999999999999,0.8,0.0,0.5,,0.0999999999999998,0.1,,,0.1,,0.0,0.0,0.1,0.0999999999999996,,0.0,,,0.1,,0.3,2.1,4.4,0.29333333333333333,,0.3000000000000007,1.0,0.4000000000000003,0.6999999999999993,1.0,1.700000000000001,1.3999999999999986,0.5,0.3000000000000007,0.6000000000000014,,0.8999999999999986,1.3000000000000007,1.3999999999999986,0.4000000000000021,,1.5,0.7000000000000002,1.7000000000000002,1.3999999999999997,1.5,0.0999999999999996,10.5,,0.0,0.5,0.0999999999999999,0.2999999999999999,,0.0,0.0,,,0.5,,0.1,0.0,0.0999999999999998,0.2000000000000001,,0.0,,,0.1,,0.1999999999999999,4.7413200460356375,,3.040818220681717,7.267879441171443,3.170320046035639,5.496585303791409,,1.2999999999999996,1.3000000000000005,,,7.890811636094027,,1.9065696597406,1.0,4.046596963941607,4.7413200460356375,,2.22313016014843,,,3.0465969639416066,,5.57583741803596,27.648679494857788,1,3.8788580894470215
141,53.51299328351757,3.3445620802198484,2,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,2,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,112,100.0,100.0,6.370993283517569,6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,219847,,,0,0,-7,7,100.6,210,126,,,0,3,0.0,0.8,0,Kai,0.3,3.351601639629412,3.912540369341313,3.3409675990778203,2.1362658965170063,16.0,23,,,,,,,,,,,,,,,,0.0,0.0,3.389457941055298,0.0,3.663195848464966,3.994269132614136,,3.994269132614136,3.57889175415039,3.389457941055298,,,,,,,8,2,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,69.2,115,66,False,162.2,249,100,940,,2021-12-23T19:30:12.094536Z,78,0,0,,0,,219847.jpg,3.1,0,0,Havertz,3.1,False,,a,6,8,Chelsea,432.0,46,26,50,798125,918,1496443,7691,0.42879001028459596,0.4296925179012067,0.2738802431432059,1.1975453263968503,0.0,3.276894245392237,6.4,Havertz,0.7,2.1,0.0,0.0,0.0,0.0,,0.7,0.0,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,3.1,3.8,0.2375,0.3,0.3000000000000007,1.0,0.4000000000000003,0.6999999999999993,1.0,1.700000000000001,1.3999999999999986,0.5,0.3000000000000007,0.6000000000000014,0.3,0.8999999999999986,1.3000000000000007,1.3999999999999986,0.4000000000000021,2.7,1.5,0.7000000000000002,1.7000000000000002,1.3999999999999997,1.5,0.0999999999999996,15.5,0.0,0.3999999999999999,0.5,0.1,,0.0,0.1999999999999997,0.6000000000000001,,,,0.5,,0.2000000000000001,0.0,,0.0999999999999999,0.0999999999999999,0.2,0.0,,0.0,0.2,,1.0,5.511818220681717,5.867879441171443,3.1703200460356395,,5.238879441171442,1.999999999999999,5.246596963941607,,,,5.240818220681718,,3.272531793034013,1.0,,2.5,2.72313016014843,3.4965853037914094,1.0,,1.0,3.90483741803596,25.55977511405945,0,3.5502333641052246
142,81.73897313407028,5.108685820879392,5,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,1.0,,,0.0,,0.0,0.0,16,0.0,3.0,3.0,3.0,0.0,,0.0,0.0,3.0,0.0,0.0,3.0,0.0,,,,0.0,,,0.0,,0.0,1.0,333,50.0,0.0,25.48397313407028,5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,225796,4.0,,0,0,7,-7,455.7,19,4,3.0,,4,2,0.0,0.0,0,Reece,0.0,4.062127336321812,5.857865976072322,5.110501979753503,1.7476232721880516,16.0,23,,,,,,,,,,,,,,,,0.0,0.0,3.9167802333831783,0.0,4.269959926605225,4.451619625091553,,4.451619625091553,3.965468883514404,3.982273817062378,,,,,,,10,4,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,,,0.0,,0.0,1.0,107.6,40,4,False,372.0,70,23,1115,Hamstring injury - 50% chance of playing,2021-12-29T23:30:19.627357Z,62,1,0,,0,,225796.jpg,5.7,1,0,James,13.0,False,,d,6,8,Chelsea,247.0,99,10,91,3978544,1705,3632393,109392,0.8239815840128052,0.655181828439002,0.2818747213206535,2.0516975983102284,0.0,4.657976588895244,14.7,James,3.4,10.2,0.0,0.3,0.5,0.2999999999999998,0.0,,0.1,0.2000000000000001,0.6000000000000001,0.0999999999999996,0.0,1.1,0.1,,,,0.0,,,0.0,,0.0,0.0999999999999998,1.7,5.1,0.31875,0.3,0.3000000000000007,1.0,0.4000000000000003,0.6999999999999993,1.0,1.700000000000001,1.3999999999999986,0.5,0.3000000000000007,0.6000000000000014,0.3,0.8999999999999986,1.3000000000000007,1.3999999999999986,0.4000000000000021,2.7,1.5,0.7000000000000002,1.7000000000000002,1.3999999999999997,1.5,0.0999999999999996,10.2,0.0,0.1,0.0999999999999999,0.2,0.0999999999999998,,0.0,0.1,0.3999999999999999,0.0,0.0,0.5,0.0,,,,0.0,,,0.0,,0.0,0.1999999999999999,,1.0,9.463272882726873,8.34251776468577,10.552280184142557,3.586341215165638,,1.030734096210938,2.186387855766428,12.397122638850531,5.263272882726868,2.1952465443761024,15.03427288272687,1.3000000000000005,,,,-1.229,,,1.0,,1.0,8.119349672143837,28.879454851150516,4,3.8417327404022217
143,82.85496641758785,4.1427483208793925,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,1.0,,0.0,0.0,1.0,0.0,360,75.0,0.0,31.85496641758785,8,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,228286,,,0,0,1,-1,0.0,695,82,,,0,1,0.0,0.0,0,Edouard,0.0,3.936210949214386,4.1701114855830586,4.218447796808504,3.970550785158184,20.0,23,,,,,,,,,,,,,,,,0.0,0.0,4.026087760925293,0.0,4.511919021606445,4.454017162322998,,4.454017162322998,4.106638431549072,4.266115188598633,,,,,,,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,40.6,234,13,False,408.2,48,12,1800,International Duty - 75% chance of playing,2022-01-01T17:00:18.799751Z,61,0,0,,0,,228286.jpg,4.2,0,55,Mendy,11.2,False,,d,6,8,Chelsea,0.0,695,82,83,1349393,1497,1519246,40212,0.6791390689966218,0.6452804834777682,0.6509099647800302,1.6773497660682906,0.0,4.911643872495557,13.6,Mendy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3000000000000007,1.0,0.4000000000000003,0.6999999999999993,1.0,1.700000000000001,1.3999999999999986,0.5,0.3000000000000007,0.6000000000000014,0.3,0.8999999999999986,1.3000000000000007,1.3999999999999986,0.4000000000000021,2.7,1.5,0.7000000000000002,1.7000000000000002,1.3999999999999997,1.5,0.0999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,4.963272882726871,4.963272882726869,3.4715177646857693,4.681280184142556,3.98634121516564,5.471517764685769,1.730734096210938,2.986387855766427,4.426122638850534,4.963272882726869,4.1952465443761024,6.963272882726871,4.626278638962399,3.0901271721360497,,,3.268822050958999,5.89252064059372,,2.7307340962109383,2.9863878557664263,5.89252064059372,5.619349672143839,29.9610276222229,2,4.142232894897461
501,12.778244962638176,4.259414987546059,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,2,,,,,,,,,,,,,,,0.0,0.0,,,,,,2.0,,81,,,4.778244962638176,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,,,,,1.0,0.0,204727,,,0,0,-1,1,5.4,409,154,,,0,2,0.0,3.2,6,Malang,2.7,3.833834019954489,3.833834019954489,4.186729560167566,3.833834019954489,3.0,23,,,,,,,,,,,,,,,,0.0,0.0,4.550468444824219,0.0,4.800898551940918,4.863521575927734,,4.863521575927734,4.631019592285156,4.7904953956604,,,,,,,1,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,8.3,402,144,False,77.4,345,133,270,,,49,0,0,,0,,204727.jpg,5.3,0,0,Sarr,0.1,False,,a,6,8,Chelsea,0.0,650,236,16,9457,819,10172,399,0.869268364805318,0.782415106113161,0.782415106113161,1.9242075515004682,0.6,6.766598467924156,3.3,Sarr,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,,0.3000000000000007,1.0,0.4000000000000003,0.6999999999999993,1.0,1.700000000000001,1.3999999999999986,0.5,0.3000000000000007,0.6000000000000014,,0.8999999999999986,1.3000000000000007,1.3999999999999986,0.4000000000000021,,,,,,1.5,0.0999999999999996,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,4.681280184142551,,,,,,,,,,,,,,,2.986387855766427,4.681280184142551,,,,,,4.89252064059372,,33.15633249282837,0,4.656407356262207
527,50.89847649231149,3.635605463736535,0,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,5,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,3.0,0.0,0.0,229,100.0,0.0,22.29847649231149,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,180736,,,0,0,-3,3,47.0,285,86,,,2,2,0.0,0.0,0,Trevoh,0.0,1.1150211953560083,2.3307886937320097,2.979043948378496,1.56337572404535,14.0,23,,,,,,,,,,,,,,,,0.0,0.0,3.829089403152466,0.0,4.199274063110352,4.320503234863281,,4.320503234863281,3.8777780532836914,4.00667667388916,,,,,,,7,2,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,1.0,0.0,0.0,35.8,254,80,False,244.2,169,69,907,,2022-01-06T12:00:17.462125Z,47,0,0,,0,,180736.jpg,4.1,0,0,Chalobah,1.9,False,,a,6,8,Chelsea,68.0,269,79,57,771274,545,765693,5573,0.773533077390752,0.237238552203406,0.3326331327756064,1.67697975018864,0.0,6.048173042053872,12.1,Chalobah,0.0,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.6,0.6,0.04285714285714286,0.3,0.3000000000000007,1.0,0.4000000000000003,0.6999999999999993,1.0,1.700000000000001,1.3999999999999986,0.5,0.3000000000000007,0.6000000000000014,0.3,0.8999999999999986,1.3000000000000007,1.3999999999999986,0.4000000000000021,2.7,1.5,0.7000000000000002,1.7000000000000002,1.3999999999999997,1.5,0.0999999999999996,3.6,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0999999999999999,0.0,,,0.0,0.0,,,0.5,0.0,0.0,,,,,4.681280184142556,3.98634121516564,1.0,,,1.0,0.0,1.0,,1.6,2.0901271721360497,,,1.0,2.892520640593719,,,8.986387855766427,2.892520640593719,5.619349672143839,28.4264132976532,1,3.872588634490967
