id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 31 prediction
462,33.57729457997945,3.052481325452677,4,0.0,0.0,0.0,,,,0.0,,0.0,,1.0,0.0,0.0,2.0,,,0.0,,,,1.0,2,0.0,2.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,120,100.0,100.0,3.193294579979451,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423649,,,0,0,-1,1,85.9,217,129,,,0,3,7.4,4.2,8,Enock,4.2,4.155083805638523,3.730951655013103,3.084761324010482,4.382205516062752,11.0,21,,,,,,,,,,,,,,5.201662063598633,2.669851064682007,0.0,3.181663751602173,3.048253297805786,2.9718592166900635,3.1651556491851807,2.4384987354278564,,2.400007724761963,,,,,,,8,1,0.0,1.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,33.2,246,117,False,140.6,252,102,635,,2021-11-08T10:30:14.589411Z,59,0,0,,0,,423649.jpg,3.2,0,0,Mwepu,0.1,False,,a,4,36,Brighton,109.0,190,105,35,12142,2102,17586,354,0.5173697161784198,0.7042514924811056,0.7427466976377546,1.2566866741512692,0.7,4.786797822532007,5.9,Mwepu,1.1,3.3000000000000003,0.0,0.0,0.0,,,,0.0,,0.2,,0.2,0.0,0.0,0.7000000000000001,,,0.0,,,,0.0,1.4,2.5,0.22727272727272727,1.1,1.200000000000001,0.1999999999999993,0.5999999999999996,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,0.7999999999999998,1.099999999999998,1.8000000000000007,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,7.0,0.0,0.4,0.0,,,,0.1999999999999999,,0.7999999999999999,,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,5.807298888221587,1.0,6.301194211912202,1.0,,,,3.246596963941606,,6.901194211912202,,3.8203289641172216,0.0,1.0,5.807298888221587,,,1.0,,,,1.771,28.242107152938843,1,3.1651556491851807
476,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,100.0,100.0,,0,,,,,,,,,,,,,,,,,,,,,,240514,,,0,0,0,0,0.0,583,66,,,0,1,-1.0,0.0,0,Kjell,0.0,,,,,,21,,,,,,,,,,,,,,5.84957218170166,3.162015676498413,0.0,3.8617095947265625,3.62080717086792,3.353083610534668,3.7273011207580566,2.6278209686279297,,2.689868211746216,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0.0,590,77,False,0.0,589,77,0,,2021-08-08T16:00:04.206498Z,45,0,0,,0,,240514.jpg,0.0,0,0,Scherpen,0.0,False,,a,4,36,Brighton,0.0,567,60,0,4095,69,4829,73,,,,,0.0,7.248773256937663,0.0,Scherpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.61947965621948,0,3.7273011207580566
500,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,93284,,,0,0,0,0,0.0,641,79,,,0,4,0.0,0.0,0,Florin,0.0,,,,,,21,,,,,,,,,,,,,,4.316123008728027,2.593104839324951,0.0,3.1087124347686768,2.807774066925049,2.540050745010376,2.994945526123047,1.9432964324951167,,2.0053439140319824,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0.0,645,78,False,0.0,645,78,0,Joined Cadiz on a season-long loan - Expected back 01 Jul,2021-08-23T23:00:15.913951Z,50,0,0,,0,,93284.jpg,0.0,0,0,Andone,0.0,False,,u,4,36,Brighton,0.0,636,78,0,3828,0,16294,16,,,,,0.0,5.060859298706055,0.0,Andone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.304296493530277,0,2.994945526123047
535,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,204676,,,0,0,0,0,0.0,568,70,,,0,4,0.0,0.0,0,Andi,0.0,,,,,,21,,,,,,,,,,,,,,4.316123008728027,2.593104839324951,0.0,3.1087124347686768,2.807774066925049,2.540050745010376,2.994945526123047,1.9432964324951167,,2.0053439140319824,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0.0,575,67,False,0.0,574,66,0,Joined Augsburg on a season-long loan - Expected back 01 Jul,2021-08-30T12:00:08.393270Z,45,0,0,,0,,204676.jpg,0.0,0,0,Zeqiri,0.3,False,,u,4,36,Brighton,0.0,550,65,0,77446,0,82799,352,,,,,0.0,5.6231769985622835,0.0,Zeqiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.304296493530277,0,2.994945526123047
536,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,442229,,,0,0,0,0,0.0,494,189,,,0,2,0.0,0.0,0,Michal,0.0,,,,,,21,,,,,,,,,,,,,,4.423501968383789,2.713197708129883,0.0,3.606457948684693,3.1690235137939453,2.8497519493103027,3.4926915168762207,1.8903318643569944,,1.9523802995681765,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0.0,511,189,False,0.0,508,189,0,Joined Olympiacos on a season-long loan - Expected back 01 Jul,2021-09-01T16:00:13.890461Z,40,0,0,,0,,442229.jpg,0.0,0,0,Karbownik,0.0,False,,u,4,36,Brighton,0.0,458,178,0,3903,0,5362,18,,,,,0.0,6.897507071495056,0.0,Karbownik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.590028285980225,0,3.4926915168762207
537,2.5805990145417184,1.2902995072708592,0,,,,,,,,,0.0,,,,,,0.0,,,,,,,0,,,,,,,,,0.0,,,,,,0.0,,,,,,,5,100.0,100.0,0.5805990145417184,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209045,,,0,0,0,0,12.8,369,180,,,0,3,-0.6,0.2,0,Taylor,0.2,1.0,1.0,1.0,1.0,2.0,21,,,,,,,,,,,,,,3.090090274810791,1.7372781038284302,0.0,2.2938389778137207,1.9395478963851929,1.770027995109558,2.017587184906006,1.4217973947525024,,1.4242048263549805,,,,,,,0,0,,,,,,,,,0.0,,,,,,0.0,,,,,,,2.5,433,189,False,4.6,443,189,23,,2021-10-28T16:30:11.764953Z,45,0,0,,0,,209045.jpg,1.0,0,0,Richards,0.0,False,,a,4,36,Brighton,8.0,378,183,2,4113,18,3863,38,0.28673322383796873,0.2222222222222222,0.2222222222222222,0.6082530209019237,0.0,3.9359910753038196,0.4,Richards,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,0.0,0.0,,1.200000000000001,0.1999999999999993,0.5999999999999996,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,,1.099999999999998,1.8000000000000007,1.6,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,17.711959838867188,0,2.017587184906006
538,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,486672,,,0,0,0,0,0.0,611,245,,,0,3,0.0,0.0,0,Moisés,0.0,,,,,,21,,,,,,,,,,,,,,4.205080986022949,2.527860641479492,0.0,2.9976706504821777,2.631243228912353,2.3635199069976807,2.7587780952453613,1.9432964324951167,,2.0053439140319824,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0.0,618,244,False,0.0,618,244,0,Joined Beerschot on a season-long loan - Expected back 01 Jul,2021-08-31T22:30:15.824881Z,45,0,0,,0,,486672.jpg,0.0,0,0,Caicedo,0.0,False,,u,4,36,Brighton,0.0,597,242,0,713,0,948,2,,,,,0.0,5.375904877980551,0.0,Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.19157195091248,0,2.7587780952453613
560,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,433589,,,0,0,0,0,0.0,490,186,,,0,2,-1.0,0.0,0,Haydon,0.0,,,,,,21,,,,,,,,,,,,,,4.423501968383789,2.713197708129883,0.0,3.606457948684693,3.1690235137939453,2.8497519493103027,3.4926915168762207,1.8903318643569944,,1.9523802995681765,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0.0,507,186,False,0.0,504,186,0,,,40,0,0,,0,,433589.jpg,0.0,0,0,Roberts,0.2,False,,a,4,36,Brighton,0.0,453,174,0,22504,108,17724,229,,,,,0.0,6.897507071495056,0.0,Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.590028285980225,0,3.4926915168762207
584,62.45016846533499,3.903135529083437,1,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,13,,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,,3.0,,3.0,0.0,,,0.0,0.0,3.0,0.0,0.0,312,,,18.579168465334988,6,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,179268,,,1,-1,1,-1,335.0,37,8,,,1,2,9.0,5.0,1,Marc,5.0,4.513930674652298,4.360375186299785,4.115746676461307,4.76644314794909,16.0,21,,,,,,,,,,,,,,6.529820442199707,3.758660554885864,0.0,4.283077239990234,4.096153736114502,4.0186381340026855,4.409803867340088,2.7875618934631348,,2.47175931930542,,,,,,,15,0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,68.2,95,15,False,279.4,115,46,1379,,,51,0,0,,0,,179268.jpg,4.1,0,0,Cucurella,2.6,False,,a,4,36,Brighton,67.0,256,73,65,339969,29820,145682,7590,0.7653206919771446,0.8850844460102545,0.9345966956762922,1.7283374624183538,1.0,7.208878246008183,12.7,Cucurella,1.3,3.9,,0.3,0.0999999999999999,0.0,0.0,0.0,0.2999999999999999,,0.0,,0.0,,0.1,0.0,,,0.2,-0.1,0.1999999999999999,0.1,0.0999999999999999,0.2,1.5,0.09375,,1.200000000000001,0.1999999999999993,0.5999999999999996,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,,1.099999999999998,1.8000000000000007,,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,1.2000000000000002,,0.0,0.1,0.0,0.1,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.6611955528863458,,3.104776847648808,6.17492301231193,3.1952465443761064,7.071517764685769,2.892520640593719,3.886387855766424,,3.204776847648809,,6.797315856468885,,7.402484334792321,1.6611955528863458,,,3.2611955528863463,1.7901271721360503,8.281280184142556,2.631484334792318,0.3809676457832176,36.76527905464173,3,4.409803867340088
595,1.4,1.4,0,,,,,0.0,,,,,,,,,,,,,,,,,0,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,,0.0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,106757,,,-1,1,-1,1,1.1,414,58,,,0,4,0.0,0.0,0,Jürgen,0.0,1.4,1.4,1.4,,1.0,21,,,,,,,,,,,,,,3.163182258605957,1.7704182863235474,0.0,2.333790779113769,2.0449893474578857,1.875469207763672,2.1826648712158203,1.4549375772476196,,1.4573450088500977,,,,,,,0,0,,,,,0.0,,,,,,,,,,,,,,,,,0.1,466,62,False,0.0,543,62,22,Transferred to VFL Bochum - Unknown return date,2022-01-06T09:00:16.237604Z,44,0,0,,0,,106757.jpg,1.0,0,0,Locadia,1.9,False,,n,4,36,Brighton,3.0,392,61,1,309604,10304,164937,10242,0.3181818181818181,0.3181818181818181,,0.6674238124719145,0.0,4.196695956316861,0.2,Locadia,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.1,0.1,0.1,,,,,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,,1.099999999999998,1.8000000000000007,,,,,,,,0.4,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,18.46546220779419,0,2.1826648712158203
612,2.5805990145417184,1.2902995072708592,0,,,,,0.0,0.0,,,,,,,,,,,,,,,,0,,,,,0.0,0.0,,,,,,,,,,,,,,,,8,0.0,0.0,0.5805990145417184,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,441192,,,0,0,0,0,0.6,425,199,,,0,3,0.0,0.0,0,Jeremy,0.0,1.0,1.0,1.0,,2.0,21,,,,,,,,,,,,,,3.436556816101074,1.939815640449524,0.0,2.4963767528533936,2.1420860290527344,1.9725652933120728,2.2201249599456787,1.5657262802124023,,1.5681337118148804,,,,,,,1,0,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.6,458,198,False,2.4,454,196,20,Hamstring injury - Expected back 03 May,2021-12-02T00:00:16.591459Z,45,0,0,,0,,441192.jpg,1.0,0,0,Sarmiento,0.0,False,,i,4,36,Brighton,2.0,401,190,2,1258,5,1177,5,0.28673322383796873,0.2222222222222222,,0.6082530209019237,0.0,4.347002320819431,0.4,Sarmiento,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,,1.099999999999998,1.8000000000000007,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,19.56151044368744,0,2.2201249599456787
653,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,448496,,,0,0,0,0,0.0,497,190,,,0,2,-1.0,0.0,0,Ed,0.0,,,,,,21,,,,,,,,,,,,,,4.423501968383789,2.713197708129883,0.0,3.606457948684693,3.1690235137939453,2.8497519493103027,3.4926915168762207,1.8903318643569944,,1.9523802995681765,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0.0,514,190,False,0.0,511,190,0,,,40,0,0,,0,,448496.jpg,0.0,0,0,Turns,0.0,False,,a,4,36,Brighton,0.0,461,179,0,619,188,337,173,,,,,0.0,6.897507071495056,0.0,Turns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.590028285980225,0,3.4926915168762207
654,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,433138,,,0,0,0,0,0.0,594,233,,,0,3,-1.0,0.0,0,Marc,0.0,,,,,,21,,,,,,,,,,,,,,4.205080986022949,2.527860641479492,0.0,2.9976706504821777,2.631243228912353,2.3635199069976807,2.7587780952453613,1.9432964324951167,,2.0053439140319824,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0.0,601,232,False,0.0,600,232,0,,,45,0,0,,0,,433138.jpg,0.0,0,0,Leonard,0.0,False,,a,4,36,Brighton,0.0,579,229,0,213,32,104,12,,,,,0.0,5.375904877980551,0.0,Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.19157195091248,0,2.7587780952453613
655,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,487117,,,0,0,0,0,0.0,612,77,,,0,4,-1.0,0.0,0,Evan,0.0,,,,,,21,,,,,,,,,,,,,,4.316123008728027,2.593104839324951,0.0,3.1087124347686768,2.807774066925049,2.540050745010376,2.994945526123047,1.9432964324951167,,2.0053439140319824,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0.0,619,75,False,0.0,619,75,0,,,45,0,0,,0,,487117.jpg,0.0,0,0,Ferguson,0.0,False,,a,4,36,Brighton,0.0,598,75,0,3903,465,1608,419,,,,,0.0,5.6231769985622835,0.0,Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.304296493530277,0,2.994945526123047
98,43.57253498001692,2.7232834362510574,2,0.0,0.0,0.0,2.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,2.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216,100.0,100.0,14.030534980016917,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17761,,,0,0,-1,1,26.6,333,113,,,0,2,4.1,1.8,0,James,2.3,3.367499294864716,3.10657615813106,2.836628588534531,1.4744636024625353,16.0,21,,,,,,,,,,,,,,5.621524810791016,2.200079679489136,2.394014358520508,1.892465591430664,2.8331918716430664,2.476069688796997,1.892465591430664,2.8331918716430664,,2.7315902709960938,,,,,,,27,1,1.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.8,102,20,False,443.0,22,5,1440,,2021-11-28T22:30:17.057666Z,49,0,0,,0,,17761.jpg,2.4,0,0,Tarkowski,0.9,False,,a,5,90,Burnley,187.0,126,19,39,90574,1427,142097,1133,0.5557721298471545,0.6872447540540236,0.3009109392780684,1.2302540532518995,0.5,5.428160112731311,8.0,Tarkowski,0.2,0.6000000000000001,0.0,0.0,0.0,0.2,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.5999999999999999,0.09999999999999999,1.2,0.5999999999999996,2.299999999999999,1.8000000000000007,0.1000000000000014,0.6999999999999993,1.3000000000000007,0.5999999999999979,0.0,0.0,0.0,3.0,2.0,1.6000000000000014,1.5,1.2999999999999998,1.1999999999999993,2.6000000000000014,0.5,1.8999999999999984,1.6000000000000014,8.399999999999999,0.4,0.3,0.0,0.0,,,0.1999999999999999,0.1,,,,0.1999999999999999,0.1999999999999999,-0.1,0.0,0.0,0.0999999999999999,0.0,0.0,0.0,0.0,0.20758607197862,3.604776847648809,5.995246544376107,1.4010353748912154,4.803195552886345,,,4.290127172136049,4.795246544376111,,,,2.3991482734714555,2.7413411329464505,0.20758607197862,2.892520640593719,2.0901271721360506,3.804776847648809,0.2970943128573351,3.4261226388505337,1.598274476890541,1.8075860719786203,26.597984552383423,6,1.723390817642212
99,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,100.0,100.0,,0,,,,,,,,,,,,,,,,,,,,,,17997,,,0,0,-1,1,0.0,448,168,,,0,2,-0.5,-0.5,0,Phil,0.0,,,,,,21,,,,,,,,,,,,,,6.15277910232544,2.267910957336426,2.46161150932312,1.8407669067382808,2.757328510284424,2.494509696960449,1.8407669067382808,2.757328510284424,,2.688983917236328,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0.0,469,168,False,0.0,466,168,0,,2021-12-02T23:30:10.432940Z,39,0,0,,0,,17997.jpg,0.0,0,0,Bardsley,0.6,False,,a,5,90,Burnley,0.0,410,155,0,36520,424,62422,578,,,,,0.0,6.950041116812289,0.0,Bardsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.10516035556793,0,1.8431743383407595
100,7.507633745004229,1.8769084362510573,0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,0.0,,0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,0.0,,18,,,3.507633745004229,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39487,,,0,0,-3,3,2.5,402,146,,,0,2,0.1,-0.2,0,Erik,0.3,1.0,1.1994248256301805,1.149568619222635,1.0,4.0,21,,,,,,,,,,,,,,4.569669723510742,1.629782795906067,1.867967247962952,1.449394941329956,2.1296069622039795,1.866787314414978,1.449394941329956,2.1296069622039795,,2.1209025382995605,,,,,,,2,0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,0.0,,2.7,429,156,False,20.8,410,152,109,,,42,0,0,,0,,39487.jpg,1.0,0,0,Pieters,0.1,False,,a,5,90,Burnley,4.0,386,143,4,3335,56,12733,79,0.44688296101215647,0.23809523809523808,0.23809523809523808,0.915837539927562,0.1,4.920218076024736,1.0,Pieters,0.0,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,,0.5999999999999996,2.299999999999999,1.8000000000000007,0.1000000000000014,0.6999999999999993,1.3000000000000007,0.5999999999999979,0.0,0.0,0.0,3.0,2.0,1.6000000000000014,1.5,1.2999999999999998,1.1999999999999993,2.6000000000000014,0.5,1.8999999999999984,1.6000000000000014,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,1.598274476890541,,20.66491591930389,0,1.4518024921417236
