id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week24,assists_week25,assists_week26,assists_week27,assists_week28,assists_week29,assists_week3,assists_week30,assists_week31,assists_week32,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week22,bonus_week23,bonus_week24,bonus_week25,bonus_week26,bonus_week27,bonus_week28,bonus_week29,bonus_week3,bonus_week30,bonus_week31,bonus_week32,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week24,cleansheet_week25,cleansheet_week26,cleansheet_week27,cleansheet_week28,cleansheet_week29,cleansheet_week3,cleansheet_week30,cleansheet_week31,cleansheet_week32,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 31 prediction,gameweek 32 prediction,gameweek 33 prediction,gameweek 34 prediction,gameweek 35 prediction,gameweek 36 prediction,gameweek 37 prediction,gameweek 38 prediction,gameweek 39 prediction,gameweek 4 prediction,gameweek 40 prediction,gameweek 41 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week24,goals_week25,goals_week26,goals_week27,goals_week28,goals_week29,goals_week3,goals_week30,goals_week31,goals_week32,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week24,xA_week25,xA_week26,xA_week27,xA_week28,xA_week29,xA_week3,xA_week30,xA_week31,xA_week32,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week24,xGA_week25,xGA_week26,xGA_week27,xGA_week28,xGA_week29,xGA_week3,xGA_week30,xGA_week31,xGA_week32,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week24,xG_week25,xG_week26,xG_week27,xG_week28,xG_week29,xG_week3,xG_week30,xG_week31,xG_week32,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 24,xPoints week 25,xPoints week 26,xPoints week 27,xPoints week 28,xPoints week 29,xPoints week 3,xPoints week 30,xPoints week 31,xPoints week 32,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 42 prediction
577,27.312999999999995,1.9509285714285711,3,,,,0.0,,,,0.0,0.0,1.0,,,,1.0,,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,0.0,1.0,3,,,,0.0,,,,2.0,0.0,0.0,,,,0.0,,0.0,,,0.0,,0.0,1.0,,,0.0,,,,,,0.0,0.0,99,100.0,75.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,462635,,,0,0,1,-1,62.8,310,46,,,0,4,0.0,0.6,0,Joe,0.3,2.14,2.134571428571429,2.1824444444444446,2.5333333333333337,14.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.4873337745666504,2.0949783325195312,4.695590019226074,2.4142603874206543,2.4256532192230225,0.0,,0.0,0.0,,,,,,19,2,,,,0.0,,,,1.0,0.0,0.0,,,,0.0,,0.0,,,0.0,,0.0,1.0,,,0.0,,,,,,0.0,0.0,48.6,266,41,False,116.2,353,43,489,,2022-04-04T23:00:15.345681Z,46,0,0,,0,,462635.jpg,2.3,0,0,Gelhardt,3.3,False,,a,10,2,Leeds United,309.0,118,39,32,751009,15925,475111,13301,0.4241149068322981,0.4652173913043479,0.5507246376811595,0.9096251366952746,0.1,3.0690903767295508,7.0,Gelhardt,0.4,1.2000000000000002,,,,0.0,,,,0.1,0.0,0.0,,,,0.1,,0.0,,,0.0999999999999999,,0.0,0.0,,,0.0,,,,,,0.0,0.0,2.2,2.6,0.18571428571428572,,0.9000000000000004,1.0,1.8999999999999984,2.0,1.1000000000000014,1.0,2.8000000000000007,3.5,3.2,0.0,,0.0,1.0,2.0,1.3999999999999986,1.7000000000000028,2.1000000000000014,7.699999999999996,2.3000000000000043,1.7999999999999972,1.2000000000000028,,0.7999999999999972,1.7999999999999972,1.1000000000000014,,,,,2.2,0.9000000000000004,8.8,,,,0.4,,,,0.0999999999999999,0.0,0.0,,,,0.1,,0.0,,,0.1999999999999999,,0.0999999999999998,0.8000000000000003,,,0.0,,,,,,0.0,0.5,,,,,2.6,,,,3.7,1.0,1.771,,,,2.471,,1.0,,,2.1,,1.3999999999999997,5.200000000000001,,,1.0,,,,,,1.0,3.771,14.117815732955933,4,0.0
600,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469249,,,0,0,-1,1,0.0,598,233,,,0,3,0.0,0.2,0,Nohan,-0.3,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.3389036655426025,1.9212570190429688,4.055288791656494,2.2394824028015137,2.2772231101989746,0.0,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,610,234,False,0.0,607,233,0,,,44,0,0,,0,,469249.jpg,0.0,0,0,Kenneh,0.0,False,,a,10,2,Leeds United,0.0,576,230,-1,3143,96,2563,66,,,,,-0.1,2.9163988611914893,-0.2,Kenneh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.832154989242554,1,0.0
601,1.1637564526085644,1.1637564526085644,0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,0.1637564526085645,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,473342,,,0,0,-2,2,0.1,486,223,,,0,3,0.0,0.5,0,Stuart,0.0,,,,,1.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.718912124633789,1.4328982830047607,2.8975472450256348,1.679131031036377,1.6572315692901611,0.0,,0.0,0.0,,,,,,0,0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,598,223,False,0.0,594,222,3,,,43,0,0,,0,,473342.jpg,1.0,0,0,McKinstry,0.4,False,,a,10,2,Leeds United,0.0,556,216,1,77899,96,54859,664,0.27064103549036383,,,0.5612131960249815,0.0,2.182725640230401,0.2,McKinstry,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,1.8999999999999984,2.0,1.1000000000000014,1.0,2.8000000000000007,3.5,3.2,0.0,,0.0,1.0,2.0,1.3999999999999986,1.7000000000000028,2.1000000000000014,7.699999999999996,2.3000000000000043,1.7999999999999972,1.2000000000000028,,0.7999999999999972,1.7999999999999972,1.1000000000000014,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.385720252990724,0,0.0
608,3.310051620868516,1.655025810434258,0,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,29,100.0,100.0,1.310051620868516,0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,477547,,,0,0,0,0,12.8,414,154,,,0,2,0.0,0.5,0,Leo Fuhr,0.0,1.489825713011927,1.515583422979189,1.515583422979189,,2.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.489351987838745,1.8343480825424197,3.82146954536438,2.4395744800567627,2.427671432495117,0.0,,0.0,0.0,,,,,,5,0,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,6.1,440,160,False,45.6,415,159,148,,2022-02-18T10:00:16.983282Z,40,0,0,,0,,477547.jpg,1.0,0,0,Hjelde,0.0,False,,a,10,2,Leeds United,2.0,438,167,2,3263,26,3163,29,0.4137564526085645,0.37245642825298175,,0.827512905217129,0.0,3.253103882074356,0.5,Hjelde,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,2.0,1.3999999999999986,1.7000000000000028,2.1000000000000014,7.699999999999996,2.3000000000000043,1.7999999999999972,1.2000000000000028,,0.7999999999999972,1.7999999999999972,1.1000000000000014,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5413411329464508,,,1.489825713011927,,,,,,,,,,,,,,,13.012415528297424,0,0.0
624,1.1637564526085644,1.1637564526085644,0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2,100.0,50.0,0.1637564526085645,0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,450529,,,0,0,0,0,1.8,452,212,,,0,3,0.0,0.2,0,Lewis,0.0,,1.0,1.0,,1.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.718912124633789,1.4328982830047607,2.8975472450256348,1.679131031036377,1.6572315692901611,0.0,,0.0,0.0,,,,,,2,0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.7,499,217,False,4.8,484,209,42,,2022-03-17T11:00:15.318982Z,45,0,0,,0,,450529.jpg,1.0,0,0,Bate,0.0,False,,a,10,2,Leeds United,0.0,638,259,1,131324,5,128961,23,0.25861254502412545,,,0.5486000528594113,0.0,2.0857156117757167,0.2,Bate,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,2.0,1.3999999999999986,1.7000000000000028,2.1000000000000014,7.699999999999996,2.3000000000000043,1.7999999999999972,1.2000000000000028,,0.7999999999999972,1.7999999999999972,1.1000000000000014,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,9.385720252990724,0,0.0
631,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492374,,,0,0,0,0,0.0,672,274,,,0,3,0.0,0.5,0,Jack,0.0,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.3389036655426025,1.9212570190429688,4.055288791656494,2.2394824028015137,2.2772231101989746,0.0,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,675,273,False,0.0,675,273,0,,,45,0,0,,0,,492374.jpg,0.0,0,0,Jenkins,0.0,False,,a,10,2,Leeds United,0.0,657,273,0,841,13,722,8,,,,,0.0,2.8515899976094565,0.0,Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.832154989242554,0,0.0
657,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513852,,,0,0,0,0,0.0,565,226,,,0,2,0.0,0.5,0,Kris,0.0,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.75964617729187,1.8682924509048464,4.13611364364624,2.650228500366211,2.697965621948242,0.0,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,584,226,False,0.0,580,226,0,,,40,0,0,,0,,513852.jpg,0.0,0,0,Moore,0.0,False,,a,10,2,Leeds United,0.0,531,219,0,22078,64,21542,46,,,,,0.0,3.5280615985393524,0.0,Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.11224639415741,0,0.0
658,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547701,,,0,0,0,0,0.0,680,282,,,0,3,0.0,0.5,0,Archie,0.0,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.3389036655426025,1.9212570190429688,4.055288791656494,2.2394824028015137,2.2772231101989746,0.0,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,683,281,False,0.0,683,281,0,,,45,0,0,,0,,547701.jpg,0.0,0,0,Gray,0.0,False,,a,10,2,Leeds United,0.0,666,281,0,1334,44,819,29,,,,,0.0,2.8515899976094565,0.0,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.832154989242554,0,0.0
221,38.49661788867105,1.9248308944335524,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,,0.0,1.0,0.0,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,,0.0,1.0,0.0,147,100.0,100.0,7.525617888671052,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15157,4.0,,0,0,-1,1,194.4,171,105,,,0,3,0.8,0.3,0,James,0.3,1.0,1.3109414960435253,1.3872943306956835,1.0,20.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,1.7314317226409912,1.893215298652649,2.147169351577759,3.210118770599365,1.7677545547485352,2.076852321624756,0.0,,0.0,0.0,,,,,,5,0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,43.3,284,129,False,175.8,294,124,628,,2021-10-24T22:30:12.756359Z,49,0,0,1.0,0,,15157.jpg,1.6,0,0,Milner,0.1,False,,a,11,14,Liverpool,63.0,320,161,31,11896,14,17409,42,0.3928226315170515,0.2040816326530612,0.2040816326530612,0.869549962438449,0.1,2.617661636702868,6.3,Milner,1.4,4.199999999999999,0.0,,,,0.9,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0999999999999998,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,,0.2,,0.0,0.2,0.0,0.2,1.5999999999999999,0.07999999999999999,1.4,1.0999999999999996,1.0,0.3000000000000007,1.0999999999999996,0.5999999999999996,0.200000000000001,0.2999999999999989,0.4000000000000003,3.299999999999999,0.0,0.7000000000000002,0.6000000000000014,1.3000000000000007,0.5,2.2,0.3000000000000007,0.8000000000000007,0.7999999999999972,0.0,1.6000000000000014,1.1000000000000014,0.7999999999999998,0.0,0.5,2.2,1.3000000000000005,0.8999999999999995,1.9000000000000004,1.0999999999999996,0.5,1.5,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.1,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,,0.0,0.1,0.0,,1.2465969639416064,,,,3.7,1.0,1.0,1.0,1.0,2.53688316740124,,,1.0,2.2725317930340125,1.2999999999999996,1.0,,1.0,1.0,,1.0,1.0,,,1.0,,,3.0065696597406,,1.3328710836980795,5.477530659712634,1.0,12.826542019844055,2,0.0
222,90.19086504413949,3.221102323004981,5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,417,100.0,100.0,10.535865044139474,12,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,56979,,,0,0,-1,1,565.3,23,16,,,2,3,3.2,2.7,2,Jordan,2.7,3.607747648892466,3.318210763108793,3.4576439580450247,3.1630253549419254,28.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,3.358004570007324,3.805310487747192,4.028231143951416,6.194775581359863,3.2903547286987305,4.09568977355957,0.0,,0.0,0.0,,,,,,20,2,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.1,73,48,False,427.4,113,42,2167,,2022-02-10T23:30:16.889257Z,49,0,0,,0,,56979.jpg,3.4,0,0,Henderson,1.8,False,,a,11,14,Liverpool,221.0,166,92,95,473241,2250,421979,3945,0.6573678210214247,0.7362750303862174,0.6455153785595765,1.4551457024507317,0.6,5.055584956188591,19.4,Henderson,3.6,10.8,,0.0999999999999998,0.3,0.0,0.1999999999999999,0.3000000000000002,0.0,0.0999999999999996,0.0,,,0.0,0.0,0.0,0.0,0.1,,0.0,0.8999999999999999,,0.1,0.0,0.0,,0.2000000000000001,0.0,0.1,0.4,0.4,0.0,0.0,0.4,1.4,5.0,0.17857142857142858,,1.0999999999999996,1.0,0.3000000000000007,1.0999999999999996,0.5999999999999996,0.200000000000001,0.2999999999999989,0.4000000000000003,3.299999999999999,0.0,0.7000000000000002,0.6000000000000014,1.3000000000000007,0.5,2.2,0.3000000000000007,0.8000000000000007,0.7999999999999972,0.0,1.6000000000000014,1.1000000000000014,0.7999999999999998,0.0,0.5,2.2,1.3000000000000005,0.8999999999999995,1.9000000000000004,1.0999999999999996,0.5,1.5,7.0,,0.0999999999999999,0.0,0.0,0.1,0.0,0.0,0.0,0.0999999999999999,,,0.0,0.0999999999999999,0.0,0.0,0.3,,0.0,0.0,,0.0,0.0999999999999998,0.3,,0.0,0.0,0.1,0.0999999999999999,0.0,0.0,0.0,0.0999999999999999,2.110803158362334,,6.132871083698079,3.2678794411714422,1.0,3.43287108369808,7.219811636094027,2.818730753077981,3.0408182206817176,2.170320046035639,,,2.4965853037914094,3.0488116360940256,2.2725317930340125,2.606530659712633,3.9108031583623344,,0.0,8.691328964117222,,2.5018965179946555,4.832871083698079,3.9493289641172216,,3.2065306597126337,2.110803158362334,1.8000000000000005,3.1065696597405994,6.120568619222635,2.3328710836980795,2.606530659712633,4.69413016014843,24.772366285324097,3,0.0
223,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100.0,100.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60706,,,0,0,-2,2,0.0,579,56,,,0,1,0.5,0.0,0,Adrián,0.0,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,2.49591326713562,2.8018128871917725,3.2182648181915283,4.764688968658447,2.791724920272827,2.985450267791748,0.0,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,596,75,False,0.0,592,75,0,,2021-12-15T13:30:15.854764Z,43,0,0,,0,,60706.jpg,0.0,0,0,San Miguel del Castillo,0.2,False,,a,11,14,Liverpool,0.0,549,44,0,8603,29,19747,61,,,,,0.0,4.432059332381847,0.0,Adrián,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.057855129241943,0,0.0
224,106.57008944335529,4.262803577734211,2,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,9,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,,,4.0,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,583,100.0,100.0,37.62808944335527,14,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,60914,,,0,0,0,0,148.6,208,54,,,3,2,5.5,5.0,1,Joel,5.0,6.020562405172309,5.491283868903777,5.466254379471088,6.257273202364061,25.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,3.666940927505493,3.976100444793701,4.266337871551514,6.5317888259887695,3.7196686267852783,4.345957279205322,0.0,,0.0,0.0,,,,,,18,1,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,102.5,105,18,False,511.8,78,30,2250,,2022-03-04T13:30:11.733855Z,50,0,0,,0,,60914.jpg,4.8,0,0,Matip,5.2,False,,a,11,14,Liverpool,363.0,97,7,121,1014000,38719,672668,9497,0.8525607155468421,1.204112481034462,1.2514546404728122,1.9063837149086007,1.0,5.301358795166016,24.2,Matip,0.8,2.4000000000000004,0.0,,0.0,0.0,,0.0,0.0,0.1,0.0,0.0,,0.0,0.0,,0.0,0.0999999999999999,0.5,0.0,0.0,,,0.2,0.0,,0.0,0.0,0.0,,0.0,0.1,0.0,,2.0,2.8,0.11199999999999999,1.4,1.0999999999999996,1.0,0.3000000000000007,1.0999999999999996,0.5999999999999996,0.200000000000001,0.2999999999999989,0.4000000000000003,3.299999999999999,0.0,0.7000000000000002,0.6000000000000014,1.3000000000000007,0.5,2.2,0.3000000000000007,0.8000000000000007,0.7999999999999972,0.0,1.6000000000000014,1.1000000000000014,0.7999999999999998,0.0,0.5,2.2,1.3000000000000005,0.8999999999999995,1.9000000000000004,1.0999999999999996,0.5,1.5,12.0,0.1,,0.0,0.0,,0.0999999999999999,0.0,0.0,0.1,0.0,,0.6,0.1999999999999999,,0.3,0.0,0.1,0.0,0.1999999999999999,,,0.0999999999999998,0.4000000000000001,,0.1,0.0,0.0,,0.0,0.0,0.0,,1.4432126334493358,3.586387855766425,,2.4715177646857693,4.963272882726869,,4.795246544376106,5.274923012311923,6.263272882726874,5.281280184142557,2.1475326696049604,,7.586341215165637,4.395246544376102,,6.226122638850534,2.743212633449336,9.834272882726872,3.797315856468885,6.997315856468891,,,11.302484334792316,6.197315856468887,,6.026122638850534,1.4432126334493358,3.09012717213605,,1.59827447689054,2.6314843347923187,4.426122638850534,,26.50679397583008,1,0.0
