id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week24,assists_week25,assists_week26,assists_week27,assists_week28,assists_week29,assists_week3,assists_week30,assists_week31,assists_week32,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week22,bonus_week23,bonus_week24,bonus_week25,bonus_week26,bonus_week27,bonus_week28,bonus_week29,bonus_week3,bonus_week30,bonus_week31,bonus_week32,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week24,cleansheet_week25,cleansheet_week26,cleansheet_week27,cleansheet_week28,cleansheet_week29,cleansheet_week3,cleansheet_week30,cleansheet_week31,cleansheet_week32,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 31 prediction,gameweek 32 prediction,gameweek 33 prediction,gameweek 34 prediction,gameweek 35 prediction,gameweek 36 prediction,gameweek 37 prediction,gameweek 38 prediction,gameweek 39 prediction,gameweek 4 prediction,gameweek 40 prediction,gameweek 41 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week24,goals_week25,goals_week26,goals_week27,goals_week28,goals_week29,goals_week3,goals_week30,goals_week31,goals_week32,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week24,xA_week25,xA_week26,xA_week27,xA_week28,xA_week29,xA_week3,xA_week30,xA_week31,xA_week32,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week24,xGA_week25,xGA_week26,xGA_week27,xGA_week28,xGA_week29,xGA_week3,xGA_week30,xGA_week31,xGA_week32,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week24,xG_week25,xG_week26,xG_week27,xG_week28,xG_week29,xG_week3,xG_week30,xG_week31,xG_week32,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 24,xPoints week 25,xPoints week 26,xPoints week 27,xPoints week 28,xPoints week 29,xPoints week 3,xPoints week 30,xPoints week 31,xPoints week 32,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 42 prediction
556,40.12246977581479,3.343539147984566,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,2,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,218,,,13.122469775814794,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,240796,,,0,0,0,0,0.0,637,74,,,0,1,0.0,-0.5,0,Álvaro,0.0,,3.463984571802273,3.840175140814871,,12.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,3.589505672454834,3.15785813331604,3.13517689704895,3.302275896072388,3.4840338230133057,3.337416172027588,0.0,,0.0,0.0,,,,,,24,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,35.2,311,21,False,353.2,168,21,1080,,,45,1,0,,0,,240796.jpg,2.6,0,49,Fernández,0.5,False,,a,3,94,Brentford,0.0,622,65,31,163313,181,131934,1252,0.7430086995521258,,,1.5761594698017187,0.0,4.445837020874023,6.9,Fernández,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,2.200000000000001,1.3999999999999986,1.6000000000000014,0.6999999999999993,2.3999999999999986,1.3000000000000007,0.5,0.0,0.0,0.8000000000000007,,0.8000000000000007,2.8000000000000007,5.399999999999999,0.1999999999999993,2.0,0.5,2.000000000000004,2.199999999999996,1.5,0.7000000000000028,,1.1999999999999955,1.9000000000000057,0.2999999999999971,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.4432126334493351,2.986387855766427,3.807586071978621,6.986341215165639,2.3628718131576507,3.0901271721360497,4.426122638850534,,,3.797315856468885,,3.797315856468885,2.243240250500872,4.018066323770451,,,,,,,,,,,,,,,,,,20.006266593933105,0,0.0
569,2.093539147984566,2.093539147984566,0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,4,,,1.0935391479845662,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,450550,,,0,0,-1,1,10.3,425,158,,,0,2,0.0,-0.5,0,Finley,0.0,,1.0,1.0,,1.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,2.5408003330230717,1.5231735706329346,1.6221524477005005,1.9171174764633176,2.185170888900757,2.143065452575684,0.0,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2.1,476,175,False,8.6,474,177,14,,,39,0,0,,0,,450550.jpg,1.0,0,0,Stevens,0.3,False,,a,3,94,Brentford,2.0,437,166,1,45732,771,32661,404,0.5368049097396324,,,1.0601047558473842,0.0,3.0593538895631447,0.3,Stevens,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,2.8000000000000007,5.399999999999999,0.1999999999999993,2.0,0.5,2.000000000000004,2.199999999999996,1.5,0.7000000000000028,,1.1999999999999955,1.9000000000000057,0.2999999999999971,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,11.931480169296265,0,0.0
594,21.228930627830227,1.9299027843482024,0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,84,100.0,100.0,12.028930627830228,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,48760,,,0,0,0,0,44.9,343,121,,,0,2,2.0,1.5,6,Mathias,2.0,4.96327288272688,4.96327288272688,4.96327288272688,4.96327288272688,11.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,2.8290469646453857,1.815906286239624,2.0235166549682617,2.2619104385375977,2.5606017112731934,2.41363787651062,0.0,,0.0,0.0,,,,,,10,1,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,1.0,21.1,371,134,False,108.6,360,140,516,,2021-11-06T19:30:13.752270Z,45,0,0,,0,,48760.jpg,2.2,0,0,Jorgensen,0.0,False,,a,3,94,Brentford,57.0,327,109,18,11033,177,10961,29,0.4288672854107116,1.1029495294948621,1.1029495294948621,0.909764897228942,0.4,3.089915540483263,4.0,Zanka,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.018181818181818184,,2.200000000000001,1.3999999999999986,1.6000000000000014,0.6999999999999993,2.3999999999999986,1.3000000000000007,0.5,0.0,0.0,0.8000000000000007,,0.8000000000000007,2.8000000000000007,5.399999999999999,0.1999999999999993,2.0,0.5,2.000000000000004,2.199999999999996,1.5,0.7000000000000028,,1.1999999999999955,1.9000000000000057,0.2999999999999971,,0.7000000000000002,2.4,1.5,0.2000000000000001,1.3999999999999997,1.2000000000000002,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.1,4.96327288272688,,1.4432126334493351,1.0,,,,,,,,,,,,,,,,,,,,,,,4.96327288272688,,1.0,0.0,1.8925206405937192,5.274923012311927,1.586387855766426,13.904619932174684,2,0.0
614,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220695,,,0,0,0,0,0.0,627,244,,,0,3,0.0,-0.5,0,Paris,0.0,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,2.678804636001587,1.9644309282302856,2.182020664215088,2.283963203430176,2.4231600761413574,2.526667594909668,0.0,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,635,245,False,0.0,633,244,0,,,45,0,0,,0,,220695.jpg,0.0,0,0,Maghoma,0.0,False,,a,3,94,Brentford,0.0,611,242,0,2225,41,1870,30,,,,,0.0,3.1242326895395913,0.0,Maghoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.059047102928162,0,0.0
619,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503300,,,0,0,0,0,0.0,564,47,,,0,1,0.0,-0.5,0,Matthew,0.0,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,3.587690830230713,2.4412527084350586,2.89685320854187,3.0957868099212646,3.4127237796783447,3.4059572219848637,0.0,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,583,68,False,0.0,579,68,0,,,40,0,0,,0,,503300.jpg,0.0,0,0,Cox,0.1,False,,a,3,94,Brentford,0.0,530,33,0,143650,115,139798,136,,,,,0.0,4.710066139698029,0.0,Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.840264558792114,0,0.0
628,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461558,,,0,0,0,0,0.0,657,263,,,0,3,0.0,-0.5,0,Maxwell,0.0,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,2.678804636001587,1.9644309282302856,2.182020664215088,2.283963203430176,2.4231600761413574,2.526667594909668,0.0,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,663,263,False,0.0,662,263,0,,,45,0,0,,0,,461558.jpg,0.0,0,0,Haygarth,0.0,False,,a,3,94,Brentford,0.0,643,262,0,640,14,556,10,,,,,0.0,3.1242326895395913,0.0,Haygarth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.059047102928162,0,0.0
640,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460029,,,0,0,0,0,0.0,654,79,,,0,4,0.0,-0.5,0,Nathan,0.0,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,2.8553357124328613,1.9644309282302856,2.247265338897705,2.395004749298096,2.5996909141540527,2.637709379196167,0.0,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,661,78,False,0.0,660,77,0,,,45,0,0,,0,,460029.jpg,0.0,0,0,Young-Coombes,0.8,False,,a,3,94,Brentford,0.0,641,77,0,145685,7332,83757,3297,,,,,0.0,3.2665415604909263,0.0,Young-Coombes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.699437022209167,0,0.0
662,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450539,,,0,0,0,0,0.0,652,260,,,0,3,0.0,-0.5,0,Myles,0.0,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,2.678804636001587,1.9644309282302856,2.182020664215088,2.283963203430176,2.4231600761413574,2.526667594909668,0.0,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,659,261,False,0.0,658,261,0,,,45,0,0,,0,,450539.jpg,0.0,0,0,Peart-Harris,0.0,False,,a,3,94,Brentford,0.0,639,260,0,1071,45,851,37,,,,,0.0,3.1242326895395913,0.0,Peart-Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.059047102928162,0,0.0
673,4.187078295969132,2.093539147984566,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,21,,,2.1870782959691324,0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,57513,,,0,0,0,0,0.0,603,67,,,0,1,0.0,-0.5,0,Jonas,0.0,4.27492301231193,2.6464946680411905,2.6464946680411905,,2.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,3.0538811683654785,2.1642298698425293,2.432171106338501,2.6755878925323486,2.917477369308472,2.9131171703338623,0.0,,0.0,0.0,,,,,,5,0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,1.6,484,38,False,15.4,465,38,180,,,45,0,0,,0,,57513.jpg,1.0,0,2,Lössl,0.0,False,,a,3,94,Brentford,0.0,584,58,2,1283,27,889,27,0.46523092177434805,0.9499828916248734,,0.9869038188129292,0.0,3.590325461493598,0.4,Lössl,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,5.399999999999999,0.1999999999999993,2.0,0.5,2.000000000000004,2.199999999999996,1.5,0.7000000000000028,,1.1999999999999955,1.9000000000000057,0.2999999999999971,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0180663237704506,4.27492301231193,,,,,,,,,,,,,,,,,16.15646457672119,0,0.0
699,19.337923934980708,3.8675847869961415,1,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,,0.0,0.0,,,,,,,2,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,2.0,0.0,,,,,,,92,100.0,100.0,1.366923934980708,2,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,0.0,0.0,1.0,,,,,,,80607,1.0,,1,-1,1,-1,123.8,228,134,2.0,,0,3,4.0,3.5,3,Christian,4.0,3.976220460768839,3.976220460768839,3.976220460768839,4.645275575961048,5.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,3.948299646377564,3.196963310241699,3.566555976867676,3.703313827514648,3.830673933029175,3.78471040725708,0.0,,0.0,0.0,,,,,,2,1,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,1.0,0.0,,,,,,,32.2,325,146,False,128.2,338,142,398,,2022-02-08T14:00:16.270820Z,56,0,0,,0,,80607.jpg,4.0,0,0,Eriksen,1.3,False,,a,3,94,Brentford,71.0,307,156,20,146670,17223,32080,6149,0.6906401405350253,0.7100393679944356,0.82951349570733,1.6343528691265363,0.7,3.934020910944257,3.6,Eriksen,0.9,2.7,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.3999999999999999,,,0.3,0.0999999999999999,,,,,,,0.9,1.8,0.36,,,,,,,,,,,,,,,,,,,,2.199999999999996,1.5,0.7000000000000028,,1.1999999999999955,1.9000000000000057,0.2999999999999971,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.2,,,0.6000000000000001,0.0999999999999999,,,,,,,3.54081822068172,,,,,,,,,,,,,,,,,,,,1.3,1.52313016014843,5.467585303791408,,,8.049568619222635,3.54081822068172,,,,,,,22.03051710128784,1,0.0
722,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121570,,,0,0,0,0,0.0,519,194,,,0,2,1.4,0.9,0,Julian,0.0,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,3.353081226348877,1.911466360092163,2.315809965133667,2.566291093826294,2.9093921184539795,2.9143762588500977,0.0,,0.0,0.0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,538,194,False,0.0,534,194,0,,,40,0,0,,0,,121570.jpg,0.0,0,0,Jeanvier,0.0,False,,a,3,94,Brentford,0.0,484,186,0,44,44,4,4,,,,,0.0,3.9926042556762695,0.0,Jeanvier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.970417022705078,0,0.0
53,48.003626339197375,2.1819830154180626,1,0.0,1.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234,100.0,100.0,6.132626339197374,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,39155,,,0,0,-2,2,160.2,200,119,,,0,3,-0.9,-0.2,1,Adam,0.3,1.5455212496559745,1.8911979918325983,1.9852714094809216,1.0,22.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,3.608978509902954,2.2160983085632324,2.3434178829193115,2.090092658996582,2.308887243270874,2.175111532211304,0.0,,0.0,0.0,,,,,,19,0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.7,256,118,False,208.4,268,110,1531,,2022-03-13T01:00:20.491527Z,53,0,0,,0,,39155.jpg,1.9,0,0,Lallana,0.1,False,,a,4,36,Brighton,167.0,204,111,42,25204,105,38453,78,0.4116949085694458,0.29160778295395745,0.18867924528301888,0.9477928560780688,0.1,2.7816200256347656,7.9,Lallana,0.7,2.1,0.0,0.1999999999999999,0.1,0.0999999999999999,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0999999999999999,0.0999999999999999,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.2,1.9,0.08636363636363636,1.1,1.200000000000001,0.1999999999999993,0.5999999999999996,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,0.7999999999999998,1.099999999999998,1.8000000000000007,1.1000000000000014,2.299999999999997,0.0,2.5,0.9000000000000021,1.1999999999999993,1.2999999999999972,4.600000000000001,1.6,-0.1000000000000014,0.4000000000000057,1.8999999999999984,0.7000000000000002,1.7999999999999998,1.2999999999999998,0.4000000000000003,1.1000000000000003,3.899999999999999,6.0,0.0,0.2,0.1999999999999999,0.0,,0.3,,,0.0,,0.0,0.0,0.0999999999999999,0.1,0.0,,,0.0,0.0999999999999998,,,0.0,0.0,,,0.0,0.0,0.1,0.1,0.0999999999999999,0.0,0.0,1.0,1.0,4.672194211912203,3.1187307530779824,2.8488116360940263,,3.72313016014843,,,1.0,,2.449328964117221,2.4493289641172216,2.8328710836980804,2.665298888221587,1.0,,,2.3820849986238986,1.7999999999999994,,,1.0,1.0,,,1.0,2.4965853037914094,2.6652988882215864,1.7725317930340123,3.47032004603564,1.3328710836980795,1.0202419114458043,14.742586135864258,4,0.0
54,3.115022970763159,3.115022970763159,0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,100.0,100.0,1.115022970763159,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,49262,,,-1,1,-1,1,0.0,497,20,,,0,1,-1.5,-0.5,0,Jason,0.0,,,,,1.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,6.222860336303711,3.1874256134033203,3.546758890151977,2.99235200881958,3.2225658893585205,3.135375738143921,0.0,,0.0,0.0,,,,,,2,0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,468,34,False,28.8,440,34,90,,2022-01-19T01:00:13.663777Z,39,0,0,,0,,49262.jpg,2.0,0,3,Steele,1.9,False,,a,4,36,Brighton,0.0,461,6,2,355547,8952,405444,1756,0.7987238386572203,,,1.5773531959308824,0.0,5.7198303785079565,0.5,Steele,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.5999999999999996,1.0,1.5,1.400000000000002,0.0,1.1999999999999993,0.0,0.8000000000000007,,1.099999999999998,1.8000000000000007,1.1000000000000014,2.299999999999997,0.0,2.5,0.9000000000000021,1.1999999999999993,1.2999999999999972,4.600000000000001,,-0.1000000000000014,0.4000000000000057,1.8999999999999984,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.195246544376106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.30733847618103,0,0.0
