id,adjusted points,adjusted points per game,assists,assists_week1,assists_week10,assists_week11,assists_week12,assists_week13,assists_week14,assists_week15,assists_week16,assists_week17,assists_week18,assists_week19,assists_week2,assists_week20,assists_week21,assists_week22,assists_week23,assists_week24,assists_week25,assists_week3,assists_week4,assists_week5,assists_week6,assists_week7,assists_week8,assists_week9,bonus,bonus_week1,bonus_week10,bonus_week11,bonus_week12,bonus_week13,bonus_week14,bonus_week15,bonus_week16,bonus_week17,bonus_week18,bonus_week19,bonus_week2,bonus_week20,bonus_week21,bonus_week22,bonus_week23,bonus_week24,bonus_week25,bonus_week3,bonus_week4,bonus_week5,bonus_week6,bonus_week7,bonus_week8,bonus_week9,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheet_points,clean_sheets,cleansheet_week1,cleansheet_week10,cleansheet_week11,cleansheet_week12,cleansheet_week13,cleansheet_week14,cleansheet_week15,cleansheet_week16,cleansheet_week17,cleansheet_week18,cleansheet_week19,cleansheet_week2,cleansheet_week20,cleansheet_week21,cleansheet_week22,cleansheet_week23,cleansheet_week24,cleansheet_week25,cleansheet_week3,cleansheet_week4,cleansheet_week5,cleansheet_week6,cleansheet_week7,cleansheet_week8,cleansheet_week9,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,form 10,form 15,form 20,form 5,games played,gameweek,gameweek 10 prediction,gameweek 11 prediction,gameweek 12 prediction,gameweek 13 prediction,gameweek 14 prediction,gameweek 15 prediction,gameweek 16 prediction,gameweek 17 prediction,gameweek 18 prediction,gameweek 19 prediction,gameweek 2 prediction,gameweek 20 prediction,gameweek 21 prediction,gameweek 22 prediction,gameweek 23 prediction,gameweek 24 prediction,gameweek 25 prediction,gameweek 26 prediction,gameweek 27 prediction,gameweek 28 prediction,gameweek 29 prediction,gameweek 3 prediction,gameweek 30 prediction,gameweek 31 prediction,gameweek 32 prediction,gameweek 33 prediction,gameweek 34 prediction,gameweek 4 prediction,gameweek 5 prediction,gameweek 6 prediction,gameweek 7 prediction,gameweek 8 prediction,gameweek 9 prediction,goals_conceded,goals_scored,goals_week1,goals_week10,goals_week11,goals_week12,goals_week13,goals_week14,goals_week15,goals_week16,goals_week17,goals_week18,goals_week19,goals_week2,goals_week20,goals_week21,goals_week22,goals_week23,goals_week24,goals_week25,goals_week3,goals_week4,goals_week5,goals_week6,goals_week7,goals_week8,goals_week9,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,team_name,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value,value form 10,value form 5,valuePoints metric,value_form,value_next10,value_season,web_name,xA,xA_points,xA_week1,xA_week10,xA_week11,xA_week12,xA_week13,xA_week14,xA_week15,xA_week16,xA_week17,xA_week18,xA_week19,xA_week2,xA_week20,xA_week21,xA_week22,xA_week23,xA_week24,xA_week25,xA_week3,xA_week4,xA_week5,xA_week6,xA_week7,xA_week8,xA_week9,xG,xG+xA,xG+xA per game,xGA_week1,xGA_week10,xGA_week11,xGA_week12,xGA_week13,xGA_week14,xGA_week15,xGA_week16,xGA_week17,xGA_week18,xGA_week19,xGA_week2,xGA_week20,xGA_week21,xGA_week22,xGA_week23,xGA_week24,xGA_week25,xGA_week3,xGA_week4,xGA_week5,xGA_week6,xGA_week7,xGA_week8,xGA_week9,xG_points,xG_week1,xG_week10,xG_week11,xG_week12,xG_week13,xG_week14,xG_week15,xG_week16,xG_week17,xG_week18,xG_week19,xG_week2,xG_week20,xG_week21,xG_week22,xG_week23,xG_week24,xG_week25,xG_week3,xG_week4,xG_week5,xG_week6,xG_week7,xG_week8,xG_week9,xPoints,xPoints week 1,xPoints week 10,xPoints week 11,xPoints week 12,xPoints week 13,xPoints week 14,xPoints week 15,xPoints week 16,xPoints week 17,xPoints week 18,xPoints week 19,xPoints week 2,xPoints week 20,xPoints week 21,xPoints week 22,xPoints week 23,xPoints week 24,xPoints week 25,xPoints week 3,xPoints week 4,xPoints week 5,xPoints week 6,xPoints week 7,xPoints week 8,xPoints week 9,xPoints_next10,yellow_cards,gameweek 35 prediction
341,86.11925000960917,3.914511364073144,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,3.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,,,451,100.0,100.0,5.0752500096091815,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,101178,1.0,,0,0,-1,1,660.1,3,2,1.0,,2,3,5.0,4.5,2,James,5.0,5.023008501792343,4.358589960120884,4.001416730643373,4.391147060511889,22.0,25,,,,,,,,,,,,,,,,,,4.124366760253906,4.552940845489502,4.095930576324463,4.363511562347412,,4.474010467529297,4.3256659507751465,2.8821041584014893,3.88211727142334,3.779632568359375,,,,,,,35,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,154.2,20,14,False,615.0,8,3,1955,,2021-11-08T16:30:12.002318Z,64,0,0,1.0,0,,101178.jpg,4.5,1,0,Ward-Prowse,4.2,False,,a,16,20,Southampton,266.0,103,57,98,505826,39501,495883,17131,0.6116424006364287,0.7848450784050535,0.6861167282049826,1.547346479635469,0.8,6.2906113639473915,15.3,Ward-Prowse,3.3,9.9,0.2,0.0999999999999999,0.1999999999999999,0.3,0.1,0.2999999999999998,0.0,0.1,0.2000000000000001,,0.0999999999999996,0.2,0.0,0.2000000000000001,0.1,0.1,0.5999999999999996,0.0,0.0999999999999999,0.3,0.0,0.0,0.0,,,3.5,6.8,0.3090909090909091,2.4,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,1.1999999999999993,1.5,1.1999999999999993,0.0,1.8000000000000007,1.5,2.3999999999999986,0.8000000000000007,2.1000000000000014,1.599999999999998,1.400000000000002,2.1000000000000014,1.4,0.6000000000000005,1.0999999999999996,0.9000000000000004,3.6999999999999993,0.3000000000000007,0.5999999999999996,16.06,0.0,0.0,0.0999999999999998,0.1,0.0,0.0,0.1,0.1,0.1999999999999997,,0.7000000000000002,0.1,0.1,0.0,0.0999999999999996,0.0,0.1,0.1,0.9,0.0,0.0,0.0,0.8,,,2.622456428252982,2.6907179532894125,1.5725317930340124,3.6488116360940257,3.8493289641172224,2.3907179532894127,3.1231301601484294,2.801194211912202,3.0231301601484306,5.901194211912201,,9.736298888221588,3.32313016014843,4.5907179532894125,5.820328964117222,1.92245642825298,2.501896517994656,9.088596963941605,2.622456428252982,8.046596963941607,3.4488116360940264,2.3328710836980795,2.4065696597405988,3.02472352647034,,,40.259912729263306,3,3.779632568359375
342,49.95190912235732,2.7751060623531845,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,3,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,273,100.0,100.0,16.609909122357323,3,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,158534,,,0,0,-2,2,235.4,110,22,,,0,2,3.7,3.2,2,Kyle,3.7,2.606737785006214,2.553085365344252,3.0234882867407213,3.127933213585658,18.0,25,,,,,,,,,,,,,,,,,,2.747598171234131,3.615409374237061,3.163259267807007,3.431704521179199,,3.441965341567993,2.944321870803833,2.1128487586975098,2.554201126098633,3.063273906707764,,,,,,,23,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,71.3,135,32,False,294.0,148,60,1436,,2022-01-08T09:30:13.384362Z,48,0,0,,0,,158534.jpg,2.7,0,0,Walker-Peters,0.5,False,,a,16,20,Southampton,185.0,153,29,48,59560,3731,83969,1612,0.5781470963235801,0.5430703718762946,0.6516527528303455,1.2666568248501475,0.8,6.278720051050186,10.0,Walker-Peters,2.0,6.0,,0.6,0.0,0.0,-0.0999999999999998,0.0,0.0,0.0,0.0999999999999998,,0.1,0.0,0.1999999999999999,,,0.0,0.3999999999999999,0.1,0.0,,0.1,0.0,0.5,,,0.3,2.3,0.12777777777777777,,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,1.1999999999999993,1.5,1.1999999999999993,0.0,1.8000000000000007,1.5,2.3999999999999986,0.8000000000000007,2.1000000000000014,1.599999999999998,1.400000000000002,2.1000000000000014,1.4,0.6000000000000005,1.0999999999999996,0.9000000000000004,3.6999999999999993,0.3000000000000007,0.5999999999999996,1.7999999999999998,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0999999999999999,0.0,0.0,0.0,,0.0,0.1,0.0,,,2.789825713011928,,7.89012717213605,4.195246544376106,1.7973158564688885,0.7000000000000004,2.4925206405937192,3.204776847648809,1.8925206405937192,3.2757768476488085,,1.732195552886346,1.0,1.9628718131576504,,,3.407586071978623,3.186387855766424,2.789825713011928,0.986387855766426,,2.6314843347923187,4.226278638962396,2.598894105881357,,,30.137856245040894,5,3.063273906707764
343,57.53268185137717,3.028035886914588,0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,12,,2.0,2.0,0.0,0.0,3.0,,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,0.0,0.0,0.0,0.0,316,75.0,100.0,17.532681851377173,4,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,171771,,,0,0,-1,1,47.5,296,92,,,1,2,0.2,-0.2,1,Jan,0.3,2.5122129379829463,2.990232212108524,3.144506228787357,2.396223099445172,19.0,25,,,,,,,,,,,,,,,,,,2.851604461669922,3.9481823444366455,3.1832211017608643,3.4767370223999023,,3.671881437301636,2.945425748825073,2.1143410205841064,2.410358428955078,3.083235502243042,,,,,,,28,3,,0.0,0.0,0.0,0.0,1.0,,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,70.1,140,36,False,441.6,49,15,1549,Thigh injury - 75% chance of playing,2022-02-16T13:30:20.269745Z,44,1,0,,0,,171771.jpg,3.4,0,0,Bednarek,1.1,False,,d,16,20,Southampton,209.0,136,20,65,147345,2039,148245,5833,0.6881899742987699,0.570957485905215,0.5445961589648118,1.4435594685330781,0.1,6.992777856913479,14.8,Bednarek,0.2,0.6000000000000001,,0.0,0.0,0.0,0.0,0.1,,0.0,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.4,1.5999999999999999,0.08421052631578947,,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,1.1999999999999993,1.5,1.1999999999999993,0.0,1.8000000000000007,1.5,2.3999999999999986,0.8000000000000007,2.1000000000000014,1.599999999999998,1.400000000000002,2.1000000000000014,1.4,0.6000000000000005,1.0999999999999996,0.9000000000000004,3.6999999999999993,0.3000000000000007,0.5999999999999996,8.399999999999999,,0.1,0.0,0.1,0.0,0.4999999999999999,,0.2,,,0.0,0.0,0.0,0.1999999999999999,0.1999999999999999,0.1999999999999999,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,,5.69012717213605,6.195246544376106,2.397315856468889,-1.0,8.19252064059372,,3.09252064059372,,,2.661195552886346,1.0,2.3628718131576507,4.997315856468885,2.9898257130119266,3.007586071978623,-0.0136121442335761,1.0,,,6.331484334792319,3.626278638962396,1.0988941058813575,3.963272882726869,3.1952465443761064,30.76822257041931,5,3.083235502243042
344,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,200088,,,0,0,0,0,0.0,601,72,,,0,4,0.0,0.0,0,Daniel,0.0,,,,,,25,,,,,,,,,,,,,,,,,,2.291816234588623,2.993745803833008,2.5881993770599365,2.843844175338745,,2.879523992538452,2.6071009635925293,1.933822512626648,2.15701675415039,2.46491813659668,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,608,69,False,0.0,606,67,0,Joined Lincoln City on a season-long loan - Expected back 01 Jul,2021-07-14T19:01:37.238557Z,45,0,0,,0,,200088.jpg,0.0,0,0,N'Lundulu,0.0,False,,u,16,20,Southampton,0.0,581,67,0,0,0,1657,2,,,,,0.0,5.59228131506178,0.0,Nlundulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.16526591777801,0,2.405277967453003
345,61.642,3.424555555555556,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,11,0.0,1.0,0.0,3.0,0.0,3.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,1.0,3.0,0.0,,0.0,0.0,,,0.0,247,100.0,100.0,0.0,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,200439,,,0,0,-2,2,182.2,147,22,,,0,4,6.0,5.5,9,Che,6.0,2.8833333333333333,3.390909090909091,3.4142857142857146,3.26,18.0,25,,,,,,,,,,,,,,,,,,3.691898822784424,4.425180912017822,3.822642326354981,4.122760772705078,,4.419597148895264,3.8640432357788086,3.018718957901001,3.414405345916748,3.6506638526916495,,,,,,,19,6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,,,0.0,90.4,76,20,False,295.6,146,15,1203,,2021-12-29T00:30:20.088491Z,68,0,0,,0,,200439.jpg,4.0,0,0,Adams,1.6,False,,a,16,20,Southampton,427.0,52,22,72,316548,59881,344778,4907,0.5036111111111112,0.42401960784313725,0.4794117647058823,1.3132571067369339,0.9,5.600084592314327,10.6,Adams,1.5,4.5,0.4,0.0999999999999998,0.1,0.0,0.0,0.0,0.0999999999999998,,,,0.0,0.4,,0.0,0.0,0.0,0.1,0.0,0.0999999999999999,,0.0,0.2,,,0.0,3.4,4.9,0.27222222222222225,2.4,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,1.1999999999999993,1.5,1.1999999999999993,0.0,1.8000000000000007,1.5,2.3999999999999986,0.8000000000000007,2.1000000000000014,1.599999999999998,1.400000000000002,2.1000000000000014,1.4,0.6000000000000005,1.0999999999999996,0.9000000000000004,3.6999999999999993,0.3000000000000007,0.5999999999999996,13.6,0.0,0.7000000000000001,0.0999999999999998,0.3,0.0,0.7,0.0,,,,0.0,0.3,,0.3000000000000002,0.0,0.0,0.5999999999999996,0.1,0.0,,0.1,0.1999999999999999,,,0.0,5.4,3.971,6.1000000000000005,2.7,6.2,1.0,7.8,2.3,,,,1.0,5.171,,2.200000000000001,1.0,2.0,5.699999999999999,5.4,2.3,,2.4000000000000004,3.4,,,1.0,38.08057522773743,0,3.6506638526916495
346,22.90693182254963,2.290693182254963,0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,48,0.0,0.0,2.306931822549628,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203389,2.0,,0,0,-3,3,78.5,254,148,,,0,3,0.0,0.0,0,Nathan,0.0,2.724027441107709,2.602919162355924,2.360573073662423,2.535892696185101,10.0,25,,,,,,,,,,,,,,,,,,2.0246660709381104,2.3023202419281006,2.1316542625427246,2.21205472946167,,2.2653725147247314,2.1050667762756348,1.7846826314926147,1.9298795461654663,2.097157716751098,,,,,,,13,0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,22.4,337,153,False,42.6,398,167,585,Groin Injury - Expected back 25 Feb,2022-02-03T13:30:10.396821Z,47,0,0,,0,,203389.jpg,1.7,0,0,Tella,0.0,False,,i,16,20,Southampton,105.0,223,120,17,6067,3,13114,101,0.48738152813935387,0.5795803066186614,0.5395516374861917,1.0566179743246011,0.0,4.45744940575133,3.6,Tella,0.7,2.1,0.0,,,,0.5,0.0999999999999999,0.0,0.0999999999999999,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0.5,1.2,0.12,2.4,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,1.1999999999999993,1.5,1.1999999999999993,0.0,1.8000000000000007,1.5,2.3999999999999986,0.8000000000000007,2.1000000000000014,1.599999999999998,1.400000000000002,2.1000000000000014,1.4,0.6000000000000005,1.0999999999999996,0.9000000000000004,3.6999999999999993,0.3000000000000007,0.5999999999999996,2.5,0.0,,,,0.0,0.2,0.0,0.0999999999999999,0.1,,,,,0.0999999999999999,0.0,,,,,,,,0.0,0.0,,,1.0,,,,2.5,3.5231301601484297,1.3011942119122022,3.0231301601484297,2.801194211912202,,,,,2.949328964117221,2.1224564282529816,,,,,,,,2.02472352647034,1.0,,20.95001220703125,1,2.097157716751098
347,3.0306931822549625,3.0306931822549625,0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,11,100.0,100.0,0.2306931822549628,0,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,214466,,,0,0,0,0,14.2,383,190,,,0,3,0.0,-0.5,0,William,0.0,3.101194211912202,3.101194211912202,3.101194211912202,,1.0,25,,,,,,,,,,,,,,,,,,2.350663661956787,3.0740716457366943,2.636164903640747,2.85699200630188,,2.84688663482666,2.443517208099365,1.96829354763031,2.008297920227051,2.5783727169036865,,,,,,,2,0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2.6,452,197,False,3.4,475,206,69,,2021-12-29T00:30:20.119879Z,45,0,0,,0,,214466.jpg,2.0,0,0,Smallbone,0.0,False,,a,16,20,Southampton,8.0,401,196,2,23445,10,23365,35,0.6734873738344361,0.6891542693138226,,1.4286824672455476,0.0,5.63147399160597,0.4,Smallbone,0.1,0.3,,,,,,,,,0.1,,,,,,,,,,,,,,,,,0.1,0.2,0.2,,,,,,,,,1.1999999999999993,0.0,1.8000000000000007,,2.3999999999999986,0.8000000000000007,2.1000000000000014,1.599999999999998,1.400000000000002,2.1000000000000014,,,,,,,,0.5,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,3.101194211912202,,,,,,,,,,,,,,,,,25.341632962226868,0,2.5783727169036865
348,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,220598,,,0,0,0,0,0.0,610,74,,,0,4,0.0,0.0,0,Michael,0.0,,,,,,25,,,,,,,,,,,,,,,,,,2.291816234588623,2.993745803833008,2.5881993770599365,2.843844175338745,,2.879523992538452,2.6071009635925293,1.933822512626648,2.15701675415039,2.46491813659668,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,617,71,False,0.0,615,69,0,Transferred to Swansea City - Unknown return date,2021-08-31T22:30:15.617506Z,45,0,0,,0,,220598.jpg,0.0,0,0,Obafemi,2.3,False,,u,16,20,Southampton,0.0,591,70,0,256598,0,1000278,1326,,,,,0.0,5.59228131506178,0.0,Obafemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.16526591777801,0,2.405277967453003
349,38.16547728058933,2.1203042933660736,3,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,3,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,152,100.0,100.0,4.152477280589331,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,240143,,,0,0,0,0,153.5,169,102,,,1,3,1.0,0.5,1,Ibrahima,1.0,2.288147134694383,2.235450604167229,2.215366849889145,2.538265792823444,18.0,25,,,,,,,,,,,,,,,,,,2.544100284576416,2.703040361404419,2.57374906539917,2.654150009155273,,2.66609263420105,2.6245009899139404,2.009160280227661,2.4493141174316406,2.524261713027954,,,,,,,14,0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,36.1,265,121,False,140.6,286,120,734,,2021-11-27T19:00:16.044546Z,45,0,0,,0,,240143.jpg,2.1,0,0,Diallo,0.2,False,,a,16,20,Southampton,68.0,280,144,37,26184,209,24891,456,0.47117873185912745,0.5084771410431963,0.5640590650718764,0.999521029345401,0.2,5.616140259636773,8.2,Diallo,0.9,2.7,0.0,0.0,0.0,0.2,,,,0.0,,,0.0,0.0,0.0999999999999999,0.4,0.0,0.0,0.0,0.0,0.0,0.0,,,0.1,0.0,0.1,0.4,1.3,0.07222222222222223,2.4,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,1.1999999999999993,1.5,1.1999999999999993,0.0,1.8000000000000007,1.5,2.3999999999999986,0.8000000000000007,2.1000000000000014,1.599999999999998,1.400000000000002,2.1000000000000014,1.4,0.6000000000000005,1.0999999999999996,0.9000000000000004,3.6999999999999993,0.3000000000000007,0.5999999999999996,2.0,0.2,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0999999999999999,,,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.049328964117222,,,,2.22313016014843,,,1.0,1.0,2.3907179532894123,8.691328964117222,1.0,1.0,1.0,1.0,1.0,1.5,,,1.3,2.7408182206817173,3.619811636094026,25.27263116836548,0,2.524261713027954
350,17.945545458039703,2.243193182254963,0,0.0,,,,,,,,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0,0.0,,,,,,,,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,11,100.0,100.0,1.8455454580397024,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,431131,,,0,0,-3,3,86.2,238,139,,,0,3,0.0,-0.5,0,Moussa,0.0,1.0,1.0,0.9500000000000002,,8.0,25,,,,,,,,,,,,,,,,,,1.9330013990402224,2.775603771209717,2.044168472290039,2.704984426498413,,2.845099210739136,2.5938174724578857,1.7230844497680664,1.7748483419418335,1.9863767623901367,,,,,,,7,0,0.0,,,,,,,,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,25.3,322,146,False,44.8,395,164,427,,2021-12-31T18:00:20.925863Z,52,0,0,,0,,431131.jpg,1.1,0,0,Djenepo,0.0,False,,a,16,20,Southampton,122.0,200,105,9,4597,25,8276,34,0.43138330427980054,0.1923076923076923,,0.9837052846757848,0.0,4.301415590139535,1.7,Djenepo,0.2,0.6000000000000001,0.0,,,,,,,,0.0,,,0.0,,,,,,,0.0,0.1,,0.0,0.0,0.1,,1.5,1.7,0.2125,2.4,1.3000000000000007,0.5999999999999996,0.7999999999999989,2.400000000000002,1.5,1.1999999999999993,1.5,1.1999999999999993,0.0,1.8000000000000007,1.5,2.3999999999999986,0.8000000000000007,2.1000000000000014,1.599999999999998,1.400000000000002,2.1000000000000014,1.4,0.6000000000000005,1.0999999999999996,0.9000000000000004,3.6999999999999993,0.3000000000000007,0.5999999999999996,7.5,0.0,,,,,,,,0.0,,,0.0,,,,,,,1.3,0.0999999999999998,,0.0,0.0,0.1,,,2.0907179532894125,,,,,,,,1.0,,,1.22313016014843,,,,,,,6.5,3.348811636094025,,1.0,0.0,1.8000000000000005,,22.367361068725582,3,1.9863767623901367
